Time,btc price
2023-12-22,25
2023-12-23,21
2023-12-24,21
2023-12-25,22
2023-12-26,26
2023-12-27,25
2023-12-28,24
2023-12-29,24
2023-12-30,18
2023-12-31,19
2024-01-01,21
2024-01-02,43
2024-01-03,38
2024-01-04,33
2024-01-05,28
2024-01-06,21
2024-01-07,22
2024-01-08,41
2024-01-09,49
2024-01-10,68
2024-01-11,84
2024-01-12,50
2024-01-13,36
2024-01-14,27
2024-01-15,30
2024-01-16,30
2024-01-17,29
2024-01-18,26
2024-01-19,27
2024-01-20,19
2024-01-21,16
2024-01-22,28
2024-01-23,30
2024-01-24,25
2024-01-25,19
2024-01-26,21
2024-01-27,19
2024-01-28,17
2024-01-29,21
2024-01-30,20
2024-01-31,20
2024-02-01,17
2024-02-02,17
2024-02-03,13
2024-02-04,15
2024-02-05,16
2024-02-06,15
2024-02-07,16
2024-02-08,23
2024-02-09,29
2024-02-10,25
2024-02-11,24
2024-02-12,40
2024-02-13,38
2024-02-14,42
2024-02-15,41
2024-02-16,32
2024-02-17,25
2024-02-18,24
2024-02-19,30
2024-02-20,32
2024-02-21,25
2024-02-22,28
2024-02-23,21
2024-02-24,19
2024-02-25,18
2024-02-26,35
2024-02-27,58
2024-02-28,97
2024-02-29,79
2024-03-01,55
2024-03-02,39
2024-03-03,39
2024-03-04,93
2024-03-05,100
2024-03-06,78
2024-03-07,58
2024-03-08,64
2024-03-09,48
2024-03-10,55
2024-03-11,81
2024-03-12,64
2024-03-13,62
2024-03-14,57
2024-03-15,57
2024-03-16,42
2024-03-17,45
2024-03-18,47
2024-03-19,56
2024-03-20,55
2024-03-21,41
2024-03-22,34
2024-03-23,29
2024-03-24,29
2024-03-25,47
2024-03-26,43
2024-03-27,41
2024-03-28,38
2024-03-29,34
2024-03-30,27
2024-03-31,27
2024-04-01,36
2024-04-02,38
2024-04-03,32
2024-04-04,32
2024-04-05,30
2024-04-06,22
2024-04-07,24
2024-04-08,35
2024-04-09,32
2024-04-10,32
2024-04-11,28
2024-04-12,33
2024-04-13,42
2024-04-14,45
2024-04-15,42
2024-04-16,37
2024-04-17,36
2024-04-18,35
2024-04-19,44
2024-04-20,44
2024-04-21,29
2024-04-22,36
2024-04-23,32
2024-04-24,25
2024-04-25,29
2024-04-26,23
2024-04-27,20
2024-04-28,20
2024-04-29,25
2024-04-30,33
2024-05-01,41
2024-05-02,33
2024-05-03,29
2024-05-04,22
2024-05-05,22
2024-05-06,28
2024-05-07,22
2024-05-08,20
2024-05-09,21
2024-05-10,22
2024-05-11,19
2024-05-12,17
2024-05-13,23
2024-05-14,24
2024-05-15,27
2024-05-16,28
2024-05-17,25
2024-05-18,21
2024-05-19,20
2024-05-20,31
2024-05-21,41
2024-05-22,35
2024-05-23,29
2024-05-24,25
2024-05-25,19
2024-05-26,20
2024-05-27,23
2024-05-28,26
2024-05-29,21
2024-05-30,21
2024-05-31,20
2024-06-01,17
2024-06-02,17
2024-06-03,24
2024-06-04,28
2024-06-05,33
2024-06-06,30
2024-06-07,28
2024-06-08,20
2024-06-09,19
2024-06-10,24
2024-06-11,26
2024-06-12,27
2024-06-13,25
2024-06-14,23
2024-06-15,17
2024-06-16,17
2024-06-17,23
2024-06-18,25
2024-06-19,21
2024-06-20,20
2024-06-21,20
2024-06-22,16
2024-06-23,18
2024-06-24,31
2024-06-25,27
2024-06-26,22
2024-06-27,20
2024-06-28,22
2024-06-29,14
2024-06-30,17
2024-07-01,23
2024-07-02,20
2024-07-03,21
2024-07-04,28
2024-07-05,43
2024-07-06,26
2024-07-07,26
2024-07-08,32
2024-07-09,23
2024-07-10,24
2024-07-11,24
2024-07-12,20
2024-07-13,19
2024-07-14,23
2024-07-15,33
2024-07-16,31
2024-07-17,30
2024-07-18,24
2024-07-19,26
2024-07-20,24
2024-07-21,26
2024-07-22,32
2024-07-23,24
2024-07-24,24
2024-07-25,25
2024-07-26,25
2024-07-27,32
2024-07-28,29
2024-07-29,36
2024-07-30,27
2024-07-31,22
2024-08-01,24
2024-08-02,26
2024-08-03,23
2024-08-04,29
2024-08-05,98
2024-08-06,44
2024-08-07,34
2024-08-08,33
2024-08-09,31
2024-08-10,21
2024-08-11,24
2024-08-12,28
2024-08-13,25
2024-08-14,24
2024-08-15,23
2024-08-16,23
2024-08-17,18
2024-08-18,19
2024-08-19,21
2024-08-20,25
2024-08-21,22
2024-08-22,21
2024-08-23,24
2024-08-24,26
2024-08-25,22
2024-08-26,24
2024-08-27,23
2024-08-28,25
2024-08-29,22
2024-08-30,20
2024-08-31,13
2024-09-01,18
2024-09-02,19
2024-09-03,21
2024-09-04,24
2024-09-05,20
2024-09-06,23
2024-09-07,19
2024-09-08,17
2024-09-09,22
2024-09-10,19
2024-09-11,21
2024-09-12,20
2024-09-13,21
2024-09-14,18
2024-09-15,16
2024-09-16,18
