Time,wells fargo
2023-04-26,79
2023-04-27,80
2023-04-28,85
2023-04-29,75
2023-04-30,54
2023-05-01,98
2023-05-02,95
2023-05-03,94
2023-05-04,99
2023-05-05,98
2023-05-06,90
2023-05-07,76
2023-05-08,85
2023-05-09,78
2023-05-10,78
2023-05-11,77
2023-05-12,87
2023-05-13,69
2023-05-14,48
2023-05-15,80
2023-05-16,83
2023-05-17,81
2023-05-18,83
2023-05-19,82
2023-05-20,72
2023-05-21,49
2023-05-22,77
2023-05-23,81
2023-05-24,77
2023-05-25,86
2023-05-26,85
2023-05-27,72
2023-05-28,49
2023-05-29,56
2023-05-30,87
2023-05-31,97
2023-06-01,100
2023-06-02,96
2023-06-03,80
2023-06-04,50
2023-06-05,85
2023-06-06,86
2023-06-07,82
2023-06-08,85
2023-06-09,90
2023-06-10,72
2023-06-11,46
2023-06-12,81
2023-06-13,79
2023-06-14,83
2023-06-15,88
2023-06-16,87
2023-06-17,71
2023-06-18,48
2023-06-19,79
2023-06-20,86
2023-06-21,87
2023-06-22,83
2023-06-23,89
2023-06-24,68
2023-06-25,49
2023-06-26,81
2023-06-27,87
2023-06-28,85
2023-06-29,87
2023-06-30,96
2023-07-01,86
2023-07-02,59
2023-07-03,100
2023-07-04,61
2023-07-05,92
2023-07-06,94
2023-07-07,91
2023-07-08,76
2023-07-09,52
2023-07-10,82
2023-07-11,82
2023-07-12,82
2023-07-13,85
2023-07-14,89
2023-07-15,72
2023-07-16,49
2023-07-17,81
2023-07-18,82
2023-07-19,83
2023-07-20,80
2023-07-21,83
2023-07-22,66
2023-07-23,49
2023-07-24,79
2023-07-25,80
2023-07-26,77
2023-07-27,84
2023-07-28,91
2023-07-29,75
2023-07-30,50
2023-07-31,90
2023-08-01,100
2023-08-02,88
2023-08-03,91
2023-08-04,93
2023-08-05,79
2023-08-06,54
2023-08-07,79
2023-08-08,81
2023-08-09,77
2023-08-10,85
2023-08-11,87
2023-08-12,70
2023-08-13,51
2023-08-14,80
2023-08-15,87
2023-08-16,90
2023-08-17,80
2023-08-18,79
2023-08-19,70
2023-08-20,47
2023-08-21,76
2023-08-22,79
2023-08-23,80
2023-08-24,79
2023-08-25,83
2023-08-26,70
2023-08-27,49
2023-08-28,74
2023-08-29,77
2023-08-30,80
2023-08-31,87
2023-09-01,94
2023-09-02,75
2023-09-03,49
2023-09-04,56
2023-09-05,89
2023-09-06,84
2023-09-07,82
2023-09-08,77
2023-09-09,70
2023-09-10,44
2023-09-11,77
2023-09-12,74
2023-09-13,73
2023-09-14,80
2023-09-15,83
2023-09-16,69
2023-09-17,48
2023-09-18,74
2023-09-19,75
2023-09-20,73
2023-09-21,75
2023-09-22,74
2023-09-23,65
2023-09-24,46
2023-09-25,71
2023-09-26,69
2023-09-27,75
2023-09-28,78
2023-09-29,86
2023-09-30,73
2023-10-01,55
2023-10-02,87
2023-10-03,85
2023-10-04,78
2023-10-05,77
2023-10-06,81
2023-10-07,68
2023-10-08,48
2023-10-09,76
2023-10-10,81
2023-10-11,80
2023-10-12,82
2023-10-13,81
2023-10-14,64
2023-10-15,48
2023-10-16,74
2023-10-17,72
2023-10-18,73
2023-10-19,73
2023-10-20,74
2023-10-21,65
2023-10-22,46
2023-10-23,69
2023-10-24,69
2023-10-25,74
2023-10-26,72
2023-10-27,76
2023-10-28,63
2023-10-29,42
2023-10-30,73
2023-10-31,76
2023-11-01,89
2023-11-02,83
2023-11-03,86
2023-11-04,70
2023-11-05,46
2023-11-06,70
2023-11-07,73
2023-11-08,74
2023-11-09,74
2023-11-10,89
2023-11-11,66
2023-11-12,43
2023-11-13,69
2023-11-14,73
2023-11-15,77
2023-11-16,76
2023-11-17,75
2023-11-18,65
2023-11-19,43
2023-11-20,69
2023-11-21,72
2023-11-22,77
2023-11-23,42
2023-11-24,67
2023-11-25,60
2023-11-26,44
2023-11-27,72
2023-11-28,75
2023-11-29,77
2023-11-30,75
2023-12-01,89
2023-12-02,75
2023-12-03,46
2023-12-04,76
2023-12-05,77
2023-12-06,77
2023-12-07,78
2023-12-08,75
2023-12-09,69
2023-12-10,45
2023-12-11,74
2023-12-12,72
2023-12-13,73
2023-12-14,78
2023-12-15,79
2023-12-16,72
2023-12-17,47
2023-12-18,69
2023-12-19,76
2023-12-20,79
2023-12-21,78
2023-12-22,81
2023-12-23,71
2023-12-24,41
2023-12-25,33
2023-12-26,71
2023-12-27,77
2023-12-28,84
2023-12-29,89
2023-12-30,70
2023-12-31,49
2024-01-01,50
2024-01-02,86
2024-01-03,87
2024-01-04,83
2024-01-05,80
2024-01-06,67
2024-01-07,42
2024-01-08,65
2024-01-09,67
2024-01-10,71
2024-01-11,70
2024-01-12,75
2024-01-13,62
2024-01-14,42
2024-01-15,59
2024-01-16,69
2024-01-17,75
2024-01-18,71
2024-01-19,74
2024-01-20,64
