Time,voo
2023-07-16,15.273621278480647
2023-07-17,35.45662082504436
2023-07-18,36.547593773507266
2023-07-19,41.456972041590326
2023-07-20,35.45662082504436
2023-07-21,36.00210729927581
2023-07-22,16.910080701175
2023-07-23,16.910080701175
2023-07-24,35.45662082504436
2023-07-25,38.18405319620162
2023-07-26,39.27502614466452
2023-07-27,38.72953967043307
2023-07-28,42.54794499005323
2023-07-29,15.8191077527121
2023-07-30,15.273621278480647
2023-07-31,36.547593773507266
2023-08-01,36.547593773507266
2023-08-02,38.18405319620162
2023-08-03,40.91148556735887
2023-08-04,37.638566721970165
2023-08-05,16.364594226943552
2023-08-06,14.182648330017743
2023-08-07,37.638566721970165
2023-08-08,39.27502614466452
2023-08-09,37.09308024773871
2023-08-10,34.365647876581455
2023-08-11,36.547593773507266
2023-08-12,16.364594226943552
2023-08-13,12.000702433091938
2023-08-14,33.27467492811855
2023-08-15,36.00210729927581
2023-08-16,36.00210729927581
2023-08-17,37.638566721970165
2023-08-18,36.547593773507266
2023-08-19,12.000702433091938
2023-08-20,13.09167538155484
2023-08-21,36.547593773507266
2023-08-22,33.27467492811855
2023-08-23,34.365647876581455
2023-08-24,35.45662082504436
2023-08-25,33.27467492811855
2023-08-26,15.8191077527121
2023-08-27,14.182648330017743
2023-08-28,31.092729031192746
2023-08-29,34.91113435081291
2023-08-30,37.09308024773871
2023-08-31,33.27467492811855
2023-09-01,32.18370197965565
2023-09-02,15.8191077527121
2023-09-03,14.182648330017743
2023-09-04,13.637161855786292
2023-09-05,32.729188453887105
2023-09-06,34.365647876581455
2023-09-07,34.365647876581455
2023-09-08,27.819810185804037
2023-09-09,15.8191077527121
2023-09-10,13.637161855786292
2023-09-11,31.092729031192746
2023-09-12,32.729188453887105
2023-09-13,31.092729031192746
2023-09-14,32.18370197965565
2023-09-15,31.6382155054242
2023-09-16,17.455567175406454
2023-09-17,13.637161855786292
2023-09-18,32.729188453887105
2023-09-19,32.18370197965565
2023-09-20,35.45662082504436
2023-09-21,44.18440441274759
2023-09-22,37.638566721970165
2023-09-23,16.364594226943552
2023-09-24,14.728134804249196
2023-09-25,37.09308024773871
2023-09-26,43.63891793851614
2023-09-27,40.36599909312743
2023-09-28,37.638566721970165
2023-09-29,35.45662082504436
2023-09-30,16.364594226943552
2023-10-01,14.728134804249196
2023-10-02,38.18405319620162
2023-10-03,44.729890886979035
2023-10-04,40.36599909312743
2023-10-05,36.00210729927581
2023-10-06,36.00210729927581
2023-10-07,16.364594226943552
2023-10-08,13.09167538155484
2023-10-09,31.092729031192746
2023-10-10,33.82016140235
2023-10-11,33.27467492811855
2023-10-12,36.00210729927581
2023-10-13,33.82016140235
2023-10-14,14.182648330017743
2023-10-15,13.09167538155484
2023-10-16,34.365647876581455
2023-10-17,30.001756082729845
2023-10-18,32.729188453887105
2023-10-19,33.82016140235
2023-10-20,35.45662082504436
2023-10-21,15.8191077527121
2023-10-22,13.637161855786292
2023-10-23,34.365647876581455
2023-10-24,32.729188453887105
2023-10-25,34.365647876581455
2023-10-26,38.72953967043307
2023-10-27,38.18405319620162
2023-10-28,18.546540123869356
2023-10-29,14.182648330017743
2023-10-30,34.365647876581455
2023-10-31,34.365647876581455
2023-11-01,34.91113435081291
2023-11-02,34.91113435081291
2023-11-03,36.547593773507266
2023-11-04,15.8191077527121
2023-11-05,13.637161855786292
2023-11-06,32.729188453887105
2023-11-07,33.27467492811855
2023-11-08,34.91113435081291
2023-11-09,33.82016140235
2023-11-10,36.547593773507266
2023-11-11,17.455567175406454
2023-11-12,13.637161855786292
2023-11-13,34.91113435081291
2023-11-14,39.820512618895975
2023-11-15,43.63891793851614
2023-11-16,37.638566721970165
2023-11-17,33.82016140235
2023-11-18,16.364594226943552
2023-11-19,12.000702433091938
2023-11-20,37.638566721970165
2023-11-21,37.638566721970165
2023-11-22,36.547593773507266
2023-11-23,15.273621278480647
2023-11-24,24.001404866183876
2023-11-25,14.728134804249196
2023-11-26,13.09167538155484
2023-11-27,34.91113435081291
2023-11-28,31.6382155054242
2023-11-29,36.00210729927581
2023-11-30,33.82016140235
2023-12-01,37.09308024773871
2023-12-02,19.09202659810081
2023-12-03,15.273621278480647
2023-12-04,38.72953967043307
2023-12-05,34.365647876581455
2023-12-06,34.365647876581455
2023-12-07,34.91113435081291
2023-12-08,39.27502614466452
2023-12-09,18.546540123869356
2023-12-10,15.8191077527121
2023-12-11,31.6382155054242
2023-12-12,39.27502614466452
2023-12-13,45.27537736121049
2023-12-14,52.91218800045081
2023-12-15,45.82086383544194
2023-12-16,20.728486020795163
2023-12-17,18.546540123869356
2023-12-18,42.00245851582178
2023-12-19,45.82086383544194
2023-12-20,54.00316094891372
2023-12-21,48.5482962065992
2023-12-22,42.54794499005323
2023-12-23,22.91043191772097
2023-12-24,18.001053649637907
2023-12-25,16.63733746405928
2023-12-26,40.638742330243154
2023-12-27,47.18458002102057
2023-12-28,50.73024210352501
2023-12-29,43.91166117563186
2023-12-30,21.00122925791089
2023-12-31,19.63751307233226
2024-01-01,21.546715732142342
2024-01-02,54.27590418602945
2024-01-03,50.73024210352501
2024-01-04,51.002985340640734
2024-01-05,45.54812059832622
2024-01-06,24.274148103299602
2024-01-07,19.364769835216535
2024-01-08,43.91166117563186
2024-01-09,46.093607072557674
2024-01-10,47.4573232581363
2024-01-11,50.45749886640928
2024-01-12,42.54794499005323
2024-01-13,22.91043191772097
2024-01-14,16.63733746405928
2024-01-15,21.273972495026616
2024-01-16,37.638566721970165
2024-01-17,45.82086383544194
2024-01-18,43.91166117563186
2024-01-19,50.73024210352501
2024-01-20,25.09237781464678
2024-01-21,19.63751307233226
2024-01-22,50.73024210352501
2024-01-23,45.82086383544195
2024-01-24,54.003160948913724
2024-01-25,47.4573232581363
2024-01-26,47.4573232581363
2024-01-27,24.54689134041533
2024-01-28,19.63751307233226
2024-01-29,47.4573232581363
2024-01-30,52.366701526219366
2024-01-31,47.4573232581363
2024-02-01,50.73024210352501
2024-02-02,52.366701526219366
2024-02-03,24.54689134041533
2024-02-04,19.63751307233226
2024-02-05,45.82086383544195
2024-02-06,45.82086383544195
2024-02-07,45.82086383544195
2024-02-08,47.4573232581363
2024-02-09,49.09378268083066
2024-02-10,26.183350763109683
2024-02-11,22.910431917720974
2024-02-12,42.54794499005323
2024-02-13,54.003160948913724
2024-02-14,47.4573232581363
2024-02-15,50.73024210352501
2024-02-16,49.09378268083066
2024-02-17,24.54689134041533
2024-02-18,21.273972495026616
2024-02-19,27.819810185804037
2024-02-20,45.82086383544195
2024-02-21,47.4573232581363
2024-02-22,55.639620371608075
2024-02-23,54.003160948913724
2024-02-24,26.183350763109683
2024-02-25,21.273972495026616
2024-02-26,49.09378268083066
2024-02-27,45.82086383544195
2024-02-28,45.82086383544195
2024-02-29,47.4573232581363
2024-03-01,52.366701526219366
2024-03-02,26.183350763109683
2024-03-03,22.910431917720974
2024-03-04,50.73024210352501
2024-03-05,50.73024210352501
2024-03-06,50.73024210352501
2024-03-07,52.366701526219366
2024-03-08,49.09378268083066
2024-03-09,26.183350763109683
2024-03-10,21.273972495026616
2024-03-11,44.18440441274759
2024-03-12,52.366701526219366
2024-03-13,50.73024210352501
2024-03-14,50.73024210352501
2024-03-15,49.09378268083066
2024-03-16,22.910431917720974
2024-03-17,19.63751307233226
2024-03-18,45.82086383544195
2024-03-19,50.73024210352501
2024-03-20,54.003160948913724
2024-03-21,55.639620371608075
2024-03-22,50.73024210352501
2024-03-23,24.54689134041533
2024-03-24,21.273972495026616
2024-03-25,47.4573232581363
2024-03-26,49.09378268083066
2024-03-27,49.09378268083066
2024-03-28,54.003160948913724
2024-03-29,32.729188453887105
2024-03-30,21.273972495026616
2024-03-31,18.001053649637907
2024-04-01,50.73024210352501
2024-04-02,52.366701526219366
2024-04-03,49.09378268083066
2024-04-04,50.73024210352501
2024-04-05,52.366701526219366
2024-04-06,26.183350763109683
2024-04-07,18.001053649637907
2024-04-08,44.18440441274759
2024-04-09,47.4573232581363
2024-04-10,55.639620371608075
2024-04-11,50.73024210352501
2024-04-12,50.73024210352501
2024-04-13,21.273972495026616
2024-04-14,21.273972495026616
2024-04-15,57.27607979430243
2024-04-16,58.912539216996784
2024-04-17,54.003160948913724
2024-04-18,52.366701526219366
2024-04-19,58.912539216996784
2024-04-20,26.183350763109683
2024-04-21,19.63751307233226
2024-04-22,55.639620371608075
2024-04-23,52.366701526219366
2024-04-24,49.09378268083066
2024-04-25,54.003160948913724
2024-04-26,49.09378268083066
2024-04-27,21.273972495026616
2024-04-28,21.273972495026616
2024-04-29,42.54794499005323
2024-04-30,49.09378268083066
2024-05-01,52.366701526219366
2024-05-02,45.82086383544195
2024-05-03,49.09378268083066
2024-05-04,21.273972495026616
2024-05-05,19.63751307233226
2024-05-06,49.09378268083066
2024-05-07,50.73024210352501
2024-05-08,47.4573232581363
2024-05-09,47.4573232581363
2024-05-10,50.73024210352501
2024-05-11,18.001053649637907
2024-05-12,18.001053649637907
2024-05-13,42.54794499005323
2024-05-14,42.54794499005323
2024-05-15,52.366701526219366
2024-05-16,52.366701526219366
2024-05-17,44.18440441274759
2024-05-18,21.273972495026616
2024-05-19,19.63751307233226
2024-05-20,47.4573232581363
2024-05-21,49.09378268083066
2024-05-22,49.09378268083066
2024-05-23,54.003160948913724
2024-05-24,45.82086383544195
2024-05-25,18.001053649637907
2024-05-26,18.001053649637907
2024-05-27,19.63751307233226
2024-05-28,54.003160948913724
2024-05-29,50.73024210352501
2024-05-30,52.366701526219366
2024-05-31,52.366701526219366
2024-06-01,22.910431917720974
2024-06-02,21.273972495026616
2024-06-03,50.73024210352501
2024-06-04,49.09378268083066
2024-06-05,55.639620371608075
2024-06-06,52.366701526219366
2024-06-07,49.09378268083066
2024-06-08,21.273972495026616
2024-06-09,19.63751307233226
2024-06-10,52.366701526219366
2024-06-11,52.366701526219366
2024-06-12,65.45837690777421
2024-06-13,55.639620371608075
2024-06-14,57.27607979430243
2024-06-15,24.54689134041533
2024-06-16,22.910431917720974
2024-06-17,60.54899863969114
2024-06-18,62.1854580623855
2024-06-19,31.09272903119275
2024-06-20,55.639620371608075
2024-06-21,50.73024210352501
2024-06-22,21.273972495026616
2024-06-23,19.63751307233226
2024-06-24,52.366701526219366
2024-06-25,54.003160948913724
2024-06-26,55.639620371608075
2024-06-27,54.003160948913724
2024-06-28,55.639620371608075
2024-06-29,24.54689134041533
2024-06-30,24.54689134041533
2024-07-01,57.27607979430243
2024-07-02,55.639620371608075
2024-07-03,50.73024210352501
2024-07-04,26.183350763109683
2024-07-05,47.4573232581363
2024-07-06,26.183350763109683
2024-07-07,21.273972495026616
2024-07-08,57.27607979430243
2024-07-09,54.003160948913724
2024-07-10,62.1854580623855
2024-07-11,68.73129575316291
2024-07-12,62.1854580623855
2024-07-13,26.183350763109683
2024-07-14,19.63751307233226
2024-07-15,62.1854580623855
2024-07-16,57.27607979430243
2024-07-17,72.00421459855163
2024-07-18,70.36775517585727
2024-07-19,68.73129575316291
2024-07-20,26.183350763109683
2024-07-21,21.273972495026616
2024-07-22,58.912539216996784
2024-07-23,62.1854580623855
2024-07-24,80.1865117120234
2024-07-25,81.82297113471776
2024-07-26,63.82191748507985
2024-07-27,24.54689134041533
2024-07-28,21.273972495026616
2024-07-29,52.366701526219366
2024-07-30,57.27607979430243
2024-07-31,62.1854580623855
2024-08-01,68.73129575316291
2024-08-02,96.55110593896696
2024-08-03,34.365647876581455
2024-08-04,27.819810185804037
2024-08-05,163.64594226943552
2024-08-06,129.28029439285405
2024-08-07,99.82402478435567
2024-08-08,83.45943055741212
2024-08-09,80.1865117120234
2024-08-10,29.456269608498392
2024-08-11,22.910431917720974
2024-08-12,63.82191748507985
2024-08-13,68.73129575316291
2024-08-14,67.09483633046857
2024-08-15,70.36775517585727
2024-08-16,63.82191748507985
2024-08-17,27.819810185804037
2024-08-18,24.038482416567582
2024-08-19,63.844629911231124
2024-08-20,67.16180886911977
2024-08-21,61.34568066468968
2024-08-22,57.21027199545387
2024-08-23,60.5274509533425
2024-08-24,27.35566137445621
2024-08-25,23.220252705220403
2024-08-26,58.02850170680105
2024-08-27,54.71132274891242
2024-08-28,59.70922124199532
2024-08-29,58.02850170680105
2024-08-30,53.074863326218065
2024-08-31,20.721303458678953
2024-09-01,23.220252705220403
2024-09-02,23.220252705220403
2024-09-03,63.844629911231124
2024-09-04,67.16180886911977
2024-09-05,61.34568066468968
2024-09-06,76.29511603143847
2024-09-07,33.17178957888629
2024-09-08,24.038482416567582
2024-09-09,60.5274509533425
2024-09-10,58.02850170680105
2024-09-11,63.844629911231124
2024-09-12,63.02640019988395
2024-09-13,60.5274509533425
2024-09-14,27.35566137445621
2024-09-15,22.402022993873224
2024-09-16,56.392042284106694
2024-09-17,63.867342337382404
2024-09-18,80.67453768932515
2024-09-19,80.67453768932515
2024-09-20,67.22878140777095
2024-09-21,26.891512563108382
2024-09-22,23.530073492719833
2024-09-23,60.50590326699386
