Time,cnn
2024-09-24,24.98619792889534
2024-09-25,26.908213154194982
2024-09-26,28.830228379494624
2024-09-27,30.752243604794266
2024-09-28,23.064182703595698
2024-09-29,21.14216747829606
2024-09-30,24.98619792889534
2024-10-01,36.51828928069319
2024-10-02,38.440304505992835
2024-10-03,28.830228379494624
2024-10-04,26.908213154194982
2024-10-05,21.14216747829606
2024-10-06,21.14216747829606
2024-10-07,28.830228379494624
2024-10-08,30.752243604794266
2024-10-09,36.51828928069319
2024-10-10,42.28433495659212
2024-10-11,24.98619792889534
2024-10-12,19.220152252996417
2024-10-13,21.14216747829606
2024-10-14,24.98619792889534
2024-10-15,24.98619792889534
2024-10-16,23.064182703595698
2024-10-17,24.98619792889534
2024-10-18,23.064182703595698
2024-10-19,19.220152252996417
2024-10-20,19.220152252996417
2024-10-21,23.064182703595698
2024-10-22,24.98619792889534
2024-10-23,26.908213154194982
2024-10-24,30.752243604794266
2024-10-25,24.98619792889534
2024-10-26,23.064182703595698
2024-10-27,21.14216747829606
2024-10-28,26.908213154194982
2024-10-29,30.752243604794266
2024-10-30,28.830228379494624
2024-10-31,28.830228379494624
2024-11-01,26.908213154194982
2024-11-02,21.14216747829606
2024-11-03,23.064182703595698
2024-11-04,32.674258830093905
2024-11-05,80.72463946258495
2024-11-06,192.20152252996417
2024-11-07,40.36231973129247
2024-11-08,32.674258830093905
2024-11-09,23.064182703595698
2024-11-10,21.14216747829606
2024-11-11,23.064182703595698
2024-11-12,28.830228379494624
2024-11-13,28.830228379494624
2024-11-14,24.98619792889534
2024-11-15,21.14216747829606
2024-11-16,17.298137027696775
2024-11-17,17.298137027696775
2024-11-18,21.14216747829606
2024-11-19,23.064182703595698
2024-11-20,23.064182703595698
2024-11-21,23.064182703595698
2024-11-22,19.220152252996417
2024-11-23,15.376121802397133
2024-11-24,15.376121802397133
2024-11-25,19.220152252996417
2024-11-26,19.220152252996417
2024-11-27,19.220152252996417
2024-11-28,15.376121802397133
2024-11-29,15.376121802397133
2024-11-30,13.454106577097491
2024-12-01,13.454106577097491
2024-12-02,21.14216747829606
2024-12-03,19.220152252996417
2024-12-04,23.064182703595698
2024-12-05,23.064182703595698
2024-12-06,23.064182703595698
2024-12-07,19.220152252996417
2024-12-08,19.220152252996417
2024-12-09,26.908213154194982
2024-12-10,23.064182703595698
2024-12-11,21.14216747829606
2024-12-12,21.14216747829606
2024-12-13,19.220152252996417
2024-12-14,17.298137027696775
2024-12-15,15.376121802397133
2024-12-16,23.064182703595698
2024-12-17,21.14216747829606
2024-12-18,21.14216747829606
2024-12-19,23.064182703595698
2024-12-20,24.98619792889534
2024-12-21,19.220152252996417
2024-12-22,15.376121802397133
2024-12-23,19.220152252996417
2024-12-24,19.220152252996417
2024-12-25,17.298137027696775
2024-12-26,19.220152252996417
2024-12-27,17.298137027696775
2024-12-28,15.376121802397133
2024-12-29,17.298137027696775
2024-12-30,19.220152252996417
2024-12-31,19.220152252996417
2025-01-01,36.51828928069319
2025-01-02,28.830228379494624
2025-01-03,23.064182703595698
2025-01-04,17.298137027696775
2025-01-05,15.376121802397133
2025-01-06,21.14216747829606
2025-01-07,21.14216747829606
2025-01-08,24.98619792889534
2025-01-09,30.752243604794266
2025-01-10,28.830228379494624
2025-01-11,19.220152252996417
2025-01-12,19.220152252996417
2025-01-13,23.064182703595698
2025-01-14,23.064182703595698
2025-01-15,23.064182703595698
2025-01-16,23.064182703595698
2025-01-17,23.064182703595698
2025-01-18,17.298137027696775
2025-01-19,19.220152252996417
2025-01-20,34.59627405539355
2025-01-21,32.674258830093905
2025-01-22,26.908213154194982
2025-01-23,26.908213154194982
2025-01-24,24.98619792889534
2025-01-25,21.14216747829606
2025-01-26,17.298137027696775
2025-01-27,24.98619792889534
2025-01-28,32.674258830093905
2025-01-29,30.752243604794266
2025-01-30,49.97239585779068
2025-01-31,30.752243604794266
2025-02-01,30.752243604794266
2025-02-02,23.064182703595698
2025-02-03,30.752243604794266
2025-02-04,26.908213154194982
2025-02-05,28.830228379494624
2025-02-06,26.908213154194982
2025-02-07,24.98619792889534
2025-02-08,19.220152252996417
2025-02-09,19.220152252996417
2025-02-10,23.064182703595698
2025-02-11,23.064182703595698
2025-02-12,24.98619792889534
2025-02-13,24.98619792889534
2025-02-14,23.064182703595698
2025-02-15,19.220152252996417
2025-02-16,19.220152252996417
2025-02-17,23.064182703595698
2025-02-18,24.98619792889534
2025-02-19,24.98619792889534
2025-02-20,23.064182703595698
2025-02-21,23.064182703595698
2025-02-22,19.220152252996417
2025-02-23,19.220152252996417
2025-02-24,24.98619792889534
2025-02-25,24.98619792889534
2025-02-26,23.064182703595698
2025-02-27,24.98619792889534
2025-02-28,30.752243604794266
2025-03-01,23.064182703595698
2025-03-02,19.220152252996417
2025-03-03,24.98619792889534
2025-03-04,28.830228379494624
2025-03-05,32.674258830093905
2025-03-06,24.98619792889534
2025-03-07,23.064182703595698
2025-03-08,19.220152252996417
2025-03-09,17.298137027696775
2025-03-10,24.98619792889534
2025-03-11,26.908213154194982
2025-03-12,24.98619792889534
2025-03-13,24.98619792889534
2025-03-14,23.064182703595698
2025-03-15,19.220152252996417
2025-03-16,19.220152252996417
2025-03-17,23.064182703595698
2025-03-18,24.98619792889534
2025-03-19,23.064182703595698
2025-03-20,21.14216747829606
2025-03-21,21.14216747829606
2025-03-22,17.298137027696775
2025-03-23,17.298137027696775
2025-03-24,21.14216747829606
2025-03-25,23.064182703595698
2025-03-26,23.064182703595698
2025-03-27,23.064182703595698
2025-03-28,21.14216747829606
2025-03-29,17.298137027696775
2025-03-30,17.298137027696775
2025-03-31,21.14216747829606
2025-04-01,21.14216747829606
2025-04-02,28.830228379494624
2025-04-03,26.908213154194982
2025-04-04,26.908213154194982
2025-04-05,21.14216747829606
2025-04-06,19.220152252996417
2025-04-07,28.830228379494624
2025-04-08,26.908213154194982
2025-04-09,30.752243604794266
2025-04-10,26.908213154194982
2025-04-11,26.908213154194982
2025-04-12,17.298137027696775
2025-04-13,15.376121802397133
2025-04-14,23.064182703595698
2025-04-15,21.45484591800284
2025-04-16,23.477683987126298
2025-04-17,24.969606828012942
2025-04-18,21.189388303884428
2025-04-19,15.651789324750867
2025-04-20,15.651789324750867
2025-04-21,25.235064442131353
2025-04-22,21.45484591800284
2025-04-23,21.189388303884428
2025-04-24,19.43200784887938
2025-04-25,18.901092620642558
2025-04-26,15.386331710632458
2025-04-27,16.8782545515191
2025-04-28,21.189388303884428
2025-04-29,20.65847307564761
2025-04-30,19.43200784887938
2025-05-01,19.16655023476097
2025-05-02,19.16655023476097
2025-05-03,14.855416482395636
2025-05-04,15.120874096514047
2025-05-05,18.901092620642558
2025-05-06,19.43200784887938
2025-05-07,22.68131114477107
2025-05-08,32.530043876269964
2025-05-09,19.16655023476097
2025-05-10,17.14371216563751
2025-05-11,15.386331710632458
2025-05-12,21.189388303884428
2025-05-13,20.65847307564761
2025-05-14,19.16655023476097
2025-05-15,19.643863444762342
2025-05-16,19.643863444762342
2025-05-17,15.927456847104601
2025-05-18,16.45837207534142
2025-05-19,21.2366091294728
2025-05-20,20.17477867299916
2025-05-21,20.705693901235982
2025-05-22,22.29843958594644
2025-05-23,18.05111776005188
2025-05-24,13.803795934157321
2025-05-25,14.334711162394141
2025-05-26,15.396541618867781
2025-05-27,19.643863444762342
2025-05-28,18.582032988288702
2025-05-29,19.643863444762342
2025-05-30,18.582032988288702
2025-05-31,13.803795934157321
2025-06-01,15.396541618867781
2025-06-02,19.643863444762342
2025-06-03,19.11294821652552
2025-06-04,18.582032988288702
2025-06-05,20.705693901235982
2025-06-06,21.767524357709622
2025-06-07,19.643863444762342
2025-06-08,21.767524357709622
2025-06-09,24.95301572713054
2025-06-10,24.42210049889372
2025-06-11,23.36027004242008
2025-06-12,24.42210049889372
2025-06-13,35.57132029186694
2025-06-14,35.040405063630125
2025-06-15,27.607591868314643
2025-06-16,26.545761411841003
2025-06-17,30.26216800949874
2025-06-18,29.731252781261922
2025-06-19,25.483930955367363
2025-06-20,22.82935481418326
2025-06-21,18.582032988288702
2025-06-22,53.091522823682006
2025-06-23,41.94230303070878
2025-06-24,34.5094898353933
2025-06-25,26.545761411841003
2025-06-26,23.36027004242008
2025-06-27,23.36027004242008
2025-06-28,16.45837207534142
2025-06-29,16.98928730357824
2025-06-30,22.82935481418326
2025-07-01,24.42210049889372
2025-07-02,24.95301572713054
2025-07-03,26.545761411841003
2025-07-04,18.582032988288702
2025-07-05,19.643863444762342
2025-07-06,19.643863444762342
2025-07-07,21.767524357709622
2025-07-08,19.11294821652552
2025-07-09,19.643863444762342
2025-07-10,18.582032988288702
2025-07-11,18.05111776005188
2025-07-12,14.865626390630961
2025-07-13,15.396541618867781
2025-07-14,19.643863444762342
2025-07-15,19.11294821652552
2025-07-16,18.05111776005188
2025-07-17,19.11294821652552
2025-07-18,19.643863444762342
2025-07-19,15.396541618867781
2025-07-20,16.45837207534142
2025-07-21,19.643863444762342
2025-07-22,19.643863444762342
2025-07-23,20.705693901235982
2025-07-24,20.705693901235982
2025-07-25,18.05111776005188
2025-07-26,14.334711162394141
2025-07-27,15.396541618867781
2025-07-28,19.11294821652552
2025-07-29,22.29843958594644
2025-07-30,25.483930955367363
2025-07-31,19.11294821652552
2025-08-01,18.05111776005188
2025-08-02,13.803795934157321
2025-08-03,13.803795934157321
2025-08-04,18.05111776005188
2025-08-05,18.582032988288702
2025-08-06,18.05111776005188
2025-08-07,16.98928730357824
2025-08-08,16.98928730357824
2025-08-09,13.272880705920501
2025-08-10,13.803795934157321
2025-08-11,18.582032988288702
2025-08-12,17.520202531815062
2025-08-13,17.520202531815062
2025-08-14,17.520202531815062
2025-08-15,20.705693901235982
2025-08-16,15.396541618867781
2025-08-17,13.803795934157321
2025-08-18,19.643863444762342
2025-08-19,17.520202531815062
2025-08-20,16.45837207534142
2025-08-21,16.98928730357824
2025-08-22,17.520202531815062
2025-08-23,12.741965477683681
2025-08-24,13.272880705920501
2025-08-25,17.520202531815062
2025-08-26,16.98928730357824
2025-08-27,21.767524357709622
2025-08-28,18.582032988288702
2025-08-29,16.45837207534142
2025-08-30,13.272880705920501
2025-08-31,13.803795934157321
2025-09-01,14.334711162394141
2025-09-02,21.2366091294728
2025-09-03,16.98928730357824
2025-09-04,16.98928730357824
2025-09-05,16.45837207534142
2025-09-06,12.21105024944686
2025-09-07,12.21105024944686
2025-09-08,18.582032988288702
2025-09-09,18.05111776005188
2025-09-10,37.164065976577405
2025-09-11,39.287726889524684
2025-09-12,33.97857460715648
2025-09-13,16.98928730357824
2025-09-14,15.396541618867781
2025-09-15,19.643863444762342
2025-09-16,18.582032988288702
2025-09-17,18.582032988288702
2025-09-18,18.582032988288702
2025-09-19,17.520202531815062
2025-09-20,13.803795934157321
2025-09-21,15.396541618867781
2025-09-22,20.17477867299916
2025-09-23,18.05111776005188
2025-09-24,18.582032988288702
2025-09-25,17.520202531815062
2025-09-26,18.05111776005188
2025-09-27,12.741965477683681
2025-09-28,15.927456847104601
2025-09-29,19.643863444762342
2025-09-30,20.705693901235982
2025-10-01,23.8911852706569
2025-10-02,18.582032988288702
2025-10-03,20.17477867299916
2025-10-04,13.272880705920501
2025-10-05,12.741965477683681
2025-10-06,19.11294821652552
2025-10-07,16.45837207534142
2025-10-08,18.05111776005188
2025-10-09,19.11294821652552
2025-10-10,18.582032988288702
2025-10-11,13.803795934157321
2025-10-12,13.272880705920501
2025-10-13,20.17477867299916
2025-10-14,18.05111776005188
2025-10-15,16.45837207534142
2025-10-16,17.520202531815062
2025-10-17,15.927456847104601
2025-10-18,13.803795934157321
2025-10-19,14.334711162394141
2025-10-20,18.582032988288702
2025-10-21,16.45837207534142
2025-10-22,15.927456847104601
2025-10-23,16.45837207534142
2025-10-24,16.45837207534142
2025-10-25,11.14921979297322
2025-10-26,11.68013502121004
2025-10-27,16.98928730357824
2025-10-28,21.2366091294728
2025-10-29,18.582032988288702
2025-10-30,17.520202531815062
2025-10-31,16.98928730357824
2025-11-01,13.272880705920501
2025-11-02,13.272880705920501
2025-11-03,16.98928730357824
2025-11-04,20.705693901235982
2025-11-05,34.5094898353933
2025-11-06,19.11294821652552
2025-11-07,19.11294821652552
2025-11-08,14.865626390630961
2025-11-09,14.334711162394141
2025-11-10,24.42210049889372
2025-11-11,18.05111776005188
2025-11-12,19.643863444762342
2025-11-13,19.643863444762342
2025-11-14,16.45837207534142
2025-11-15,13.272880705920501
2025-11-16,12.21105024944686
2025-11-17,15.927456847104601
2025-11-18,17.520202531815062
2025-11-19,16.98928730357824
2025-11-20,16.98928730357824
2025-11-21,16.45837207534142
2025-11-22,11.14921979297322
2025-11-23,10.6183045647364
2025-11-24,15.927456847104601
2025-11-25,14.865626390630961
2025-11-26,15.396541618867781
2025-11-27,12.21105024944686
2025-11-28,12.21105024944686
2025-11-29,10.6183045647364
2025-11-30,11.14921979297322
2025-12-01,14.334711162394141
2025-12-02,15.396541618867781
2025-12-03,15.927456847104601
2025-12-04,14.865626390630961
2025-12-05,14.334711162394141
2025-12-06,11.14921979297322
2025-12-07,10.08738933649958
2025-12-08,14.334711162394141
2025-12-09,13.803795934157321
2025-12-10,14.334711162394141
2025-12-11,14.30856921961066
2025-12-12,13.873082709339547
2025-12-13,10.750076959254745
2025-12-14,15.5196000324583
2025-12-15,20.11909420950915
2025-12-16,15.78505764657671
2025-12-17,16.39057305300053
2025-12-18,18.20711927227199
2025-12-19,16.99608845942435
2025-12-20,11.79107887594968
2025-12-21,10.144561552830927
2025-12-22,13.437596199068434
2025-12-23,13.703053813186843
2025-12-24,11.621049979796975
2025-12-25,9.974532656678221
2025-12-26,13.26756730291573
2025-12-27,10.144561552830927
2025-12-28,11.18556346952586
2025-12-29,13.703053813186843
2025-12-30,13.703053813186843
2025-12-31,13.873082709339547
2026-01-01,24.017644262170474
2026-01-02,13.703053813186843
2026-01-03,28.0116230327975
2026-01-04,16.39057305300053
2026-01-05,16.82605956327164
2026-01-06,15.955086542729415
2026-01-07,18.03709037611928
2026-01-08,18.6426057825431
2026-01-09,18.20711927227199
2026-01-10,13.262253899910956
2026-01-11,12.582138315300137
2026-01-12,16.322774030659637
2026-01-13,15.982716238354229
2026-01-14,17.342947407575863
2026-01-15,16.662831822965046
2026-01-16,14.962542861438001
2026-01-17,11.561964938383909
2026-01-18,10.541791561467683
2026-01-19,13.942369484521773
2026-01-20,17.002889615270455
2026-01-21,17.002889615270455
2026-01-22,15.30260065374341
2026-01-23,14.282427276827182
2026-01-24,16.322774030659637
2026-01-25,16.662831822965046
2026-01-26,17.683005199881272
2026-01-27,17.002889615270455
2026-01-28,15.982716238354229
2026-01-29,16.662831822965046
2026-01-30,18.7031785767975
2026-01-31,15.30260065374341
2026-02-01,12.582138315300137
2026-02-02,14.962542861438001
2026-02-03,16.322774030659637
2026-02-04,16.662831822965046
2026-02-05,16.662831822965046
2026-02-06,17.342947407575863
2026-02-07,14.622485069132592
2026-02-08,13.262253899910956
2026-02-09,16.662831822965046
2026-02-10,18.363120784492093
2026-02-11,20.40346753832455
2026-02-12,17.683005199881272
2026-02-13,15.64265844604882
2026-02-14,14.282427276827182
2026-02-15,12.582138315300137
2026-02-16,14.962542861438001
2026-02-17,15.64265844604882
2026-02-18,14.282427276827182
2026-02-19,15.30260065374341
2026-02-20,15.982716238354229
2026-02-21,11.561964938383909
2026-02-22,13.262253899910956
2026-02-23,18.023062992186684
2026-02-24,16.322774030659637
2026-02-25,18.7031785767975
2026-02-26,14.962542861438001
2026-02-27,16.662831822965046
2026-02-28,34.00577923054091
2026-03-01,27.544681176738138
2026-03-02,28.224796761348955
2026-03-03,24.484161045989456
2026-03-04,23.46398766907323
2026-03-05,22.78387208446241
2026-03-06,19.38329416140832
2026-03-07,15.982716238354229
2026-03-08,15.982716238354229
2026-03-09,18.7031785767975
2026-03-10,18.7031785767975
2026-03-11,19.04323636910291
2026-03-12,19.04323636910291
2026-03-13,18.363120784492093
2026-03-14,15.982716238354229
2026-03-15,15.30260065374341
2026-03-16,16.322774030659637
2026-03-17,17.342947407575863
2026-03-18,17.002889615270455
2026-03-19,17.002889615270455
2026-03-20,16.662831822965046
2026-03-21,15.982716238354229
2026-03-22,14.282427276827182
2026-03-23,19.04323636910291
2026-03-24,17.683005199881272
2026-03-25,17.342947407575863
2026-03-26,15.64265844604882
2026-03-27,16.322774030659637
2026-03-28,13.602311692216364
2026-03-29,13.602311692216364
2026-03-30,14.962542861438001
2026-03-31,16.322774030659637
2026-04-01,17.683005199881272
2026-04-02,18.363120784492093
2026-04-03,15.64265844604882
2026-04-04,14.622485069132592
2026-04-05,15.982716238354229
2026-04-06,18.7031785767975
2026-04-07,24.824218838294865
2026-04-08,23.80404546137864
2026-04-09,17.002889615270455
2026-04-10,15.982716238354229
2026-04-11,13.942369484521773
2026-04-12,14.622485069132592
2026-04-13,16.662831822965046
2026-04-14,15.982716238354229
2026-04-15,14.962542861438001
2026-04-16,17.342947407575863
2026-04-17,18.023062992186684
2026-04-18,14.622485069132592
2026-04-19,15.64265844604882
2026-04-20,17.002889615270455
2026-04-21,16.322774030659637
2026-04-22,15.30260065374341
2026-04-23,14.962542861438001
2026-04-24,14.622485069132592
2026-04-25,9.861675976856864
2026-04-26,23.123929876767818
2026-04-27,14.282427276827182
2026-04-28,14.622485069132592
2026-04-29,13.602311692216364
2026-04-30,13.262253899910956
2026-05-01,12.242080522994728
2026-05-02,9.861675976856864
2026-05-03,9.861675976856864
2026-05-04,14.962542861438001
2026-05-05,13.942369484521773
2026-05-06,16.322774030659637
2026-05-07,14.962542861438001
2026-05-08,14.622485069132592
2026-05-09,9.861675976856864
2026-05-10,10.201733769162274
2026-05-11,12.922196107605547
2026-05-12,13.942369484521773
2026-05-13,12.922196107605547
2026-05-14,12.922196107605547
2026-05-15,12.582138315300137
2026-05-16,8.841502599940636
2026-05-17,10.201733769162274
2026-05-18,12.582138315300137
2026-05-19,12.582138315300137
2026-05-20,13.262253899910956
2026-05-21,13.602311692216364
2026-05-22,11.90202273068932
2026-05-23,11.561964938383909
2026-05-24,11.90202273068932
2026-05-25,10.201733769162274
2026-05-26,13.942369484521773
2026-05-27,12.242080522994728
2026-05-28,13.262253899910956
2026-05-29,12.922196107605547
2026-05-30,9.521618184551455
2026-05-31,10.541791561467683
