Time,microsoft
2023-03-05,33.97260273972603
2023-03-06,59.45205479452054
2023-03-07,59.45205479452054
2023-03-08,59.45205479452054
2023-03-09,56.90410958904109
2023-03-10,53.50684931506849
2023-03-11,33.97260273972603
2023-03-12,33.12328767123287
2023-03-13,54.35616438356164
2023-03-14,57.75342465753425
2023-03-15,56.90410958904109
2023-03-16,57.75342465753425
2023-03-17,56.90410958904109
2023-03-18,36.52054794520548
2023-03-19,33.97260273972603
2023-03-20,59.45205479452054
2023-03-21,64.54794520547945
2023-03-22,60.3013698630137
2023-03-23,62.0
2023-03-24,56.054794520547944
2023-03-25,34.821917808219176
2023-03-26,33.12328767123287
2023-03-27,60.3013698630137
2023-03-28,60.3013698630137
2023-03-29,61.150684931506845
2023-03-30,58.602739726027394
2023-03-31,50.958904109589035
2023-04-01,34.821917808219176
2023-04-02,32.273972602739725
2023-04-03,63.698630136986296
2023-04-04,60.3013698630137
2023-04-05,58.602739726027394
2023-04-06,56.90410958904109
2023-04-07,46.71232876712328
2023-04-08,31.424657534246574
2023-04-09,28.876712328767123
2023-04-10,56.90410958904109
2023-04-11,58.602739726027394
2023-04-12,59.45205479452054
2023-04-13,56.054794520547944
2023-04-14,53.50684931506849
2023-04-15,31.424657534246574
2023-04-16,33.12328767123287
2023-04-17,56.90410958904109
2023-04-18,59.45205479452054
2023-04-19,57.75342465753425
2023-04-20,68.7945205479452
2023-04-21,50.958904109589035
2023-04-22,32.273972602739725
2023-04-23,33.12328767123287
2023-04-24,58.602739726027394
2023-04-25,62.84931506849315
2023-04-26,67.18442299620351
2023-04-27,59.97271678720034
2023-04-28,54.57273936154577
2023-04-29,35.52077486440696
2023-04-30,33.20649882484071
2023-05-01,58.42986609415618
2023-05-02,57.6584407476341
2023-05-03,57.6584407476341
2023-05-04,58.42986609415618
2023-05-05,50.79350235090644
2023-05-06,31.316880319521047
2023-05-07,29.77402962647688
2023-05-08,59.54805925295376
2023-05-09,58.005208559909605
2023-05-10,60.31948459947585
2023-05-11,53.45454620274819
2023-05-12,50.79350235090644
2023-05-13,29.002604279954802
2023-05-14,27.884411121157214
2023-05-15,58.005208559909605
2023-05-16,59.97271678720034
2023-05-17,56.11559005458994
2023-05-18,57.6584407476341
2023-05-19,51.14027016318194
2023-05-20,31.66364813179655
2023-05-21,29.002604279954802
2023-05-22,56.11559005458994
2023-05-23,58.42986609415618
2023-05-24,58.776633906431684
2023-05-25,56.887015401112016
2023-05-26,42.99920872216271
2023-05-27,30.515567480244506
2023-05-28,29.12849623114248
2023-05-29,31.209103104795517
2023-05-30,56.17638558863193
2023-05-31,59.644063711386984
2023-06-01,54.0957787149789
2023-06-02,53.40224309042788
2023-06-03,29.822031855693492
2023-06-04,34.67678122755057
2023-06-05,63.111741834142045
2023-06-06,58.95052808683597
2023-06-07,61.03113496048901
2023-06-08,58.25699246228496
2023-06-09,53.40224309042788
2023-06-10,30.515567480244506
2023-06-11,31.209103104795517
2023-06-12,58.25699246228496
2023-06-13,61.03113496048901
2023-06-14,62.418206209591034
2023-06-15,61.03113496048901
2023-06-16,52.01517184132586
2023-06-17,30.515567480244506
2023-06-18,27.74142498204046
2023-06-19,49.24102934312182
2023-06-20,58.25699246228496
2023-06-21,60.337599335938
2023-06-22,56.17638558863193
2023-06-23,51.32163621677485
2023-06-24,31.209103104795517
2023-06-25,30.515567480244506
2023-06-26,56.86992121318294
2023-06-27,65.8858843323461
2023-06-28,61.03113496048901
2023-06-29,57.56345683773395
2023-06-30,49.24102934312182
2023-07-01,29.12849623114248
2023-07-02,30.515567480244506
2023-07-03,45.773351220366756
2023-07-04,31.209103104795517
2023-07-05,52.01517184132586
2023-07-06,57.56345683773395
2023-07-07,53.40224309042788
2023-07-08,33.28970997844855
2023-07-09,31.209103104795517
2023-07-10,59.644063711386984
2023-07-11,69.35356245510114
2023-07-12,64.49881308324407
2023-07-13,64.49881308324407
2023-07-14,54.0957787149789
2023-07-15,35.37031685210159
2023-07-16,35.37031685210159
2023-07-17,59.644063711386984
2023-07-18,65.19234870779508
2023-07-19,62.418206209591034
2023-07-20,58.25699246228496
2023-07-21,51.32163621677485
2023-07-22,33.28970997844855
2023-07-23,33.28970997844855
2023-07-24,56.17638558863193
2023-07-25,63.805277458693055
2023-07-26,62.418206209591034
2023-07-27,63.111741834142045
2023-07-28,50.62810059222384
2023-07-29,31.209103104795517
2023-07-30,29.822031855693492
2023-07-31,54.0957787149789
2023-08-01,57.56345683773395
2023-08-02,56.17638558863193
2023-08-03,56.17638558863193
2023-08-04,52.01517184132586
2023-08-05,31.209103104795517
2023-08-06,30.515567480244506
2023-08-07,56.17638558863193
2023-08-08,55.48284996408092
2023-08-09,56.17638558863193
2023-08-10,52.70870746587687
2023-08-11,51.32163621677485
2023-08-12,31.902638729346528
2023-08-13,30.515567480244506
2023-08-14,54.78931433952991
2023-08-15,57.56345683773395
2023-08-16,58.95052808683597
2023-08-17,58.25699246228496
2023-08-18,52.70870746587687
2023-08-19,34.67678122755057
2023-08-20,31.209103104795517
2023-08-21,63.111741834142045
2023-08-22,65.8858843323461
2023-08-23,64.49881308324407
2023-08-24,62.418206209591034
2023-08-25,55.48284996408092
2023-08-26,35.37031685210159
2023-08-27,32.59617435389754
2023-08-28,60.337599335938
2023-08-29,64.49881308324407
2023-08-30,64.49881308324407
2023-08-31,61.03113496048901
2023-09-01,51.32163621677485
2023-09-02,33.98324560299956
2023-09-03,33.28970997844855
2023-09-04,37.45092372575462
2023-09-05,62.418206209591034
2023-09-06,63.111741834142045
2023-09-07,58.95052808683597
2023-09-08,57.56345683773395
2023-09-09,35.37031685210159
2023-09-10,33.98324560299956
2023-09-11,62.418206209591034
2023-09-12,64.49881308324407
2023-09-13,63.805277458693055
2023-09-14,63.111741834142045
2023-09-15,54.0957787149789
2023-09-16,33.28970997844855
2023-09-17,33.28970997844855
2023-09-18,59.644063711386984
2023-09-19,65.8858843323461
2023-09-20,62.418206209591034
2023-09-21,62.418206209591034
2023-09-22,56.17638558863193
2023-09-23,33.28970997844855
2023-09-24,35.37031685210159
2023-09-25,57.56345683773395
2023-09-26,60.337599335938
2023-09-27,61.03113496048901
2023-09-28,59.644063711386984
2023-09-29,52.70870746587687
2023-09-30,31.902638729346528
2023-10-01,33.28970997844855
2023-10-02,57.56345683773395
2023-10-03,61.03113496048901
2023-10-04,60.337599335938
2023-10-05,58.95052808683597
2023-10-06,54.0957787149789
2023-10-07,32.59617435389754
2023-10-08,31.902638729346528
2023-10-09,52.70870746587687
2023-10-10,58.95052808683597
2023-10-11,61.03113496048901
2023-10-12,63.805277458693055
2023-10-13,57.56345683773395
2023-10-14,36.75738810120361
2023-10-15,32.59617435389754
2023-10-16,59.644063711386984
2023-10-17,62.418206209591034
2023-10-18,61.03113496048901
2023-10-19,59.644063711386984
2023-10-20,54.78931433952991
2023-10-21,34.67678122755057
2023-10-22,31.209103104795517
2023-10-23,58.25699246228496
2023-10-24,63.111741834142045
2023-10-25,63.111741834142045
2023-10-26,61.03113496048901
2023-10-27,51.32163621677485
2023-10-28,31.902638729346528
2023-10-29,29.12849623114248
2023-10-30,57.56345683773395
2023-10-31,57.56345683773395
2023-11-01,60.337599335938
2023-11-02,61.72467058504002
2023-11-03,54.78931433952991
2023-11-04,34.67678122755057
2023-11-05,31.902638729346528
2023-11-06,58.95052808683597
2023-11-07,64.49881308324407
2023-11-08,61.03113496048901
2023-11-09,60.337599335938
2023-11-10,51.32163621677485
2023-11-11,36.75738810120361
2023-11-12,30.515567480244506
2023-11-13,56.17638558863193
2023-11-14,62.418206209591034
2023-11-15,66.5794199568971
2023-11-16,60.337599335938
2023-11-17,57.56345683773395
2023-11-18,38.14445935030563
2023-11-19,33.28970997844855
2023-11-20,68.66002683055014
2023-11-21,63.111741834142045
2023-11-22,53.40224309042788
2023-11-23,30.515567480244506
2023-11-24,38.14445935030563
2023-11-25,35.37031685210159
2023-11-26,34.67678122755057
2023-11-27,61.03113496048901
2023-11-28,61.03113496048901
2023-11-29,61.03113496048901
2023-11-30,61.03113496048901
2023-12-01,56.17638558863193
2023-12-02,38.83799497485664
2023-12-03,36.75738810120361
2023-12-04,61.03113496048901
2023-12-05,62.418206209591034
2023-12-06,63.805277458693055
2023-12-07,60.337599335938
2023-12-08,58.95052808683597
2023-12-09,37.45092372575462
2023-12-10,33.98324560299956
2023-12-11,57.56345683773395
2023-12-12,58.95052808683597
2023-12-13,62.418206209591034
2023-12-14,56.86992121318294
2023-12-15,52.01517184132586
2023-12-16,33.98324560299956
2023-12-17,32.59617435389754
2023-12-18,50.62810059222384
2023-12-19,52.70870746587687
2023-12-20,53.40224309042788
2023-12-21,51.32163621677485
2023-12-22,44.16690595431457
2023-12-23,30.138139594094056
2023-12-24,26.197488238694547
2023-12-25,40.22625459891506
2023-12-26,48.454325121989584
2023-12-27,49.1478607465406
2023-12-28,48.454325121989584
2023-12-29,44.16690595431457
2023-12-30,33.732023137218064
2023-12-31,29.09783615726754
2024-01-01,30.138139594094056
2024-01-02,54.94855658368658
2024-01-03,60.27627918818811
2024-01-04,59.23597575136159
2024-01-05,52.39497647738909
2024-01-06,36.632371055791054
2024-01-07,33.732023137218064
2024-01-08,58.88920793908609
2024-01-09,59.5827435636371
2024-01-10,66.42374283760961
2024-01-11,63.1766271067611
2024-01-12,59.5827435636371
2024-01-13,36.979138868066556
2024-01-14,32.691719700391545
2024-01-15,44.860441578865576
2024-01-16,62.4830914822101
2024-01-17,67.11727846216061
2024-01-18,62.8298592944856
2024-01-19,59.5827435636371
2024-01-20,39.87948678663955
2024-01-21,33.48080067143656
2024-01-22,59.52142341588722
2024-01-23,66.96160134287312
2024-01-24,66.96160134287312
2024-01-25,70.68169030636608
2024-01-26,81.84195719684493
2024-01-27,44.64106756191541
2024-01-28,37.20088963492951
2024-01-29,66.96160134287312
2024-01-30,74.40177926985902
2024-01-31,74.40177926985902
2024-02-01,66.96160134287312
2024-02-02,59.52142341588722
2024-02-03,40.920978598422465
2024-02-04,37.20088963492951
2024-02-05,63.24151237938017
2024-02-06,63.24151237938017
2024-02-07,66.96160134287312
2024-02-08,63.24151237938017
2024-02-09,63.24151237938017
2024-02-10,40.920978598422465
2024-02-11,37.20088963492951
2024-02-12,63.24151237938017
2024-02-13,70.68169030636608
2024-02-14,66.96160134287312
2024-02-15,66.96160134287312
2024-02-16,63.24151237938017
2024-02-17,40.920978598422465
2024-02-18,37.20088963492951
2024-02-19,52.08124548890132
2024-02-20,63.24151237938017
2024-02-21,63.24151237938017
2024-02-22,63.24151237938017
2024-02-23,59.52142341588722
2024-02-24,40.920978598422465
2024-02-25,40.920978598422465
2024-02-26,66.96160134287312
2024-02-27,63.24151237938017
2024-02-28,59.52142341588722
2024-02-29,63.24151237938017
2024-03-01,59.52142341588722
2024-03-02,40.920978598422465
2024-03-03,37.20088963492951
2024-03-04,63.24151237938017
2024-03-05,63.24151237938017
2024-03-06,63.24151237938017
2024-03-07,59.52142341588722
2024-03-08,55.80133445239427
2024-03-09,37.20088963492951
2024-03-10,33.48080067143656
2024-03-11,59.52142341588722
2024-03-12,63.24151237938017
2024-03-13,59.52142341588722
2024-03-14,63.24151237938017
2024-03-15,52.08124548890132
2024-03-16,33.48080067143656
2024-03-17,33.48080067143656
2024-03-18,63.24151237938017
2024-03-19,63.24151237938017
2024-03-20,63.24151237938017
2024-03-21,59.52142341588722
2024-03-22,52.08124548890132
2024-03-23,37.20088963492951
2024-03-24,37.20088963492951
2024-03-25,55.80133445239427
2024-03-26,59.52142341588722
2024-03-27,59.52142341588722
2024-03-28,63.24151237938017
2024-03-29,48.36115652540837
2024-03-30,33.48080067143656
2024-03-31,29.76071170794361
2024-04-01,63.24151237938017
2024-04-02,63.24151237938017
2024-04-03,63.24151237938017
2024-04-04,55.80133445239427
2024-04-05,52.08124548890132
2024-04-06,33.48080067143656
2024-04-07,29.76071170794361
2024-04-08,52.08124548890132
2024-04-09,59.52142341588722
2024-04-10,63.24151237938017
2024-04-11,55.80133445239427
2024-04-12,55.80133445239427
2024-04-13,33.48080067143656
2024-04-14,33.48080067143656
2024-04-15,59.52142341588722
2024-04-16,59.52142341588722
2024-04-17,59.52142341588722
2024-04-18,55.80133445239427
2024-04-19,52.08124548890132
2024-04-20,33.48080067143656
2024-04-21,33.48080067143656
2024-04-22,59.52142341588722
2024-04-23,59.52142341588722
2024-04-24,59.52142341588722
2024-04-25,63.24151237938017
2024-04-26,55.80133445239427
2024-04-27,37.20088963492951
2024-04-28,33.48080067143656
2024-04-29,55.80133445239427
2024-04-30,55.80133445239427
2024-05-01,55.80133445239427
2024-05-02,59.52142341588722
2024-05-03,55.80133445239427
2024-05-04,33.48080067143656
2024-05-05,33.48080067143656
2024-05-06,55.80133445239427
2024-05-07,63.24151237938017
2024-05-08,59.52142341588722
2024-05-09,55.80133445239427
2024-05-10,52.08124548890132
2024-05-11,33.48080067143656
2024-05-12,26.04062274445066
2024-05-13,55.80133445239427
2024-05-14,59.52142341588722
2024-05-15,59.52142341588722
2024-05-16,55.80133445239427
2024-05-17,52.08124548890132
2024-05-18,33.48080067143656
2024-05-19,29.76071170794361
2024-05-20,63.24151237938017
2024-05-21,66.96160134287312
2024-05-22,63.24151237938017
2024-05-23,63.24151237938017
2024-05-24,52.08124548890132
2024-05-25,37.20088963492951
2024-05-26,26.04062274445066
2024-05-27,37.20088963492951
2024-05-28,55.80133445239427
2024-05-29,59.52142341588722
2024-05-30,59.52142341588722
2024-05-31,52.08124548890132
2024-06-01,37.20088963492951
2024-06-02,29.76071170794361
2024-06-03,59.52142341588722
2024-06-04,63.24151237938017
2024-06-05,66.96160134287312
2024-06-06,59.52142341588722
2024-06-07,55.80133445239427
2024-06-08,37.20088963492951
2024-06-09,33.48080067143656
2024-06-10,59.52142341588722
2024-06-11,63.24151237938017
2024-06-12,59.52142341588722
2024-06-13,59.52142341588722
2024-06-14,48.36115652540837
2024-06-15,33.48080067143656
2024-06-16,29.76071170794361
2024-06-17,59.52142341588722
2024-06-18,59.52142341588722
2024-06-19,52.08124548890132
2024-06-20,55.80133445239427
2024-06-21,52.08124548890132
2024-06-22,33.48080067143656
2024-06-23,29.76071170794361
2024-06-24,59.52142341588722
2024-06-25,59.52142341588722
2024-06-26,59.52142341588722
2024-06-27,59.52142341588722
2024-06-28,55.80133445239427
2024-06-29,33.48080067143656
2024-06-30,29.76071170794361
2024-07-01,59.52142341588722
2024-07-02,74.40177926985902
2024-07-03,55.80133445239427
2024-07-04,33.48080067143656
2024-07-05,44.64106756191541
2024-07-06,33.48080067143656
2024-07-07,29.76071170794361
2024-07-08,55.80133445239427
2024-07-09,59.52142341588722
2024-07-10,63.24151237938017
2024-07-11,55.80133445239427
2024-07-12,52.08124548890132
2024-07-13,33.48080067143656
2024-07-14,26.04062274445066
2024-07-15,55.80133445239427
2024-07-16,66.96160134287312
2024-07-17,63.24151237938017
2024-07-18,63.24151237938017
2024-07-19,372.0088963492951
2024-07-20,93.00222408732378
2024-07-21,52.08124548890132
2024-07-22,78.12186823335198
2024-07-23,70.68169030636608
2024-07-24,66.96160134287312
2024-07-25,63.24151237938017
2024-07-26,52.08124548890132
2024-07-27,37.20088963492951
2024-07-28,33.48080067143656
2024-07-29,59.52142341588722
2024-07-30,70.68169030636608
2024-07-31,63.24151237938017
2024-08-01,63.24151237938017
2024-08-02,55.80133445239427
2024-08-03,33.48080067143656
2024-08-04,33.48080067143656
2024-08-05,59.52142341588722
2024-08-06,63.24151237938017
2024-08-07,66.96160134287312
2024-08-08,59.52142341588722
2024-08-09,55.80133445239427
2024-08-10,44.64106756191541
2024-08-11,33.48080067143656
2024-08-12,59.52142341588722
2024-08-13,63.24151237938017
2024-08-14,66.96160134287312
2024-08-15,63.24151237938017
2024-08-16,55.80133445239427
2024-08-17,37.20088963492951
2024-08-18,33.92133752237652
2024-08-19,62.89887260642687
2024-08-20,66.52106449193317
2024-08-21,66.96160134287312
2024-08-22,63.77994630830678
2024-08-23,58.836143869980624
2024-08-24,37.54352940788281
2024-08-25,37.54352940788281
2024-08-26,70.14325637743946
2024-08-27,70.58379322837942
2024-08-28,70.14325637743946
2024-08-29,69.70271952649951
2024-08-30,56.09502568635424
2024-08-31,33.92133752237652
2024-09-01,33.92133752237652
2024-09-02,40.2846475915092
2024-09-03,66.52106449193317
2024-09-04,74.64652196482567
2024-09-05,63.33940945736683
2024-09-06,56.5355625372942
2024-09-07,37.984066258822764
2024-09-08,36.6624557060029
2024-09-09,63.77994630830678
2024-09-10,69.70271952649951
2024-09-11,66.52106449193317
2024-09-12,78.26871385033196
2024-09-13,56.09502568635424
2024-09-14,37.10299255694285
2024-09-15,33.48080067143656
2024-09-16,66.08052764099321
2024-09-17,66.96160134287312
2024-09-18,66.96160134287312
2024-09-19,65.19945393911331
2024-09-20,60.79408542971376
2024-09-21,39.64831658459593
2024-09-22,35.24294807519638
2024-09-23,65.19945393911331
2024-09-24,66.96160134287312
2024-09-25,64.3183802372334
2024-09-26,60.79408542971376
