Time,sephora
2022-08-29,20
2022-08-30,21
2022-08-31,20
2022-09-01,21
2022-09-02,22
2022-09-03,26
2022-09-04,27
2022-09-05,28
2022-09-06,21
2022-09-07,21
2022-09-08,19
2022-09-09,22
2022-09-10,26
2022-09-11,24
2022-09-12,21
2022-09-13,20
2022-09-14,21
2022-09-15,21
2022-09-16,22
2022-09-17,28
2022-09-18,24
2022-09-19,22
2022-09-20,21
2022-09-21,19
2022-09-22,20
2022-09-23,22
2022-09-24,25
2022-09-25,25
2022-09-26,21
2022-09-27,21
2022-09-28,20
2022-09-29,21
2022-09-30,23
2022-10-01,26
2022-10-02,25
2022-10-03,21
2022-10-04,21
2022-10-05,22
2022-10-06,21
2022-10-07,24
2022-10-08,28
2022-10-09,26
2022-10-10,22
2022-10-11,22
2022-10-12,23
2022-10-13,21
2022-10-14,21
2022-10-15,27
2022-10-16,28
2022-10-17,22
2022-10-18,22
2022-10-19,21
2022-10-20,22
2022-10-21,23
2022-10-22,27
2022-10-23,27
2022-10-24,23
2022-10-25,22
2022-10-26,25
2022-10-27,25
2022-10-28,40
2022-10-29,39
2022-10-30,34
2022-10-31,29
2022-11-01,31
2022-11-02,36
2022-11-03,41
2022-11-04,36
2022-11-05,40
2022-11-06,43
2022-11-07,38
2022-11-08,32
2022-11-09,25
2022-11-10,26
2022-11-11,31
2022-11-12,37
2022-11-13,31
2022-11-14,28
2022-11-15,27
2022-11-16,27
2022-11-17,29
2022-11-18,29
2022-11-19,40
2022-11-20,41
2022-11-21,36
2022-11-22,38
2022-11-23,43
2022-11-24,46
2022-11-25,100
2022-11-26,72
2022-11-27,54
2022-11-28,53
2022-11-29,40
2022-11-30,27
2022-12-01,29
2022-12-02,41
2022-12-03,48
2022-12-04,44
2022-12-05,39
2022-12-06,37
2022-12-07,35
2022-12-08,38
2022-12-09,38
2022-12-10,49
2022-12-11,54
2022-12-12,44
2022-12-13,40
2022-12-14,36
2022-12-15,40
2022-12-16,41
2022-12-17,53
2022-12-18,50
2022-12-19,47
2022-12-20,50
2022-12-21,53
2022-12-22,53
2022-12-23,54
2022-12-24,55
2022-12-25,42
2022-12-26,63
2022-12-27,55
2022-12-28,49
2022-12-29,47
2022-12-30,47
2022-12-31,47
2023-01-01,37
2023-01-02,47
2023-01-03,37
2023-01-04,40
2023-01-05,34
2023-01-06,32
2023-01-07,43
2023-01-08,48
2023-01-09,31
2023-01-10,28
2023-01-11,25
2023-01-12,28
2023-01-13,27
2023-01-14,36
2023-01-15,35
2023-01-16,32
2023-01-17,26
2023-01-18,25
2023-01-19,24
2023-01-20,30
2023-01-21,33
2023-01-22,30
2023-01-23,24
2023-01-24,22
2023-01-25,24
2023-01-26,26
2023-01-27,26
2023-01-28,33
2023-01-29,32
2023-01-30,26
2023-01-31,25
2023-02-01,25
2023-02-02,26
2023-02-03,27
2023-02-04,34
2023-02-05,35
2023-02-06,25
2023-02-07,25
2023-02-08,26
2023-02-09,25
2023-02-10,27
2023-02-11,39
2023-02-12,31
2023-02-13,24
2023-02-14,26
2023-02-15,27
2023-02-16,25
2023-02-17,28
2023-02-18,35
2023-02-19,36
2023-02-20,32
2023-02-21,26
2023-02-22,25
2023-02-23,28
2023-02-24,28
2023-02-25,35
2023-02-26,36
2023-02-27,27
2023-02-28,25
2023-03-01,26
2023-03-02,26
2023-03-03,28
2023-03-04,38
2023-03-05,37
2023-03-06,27
2023-03-07,25
2023-03-08,27
2023-03-09,26
2023-03-10,27
2023-03-11,35
2023-03-12,36
2023-03-13,26
2023-03-14,27
2023-03-15,27
2023-03-16,28
2023-03-17,31
2023-03-18,36
2023-03-19,37
2023-03-20,27
2023-03-21,27
2023-03-22,25
2023-03-23,24
2023-03-24,28
2023-03-25,38
2023-03-26,36
2023-03-27,28
2023-03-28,30
2023-03-29,38
2023-03-30,40
2023-03-31,43
2023-04-01,48
2023-04-02,42
2023-04-03,32
2023-04-04,32
2023-04-05,30
2023-04-06,30
2023-04-07,39
2023-04-08,45
2023-04-09,41
2023-04-10,37
2023-04-11,39
2023-04-12,37
2023-04-13,40
2023-04-14,64
2023-04-15,63
2023-04-16,57
2023-04-17,47
2023-04-18,55
2023-04-19,53
2023-04-20,48
2023-04-21,47
2023-04-22,58
2023-04-23,57
2023-04-24,44
2023-04-25,36
2023-04-26,30
2023-04-27,26
2023-04-28,27
2023-04-29,37
2023-04-30,36
2023-05-01,27
2023-05-02,27
2023-05-03,27
2023-05-04,27
2023-05-05,25
2023-05-06,32
2023-05-07,36
2023-05-08,28
2023-05-09,28
2023-05-10,30
2023-05-11,26
2023-05-12,29
2023-05-13,38
2023-05-14,37
2023-05-15,26
2023-05-16,26
2023-05-17,26
2023-05-18,26
2023-05-19,27
2023-05-20,32
2023-05-21,35
2023-05-22,24
2023-05-23,23
2023-05-24,24
2023-05-25,27
