Time,mcdonalds
2022-11-20,33.2093023255814
2022-11-21,23.44186046511628
2022-11-22,28.325581395348838
2022-11-23,30.27906976744186
2022-11-24,52.74418604651163
2022-11-25,36.139534883720934
2022-11-26,29.30232558139535
2022-11-27,33.2093023255814
2022-11-28,22.46511627906977
2022-11-29,21.48837209302326
2022-11-30,24.41860465116279
2022-12-01,24.41860465116279
2022-12-02,23.44186046511628
2022-12-03,33.2093023255814
2022-12-04,30.27906976744186
2022-12-05,23.44186046511628
2022-12-06,21.48837209302326
2022-12-07,23.44186046511628
2022-12-08,28.325581395348838
2022-12-09,28.325581395348838
2022-12-10,33.2093023255814
2022-12-11,32.23255813953489
2022-12-12,23.44186046511628
2022-12-13,20.511627906976745
2022-12-14,22.46511627906977
2022-12-15,22.46511627906977
2022-12-16,26.372093023255815
2022-12-17,31.255813953488374
2022-12-18,31.255813953488374
2022-12-19,24.41860465116279
2022-12-20,23.44186046511628
2022-12-21,23.44186046511628
2022-12-22,28.325581395348838
2022-12-23,31.255813953488374
2022-12-24,38.093023255813954
2022-12-25,80.09302325581396
2022-12-26,48.83720930232558
2022-12-27,29.30232558139535
2022-12-28,24.41860465116279
2022-12-29,27.348837209302328
2022-12-30,28.325581395348838
2022-12-31,29.30232558139535
2023-01-01,46.88372093023256
2023-01-02,28.325581395348838
2023-01-03,20.511627906976745
2023-01-04,22.46511627906977
2023-01-05,23.44186046511628
2023-01-06,24.41860465116279
2023-01-07,30.27906976744186
2023-01-08,29.30232558139535
2023-01-09,21.48837209302326
2023-01-10,21.48837209302326
2023-01-11,21.48837209302326
2023-01-12,20.511627906976745
2023-01-13,22.46511627906977
2023-01-14,28.325581395348838
2023-01-15,27.348837209302328
2023-01-16,25.395348837209305
2023-01-17,21.48837209302326
2023-01-18,21.48837209302326
2023-01-19,27.348837209302328
2023-01-20,24.41860465116279
2023-01-21,28.325581395348838
2023-01-22,28.325581395348838
2023-01-23,21.48837209302326
2023-01-24,22.46511627906977
2023-01-25,21.48837209302326
2023-01-26,22.46511627906977
2023-01-27,24.41860465116279
2023-01-28,28.325581395348838
2023-01-29,28.325581395348838
2023-01-30,20.511627906976745
2023-01-31,20.511627906976745
2023-02-01,21.48837209302326
2023-02-02,24.41860465116279
2023-02-03,22.46511627906977
2023-02-04,29.30232558139535
2023-02-05,27.348837209302328
2023-02-06,21.48837209302326
2023-02-07,21.48837209302326
2023-02-08,23.44186046511628
2023-02-09,22.46511627906977
2023-02-10,23.44186046511628
2023-02-11,30.27906976744186
2023-02-12,29.30232558139535
2023-02-13,22.46511627906977
2023-02-14,25.395348837209305
2023-02-15,27.348837209302328
2023-02-16,26.372093023255815
2023-02-17,28.325581395348838
2023-02-18,33.2093023255814
2023-02-19,35.162790697674424
2023-02-20,28.325581395348838
2023-02-21,23.44186046511628
2023-02-22,27.348837209302328
2023-02-23,27.348837209302328
2023-02-24,27.348837209302328
2023-02-25,32.23255813953489
2023-02-26,34.18604651162791
2023-02-27,25.395348837209305
2023-02-28,20.511627906976745
2023-03-01,24.41860465116279
2023-03-02,25.395348837209305
2023-03-03,26.372093023255815
2023-03-04,33.2093023255814
2023-03-05,33.2093023255814
2023-03-06,22.46511627906977
2023-03-07,21.48837209302326
2023-03-08,23.44186046511628
2023-03-09,23.44186046511628
2023-03-10,25.395348837209305
2023-03-11,30.27906976744186
2023-03-12,30.27906976744186
2023-03-13,23.44186046511628
2023-03-14,23.44186046511628
2023-03-15,23.44186046511628
2023-03-16,24.41860465116279
2023-03-17,27.348837209302328
2023-03-18,33.2093023255814
2023-03-19,33.2093023255814
2023-03-20,24.41860465116279
2023-03-21,23.44186046511628
2023-03-22,21.48837209302326
2023-03-23,24.41860465116279
2023-03-24,24.41860465116279
2023-03-25,29.30232558139535
2023-03-26,32.23255813953489
2023-03-27,22.46511627906977
2023-03-28,26.372093023255815
2023-03-29,32.23255813953489
2023-03-30,24.41860465116279
2023-03-31,23.44186046511628
2023-04-01,29.30232558139535
2023-04-02,30.27906976744186
2023-04-03,30.27906976744186
2023-04-04,24.41860465116279
2023-04-05,23.44186046511628
2023-04-06,23.44186046511628
2023-04-07,27.348837209302328
2023-04-08,29.30232558139535
2023-04-09,35.162790697674424
2023-04-10,22.46511627906977
2023-04-11,20.511627906976745
2023-04-12,22.46511627906977
2023-04-13,23.44186046511628
2023-04-14,27.348837209302328
2023-04-15,29.30232558139535
2023-04-16,32.23255813953489
2023-04-17,23.44186046511628
2023-04-18,24.41860465116279
2023-04-19,24.41860465116279
2023-04-20,25.395348837209305
2023-04-21,24.41860465116279
2023-04-22,32.23255813953489
2023-04-23,34.18604651162791
2023-04-24,22.46511627906977
2023-04-25,22.46511627906977
2023-04-26,21.58941459502807
2023-04-27,23.34081796311147
2023-04-28,23.34081796311147
2023-04-29,31.12109061748196
2023-04-30,32.384121892542105
2023-05-01,24.21651964715317
2023-05-02,21.202085004009625
2023-05-03,22.46511627906977
2023-05-04,25.479550922213313
2023-05-05,24.21651964715317
2023-05-06,31.508420208500404
2023-05-07,31.12109061748196
2023-05-08,22.46511627906977
2023-05-09,21.58941459502807
2023-05-10,23.34081796311147
2023-05-11,22.46511627906977
2023-05-12,23.728147554129915
2023-05-13,30.632718524458703
2023-05-14,33.259823576583806
2023-05-15,22.46511627906977
2023-05-16,21.58941459502807
2023-05-17,21.58941459502807
2023-05-18,22.46511627906977
2023-05-19,22.46511627906977
2023-05-20,29.36968724939856
2023-05-21,31.996792301523662
2023-05-22,22.46511627906977
2023-05-23,22.46511627906977
2023-05-24,21.58941459502807
2023-05-25,23.34081796311147
2023-05-26,27.113071371291102
2023-05-27,29.437048917401768
2023-05-28,31.761026463512437
2023-05-29,30.986367281475545
2023-05-30,22.465116279069772
2023-05-31,24.01443464314355
2023-06-01,24.789093825180437
2023-06-02,28.66238973536488
2023-06-03,33.31034482758621
2023-06-04,32.53568564554932
2023-06-05,24.01443464314355
2023-06-06,25.563753007217326
2023-06-07,24.789093825180437
2023-06-08,26.338412189254214
2023-06-09,30.211708099438656
2023-06-10,33.31034482758621
2023-06-11,34.85966319165999
2023-06-12,33.31034482758621
2023-06-13,39.50761828388132
2023-06-14,35.634322373696875
2023-06-15,34.0850040096231
2023-06-16,34.85966319165999
2023-06-17,40.28227746591821
2023-06-18,37.958299919807544
2023-06-19,30.986367281475545
2023-06-20,27.113071371291102
2023-06-21,29.437048917401768
2023-06-22,27.88773055332799
2023-06-23,30.211708099438656
2023-06-24,36.40898155573377
2023-06-25,38.732959101844436
2023-06-26,34.0850040096231
2023-06-27,37.958299919807544
2023-06-28,41.83159582999199
2023-06-29,41.0569366479551
2023-06-30,41.83159582999199
2023-07-01,46.47955092221332
2023-07-02,45.70489174017643
2023-07-03,36.40898155573377
2023-07-04,44.15557337610265
2023-07-05,35.634322373696875
2023-07-06,32.53568564554932
2023-07-07,41.0569366479551
2023-07-08,43.38091419406577
2023-07-09,41.83159582999199
2023-07-10,34.0850040096231
2023-07-11,31.761026463512437
2023-07-12,29.437048917401768
2023-07-13,40.28227746591821
2023-07-14,36.40898155573377
2023-07-15,34.85966319165999
2023-07-16,36.40898155573377
2023-07-17,27.113071371291102
2023-07-18,26.338412189254214
2023-07-19,27.88773055332799
2023-07-20,28.66238973536488
2023-07-21,30.211708099438656
2023-07-22,34.85966319165999
2023-07-23,34.85966319165999
2023-07-24,25.563753007217326
2023-07-25,25.563753007217326
2023-07-26,24.789093825180437
2023-07-27,27.113071371291102
2023-07-28,30.986367281475545
2023-07-29,33.31034482758621
2023-07-30,32.53568564554932
2023-07-31,24.789093825180437
2023-08-01,25.563753007217326
2023-08-02,24.01443464314355
2023-08-03,25.563753007217326
2023-08-04,25.563753007217326
2023-08-05,29.437048917401768
2023-08-06,30.986367281475545
2023-08-07,24.01443464314355
2023-08-08,23.23977546110666
2023-08-09,22.465116279069772
2023-08-10,24.01443464314355
2023-08-11,24.789093825180437
2023-08-12,28.66238973536488
2023-08-13,30.986367281475545
2023-08-14,24.01443464314355
2023-08-15,27.113071371291102
2023-08-16,25.563753007217326
2023-08-17,24.01443464314355
2023-08-18,24.789093825180437
2023-08-19,28.66238973536488
2023-08-20,28.66238973536488
2023-08-21,21.690457097032883
2023-08-22,21.690457097032883
2023-08-23,22.465116279069772
2023-08-24,22.465116279069772
2023-08-25,23.23977546110666
2023-08-26,28.66238973536488
2023-08-27,31.761026463512437
2023-08-28,21.690457097032883
2023-08-29,21.690457097032883
2023-08-30,23.23977546110666
2023-08-31,23.23977546110666
2023-09-01,24.01443464314355
2023-09-02,29.437048917401768
2023-09-03,28.66238973536488
2023-09-04,30.211708099438656
2023-09-05,20.915797914995995
2023-09-06,21.690457097032883
2023-09-07,22.465116279069772
2023-09-08,22.465116279069772
2023-09-09,24.789093825180437
2023-09-10,26.338412189254214
2023-09-11,20.141138732959107
2023-09-12,21.690457097032883
2023-09-13,23.23977546110666
2023-09-14,23.23977546110666
2023-09-15,24.789093825180437
2023-09-16,31.761026463512437
2023-09-17,34.85966319165999
2023-09-18,42.606255012028875
2023-09-19,30.986367281475545
2023-09-20,24.01443464314355
2023-09-21,22.465116279069772
2023-09-22,25.563753007217326
2023-09-23,31.761026463512437
2023-09-24,34.0850040096231
2023-09-25,25.563753007217326
2023-09-26,24.789093825180437
2023-09-27,26.338412189254214
2023-09-28,24.789093825180437
2023-09-29,24.789093825180437
2023-09-30,30.211708099438656
2023-10-01,29.437048917401768
2023-10-02,24.01443464314355
2023-10-03,22.465116279069772
2023-10-04,24.01443464314355
2023-10-05,23.23977546110666
2023-10-06,25.563753007217326
2023-10-07,34.85966319165999
2023-10-08,34.0850040096231
2023-10-09,27.113071371291102
2023-10-10,27.113071371291102
2023-10-11,26.338412189254214
2023-10-12,28.66238973536488
2023-10-13,30.986367281475545
2023-10-14,34.85966319165999
2023-10-15,34.0850040096231
2023-10-16,28.66238973536488
2023-10-17,34.0850040096231
2023-10-18,32.53568564554932
2023-10-19,32.53568564554932
2023-10-20,32.53568564554932
2023-10-21,37.958299919807544
2023-10-22,37.18364073777066
2023-10-23,27.113071371291102
2023-10-24,22.465116279069772
2023-10-25,24.01443464314355
2023-10-26,24.01443464314355
2023-10-27,27.113071371291102
2023-10-28,31.761026463512437
2023-10-29,30.986367281475545
2023-10-30,22.465116279069772
2023-10-31,24.789093825180437
2023-11-01,27.113071371291102
2023-11-02,26.338412189254214
2023-11-03,25.563753007217326
2023-11-04,29.437048917401768
2023-11-05,30.986367281475545
2023-11-06,23.23977546110666
2023-11-07,22.465116279069772
2023-11-08,22.465116279069772
2023-11-09,21.690457097032883
2023-11-10,25.563753007217326
2023-11-11,30.986367281475545
2023-11-12,28.66238973536488
2023-11-13,21.690457097032883
2023-11-14,24.01443464314355
2023-11-15,24.01443464314355
2023-11-16,24.01443464314355
2023-11-17,25.563753007217326
2023-11-18,30.986367281475545
2023-11-19,29.437048917401768
2023-11-20,21.690457097032883
2023-11-21,23.23977546110666
2023-11-22,25.563753007217326
2023-11-23,51.12750601443465
2023-11-24,34.85966319165999
2023-11-25,24.01443464314355
2023-11-26,26.338412189254214
2023-11-27,20.141138732959107
2023-11-28,21.690457097032883
2023-11-29,26.338412189254214
2023-11-30,25.563753007217326
2023-12-01,25.563753007217326
2023-12-02,30.211708099438656
2023-12-03,28.66238973536488
2023-12-04,23.23977546110666
2023-12-05,24.01443464314355
2023-12-06,24.789093825180437
2023-12-07,28.66238973536488
2023-12-08,28.66238973536488
2023-12-09,32.53568564554932
2023-12-10,34.0850040096231
2023-12-11,24.01443464314355
2023-12-12,24.789093825180437
2023-12-13,23.23977546110666
2023-12-14,23.23977546110666
2023-12-15,24.01443464314355
2023-12-16,27.88773055332799
2023-12-17,27.113071371291102
2023-12-18,20.915797914995995
2023-12-19,22.465116279069772
2023-12-20,24.789093825180437
2023-12-21,23.23977546110666
2023-12-22,24.789093825180437
2023-12-23,27.113071371291102
2023-12-24,36.40898155573377
2023-12-25,77.46591820368887
2023-12-26,44.15557337610265
2023-12-27,28.66238973536488
2023-12-28,25.563753007217326
2023-12-29,27.113071371291102
2023-12-30,28.66238973536488
2023-12-31,28.66238973536488
2024-01-01,45.70489174017643
2024-01-02,23.23977546110666
2024-01-03,22.465116279069772
2024-01-04,21.690457097032883
2024-01-05,22.465116279069772
2024-01-06,26.338412189254214
2024-01-07,25.563753007217326
2024-01-08,20.915797914995995
2024-01-09,19.366479550922218
2024-01-10,21.690457097032883
2024-01-11,21.690457097032883
2024-01-12,22.465116279069772
2024-01-13,25.563753007217326
2024-01-14,23.23977546110666
2024-01-15,20.915797914995995
2024-01-16,18.59182036888533
2024-01-17,19.366479550922218
2024-01-18,21.690457097032883
2024-01-19,20.915797914995995
2024-01-20,24.789093825180437
2024-01-21,25.563753007217326
2024-01-22,20.141138732959107
2024-01-23,17.817161186848438
2024-01-24,21.690457097032883
2024-01-25,20.915797914995995
2024-01-26,22.465116279069772
2024-01-27,26.338412189254214
2024-01-28,27.113071371291102
2024-01-29,20.141138732959107
2024-01-30,22.465116279069772
2024-01-31,21.690457097032883
2024-02-01,20.915797914995995
2024-02-02,22.465116279069772
2024-02-03,27.113071371291102
2024-02-04,25.563753007217326
2024-02-05,21.690457097032883
2024-02-06,22.465116279069772
2024-02-07,30.986367281475545
2024-02-08,29.437048917401768
2024-02-09,24.789093825180437
2024-02-10,27.113071371291102
2024-02-11,27.88773055332799
2024-02-12,17.817161186848438
2024-02-13,20.141138732959107
2024-02-14,18.59182036888533
2024-02-15,20.141138732959107
2024-02-16,21.690457097032883
2024-02-17,24.789093825180437
2024-02-18,26.338412189254214
2024-02-19,23.23977546110666
2024-02-20,20.141138732959107
2024-02-21,20.141138732959107
2024-02-22,21.690457097032883
2024-02-23,24.01443464314355
2024-02-24,27.88773055332799
2024-02-25,28.66238973536488
2024-02-26,23.23977546110666
2024-02-27,23.23977546110666
2024-02-28,24.789093825180437
2024-02-29,25.563753007217326
2024-03-01,26.338412189254214
2024-03-02,31.761026463512437
2024-03-03,31.761026463512437
2024-03-04,24.01443464314355
2024-03-05,23.23977546110666
2024-03-06,22.465116279069772
2024-03-07,21.690457097032883
2024-03-08,23.23977546110666
2024-03-09,28.66238973536488
2024-03-10,27.88773055332799
2024-03-11,22.465116279069772
2024-03-12,23.23977546110666
2024-03-13,24.01443464314355
2024-03-14,26.338412189254214
2024-03-15,28.66238973536488
2024-03-16,33.31034482758621
2024-03-17,31.761026463512437
2024-03-18,23.23977546110666
2024-03-19,23.23977546110666
2024-03-20,22.465116279069772
2024-03-21,22.465116279069772
2024-03-22,24.789093825180437
2024-03-23,27.113071371291102
2024-03-24,29.437048917401768
2024-03-25,21.690457097032883
2024-03-26,25.563753007217326
2024-03-27,24.789093825180437
2024-03-28,24.01443464314355
2024-03-29,27.113071371291102
2024-03-30,30.211708099438656
2024-03-31,39.50761828388132
2024-04-01,26.338412189254214
2024-04-02,24.789093825180437
2024-04-03,27.113071371291102
2024-04-04,23.23977546110666
2024-04-05,26.338412189254214
2024-04-06,29.437048917401768
2024-04-07,30.211708099438656
2024-04-08,21.690457097032883
2024-04-09,20.141138732959107
2024-04-10,22.465116279069772
2024-04-11,24.01443464314355
2024-04-12,23.23977546110666
2024-04-13,27.113071371291102
2024-04-14,30.211708099438656
2024-04-15,21.690457097032883
2024-04-16,21.690457097032883
2024-04-17,21.690457097032883
2024-04-18,23.23977546110666
2024-04-19,23.23977546110666
2024-04-20,27.88773055332799
2024-04-21,30.986367281475545
2024-04-22,21.690457097032883
2024-04-23,22.465116279069772
2024-04-24,23.23977546110666
2024-04-25,21.690457097032883
2024-04-26,22.465116279069772
2024-04-27,27.88773055332799
2024-04-28,27.113071371291102
2024-04-29,21.690457097032883
2024-04-30,21.690457097032883
2024-05-01,22.465116279069772
2024-05-02,21.690457097032883
2024-05-03,22.465116279069772
2024-05-04,27.88773055332799
2024-05-05,29.437048917401768
2024-05-06,22.465116279069772
2024-05-07,20.141138732959107
2024-05-08,20.141138732959107
2024-05-09,22.465116279069772
2024-05-10,24.789093825180437
2024-05-11,29.437048917401768
2024-05-12,37.958299919807544
2024-05-13,27.88773055332799
2024-05-14,27.113071371291102
2024-05-15,23.23977546110666
2024-05-16,24.789093825180437
2024-05-17,29.437048917401768
2024-05-18,28.66238973536488
2024-05-19,37.18364073777066
2024-05-20,25.563753007217326
2024-05-21,27.88773055332799
2024-05-22,27.88773055332799
2024-05-23,25.563753007217326
2024-05-24,29.437048917401768
2024-05-25,30.211708099438656
2024-05-26,30.211708099438656
2024-05-27,30.211708099438656
2024-05-28,23.23977546110666
2024-05-29,24.789093825180437
2024-05-30,27.88773055332799
2024-05-31,26.338412189254214
2024-06-01,32.53568564554932
2024-06-02,30.986367281475545
2024-06-03,23.23977546110666
2024-06-04,24.01443464314355
2024-06-05,23.23977546110666
2024-06-06,24.01443464314355
2024-06-07,25.563753007217326
2024-06-08,28.66238973536488
2024-06-09,28.66238973536488
2024-06-10,23.23977546110666
2024-06-11,21.690457097032883
2024-06-12,23.23977546110666
2024-06-13,23.23977546110666
2024-06-14,24.01443464314355
2024-06-15,30.986367281475545
2024-06-16,27.113071371291102
2024-06-17,24.01443464314355
2024-06-18,26.338412189254214
2024-06-19,24.789093825180437
2024-06-20,22.465116279069772
2024-06-21,25.563753007217326
2024-06-22,28.66238973536488
2024-06-23,30.211708099438656
2024-06-24,24.01443464314355
2024-06-25,25.563753007217326
2024-06-26,26.338412189254214
2024-06-27,26.338412189254214
2024-06-28,26.338412189254214
2024-06-29,29.437048917401768
2024-06-30,30.211708099438656
2024-07-01,26.338412189254214
2024-07-02,30.211708099438656
2024-07-03,28.66238973536488
2024-07-04,34.85966319165999
2024-07-05,32.53568564554932
2024-07-06,30.211708099438656
2024-07-07,30.211708099438656
2024-07-08,26.338412189254214
2024-07-09,28.66238973536488
2024-07-10,28.66238973536488
2024-07-11,27.113071371291102
2024-07-12,26.338412189254214
2024-07-13,30.211708099438656
2024-07-14,29.437048917401768
2024-07-15,23.23977546110666
2024-07-16,20.915797914995995
2024-07-17,25.563753007217326
2024-07-18,24.789093825180437
2024-07-19,25.563753007217326
2024-07-20,28.66238973536488
2024-07-21,27.113071371291102
2024-07-22,23.23977546110666
2024-07-23,23.23977546110666
2024-07-24,23.23977546110666
2024-07-25,23.23977546110666
2024-07-26,23.23977546110666
2024-07-27,27.88773055332799
2024-07-28,28.66238973536488
2024-07-29,23.23977546110666
2024-07-30,23.23977546110666
2024-07-31,23.23977546110666
2024-08-01,23.23977546110666
2024-08-02,24.789093825180437
2024-08-03,28.66238973536488
2024-08-04,28.66238973536488
2024-08-05,23.23977546110666
2024-08-06,21.690457097032883
2024-08-07,30.986367281475545
2024-08-08,30.211708099438656
2024-08-09,30.986367281475545
2024-08-10,30.211708099438656
2024-08-11,29.437048917401768
2024-08-12,27.113071371291102
2024-08-13,51.12750601443465
2024-08-14,55.77546110665598
2024-08-15,49.578187650360874
2024-08-16,45.70489174017643
2024-08-17,47.254210104250205
2024-08-18,44.38047442895207
2024-08-19,33.27286131877798
2024-08-20,35.746772900121584
2024-08-21,39.86995886902761
2024-08-22,36.95873968492124
2024-08-23,32.88553172775953
2024-08-24,37.396047287684
2024-08-25,38.2206844814652
2024-08-26,25.07646739271025
2024-08-27,23.427193005147842
2024-08-28,24.63915978994749
2024-08-29,24.63915978994749
2024-08-30,27.113071371291106
2024-08-31,32.44822412499677
2024-09-01,32.44822412499677
2024-09-02,33.27286131877798
2024-09-03,22.165248208603877
2024-09-04,22.602555811366642
2024-09-05,22.602555811366642
2024-09-06,22.989885402385084
2024-09-07,32.88553172775953
2024-09-08,34.922135706340384
2024-09-09,24.63915978994749
2024-09-10,25.901104586491456
2024-09-11,24.63915978994749
2024-09-12,27.113071371291106
2024-09-13,26.2884341775099
2024-09-14,32.88553172775953
2024-09-15,33.27286131877798
2024-09-16,25.901104586491456
2024-09-17,36.73383863207182
2024-09-18,47.229221098378055
2024-09-19,35.8592234265463
2024-09-20,35.8592234265463
2024-09-21,41.981529865224935
2024-09-22,37.60845383759734
2024-09-23,26.238456165765587
