Time,nike
2023-04-26,37
2023-04-27,36
2023-04-28,35
2023-04-29,42
2023-04-30,43
2023-05-01,36
2023-05-02,36
2023-05-03,35
2023-05-04,36
2023-05-05,34
2023-05-06,43
2023-05-07,40
2023-05-08,35
2023-05-09,35
2023-05-10,36
2023-05-11,33
2023-05-12,37
2023-05-13,45
2023-05-14,48
2023-05-15,39
2023-05-16,37
2023-05-17,35
2023-05-18,37
2023-05-19,37
2023-05-20,43
2023-05-21,45
2023-05-22,35
2023-05-23,33
2023-05-24,33
2023-05-25,35
2023-05-26,36
2023-05-27,44
2023-05-28,42
2023-05-29,41
2023-05-30,34
2023-05-31,33
2023-06-01,34
2023-06-02,36
2023-06-03,38
2023-06-04,42
2023-06-05,35
2023-06-06,33
2023-06-07,32
2023-06-08,35
2023-06-09,37
2023-06-10,38
2023-06-11,39
2023-06-12,34
2023-06-13,35
2023-06-14,36
2023-06-15,34
2023-06-16,34
2023-06-17,41
2023-06-18,43
2023-06-19,37
2023-06-20,33
2023-06-21,32
2023-06-22,31
2023-06-23,35
2023-06-24,36
2023-06-25,39
2023-06-26,33
2023-06-27,32
2023-06-28,34
2023-06-29,35
2023-06-30,33
2023-07-01,37
2023-07-02,38
2023-07-03,37
2023-07-04,36
2023-07-05,31
2023-07-06,34
2023-07-07,35
2023-07-08,39
2023-07-09,40
2023-07-10,35
2023-07-11,36
2023-07-12,36
2023-07-13,35
2023-07-14,36
2023-07-15,42
2023-07-16,43
2023-07-17,37
2023-07-18,36
2023-07-19,37
2023-07-20,38
2023-07-21,38
2023-07-22,46
2023-07-23,47
2023-07-24,40
2023-07-25,40
2023-07-26,43
2023-07-27,43
2023-07-28,44
2023-07-29,48
2023-07-30,47
2023-07-31,42
2023-08-01,44
2023-08-02,42
2023-08-03,46
2023-08-04,45
2023-08-05,53
2023-08-06,51
2023-08-07,45
2023-08-08,41
2023-08-09,42
2023-08-10,42
2023-08-11,45
2023-08-12,48
2023-08-13,50
2023-08-14,41
2023-08-15,40
2023-08-16,39
2023-08-17,37
2023-08-18,40
2023-08-19,45
2023-08-20,45
2023-08-21,40
2023-08-22,37
2023-08-23,38
2023-08-24,38
2023-08-25,38
2023-08-26,44
2023-08-27,44
2023-08-28,37
2023-08-29,36
2023-08-30,36
2023-08-31,36
2023-09-01,37
2023-09-02,41
2023-09-03,42
2023-09-04,43
2023-09-05,34
2023-09-06,32
2023-09-07,32
2023-09-08,32
2023-09-09,41
2023-09-10,38
2023-09-11,32
2023-09-12,32
2023-09-13,32
2023-09-14,31
2023-09-15,34
2023-09-16,39
2023-09-17,39
2023-09-18,31
2023-09-19,32
2023-09-20,32
2023-09-21,33
2023-09-22,35
2023-09-23,41
2023-09-24,40
2023-09-25,35
2023-09-26,34
2023-09-27,32
2023-09-28,34
2023-09-29,33
2023-09-30,38
2023-10-01,39
2023-10-02,31
2023-10-03,33
2023-10-04,31
2023-10-05,32
2023-10-06,31
2023-10-07,37
2023-10-08,40
2023-10-09,36
2023-10-10,34
2023-10-11,34
2023-10-12,33
2023-10-13,33
2023-10-14,37
2023-10-15,41
2023-10-16,36
2023-10-17,33
2023-10-18,35
2023-10-19,33
2023-10-20,33
2023-10-21,40
2023-10-22,40
2023-10-23,35
2023-10-24,32
2023-10-25,33
2023-10-26,31
2023-10-27,35
2023-10-28,39
2023-10-29,36
2023-10-30,33
2023-10-31,31
2023-11-01,32
2023-11-02,37
2023-11-03,37
2023-11-04,42
2023-11-05,45
2023-11-06,39
2023-11-07,36
2023-11-08,37
2023-11-09,36
2023-11-10,38
2023-11-11,45
2023-11-12,47
2023-11-13,40
2023-11-14,39
2023-11-15,41
2023-11-16,38
2023-11-17,40
2023-11-18,48
2023-11-19,50
2023-11-20,48
2023-11-21,48
2023-11-22,50
2023-11-23,59
2023-11-24,100
2023-11-25,78
2023-11-26,64
2023-11-27,64
2023-11-28,57
2023-11-29,46
2023-11-30,45
2023-12-01,47
2023-12-02,55
2023-12-03,55
2023-12-04,50
2023-12-05,48
2023-12-06,46
2023-12-07,47
2023-12-08,51
2023-12-09,61
2023-12-10,61
2023-12-11,53
2023-12-12,52
2023-12-13,50
2023-12-14,50
2023-12-15,52
2023-12-16,60
2023-12-17,61
2023-12-18,49
2023-12-19,49
2023-12-20,49
2023-12-21,51
2023-12-22,53
2023-12-23,55
2023-12-24,47
2023-12-25,57
2023-12-26,54
2023-12-27,49
2023-12-28,42
2023-12-29,42
2023-12-30,44
2023-12-31,38
2024-01-01,35
2024-01-02,36
2024-01-03,37
2024-01-04,34
2024-01-05,34
2024-01-06,40
2024-01-07,40
2024-01-08,36
2024-01-09,35
2024-01-10,33
2024-01-11,34
2024-01-12,34
2024-01-13,37
2024-01-14,37
2024-01-15,32
2024-01-16,29
2024-01-17,31
2024-01-18,30
2024-01-19,31
2024-01-20,37
