Time,rangers_game
2022-10-10,1.5
2022-10-11,6.0
2022-10-12,8.25
2022-10-13,4.5
2022-10-14,6.75
2022-10-15,5.25
2022-10-16,3.0
2022-10-17,4.5
2022-10-18,5.25
2022-10-19,2.25
2022-10-20,3.75
2022-10-21,5.25
2022-10-22,2.25
2022-10-23,6.75
2022-10-24,3.75
2022-10-25,3.75
2022-10-26,8.25
2022-10-27,4.5
2022-10-28,1.5
2022-10-29,6.0
2022-10-30,3.75
2022-10-31,3.75
2022-11-01,3.0
2022-11-02,5.25
2022-11-03,6.0
2022-11-04,8.25
2022-11-05,2.25
2022-11-06,4.5
2022-11-07,3.0
2022-11-08,3.0
2022-11-09,5.25
2022-11-10,2.25
2022-11-11,3.75
2022-11-12,2.25
2022-11-13,5.25
2022-11-14,3.75
2022-11-15,2.25
2022-11-16,1.5
2022-11-17,2.25
2022-11-18,3.75
2022-11-19,2.25
2022-11-20,4.5
2022-11-21,2.25
2022-11-22,2.25
2022-11-23,3.75
2022-11-24,3.0
2022-11-25,2.25
2022-11-26,6.0
2022-11-27,3.0
2022-11-28,3.0
2022-11-29,5.25
2022-11-30,1.5
2022-12-01,3.0
2022-12-02,2.25
2022-12-03,6.0
2022-12-04,5.25
2022-12-05,3.0
2022-12-06,3.0
2022-12-07,2.25
2022-12-08,3.75
2022-12-09,2.25
2022-12-10,4.5
2022-12-11,1.5
2022-12-12,2.25
2022-12-13,4.5
2022-12-14,1.5
2022-12-15,3.0
2022-12-16,3.75
2022-12-17,3.0
2022-12-18,4.5
2022-12-19,4.5
2022-12-20,2.25
2022-12-21,3.75
2022-12-22,3.75
2022-12-23,5.25
2022-12-24,1.5
2022-12-25,2.25
2022-12-26,2.25
2022-12-27,3.0
2022-12-28,6.0
2022-12-29,2.25
2022-12-30,3.75
2022-12-31,2.25
2023-01-01,3.75
2023-01-02,3.0
2023-01-03,3.0
2023-01-04,4.5
2023-01-05,2.25
2023-01-06,3.75
2023-01-07,6.75
2023-01-08,2.25
2023-01-09,1.5
2023-01-10,2.25
2023-01-11,4.5
2023-01-12,3.0
2023-01-13,5.25
2023-01-14,3.0
2023-01-15,4.5
2023-01-16,3.75
2023-01-17,3.75
2023-01-18,1.5
2023-01-19,3.0
2023-01-20,5.25
2023-01-21,1.5
2023-01-22,2.25
2023-01-23,3.0
2023-01-24,3.75
2023-01-25,3.0
2023-01-26,5.25
2023-01-27,3.0
2023-01-28,5.25
2023-01-29,2.25
2023-01-30,2.25
2023-01-31,1.5
2023-02-01,1.5
2023-02-02,1.5
2023-02-03,1.5
2023-02-04,2.25
2023-02-05,2.25
2023-02-06,2.25
2023-02-07,6.0
2023-02-08,3.0
2023-02-09,5.25
2023-02-10,3.0
2023-02-11,7.5
2023-02-12,6.0
2023-02-13,2.25
2023-02-14,1.5
2023-02-15,2.25
2023-02-16,3.75
2023-02-17,3.0
2023-02-18,6.0
2023-02-19,5.25
2023-02-20,3.0
2023-02-21,4.5
2023-02-22,2.25
2023-02-23,2.25
2023-02-24,5.25
2023-02-25,6.75
2023-02-26,6.75
2023-02-27,4.5
2023-02-28,3.0
2023-03-01,4.5
2023-03-02,12.0
2023-03-03,11.25
2023-03-04,9.0
2023-03-05,3.75
2023-03-06,2.25
2023-03-07,3.0
2023-03-08,3.0
2023-03-09,3.0
2023-03-10,5.25
2023-03-11,4.5
2023-03-12,10.5
2023-03-13,3.0
2023-03-14,5.25
2023-03-15,6.0
2023-03-16,4.5
2023-03-17,4.5
2023-03-18,5.25
2023-03-19,14.25
2023-03-20,6.75
2023-03-21,5.25
2023-03-22,6.0
2023-03-23,4.5
2023-03-24,6.0
2023-03-25,6.75
2023-03-26,4.5
2023-03-27,3.75
2023-03-28,6.0
2023-03-29,7.5
2023-03-30,18.75
2023-03-31,14.25
2023-04-01,15.0
2023-04-02,16.5
2023-04-03,9.75
2023-04-04,8.25
2023-04-05,11.25
2023-04-06,9.75
2023-04-07,9.0
2023-04-08,8.25
2023-04-09,9.0
2023-04-10,6.75
2023-04-11,9.0
2023-04-12,7.5
2023-04-13,7.5
2023-04-14,8.25
2023-04-15,9.0
2023-04-16,8.25
2023-04-17,7.5
2023-04-18,21.75
2023-04-19,38.25
2023-04-20,15.75
2023-04-21,27.0
2023-04-22,27.75
2023-04-23,59.25
2023-04-24,18.75
2023-04-25,29.25
2023-04-26,15.375
2023-04-27,21.375
2023-04-28,33.375
2023-04-29,33.0
2023-04-30,75.0
2023-05-01,36.375
2023-05-02,70.875
2023-05-03,12.0
2023-05-04,5.25
2023-05-05,3.375
2023-05-06,6.375
2023-05-07,8.625
2023-05-08,3.75
2023-05-09,5.25
2023-05-10,5.625
2023-05-11,3.75
2023-05-12,5.625
2023-05-13,8.625
2023-05-14,6.0
2023-05-15,6.0
2023-05-16,6.375
2023-05-17,8.25
2023-05-18,5.625
2023-05-19,5.625
2023-05-20,11.25
2023-05-21,9.0
2023-05-22,3.375
2023-05-23,5.25
2023-05-24,5.625
2023-05-25,3.0
2023-05-26,3.0
2023-05-27,9.0
2023-05-28,9.0
2023-05-29,6.0
2023-05-30,3.0
2023-05-31,6.0
2023-06-01,3.0
2023-06-02,6.0
2023-06-03,12.0
2023-06-04,12.0
2023-06-05,6.0
2023-06-06,9.0
2023-06-07,9.0
2023-06-08,6.0
2023-06-09,6.0
2023-06-10,9.0
2023-06-11,9.0
2023-06-12,6.0
2023-06-13,9.0
2023-06-14,9.0
2023-06-15,9.0
2023-06-16,12.0
2023-06-17,15.0
2023-06-18,12.0
2023-06-19,3.0
2023-06-20,6.0
2023-06-21,9.0
2023-06-22,6.0
2023-06-23,3.0
2023-06-24,9.0
2023-06-25,9.0
2023-06-26,6.0
2023-06-27,6.0
2023-06-28,6.0
2023-06-29,12.0
2023-06-30,6.0
2023-07-01,15.0
2023-07-02,15.0
2023-07-03,12.0
2023-07-04,12.0
2023-07-05,6.0
2023-07-06,6.0
2023-07-07,9.0
2023-07-08,12.0
2023-07-09,12.0
2023-07-10,6.0
2023-07-11,3.0
2023-07-12,6.0
2023-07-13,3.0
2023-07-14,6.0
2023-07-15,12.0
2023-07-16,12.0
2023-07-17,6.0
2023-07-18,9.0
2023-07-19,12.0
2023-07-20,6.0
2023-07-21,6.0
2023-07-22,18.0
2023-07-23,15.0
2023-07-24,6.0
2023-07-25,9.0
2023-07-26,6.0
2023-07-27,9.0
2023-07-28,3.0
2023-07-29,12.0
2023-07-30,15.0
2023-07-31,6.0
2023-08-01,6.0
2023-08-02,12.0
2023-08-03,15.0
2023-08-04,9.0
2023-08-05,18.0
2023-08-06,12.0
2023-08-07,6.0
2023-08-08,9.0
2023-08-09,12.0
2023-08-10,6.0
2023-08-11,6.0
2023-08-12,15.0
2023-08-13,15.0
2023-08-14,6.0
2023-08-15,9.0
2023-08-16,9.0
2023-08-17,9.0
2023-08-18,6.0
2023-08-19,15.0
2023-08-20,18.0
2023-08-21,6.0
2023-08-22,9.0
2023-08-23,9.0
2023-08-24,6.0
2023-08-25,6.0
2023-08-26,12.0
2023-08-27,18.0
2023-08-28,6.0
2023-08-29,9.0
2023-08-30,9.0
2023-08-31,9.0
2023-09-01,6.0
2023-09-02,15.0
2023-09-03,21.0
2023-09-04,15.0
2023-09-05,6.0
2023-09-06,12.0
2023-09-07,9.0
2023-09-08,6.0
2023-09-09,15.0
2023-09-10,15.0
2023-09-11,3.0
2023-09-12,6.0
2023-09-13,9.0
2023-09-14,9.0
2023-09-15,9.0
2023-09-16,12.0
2023-09-17,12.0
2023-09-18,6.0
2023-09-19,9.0
2023-09-20,15.0
2023-09-21,6.0
2023-09-22,6.0
2023-09-23,18.0
2023-09-24,24.0
2023-09-25,6.0
2023-09-26,12.0
2023-09-27,12.0
2023-09-28,15.0
2023-09-29,15.0
2023-09-30,27.0
2023-10-01,45.0
2023-10-02,9.0
2023-10-03,27.0
2023-10-04,30.0
2023-10-05,15.0
2023-10-06,9.0
2023-10-07,54.0
2023-10-08,51.0
2023-10-09,21.0
2023-10-10,27.0
2023-10-11,54.0
2023-10-12,24.0
2023-10-13,15.0
2023-10-14,15.0
2023-10-15,36.0
2023-10-16,129.0
2023-10-17,51.0
2023-10-18,57.0
2023-10-19,141.0
2023-10-20,192.0
2023-10-21,96.0
2023-10-22,75.0
2023-10-23,210.0
2023-10-24,216.0
2023-10-25,27.0
2023-10-26,15.0
2023-10-27,48.0
2023-10-28,300.0
2023-10-29,183.0
2023-10-30,51.0
2023-10-31,147.0
2023-11-01,195.0
2023-11-02,198.0
2023-11-03,15.0
2023-11-04,9.0
2023-11-05,9.0
2023-11-06,3.0
2023-11-07,6.0
2023-11-08,9.0
2023-11-09,6.0
2023-11-10,6.0
2023-11-11,3.0
2023-11-12,6.0
2023-11-13,6.0
2023-11-14,3.0
2023-11-15,3.0
2023-11-16,3.0
2023-11-17,3.0
2023-11-18,3.0
2023-11-19,9.0
2023-11-20,3.0
2023-11-21,6.0
2023-11-22,3.0
2023-11-23,6.0
2023-11-24,6.0
2023-11-25,9.0
2023-11-26,3.0
2023-11-27,3.0
2023-11-28,6.0
2023-11-29,3.0
2023-11-30,6.0
2023-12-01,3.0
2023-12-02,6.0
2023-12-03,6.0
2023-12-04,3.0
2023-12-05,3.0
2023-12-06,6.0
2023-12-07,3.0
2023-12-08,3.0
2023-12-09,3.0
2023-12-10,6.0
2023-12-11,6.0
2023-12-12,3.0
2023-12-13,6.0
2023-12-14,3.0
2023-12-15,3.0
2023-12-16,6.0
2023-12-17,6.0
2023-12-18,3.0
2023-12-19,3.0
2023-12-20,3.0
2023-12-21,3.0
2023-12-22,3.5
2023-12-23,12.0
2023-12-24,8.5
2023-12-25,3.0
2023-12-26,2.5
2023-12-27,3.5
2023-12-28,6.5
2023-12-29,3.0
2023-12-30,6.0
2023-12-31,5.5
2024-01-01,3.0
2024-01-02,3.0
2024-01-03,6.0
2024-01-04,3.0
2024-01-05,5.5
2024-01-06,3.0
2024-01-07,6.0
2024-01-08,3.5
2024-01-09,5.5
2024-01-10,2.5
2024-01-11,3.0
2024-01-12,5.0
2024-01-13,6.0
2024-01-14,8.5
2024-01-15,3.0
2024-01-16,3.0
2024-01-17,5.5
2024-01-18,3.0
2024-01-19,3.5
2024-01-20,3.0
2024-01-21,5.0
2024-01-22,4.0
2024-01-23,3.0
2024-01-24,5.0
2024-01-25,2.0
2024-01-26,5.0
2024-01-27,8.0
2024-01-28,6.0
2024-01-29,3.0
2024-01-30,3.0
2024-01-31,2.0
2024-02-01,2.0
2024-02-02,2.0
2024-02-03,3.0
2024-02-04,2.0
2024-02-05,3.0
2024-02-06,5.0
2024-02-07,3.0
2024-02-08,6.0
2024-02-09,3.0
2024-02-10,5.0
2024-02-11,2.0
2024-02-12,3.0
2024-02-13,6.0
2024-02-14,3.0
2024-02-15,4.0
2024-02-16,6.0
2024-02-17,5.0
2024-02-18,35.0
2024-02-19,10.0
2024-02-20,4.0
2024-02-21,7.0
2024-02-22,4.0
2024-02-23,10.0
2024-02-24,11.0
2024-02-25,9.0
2024-02-26,6.0
2024-02-27,3.0
2024-02-28,5.0
2024-02-29,8.0
2024-03-01,4.0
2024-03-02,6.0
2024-03-03,9.0
2024-03-04,5.0
2024-03-05,8.0
2024-03-06,3.0
2024-03-07,3.0
2024-03-08,3.0
2024-03-09,6.0
2024-03-10,12.0
2024-03-11,7.0
2024-03-12,9.0
2024-03-13,5.0
2024-03-14,4.0
2024-03-15,5.0
2024-03-16,7.0
2024-03-17,12.0
2024-03-18,4.0
2024-03-19,5.0
2024-03-20,6.0
2024-03-21,6.0
2024-03-22,6.0
2024-03-23,6.0
2024-03-24,12.0
2024-03-25,4.0
2024-03-26,8.0
2024-03-27,9.0
2024-03-28,19.0
2024-03-29,36.0
2024-03-30,22.0
2024-03-31,34.0
2024-04-01,14.0
2024-04-02,17.0
2024-04-03,17.0
2024-04-04,20.0
2024-04-05,15.0
2024-04-06,35.0
2024-04-07,28.0
2024-04-08,17.0
2024-04-09,17.0
2024-04-10,18.0
2024-04-11,17.0
2024-04-12,12.0
2024-04-13,30.0
2024-04-14,16.0
2024-04-15,11.0
2024-04-16,15.0
2024-04-17,12.0
2024-04-18,12.0
2024-04-19,11.0
2024-04-20,17.0
2024-04-21,52.0
2024-04-22,16.0
2024-04-23,23.0
2024-04-24,32.0
2024-04-25,21.0
2024-04-26,22.0
2024-04-27,38.0
2024-04-28,34.0
2024-04-29,31.0
2024-04-30,11.0
2024-05-01,20.0
2024-05-02,25.0
2024-05-03,17.0
2024-05-04,19.0
2024-05-05,64.0
2024-05-06,19.0
2024-05-07,31.0
2024-05-08,64.0
2024-05-09,32.0
2024-05-10,54.0
2024-05-11,47.0
2024-05-12,63.0
2024-05-13,30.0
2024-05-14,60.0
2024-05-15,32.0
2024-05-16,43.0
2024-05-17,73.0
2024-05-18,30.0
2024-05-19,34.0
2024-05-20,15.0
2024-05-21,15.0
2024-05-22,28.0
2024-05-23,68.0
2024-05-24,25.0
2024-05-25,94.0
2024-05-26,100.0
2024-05-27,34.0
2024-05-28,33.0
2024-05-29,83.0
2024-05-30,31.0
2024-05-31,81.0
2024-06-01,46.0
2024-06-02,97.0
2024-06-03,12.0
2024-06-04,10.0
2024-06-05,11.0
2024-06-06,9.0
2024-06-07,10.0
2024-06-08,16.0
2024-06-09,17.0
2024-06-10,6.0
2024-06-11,5.0
2024-06-12,8.0
2024-06-13,7.0
2024-06-14,7.0
2024-06-15,12.0
2024-06-16,9.0
2024-06-17,7.0
2024-06-18,10.0
2024-06-19,11.0
2024-06-20,8.0
2024-06-21,7.0
2024-06-22,16.0
2024-06-23,14.0
2024-06-24,6.0
2024-06-25,8.0
2024-06-26,7.0
2024-06-27,5.0
2024-06-28,6.0
2024-06-29,8.0
2024-06-30,10.0
2024-07-01,8.0
2024-07-02,8.0
2024-07-03,10.0
2024-07-04,18.0
2024-07-05,7.0
2024-07-06,13.0
2024-07-07,10.0
2024-07-08,6.0
2024-07-09,7.0
2024-07-10,7.0
2024-07-11,7.0
2024-07-12,6.0
2024-07-13,11.0
2024-07-14,9.0
2024-07-15,6.0
2024-07-16,7.0
2024-07-17,6.0
2024-07-18,3.0
2024-07-19,6.0
2024-07-20,12.0
2024-07-21,14.0
2024-07-22,6.0
2024-07-23,11.0
2024-07-24,8.0
2024-07-25,13.0
2024-07-26,7.0
2024-07-27,11.0
2024-07-28,6.0
2024-07-29,4.0
2024-07-30,6.0
2024-07-31,6.0
2024-08-01,4.0
2024-08-02,5.0
2024-08-03,10.0
2024-08-04,13.0
2024-08-05,6.0
2024-08-06,10.0
2024-08-07,11.0
2024-08-08,4.0
2024-08-09,6.0
2024-08-10,10.0
2024-08-11,8.0
2024-08-12,4.0
2024-08-13,6.0
2024-08-14,6.0
2024-08-15,6.0
2024-08-16,9.0
2024-08-17,11.0
2024-08-18,12.0
2024-08-19,4.7
2024-08-20,5.9
2024-08-21,6.9
2024-08-22,4.0
2024-08-23,4.1
2024-08-24,6.9
2024-08-25,7.0
2024-08-26,3.2
2024-08-27,3.9000000000000004
2024-08-28,9.100000000000001
2024-08-29,7.1
2024-08-30,5.800000000000001
2024-08-31,8.100000000000001
2024-09-01,12.0
2024-09-02,5.800000000000001
2024-09-03,9.0
2024-09-04,8.0
2024-09-05,8.100000000000001
2024-09-06,6.9
2024-09-07,10.100000000000001
2024-09-08,10.100000000000001
2024-09-09,3.0
2024-09-10,4.0
2024-09-11,5.9
2024-09-12,4.1
2024-09-13,6.800000000000001
2024-09-14,8.0
2024-09-15,6.800000000000001
2024-09-16,3.0
2024-09-17,4.2
2024-09-18,6.6000000000000005
2024-09-19,7.0
2024-09-20,5.0
2024-09-21,8.200000000000001
2024-09-22,14.4
2024-09-23,3.6
2024-09-24,3.8000000000000003
2024-09-25,6.2
2024-09-26,7.800000000000001
2024-09-27,4.2
2024-09-28,5.0
2024-09-29,5.2
2024-09-30,3.0
2024-10-01,4.4
2024-10-02,3.8000000000000003
2024-10-03,2.2
2024-10-04,2.8000000000000003
2024-10-05,3.4000000000000004
2024-10-06,2.2
2024-10-07,1.8
2024-10-08,2.0
2024-10-09,5.800000000000001
2024-10-10,5.6000000000000005
2024-10-11,2.4000000000000004
2024-10-12,7.2
2024-10-13,7.6000000000000005
2024-10-14,5.4
2024-10-15,6.0
2024-10-16,2.2
2024-10-17,3.6
2024-10-18,5.2
2024-10-19,5.0
2024-10-20,4.6000000000000005
2024-10-21,2.0
2024-10-22,3.2
2024-10-23,4.0
2024-10-24,4.4
2024-10-25,3.4000000000000004
2024-10-26,5.800000000000001
2024-10-27,5.4
2024-10-28,2.8000000000000003
2024-10-29,3.2
2024-10-30,4.800000000000001
2024-10-31,2.4000000000000004
2024-11-01,5.6000000000000005
2024-11-02,5.0
2024-11-03,8.200000000000001
2024-11-04,1.4000000000000001
2024-11-05,2.2
2024-11-06,1.0
2024-11-07,3.4000000000000004
2024-11-08,4.4
2024-11-09,3.2
2024-11-10,5.4
2024-11-11,3.0
2024-11-12,3.6
2024-11-13,4.800000000000001
2024-11-14,3.2
2024-11-15,5.4
2024-11-16,2.2
2024-11-17,3.0
2024-11-18,3.6
2024-11-19,2.0
2024-11-20,3.6
2024-11-21,2.2
2024-11-22,3.2
2024-11-23,3.0
2024-11-24,4.6000000000000005
2024-11-25,3.0
2024-11-26,4.6000000000000005
2024-11-27,2.8000000000000003
2024-11-28,5.800000000000001
2024-11-29,5.2
2024-11-30,6.4
2024-12-01,3.4000000000000004
2024-12-02,3.6
2024-12-03,5.4
2024-12-04,1.8
2024-12-05,2.0
2024-12-06,4.2
2024-12-07,9.4
2024-12-08,6.2
2024-12-09,3.6
2024-12-10,5.6000000000000005
2024-12-11,2.8000000000000003
2024-12-12,4.6000000000000005
2024-12-13,2.8000000000000003
2024-12-14,7.0
2024-12-15,4.6000000000000005
2024-12-16,2.8000000000000003
2024-12-17,2.8000000000000003
2024-12-18,3.8000000000000003
2024-12-19,2.4000000000000004
2024-12-20,2.4000000000000004
2024-12-21,4.4
2024-12-22,5.800000000000001
2024-12-23,6.2
2024-12-24,2.4000000000000004
2024-12-25,2.4000000000000004
2024-12-26,1.8
2024-12-27,1.6
2024-12-28,3.0
2024-12-29,4.800000000000001
2024-12-30,2.4000000000000004
2024-12-31,4.6000000000000005
2025-01-01,2.8000000000000003
2025-01-02,4.6000000000000005
2025-01-03,6.0
2025-01-04,5.4
2025-01-05,5.2
2025-01-06,2.4000000000000004
2025-01-07,3.2
2025-01-08,5.4
2025-01-09,4.2
2025-01-10,6.4
2025-01-11,6.0
2025-01-12,5.6000000000000005
2025-01-13,2.2
2025-01-14,2.4000000000000004
2025-01-15,4.0
2025-01-16,2.2
2025-01-17,4.4
2025-01-18,4.4
2025-01-19,6.6000000000000005
2025-01-20,5.2
2025-01-21,3.4000000000000004
2025-01-22,5.6000000000000005
2025-01-23,3.6
2025-01-24,5.4
2025-01-25,2.4000000000000004
2025-01-26,8.200000000000001
2025-01-27,1.8
2025-01-28,3.8000000000000003
2025-01-29,5.800000000000001
2025-01-30,2.8000000000000003
2025-01-31,1.8
2025-02-01,6.2
2025-02-02,5.2
2025-02-03,3.6
2025-02-04,1.8
2025-02-05,3.6
2025-02-06,5.6000000000000005
2025-02-07,3.6
2025-02-08,7.0
2025-02-09,4.2
2025-02-10,2.2
2025-02-11,1.8
2025-02-12,1.4000000000000001
2025-02-13,1.8
2025-02-14,1.2000000000000002
2025-02-15,1.8
2025-02-16,2.8000000000000003
2025-02-17,1.8
2025-02-18,2.0
2025-02-19,1.6
2025-02-20,1.6
2025-02-21,3.0
2025-02-22,6.2
2025-02-23,8.6
2025-02-24,2.2
2025-02-25,4.4
2025-02-26,5.800000000000001
2025-02-27,2.6
2025-02-28,4.6000000000000005
2025-03-01,6.6000000000000005
2025-03-02,4.800000000000001
2025-03-03,5.2
2025-03-04,5.6000000000000005
2025-03-05,3.2
2025-03-06,7.4
2025-03-07,2.6
2025-03-08,5.800000000000001
2025-03-09,6.4
2025-03-10,3.2
2025-03-11,2.4000000000000004
2025-03-12,4.800000000000001
2025-03-13,4.2
2025-03-14,4.2
2025-03-15,4.6000000000000005
2025-03-16,7.2
2025-03-17,4.4
2025-03-18,5.0
2025-03-19,5.2
2025-03-20,4.4
2025-03-21,5.0
2025-03-22,7.2
2025-03-23,3.4000000000000004
2025-03-24,3.2
2025-03-25,5.800000000000001
2025-03-26,5.2
2025-03-27,20.0
2025-03-28,9.8
2025-03-29,15.8
2025-03-30,17.400000000000002
2025-03-31,6.4
2025-04-01,7.4
2025-04-02,9.200000000000001
2025-04-03,7.0
2025-04-04,6.0
2025-04-05,18.0
2025-04-06,13.600000000000001
2025-04-07,7.2
2025-04-08,8.200000000000001
2025-04-09,8.6
2025-04-10,7.6000000000000005
2025-04-11,5.4
2025-04-12,9.4
2025-04-13,8.8
2025-04-14,4.4
2025-04-15,5.982857142857143
2025-04-16,7.200000000000001
2025-04-17,9.837142857142858
2025-04-18,12.677142857142858
2025-04-19,13.994285714285715
2025-04-20,14.805714285714288
2025-04-21,4.4628571428571435
2025-04-22,3.6514285714285717
2025-04-23,5.780000000000001
2025-04-24,5.680000000000001
2025-04-25,5.577142857142858
2025-04-26,9.431428571428572
2025-04-27,7.200000000000001
2025-04-28,5.982857142857143
2025-04-29,6.5914285714285725
2025-04-30,8.01142857142857
2025-05-01,9.634285714285715
2025-05-02,5.780000000000001
2025-05-03,9.837142857142858
2025-05-04,11.560000000000002
2025-05-05,3.448571428571429
2025-05-06,3.6514285714285717
2025-05-07,5.477142857142858
2025-05-08,4.968571428571429
2025-05-09,5.171428571428572
