Time,flash_flood_warning
2025-01-29,0.0
2025-01-30,25.95121951219512
2025-01-31,8.195121951219512
2025-02-01,1.3658536585365852
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,2.7317073170731705
2025-02-07,1.3658536585365852
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,1.3658536585365852
2025-02-12,1.3658536585365852
2025-02-13,9.560975609756097
2025-02-14,12.292682926829267
2025-02-15,35.512195121951216
2025-02-16,50.536585365853654
2025-02-17,1.3658536585365852
2025-02-18,1.3658536585365852
2025-02-19,2.7317073170731705
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,6.829268292682926
2025-03-14,1.3658536585365852
2025-03-15,19.121951219512194
2025-03-16,10.926829268292682
2025-03-17,5.463414634146341
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,1.3658536585365852
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,4.097560975609756
2025-03-28,4.097560975609756
2025-03-29,4.097560975609756
2025-03-30,15.024390243902438
2025-03-31,2.7317073170731705
2025-04-01,1.3658536585365852
2025-04-02,1.3658536585365852
2025-04-03,30.048780487804876
2025-04-04,27.317073170731703
2025-04-05,62.82926829268292
2025-04-06,42.34146341463414
2025-04-07,2.7317073170731705
2025-04-08,1.3658536585365852
2025-04-09,1.3658536585365852
2025-04-10,1.3658536585365852
2025-04-11,1.3658536585365852
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,0.0
2025-04-16,0.0
2025-04-17,0.0
2025-04-18,4.258701013976432
2025-04-19,1.7878870923540695
2025-04-20,8.517402027952864
2025-04-21,10.988215949575226
2025-04-22,1.235406960811181
2025-04-23,12.223622910386407
2025-04-24,6.729514935598793
2025-04-25,3.023294053165251
2025-04-26,9.200328857221155
2025-04-27,1.235406960811181
2025-04-28,0.0
2025-04-29,1.7878870923540695
2025-04-30,41.48204987667854
2025-05-01,3.706220882433543
2025-05-02,4.258701013976432
2025-05-03,2.470813921622362
2025-05-04,4.258701013976432
2025-05-05,4.258701013976432
2025-05-06,35.43546177034804
2025-05-07,7.281995067141682
2025-05-08,2.470813921622362
2025-05-09,7.964921896409975
2025-05-10,2.470813921622362
2025-05-11,2.470813921622362
2025-05-12,1.7878870923540695
2025-05-13,8.517402027952864
2025-05-14,21.423951767607562
2025-05-15,4.4198410523431075
2025-05-16,8.839682104686215
2025-05-17,3.3148807892573307
2025-05-18,1.1049602630857769
2025-05-19,4.4198410523431075
2025-05-20,4.4198410523431075
2025-05-21,11.04960263085777
2025-05-22,1.1049602630857769
2025-05-23,0.0
2025-05-24,4.4198410523431075
2025-05-25,8.839682104686215
2025-05-26,8.839682104686215
2025-05-27,15.469443683200875
2025-05-28,6.629761578514661
2025-05-29,5.524801315428885
2025-05-30,12.154562893943545
2025-05-31,23.204165524801315
2025-06-01,2.2099205261715538
2025-06-02,2.2099205261715538
2025-06-03,17.67936420937243
2025-06-04,11.04960263085777
2025-06-05,3.3148807892573307
2025-06-06,14.3644834201151
2025-06-07,14.3644834201151
2025-06-08,4.4198410523431075
2025-06-09,6.629761578514661
2025-06-10,7.734721841600438
2025-06-11,4.4198410523431075
2025-06-12,16.574403946286655
2025-06-13,13.259523157029323
2025-06-14,25.41408605097287
2025-06-15,25.41408605097287
2025-06-16,13.259523157029323
2025-06-17,12.154562893943545
2025-06-18,20.99424499862976
2025-06-19,5.524801315428885
2025-06-20,2.2099205261715538
2025-06-21,1.1049602630857769
2025-06-22,4.4198410523431075
2025-06-23,1.1049602630857769
2025-06-24,8.839682104686215
2025-06-25,16.574403946286655
2025-06-26,9.944642367771992
2025-06-27,12.154562893943545
2025-06-28,11.04960263085777
2025-06-29,8.839682104686215
2025-06-30,9.944642367771992
2025-07-01,27.62400657714442
2025-07-02,6.629761578514661
2025-07-03,11.04960263085777
2025-07-04,9.944642367771992
2025-07-05,40.88352973417374
2025-07-06,23.204165524801315
2025-07-07,18.784324472458206
2025-07-08,27.62400657714442
2025-07-09,53.03809262811729
2025-07-10,44.19841052343108
2025-07-11,16.574403946286655
2025-07-12,32.04384762948753
2025-07-13,26.519046314058645
2025-07-14,110.49602630857768
2025-07-15,45.30337078651685
2025-07-16,22.09920526171554
2025-07-17,33.14880789257331
2025-07-18,17.67936420937243
2025-07-19,28.7289668402302
2025-07-20,14.3644834201151
2025-07-21,24.30912578788709
2025-07-22,6.629761578514661
2025-07-23,14.3644834201151
2025-07-24,6.629761578514661
2025-07-25,13.259523157029323
2025-07-26,4.4198410523431075
2025-07-27,9.944642367771992
2025-07-28,9.944642367771992
2025-07-29,3.3148807892573307
2025-07-30,12.154562893943545
2025-07-31,97.23650315154836
2025-08-01,24.30912578788709
2025-08-02,8.839682104686215
2025-08-03,6.629761578514661
2025-08-04,3.3148807892573307
2025-08-05,13.259523157029323
2025-08-06,15.469443683200875
2025-08-07,5.524801315428885
2025-08-08,4.4198410523431075
2025-08-09,1.1049602630857769
2025-08-10,15.469443683200875
2025-08-11,12.154562893943545
2025-08-12,23.204165524801315
2025-08-13,34.25376815565908
2025-08-14,11.04960263085777
2025-08-15,13.259523157029323
2025-08-16,8.839682104686215
2025-08-17,11.04960263085777
2025-08-18,11.04960263085777
2025-08-19,11.04960263085777
2025-08-20,4.4198410523431075
2025-08-21,7.734721841600438
2025-08-22,8.839682104686215
2025-08-23,6.629761578514661
2025-08-24,3.3148807892573307
2025-08-25,4.4198410523431075
2025-08-26,3.3148807892573307
2025-08-27,2.2099205261715538
2025-08-28,5.524801315428885
2025-08-29,4.4198410523431075
2025-08-30,20.99424499862976
2025-08-31,9.944642367771992
2025-09-01,15.469443683200875
2025-09-02,1.1049602630857769
2025-09-03,1.1049602630857769
2025-09-04,1.1049602630857769
2025-09-05,3.3148807892573307
2025-09-06,6.629761578514661
2025-09-07,3.3148807892573307
2025-09-08,1.1049602630857769
2025-09-09,1.1049602630857769
2025-09-10,2.2099205261715538
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,1.1049602630857769
2025-09-14,1.1049602630857769
2025-09-15,0.0
2025-09-16,5.524801315428885
2025-09-17,2.2099205261715538
2025-09-18,4.4198410523431075
2025-09-19,4.4198410523431075
2025-09-20,4.4198410523431075
2025-09-21,4.4198410523431075
2025-09-22,4.4198410523431075
2025-09-23,5.524801315428885
2025-09-24,5.524801315428885
2025-09-25,7.734721841600438
2025-09-26,13.259523157029323
2025-09-27,12.154562893943545
2025-09-28,4.4198410523431075
2025-09-29,1.1049602630857769
2025-09-30,0.0
2025-10-01,0.0
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,1.1049602630857769
2025-10-06,2.2099205261715538
2025-10-07,5.524801315428885
2025-10-08,0.0
2025-10-09,0.0
2025-10-10,3.3148807892573307
2025-10-11,2.2099205261715538
2025-10-12,15.469443683200875
2025-10-13,4.4198410523431075
2025-10-14,6.629761578514661
2025-10-15,1.1049602630857769
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,0.0
2025-10-21,0.0
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,2.2099205261715538
2025-10-25,2.2099205261715538
2025-10-26,3.3148807892573307
2025-10-27,6.629761578514661
2025-10-28,0.0
2025-10-29,0.0
2025-10-30,28.7289668402302
2025-10-31,2.2099205261715538
2025-11-01,1.1049602630857769
2025-11-02,1.1049602630857769
2025-11-03,0.0
2025-11-04,0.0
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,38.67360920800219
2025-11-16,2.2099205261715538
2025-11-17,1.1049602630857769
2025-11-18,2.2099205261715538
2025-11-19,0.0
2025-11-20,19.889284735543985
2025-11-21,13.259523157029323
2025-11-22,1.1049602630857769
2025-11-23,1.1049602630857769
2025-11-24,9.944642367771992
2025-11-25,2.2099205261715538
2025-11-26,2.2099205261715538
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,2.2099205261715538
2025-12-05,0.0
2025-12-06,0.0
2025-12-07,1.1049602630857769
2025-12-08,0.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.368320087695259
2025-12-12,0.0
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,6.445601534667032
2025-12-16,9.944642367771992
2025-12-17,0.9208002192381475
2025-12-18,0.368320087695259
2025-12-19,0.9208002192381475
2025-12-20,0.9208002192381475
2025-12-21,1.2891203069334063
2025-12-22,4.4198410523431075
2025-12-23,0.9208002192381475
2025-12-24,67.77089613592764
2025-12-25,29.09728692792546
2025-12-26,5.156481227733625
2025-12-27,2.2099205261715538
2025-12-28,2.2099205261715538
2025-12-29,0.9208002192381475
2025-12-30,1.2891203069334063
2025-12-31,1.2891203069334063
2026-01-01,13.075363113181695
2026-01-02,0.9208002192381475
2026-01-03,2.2099205261715538
2026-01-04,1.2891203069334063
2026-01-05,0.9208002192381475
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,0.0
2026-01-09,30.938887366401755
2026-01-10,8.839682104686215
2026-01-11,0.736640175390518
2026-01-12,0.736640175390518
2026-01-13,0.0
2026-01-14,0.736640175390518
2026-01-15,0.0
2026-01-16,0.0
2026-01-17,0.0
2026-01-18,0.0
2026-01-19,0.0
2026-01-20,0.0
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,0.736640175390518
2026-01-24,0.0
2026-01-25,0.0
2026-01-26,0.0
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,0.0
2026-02-05,0.0
2026-02-06,0.0
2026-02-07,0.0
2026-02-08,0.0
2026-02-09,0.0
2026-02-10,0.736640175390518
2026-02-11,0.0
2026-02-12,0.0
2026-02-13,0.0
2026-02-14,6.629761578514661
2026-02-15,0.736640175390518
2026-02-16,57.4579336804604
2026-02-17,7.36640175390518
2026-02-18,1.473280350781036
2026-02-19,0.736640175390518
2026-02-20,5.893121403124144
2026-02-21,8.839682104686215
2026-02-22,1.473280350781036
2026-02-23,0.736640175390518
2026-02-24,0.736640175390518
2026-02-25,0.736640175390518
2026-02-26,0.0
2026-02-27,5.893121403124144
2026-02-28,0.736640175390518
2026-03-01,0.0
2026-03-02,0.0
2026-03-03,0.0
2026-03-04,6.629761578514661
2026-03-05,15.469443683200877
2026-03-06,2.946560701562072
2026-03-07,23.572485612496575
2026-03-08,8.103041929295697
2026-03-09,1.473280350781036
2026-03-10,3.68320087695259
2026-03-11,66.29761578514662
2026-03-12,11.786242806248287
2026-03-13,3.68320087695259
2026-03-14,10.312962455467252
2026-03-15,4.4198410523431075
2026-03-16,3.68320087695259
2026-03-17,1.473280350781036
2026-03-18,0.0
2026-03-19,0.736640175390518
2026-03-20,8.103041929295697
2026-03-21,8.103041929295697
2026-03-22,2.2099205261715538
2026-03-23,5.893121403124144
2026-03-24,4.4198410523431075
2026-03-25,0.736640175390518
2026-03-26,0.736640175390518
2026-03-27,5.156481227733626
2026-03-28,0.736640175390518
2026-03-29,0.736640175390518
2026-03-30,0.736640175390518
2026-03-31,3.68320087695259
2026-04-01,17.67936420937243
2026-04-02,5.893121403124144
2026-04-03,5.156481227733626
2026-04-04,14.73280350781036
2026-04-05,2.2099205261715538
2026-04-06,0.736640175390518
2026-04-07,0.736640175390518
2026-04-08,0.736640175390518
2026-04-09,0.0
2026-04-10,2.2099205261715538
2026-04-11,2.2099205261715538
2026-04-12,2.2099205261715538
2026-04-13,1.473280350781036
2026-04-14,13.996163332419842
2026-04-15,28.7289668402302
2026-04-16,19.889284735543985
2026-04-17,11.786242806248287
2026-04-18,22.835845437106055
2026-04-19,2.2099205261715538
2026-04-20,13.259523157029323
2026-04-21,7.36640175390518
2026-04-22,1.473280350781036
2026-04-23,0.736640175390518
2026-04-24,3.68320087695259
2026-04-25,1.473280350781036
2026-04-26,19.152644560153465
2026-04-27,22.835845437106055
2026-04-28,22.09920526171554
2026-04-29,9.576322280076733
2026-04-30,3.68320087695259
2026-05-01,27.992326664839684
2026-05-02,2.946560701562072
2026-05-03,1.473280350781036
2026-05-04,0.736640175390518
2026-05-05,0.736640175390518
2026-05-06,5.893121403124144
2026-05-07,5.156481227733626
2026-05-08,11.04960263085777
2026-05-09,6.629761578514661
2026-05-10,5.156481227733626
2026-05-11,5.156481227733626
2026-05-12,2.2099205261715538
2026-05-13,0.736640175390518
2026-05-14,0.736640175390518
2026-05-15,5.156481227733626
2026-05-16,6.629761578514661
2026-05-17,1.473280350781036
2026-05-18,11.786242806248287
2026-05-19,44.19841052343108
2026-05-20,28.7289668402302
2026-05-21,11.786242806248287
2026-05-22,11.04960263085777
2026-05-23,39.04192929569745
2026-05-24,35.35872841874486
2026-05-25,30.938887366401755
2026-05-26,16.206083858591395
2026-05-27,46.40833104960263
2026-05-28,13.996163332419842
2026-05-29,7.36640175390518
2026-05-30,5.156481227733626
2026-05-31,3.68320087695259
