Time,president
2022-05-05,48.0
2022-05-06,44.0
2022-05-07,31.0
2022-05-08,31.0
2022-05-09,51.0
2022-05-10,51.0
2022-05-11,52.0
2022-05-12,42.0
2022-05-13,40.0
2022-05-14,26.0
2022-05-15,29.0
2022-05-16,39.0
2022-05-17,39.0
2022-05-18,38.0
2022-05-19,38.0
2022-05-20,37.0
2022-05-21,27.0
2022-05-22,24.0
2022-05-23,37.0
2022-05-24,39.0
2022-05-25,43.0
2022-05-26,33.0
2022-05-27,28.0
2022-05-28,22.0
2022-05-29,24.0
2022-05-30,25.0
2022-05-31,33.0
2022-06-01,31.0
2022-06-02,35.0
2022-06-03,28.0
2022-06-04,22.0
2022-06-05,24.0
2022-06-06,30.0
2022-06-07,29.0
2022-06-08,30.0
2022-06-09,34.0
2022-06-10,32.0
2022-06-11,25.0
2022-06-12,27.0
2022-06-13,30.0
2022-06-14,29.0
2022-06-15,29.0
2022-06-16,30.0
2022-06-17,27.0
2022-06-18,28.0
2022-06-19,29.0
2022-06-20,30.0
2022-06-21,27.0
2022-06-22,26.0
2022-06-23,26.0
2022-06-24,34.0
2022-06-25,31.0
2022-06-26,29.0
2022-06-27,27.0
2022-06-28,29.0
2022-06-29,30.0
2022-06-30,29.0
2022-07-01,28.0
2022-07-02,24.0
2022-07-03,26.0
2022-07-04,27.0
2022-07-05,27.0
2022-07-06,25.0
2022-07-07,27.0
2022-07-08,33.0
2022-07-09,30.0
2022-07-10,28.0
2022-07-11,28.0
2022-07-12,27.0
2022-07-13,29.0
2022-07-14,28.0
2022-07-15,29.0
2022-07-16,26.0
2022-07-17,27.0
2022-07-18,24.0
2022-07-19,25.0
2022-07-20,25.0
2022-07-21,41.0
2022-07-22,34.0
2022-07-23,28.0
2022-07-24,27.0
2022-07-25,26.0
2022-07-26,25.0
2022-07-27,25.0
2022-07-28,26.0
2022-07-29,25.0
2022-07-30,24.0
2022-07-31,26.0
2022-08-01,26.0
2022-08-02,26.0
2022-08-03,24.0
2022-08-04,25.0
2022-08-05,25.0
2022-08-06,23.0
2022-08-07,26.0
2022-08-08,25.0
2022-08-09,35.0
2022-08-10,31.0
2022-08-11,30.0
2022-08-12,31.0
2022-08-13,25.0
2022-08-14,25.0
2022-08-15,26.0
2022-08-16,27.0
2022-08-17,28.0
2022-08-18,27.0
2022-08-19,24.0
2022-08-20,21.0
2022-08-21,23.0
2022-08-22,23.0
2022-08-23,28.0
2022-08-24,32.0
2022-08-25,32.0
2022-08-26,31.0
2022-08-27,23.0
2022-08-28,24.0
2022-08-29,26.958333333333332
2022-08-30,29.020833333333332
2022-08-31,30.229166666666664
2022-09-01,31.083333333333332
2022-09-02,38.125
2022-09-03,24.041666666666664
2022-09-04,25.75
2022-09-05,25.75
2022-09-06,29.375
2022-09-07,31.083333333333332
2022-09-08,36.0625
2022-09-09,34.854166666666664
2022-09-10,24.041666666666664
2022-09-11,28.666666666666664
2022-09-12,34.854166666666664
2022-09-13,33.14583333333333
2022-09-14,33.64583333333333
2022-09-15,34.0
2022-09-16,34.0
2022-09-17,23.1875
2022-09-18,25.75
2022-09-19,38.979166666666664
2022-09-20,38.125
2022-09-21,37.77083333333333
2022-09-22,38.979166666666664
2022-09-23,37.77083333333333
2022-09-24,29.875
2022-09-25,34.0
2022-09-26,32.791666666666664
2022-09-27,32.791666666666664
2022-09-28,33.291666666666664
2022-09-29,32.58333333333333
2022-09-30,31.874999999999996
2022-10-01,26.208333333333332
2022-10-02,31.874999999999996
2022-10-03,35.416666666666664
2022-10-04,32.58333333333333
2022-10-05,33.291666666666664
2022-10-06,37.541666666666664
2022-10-07,35.416666666666664
2022-10-08,22.666666666666664
2022-10-09,25.499999999999996
2022-10-10,31.874999999999996
2022-10-11,33.291666666666664
2022-10-12,31.874999999999996
2022-10-13,38.95833333333333
2022-10-14,34.0
2022-10-15,23.374999999999996
2022-10-16,24.083333333333332
2022-10-17,35.416666666666664
2022-10-18,34.0
2022-10-19,35.416666666666664
2022-10-20,37.541666666666664
2022-10-21,33.291666666666664
2022-10-22,24.791666666666664
2022-10-23,26.916666666666664
2022-10-24,36.12499999999999
2022-10-25,36.83333333333333
2022-10-26,39.666666666666664
2022-10-27,36.12499999999999
2022-10-28,34.0
2022-10-29,21.958333333333332
2022-10-30,26.208333333333332
2022-10-31,37.541666666666664
2022-11-01,35.416666666666664
2022-11-02,41.08333333333333
2022-11-03,42.49999999999999
2022-11-04,41.08333333333333
2022-11-05,26.208333333333332
2022-11-06,26.916666666666664
2022-11-07,41.08333333333333
2022-11-08,48.166666666666664
2022-11-09,53.83333333333333
2022-11-10,42.49999999999999
2022-11-11,34.0
2022-11-12,23.374999999999996
2022-11-13,28.33333333333333
2022-11-14,41.08333333333333
2022-11-15,46.74999999999999
2022-11-16,70.12499999999999
2022-11-17,51.70833333333333
2022-11-18,41.08333333333333
2022-11-19,29.041666666666664
2022-11-20,30.45833333333333
2022-11-21,33.291666666666664
2022-11-22,32.58333333333333
2022-11-23,25.499999999999996
2022-11-24,25.499999999999996
2022-11-25,24.083333333333332
2022-11-26,19.124999999999996
2022-11-27,21.958333333333332
2022-11-28,31.166666666666664
2022-11-29,37.541666666666664
2022-11-30,36.12499999999999
2022-12-01,39.666666666666664
2022-12-02,37.541666666666664
2022-12-03,24.083333333333332
2022-12-04,24.791666666666664
2022-12-05,43.20833333333333
2022-12-06,36.12499999999999
2022-12-07,42.49999999999999
2022-12-08,47.45833333333333
2022-12-09,38.95833333333333
2022-12-10,21.958333333333332
2022-12-11,23.374999999999996
2022-12-12,36.83333333333333
2022-12-13,37.541666666666664
2022-12-14,36.12499999999999
2022-12-15,38.24999999999999
2022-12-16,36.12499999999999
2022-12-17,20.541666666666664
2022-12-18,41.791666666666664
2022-12-19,31.874999999999996
2022-12-20,27.624999999999996
2022-12-21,26.916666666666664
2022-12-22,28.33333333333333
2022-12-23,19.833333333333332
2022-12-24,17.0
2022-12-25,20.541666666666664
2022-12-26,19.124999999999996
2022-12-27,19.124999999999996
2022-12-28,19.833333333333332
2022-12-29,20.541666666666664
2022-12-30,21.249999999999996
2022-12-31,19.124999999999996
2023-01-01,19.833333333333332
2023-01-02,21.249999999999996
2023-01-03,25.499999999999996
2023-01-04,32.58333333333333
2023-01-05,32.58333333333333
2023-01-06,33.291666666666664
2023-01-07,22.666666666666664
2023-01-08,26.208333333333332
2023-01-09,34.70833333333333
2023-01-10,34.70833333333333
2023-01-11,36.83333333333333
2023-01-12,36.83333333333333
2023-01-13,34.70833333333333
2023-01-14,23.374999999999996
2023-01-15,24.083333333333332
2023-01-16,24.083333333333332
2023-01-17,34.70833333333333
2023-01-18,36.12499999999999
2023-01-19,38.24999999999999
2023-01-20,38.95833333333333
2023-01-21,25.499999999999996
2023-01-22,27.624999999999996
2023-01-23,36.83333333333333
2023-01-24,36.12499999999999
2023-01-25,33.291666666666664
2023-01-26,38.24999999999999
2023-01-27,34.70833333333333
2023-01-28,21.249999999999996
2023-01-29,23.374999999999996
2023-01-30,34.70833333333333
2023-01-31,36.83333333333333
2023-02-01,36.12499999999999
2023-02-02,37.541666666666664
2023-02-03,36.83333333333333
2023-02-04,24.083333333333332
2023-02-05,26.916666666666664
2023-02-06,37.541666666666664
2023-02-07,45.33333333333333
2023-02-08,60.91666666666666
2023-02-09,45.33333333333333
2023-02-10,40.37499999999999
2023-02-11,26.208333333333332
2023-02-12,30.45833333333333
2023-02-13,42.49999999999999
2023-02-14,40.37499999999999
2023-02-15,45.33333333333333
2023-02-16,46.74999999999999
2023-02-17,44.62499999999999
2023-02-18,36.12499999999999
2023-02-19,48.87499999999999
2023-02-20,70.83333333333333
2023-02-21,65.875
2023-02-22,53.83333333333333
2023-02-23,48.166666666666664
2023-02-24,44.62499999999999
2023-02-25,33.291666666666664
2023-02-26,35.416666666666664
2023-02-27,49.58333333333333
2023-02-28,46.041666666666664
2023-03-01,46.041666666666664
2023-03-02,41.791666666666664
2023-03-03,36.83333333333333
2023-03-04,26.208333333333332
2023-03-05,27.624999999999996
2023-03-06,41.08333333333333
2023-03-07,38.95833333333333
2023-03-08,42.49999999999999
2023-03-09,41.08333333333333
2023-03-10,39.666666666666664
2023-03-11,25.499999999999996
2023-03-12,27.624999999999996
2023-03-13,36.12499999999999
2023-03-14,37.541666666666664
2023-03-15,38.24999999999999
2023-03-16,36.83333333333333
2023-03-17,34.0
2023-03-18,31.874999999999996
2023-03-19,32.58333333333333
2023-03-20,40.37499999999999
2023-03-21,43.916666666666664
2023-03-22,40.37499999999999
2023-03-23,41.08333333333333
2023-03-24,37.541666666666664
2023-03-25,25.499999999999996
2023-03-26,28.33333333333333
2023-03-27,38.95833333333333
2023-03-28,41.08333333333333
2023-03-29,43.916666666666664
2023-03-30,53.12499999999999
2023-03-31,53.83333333333333
2023-04-01,38.24999999999999
2023-04-02,32.58333333333333
2023-04-03,42.49999999999999
2023-04-04,57.37499999999999
2023-04-05,51.70833333333333
2023-04-06,46.74999999999999
2023-04-07,32.58333333333333
2023-04-08,26.916666666666664
2023-04-09,27.624999999999996
2023-04-10,35.416666666666664
2023-04-11,43.916666666666664
2023-04-12,43.916666666666664
2023-04-13,40.37499999999999
2023-04-14,40.37499999999999
2023-04-15,24.083333333333332
2023-04-16,26.208333333333332
2023-04-17,36.12499999999999
2023-04-18,37.541666666666664
2023-04-19,48.166666666666664
2023-04-20,43.20833333333333
2023-04-21,40.37499999999999
2023-04-22,26.208333333333332
2023-04-23,26.916666666666664
2023-04-24,43.916666666666664
2023-04-25,55.95833333333333
2023-04-26,54.51601207275007
2023-04-27,52.35269677014738
2023-04-28,47.396695672624645
2023-04-29,30.64058090310442
2023-04-30,30.64058090310442
2023-05-01,42.71589840075258
2023-05-02,40.27737927249922
2023-05-03,39.648008780181875
2023-05-04,41.811324082784566
2023-05-05,40.55258309814989
2023-05-06,25.409375979931013
2023-05-07,25.409375979931013
2023-05-08,40.27737927249922
2023-05-09,41.18195359046723
2023-05-10,43.34526889306993
2023-05-11,43.07006506741925
2023-05-12,39.01863828786453
2023-05-13,24.78000548761367
2023-05-14,25.409375979931013
2023-05-15,41.811324082784566
2023-05-16,41.18195359046723
2023-05-17,38.743434462213855
2023-05-18,38.38926779554719
2023-05-19,38.38926779554719
2023-05-20,23.87543116964566
2023-05-21,26.313950297899027
2023-05-22,37.48469347757918
2023-05-23,37.75989730322985
2023-05-24,37.48469347757918
2023-05-25,39.648008780181875
2023-05-26,29.722013170272813
2023-05-27,23.66752900595798
2023-05-28,26.96997491376607
2023-05-29,31.37323612417686
2023-05-30,32.47405142677955
2023-05-31,30.82282847287551
2023-06-01,35.2260896832863
2023-06-02,37.42772028849169
2023-06-03,30.82282847287551
2023-06-04,30.82282847287551
2023-06-05,33.57486672938225
2023-06-06,32.47405142677955
2023-06-07,35.776497334587646
2023-06-08,33.57486672938225
2023-06-09,39.07894324239574
2023-06-10,27.52038256506742
2023-06-11,28.070790216368767
2023-06-12,29.171605518971464
2023-06-13,34.1252743806836
2023-06-14,33.0244590780809
2023-06-15,29.171605518971464
2023-06-16,27.52038256506742
2023-06-17,24.21793665725933
2023-06-18,27.52038256506742
2023-06-19,30.82282847287551
2023-06-20,29.722013170272813
2023-06-21,25.318751959862027
2023-06-22,24.21793665725933
2023-06-23,25.869159611163376
2023-06-24,28.621197867670116
2023-06-25,24.76834430856068
2023-06-26,28.621197867670116
2023-06-27,31.37323612417686
2023-06-28,25.869159611163376
2023-06-29,25.318751959862027
2023-06-30,25.318751959862027
2023-07-01,23.66752900595798
2023-07-02,26.419567262464724
2023-07-03,23.66752900595798
2023-07-04,27.52038256506742
2023-07-05,25.869159611163376
2023-07-06,23.117121354656632
2023-07-07,23.117121354656632
2023-07-08,25.318751959862027
2023-07-09,28.070790216368767
2023-07-10,24.76834430856068
2023-07-11,22.566713703355283
2023-07-12,24.76834430856068
2023-07-13,24.76834430856068
2023-07-14,24.76834430856068
2023-07-15,21.465898400752586
2023-07-16,21.465898400752586
2023-07-17,22.566713703355283
2023-07-18,22.016306052053935
2023-07-19,26.96997491376607
2023-07-20,26.96997491376607
2023-07-21,26.96997491376607
2023-07-22,22.566713703355283
2023-07-23,23.66752900595798
2023-07-24,23.117121354656632
2023-07-25,22.566713703355283
2023-07-26,26.96997491376607
2023-07-27,24.21793665725933
2023-07-28,23.66752900595798
2023-07-29,22.016306052053935
2023-07-30,23.66752900595798
2023-07-31,24.76834430856068
2023-08-01,24.76834430856068
2023-08-02,26.96997491376607
2023-08-03,30.272420821574162
2023-08-04,29.171605518971464
2023-08-05,23.117121354656632
2023-08-06,22.566713703355283
2023-08-07,23.117121354656632
2023-08-08,23.66752900595798
2023-08-09,24.21793665725933
2023-08-10,26.96997491376607
2023-08-11,25.318751959862027
2023-08-12,21.465898400752586
2023-08-13,22.566713703355283
2023-08-14,24.76834430856068
2023-08-15,31.923643775478208
2023-08-16,29.171605518971464
2023-08-17,27.52038256506742
2023-08-18,26.419567262464724
2023-08-19,22.016306052053935
2023-08-20,23.66752900595798
2023-08-21,31.37323612417686
2023-08-22,33.57486672938225
2023-08-23,33.57486672938225
2023-08-24,46.234242709313264
2023-08-25,41.280573847601126
2023-08-26,27.52038256506742
2023-08-27,26.96997491376607
2023-08-28,31.37323612417686
2023-08-29,30.82282847287551
2023-08-30,30.272420821574162
2023-08-31,30.272420821574162
2023-09-01,28.070790216368767
2023-09-02,22.566713703355283
2023-09-03,24.21793665725933
2023-09-04,24.76834430856068
2023-09-05,29.722013170272813
2023-09-06,31.923643775478208
2023-09-07,33.57486672938225
2023-09-08,31.923643775478208
2023-09-09,22.566713703355283
2023-09-10,25.318751959862027
2023-09-11,36.326904985888994
2023-09-12,35.776497334587646
2023-09-13,36.326904985888994
2023-09-14,36.326904985888994
2023-09-15,34.1252743806836
2023-09-16,23.117121354656632
2023-09-17,24.21793665725933
2023-09-18,36.87731263719034
2023-09-19,40.179758544998435
2023-09-20,41.280573847601126
2023-09-21,40.179758544998435
2023-09-22,34.1252743806836
2023-09-23,21.465898400752586
2023-09-24,24.21793665725933
2023-09-25,32.47405142677955
2023-09-26,37.42772028849169
2023-09-27,36.87731263719034
2023-09-28,42.38138915020382
2023-09-29,36.87731263719034
2023-09-30,26.419567262464724
2023-10-01,28.070790216368767
2023-10-02,36.326904985888994
2023-10-03,36.326904985888994
2023-10-04,37.97812793979304
2023-10-05,35.2260896832863
2023-10-06,32.47405142677955
2023-10-07,25.869159611163376
2023-10-08,23.66752900595798
2023-10-09,32.47405142677955
2023-10-10,38.52853559109439
2023-10-11,36.326904985888994
2023-10-12,39.07894324239574
2023-10-13,35.776497334587646
2023-10-14,23.66752900595798
2023-10-15,25.318751959862027
2023-10-16,35.776497334587646
2023-10-17,37.97812793979304
2023-10-18,39.62935089369709
2023-10-19,43.48220445280652
2023-10-20,41.830981498902474
2023-10-21,25.318751959862027
2023-10-22,28.070790216368767
2023-10-23,39.07894324239574
2023-10-24,39.07894324239574
2023-10-25,37.42772028849169
2023-10-26,38.52853559109439
2023-10-27,35.776497334587646
2023-10-28,25.318751959862027
2023-10-29,25.869159611163376
2023-10-30,39.07894324239574
2023-10-31,37.97812793979304
2023-11-01,37.42772028849169
2023-11-02,39.07894324239574
2023-11-03,36.87731263719034
2023-11-04,22.566713703355283
2023-11-05,25.869159611163376
2023-11-06,44.58301975540922
2023-11-07,46.78465036061461
2023-11-08,45.683835058011915
2023-11-09,47.88546566321731
2023-11-10,36.326904985888994
2023-11-11,26.419567262464724
2023-11-12,28.070790216368767
2023-11-13,46.78465036061461
2023-11-14,41.830981498902474
2023-11-15,45.13342740671057
2023-11-16,46.78465036061461
2023-11-17,41.830981498902474
2023-11-18,29.171605518971464
2023-11-19,36.326904985888994
2023-11-20,55.04076513013484
2023-11-21,41.280573847601126
2023-11-22,33.0244590780809
2023-11-23,31.37323612417686
2023-11-24,24.21793665725933
2023-11-25,26.419567262464724
2023-11-26,27.52038256506742
2023-11-27,37.97812793979304
2023-11-28,46.78465036061461
2023-11-29,52.2887268736281
2023-11-30,45.13342740671057
2023-12-01,39.62935089369709
2023-12-02,24.21793665725933
2023-12-03,24.21793665725933
2023-12-04,37.42772028849169
2023-12-05,42.93179680150517
2023-12-06,42.93179680150517
2023-12-07,51.1879115710254
2023-12-08,53.93994982753214
2023-12-09,37.42772028849169
2023-12-10,40.730166196299784
2023-12-11,52.2887268736281
2023-12-12,50.637503919724054
2023-12-13,46.234242709313264
2023-12-14,45.13342740671057
2023-12-15,39.07894324239574
2023-12-16,25.869159611163376
2023-12-17,24.21793665725933
2023-12-18,33.57486672938225
2023-12-19,34.67568203198495
2023-12-20,40.179758544998435
2023-12-21,35.776497334587646
2023-12-22,29.23101851656549
2023-12-23,23.5499371086428
2023-12-24,19.946018720461453
2023-12-25,21.472774088901453
2023-12-26,17.593651875069433
2023-12-27,21.472774088901453
2023-12-28,21.472774088901453
2023-12-29,25.0766924770828
2023-12-30,23.274733282992123
2023-12-31,22.0231817402028
2024-01-01,23.825140934293472
2024-01-02,33.93575220734954
2024-01-03,42.945548177802905
2024-01-04,37.539670595530886
2024-01-05,37.81487442118156
2024-01-06,25.90230395403482
2024-01-07,25.351896302733472
2024-01-08,34.91209992448819
2024-01-09,37.264466769880215
2024-01-10,39.066425963970886
2024-01-11,42.945548177802905
2024-01-12,39.616833615272235
2024-01-13,27.153855496824143
2024-01-14,27.153855496824143
2024-01-15,31.03297771065617
2024-01-16,47.37507804293627
2024-01-17,43.220752003453576
2024-01-18,41.693996635013576
2024-01-19,40.86838515806156
2024-01-20,29.78142616786684
2024-01-21,31.243126948436824
2024-01-22,48.81738585693254
2024-01-23,48.81738585693254
2024-01-24,56.62816759404174
2024-01-25,44.911994988377934
2024-01-26,41.00660411982333
2024-01-27,33.19582238271413
2024-01-28,31.243126948436824
2024-01-29,39.053908685546034
2024-01-30,44.911994988377934
2024-01-31,42.95929955410063
2024-02-01,42.95929955410063
2024-02-02,37.10121325126873
2024-02-03,27.33773607988222
2024-02-04,29.290431514159522
2024-02-05,44.911994988377934
2024-02-06,44.911994988377934
2024-02-07,48.81738585693254
2024-02-08,50.77008129120984
2024-02-09,58.580863028319044
2024-02-10,35.14851781699143
2024-02-11,39.053908685546034
2024-02-12,60.533558462596346
2024-02-13,46.86469042265524
2024-02-14,41.00660411982333
2024-02-15,46.86469042265524
2024-02-16,48.81738585693254
2024-02-17,31.243126948436824
2024-02-18,37.10121325126873
2024-02-19,64.43894933115095
2024-02-20,54.67547215976444
2024-02-21,50.77008129120984
2024-02-22,50.77008129120984
2024-02-23,44.911994988377934
2024-02-24,29.290431514159522
2024-02-25,35.14851781699143
2024-02-26,48.81738585693254
2024-02-27,46.86469042265524
2024-02-28,46.86469042265524
2024-02-29,48.81738585693254
2024-03-01,42.95929955410063
2024-03-02,27.33773607988222
2024-03-03,29.290431514159522
2024-03-04,48.81738585693254
2024-03-05,52.722776725487144
2024-03-06,60.533558462596346
2024-03-07,50.77008129120984
2024-03-08,66.39164476542825
2024-03-09,31.243126948436824
2024-03-10,29.290431514159522
2024-03-11,41.00660411982333
2024-03-12,39.053908685546034
2024-03-13,44.911994988377934
2024-03-14,42.95929955410063
2024-03-15,35.14851781699143
2024-03-16,25.38504064560492
2024-03-17,27.33773607988222
2024-03-18,41.00660411982333
2024-03-19,41.00660411982333
2024-03-20,42.95929955410063
2024-03-21,41.00660411982333
2024-03-22,37.10121325126873
2024-03-23,25.38504064560492
2024-03-24,27.33773607988222
2024-03-25,37.10121325126873
2024-03-26,41.00660411982333
2024-03-27,42.95929955410063
2024-03-28,41.00660411982333
2024-03-29,31.243126948436824
2024-03-30,25.38504064560492
2024-03-31,33.19582238271413
2024-04-01,35.14851781699143
2024-04-02,37.10121325126873
2024-04-03,37.10121325126873
2024-04-04,37.10121325126873
2024-04-05,35.14851781699143
2024-04-06,23.43234521132762
2024-04-07,27.33773607988222
2024-04-08,33.19582238271413
2024-04-09,37.10121325126873
2024-04-10,37.10121325126873
2024-04-11,39.053908685546034
2024-04-12,41.00660411982333
2024-04-13,23.43234521132762
2024-04-14,27.33773607988222
2024-04-15,42.95929955410063
2024-04-16,41.00660411982333
2024-04-17,42.95929955410063
2024-04-18,44.911994988377934
2024-04-19,41.00660411982333
2024-04-20,23.43234521132762
2024-04-21,27.33773607988222
2024-04-22,42.95929955410063
2024-04-23,42.95929955410063
2024-04-24,42.95929955410063
2024-04-25,46.86469042265524
2024-04-26,39.053908685546034
2024-04-27,25.38504064560492
2024-04-28,27.33773607988222
2024-04-29,42.95929955410063
2024-04-30,42.95929955410063
2024-05-01,44.911994988377934
2024-05-02,42.95929955410063
2024-05-03,39.053908685546034
2024-05-04,23.43234521132762
2024-05-05,27.33773607988222
2024-05-06,42.95929955410063
2024-05-07,41.00660411982333
2024-05-08,41.00660411982333
2024-05-09,42.95929955410063
2024-05-10,41.00660411982333
2024-05-11,25.38504064560492
2024-05-12,23.43234521132762
2024-05-13,39.053908685546034
2024-05-14,37.10121325126873
2024-05-15,41.00660411982333
2024-05-16,41.00660411982333
2024-05-17,35.14851781699143
2024-05-18,21.479649777050316
2024-05-19,97.63477171386508
2024-05-20,144.49946213652032
2024-05-21,56.62816759404174
2024-05-22,42.95929955410063
2024-05-23,37.10121325126873
2024-05-24,33.19582238271413
2024-05-25,23.43234521132762
2024-05-26,23.43234521132762
2024-05-27,31.243126948436824
2024-05-28,31.243126948436824
2024-05-29,35.14851781699143
2024-05-30,113.25633518808348
2024-05-31,101.54016258241968
2024-06-01,42.95929955410063
2024-06-02,42.95929955410063
2024-06-03,70.29703563398286
2024-06-04,46.86469042265524
2024-06-05,42.95929955410063
2024-06-06,39.053908685546034
2024-06-07,35.14851781699143
2024-06-08,29.290431514159522
2024-06-09,29.290431514159522
2024-06-10,31.243126948436824
2024-06-11,33.19582238271413
2024-06-12,33.19582238271413
2024-06-13,29.290431514159522
2024-06-14,29.290431514159522
2024-06-15,25.38504064560492
2024-06-16,27.33773607988222
2024-06-17,27.33773607988222
2024-06-18,29.290431514159522
2024-06-19,23.43234521132762
2024-06-20,31.243126948436824
2024-06-21,27.33773607988222
2024-06-22,25.38504064560492
2024-06-23,27.33773607988222
2024-06-24,27.33773607988222
2024-06-25,27.33773607988222
2024-06-26,29.290431514159522
2024-06-27,39.053908685546034
2024-06-28,177.69528451923443
2024-06-29,60.533558462596346
2024-06-30,48.81738585693254
2024-07-01,46.86469042265524
2024-07-02,46.86469042265524
2024-07-03,46.86469042265524
2024-07-04,48.81738585693254
2024-07-05,48.81738585693254
2024-07-06,48.81738585693254
2024-07-07,42.95929955410063
2024-07-08,39.053908685546034
2024-07-09,37.10121325126873
2024-07-10,39.053908685546034
2024-07-11,54.67547215976444
2024-07-12,66.39164476542825
2024-07-13,95.68207627958778
2024-07-14,158.1683301764614
2024-07-15,103.49285801669699
2024-07-16,80.06051280536936
2024-07-17,66.39164476542825
2024-07-18,78.10781737109207
2024-07-19,83.96590367392396
2024-07-20,50.77008129120984
2024-07-21,195.26954342773016
2024-07-22,164.02641647929332
2024-07-23,113.25633518808348
2024-07-24,87.87129454247857
2024-07-25,83.96590367392396
2024-07-26,64.43894933115095
2024-07-27,52.722776725487144
2024-07-28,48.81738585693254
2024-07-29,82.01320823964666
2024-07-30,62.48625389687365
2024-07-31,52.722776725487144
2024-08-01,50.77008129120984
2024-08-02,44.911994988377934
2024-08-03,41.00660411982333
2024-08-04,39.053908685546034
2024-08-05,42.95929955410063
2024-08-06,68.34434019970556
2024-08-07,44.911994988377934
2024-08-08,39.053908685546034
2024-08-09,31.243126948436824
2024-08-10,33.19582238271413
2024-08-11,35.14851781699143
2024-08-12,31.243126948436824
2024-08-13,33.19582238271413
2024-08-14,35.14851781699143
2024-08-15,37.10121325126873
2024-08-16,35.14851781699143
2024-08-17,29.290431514159522
2024-08-18,30.266779231298173
2024-08-19,35.88077860484542
2024-08-20,44.4238211298086
2024-08-21,51.0141682204945
2024-08-22,51.99051593763315
2024-08-23,56.62816759404174
2024-08-24,36.85712632198407
2024-08-25,34.904430887706766
2024-08-26,36.85712632198407
2024-08-27,36.85712632198407
2024-08-28,36.85712632198407
2024-08-29,36.85712632198407
2024-08-30,35.88077860484542
2024-08-31,29.290431514159522
2024-09-01,29.290431514159522
2024-09-02,30.266779231298173
2024-09-03,34.904430887706766
2024-09-04,35.88077860484542
2024-09-05,36.85712632198407
2024-09-06,35.88077860484542
2024-09-07,29.290431514159522
2024-09-08,29.290431514159522
2024-09-09,37.83347403912272
2024-09-10,49.061472786217195
2024-09-11,102.028336440989
2024-09-12,57.60451531118039
2024-09-13,50.037820503355846
2024-09-14,36.85712632198407
2024-09-15,44.4238211298086
2024-09-16,51.0141682204945
2024-09-17,51.25825514977916
2024-09-18,43.935647271239276
2024-09-19,51.25825514977916
2024-09-20,43.935647271239276
2024-09-21,29.29043151415952
2024-09-22,36.6130393926994
2024-09-23,43.935647271239276
2024-09-24,43.935647271239276
2024-09-25,43.935647271239276
2024-09-26,43.935647271239276
2024-09-27,43.935647271239276
