Time,microsoft
2022-08-29,72
2022-08-30,77
2022-08-31,72
2022-09-01,75
2022-09-02,62
2022-09-03,39
2022-09-04,40
2022-09-05,45
2022-09-06,73
2022-09-07,74
2022-09-08,75
2022-09-09,66
2022-09-10,40
2022-09-11,41
2022-09-12,73
2022-09-13,73
2022-09-14,76
2022-09-15,72
2022-09-16,65
2022-09-17,41
2022-09-18,40
2022-09-19,72
2022-09-20,69
2022-09-21,73
2022-09-22,70
2022-09-23,65
2022-09-24,38
2022-09-25,39
2022-09-26,68
2022-09-27,69
2022-09-28,70
2022-09-29,67
2022-09-30,61
2022-10-01,38
2022-10-02,40
2022-10-03,69
2022-10-04,69
2022-10-05,69
2022-10-06,69
2022-10-07,62
2022-10-08,39
2022-10-09,34
2022-10-10,64
2022-10-11,70
2022-10-12,79
2022-10-13,72
2022-10-14,66
2022-10-15,37
2022-10-16,36
2022-10-17,70
2022-10-18,76
2022-10-19,75
2022-10-20,68
2022-10-21,61
2022-10-22,37
2022-10-23,35
2022-10-24,67
2022-10-25,74
2022-10-26,75
2022-10-27,70
2022-10-28,65
2022-10-29,36
2022-10-30,35
2022-10-31,66
2022-11-01,66
2022-11-02,70
2022-11-03,69
2022-11-04,63
2022-11-05,39
2022-11-06,35
2022-11-07,64
2022-11-08,63
2022-11-09,62
2022-11-10,65
2022-11-11,57
2022-11-12,38
2022-11-13,37
2022-11-14,67
2022-11-15,68
2022-11-16,68
2022-11-17,68
2022-11-18,65
2022-11-19,41
2022-11-20,36
2022-11-21,63
2022-11-22,60
2022-11-23,55
2022-11-24,35
2022-11-25,45
2022-11-26,36
2022-11-27,40
2022-11-28,68
2022-11-29,67
2022-11-30,67
2022-12-01,68
2022-12-02,60
2022-12-03,42
2022-12-04,39
2022-12-05,64
2022-12-06,67
2022-12-07,70
2022-12-08,72
2022-12-09,63
2022-12-10,40
2022-12-11,41
2022-12-12,67
2022-12-13,64
2022-12-14,66
2022-12-15,64
2022-12-16,58
2022-12-17,40
2022-12-18,33
2022-12-19,57
2022-12-20,60
2022-12-21,57
2022-12-22,55
2022-12-23,46
2022-12-24,34
2022-12-25,47
2022-12-26,47
2022-12-27,57
2022-12-28,56
2022-12-29,51
2022-12-30,47
2022-12-31,37
2023-01-01,32
2023-01-02,44
2023-01-03,63
2023-01-04,67
2023-01-05,66
2023-01-06,63
2023-01-07,41
2023-01-08,38
2023-01-09,68
2023-01-10,74
2023-01-11,72
2023-01-12,73
2023-01-13,68
2023-01-14,42
2023-01-15,38
2023-01-16,56
2023-01-17,74
2023-01-18,100
2023-01-19,85
2023-01-20,72
2023-01-21,49
2023-01-22,43
2023-01-23,86
2023-01-24,87
2023-01-25,85
2023-01-26,77
2023-01-27,71
2023-01-28,45
2023-01-29,42
2023-01-30,71
2023-01-31,79
2023-02-01,78
2023-02-02,77
2023-02-03,73
2023-02-04,47
2023-02-05,44
2023-02-06,73
2023-02-07,82
2023-02-08,79
2023-02-09,74
2023-02-10,72
2023-02-11,47
2023-02-12,39
2023-02-13,69
2023-02-14,73
2023-02-15,76
2023-02-16,72
2023-02-17,74
2023-02-18,46
2023-02-19,42
2023-02-20,70
2023-02-21,73
2023-02-22,77
2023-02-23,72
2023-02-24,66
2023-02-25,46
2023-02-26,42
2023-02-27,73
2023-02-28,74
2023-03-01,72
2023-03-02,73
2023-03-03,63
2023-03-04,43
2023-03-05,40
2023-03-06,70
2023-03-07,70
2023-03-08,70
2023-03-09,67
2023-03-10,63
2023-03-11,40
2023-03-12,39
2023-03-13,64
2023-03-14,68
2023-03-15,67
2023-03-16,68
2023-03-17,67
2023-03-18,43
2023-03-19,40
2023-03-20,70
2023-03-21,76
2023-03-22,71
2023-03-23,73
2023-03-24,66
2023-03-25,41
2023-03-26,39
2023-03-27,71
2023-03-28,71
2023-03-29,72
2023-03-30,69
2023-03-31,60
2023-04-01,41
2023-04-02,38
2023-04-03,75
2023-04-04,71
2023-04-05,69
2023-04-06,67
2023-04-07,55
2023-04-08,37
2023-04-09,34
2023-04-10,67
2023-04-11,69
2023-04-12,70
2023-04-13,66
2023-04-14,63
2023-04-15,37
2023-04-16,39
2023-04-17,67
2023-04-18,70
2023-04-19,68
2023-04-20,81
2023-04-21,60
2023-04-22,38
2023-04-23,39
2023-04-24,69
2023-04-25,74
2023-04-26,79
2023-04-27,71
2023-04-28,64
2023-04-29,42
2023-04-30,39
2023-05-01,69
2023-05-02,68
2023-05-03,68
2023-05-04,69
2023-05-05,60
2023-05-06,37
2023-05-07,35
2023-05-08,70
2023-05-09,68
2023-05-10,71
2023-05-11,63
2023-05-12,60
2023-05-13,34
2023-05-14,33
2023-05-15,68
2023-05-16,71
2023-05-17,66
2023-05-18,68
2023-05-19,60
2023-05-20,37
2023-05-21,34
2023-05-22,66
2023-05-23,69
2023-05-24,69
2023-05-25,67
