Time,aaron_rodgers
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,2.0
2022-07-07,5.0
2022-07-08,3.0
2022-07-09,3.0
2022-07-10,2.0
2022-07-11,2.0
2022-07-12,1.0
2022-07-13,2.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,5.0
2022-07-27,8.0
2022-07-28,4.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,2.0
2022-08-04,5.0
2022-08-05,7.0
2022-08-06,5.0
2022-08-07,3.0
2022-08-08,4.0
2022-08-09,4.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,4.0
2022-08-14,2.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,3.0
2022-08-21,2.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,3.0
2022-08-27,2.0
2022-08-28,5.0
2022-08-29,4.833333333333333
2022-08-30,4.0
2022-08-31,2.833333333333333
2022-09-01,2.833333333333333
2022-09-02,2.333333333333333
2022-09-03,2.0
2022-09-04,2.333333333333333
2022-09-05,2.0
2022-09-06,2.0
2022-09-07,2.0
2022-09-08,2.833333333333333
2022-09-09,2.833333333333333
2022-09-10,3.1666666666666665
2022-09-11,26.333333333333332
2022-09-12,10.333333333333332
2022-09-13,4.333333333333333
2022-09-14,3.1666666666666665
2022-09-15,2.833333333333333
2022-09-16,2.833333333333333
2022-09-17,2.333333333333333
2022-09-18,5.166666666666666
2022-09-19,29.166666666666664
2022-09-20,3.6666666666666665
2022-09-21,2.833333333333333
2022-09-22,2.333333333333333
2022-09-23,2.333333333333333
2022-09-24,2.0
2022-09-25,25.166666666666664
2022-09-26,6.333333333333333
2022-09-27,2.833333333333333
2022-09-28,2.0
2022-09-29,2.0
2022-09-30,2.0
2022-10-01,1.3333333333333333
2022-10-02,24.666666666666664
2022-10-03,8.0
2022-10-04,3.333333333333333
2022-10-05,2.6666666666666665
2022-10-06,2.0
2022-10-07,2.6666666666666665
2022-10-08,2.0
2022-10-09,10.666666666666666
2022-10-10,3.333333333333333
2022-10-11,2.0
2022-10-12,2.0
2022-10-13,2.0
2022-10-14,2.0
2022-10-15,2.6666666666666665
2022-10-16,8.666666666666666
2022-10-17,4.666666666666666
2022-10-18,2.6666666666666665
2022-10-19,2.6666666666666665
2022-10-20,2.0
2022-10-21,1.3333333333333333
2022-10-22,1.3333333333333333
2022-10-23,8.0
2022-10-24,6.0
2022-10-25,2.6666666666666665
2022-10-26,2.6666666666666665
2022-10-27,2.6666666666666665
2022-10-28,2.6666666666666665
2022-10-29,2.0
2022-10-30,4.0
2022-10-31,18.0
2022-11-01,2.6666666666666665
2022-11-02,2.0
2022-11-03,1.3333333333333333
2022-11-04,1.3333333333333333
2022-11-05,1.3333333333333333
2022-11-06,8.666666666666666
2022-11-07,8.0
2022-11-08,4.0
2022-11-09,2.6666666666666665
2022-11-10,2.0
2022-11-11,2.0
2022-11-12,2.0
2022-11-13,8.0
2022-11-14,8.666666666666666
2022-11-15,3.333333333333333
2022-11-16,2.0
2022-11-17,4.0
2022-11-18,11.333333333333332
2022-11-19,2.6666666666666665
2022-11-20,3.333333333333333
2022-11-21,2.6666666666666665
2022-11-22,2.0
2022-11-23,2.0
2022-11-24,3.333333333333333
2022-11-25,2.0
2022-11-26,1.3333333333333333
2022-11-27,4.0
2022-11-28,33.33333333333333
2022-11-29,6.0
2022-11-30,4.0
2022-12-01,3.333333333333333
2022-12-02,2.6666666666666665
2022-12-03,3.333333333333333
2022-12-04,8.666666666666666
2022-12-05,4.0
2022-12-06,2.6666666666666665
2022-12-07,1.3333333333333333
2022-12-08,1.3333333333333333
2022-12-09,1.3333333333333333
2022-12-10,1.3333333333333333
2022-12-11,2.0
2022-12-12,1.3333333333333333
2022-12-13,1.3333333333333333
2022-12-14,1.3333333333333333
2022-12-15,1.3333333333333333
2022-12-16,1.3333333333333333
2022-12-17,1.3333333333333333
2022-12-18,2.0
2022-12-19,3.333333333333333
2022-12-20,10.0
2022-12-21,2.0
2022-12-22,1.3333333333333333
2022-12-23,1.3333333333333333
2022-12-24,2.0
2022-12-25,18.666666666666664
2022-12-26,4.0
2022-12-27,2.0
2022-12-28,2.0
2022-12-29,2.0
2022-12-30,2.0
2022-12-31,1.3333333333333333
2023-01-01,8.0
2023-01-02,6.666666666666666
2023-01-03,2.6666666666666665
2023-01-04,2.0
2023-01-05,2.0
2023-01-06,4.0
2023-01-07,4.666666666666666
2023-01-08,5.333333333333333
2023-01-09,44.666666666666664
2023-01-10,8.666666666666666
2023-01-11,5.333333333333333
2023-01-12,4.0
2023-01-13,3.333333333333333
2023-01-14,4.0
2023-01-15,3.333333333333333
2023-01-16,2.6666666666666665
2023-01-17,4.666666666666666
2023-01-18,4.0
2023-01-19,2.6666666666666665
2023-01-20,2.6666666666666665
2023-01-21,3.333333333333333
2023-01-22,4.666666666666666
2023-01-23,4.0
2023-01-24,5.333333333333333
2023-01-25,5.333333333333333
2023-01-26,4.666666666666666
2023-01-27,4.0
2023-01-28,2.6666666666666665
2023-01-29,4.666666666666666
2023-01-30,4.666666666666666
2023-01-31,4.0
2023-02-01,6.666666666666666
2023-02-02,6.666666666666666
2023-02-03,5.333333333333333
2023-02-04,4.666666666666666
2023-02-05,6.0
2023-02-06,5.333333333333333
2023-02-07,5.333333333333333
2023-02-08,5.333333333333333
2023-02-09,4.0
2023-02-10,3.333333333333333
2023-02-11,2.6666666666666665
2023-02-12,5.333333333333333
2023-02-13,7.333333333333333
2023-02-14,4.666666666666666
2023-02-15,4.666666666666666
2023-02-16,5.333333333333333
2023-02-17,5.333333333333333
2023-02-18,5.333333333333333
2023-02-19,4.666666666666666
2023-02-20,5.333333333333333
2023-02-21,4.0
2023-02-22,4.0
2023-02-23,8.0
2023-02-24,8.0
2023-02-25,7.333333333333333
2023-02-26,6.0
2023-02-27,5.333333333333333
2023-02-28,4.0
2023-03-01,6.0
2023-03-02,4.666666666666666
2023-03-03,5.333333333333333
2023-03-04,4.0
2023-03-05,6.666666666666666
2023-03-06,10.666666666666666
2023-03-07,12.0
2023-03-08,12.0
2023-03-09,14.0
2023-03-10,14.0
2023-03-11,14.666666666666666
2023-03-12,16.666666666666664
2023-03-13,51.33333333333333
2023-03-14,61.33333333333333
2023-03-15,66.66666666666666
2023-03-16,32.0
2023-03-17,18.666666666666664
2023-03-18,12.666666666666666
2023-03-19,9.333333333333332
2023-03-20,8.666666666666666
2023-03-21,7.333333333333333
2023-03-22,6.666666666666666
2023-03-23,6.666666666666666
2023-03-24,5.333333333333333
2023-03-25,4.666666666666666
2023-03-26,4.666666666666666
2023-03-27,4.666666666666666
2023-03-28,5.333333333333333
2023-03-29,5.333333333333333
2023-03-30,4.0
2023-03-31,4.0
2023-04-01,4.0
2023-04-02,4.0
2023-04-03,4.666666666666666
2023-04-04,5.333333333333333
2023-04-05,4.666666666666666
2023-04-06,4.666666666666666
2023-04-07,4.0
2023-04-08,4.0
2023-04-09,4.666666666666666
2023-04-10,4.0
2023-04-11,3.333333333333333
2023-04-12,3.333333333333333
2023-04-13,3.333333333333333
2023-04-14,3.333333333333333
2023-04-15,3.333333333333333
2023-04-16,6.0
2023-04-17,16.666666666666664
2023-04-18,8.0
2023-04-19,4.0
2023-04-20,4.0
2023-04-21,3.333333333333333
2023-04-22,2.6666666666666665
2023-04-23,3.333333333333333
2023-04-24,36.0
2023-04-25,32.666666666666664
2023-04-26,18.0
2023-04-27,11.333333333333332
2023-04-28,9.0
2023-04-29,6.333333333333333
2023-04-30,5.333333333333333
2023-05-01,3.0
2023-05-02,2.6666666666666665
2023-05-03,3.333333333333333
2023-05-04,2.6666666666666665
2023-05-05,2.333333333333333
2023-05-06,2.333333333333333
2023-05-07,2.333333333333333
2023-05-08,0.6666666666666666
2023-05-09,2.333333333333333
2023-05-10,0.6666666666666666
2023-05-11,2.333333333333333
2023-05-12,2.333333333333333
2023-05-13,0.6666666666666666
2023-05-14,0.6666666666666666
2023-05-15,0.6666666666666666
2023-05-16,0.6666666666666666
2023-05-17,0.6666666666666666
2023-05-18,0.6666666666666666
2023-05-19,0.6666666666666666
2023-05-20,2.333333333333333
2023-05-21,3.333333333333333
2023-05-22,2.6666666666666665
2023-05-23,3.666666666666666
2023-05-24,2.6666666666666665
2023-05-25,2.333333333333333
2023-05-26,0.0
2023-05-27,2.6666666666666665
2023-05-28,2.6666666666666665
2023-05-29,2.6666666666666665
2023-05-30,2.6666666666666665
2023-05-31,2.6666666666666665
2023-06-01,2.6666666666666665
2023-06-02,0.0
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,2.6666666666666665
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,2.6666666666666665
2023-06-19,0.0
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,2.6666666666666665
2023-06-23,2.6666666666666665
2023-06-24,0.0
2023-06-25,0.0
2023-06-26,0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,0.0
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,0.0
2023-07-04,2.6666666666666665
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-08,2.6666666666666665
2023-07-09,2.6666666666666665
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-15,2.6666666666666665
2023-07-16,2.6666666666666665
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,2.6666666666666665
2023-07-21,2.6666666666666665
2023-07-22,2.6666666666666665
2023-07-23,2.6666666666666665
2023-07-24,2.6666666666666665
2023-07-25,2.6666666666666665
2023-07-26,5.333333333333333
2023-07-27,2.6666666666666665
2023-07-28,2.6666666666666665
2023-07-29,2.6666666666666665
2023-07-30,2.6666666666666665
2023-07-31,2.6666666666666665
2023-08-01,2.6666666666666665
2023-08-02,0.0
2023-08-03,2.6666666666666665
2023-08-04,5.333333333333333
2023-08-05,2.6666666666666665
2023-08-06,2.6666666666666665
2023-08-07,2.6666666666666665
2023-08-08,2.6666666666666665
2023-08-09,2.6666666666666665
2023-08-10,2.6666666666666665
2023-08-11,2.6666666666666665
2023-08-12,2.6666666666666665
2023-08-13,2.6666666666666665
2023-08-14,2.6666666666666665
2023-08-15,2.6666666666666665
2023-08-16,2.6666666666666665
2023-08-17,2.6666666666666665
2023-08-18,2.6666666666666665
2023-08-19,2.6666666666666665
2023-08-20,2.6666666666666665
2023-08-21,2.6666666666666665
2023-08-22,2.6666666666666665
2023-08-23,2.6666666666666665
2023-08-24,2.6666666666666665
2023-08-25,2.6666666666666665
2023-08-26,2.6666666666666665
2023-08-27,5.333333333333333
2023-08-28,2.6666666666666665
2023-08-29,5.333333333333333
2023-08-30,2.6666666666666665
2023-08-31,2.6666666666666665
2023-09-01,2.6666666666666665
2023-09-02,2.6666666666666665
2023-09-03,2.6666666666666665
2023-09-04,2.6666666666666665
2023-09-05,2.6666666666666665
2023-09-06,2.6666666666666665
2023-09-07,2.6666666666666665
2023-09-08,2.6666666666666665
2023-09-09,2.6666666666666665
2023-09-10,8.0
2023-09-11,8.0
2023-09-12,266.66666666666663
2023-09-13,50.666666666666664
2023-09-14,21.333333333333332
2023-09-15,16.0
2023-09-16,10.666666666666666
2023-09-17,10.666666666666666
2023-09-18,5.333333333333333
2023-09-19,2.6666666666666665
2023-09-20,2.6666666666666665
2023-09-21,2.6666666666666665
2023-09-22,2.6666666666666665
2023-09-23,2.6666666666666665
2023-09-24,5.333333333333333
2023-09-25,2.6666666666666665
2023-09-26,2.6666666666666665
2023-09-27,2.6666666666666665
2023-09-28,2.6666666666666665
2023-09-29,2.6666666666666665
2023-09-30,2.6666666666666665
2023-10-01,2.6666666666666665
2023-10-02,8.0
2023-10-03,2.6666666666666665
2023-10-04,2.6666666666666665
2023-10-05,2.6666666666666665
2023-10-06,2.6666666666666665
2023-10-07,2.6666666666666665
2023-10-08,2.6666666666666665
2023-10-09,2.6666666666666665
2023-10-10,2.6666666666666665
2023-10-11,2.6666666666666665
2023-10-12,0.0
2023-10-13,2.6666666666666665
2023-10-14,0.0
2023-10-15,2.6666666666666665
2023-10-16,2.6666666666666665
2023-10-17,2.6666666666666665
2023-10-18,2.6666666666666665
2023-10-19,0.0
2023-10-20,0.0
2023-10-21,0.0
2023-10-22,2.6666666666666665
2023-10-23,2.6666666666666665
2023-10-24,2.6666666666666665
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-28,0.0
2023-10-29,2.6666666666666665
2023-10-30,2.6666666666666665
2023-10-31,2.6666666666666665
2023-11-01,2.6666666666666665
2023-11-02,0.0
2023-11-03,0.0
2023-11-04,0.0
2023-11-05,2.6666666666666665
2023-11-06,2.6666666666666665
2023-11-07,5.333333333333333
2023-11-08,2.6666666666666665
2023-11-09,2.6666666666666665
2023-11-10,0.0
2023-11-11,2.6666666666666665
2023-11-12,2.6666666666666665
2023-11-13,2.6666666666666665
2023-11-14,2.6666666666666665
2023-11-15,2.6666666666666665
2023-11-16,0.0
2023-11-17,0.0
2023-11-18,0.0
2023-11-19,2.6666666666666665
2023-11-20,2.6666666666666665
2023-11-21,2.6666666666666665
2023-11-22,2.6666666666666665
2023-11-23,2.6666666666666665
2023-11-24,2.6666666666666665
2023-11-25,2.6666666666666665
2023-11-26,2.6666666666666665
2023-11-27,2.6666666666666665
2023-11-28,2.6666666666666665
2023-11-29,5.333333333333333
2023-11-30,2.6666666666666665
2023-12-01,2.6666666666666665
2023-12-02,2.6666666666666665
2023-12-03,2.6666666666666665
2023-12-04,2.6666666666666665
2023-12-05,2.6666666666666665
2023-12-06,2.6666666666666665
2023-12-07,0.0
2023-12-08,0.0
2023-12-09,0.0
2023-12-10,2.6666666666666665
2023-12-11,2.6666666666666665
2023-12-12,2.6666666666666665
2023-12-13,0.0
2023-12-14,0.0
2023-12-15,0.0
2023-12-16,0.0
2023-12-17,2.6666666666666665
2023-12-18,2.6666666666666665
2023-12-19,2.6666666666666665
2023-12-20,2.6666666666666665
2023-12-21,2.6666666666666665
2023-12-22,0.8080808080808082
2023-12-23,0.8080808080808082
2023-12-24,2.94949494949495
2023-12-25,2.6262626262626263
2023-12-26,2.3030303030303028
2023-12-27,2.3030303030303028
2023-12-28,2.1414141414141414
2023-12-29,5.252525252525253
2023-12-30,2.1414141414141414
2023-12-31,2.3030303030303028
2024-01-01,2.787878787878788
2024-01-02,2.1414141414141414
2024-01-03,14.585858585858585
2024-01-04,8.525252525252526
2024-01-05,5.090909090909091
2024-01-06,2.94949494949495
2024-01-07,3.2727272727272725
2024-01-08,3.2727272727272725
2024-01-09,8.202020202020202
2024-01-10,9.494949494949495
2024-01-11,8.848484848484848
2024-01-12,5.252525252525253
2024-01-13,2.787878787878788
2024-01-14,5.737373737373737
2024-01-15,5.414141414141414
2024-01-16,2.4646464646464645
2024-01-17,2.1414141414141414
2024-01-18,2.1414141414141414
2024-01-19,2.3030303030303028
2024-01-20,2.787878787878788
2024-01-21,5.818181818181818
2024-01-22,1.9393939393939394
2024-01-23,1.292929292929293
2024-01-24,0.9696969696969697
2024-01-25,0.9696969696969697
2024-01-26,0.9696969696969697
2024-01-27,0.9696969696969697
2024-01-28,1.292929292929293
2024-01-29,1.6161616161616164
2024-01-30,1.292929292929293
2024-01-31,0.9696969696969697
2024-02-01,1.6161616161616164
2024-02-02,1.292929292929293
2024-02-03,0.9696969696969697
2024-02-04,1.292929292929293
2024-02-05,0.9696969696969697
2024-02-06,0.9696969696969697
2024-02-07,0.9696969696969697
2024-02-08,1.292929292929293
2024-02-09,1.292929292929293
2024-02-10,1.292929292929293
2024-02-11,1.6161616161616164
2024-02-12,2.262626262626263
2024-02-13,1.292929292929293
2024-02-14,0.9696969696969697
2024-02-15,0.9696969696969697
2024-02-16,0.6464646464646465
2024-02-17,0.6464646464646465
2024-02-18,0.9696969696969697
2024-02-19,0.6464646464646465
2024-02-20,0.6464646464646465
2024-02-21,0.6464646464646465
2024-02-22,0.6464646464646465
2024-02-23,0.6464646464646465
2024-02-24,0.6464646464646465
2024-02-25,0.6464646464646465
2024-02-26,0.6464646464646465
2024-02-27,0.6464646464646465
2024-02-28,0.6464646464646465
2024-02-29,0.6464646464646465
2024-03-01,0.6464646464646465
2024-03-02,0.6464646464646465
2024-03-03,0.6464646464646465
2024-03-04,0.6464646464646465
2024-03-05,0.6464646464646465
2024-03-06,0.6464646464646465
2024-03-07,0.6464646464646465
2024-03-08,0.6464646464646465
2024-03-09,0.6464646464646465
2024-03-10,0.6464646464646465
2024-03-11,1.292929292929293
2024-03-12,3.878787878787879
2024-03-13,8.727272727272728
2024-03-14,8.727272727272728
2024-03-15,5.494949494949496
2024-03-16,2.909090909090909
2024-03-17,1.9393939393939394
2024-03-18,1.292929292929293
2024-03-19,1.292929292929293
2024-03-20,1.292929292929293
2024-03-21,0.6464646464646465
2024-03-22,0.6464646464646465
2024-03-23,0.6464646464646465
2024-03-24,0.6464646464646465
2024-03-25,0.6464646464646465
2024-03-26,0.9696969696969697
2024-03-27,0.6464646464646465
2024-03-28,0.6464646464646465
2024-03-29,0.9696969696969697
2024-03-30,0.6464646464646465
2024-03-31,0.6464646464646465
2024-04-01,0.6464646464646465
2024-04-02,0.6464646464646465
2024-04-03,0.6464646464646465
2024-04-04,0.6464646464646465
2024-04-05,0.6464646464646465
2024-04-06,0.6464646464646465
2024-04-07,0.6464646464646465
2024-04-08,0.6464646464646465
2024-04-09,0.9696969696969697
2024-04-10,0.6464646464646465
2024-04-11,0.9696969696969697
2024-04-12,0.6464646464646465
2024-04-13,0.6464646464646465
2024-04-14,0.6464646464646465
2024-04-15,0.6464646464646465
2024-04-16,1.292929292929293
2024-04-17,1.6161616161616164
2024-04-18,1.292929292929293
2024-04-19,0.9696969696969697
2024-04-20,0.9696969696969697
2024-04-21,0.6464646464646465
2024-04-22,0.6464646464646465
2024-04-23,0.6464646464646465
2024-04-24,0.6464646464646465
2024-04-25,0.6464646464646465
2024-04-26,1.9393939393939394
2024-04-27,1.292929292929293
2024-04-28,0.9696969696969697
2024-04-29,0.9696969696969697
2024-04-30,0.6464646464646465
2024-05-01,0.6464646464646465
2024-05-02,0.6464646464646465
2024-05-03,0.6464646464646465
2024-05-04,0.6464646464646465
2024-05-05,0.6464646464646465
2024-05-06,0.6464646464646465
2024-05-07,0.6464646464646465
2024-05-08,0.6464646464646465
2024-05-09,0.6464646464646465
2024-05-10,0.6464646464646465
2024-05-11,0.6464646464646465
2024-05-12,0.32323232323232326
2024-05-13,0.6464646464646465
2024-05-14,1.292929292929293
2024-05-15,1.9393939393939394
2024-05-16,1.6161616161616164
2024-05-17,0.9696969696969697
2024-05-18,0.9696969696969697
2024-05-19,0.9696969696969697
2024-05-20,0.6464646464646465
2024-05-21,0.9696969696969697
2024-05-22,1.292929292929293
2024-05-23,0.9696969696969697
2024-05-24,0.6464646464646465
2024-05-25,0.6464646464646465
2024-05-26,0.6464646464646465
2024-05-27,0.6464646464646465
2024-05-28,0.6464646464646465
2024-05-29,0.6464646464646465
2024-05-30,1.292929292929293
2024-05-31,0.9696969696969697
2024-06-01,0.6464646464646465
2024-06-02,1.9393939393939394
2024-06-03,1.292929292929293
2024-06-04,0.9696969696969697
2024-06-05,1.292929292929293
2024-06-06,0.9696969696969697
2024-06-07,0.6464646464646465
2024-06-08,0.6464646464646465
2024-06-09,0.6464646464646465
2024-06-10,0.6464646464646465
2024-06-11,1.6161616161616164
2024-06-12,2.909090909090909
2024-06-13,2.262626262626263
2024-06-14,1.292929292929293
2024-06-15,0.9696969696969697
2024-06-16,0.9696969696969697
2024-06-17,1.292929292929293
2024-06-18,0.9696969696969697
2024-06-19,0.9696969696969697
2024-06-20,0.6464646464646465
2024-06-21,0.9696969696969697
2024-06-22,0.9696969696969697
2024-06-23,1.292929292929293
2024-06-24,0.9696969696969697
2024-06-25,1.292929292929293
2024-06-26,0.9696969696969697
2024-06-27,0.6464646464646465
2024-06-28,0.9696969696969697
2024-06-29,0.6464646464646465
2024-06-30,0.9696969696969697
2024-07-01,0.6464646464646465
2024-07-02,0.9696969696969697
2024-07-03,0.6464646464646465
2024-07-04,0.9696969696969697
2024-07-05,0.6464646464646465
2024-07-06,0.6464646464646465
2024-07-07,0.6464646464646465
2024-07-08,0.6464646464646465
2024-07-09,0.6464646464646465
2024-07-10,0.6464646464646465
2024-07-11,0.6464646464646465
2024-07-12,0.9696969696969697
2024-07-13,0.9696969696969697
2024-07-14,0.6464646464646465
2024-07-15,0.6464646464646465
2024-07-16,0.6464646464646465
2024-07-17,0.6464646464646465
2024-07-18,0.9696969696969697
2024-07-19,0.6464646464646465
2024-07-20,0.6464646464646465
2024-07-21,0.6464646464646465
2024-07-22,0.9696969696969697
2024-07-23,1.292929292929293
2024-07-24,1.292929292929293
2024-07-25,1.292929292929293
2024-07-26,0.9696969696969697
2024-07-27,1.6161616161616164
2024-07-28,1.292929292929293
2024-07-29,1.9393939393939394
2024-07-30,1.292929292929293
2024-07-31,1.292929292929293
2024-08-01,0.9696969696969697
2024-08-02,0.9696969696969697
2024-08-03,0.6464646464646465
2024-08-04,0.6464646464646465
2024-08-05,0.6464646464646465
2024-08-06,0.6464646464646465
2024-08-07,0.9696969696969697
2024-08-08,0.9696969696969697
2024-08-09,1.292929292929293
2024-08-10,1.6161616161616164
2024-08-11,1.6161616161616164
2024-08-12,1.6161616161616164
2024-08-13,1.9393939393939394
2024-08-14,1.6161616161616164
2024-08-15,1.292929292929293
2024-08-16,1.292929292929293
2024-08-17,1.6161616161616164
2024-08-18,2.262626262626263
2024-08-19,1.6161616161616164
2024-08-20,1.292929292929293
2024-08-21,1.6161616161616164
2024-08-22,1.6161616161616164
2024-08-23,1.6161616161616164
2024-08-24,1.9393939393939394
2024-08-25,2.585858585858586
2024-08-26,1.6161616161616164
2024-08-27,1.292929292929293
2024-08-28,1.292929292929293
2024-08-29,1.6161616161616164
2024-08-30,1.292929292929293
2024-08-31,1.6161616161616164
2024-09-01,1.9393939393939394
2024-09-02,1.6161616161616164
2024-09-03,1.6161616161616164
2024-09-04,1.6161616161616164
2024-09-05,1.9393939393939394
2024-09-06,2.909090909090909
2024-09-07,5.818181818181818
2024-09-08,4.525252525252526
2024-09-09,9.373737373737374
2024-09-10,32.323232323232325
2024-09-11,2.909090909090909
2024-09-12,1.9393939393939394
2024-09-13,1.9393939393939394
2024-09-14,1.6161616161616164
2024-09-15,5.494949494949496
2024-09-16,2.585858585858586
2024-09-17,1.9393939393939394
2024-09-18,1.9393939393939394
2024-09-19,4.525252525252526
2024-09-20,27.151515151515152
2024-09-21,3.878787878787879
2024-09-22,3.2323232323232327
2024-09-23,2.262626262626263
2024-09-24,1.9393939393939394
2024-09-25,1.292929292929293
2024-09-26,1.292929292929293
2024-09-27,1.292929292929293
2024-09-28,1.292929292929293
2024-09-29,7.434343434343435
2024-09-30,3.555555555555556
2024-10-01,2.262626262626263
2024-10-02,1.6161616161616164
2024-10-03,1.6161616161616164
2024-10-04,1.9393939393939394
2024-10-05,1.9393939393939394
2024-10-06,12.92929292929293
2024-10-07,4.848484848484849
