Time,raiders
2022-06-01,2.0
2022-06-02,2.0
2022-06-03,2.0
2022-06-04,2.0
2022-06-05,2.0
2022-06-06,2.0
2022-06-07,2.0
2022-06-08,2.0
2022-06-09,2.0
2022-06-10,2.0
2022-06-11,2.0
2022-06-12,2.0
2022-06-13,2.0
2022-06-14,2.0
2022-06-15,2.0
2022-06-16,2.0
2022-06-17,2.0
2022-06-18,2.0
2022-06-19,2.0
2022-06-20,2.0
2022-06-21,2.0
2022-06-22,2.0
2022-06-23,2.0
2022-06-24,2.0
2022-06-25,2.0
2022-06-26,2.0
2022-06-27,2.0
2022-06-28,2.0
2022-06-29,2.0
2022-06-30,2.0
2022-07-01,2.0
2022-07-02,2.0
2022-07-03,2.0
2022-07-04,2.0
2022-07-05,2.0
2022-07-06,2.0
2022-07-07,2.0
2022-07-08,3.0
2022-07-09,2.0
2022-07-10,2.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,2.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,2.0
2022-07-22,3.0
2022-07-23,2.0
2022-07-24,2.0
2022-07-25,2.0
2022-07-26,3.0
2022-07-27,3.0
2022-07-28,3.0
2022-07-29,3.0
2022-07-30,3.0
2022-07-31,3.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,4.0
2022-08-04,9.0
2022-08-05,22.0
2022-08-06,4.0
2022-08-07,4.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,4.0
2022-08-14,17.0
2022-08-15,7.0
2022-08-16,4.0
2022-08-17,3.0
2022-08-18,3.0
2022-08-19,4.0
2022-08-20,8.0
2022-08-21,11.0
2022-08-22,5.0
2022-08-23,4.0
2022-08-24,4.0
2022-08-25,4.0
2022-08-26,6.0
2022-08-27,13.0
2022-08-28,6.0
2022-08-29,4.225165562913908
2022-08-30,5.360927152317881
2022-08-31,4.225165562913908
2022-09-01,3.9072847682119205
2022-09-02,3.9072847682119205
2022-09-03,3.9072847682119205
2022-09-04,5.043046357615895
2022-09-05,4.225165562913908
2022-09-06,3.9072847682119205
2022-09-07,3.9072847682119205
2022-09-08,3.9072847682119205
2022-09-09,5.043046357615895
2022-09-10,5.043046357615895
2022-09-11,36.11920529801324
2022-09-12,12.857615894039736
2022-09-13,4.725165562913908
2022-09-14,3.9072847682119205
2022-09-15,3.9072847682119205
2022-09-16,4.225165562913908
2022-09-17,4.225165562913908
2022-09-18,31.89403973509934
2022-09-19,17.082781456953644
2022-09-20,4.725165562913908
2022-09-21,3.089403973509934
2022-09-22,3.4072847682119205
2022-09-23,3.9072847682119205
2022-09-24,4.225165562913908
2022-09-25,26.850993377483444
2022-09-26,8.950331125827816
2022-09-27,4.225165562913908
2022-09-28,3.814569536423841
2022-09-29,3.814569536423841
2022-09-30,3.814569536423841
2022-10-01,3.814569536423841
2022-10-02,31.152317880794705
2022-10-03,12.079470198675498
2022-10-04,4.450331125827815
2022-10-05,3.178807947019868
2022-10-06,3.814569536423841
2022-10-07,3.814569536423841
2022-10-08,3.814569536423841
2022-10-09,9.536423841059603
2022-10-10,15.258278145695364
2022-10-11,63.576158940397356
2022-10-12,5.086092715231788
2022-10-13,3.814569536423841
2022-10-14,3.178807947019868
2022-10-15,3.814569536423841
2022-10-16,9.536423841059603
2022-10-17,5.086092715231788
2022-10-18,3.814569536423841
2022-10-19,3.178807947019868
2022-10-20,3.178807947019868
2022-10-21,3.814569536423841
2022-10-22,3.814569536423841
2022-10-23,27.337748344370862
2022-10-24,9.536423841059603
2022-10-25,3.814569536423841
2022-10-26,3.178807947019868
2022-10-27,3.178807947019868
2022-10-28,3.178807947019868
2022-10-29,3.814569536423841
2022-10-30,24.79470198675497
2022-10-31,6.993377483443709
2022-11-01,3.814569536423841
2022-11-02,3.178807947019868
2022-11-03,2.543046357615894
2022-11-04,3.178807947019868
2022-11-05,3.178807947019868
2022-11-06,20.344370860927153
2022-11-07,6.993377483443709
2022-11-08,3.814569536423841
2022-11-09,3.178807947019868
2022-11-10,3.178807947019868
2022-11-11,3.814569536423841
2022-11-12,3.814569536423841
2022-11-13,21.6158940397351
2022-11-14,15.894039735099339
2022-11-15,3.814569536423841
2022-11-16,3.178807947019868
2022-11-17,3.178807947019868
2022-11-18,3.178807947019868
2022-11-19,3.178807947019868
2022-11-20,16.52980132450331
2022-11-21,13.350993377483444
2022-11-22,3.814569536423841
2022-11-23,2.543046357615894
2022-11-24,3.814569536423841
2022-11-25,3.814569536423841
2022-11-26,3.814569536423841
2022-11-27,17.80132450331126
2022-11-28,18.437086092715234
2022-11-29,3.178807947019868
2022-11-30,3.178807947019868
2022-12-01,3.178807947019868
2022-12-02,3.178807947019868
2022-12-03,3.814569536423841
2022-12-04,16.52980132450331
2022-12-05,15.894039735099339
2022-12-06,4.450331125827815
2022-12-07,4.450331125827815
2022-12-08,8.90066225165563
2022-12-09,45.13907284768212
2022-12-10,5.086092715231788
2022-12-11,5.7218543046357615
2022-12-12,3.814569536423841
2022-12-13,3.178807947019868
2022-12-14,2.543046357615894
2022-12-15,3.178807947019868
2022-12-16,3.178807947019868
2022-12-17,4.450331125827815
2022-12-18,18.437086092715234
2022-12-19,23.52317880794702
2022-12-20,5.7218543046357615
2022-12-21,3.814569536423841
2022-12-22,3.814569536423841
2022-12-23,5.086092715231788
2022-12-24,11.443708609271523
2022-12-25,51.496688741721854
2022-12-26,5.086092715231788
2022-12-27,5.086092715231788
2022-12-28,6.357615894039736
2022-12-29,8.264900662251655
2022-12-30,5.7218543046357615
2022-12-31,5.7218543046357615
2023-01-01,34.966887417218544
2023-01-02,31.788079470198678
2023-01-03,3.814569536423841
2023-01-04,3.178807947019868
2023-01-05,3.178807947019868
2023-01-06,3.814569536423841
2023-01-07,27.973509933774835
2023-01-08,18.437086092715234
2023-01-09,5.086092715231788
2023-01-10,3.814569536423841
2023-01-11,3.178807947019868
2023-01-12,3.814569536423841
2023-01-13,3.178807947019868
2023-01-14,3.814569536423841
2023-01-15,3.814569536423841
2023-01-16,3.178807947019868
2023-01-17,3.814569536423841
2023-01-18,2.543046357615894
2023-01-19,2.543046357615894
2023-01-20,2.543046357615894
2023-01-21,3.178807947019868
2023-01-22,4.450331125827815
2023-01-23,3.178807947019868
2023-01-24,2.543046357615894
2023-01-25,2.543046357615894
2023-01-26,2.543046357615894
2023-01-27,2.543046357615894
2023-01-28,1.9072847682119205
2023-01-29,3.178807947019868
2023-01-30,3.178807947019868
2023-01-31,3.178807947019868
2023-02-01,2.543046357615894
2023-02-02,2.543046357615894
2023-02-03,2.543046357615894
2023-02-04,2.543046357615894
2023-02-05,3.178807947019868
2023-02-06,3.178807947019868
2023-02-07,2.543046357615894
2023-02-08,2.543046357615894
2023-02-09,2.543046357615894
2023-02-10,2.543046357615894
2023-02-11,2.543046357615894
2023-02-12,3.178807947019868
2023-02-13,3.178807947019868
2023-02-14,3.178807947019868
2023-02-15,3.178807947019868
2023-02-16,2.543046357615894
2023-02-17,2.543046357615894
2023-02-18,3.178807947019868
2023-02-19,3.178807947019868
2023-02-20,1.9072847682119205
2023-02-21,1.9072847682119205
2023-02-22,1.9072847682119205
2023-02-23,1.9072847682119205
2023-02-24,1.9072847682119205
2023-02-25,2.543046357615894
2023-02-26,2.543046357615894
2023-02-27,1.9072847682119205
2023-02-28,1.9072847682119205
2023-03-01,1.9072847682119205
2023-03-02,1.9072847682119205
2023-03-03,1.9072847682119205
2023-03-04,1.9072847682119205
2023-03-05,1.9072847682119205
2023-03-06,2.543046357615894
2023-03-07,2.543046357615894
2023-03-08,2.543046357615894
2023-03-09,2.543046357615894
2023-03-10,1.9072847682119205
2023-03-11,2.543046357615894
2023-03-12,2.543046357615894
2023-03-13,6.357615894039736
2023-03-14,6.357615894039736
2023-03-15,4.450331125827815
2023-03-16,3.178807947019868
2023-03-17,3.814569536423841
2023-03-18,3.178807947019868
2023-03-19,3.178807947019868
2023-03-20,3.178807947019868
2023-03-21,3.178807947019868
2023-03-22,3.178807947019868
2023-03-23,3.178807947019868
2023-03-24,3.178807947019868
2023-03-25,3.178807947019868
2023-03-26,2.543046357615894
2023-03-27,2.543046357615894
2023-03-28,2.543046357615894
2023-03-29,1.9072847682119205
2023-03-30,1.9072847682119205
2023-03-31,1.9072847682119205
2023-04-01,2.543046357615894
2023-04-02,2.543046357615894
2023-04-03,1.9072847682119205
2023-04-04,1.9072847682119205
2023-04-05,1.9072847682119205
2023-04-06,1.9072847682119205
2023-04-07,1.9072847682119205
2023-04-08,1.9072847682119205
2023-04-09,1.9072847682119205
2023-04-10,1.9072847682119205
2023-04-11,1.9072847682119205
2023-04-12,1.9072847682119205
2023-04-13,1.9072847682119205
2023-04-14,1.9072847682119205
2023-04-15,1.9072847682119205
2023-04-16,1.9072847682119205
2023-04-17,1.9072847682119205
2023-04-18,1.9072847682119205
2023-04-19,1.9072847682119205
2023-04-20,1.9072847682119205
2023-04-21,1.9072847682119205
2023-04-22,1.9072847682119205
2023-04-23,1.9072847682119205
2023-04-24,1.9072847682119205
2023-04-25,1.9072847682119205
2023-04-26,1.7235555015493045
2023-04-27,2.4263928549729634
2023-04-28,7.346254328938575
2023-04-29,6.961297770216903
2023-04-30,3.832067561820281
2023-05-01,2.4263928549729634
2023-05-02,2.1085120602709764
2023-05-03,1.7235555015493045
2023-05-04,2.1085120602709764
2023-05-05,1.7235555015493045
2023-05-06,2.1085120602709764
2023-05-07,2.1085120602709764
2023-05-08,1.7235555015493045
2023-05-09,2.4263928549729634
2023-05-10,2.1085120602709764
2023-05-11,3.5141867671182943
2023-05-12,5.940579622091257
2023-05-13,3.1292302083966224
2023-05-14,2.4263928549729634
2023-05-15,2.4263928549729634
2023-05-16,2.4263928549729634
2023-05-17,2.4263928549729634
2023-05-18,2.4263928549729634
2023-05-19,2.1085120602709764
2023-05-20,2.1085120602709764
2023-05-21,2.1085120602709764
2023-05-22,2.1085120602709764
2023-05-23,2.4263928549729634
2023-05-24,2.1085120602709764
2023-05-25,2.1085120602709764
2023-05-26,2.3097393523300322
2023-05-27,2.3097393523300322
2023-05-28,2.3097393523300322
2023-05-29,2.3097393523300322
2023-05-30,2.3097393523300322
2023-05-31,2.3097393523300322
2023-06-01,2.3097393523300322
2023-06-02,2.3097393523300322
2023-06-03,2.3097393523300322
2023-06-04,2.3097393523300322
2023-06-05,2.3097393523300322
2023-06-06,2.3097393523300322
2023-06-07,2.3097393523300322
2023-06-08,2.3097393523300322
2023-06-09,2.3097393523300322
2023-06-10,2.3097393523300322
2023-06-11,2.3097393523300322
2023-06-12,2.3097393523300322
2023-06-13,2.3097393523300322
2023-06-14,2.3097393523300322
2023-06-15,2.3097393523300322
2023-06-16,2.3097393523300322
2023-06-17,2.3097393523300322
2023-06-18,2.3097393523300322
2023-06-19,2.3097393523300322
2023-06-20,1.5398262348866882
2023-06-21,1.5398262348866882
2023-06-22,2.3097393523300322
2023-06-23,1.5398262348866882
2023-06-24,2.3097393523300322
2023-06-25,3.0796524697733765
2023-06-26,2.3097393523300322
2023-06-27,2.3097393523300322
2023-06-28,2.3097393523300322
2023-06-29,2.3097393523300322
2023-06-30,2.3097393523300322
2023-07-01,3.8495655872167207
2023-07-02,3.0796524697733765
2023-07-03,2.3097393523300322
2023-07-04,3.0796524697733765
2023-07-05,2.3097393523300322
2023-07-06,2.3097393523300322
2023-07-07,2.3097393523300322
2023-07-08,2.3097393523300322
2023-07-09,2.3097393523300322
2023-07-10,2.3097393523300322
2023-07-11,2.3097393523300322
2023-07-12,2.3097393523300322
2023-07-13,2.3097393523300322
2023-07-14,2.3097393523300322
2023-07-15,2.3097393523300322
2023-07-16,2.3097393523300322
2023-07-17,2.3097393523300322
2023-07-18,2.3097393523300322
2023-07-19,2.3097393523300322
2023-07-20,2.3097393523300322
2023-07-21,2.3097393523300322
2023-07-22,2.3097393523300322
2023-07-23,3.0796524697733765
2023-07-24,3.0796524697733765
2023-07-25,3.0796524697733765
2023-07-26,3.0796524697733765
2023-07-27,3.0796524697733765
2023-07-28,2.3097393523300322
2023-07-29,2.3097393523300322
2023-07-30,2.3097393523300322
2023-07-31,2.3097393523300322
2023-08-01,2.3097393523300322
2023-08-02,2.3097393523300322
2023-08-03,3.0796524697733765
2023-08-04,3.0796524697733765
2023-08-05,3.0796524697733765
2023-08-06,3.0796524697733765
2023-08-07,3.0796524697733765
2023-08-08,3.0796524697733765
2023-08-09,3.0796524697733765
2023-08-10,3.0796524697733765
2023-08-11,3.8495655872167207
2023-08-12,5.389391822103409
2023-08-13,23.097393523300322
2023-08-14,8.469044291876786
2023-08-15,3.8495655872167207
2023-08-16,3.8495655872167207
2023-08-17,3.8495655872167207
2023-08-18,3.8495655872167207
2023-08-19,6.159304939546753
2023-08-20,15.398262348866883
2023-08-21,4.6194787046600645
2023-08-22,3.8495655872167207
2023-08-23,3.8495655872167207
2023-08-24,3.8495655872167207
2023-08-25,3.8495655872167207
2023-08-26,8.469044291876786
2023-08-27,16.938088583753572
2023-08-28,4.6194787046600645
2023-08-29,4.6194787046600645
2023-08-30,3.8495655872167207
2023-08-31,3.0796524697733765
2023-09-01,3.8495655872167207
2023-09-02,3.8495655872167207
2023-09-03,4.6194787046600645
2023-09-04,3.8495655872167207
2023-09-05,3.8495655872167207
2023-09-06,3.8495655872167207
2023-09-07,3.8495655872167207
2023-09-08,5.389391822103409
2023-09-09,4.6194787046600645
2023-09-10,37.72574275472386
2023-09-11,13.858436113980193
2023-09-12,5.389391822103409
2023-09-13,3.8495655872167207
2023-09-14,3.8495655872167207
2023-09-15,4.6194787046600645
2023-09-16,4.6194787046600645
2023-09-17,28.48678534540373
2023-09-18,6.929218056990097
2023-09-19,4.6194787046600645
2023-09-20,3.8495655872167207
2023-09-21,3.8495655872167207
2023-09-22,3.8495655872167207
2023-09-23,4.6194787046600645
2023-09-24,18.477914818640258
2023-09-25,44.654960811713956
2023-09-26,5.389391822103409
2023-09-27,3.8495655872167207
2023-09-28,3.8495655872167207
2023-09-29,3.8495655872167207
2023-09-30,5.389391822103409
2023-10-01,30.796524697733766
2023-10-02,9.238957409320129
2023-10-03,4.6194787046600645
2023-10-04,3.8495655872167207
2023-10-05,3.8495655872167207
2023-10-06,3.8495655872167207
2023-10-07,3.8495655872167207
2023-10-08,8.469044291876786
2023-10-09,19.247827936083603
2023-10-10,51.58417886870406
2023-10-11,4.6194787046600645
2023-10-12,3.8495655872167207
2023-10-13,3.8495655872167207
2023-10-14,3.8495655872167207
2023-10-15,32.336350932620455
2023-10-16,10.008870526763474
2023-10-17,4.6194787046600645
2023-10-18,3.8495655872167207
2023-10-19,3.8495655872167207
2023-10-20,4.6194787046600645
2023-10-21,4.6194787046600645
2023-10-22,27.716872227960387
2023-10-23,6.159304939546753
2023-10-24,3.8495655872167207
2023-10-25,3.0796524697733765
2023-10-26,3.0796524697733765
2023-10-27,3.0796524697733765
2023-10-28,3.0796524697733765
2023-10-29,7.699131174433441
2023-10-30,12.318609879093506
2023-10-31,33.876177167507144
2023-11-01,16.168175466310228
2023-11-02,8.469044291876786
2023-11-03,5.389391822103409
2023-11-04,5.389391822103409
2023-11-05,27.716872227960387
2023-11-06,19.247827936083603
2023-11-07,5.389391822103409
2023-11-08,3.8495655872167207
2023-11-09,3.8495655872167207
2023-11-10,3.8495655872167207
2023-11-11,3.8495655872167207
2023-11-12,12.318609879093506
2023-11-13,40.035482107053895
2023-11-14,5.389391822103409
2023-11-15,3.8495655872167207
2023-11-16,4.6194787046600645
2023-11-17,4.6194787046600645
2023-11-18,4.6194787046600645
2023-11-19,26.946959110517046
2023-11-20,6.159304939546753
2023-11-21,3.8495655872167207
2023-11-22,3.0796524697733765
2023-11-23,4.6194787046600645
2023-11-24,4.6194787046600645
2023-11-25,5.389391822103409
2023-11-26,29.256698462847076
2023-11-27,15.398262348866883
2023-11-28,3.8495655872167207
2023-11-29,3.0796524697733765
2023-11-30,3.0796524697733765
2023-12-01,3.0796524697733765
2023-12-02,3.0796524697733765
2023-12-03,6.929218056990097
2023-12-04,4.6194787046600645
2023-12-05,3.0796524697733765
2023-12-06,3.0796524697733765
2023-12-07,3.0796524697733765
2023-12-08,3.0796524697733765
2023-12-09,3.0796524697733765
2023-12-10,23.097393523300322
2023-12-11,16.168175466310228
2023-12-12,3.8495655872167207
2023-12-13,3.8495655872167207
2023-12-14,9.238957409320129
2023-12-15,76.99131174433441
2023-12-16,7.699131174433441
2023-12-17,7.699131174433441
2023-12-18,5.389391822103409
2023-12-19,3.8495655872167207
2023-12-20,3.8495655872167207
2023-12-21,3.0796524697733765
2023-12-22,3.772574275472386
2023-12-23,3.772574275472386
2023-12-24,8.238070356643782
2023-12-25,61.59304939546753
2023-12-26,16.784105960264903
2023-12-27,5.466383133847743
2023-12-28,4.773461328148733
2023-12-29,4.773461328148733
2023-12-30,4.773461328148733
2023-12-31,26.02306336958503
2024-01-01,6.852226745245762
2024-01-02,3.079652469773376
2024-01-03,3.079652469773376
2024-01-04,3.079652469773376
2024-01-05,3.079652469773376
2024-01-06,3.772574275472386
2024-01-07,18.477914818640258
2024-01-08,13.011531684792516
2024-01-09,3.772574275472386
2024-01-10,3.079652469773376
2024-01-11,3.079652469773376
2024-01-12,3.079652469773376
2024-01-13,3.387617716750714
2024-01-14,4.080539522449724
2024-01-15,4.080539522449724
2024-01-16,3.387617716750714
2024-01-17,3.387617716750714
2024-01-18,3.079652469773376
2024-01-19,3.772574275472386
2024-01-20,4.773461328148733
2024-01-21,4.311513457682727
2024-01-22,3.079652469773376
2024-01-23,3.079652469773376
2024-01-24,3.079652469773376
2024-01-25,3.079652469773376
2024-01-26,2.463721975818701
2024-01-27,2.463721975818701
2024-01-28,3.6955829637280515
2024-01-29,3.6955829637280515
2024-01-30,3.079652469773376
2024-01-31,2.463721975818701
2024-02-01,2.463721975818701
2024-02-02,3.6955829637280515
2024-02-03,3.6955829637280515
2024-02-04,3.6955829637280515
2024-02-05,3.079652469773376
2024-02-06,2.463721975818701
2024-02-07,2.463721975818701
2024-02-08,2.463721975818701
2024-02-09,3.079652469773376
2024-02-10,3.079652469773376
2024-02-11,4.927443951637402
2024-02-12,6.159304939546752
2024-02-13,3.079652469773376
2024-02-14,2.463721975818701
2024-02-15,2.463721975818701
2024-02-16,2.463721975818701
2024-02-17,2.463721975818701
2024-02-18,1.8477914818640258
2024-02-19,1.8477914818640258
2024-02-20,1.8477914818640258
2024-02-21,1.8477914818640258
2024-02-22,1.8477914818640258
2024-02-23,1.8477914818640258
2024-02-24,1.8477914818640258
2024-02-25,1.8477914818640258
2024-02-26,1.8477914818640258
2024-02-27,1.8477914818640258
2024-02-28,1.8477914818640258
2024-02-29,1.8477914818640258
2024-03-01,1.8477914818640258
2024-03-02,1.8477914818640258
2024-03-03,1.8477914818640258
2024-03-04,1.8477914818640258
2024-03-05,1.8477914818640258
2024-03-06,1.8477914818640258
2024-03-07,1.8477914818640258
2024-03-08,1.8477914818640258
2024-03-09,1.8477914818640258
2024-03-10,2.463721975818701
2024-03-11,4.927443951637402
2024-03-12,4.927443951637402
2024-03-13,4.311513457682727
2024-03-14,4.311513457682727
2024-03-15,4.311513457682727
2024-03-16,3.079652469773376
2024-03-17,2.463721975818701
2024-03-18,3.079652469773376
2024-03-19,2.463721975818701
2024-03-20,2.463721975818701
2024-03-21,1.8477914818640258
2024-03-22,1.8477914818640258
2024-03-23,1.8477914818640258
2024-03-24,1.8477914818640258
2024-03-25,1.8477914818640258
2024-03-26,1.8477914818640258
2024-03-27,1.8477914818640258
2024-03-28,1.8477914818640258
2024-03-29,1.8477914818640258
2024-03-30,1.8477914818640258
2024-03-31,1.8477914818640258
2024-04-01,1.8477914818640258
2024-04-02,1.8477914818640258
2024-04-03,1.8477914818640258
2024-04-04,1.8477914818640258
2024-04-05,1.8477914818640258
2024-04-06,1.8477914818640258
2024-04-07,1.8477914818640258
2024-04-08,1.8477914818640258
2024-04-09,1.8477914818640258
2024-04-10,1.8477914818640258
2024-04-11,1.8477914818640258
2024-04-12,1.8477914818640258
2024-04-13,1.8477914818640258
2024-04-14,1.8477914818640258
2024-04-15,1.8477914818640258
2024-04-16,1.8477914818640258
2024-04-17,1.8477914818640258
2024-04-18,1.8477914818640258
2024-04-19,1.8477914818640258
2024-04-20,1.8477914818640258
2024-04-21,1.8477914818640258
2024-04-22,1.8477914818640258
2024-04-23,1.8477914818640258
2024-04-24,1.8477914818640258
2024-04-25,3.079652469773376
2024-04-26,9.854887903274804
2024-04-27,7.391165927456103
2024-04-28,4.311513457682727
2024-04-29,3.079652469773376
2024-04-30,3.079652469773376
2024-05-01,2.463721975818701
2024-05-02,2.463721975818701
2024-05-03,1.8477914818640258
2024-05-04,1.8477914818640258
2024-05-05,1.8477914818640258
2024-05-06,1.8477914818640258
2024-05-07,1.8477914818640258
2024-05-08,1.8477914818640258
2024-05-09,1.8477914818640258
2024-05-10,1.8477914818640258
2024-05-11,1.8477914818640258
2024-05-12,1.8477914818640258
2024-05-13,1.8477914818640258
2024-05-14,2.463721975818701
2024-05-15,3.079652469773376
2024-05-16,4.927443951637402
2024-05-17,2.463721975818701
2024-05-18,1.8477914818640258
2024-05-19,1.8477914818640258
2024-05-20,1.8477914818640258
2024-05-21,1.8477914818640258
2024-05-22,1.8477914818640258
2024-05-23,1.8477914818640258
2024-05-24,1.8477914818640258
2024-05-25,1.8477914818640258
2024-05-26,1.8477914818640258
2024-05-27,1.8477914818640258
2024-05-28,2.463721975818701
2024-05-29,2.463721975818701
2024-05-30,1.8477914818640258
2024-05-31,1.8477914818640258
2024-06-01,1.8477914818640258
2024-06-02,1.8477914818640258
2024-06-03,1.8477914818640258
2024-06-04,1.8477914818640258
2024-06-05,1.8477914818640258
2024-06-06,1.8477914818640258
2024-06-07,1.2318609879093505
2024-06-08,1.8477914818640258
2024-06-09,1.8477914818640258
2024-06-10,1.8477914818640258
2024-06-11,1.8477914818640258
2024-06-12,1.8477914818640258
2024-06-13,1.8477914818640258
2024-06-14,1.8477914818640258
2024-06-15,1.8477914818640258
2024-06-16,1.8477914818640258
2024-06-17,1.8477914818640258
2024-06-18,1.8477914818640258
2024-06-19,1.8477914818640258
2024-06-20,1.2318609879093505
2024-06-21,1.8477914818640258
2024-06-22,1.8477914818640258
2024-06-23,1.8477914818640258
2024-06-24,1.8477914818640258
2024-06-25,1.8477914818640258
2024-06-26,1.8477914818640258
2024-06-27,1.2318609879093505
2024-06-28,1.2318609879093505
2024-06-29,1.8477914818640258
2024-06-30,1.2318609879093505
2024-07-01,1.8477914818640258
2024-07-02,1.2318609879093505
2024-07-03,1.8477914818640258
2024-07-04,1.8477914818640258
2024-07-05,1.8477914818640258
2024-07-06,1.8477914818640258
2024-07-07,1.8477914818640258
2024-07-08,1.2318609879093505
2024-07-09,1.8477914818640258
2024-07-10,1.8477914818640258
2024-07-11,1.8477914818640258
2024-07-12,2.463721975818701
2024-07-13,2.463721975818701
2024-07-14,2.463721975818701
2024-07-15,1.8477914818640258
2024-07-16,1.8477914818640258
2024-07-17,2.463721975818701
2024-07-18,1.8477914818640258
2024-07-19,1.8477914818640258
2024-07-20,1.8477914818640258
2024-07-21,2.463721975818701
2024-07-22,1.8477914818640258
2024-07-23,1.8477914818640258
2024-07-24,2.463721975818701
2024-07-25,2.463721975818701
2024-07-26,2.463721975818701
2024-07-27,2.463721975818701
2024-07-28,2.463721975818701
2024-07-29,1.8477914818640258
2024-07-30,1.8477914818640258
2024-07-31,1.8477914818640258
2024-08-01,2.463721975818701
2024-08-02,2.463721975818701
2024-08-03,2.463721975818701
2024-08-04,2.463721975818701
2024-08-05,2.463721975818701
2024-08-06,2.463721975818701
2024-08-07,2.463721975818701
2024-08-08,2.463721975818701
2024-08-09,2.463721975818701
2024-08-10,11.702679385138829
2024-08-11,6.159304939546752
2024-08-12,3.079652469773376
2024-08-13,3.079652469773376
2024-08-14,3.079652469773376
2024-08-15,3.079652469773376
2024-08-16,3.6955829637280515
2024-08-17,6.159304939546752
2024-08-18,21.557567288413633
2024-08-19,4.927443951637402
2024-08-20,3.079652469773376
2024-08-21,3.6955829637280515
2024-08-22,3.079652469773376
2024-08-23,4.927443951637402
2024-08-24,22.481463029345647
2024-08-25,4.927443951637402
2024-08-26,3.6955829637280515
2024-08-27,3.6955829637280515
2024-08-28,3.6955829637280515
