Time,roblox
2022-06-19,75.0
2022-06-20,75.0
2022-06-21,78.0
2022-06-22,78.0
2022-06-23,78.0
2022-06-24,76.0
2022-06-25,79.0
2022-06-26,77.0
2022-06-27,76.0
2022-06-28,76.0
2022-06-29,76.0
2022-06-30,81.0
2022-07-01,74.0
2022-07-02,79.0
2022-07-03,76.0
2022-07-04,79.0
2022-07-05,75.0
2022-07-06,72.0
2022-07-07,75.0
2022-07-08,79.0
2022-07-09,82.0
2022-07-10,82.0
2022-07-11,75.0
2022-07-12,81.0
2022-07-13,79.0
2022-07-14,78.0
2022-07-15,76.0
2022-07-16,83.0
2022-07-17,81.0
2022-07-18,80.0
2022-07-19,84.0
2022-07-20,84.0
2022-07-21,82.0
2022-07-22,80.0
2022-07-23,82.0
2022-07-24,80.0
2022-07-25,79.0
2022-07-26,81.0
2022-07-27,82.0
2022-07-28,83.0
2022-07-29,86.0
2022-07-30,86.0
2022-07-31,86.0
2022-08-01,77.0
2022-08-02,81.0
2022-08-03,79.0
2022-08-04,79.0
2022-08-05,80.0
2022-08-06,83.0
2022-08-07,85.0
2022-08-08,79.0
2022-08-09,74.0
2022-08-10,74.0
2022-08-11,74.0
2022-08-12,71.0
2022-08-13,86.0
2022-08-14,91.0
2022-08-15,72.0
2022-08-16,70.0
2022-08-17,69.0
2022-08-18,68.0
2022-08-19,70.0
2022-08-20,87.0
2022-08-21,93.0
2022-08-22,64.0
2022-08-23,66.0
2022-08-24,61.0
2022-08-25,60.0
2022-08-26,65.0
2022-08-27,87.0
2022-08-28,90.0
2022-08-29,64.08883553421369
2022-08-30,59.296775853198426
2022-08-31,56.76873606585491
2022-09-01,58.03275595952667
2022-09-02,65.85285542788543
2022-09-03,93.60521351397702
2022-09-04,90.5771737266335
2022-09-05,90.0771737266335
2022-09-06,59.796775853198426
2022-09-07,53.74069627851141
2022-09-08,50.71265649116789
2022-09-09,50.71265649116789
2022-09-10,82.25707425827474
2022-09-11,87.04913393929
2022-09-12,56.26873606585491
2022-09-13,56.26873606585491
2022-09-14,54.50471617218316
2022-09-15,56.76873606585491
2022-09-16,56.26873606585491
2022-09-17,80.99305436460298
2022-09-18,80.49305436460298
2022-09-19,53.74069627851141
2022-09-20,50.71265649116789
2022-09-21,51.97667638483965
2022-09-22,66.61687532155719
2022-09-23,56.76873606585491
2022-09-24,77.96501457725947
2022-09-25,80.49305436460298
2022-09-26,58.03275595952667
2022-09-27,55.00471617218316
2022-09-28,58.065511919053336
2022-09-29,55.00943234436632
2022-09-30,59.593551706396845
2022-10-01,82.51414851654947
2022-10-02,79.45806894186245
2022-10-03,59.593551706396845
2022-10-04,58.065511919053336
2022-10-05,58.065511919053336
2022-10-06,56.537472131709826
2022-10-07,67.23375064311439
2022-10-08,80.98610872920597
2022-10-09,82.51414851654947
2022-10-10,70.28983021780141
2022-10-11,55.00943234436632
2022-10-12,53.48139255702281
2022-10-13,58.065511919053336
2022-10-14,61.121591493740354
2022-10-15,79.45806894186245
2022-10-16,82.51414851654947
2022-10-17,59.593551706396845
2022-10-18,56.537472131709826
2022-10-19,56.537472131709826
2022-10-20,56.537472131709826
2022-10-21,59.593551706396845
2022-10-22,77.93002915451895
2022-10-23,82.51414851654947
2022-10-24,59.593551706396845
2022-10-25,51.9533527696793
2022-10-26,48.89727319499228
2022-10-27,53.48139255702281
2022-10-28,56.537472131709826
2022-10-29,73.34590979248841
2022-10-30,74.87394957983193
2022-10-31,48.89727319499228
2022-11-01,47.36923340764877
2022-11-02,50.42531298233579
2022-11-03,48.89727319499228
2022-11-04,55.00943234436632
2022-11-05,94.73846681529754
2022-11-06,74.87394957983193
2022-11-07,51.9533527696793
2022-11-08,59.593551706396845
2022-11-09,50.42531298233579
2022-11-10,53.48139255702281
2022-11-11,64.17767106842737
2022-11-12,80.98610872920597
2022-11-13,77.93002915451895
2022-11-14,51.9533527696793
2022-11-15,50.42531298233579
2022-11-16,51.9533527696793
2022-11-17,53.48139255702281
2022-11-18,59.593551706396845
2022-11-19,76.40198936717543
2022-11-20,76.40198936717543
2022-11-21,61.121591493740354
2022-11-22,65.70571085577087
2022-11-23,74.87394957983193
2022-11-24,76.40198936717543
2022-11-25,76.40198936717543
2022-11-26,77.93002915451895
2022-11-27,76.40198936717543
2022-11-28,51.9533527696793
2022-11-29,51.9533527696793
2022-11-30,51.9533527696793
2022-12-01,51.9533527696793
2022-12-02,55.00943234436632
2022-12-03,76.40198936717543
2022-12-04,76.40198936717543
2022-12-05,50.42531298233579
2022-12-06,51.9533527696793
2022-12-07,56.537472131709826
2022-12-08,53.48139255702281
2022-12-09,56.537472131709826
2022-12-10,80.98610872920597
2022-12-11,79.45806894186245
2022-12-12,55.00943234436632
2022-12-13,56.537472131709826
2022-12-14,56.537472131709826
2022-12-15,61.121591493740354
2022-12-16,61.121591493740354
2022-12-17,77.93002915451895
2022-12-18,79.45806894186245
2022-12-19,65.70571085577087
2022-12-20,67.23375064311439
2022-12-21,73.34590979248841
2022-12-22,76.40198936717543
2022-12-23,80.98610872920597
2022-12-24,91.68238724061052
2022-12-25,152.80397873435086
2022-12-26,114.60298405076315
2022-12-27,93.21042702795404
2022-12-28,87.09826787858
2022-12-29,82.51414851654947
2022-12-30,82.51414851654947
2022-12-31,88.6263076659235
2023-01-01,84.04218830389298
2023-01-02,90.15434745326702
2023-01-03,67.23375064311439
2023-01-04,61.121591493740354
2023-01-05,61.121591493740354
2023-01-06,64.17767106842737
2023-01-07,80.98610872920597
2023-01-08,84.04218830389298
2023-01-09,58.065511919053336
2023-01-10,55.00943234436632
2023-01-11,56.537472131709826
2023-01-12,53.48139255702281
2023-01-13,61.121591493740354
2023-01-14,80.98610872920597
2023-01-15,82.51414851654947
2023-01-16,82.51414851654947
2023-01-17,58.065511919053336
2023-01-18,58.065511919053336
2023-01-19,53.48139255702281
2023-01-20,59.593551706396845
2023-01-21,87.09826787858
2023-01-22,80.98610872920597
2023-01-23,64.17767106842737
2023-01-24,58.065511919053336
2023-01-25,56.537472131709826
2023-01-26,56.537472131709826
2023-01-27,61.121591493740354
2023-01-28,103.9067055393586
2023-01-29,80.98610872920597
2023-01-30,62.649631281083856
2023-01-31,62.649631281083856
2023-02-01,61.121591493740354
2023-02-02,62.649631281083856
2023-02-03,64.17767106842737
2023-02-04,105.4347453267021
2023-02-05,88.6263076659235
2023-02-06,58.065511919053336
2023-02-07,55.00943234436632
2023-02-08,53.48139255702281
2023-02-09,55.00943234436632
2023-02-10,59.593551706396845
2023-02-11,82.51414851654947
2023-02-12,82.51414851654947
2023-02-13,51.9533527696793
2023-02-14,53.48139255702281
2023-02-15,56.537472131709826
2023-02-16,56.537472131709826
2023-02-17,65.70571085577087
2023-02-18,82.51414851654947
2023-02-19,84.04218830389298
2023-02-20,79.45806894186245
2023-02-21,59.593551706396845
2023-02-22,62.649631281083856
2023-02-23,59.593551706396845
2023-02-24,65.70571085577087
2023-02-25,85.57022809123649
2023-02-26,87.09826787858
2023-02-27,58.065511919053336
2023-02-28,53.48139255702281
2023-03-01,53.48139255702281
2023-03-02,53.48139255702281
2023-03-03,61.121591493740354
2023-03-04,82.51414851654947
2023-03-05,82.51414851654947
2023-03-06,55.00943234436632
2023-03-07,53.48139255702281
2023-03-08,55.00943234436632
2023-03-09,55.00943234436632
2023-03-10,59.593551706396845
2023-03-11,80.98610872920597
2023-03-12,84.04218830389298
2023-03-13,61.121591493740354
2023-03-14,61.121591493740354
2023-03-15,56.537472131709826
2023-03-16,59.593551706396845
2023-03-17,61.121591493740354
2023-03-18,79.45806894186245
2023-03-19,84.04218830389298
2023-03-20,61.121591493740354
2023-03-21,59.593551706396845
2023-03-22,58.065511919053336
2023-03-23,56.537472131709826
2023-03-24,59.593551706396845
2023-03-25,77.93002915451895
2023-03-26,80.98610872920597
2023-03-27,56.537472131709826
2023-03-28,56.537472131709826
2023-03-29,53.48139255702281
2023-03-30,56.537472131709826
2023-03-31,56.537472131709826
2023-04-01,77.93002915451895
2023-04-02,77.93002915451895
2023-04-03,61.121591493740354
2023-04-04,56.537472131709826
2023-04-05,56.537472131709826
2023-04-06,62.649631281083856
2023-04-07,73.34590979248841
2023-04-08,82.51414851654947
2023-04-09,88.6263076659235
2023-04-10,70.28983021780141
2023-04-11,59.593551706396845
2023-04-12,59.593551706396845
2023-04-13,56.537472131709826
2023-04-14,58.065511919053336
2023-04-15,79.45806894186245
2023-04-16,80.98610872920597
2023-04-17,53.48139255702281
2023-04-18,48.89727319499228
2023-04-19,53.48139255702281
2023-04-20,48.89727319499228
2023-04-21,56.537472131709826
2023-04-22,74.87394957983193
2023-04-23,80.98610872920597
2023-04-24,53.48139255702281
2023-04-25,50.42531298233579
2023-04-26,48.94093147463067
2023-04-27,48.2205698605973
2023-04-28,53.39407599774604
2023-04-29,71.92701570424089
2023-04-30,77.86454173506138
2023-05-01,51.90969449004092
2023-05-02,50.4253129823358
2023-05-03,48.94093147463067
2023-05-04,53.39407599774604
2023-05-05,50.4253129823358
2023-05-06,73.411397211946
2023-05-07,74.89577871965113
2023-05-08,48.94093147463067
2023-05-09,47.45654996692555
2023-05-10,46.73618835289218
2023-05-11,47.45654996692555
2023-05-12,50.4253129823358
2023-05-13,69.7222725825024
2023-05-14,72.69103559791263
2023-05-15,51.90969449004092
2023-05-16,48.94093147463067
2023-05-17,50.4253129823358
2023-05-18,48.2205698605973
2023-05-19,51.90969449004092
2023-05-20,74.89577871965113
2023-05-21,74.89577871965113
2023-05-22,51.90969449004092
2023-05-23,48.94093147463067
2023-05-24,50.4253129823358
2023-05-25,51.90969449004092
2023-05-26,60.51037557880296
2023-05-27,72.03616140333685
2023-05-28,69.15471494720337
2023-05-29,72.03616140333685
2023-05-30,57.62892912266948
2023-05-31,61.951098806869695
2023-06-01,59.06965235073622
2023-06-02,64.83254526300317
2023-06-03,73.47688463140359
2023-06-04,77.7990543156038
2023-06-05,63.39182203493643
2023-06-06,64.83254526300317
2023-06-07,61.951098806869695
2023-06-08,66.2732684910699
2023-06-09,64.83254526300317
2023-06-10,74.91760785947032
2023-06-11,70.59543817527012
2023-06-12,66.2732684910699
2023-06-13,66.2732684910699
2023-06-14,67.71399171913664
2023-06-15,70.59543817527012
2023-06-16,72.03616140333685
2023-06-17,74.91760785947032
2023-06-18,73.47688463140359
2023-06-19,73.47688463140359
2023-06-20,72.03616140333685
2023-06-21,70.59543817527012
2023-06-22,70.59543817527012
2023-06-23,73.47688463140359
2023-06-24,79.23977754367054
2023-06-25,79.23977754367054
2023-06-26,74.91760785947032
2023-06-27,72.03616140333685
2023-06-28,72.03616140333685
2023-06-29,70.59543817527012
2023-06-30,70.59543817527012
2023-07-01,73.47688463140359
2023-07-02,74.91760785947032
2023-07-03,72.03616140333685
2023-07-04,72.03616140333685
2023-07-05,69.15471494720337
2023-07-06,73.47688463140359
2023-07-07,74.91760785947032
2023-07-08,82.12122399980402
2023-07-09,80.68050077173727
2023-07-10,69.15471494720337
2023-07-11,73.47688463140359
2023-07-12,74.91760785947032
2023-07-13,76.35833108753707
2023-07-14,73.47688463140359
2023-07-15,79.23977754367054
2023-07-16,79.23977754367054
2023-07-17,72.03616140333685
2023-07-18,72.03616140333685
2023-07-19,73.47688463140359
2023-07-20,95.08773305240464
2023-07-21,74.91760785947032
2023-07-22,76.35833108753707
2023-07-23,82.12122399980402
2023-07-24,77.7990543156038
2023-07-25,74.91760785947032
2023-07-26,83.56194722787075
2023-07-27,74.91760785947032
2023-07-28,79.23977754367054
2023-07-29,83.56194722787075
2023-07-30,80.68050077173727
2023-07-31,76.35833108753707
2023-08-01,76.35833108753707
2023-08-02,76.35833108753707
2023-08-03,74.91760785947032
2023-08-04,79.23977754367054
2023-08-05,86.44339368400422
2023-08-06,85.00267045593749
2023-08-07,76.35833108753707
2023-08-08,70.59543817527012
2023-08-09,70.59543817527012
2023-08-10,73.47688463140359
2023-08-11,72.03616140333685
2023-08-12,79.23977754367054
2023-08-13,82.12122399980402
2023-08-14,67.71399171913664
2023-08-15,67.71399171913664
2023-08-16,63.39182203493643
2023-08-17,69.15471494720337
2023-08-18,63.39182203493643
2023-08-19,86.44339368400422
2023-08-20,83.56194722787075
2023-08-21,66.2732684910699
2023-08-22,61.951098806869695
2023-08-23,63.39182203493643
2023-08-24,60.51037557880296
2023-08-25,61.951098806869695
2023-08-26,76.35833108753707
2023-08-27,77.7990543156038
2023-08-28,56.188205894602746
2023-08-29,57.62892912266948
2023-08-30,57.62892912266948
2023-08-31,60.51037557880296
2023-09-01,61.951098806869695
2023-09-02,77.7990543156038
2023-09-03,79.23977754367054
2023-09-04,80.68050077173727
2023-09-05,53.30675943846927
2023-09-06,50.4253129823358
2023-09-07,47.54386652620232
2023-09-08,50.4253129823358
2023-09-09,76.35833108753707
2023-09-10,79.23977754367054
2023-09-11,51.866036210402534
2023-09-12,48.98458975426906
2023-09-13,48.98458975426906
2023-09-14,48.98458975426906
2023-09-15,53.30675943846927
2023-09-16,77.7990543156038
2023-09-17,80.68050077173727
2023-09-18,51.866036210402534
2023-09-19,48.98458975426906
2023-09-20,48.98458975426906
2023-09-21,48.98458975426906
2023-09-22,53.30675943846927
2023-09-23,77.7990543156038
2023-09-24,80.68050077173727
2023-09-25,56.188205894602746
2023-09-26,48.98458975426906
2023-09-27,48.98458975426906
2023-09-28,59.06965235073622
2023-09-29,53.30675943846927
2023-09-30,74.91760785947032
2023-10-01,73.47688463140359
2023-10-02,50.4253129823358
2023-10-03,47.54386652620232
2023-10-04,48.98458975426906
2023-10-05,51.866036210402534
2023-10-06,56.188205894602746
2023-10-07,74.91760785947032
2023-10-08,69.15471494720337
2023-10-09,61.951098806869695
2023-10-10,73.47688463140359
2023-10-11,64.83254526300317
2023-10-12,61.951098806869695
2023-10-13,63.39182203493643
2023-10-14,85.00267045593749
2023-10-15,85.00267045593749
2023-10-16,60.51037557880296
2023-10-17,51.866036210402534
2023-10-18,53.30675943846927
2023-10-19,54.74748266653601
2023-10-20,57.62892912266948
2023-10-21,116.6985814734057
2023-10-22,110.93568856113875
2023-10-23,56.188205894602746
2023-10-24,50.4253129823358
2023-10-25,50.4253129823358
2023-10-26,48.98458975426906
2023-10-27,51.866036210402534
2023-10-28,70.59543817527012
2023-10-29,73.47688463140359
2023-10-30,48.98458975426906
2023-10-31,43.22169684200211
2023-11-01,46.103143298135585
2023-11-02,46.103143298135585
2023-11-03,51.866036210402534
2023-11-04,67.71399171913664
2023-11-05,70.59543817527012
2023-11-06,47.54386652620232
2023-11-07,50.4253129823358
2023-11-08,48.98458975426906
2023-11-09,53.30675943846927
2023-11-10,63.39182203493643
2023-11-11,74.91760785947032
2023-11-12,72.03616140333685
2023-11-13,50.4253129823358
2023-11-14,47.54386652620232
2023-11-15,48.98458975426906
2023-11-16,60.51037557880296
2023-11-17,53.30675943846927
2023-11-18,70.59543817527012
2023-11-19,72.03616140333685
2023-11-20,60.51037557880296
2023-11-21,61.951098806869695
2023-11-22,70.59543817527012
2023-11-23,72.03616140333685
2023-11-24,72.03616140333685
2023-11-25,74.91760785947032
2023-11-26,76.35833108753707
2023-11-27,51.866036210402534
2023-11-28,50.4253129823358
2023-11-29,48.98458975426906
2023-11-30,48.98458975426906
2023-12-01,50.4253129823358
2023-12-02,72.03616140333685
2023-12-03,70.59543817527012
2023-12-04,50.4253129823358
2023-12-05,48.98458975426906
2023-12-06,48.98458975426906
2023-12-07,50.4253129823358
2023-12-08,51.866036210402534
2023-12-09,67.71399171913664
2023-12-10,73.47688463140359
2023-12-11,48.98458975426906
2023-12-12,47.54386652620232
2023-12-13,47.54386652620232
2023-12-14,50.4253129823358
2023-12-15,57.62892912266948
2023-12-16,70.59543817527012
2023-12-17,76.35833108753707
2023-12-18,54.74748266653601
2023-12-19,57.62892912266948
2023-12-20,63.39182203493643
2023-12-21,67.71399171913664
2023-12-22,72.03616140333685
2023-12-23,77.7990543156038
2023-12-24,82.12122399980402
2023-12-25,144.0723228066737
2023-12-26,95.08773305240464
2023-12-27,76.35833108753707
2023-12-28,74.91760785947034
2023-12-29,72.03616140333685
2023-12-30,77.7990543156038
2023-12-31,79.23977754367056
2024-01-01,74.91760785947034
2024-01-02,70.59543817527012
2024-01-03,61.951098806869695
2024-01-04,59.06965235073622
2024-01-05,60.510375578802964
2024-01-06,73.4768846314036
2024-01-07,73.4768846314036
2024-01-08,51.86603621040254
2024-01-09,51.86603621040254
2024-01-10,50.4253129823358
2024-01-11,48.98458975426907
2024-01-12,59.06965235073622
2024-01-13,70.59543817527012
2024-01-14,73.4768846314036
2024-01-15,73.4768846314036
2024-01-16,60.510375578802964
2024-01-17,59.06965235073622
2024-01-18,53.30675943846927
2024-01-19,59.06965235073622
2024-01-20,72.03616140333685
2024-01-21,67.71399171913666
2024-01-22,57.62892912266949
2024-01-23,51.86603621040254
2024-01-24,48.98458975426907
2024-01-25,48.98458975426907
2024-01-26,53.30675943846928
2024-01-27,74.91760785947034
2024-01-28,69.15471494720339
2024-01-29,50.425312982335804
2024-01-30,48.98458975426907
2024-01-31,47.54386652620233
2024-02-01,50.425312982335804
2024-02-02,51.86603621040254
2024-02-03,70.59543817527012
2024-02-04,72.03616140333686
2024-02-05,46.10314329813559
2024-02-06,46.10314329813559
2024-02-07,46.10314329813559
2024-02-08,46.10314329813559
2024-02-09,47.54386652620233
2024-02-10,64.83254526300317
2024-02-11,70.59543817527012
2024-02-12,46.10314329813559
2024-02-13,50.425312982335804
2024-02-14,44.662420070068855
2024-02-15,47.54386652620233
2024-02-16,53.30675943846928
2024-02-17,66.27326849106991
2024-02-18,70.59543817527012
2024-02-19,66.27326849106991
2024-02-20,48.98458975426907
2024-02-21,50.425312982335804
2024-02-22,50.425312982335804
2024-02-23,51.86603621040254
2024-02-24,80.68050077173729
2024-02-25,69.15471494720339
2024-02-26,46.10314329813559
2024-02-27,46.10314329813559
2024-02-28,46.10314329813559
2024-02-29,44.662420070068855
2024-03-01,50.425312982335804
2024-03-02,66.27326849106991
2024-03-03,72.03616140333686
2024-03-04,48.98458975426907
2024-03-05,47.54386652620233
2024-03-06,46.10314329813559
2024-03-07,46.10314329813559
2024-03-08,51.86603621040254
2024-03-09,67.71399171913666
2024-03-10,67.71399171913666
2024-03-11,48.98458975426907
2024-03-12,48.98458975426907
2024-03-13,50.425312982335804
2024-03-14,48.98458975426907
2024-03-15,59.06965235073623
2024-03-16,73.4768846314036
2024-03-17,76.35833108753707
2024-03-18,50.425312982335804
2024-03-19,48.98458975426907
2024-03-20,47.54386652620233
2024-03-21,47.54386652620233
2024-03-22,50.425312982335804
2024-03-23,69.15471494720339
2024-03-24,72.03616140333686
2024-03-25,56.18820589460275
2024-03-26,51.86603621040254
2024-03-27,51.86603621040254
2024-03-28,53.30675943846928
2024-03-29,64.83254526300317
2024-03-30,69.15471494720339
2024-03-31,76.35833108753707
2024-04-01,61.9510988068697
2024-04-02,57.62892912266949
2024-04-03,51.86603621040254
2024-04-04,48.98458975426907
2024-04-05,56.18820589460275
2024-04-06,69.15471494720339
2024-04-07,76.35833108753707
2024-04-08,51.86603621040254
2024-04-09,47.54386652620233
2024-04-10,48.98458975426907
2024-04-11,44.662420070068855
2024-04-12,50.425312982335804
2024-04-13,67.71399171913666
2024-04-14,70.59543817527012
2024-04-15,48.98458975426907
2024-04-16,47.54386652620233
2024-04-17,47.54386652620233
2024-04-18,46.10314329813559
2024-04-19,51.86603621040254
2024-04-20,72.03616140333686
2024-04-21,74.91760785947034
2024-04-22,53.30675943846928
2024-04-23,46.10314329813559
2024-04-24,48.98458975426907
2024-04-25,47.54386652620233
2024-04-26,53.30675943846928
2024-04-27,67.71399171913666
2024-04-28,73.4768846314036
2024-04-29,50.425312982335804
2024-04-30,46.10314329813559
2024-05-01,46.10314329813559
2024-05-02,44.662420070068855
2024-05-03,48.98458975426907
2024-05-04,63.39182203493644
2024-05-05,72.03616140333686
2024-05-06,47.54386652620233
2024-05-07,46.10314329813559
2024-05-08,46.10314329813559
2024-05-09,47.54386652620233
2024-05-10,48.98458975426907
2024-05-11,67.71399171913666
2024-05-12,69.15471494720339
2024-05-13,53.30675943846928
2024-05-14,48.98458975426907
2024-05-15,50.425312982335804
2024-05-16,48.98458975426907
2024-05-17,50.425312982335804
2024-05-18,83.56194722787076
2024-05-19,73.4768846314036
2024-05-20,53.30675943846928
2024-05-21,53.30675943846928
2024-05-22,51.86603621040254
2024-05-23,61.9510988068697
2024-05-24,64.83254526300317
2024-05-25,74.91760785947034
2024-05-26,72.03616140333686
2024-05-27,74.91760785947034
2024-05-28,63.39182203493644
2024-05-29,59.06965235073623
2024-05-30,59.06965235073623
2024-05-31,60.510375578802964
2024-06-01,69.15471494720339
2024-06-02,70.59543817527012
2024-06-03,57.62892912266949
2024-06-04,61.9510988068697
2024-06-05,67.71399171913666
2024-06-06,70.59543817527012
2024-06-07,63.39182203493644
2024-06-08,72.03616140333686
2024-06-09,73.4768846314036
2024-06-10,67.71399171913666
2024-06-11,66.27326849106991
2024-06-12,63.39182203493644
2024-06-13,64.83254526300317
2024-06-14,66.27326849106991
2024-06-15,70.59543817527012
2024-06-16,72.03616140333686
2024-06-17,70.59543817527012
2024-06-18,66.27326849106991
2024-06-19,70.59543817527012
2024-06-20,96.5284562804714
2024-06-21,70.59543817527012
2024-06-22,73.4768846314036
2024-06-23,73.4768846314036
2024-06-24,67.71399171913666
2024-06-25,66.27326849106991
2024-06-26,67.71399171913666
2024-06-27,70.59543817527012
2024-06-28,72.03616140333686
2024-06-29,72.03616140333686
2024-06-30,74.91760785947034
2024-07-01,76.35833108753707
2024-07-02,72.03616140333686
2024-07-03,70.59543817527012
2024-07-04,72.03616140333686
2024-07-05,66.27326849106991
2024-07-06,73.4768846314036
2024-07-07,74.91760785947034
2024-07-08,73.4768846314036
2024-07-09,70.59543817527012
2024-07-10,72.03616140333686
2024-07-11,69.15471494720339
2024-07-12,72.03616140333686
2024-07-13,72.03616140333686
2024-07-14,73.4768846314036
2024-07-15,74.91760785947034
2024-07-16,74.91760785947034
2024-07-17,74.91760785947034
2024-07-18,73.4768846314036
2024-07-19,74.91760785947034
2024-07-20,80.68050077173729
2024-07-21,85.0026704559375
2024-07-22,74.91760785947034
2024-07-23,74.91760785947034
2024-07-24,73.4768846314036
2024-07-25,76.35833108753707
2024-07-26,74.91760785947034
2024-07-27,76.35833108753707
2024-07-28,77.79905431560381
2024-07-29,72.03616140333686
2024-07-30,73.4768846314036
2024-07-31,73.4768846314036
2024-08-01,76.35833108753707
2024-08-02,77.79905431560381
2024-08-03,83.56194722787076
2024-08-04,82.12122399980402
2024-08-05,72.03616140333686
2024-08-06,73.4768846314036
2024-08-07,74.91760785947034
2024-08-08,72.03616140333686
2024-08-09,74.91760785947034
2024-08-10,80.68050077173729
2024-08-11,82.12122399980402
2024-08-12,69.15471494720339
2024-08-13,66.27326849106991
2024-08-14,66.27326849106991
2024-08-15,64.83254526300317
2024-08-16,66.27326849106991
2024-08-17,80.68050077173729
2024-08-18,82.12122399980402
2024-08-19,65.42578423926594
2024-08-20,60.84936927952455
2024-08-21,57.79842597303028
2024-08-22,56.272954319783146
2024-08-23,60.84936927952455
2024-08-24,77.54480904006263
2024-08-25,81.40086238577065
2024-08-26,54.02712105250265
2024-08-27,54.747482666536015
2024-08-28,52.50164939925551
2024-08-29,54.747482666536015
2024-08-30,60.04425924031078
2024-08-31,72.24803246628785
2024-09-01,83.64669565305115
2024-09-02,82.92633403901777
2024-09-03,54.747482666536015
2024-09-04,51.69653936004175
2024-09-05,50.976177746008375
2024-09-06,54.747482666536015
2024-09-07,74.49386573356836
2024-09-08,80.59575234655688
2024-09-09,50.17106770679462
2024-09-10,50.17106770679462
2024-09-11,48.64559605354748
2024-09-12,49.450706092761244
2024-09-13,54.02712105250265
2024-09-14,72.96839408032122
2024-09-15,67.67161750654645
2024-09-16,58.51878758706365
2024-09-17,48.30660235282589
2024-09-18,49.91682243125342
2024-09-19,48.30660235282589
2024-09-20,53.137262588108484
2024-09-21,69.23946337238378
2024-09-22,74.07012360766637
