Time,moon_knight
2022-06-19,6.0
2022-06-20,5.0
2022-06-21,5.0
2022-06-22,4.0
2022-06-23,4.0
2022-06-24,4.0
2022-06-25,5.0
2022-06-26,5.0
2022-06-27,4.0
2022-06-28,4.0
2022-06-29,4.0
2022-06-30,4.0
2022-07-01,3.0
2022-07-02,4.0
2022-07-03,4.0
2022-07-04,4.0
2022-07-05,3.0
2022-07-06,4.0
2022-07-07,4.0
2022-07-08,4.0
2022-07-09,4.0
2022-07-10,4.0
2022-07-11,4.0
2022-07-12,3.0
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,4.0
2022-07-16,4.0
2022-07-17,4.0
2022-07-18,3.0
2022-07-19,3.0
2022-07-20,3.0
2022-07-21,3.0
2022-07-22,3.0
2022-07-23,4.0
2022-07-24,5.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,3.0
2022-07-28,3.0
2022-07-29,3.0
2022-07-30,3.0
2022-07-31,4.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,4.0
2022-08-05,3.0
2022-08-06,3.0
2022-08-07,4.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,3.0
2022-08-14,3.0
2022-08-15,3.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,3.0
2022-08-19,3.0
2022-08-20,4.0
2022-08-21,4.0
2022-08-22,3.0
2022-08-23,2.0
2022-08-24,3.0
2022-08-25,3.0
2022-08-26,3.0
2022-08-27,3.0
2022-08-28,3.0
2022-08-29,2.098360655737705
2022-08-30,1.9836065573770494
2022-08-31,2.1311475409836067
2022-09-01,2.0491803278688527
2022-09-02,2.7131147540983607
2022-09-03,2.7459016393442623
2022-09-04,2.8770491803278686
2022-09-05,2.942622950819672
2022-09-06,2.19672131147541
2022-09-07,2.0491803278688527
2022-09-08,2.0163934426229506
2022-09-09,2.0
2022-09-10,3.0081967213114753
2022-09-11,3.1229508196721314
2022-09-12,2.163934426229508
2022-09-13,2.7295081967213113
2022-09-14,2.7622950819672134
2022-09-15,2.0327868852459017
2022-09-16,2.9098360655737707
2022-09-17,3.139344262295082
2022-09-18,2.9262295081967213
2022-09-19,2.081967213114754
2022-09-20,2.0
2022-09-21,2.1311475409836067
2022-09-22,1.9672131147540983
2022-09-23,1.9836065573770494
2022-09-24,2.163934426229508
2022-09-25,2.7459016393442623
2022-09-26,1.901639344262295
2022-09-27,1.9344262295081966
2022-09-28,1.7049180327868854
2022-09-29,1.8032786885245902
2022-09-30,1.6721311475409837
2022-10-01,1.9672131147540985
2022-10-02,2.0655737704918034
2022-10-03,1.8032786885245902
2022-10-04,2.0
2022-10-05,1.7049180327868854
2022-10-06,1.8360655737704918
2022-10-07,2.1311475409836067
2022-10-08,2.6229508196721314
2022-10-09,2.9836065573770494
2022-10-10,2.2622950819672134
2022-10-11,2.3934426229508197
2022-10-12,2.0655737704918034
2022-10-13,2.360655737704918
2022-10-14,2.098360655737705
2022-10-15,2.2622950819672134
2022-10-16,2.295081967213115
2022-10-17,1.9672131147540985
2022-10-18,1.7704918032786887
2022-10-19,1.7049180327868854
2022-10-20,1.9016393442622952
2022-10-21,1.9016393442622952
2022-10-22,2.1639344262295084
2022-10-23,2.2622950819672134
2022-10-24,1.9344262295081969
2022-10-25,1.8032786885245902
2022-10-26,1.5081967213114755
2022-10-27,1.7049180327868854
2022-10-28,1.8688524590163935
2022-10-29,1.9016393442622952
2022-10-30,1.8360655737704918
2022-10-31,2.0655737704918034
2022-11-01,1.8688524590163935
2022-11-02,1.3770491803278688
2022-11-03,1.1475409836065575
2022-11-04,1.3442622950819674
2022-11-05,1.4426229508196722
2022-11-06,1.6065573770491803
2022-11-07,1.180327868852459
2022-11-08,1.2131147540983607
2022-11-09,1.1147540983606559
2022-11-10,1.2131147540983607
2022-11-11,1.3442622950819674
2022-11-12,1.639344262295082
2022-11-13,1.7704918032786887
2022-11-14,1.4754098360655739
2022-11-15,1.4426229508196722
2022-11-16,1.4754098360655739
2022-11-17,1.180327868852459
2022-11-18,1.2131147540983607
2022-11-19,1.3442622950819674
2022-11-20,1.5081967213114755
2022-11-21,1.2459016393442623
2022-11-22,1.0491803278688525
2022-11-23,1.4098360655737705
2022-11-24,1.3770491803278688
2022-11-25,1.5409836065573772
2022-11-26,1.4098360655737705
2022-11-27,1.7704918032786887
2022-11-28,1.3442622950819674
2022-11-29,1.180327868852459
2022-11-30,1.2131147540983607
2022-12-01,1.1475409836065575
2022-12-02,1.278688524590164
2022-12-03,1.278688524590164
2022-12-04,1.639344262295082
2022-12-05,1.3442622950819674
2022-12-06,1.1475409836065575
2022-12-07,1.2131147540983607
2022-12-08,1.4426229508196722
2022-12-09,1.0819672131147542
2022-12-10,1.4098360655737705
2022-12-11,1.7049180327868854
2022-12-12,1.3442622950819674
2022-12-13,1.3442622950819674
2022-12-14,1.180327868852459
2022-12-15,1.0819672131147542
2022-12-16,1.278688524590164
2022-12-17,1.5409836065573772
2022-12-18,1.4754098360655739
2022-12-19,1.1147540983606559
2022-12-20,1.2131147540983607
2022-12-21,1.737704918032787
2022-12-22,1.5081967213114755
2022-12-23,1.3114754098360657
2022-12-24,1.4426229508196722
2022-12-25,1.8032786885245902
2022-12-26,1.7049180327868854
2022-12-27,1.5737704918032787
2022-12-28,1.737704918032787
2022-12-29,1.6721311475409837
2022-12-30,1.639344262295082
2022-12-31,1.5409836065573772
2023-01-01,1.5081967213114755
2023-01-02,1.7704918032786887
2023-01-03,1.4098360655737705
2023-01-04,1.3770491803278688
2023-01-05,1.6721311475409837
2023-01-06,1.5081967213114755
2023-01-07,1.6721311475409837
2023-01-08,1.7704918032786887
2023-01-09,1.2459016393442623
2023-01-10,1.2459016393442623
2023-01-11,1.3770491803278688
2023-01-12,1.2131147540983607
2023-01-13,1.2131147540983607
2023-01-14,1.3770491803278688
2023-01-15,1.3114754098360657
2023-01-16,1.7049180327868854
2023-01-17,1.3442622950819674
2023-01-18,1.1475409836065575
2023-01-19,1.3442622950819674
2023-01-20,1.180327868852459
2023-01-21,1.6065573770491803
2023-01-22,1.3442622950819674
2023-01-23,1.1147540983606559
2023-01-24,1.180327868852459
2023-01-25,1.278688524590164
2023-01-26,1.3442622950819674
2023-01-27,1.3114754098360657
2023-01-28,1.4098360655737705
2023-01-29,1.4754098360655739
2023-01-30,1.180327868852459
2023-01-31,1.3114754098360657
2023-02-01,1.180327868852459
2023-02-02,1.1475409836065575
2023-02-03,1.2459016393442623
2023-02-04,1.278688524590164
2023-02-05,1.5737704918032787
2023-02-06,1.2131147540983607
2023-02-07,1.1147540983606559
2023-02-08,1.0163934426229508
2023-02-09,1.1475409836065575
2023-02-10,1.2459016393442623
2023-02-11,1.278688524590164
2023-02-12,1.4426229508196722
2023-02-13,1.0819672131147542
2023-02-14,1.2131147540983607
2023-02-15,1.0163934426229508
2023-02-16,1.8032786885245902
2023-02-17,1.3770491803278688
2023-02-18,1.4754098360655739
2023-02-19,1.6721311475409837
2023-02-20,1.5409836065573772
2023-02-21,1.3770491803278688
2023-02-22,1.3442622950819674
2023-02-23,1.180327868852459
2023-02-24,1.2131147540983607
2023-02-25,1.5409836065573772
2023-02-26,1.4754098360655739
2023-02-27,1.3114754098360657
2023-02-28,1.1147540983606559
2023-03-01,1.4098360655737705
2023-03-02,1.2459016393442623
2023-03-03,1.3770491803278688
2023-03-04,1.4754098360655739
2023-03-05,1.6065573770491803
2023-03-06,1.3770491803278688
2023-03-07,1.2459016393442623
2023-03-08,1.1475409836065575
2023-03-09,1.1147540983606559
2023-03-10,1.1475409836065575
2023-03-11,1.3770491803278688
2023-03-12,1.3114754098360657
2023-03-13,1.278688524590164
2023-03-14,1.1147540983606559
2023-03-15,0.8524590163934427
2023-03-16,1.2131147540983607
2023-03-17,1.2131147540983607
2023-03-18,1.4426229508196722
2023-03-19,1.180327868852459
2023-03-20,1.1475409836065575
2023-03-21,1.0491803278688525
2023-03-22,1.2459016393442623
2023-03-23,1.2131147540983607
2023-03-24,1.1475409836065575
2023-03-25,1.4426229508196722
2023-03-26,1.3442622950819674
2023-03-27,1.1475409836065575
2023-03-28,1.0819672131147542
2023-03-29,1.180327868852459
2023-03-30,1.0819672131147542
2023-03-31,1.2459016393442623
2023-04-01,1.3442622950819674
2023-04-02,1.2131147540983607
2023-04-03,1.0491803278688525
2023-04-04,0.9180327868852459
2023-04-05,1.0163934426229508
2023-04-06,1.3114754098360657
2023-04-07,1.1147540983606559
2023-04-08,1.4426229508196722
2023-04-09,1.4098360655737705
2023-04-10,0.9508196721311476
2023-04-11,1.1147540983606559
2023-04-12,1.0819672131147542
2023-04-13,1.0819672131147542
2023-04-14,1.0163934426229508
2023-04-15,1.2131147540983607
2023-04-16,1.0819672131147542
2023-04-17,1.180327868852459
2023-04-18,0.7868852459016393
2023-04-19,1.0491803278688525
2023-04-20,0.9836065573770493
2023-04-21,1.0163934426229508
2023-04-22,1.180327868852459
2023-04-23,1.180327868852459
2023-04-24,1.0491803278688525
2023-04-25,1.0819672131147542
2023-04-26,0.974376059498496
2023-04-27,0.9479290172753374
2023-04-28,0.9479290172753374
2023-04-29,1.0473773431452287
2023-04-30,1.3822229625782683
2023-05-01,0.9844296590987036
2023-05-02,0.8484806914054462
2023-05-03,0.9114283754519711
2023-05-04,1.0838779849685949
2023-05-05,0.9479290172753374
2023-05-06,1.2462739948850108
2023-05-07,1.2198269526618524
2023-05-08,1.073824385368387
2023-05-09,0.974376059498496
2023-05-10,0.7855330073589213
2023-05-11,0.8585342910056539
2023-05-12,0.8749277336286048
2023-05-13,0.9114283754519711
2023-05-14,1.183326310838486
2023-05-15,1.0209303009220698
2023-05-16,1.0838779849685949
2023-05-17,1.0838779849685949
2023-05-18,0.8849813332288126
2023-05-19,0.9579826168755452
2023-05-20,1.183326310838486
2023-05-21,1.3092216789315356
2023-05-22,1.282774636708377
2023-05-23,1.2198269526618524
2023-05-24,1.4086700048014267
2023-05-25,1.345722320754902
2023-05-26,1.5080399400311604
2023-05-27,1.8096479280373925
2023-05-28,1.487932740830745
2023-05-29,2.0107199200415473
2023-05-30,1.2064319520249283
2023-05-31,1.2265391512253438
2023-06-01,1.1863247528245129
2023-06-02,1.2466463504257592
2023-06-03,1.447718342429914
2023-06-04,1.8297551272378079
2023-06-05,1.2667535496261748
2023-06-06,1.2868607488265902
2023-06-07,1.3069679480270056
2023-06-08,1.447718342429914
2023-06-09,1.146110354423682
2023-06-10,1.487932740830745
2023-06-11,1.407503944029083
2023-06-12,1.1260031552232663
2023-06-13,0.9450383624195272
2023-06-14,1.5683615376324067
2023-06-15,1.2667535496261748
2023-06-16,1.3471823464278365
2023-06-17,1.2466463504257592
2023-06-18,1.3069679480270056
2023-06-19,1.3672895456282521
2023-06-20,1.0455743584216046
2023-06-21,1.2265391512253438
2023-06-22,1.0455743584216046
2023-06-23,1.105895956022851
2023-06-24,1.1662175536240973
2023-06-25,1.3672895456282521
2023-06-26,0.9651455616199427
2023-06-27,1.1863247528245129
2023-06-28,1.2667535496261748
2023-06-29,1.06568155762202
2023-06-30,1.2667535496261748
2023-07-01,1.3471823464278365
2023-07-02,1.2466463504257592
2023-07-03,1.2265391512253438
2023-07-04,1.2868607488265902
2023-07-05,1.2466463504257592
2023-07-06,1.06568155762202
2023-07-07,1.0455743584216046
2023-07-08,1.3672895456282521
2023-07-09,1.4678255416303294
2023-07-10,1.146110354423682
2023-07-11,0.9852527608203581
2023-07-12,1.105895956022851
2023-07-13,0.9651455616199427
2023-07-14,1.0455743584216046
2023-07-15,1.3873967448286675
2023-07-16,1.3471823464278365
2023-07-17,1.105895956022851
2023-07-18,1.1863247528245129
2023-07-19,1.105895956022851
2023-07-20,1.0053599600207737
2023-07-21,1.2064319520249283
2023-07-22,1.2667535496261748
2023-07-23,1.2868607488265902
2023-07-24,1.1260031552232663
2023-07-25,1.105895956022851
2023-07-26,0.9651455616199427
2023-07-27,1.06568155762202
2023-07-28,0.9450383624195272
2023-07-29,1.1863247528245129
2023-07-30,1.2667535496261748
2023-07-31,1.1662175536240973
2023-08-01,1.105895956022851
2023-08-02,1.146110354423682
2023-08-03,1.025467159221189
2023-08-04,0.8646095656178653
2023-08-05,1.0857887568224354
2023-08-06,1.0857887568224354
2023-08-07,1.025467159221189
2023-08-08,1.0857887568224354
2023-08-09,0.7841807688162034
2023-08-10,0.9651455616199427
2023-08-11,0.9651455616199427
2023-08-12,1.06568155762202
2023-08-13,1.1260031552232663
2023-08-14,0.8847167648182808
2023-08-15,0.7640735696157879
2023-08-16,0.7841807688162034
2023-08-17,0.7439663704153725
2023-08-18,0.7439663704153725
2023-08-19,1.146110354423682
2023-08-20,1.2868607488265902
2023-08-21,1.0857887568224354
2023-08-22,0.9249311632191117
2023-08-23,1.025467159221189
2023-08-24,0.8646095656178653
2023-08-25,1.025467159221189
2023-08-26,1.0053599600207737
2023-08-27,1.1260031552232663
2023-08-28,0.9852527608203581
2023-08-29,1.06568155762202
2023-08-30,0.9249311632191117
2023-08-31,0.9651455616199427
2023-09-01,0.8243951672170343
2023-09-02,1.2466463504257592
2023-09-03,1.146110354423682
2023-09-04,1.1863247528245129
2023-09-05,0.7841807688162034
2023-09-06,0.7439663704153725
2023-09-07,0.723859171214957
2023-09-08,0.9249311632191117
2023-09-09,1.025467159221189
2023-09-10,1.0455743584216046
2023-09-11,0.8243951672170343
2023-09-12,0.6836447728141261
2023-09-13,0.8243951672170343
2023-09-14,0.9048239640186962
2023-09-15,0.8847167648182808
2023-09-16,0.9249311632191117
2023-09-17,1.105895956022851
2023-09-18,0.8243951672170343
2023-09-19,0.7439663704153725
2023-09-20,0.9048239640186962
2023-09-21,0.8847167648182808
2023-09-22,0.9048239640186962
2023-09-23,0.9450383624195272
2023-09-24,0.9651455616199427
2023-09-25,0.8243951672170343
2023-09-26,0.8042879680166188
2023-09-27,0.9450383624195272
2023-09-28,0.8042879680166188
2023-09-29,1.0455743584216046
2023-09-30,0.9852527608203581
2023-10-01,1.0857887568224354
2023-10-02,1.0857887568224354
2023-10-03,0.8646095656178653
2023-10-04,0.8646095656178653
2023-10-05,0.9450383624195272
2023-10-06,1.025467159221189
2023-10-07,1.0857887568224354
2023-10-08,1.146110354423682
2023-10-09,1.0857887568224354
2023-10-10,1.1260031552232663
2023-10-11,0.9249311632191117
2023-10-12,1.105895956022851
2023-10-13,1.1260031552232663
2023-10-14,1.2868607488265902
2023-10-15,1.2265391512253438
2023-10-16,1.0053599600207737
2023-10-17,0.9852527608203581
2023-10-18,0.8847167648182808
2023-10-19,0.9048239640186962
2023-10-20,1.0053599600207737
2023-10-21,1.105895956022851
2023-10-22,1.146110354423682
2023-10-23,1.2265391512253438
2023-10-24,0.8445023664174498
2023-10-25,0.9048239640186962
2023-10-26,1.0053599600207737
2023-10-27,0.9852527608203581
2023-10-28,1.2064319520249283
2023-10-29,1.105895956022851
2023-10-30,0.8243951672170343
2023-10-31,0.9450383624195272
2023-11-01,1.1260031552232663
2023-11-02,0.9048239640186962
2023-11-03,1.105895956022851
2023-11-04,1.3069679480270056
2023-11-05,1.3069679480270056
2023-11-06,1.0053599600207737
2023-11-07,0.8847167648182808
2023-11-08,0.9852527608203581
2023-11-09,0.9651455616199427
2023-11-10,1.1260031552232663
2023-11-11,1.105895956022851
2023-11-12,1.2868607488265902
2023-11-13,1.0455743584216046
2023-11-14,0.9450383624195272
2023-11-15,1.0857887568224354
2023-11-16,0.9852527608203581
2023-11-17,1.2466463504257592
2023-11-18,1.146110354423682
2023-11-19,1.0857887568224354
2023-11-20,0.8847167648182808
2023-11-21,0.9249311632191117
2023-11-22,0.9852527608203581
2023-11-23,1.0053599600207737
2023-11-24,0.9249311632191117
2023-11-25,1.1260031552232663
2023-11-26,1.2265391512253438
2023-11-27,1.146110354423682
2023-11-28,0.9048239640186962
2023-11-29,1.3672895456282521
2023-11-30,0.8847167648182808
2023-12-01,0.8042879680166188
2023-12-02,1.146110354423682
2023-12-03,0.8445023664174498
2023-12-04,0.7439663704153725
2023-12-05,0.9249311632191117
2023-12-06,0.6836447728141261
2023-12-07,0.723859171214957
2023-12-08,0.723859171214957
2023-12-09,0.8847167648182808
2023-12-10,0.9651455616199427
2023-12-11,0.7439663704153725
2023-12-12,0.7841807688162034
2023-12-13,0.8646095656178653
2023-12-14,0.9852527608203581
2023-12-15,0.6836447728141261
2023-12-16,0.9048239640186962
2023-12-17,1.0053599600207737
2023-12-18,0.9048239640186962
2023-12-19,0.7640735696157879
2023-12-20,0.8445023664174498
2023-12-21,0.8445023664174498
2023-12-22,1.3376578836486923
2023-12-23,0.9751991612201504
2023-12-24,0.9852527608203581
2023-12-25,1.1434646703183642
2023-12-26,1.0873761672856261
2023-12-27,1.097429766885834
2023-12-28,0.9852527608203581
2023-12-29,0.9191106581874124
2023-12-30,1.1434646703183642
2023-12-31,1.1334110707181564
2024-01-01,1.2355344771834242
2024-01-02,0.9953063604205659
2024-01-03,1.1334110707181564
2024-01-04,0.8370944509225599
2024-01-05,1.0873761672856261
2024-01-06,1.097429766885834
2024-01-07,1.1334110707181564
2024-01-08,0.7910595474900297
2024-01-09,0.8370944509225599
2024-01-10,0.9852527608203581
2024-01-11,1.1434646703183642
2024-01-12,0.9392178573878279
2024-01-13,1.3016765798163699
2024-01-14,1.2556416763838398
2024-01-15,0.9751991612201504
2024-01-16,1.097429766885834
2024-01-17,0.88312935435509
2024-01-18,0.8730757547548822
2024-01-19,0.7148638452568763
2024-01-20,1.0873761672856261
2024-01-21,0.9852527608203581
2024-01-22,0.7259757184992112
2024-01-23,0.8296865354276699
2024-01-24,0.8815419438918992
2024-01-25,0.7778311269634406
2024-01-26,0.8296865354276699
2024-01-27,0.9333973523561286
2024-01-28,1.0371081692845874
2024-01-29,0.8296865354276699
2024-01-30,0.6741203100349817
2024-01-31,0.7778311269634406
2024-02-01,0.6741203100349817
2024-02-02,0.7259757184992112
2024-02-03,0.9333973523561286
2024-02-04,0.9333973523561286
2024-02-05,0.7778311269634406
2024-02-06,0.5704094931065231
2024-02-07,0.6222649015707524
2024-02-08,0.7778311269634406
2024-02-09,0.6741203100349817
2024-02-10,0.7259757184992112
2024-02-11,0.8815419438918992
2024-02-12,0.6741203100349817
2024-02-13,0.6222649015707524
2024-02-14,0.7259757184992112
2024-02-15,0.8815419438918992
2024-02-16,1.0371081692845874
2024-02-17,1.0371081692845874
2024-02-18,0.9852527608203581
2024-02-19,0.9852527608203581
2024-02-20,0.7259757184992112
2024-02-21,0.6741203100349817
2024-02-22,0.6222649015707524
2024-02-23,0.7259757184992112
2024-02-24,0.8296865354276699
2024-02-25,0.8296865354276699
2024-02-26,0.7778311269634406
2024-02-27,0.7778311269634406
2024-02-28,0.8815419438918992
2024-02-29,0.8815419438918992
2024-03-01,0.7259757184992112
2024-03-02,0.9852527608203581
2024-03-03,0.8815419438918992
2024-03-04,0.9333973523561286
2024-03-05,0.9333973523561286
2024-03-06,0.9852527608203581
2024-03-07,0.8296865354276699
2024-03-08,0.7778311269634406
2024-03-09,0.8296865354276699
2024-03-10,0.9852527608203581
2024-03-11,0.7259757184992112
2024-03-12,1.0371081692845874
2024-03-13,0.9333973523561286
2024-03-14,0.7778311269634406
2024-03-15,0.9333973523561286
2024-03-16,0.6741203100349817
2024-03-17,0.9852527608203581
2024-03-18,0.7778311269634406
2024-03-19,0.6222649015707524
2024-03-20,0.8296865354276699
2024-03-21,0.5704094931065231
2024-03-22,0.6741203100349817
2024-03-23,0.8296865354276699
2024-03-24,1.0371081692845874
2024-03-25,0.7778311269634406
2024-03-26,0.7259757184992112
2024-03-27,0.7778311269634406
2024-03-28,0.7259757184992112
2024-03-29,0.7259757184992112
2024-03-30,0.9852527608203581
2024-03-31,0.8815419438918992
2024-04-01,0.8296865354276699
2024-04-02,0.7778311269634406
2024-04-03,0.9333973523561286
2024-04-04,0.6741203100349817
2024-04-05,0.7778311269634406
2024-04-06,0.7778311269634406
2024-04-07,0.8296865354276699
2024-04-08,0.7778311269634406
2024-04-09,0.8815419438918992
2024-04-10,0.7259757184992112
2024-04-11,0.6741203100349817
2024-04-12,0.7778311269634406
2024-04-13,0.6741203100349817
2024-04-14,0.6741203100349817
2024-04-15,0.5185540846422937
2024-04-16,0.7778311269634406
2024-04-17,0.5704094931065231
2024-04-18,0.6741203100349817
2024-04-19,0.6741203100349817
2024-04-20,0.8815419438918992
2024-04-21,0.9852527608203581
2024-04-22,0.8815419438918992
2024-04-23,0.8296865354276699
2024-04-24,0.7778311269634406
2024-04-25,0.7259757184992112
2024-04-26,0.8296865354276699
2024-04-27,1.1408189862130462
2024-04-28,1.1408189862130462
2024-04-29,1.0889635777488167
2024-04-30,1.0371081692845874
2024-05-01,0.8815419438918992
2024-05-02,0.7778311269634406
2024-05-03,0.7778311269634406
2024-05-04,1.0371081692845874
2024-05-05,1.0371081692845874
2024-05-06,0.7259757184992112
2024-05-07,0.7778311269634406
2024-05-08,0.6222649015707524
2024-05-09,0.7259757184992112
2024-05-10,0.7778311269634406
2024-05-11,0.8296865354276699
2024-05-12,0.8815419438918992
2024-05-13,0.7259757184992112
2024-05-14,0.9852527608203581
2024-05-15,0.7259757184992112
2024-05-16,0.7259757184992112
2024-05-17,0.6741203100349817
2024-05-18,0.9333973523561286
2024-05-19,0.9852527608203581
2024-05-20,0.7259757184992112
2024-05-21,0.6741203100349817
2024-05-22,0.8815419438918992
2024-05-23,0.7778311269634406
2024-05-24,0.8815419438918992
2024-05-25,0.8296865354276699
2024-05-26,0.8815419438918992
2024-05-27,0.9852527608203581
2024-05-28,0.8296865354276699
2024-05-29,0.7259757184992112
2024-05-30,0.9852527608203581
2024-05-31,0.7259757184992112
2024-06-01,0.8815419438918992
2024-06-02,0.9852527608203581
2024-06-03,0.8296865354276699
2024-06-04,0.7259757184992112
2024-06-05,0.6222649015707524
2024-06-06,0.6222649015707524
2024-06-07,0.5704094931065231
2024-06-08,0.6222649015707524
2024-06-09,0.8296865354276699
2024-06-10,0.6741203100349817
2024-06-11,0.5704094931065231
2024-06-12,0.7259757184992112
2024-06-13,0.5185540846422937
2024-06-14,0.5185540846422937
2024-06-15,0.7259757184992112
2024-06-16,0.9852527608203581
2024-06-17,0.8815419438918992
2024-06-18,0.7259757184992112
2024-06-19,0.5185540846422937
2024-06-20,0.8296865354276699
2024-06-21,3.629878592496056
2024-06-22,5.185540846422937
2024-06-23,4.355854310995267
2024-06-24,2.696481240139927
2024-06-25,1.814939296248028
2024-06-26,1.7630838877837984
2024-06-27,1.5556622539268812
2024-06-28,1.3482406200699635
2024-06-29,1.7630838877837984
2024-06-30,1.8667947047122573
2024-07-01,1.3482406200699635
2024-07-02,1.2445298031415049
2024-07-03,1.4519514369984223
2024-07-04,1.4519514369984223
2024-07-05,1.400096028534193
2024-07-06,1.2445298031415049
2024-07-07,1.400096028534193
2024-07-08,1.0889635777488167
2024-07-09,0.8815419438918992
2024-07-10,0.9852527608203581
2024-07-11,0.9852527608203581
2024-07-12,1.0889635777488167
2024-07-13,1.1926743946772755
2024-07-14,1.1408189862130462
2024-07-15,1.0371081692845874
2024-07-16,0.9852527608203581
2024-07-17,0.8815419438918992
2024-07-18,0.9333973523561286
2024-07-19,0.8296865354276699
2024-07-20,0.9852527608203581
2024-07-21,1.2445298031415049
2024-07-22,0.9852527608203581
2024-07-23,0.8815419438918992
2024-07-24,0.6741203100349817
2024-07-25,0.7259757184992112
2024-07-26,0.8815419438918992
2024-07-27,1.0889635777488167
2024-07-28,1.5556622539268812
2024-07-29,1.2445298031415049
2024-07-30,1.5038068454626516
2024-07-31,1.0371081692845874
2024-08-01,1.2445298031415049
2024-08-02,1.1408189862130462
2024-08-03,1.4519514369984223
2024-08-04,1.1926743946772755
2024-08-05,0.9852527608203581
2024-08-06,1.0889635777488167
2024-08-07,1.0889635777488167
2024-08-08,1.0889635777488167
2024-08-09,1.0371081692845874
2024-08-10,1.400096028534193
2024-08-11,1.5556622539268812
2024-08-12,1.2963852116057342
