Time,pinterest
2024-08-18,71
2024-08-19,83
2024-08-20,84
2024-08-21,84
2024-08-22,78
2024-08-23,80
2024-08-24,67
2024-08-25,75
2024-08-26,88
2024-08-27,90
2024-08-28,88
2024-08-29,84
2024-08-30,79
2024-08-31,60
2024-09-01,69
2024-09-02,75
2024-09-03,83
2024-09-04,88
2024-09-05,88
2024-09-06,80
2024-09-07,68
2024-09-08,70
2024-09-09,86
2024-09-10,87
2024-09-11,86
2024-09-12,86
2024-09-13,80
2024-09-14,67
2024-09-15,71
2024-09-16,89
2024-09-17,86
2024-09-18,89
2024-09-19,77
2024-09-20,77
2024-09-21,69
2024-09-22,71
2024-09-23,91
2024-09-24,89
2024-09-25,90
2024-09-26,87
2024-09-27,74
2024-09-28,67
2024-09-29,69
2024-09-30,80
2024-10-01,88
2024-10-02,85
2024-10-03,82
2024-10-04,79
2024-10-05,70
2024-10-06,69
2024-10-07,83
2024-10-08,79
2024-10-09,80
2024-10-10,81
2024-10-11,76
2024-10-12,62
2024-10-13,68
2024-10-14,83
2024-10-15,87
2024-10-16,85
2024-10-17,84
2024-10-18,76
2024-10-19,69
2024-10-20,71
2024-10-21,89
2024-10-22,92
2024-10-23,91
2024-10-24,91
2024-10-25,79
2024-10-26,67
2024-10-27,70
2024-10-28,85
2024-10-29,91
2024-10-30,86
2024-10-31,81
2024-11-01,71
2024-11-02,69
2024-11-03,70
2024-11-04,86
2024-11-05,76
2024-11-06,57
2024-11-07,82
2024-11-08,82
2024-11-09,74
2024-11-10,72
2024-11-11,84
2024-11-12,89
2024-11-13,89
2024-11-14,88
2024-11-15,87
2024-11-16,65
2024-11-17,65
2024-11-18,94
2024-11-19,95
2024-11-20,88
2024-11-21,93
2024-11-22,82
2024-11-23,70
2024-11-24,68
2024-11-25,87
2024-11-26,84
2024-11-27,77
2024-11-28,67
2024-11-29,62
2024-11-30,60
2024-12-01,66
2024-12-02,83
2024-12-03,85
2024-12-04,86
2024-12-05,83
2024-12-06,78
2024-12-07,68
2024-12-08,71
2024-12-09,79
2024-12-10,87
2024-12-11,85
2024-12-12,87
2024-12-13,80
2024-12-14,70
2024-12-15,70
2024-12-16,80
2024-12-17,87
2024-12-18,84
2024-12-19,85
2024-12-20,82
2024-12-21,70
2024-12-22,71
2024-12-23,72
2024-12-24,72
2024-12-25,71
2024-12-26,75
2024-12-27,79
2024-12-28,75
2024-12-29,73
2024-12-30,100
2024-12-31,89
2025-01-01,77
2025-01-02,90
2025-01-03,85
2025-01-04,79
2025-01-05,80
2025-01-06,87
2025-01-07,92
2025-01-08,84
2025-01-09,86
2025-01-10,87
2025-01-11,82
2025-01-12,78
2025-01-13,97
2025-01-14,98
2025-01-15,95
2025-01-16,96
2025-01-17,94
2025-01-18,76
2025-01-19,84
2025-01-20,80
2025-01-21,89
2025-01-22,91
2025-01-23,89
2025-01-24,86
2025-01-25,72
2025-01-26,77
2025-01-27,90
2025-01-28,93
2025-01-29,93
2025-01-30,97
2025-01-31,83
2025-02-01,76
2025-02-02,74
2025-02-03,90
2025-02-04,91
2025-02-05,92
2025-02-06,99
2025-02-07,94
2025-02-08,79
2025-02-09,73
2025-02-10,83
2025-02-11,92
2025-02-12,93
2025-02-13,92
2025-02-14,87
2025-02-15,74
2025-02-16,74
2025-02-17,80
2025-02-18,89
2025-02-19,89
2025-02-20,84
2025-02-21,86
2025-02-22,72
2025-02-23,70
2025-02-24,96
2025-02-25,93
2025-02-26,90
2025-02-27,83
2025-02-28,85
2025-03-01,75
2025-03-02,71
2025-03-03,89
2025-03-04,96
2025-03-05,87
2025-03-06,95
2025-03-07,91
2025-03-08,74
2025-03-09,70
2025-03-10,85
2025-03-11,81
2025-03-12,85
2025-03-13,87
2025-03-14,78
2025-03-15,70
2025-03-16,74
2025-03-17,85
2025-03-18,84
2025-03-19,85
2025-03-20,82
2025-03-21,74
2025-03-22,66
2025-03-23,78
2025-03-24,80
2025-03-25,82
2025-03-26,84
2025-03-27,81
2025-03-28,73
2025-03-29,72
2025-03-30,72
2025-03-31,81
2025-04-01,82
2025-04-02,78
2025-04-03,85
2025-04-04,83
2025-04-05,70
2025-04-06,72
2025-04-07,90
2025-04-08,89
2025-04-09,85
2025-04-10,81
2025-04-11,84
2025-04-12,72
2025-04-13,70
2025-04-14,81
2025-04-15,91
2025-04-16,90
2025-04-17,88
2025-04-18,77
2025-04-19,70
2025-04-20,73
2025-04-21,79
2025-04-22,88
2025-04-23,79
2025-04-24,83
2025-04-25,78
2025-04-26,72
2025-04-27,70
2025-04-28,90
2025-04-29,88
2025-04-30,88
2025-05-01,88
2025-05-02,82
2025-05-03,76
2025-05-04,71
2025-05-05,86
2025-05-06,93
2025-05-07,90
2025-05-08,86
2025-05-09,87
2025-05-10,75
2025-05-11,74
2025-05-12,88
2025-05-13,93
2025-05-14,88
