Time,pinterest
2025-12-11,73
2025-12-12,73
2025-12-13,60
2025-12-14,61
2025-12-15,71
2025-12-16,70
2025-12-17,70
2025-12-18,71
2025-12-19,66
2025-12-20,58
2025-12-21,57
2025-12-22,61
2025-12-23,63
2025-12-24,55
2025-12-25,55
2025-12-26,58
2025-12-27,60
2025-12-28,58
2025-12-29,65
2025-12-30,71
2025-12-31,70
2026-01-01,62
2026-01-02,71
2026-01-03,71
2026-01-04,66
2026-01-05,74
2026-01-06,76
2026-01-07,74
2026-01-08,73
2026-01-09,76
2026-01-10,61
2026-01-11,65
2026-01-12,73
2026-01-13,75
2026-01-14,79
2026-01-15,72
2026-01-16,71
2026-01-17,64
2026-01-18,63
2026-01-19,71
2026-01-20,73
2026-01-21,74
2026-01-22,71
2026-01-23,67
2026-01-24,63
2026-01-25,66
2026-01-26,71
2026-01-27,76
2026-01-28,74
2026-01-29,71
2026-01-30,72
2026-01-31,62
2026-02-01,62
2026-02-02,69
2026-02-03,71
2026-02-04,69
2026-02-05,74
2026-02-06,67
2026-02-07,64
2026-02-08,57
2026-02-09,61
2026-02-10,76
2026-02-11,72
2026-02-12,72
2026-02-13,67
2026-02-14,58
2026-02-15,56
2026-02-16,64
2026-02-17,72
2026-02-18,66
2026-02-19,66
2026-02-20,69
2026-02-21,64
2026-02-22,57
2026-02-23,71
2026-02-24,69
2026-02-25,70
2026-02-26,69
2026-02-27,70
2026-02-28,61
2026-03-01,60
2026-03-02,71
2026-03-03,74
2026-03-04,73
2026-03-05,68
2026-03-06,68
2026-03-07,60
2026-03-08,64
2026-03-09,72
2026-03-10,68
2026-03-11,70
2026-03-12,73
2026-03-13,71
2026-03-14,61
2026-03-15,61
2026-03-16,67
2026-03-17,76
2026-03-18,69
2026-03-19,67
2026-03-20,65
2026-03-21,67
2026-03-22,58
2026-03-23,68
2026-03-24,72
2026-03-25,73
2026-03-26,71
2026-03-27,64
2026-03-28,57
2026-03-29,62
2026-03-30,68
2026-03-31,72
2026-04-01,71
2026-04-02,70
2026-04-03,63
2026-04-04,58
2026-04-05,56
2026-04-06,65
2026-04-07,67
2026-04-08,64
2026-04-09,64
2026-04-10,62
2026-04-11,55
2026-04-12,55
2026-04-13,65
2026-04-14,70
2026-04-15,63
2026-04-16,64
2026-04-17,66
2026-04-18,57
2026-04-19,57
2026-04-20,66
2026-04-21,67
2026-04-22,71
2026-04-23,70
2026-04-24,64
2026-04-25,56
2026-04-26,59
2026-04-27,70
2026-04-28,70
2026-04-29,71
2026-04-30,69
2026-05-01,61
2026-05-02,55
2026-05-03,53
2026-05-04,70
2026-05-05,69
2026-05-06,67
2026-05-07,67
2026-05-08,67
2026-05-09,60
2026-05-10,60
2026-05-11,69
2026-05-12,71
2026-05-13,67
2026-05-14,68
2026-05-15,100
2026-05-16,59
2026-05-17,60
2026-05-18,64
2026-05-19,64
2026-05-20,68
2026-05-21,69
2026-05-22,64
2026-05-23,59
2026-05-24,64
2026-05-25,58
2026-05-26,64
2026-05-27,67
2026-05-28,70
2026-05-29,67
2026-05-30,63
2026-05-31,63
