Time,pizza_hut
2023-02-22,36.426321572457574
2023-02-23,41.348797460627516
2023-02-24,53.16273959223538
2023-02-25,68.9146624343792
2023-02-26,65.96117690147723
2023-02-27,39.37980710535954
2023-02-28,33.47283603955561
2023-03-01,38.39531192772555
2023-03-02,41.348797460627516
2023-03-03,51.193749236967406
2023-03-04,63.992186546209254
2023-03-05,62.02319619094128
2023-03-06,35.441826394823586
2023-03-07,33.47283603955561
2023-03-08,37.41081675009156
2023-03-09,38.39531192772555
2023-03-10,50.20925405933342
2023-03-11,61.03870101330729
2023-03-12,63.007691368575266
2023-03-13,37.41081675009156
2023-03-14,40.36430228299353
2023-03-15,37.41081675009156
2023-03-16,40.36430228299353
2023-03-17,52.178244414601394
2023-03-18,62.02319619094128
2023-03-19,59.06971065803931
2023-03-20,34.4573312171896
2023-03-21,31.503845684287633
2023-03-22,32.48834086192162
2023-03-23,36.426321572457574
2023-03-24,51.193749236967406
2023-03-25,60.0542058356733
2023-03-26,58.085215480405324
2023-03-27,34.4573312171896
2023-03-28,32.48834086192162
2023-03-29,35.441826394823586
2023-03-30,37.41081675009156
2023-03-31,51.193749236967406
2023-04-01,65.96117690147723
2023-04-02,60.0542058356733
2023-04-03,34.4573312171896
2023-04-04,30.519350506653645
2023-04-05,35.441826394823586
2023-04-06,40.36430228299353
2023-04-07,51.193749236967406
2023-04-08,56.11622512513735
2023-04-09,54.14723476986937
2023-04-10,33.47283603955561
2023-04-11,32.48834086192162
2023-04-12,37.41081675009156
2023-04-13,36.426321572457574
2023-04-14,47.25576852643145
2023-04-15,58.085215480405324
2023-04-16,57.100720302771336
2023-04-17,31.503845684287633
2023-04-18,29.534855329019656
2023-04-19,32.48834086192162
2023-04-20,35.441826394823586
2023-04-21,49.22475888169943
2023-04-22,60.0542058356733
2023-04-23,57.100720302771336
2023-04-24,29.534855329019656
2023-04-25,31.503845684287633
2023-04-26,33.68685673034561
2023-04-27,36.57613605601057
2023-04-28,48.13325335867044
2023-04-29,60.04350480113379
2023-04-30,56.80109133566533
2023-05-01,33.33372259054211
2023-05-02,32.488340861921614
2023-05-03,30.444443264877144
2023-05-04,36.57613605601057
2023-05-05,43.200076435960995
2023-05-06,55.11032787842436
2023-05-07,54.757193738620856
2023-05-08,31.289824993497632
2023-05-09,26.709782210591687
2023-05-10,32.488340861921614
2023-05-11,33.68685673034561
2023-05-12,46.93473749024645
2023-05-13,57.154225475468834
2023-05-14,51.375666824138904
2023-05-15,32.488340861921614
2023-05-16,30.444443264877144
2023-05-17,31.64295913330113
2023-05-18,38.26689951325155
2023-05-19,48.978635087290925
2023-05-20,59.19812307251331
2023-05-21,62.579649986995264
2023-05-22,36.57613605601057
2023-05-23,32.488340861921614
2023-05-24,37.421517784631064
2023-05-25,42.001560567537005
2023-05-26,50.14504785209641
2023-05-27,57.91399892777332
2023-05-28,58.62026720738031
2023-05-29,51.557584411310394
2023-05-30,31.782072582314626
2023-05-31,35.31341398034959
2023-06-01,40.96356021720552
2023-06-02,50.8513161317034
2023-06-03,59.326535486987304
2023-06-04,55.08892580934535
2023-06-05,38.13848709877755
2023-06-06,34.60714570074259
2023-06-07,36.72595053956357
2023-06-08,40.257291937598524
2023-06-09,48.73251129288243
2023-06-10,57.91399892777332
2023-06-11,52.97012097052438
2023-06-12,36.019682259956575
2023-06-13,33.900877421135604
2023-06-14,32.488340861921614
2023-06-15,37.43221881917056
2023-06-16,46.61370645406145
2023-06-17,55.79519408895234
2023-06-18,55.08892580934535
2023-06-19,40.96356021720552
2023-06-20,32.488340861921614
2023-06-21,36.019682259956575
2023-06-22,36.72595053956357
2023-06-23,48.02624301327543
2023-06-24,55.79519408895234
2023-06-25,55.79519408895234
2023-06-26,38.84475537838454
2023-06-27,36.72595053956357
2023-06-28,38.13848709877755
2023-06-29,39.551023657991536
2023-06-30,49.438779572489416
2023-07-01,57.91399892777332
2023-07-02,55.08892580934535
2023-07-03,45.20116989484747
2023-07-04,54.38265752973836
2023-07-05,39.551023657991536
2023-07-06,37.43221881917056
2023-07-07,50.14504785209641
2023-07-08,52.97012097052438
2023-07-09,53.676389250131365
2023-07-10,35.31341398034959
2023-07-11,31.782072582314626
2023-07-12,33.19460914152861
2023-07-13,36.72595053956357
2023-07-14,47.319974733668445
2023-07-15,56.50146236855933
2023-07-16,51.557584411310394
2023-07-17,34.60714570074259
2023-07-18,31.782072582314626
2023-07-19,34.60714570074259
2023-07-20,35.31341398034959
2023-07-21,48.73251129288243
2023-07-22,53.676389250131365
2023-07-23,52.97012097052438
2023-07-24,36.019682259956575
2023-07-25,34.60714570074259
2023-07-26,31.782072582314626
2023-07-27,36.72595053956357
2023-07-28,48.73251129288243
2023-07-29,59.326535486987304
2023-07-30,55.08892580934535
2023-07-31,36.72595053956357
2023-08-01,34.60714570074259
2023-08-02,36.019682259956575
2023-08-03,36.72595053956357
2023-08-04,49.438779572489416
2023-08-05,57.207730648166326
2023-08-06,53.676389250131365
2023-08-07,35.31341398034959
2023-08-08,32.488340861921614
2023-08-09,49.438779572489416
2023-08-10,41.66982849681251
2023-08-11,50.8513161317034
2023-08-12,55.08892580934535
2023-08-13,52.26385269091738
2023-08-14,30.369536023100643
2023-08-15,30.369536023100643
2023-08-16,28.95699946388666
2023-08-17,34.60714570074259
2023-08-18,43.788633335633484
2023-08-19,53.676389250131365
2023-08-20,51.557584411310394
2023-08-21,31.782072582314626
2023-08-22,28.95699946388666
2023-08-23,30.369536023100643
2023-08-24,32.488340861921614
2023-08-25,44.49490161524047
2023-08-26,55.08892580934535
2023-08-27,51.557584411310394
2023-08-28,28.95699946388666
2023-08-29,28.95699946388666
2023-08-30,32.488340861921614
2023-08-31,34.60714570074259
2023-09-01,46.61370645406145
2023-09-02,55.08892580934535
2023-09-03,52.97012097052438
2023-09-04,48.73251129288243
2023-09-05,26.838194625065682
2023-09-06,27.544462904672674
2023-09-07,33.19460914152861
2023-09-08,43.08236505602649
2023-09-09,54.38265752973836
2023-09-10,52.26385269091738
2023-09-11,27.544462904672674
2023-09-12,26.13192634545869
2023-09-13,25.4256580658517
2023-09-14,30.369536023100643
2023-09-15,40.257291937598524
2023-09-16,55.08892580934535
2023-09-17,52.26385269091738
2023-09-18,26.838194625065682
2023-09-19,25.4256580658517
2023-09-20,28.250731184279665
2023-09-21,28.95699946388666
2023-09-22,44.49490161524047
2023-09-23,57.207730648166326
2023-09-24,54.38265752973836
2023-09-25,28.250731184279665
2023-09-26,25.4256580658517
2023-09-27,27.544462904672674
2023-09-28,29.663267743493652
2023-09-29,42.3760967764195
2023-09-30,57.207730648166326
2023-10-01,57.207730648166326
2023-10-02,28.95699946388666
2023-10-03,27.544462904672674
2023-10-04,27.544462904672674
2023-10-05,30.369536023100643
2023-10-06,43.08236505602649
2023-10-07,51.557584411310394
2023-10-08,51.557584411310394
2023-10-09,30.369536023100643
2023-10-10,26.13192634545869
2023-10-11,28.95699946388666
2023-10-12,31.075804302707635
2023-10-13,41.66982849681251
2023-10-14,54.38265752973836
2023-10-15,52.97012097052438
2023-10-16,28.250731184279665
2023-10-17,25.4256580658517
2023-10-18,26.838194625065682
2023-10-19,30.369536023100643
2023-10-20,43.08236505602649
2023-10-21,52.26385269091738
2023-10-22,51.557584411310394
2023-10-23,27.544462904672674
2023-10-24,26.838194625065682
2023-10-25,29.663267743493652
2023-10-26,31.782072582314626
2023-10-27,43.788633335633484
2023-10-28,57.207730648166326
2023-10-29,55.08892580934535
2023-10-30,29.663267743493652
2023-10-31,43.788633335633484
2023-11-01,39.551023657991536
2023-11-02,33.19460914152861
2023-11-03,43.788633335633484
2023-11-04,57.91399892777332
2023-11-05,55.08892580934535
2023-11-06,27.544462904672674
2023-11-07,28.250731184279665
2023-11-08,27.544462904672674
2023-11-09,31.075804302707635
2023-11-10,48.73251129288243
2023-11-11,56.50146236855933
2023-11-12,53.676389250131365
2023-11-13,28.250731184279665
2023-11-14,26.838194625065682
2023-11-15,28.250731184279665
2023-11-16,29.663267743493652
2023-11-17,40.96356021720552
2023-11-18,55.79519408895234
2023-11-19,52.97012097052438
2023-11-20,32.488340861921614
2023-11-21,32.488340861921614
2023-11-22,45.20116989484747
2023-11-23,38.13848709877755
2023-11-24,33.19460914152861
2023-11-25,49.438779572489416
2023-11-26,54.38265752973836
2023-11-27,29.663267743493652
2023-11-28,26.13192634545869
2023-11-29,27.544462904672674
2023-11-30,33.19460914152861
2023-12-01,43.08236505602649
2023-12-02,60.03280376659429
2023-12-03,52.97012097052438
2023-12-04,30.369536023100643
2023-12-05,27.544462904672674
2023-12-06,28.95699946388666
2023-12-07,30.369536023100643
2023-12-08,41.66982849681251
2023-12-09,56.50146236855933
2023-12-10,56.50146236855933
2023-12-11,28.95699946388666
2023-12-12,26.838194625065682
2023-12-13,30.369536023100643
2023-12-14,33.19460914152861
2023-12-15,44.49490161524047
2023-12-16,55.08892580934535
2023-12-17,52.97012097052438
2023-12-18,32.488340861921614
2023-12-19,30.369536023100643
2023-12-20,33.900877421135604
2023-12-21,41.66982849681251
2023-12-22,50.93760468237801
2023-12-23,57.98783526889936
2023-12-24,70.50230586521346
2023-12-25,66.97719057195278
2023-12-26,55.608849403806474
2023-12-27,50.497743533817214
2023-12-28,47.41248938911734
2023-12-29,55.25571526400297
2023-12-30,54.81585411544218
2023-12-31,62.65907999032782
2024-01-01,62.65907999032782
2024-01-02,34.10502350443894
2024-01-03,30.579908211178267
2024-01-04,33.66516235587814
2024-01-05,42.30138351912808
2024-01-06,51.29073882218151
2024-01-07,49.35161410564942
2024-01-08,29.786912922813976
2024-01-09,30.933042350981765
2024-01-10,47.765623528920834
2024-01-11,45.033503524024454
2024-01-12,46.619494100753045
2024-01-13,54.462719975638684
2024-01-14,53.66972468727439
2024-01-15,40.71539294239949
2024-01-16,29.786912922813976
2024-01-17,29.786912922813976
2024-01-18,29.786912922813976
2024-01-19,39.56926351423169
2024-01-20,57.98783526889936
2024-01-21,52.78333782729581
2024-01-22,30.79028039925589
2024-01-23,25.51194661652631
2024-01-24,27.271391210769504
2024-01-25,29.030835805012696
2024-01-26,38.70778107335026
2024-01-27,53.66306012441741
2024-01-28,53.66306012441741
2024-01-29,26.391668913647905
2024-01-30,26.391668913647905
2024-01-31,27.271391210769504
2024-02-01,31.670002696377487
2024-02-02,42.22667026183665
2024-02-03,59.82111620426859
2024-02-04,53.66306012441741
2024-02-05,26.391668913647905
2024-02-06,24.632224319404713
2024-02-07,31.670002696377487
2024-02-08,30.79028039925589
2024-02-09,47.505004044566235
2024-02-10,59.82111620426859
2024-02-11,87.97222971215969
2024-02-12,32.54972499349908
2024-02-13,27.271391210769504
2024-02-14,43.986114856079844
2024-02-15,33.42944729062068
2024-02-16,41.346947964715056
2024-02-17,51.903615530174214
2024-02-18,50.14417093593102
2024-02-19,33.42944729062068
2024-02-20,24.632224319404713
2024-02-21,27.271391210769504
2024-02-22,30.79028039925589
2024-02-23,39.58750337047186
2024-02-24,57.1819493129038
2024-02-25,53.66306012441741
2024-02-26,29.030835805012696
2024-02-27,28.1511135078911
2024-02-28,29.910558102134296
2024-02-29,31.670002696377487
2024-03-01,43.986114856079844
2024-03-02,55.422504718660605
2024-03-03,50.14417093593102
2024-03-04,26.391668913647905
2024-03-05,26.391668913647905
2024-03-06,26.391668913647905
2024-03-07,27.271391210769504
2024-03-08,42.22667026183665
2024-03-09,51.903615530174214
2024-03-10,52.78333782729581
2024-03-11,27.271391210769504
2024-03-12,27.271391210769504
2024-03-13,32.54972499349908
2024-03-14,53.66306012441741
2024-03-15,47.505004044566235
2024-03-16,51.903615530174214
2024-03-17,47.505004044566235
2024-03-18,27.271391210769504
2024-03-19,26.391668913647905
2024-03-20,26.391668913647905
2024-03-21,29.030835805012696
2024-03-22,41.346947964715056
2024-03-23,50.14417093593102
2024-03-24,51.02389323305262
2024-03-25,29.030835805012696
2024-03-26,28.1511135078911
2024-03-27,29.910558102134296
2024-03-28,31.670002696377487
2024-03-29,43.986114856079844
2024-03-30,51.02389323305262
2024-03-31,52.78333782729581
2024-04-01,33.42944729062068
2024-04-02,29.030835805012696
2024-04-03,29.910558102134296
2024-04-04,31.670002696377487
2024-04-05,43.986114856079844
2024-04-06,53.66306012441741
2024-04-07,49.26444863880943
2024-04-08,31.670002696377487
2024-04-09,29.910558102134296
2024-04-10,28.1511135078911
2024-04-11,29.030835805012696
2024-04-12,38.70778107335026
2024-04-13,48.38472634168783
2024-04-14,50.14417093593102
2024-04-15,25.51194661652631
2024-04-16,26.391668913647905
2024-04-17,27.271391210769504
2024-04-18,28.1511135078911
2024-04-19,42.22667026183665
2024-04-20,54.54278242153901
2024-04-21,48.38472634168783
2024-04-22,26.391668913647905
2024-04-23,26.391668913647905
2024-04-24,29.910558102134296
2024-04-25,30.79028039925589
2024-04-26,43.10639255895825
2024-04-27,53.66306012441741
2024-04-28,49.26444863880943
2024-04-29,28.1511135078911
2024-04-30,25.51194661652631
2024-05-01,27.271391210769504
2024-05-02,29.910558102134296
2024-05-03,42.22667026183665
2024-05-04,52.78333782729581
2024-05-05,48.38472634168783
2024-05-06,26.391668913647905
2024-05-07,27.271391210769504
2024-05-08,29.910558102134296
2024-05-09,34.309169587742275
2024-05-10,43.986114856079844
2024-05-11,56.3022270157822
2024-05-12,49.26444863880943
2024-05-13,31.670002696377487
2024-05-14,33.42944729062068
2024-05-15,33.42944729062068
2024-05-16,35.18889188486388
2024-05-17,50.14417093593102
2024-05-18,57.1819493129038
2024-05-19,53.66306012441741
2024-05-20,29.030835805012696
2024-05-21,34.309169587742275
2024-05-22,35.18889188486388
2024-05-23,39.58750337047186
2024-05-24,49.26444863880943
2024-05-25,57.1819493129038
2024-05-26,54.54278242153901
2024-05-27,52.78333782729581
2024-05-28,35.18889188486388
2024-05-29,37.828058776228666
2024-05-30,39.58750337047186
2024-05-31,51.903615530174214
2024-06-01,59.82111620426859
2024-06-02,53.66306012441741
2024-06-03,34.309169587742275
2024-06-04,32.54972499349908
2024-06-05,40.46722566759345
2024-06-06,36.068614181985474
2024-06-07,46.62528174744463
2024-06-08,48.38472634168783
2024-06-09,49.26444863880943
2024-06-10,32.54972499349908
2024-06-11,30.79028039925589
2024-06-12,29.910558102134296
2024-06-13,37.828058776228666
2024-06-14,46.62528174744463
2024-06-15,51.02389323305262
2024-06-16,51.903615530174214
2024-06-17,34.309169587742275
2024-06-18,34.309169587742275
2024-06-19,38.70778107335026
2024-06-20,36.94833647910707
2024-06-21,47.505004044566235
2024-06-22,55.422504718660605
2024-06-23,48.38472634168783
2024-06-24,34.309169587742275
2024-06-25,29.910558102134296
2024-06-26,31.670002696377487
2024-06-27,38.70778107335026
2024-06-28,48.38472634168783
2024-06-29,54.54278242153901
2024-06-30,55.422504718660605
2024-07-01,34.309169587742275
2024-07-02,36.94833647910707
2024-07-03,36.94833647910707
2024-07-04,52.78333782729581
2024-07-05,47.505004044566235
2024-07-06,51.02389323305262
2024-07-07,52.78333782729581
2024-07-08,32.54972499349908
2024-07-09,31.670002696377487
2024-07-10,30.79028039925589
2024-07-11,35.18889188486388
2024-07-12,43.986114856079844
2024-07-13,48.38472634168783
2024-07-14,49.26444863880943
2024-07-15,29.910558102134296
2024-07-16,31.670002696377487
2024-07-17,33.42944729062068
2024-07-18,32.54972499349908
2024-07-19,43.986114856079844
2024-07-20,50.14417093593102
2024-07-21,46.62528174744463
2024-07-22,32.54972499349908
2024-07-23,31.670002696377487
2024-07-24,29.910558102134296
2024-07-25,34.309169587742275
2024-07-26,44.86583715320144
2024-07-27,49.26444863880943
2024-07-28,46.62528174744463
2024-07-29,29.910558102134296
2024-07-30,29.030835805012696
2024-07-31,31.670002696377487
2024-08-01,34.309169587742275
2024-08-02,45.745559450323036
2024-08-03,50.14417093593102
2024-08-04,45.745559450323036
2024-08-05,29.030835805012696
2024-08-06,27.271391210769504
2024-08-07,27.271391210769504
2024-08-08,30.79028039925589
2024-08-09,38.70778107335026
2024-08-10,45.745559450323036
2024-08-11,45.745559450323036
2024-08-12,29.030835805012696
2024-08-13,27.271391210769504
2024-08-14,29.030835805012696
2024-08-15,31.670002696377487
2024-08-16,40.46722566759345
2024-08-17,47.505004044566235
2024-08-18,43.9274667029384
2024-08-19,27.261616518579267
2024-08-20,25.717215152521348
2024-08-21,24.945014469492392
2024-08-22,29.910558102134296
2024-08-23,39.4017842188573
2024-08-24,46.57640828649343
2024-08-25,46.908747820961594
2024-08-26,26.489415835550304
2024-08-27,24.612674935024234
2024-08-28,27.261616518579267
2024-08-29,29.910558102134296
2024-08-30,43.48760555437761
2024-08-31,52.97883167110061
2024-09-01,49.55768940451662
2024-09-02,45.471868068996315
2024-09-03,27.261616518579267
2024-09-04,25.717215152521348
2024-09-05,30.242897636602454
2024-09-06,38.629583535828345
2024-09-07,48.453149187019505
2024-09-08,50.76975123610638
2024-09-09,26.15707630108215
2024-09-10,23.840474251995275
2024-09-11,24.945014469492392
2024-09-12,28.033817201608223
2024-09-13,36.75284263530227
2024-09-14,48.453149187019505
2024-09-15,43.15526601990945
2024-09-16,24.612674935024234
2024-09-17,23.26376741277112
2024-09-18,23.928446481707436
2024-09-19,24.593125550643755
2024-09-20,33.898632515752205
2024-09-21,45.1981766876696
2024-09-22,41.21010227405169
