Time,pizza_hut
2024-09-23,23.26376741277112
2024-09-24,22.5990883438348
2024-09-25,23.26376741277112
2024-09-26,27.91652089532534
2024-09-27,39.88074413617906
2024-09-28,49.850930170223826
2024-09-29,45.1981766876696
2024-09-30,24.593125550643755
2024-10-01,23.26376741277112
2024-10-02,25.92248368851639
2024-10-03,27.91652089532534
2024-10-04,31.90459530894325
2024-10-05,43.20413948086065
2024-10-06,40.54542320511538
2024-10-07,23.26376741277112
2024-10-08,23.26376741277112
2024-10-09,24.593125550643755
2024-10-10,26.587162757452706
2024-10-11,36.557348791497475
2024-10-12,47.85689296341487
2024-10-13,41.874781342988015
2024-10-14,25.92248368851639
2024-10-15,23.928446481707436
2024-10-16,23.26376741277112
2024-10-17,23.928446481707436
2024-10-18,31.90459530894325
2024-10-19,39.88074413617906
2024-10-20,35.89266972256115
2024-10-21,22.5990883438348
2024-10-22,22.5990883438348
2024-10-23,23.928446481707436
2024-10-24,25.92248368851639
2024-10-25,32.569274377879566
2024-10-26,41.874781342988015
2024-10-27,39.216065067242745
2024-10-28,22.5990883438348
2024-10-29,21.934409274898485
2024-10-30,24.593125550643755
2024-10-31,33.23395344681588
2024-11-01,38.55138599830642
2024-11-02,39.216065067242745
2024-11-03,34.56331158468852
2024-11-04,21.934409274898485
2024-11-05,21.269730205962166
2024-11-06,16.61697672340794
2024-11-07,20.605051137025846
2024-11-08,29.910558102134296
2024-11-09,35.89266972256115
2024-11-10,35.89266972256115
2024-11-11,23.928446481707436
2024-11-12,22.5990883438348
2024-11-13,23.928446481707436
2024-11-14,25.25780461958007
2024-11-15,29.245879033197976
2024-11-16,40.54542320511538
2024-11-17,34.56331158468852
2024-11-18,21.269730205962166
2024-11-19,19.27569299915321
2024-11-20,22.5990883438348
2024-11-21,23.928446481707436
2024-11-22,28.58119996426166
2024-11-23,36.557348791497475
2024-11-24,37.886706929370106
2024-11-25,25.25780461958007
2024-11-26,23.928446481707436
2024-11-27,31.23991624000693
2024-11-28,29.910558102134296
2024-11-29,26.587162757452706
2024-11-30,35.227990653624836
2024-12-01,39.216065067242745
2024-12-02,23.928446481707436
2024-12-03,20.605051137025846
2024-12-04,22.5990883438348
2024-12-05,23.928446481707436
2024-12-06,31.90459530894325
2024-12-07,39.88074413617906
2024-12-08,39.88074413617906
2024-12-09,21.269730205962166
2024-12-10,22.5990883438348
2024-12-11,23.928446481707436
2024-12-12,25.92248368851639
2024-12-13,29.245879033197976
2024-12-14,41.874781342988015
2024-12-15,42.53946041192433
2024-12-16,23.928446481707436
2024-12-17,23.26376741277112
2024-12-18,24.593125550643755
2024-12-19,27.251841826389025
2024-12-20,33.23395344681588
2024-12-21,44.533497618733286
2024-12-22,40.54542320511538
2024-12-23,32.569274377879566
2024-12-24,55.16836272171437
2024-12-25,51.18028830809646
2024-12-26,33.23395344681588
2024-12-27,36.557348791497475
2024-12-28,39.88074413617906
2024-12-29,40.54542320511538
2024-12-30,29.910558102134296
2024-12-31,43.20413948086065
2025-01-01,50.51560923916014
2025-01-02,26.587162757452706
2025-01-03,29.245879033197976
2025-01-04,35.227990653624836
2025-01-05,38.55138599830642
2025-01-06,26.587162757452706
2025-01-07,21.934409274898485
2025-01-08,22.5990883438348
2025-01-09,23.928446481707436
2025-01-10,30.57523717107061
2025-01-11,39.216065067242745
2025-01-12,37.22202786043379
2025-01-13,21.934409274898485
2025-01-14,23.928446481707436
2025-01-15,20.605051137025846
2025-01-16,22.5990883438348
2025-01-17,29.245879033197976
2025-01-18,41.21010227405169
2025-01-19,38.55138599830642
2025-01-20,30.57523717107061
2025-01-21,25.25780461958007
2025-01-22,23.928446481707436
2025-01-23,23.26376741277112
2025-01-24,25.92248368851639
2025-01-25,35.227990653624836
2025-01-26,40.54542320511538
2025-01-27,22.5990883438348
2025-01-28,19.94037206808953
2025-01-29,20.605051137025846
2025-01-30,21.934409274898485
2025-01-31,27.91652089532534
2025-02-01,39.216065067242745
2025-02-02,34.56331158468852
2025-02-03,19.94037206808953
2025-02-04,21.269730205962166
2025-02-05,22.5990883438348
2025-02-06,22.5990883438348
2025-02-07,27.91652089532534
2025-02-08,37.886706929370106
2025-02-09,66.46790689363176
2025-02-10,21.269730205962166
2025-02-11,19.94037206808953
2025-02-12,20.605051137025846
2025-02-13,25.25780461958007
2025-02-14,42.53946041192433
2025-02-15,51.18028830809646
2025-02-16,34.56331158468852
2025-02-17,24.593125550643755
2025-02-18,21.269730205962166
2025-02-19,23.928446481707436
2025-02-20,24.593125550643755
2025-02-21,27.91652089532534
2025-02-22,39.216065067242745
2025-02-23,37.22202786043379
2025-02-24,21.934409274898485
2025-02-25,20.605051137025846
2025-02-26,21.934409274898485
2025-02-27,23.928446481707436
2025-02-28,27.91652089532534
2025-03-01,41.874781342988015
2025-03-02,36.557348791497475
2025-03-03,25.25780461958007
2025-03-04,21.934409274898485
2025-03-05,25.25780461958007
2025-03-06,23.26376741277112
2025-03-07,26.587162757452706
2025-03-08,37.886706929370106
2025-03-09,35.227990653624836
2025-03-10,21.269730205962166
2025-03-11,21.934409274898485
2025-03-12,21.934409274898485
2025-03-13,23.26376741277112
2025-03-14,35.89266972256115
2025-03-15,37.886706929370106
2025-03-16,34.56331158468852
2025-03-17,19.94037206808953
2025-03-18,21.269730205962166
2025-03-19,23.928446481707436
2025-03-20,23.928446481707436
2025-03-21,26.587162757452706
2025-03-22,33.23395344681588
2025-03-23,33.898632515752205
2025-03-24,20.605051137025846
2025-03-25,23.26376741277112
2025-03-26,23.26376741277112
2025-03-27,25.25780461958007
2025-03-28,33.898632515752205
2025-03-29,43.20413948086065
2025-03-30,41.874781342988015
2025-03-31,25.25780461958007
2025-04-01,21.934409274898485
2025-04-02,24.593125550643755
2025-04-03,25.25780461958007
2025-04-04,29.910558102134296
2025-04-05,42.53946041192433
2025-04-06,37.886706929370106
2025-04-07,23.928446481707436
2025-04-08,20.605051137025846
2025-04-09,21.934409274898485
2025-04-10,26.587162757452706
2025-04-11,30.57523717107061
2025-04-12,36.557348791497475
2025-04-13,31.90459530894325
2025-04-14,20.605051137025846
2025-04-15,20.605051137025846
2025-04-16,22.538662973931498
2025-04-17,25.272910962055896
2025-04-18,33.0073583096785
2025-04-19,36.874581983489804
2025-04-20,35.40926676333474
2025-04-21,21.738026822712754
2025-04-22,20.605051137025846
2025-04-23,21.738026822712754
2025-04-24,23.339299125150248
2025-04-25,29.1401346358672
2025-04-26,34.608630612115995
2025-04-27,32.67501877521035
2025-04-28,21.405687288244593
2025-04-29,21.738026822712754
2025-04-30,20.605051137025846
2025-05-01,25.272910962055896
2025-05-02,29.940770787085945
2025-05-03,39.276490437146045
2025-05-04,35.40926676333474
2025-05-05,20.605051137025846
2025-05-06,19.8044149858071
2025-05-07,19.8044149858071
2025-05-08,21.738026822712754
2025-05-09,28.007158950180294
2025-05-10,32.67501877521035
2025-05-11,34.94097014658415
2025-05-12,23.339299125150248
2025-05-13,21.405687288244593
2025-05-14,20.605051137025846
2025-05-15,23.414830837529372
2025-05-16,29.03439023853642
2025-05-17,37.463729340046996
2025-05-18,35.59054287304465
2025-05-19,20.605051137025846
2025-05-20,23.414830837529372
2025-05-21,23.414830837529372
2025-05-22,25.28801730453172
2025-05-23,29.970983472037595
2025-05-24,33.71735640604229
2025-05-25,35.59054287304465
2025-05-26,31.844169939039944
2025-05-27,23.414830837529372
2025-05-28,23.414830837529372
2025-05-29,24.351424071030547
2025-05-30,31.844169939039944
2025-05-31,35.59054287304465
2025-06-01,33.71735640604229
2025-06-02,23.414830837529372
2025-06-03,25.28801730453172
2025-06-04,24.351424071030547
2025-06-05,24.351424071030547
2025-06-06,32.78076317254112
2025-06-07,32.78076317254112
2025-06-08,31.844169939039944
2025-06-09,22.478237604028195
2025-06-10,22.478237604028195
2025-06-11,23.414830837529372
2025-06-12,26.224610538032895
2025-06-13,29.970983472037595
2025-06-14,31.844169939039944
2025-06-15,31.844169939039944
2025-06-16,22.478237604028195
2025-06-17,24.351424071030547
2025-06-18,22.478237604028195
2025-06-19,25.28801730453172
2025-06-20,29.970983472037595
2025-06-21,31.844169939039944
2025-06-22,29.970983472037595
2025-06-23,22.478237604028195
2025-06-24,22.478237604028195
2025-06-25,25.28801730453172
2025-06-26,25.28801730453172
2025-06-27,29.03439023853642
2025-06-28,34.65394963954347
2025-06-29,31.844169939039944
2025-06-30,23.414830837529372
2025-07-01,22.478237604028195
2025-07-02,24.351424071030547
2025-07-03,27.16120377153407
2025-07-04,33.71735640604229
2025-07-05,34.65394963954347
2025-07-06,35.59054287304465
2025-07-07,23.414830837529372
2025-07-08,80.54701808110104
2025-07-09,44.01988197455522
2025-07-10,26.224610538032895
2025-07-11,30.90757670553877
2025-07-12,33.71735640604229
2025-07-13,31.844169939039944
2025-07-14,26.224610538032895
2025-07-15,93.65932335011749
2025-07-16,40.27350904055052
2025-07-17,26.224610538032895
2025-07-18,30.90757670553877
2025-07-19,34.65394963954347
2025-07-20,36.52713610654582
2025-07-21,24.351424071030547
2025-07-22,77.73723838059752
2025-07-23,41.21010227405169
2025-07-24,25.28801730453172
2025-07-25,29.970983472037595
2025-07-26,32.78076317254112
2025-07-27,30.90757670553877
2025-07-28,24.351424071030547
2025-07-29,70.24449251258811
2025-07-30,35.59054287304465
2025-07-31,25.28801730453172
2025-08-01,30.90757670553877
2025-08-02,41.21010227405169
2025-08-03,33.71735640604229
2025-08-04,24.351424071030547
2025-08-05,44.01988197455522
2025-08-06,29.03439023853642
2025-08-07,23.414830837529372
2025-08-08,31.844169939039944
2025-08-09,31.844169939039944
2025-08-10,32.78076317254112
2025-08-11,23.414830837529372
2025-08-12,37.463729340046996
2025-08-13,26.224610538032895
2025-08-14,24.351424071030547
2025-08-15,29.970983472037595
2025-08-16,35.59054287304465
2025-08-17,34.65394963954347
2025-08-18,20.605051137025846
2025-08-19,36.52713610654582
2025-08-20,27.16120377153407
2025-08-21,27.16120377153407
2025-08-22,29.970983472037595
2025-08-23,36.52713610654582
2025-08-24,36.52713610654582
2025-08-25,22.478237604028195
2025-08-26,42.14669550755287
2025-08-27,27.16120377153407
2025-08-28,25.28801730453172
2025-08-29,29.970983472037595
2025-08-30,38.400322573548166
2025-08-31,35.59054287304465
2025-09-01,31.844169939039944
2025-09-02,27.16120377153407
2025-09-03,22.478237604028195
2025-09-04,23.414830837529372
2025-09-05,28.097797005035247
2025-09-06,34.65394963954347
2025-09-07,29.970983472037595
2025-09-08,21.54164437052702
2025-09-09,27.16120377153407
2025-09-10,20.605051137025846
2025-09-11,22.478237604028195
2025-09-12,25.28801730453172
2025-09-13,32.78076317254112
2025-09-14,32.78076317254112
2025-09-15,20.605051137025846
2025-09-16,23.414830837529372
2025-09-17,20.605051137025846
2025-09-18,21.54164437052702
2025-09-19,27.16120377153407
2025-09-20,30.90757670553877
2025-09-21,30.90757670553877
2025-09-22,21.54164437052702
2025-09-23,22.478237604028195
2025-09-24,21.54164437052702
2025-09-25,22.478237604028195
2025-09-26,27.16120377153407
2025-09-27,32.78076317254112
2025-09-28,32.78076317254112
2025-09-29,21.54164437052702
2025-09-30,26.224610538032895
2025-10-01,23.414830837529372
2025-10-02,23.414830837529372
2025-10-03,29.03439023853642
2025-10-04,33.71735640604229
2025-10-05,31.844169939039944
2025-10-06,20.605051137025846
2025-10-07,23.414830837529372
2025-10-08,21.54164437052702
2025-10-09,22.478237604028195
2025-10-10,26.224610538032895
2025-10-11,34.65394963954347
2025-10-12,31.844169939039944
2025-10-13,22.478237604028195
2025-10-14,23.414830837529372
2025-10-15,23.414830837529372
2025-10-16,22.478237604028195
2025-10-17,29.03439023853642
2025-10-18,32.78076317254112
2025-10-19,31.844169939039944
2025-10-20,20.605051137025846
2025-10-21,22.478237604028195
2025-10-22,22.478237604028195
2025-10-23,23.414830837529372
2025-10-24,28.097797005035247
2025-10-25,33.71735640604229
2025-10-26,30.90757670553877
2025-10-27,19.668457903524672
2025-10-28,20.605051137025846
2025-10-29,21.54164437052702
2025-10-30,23.414830837529372
2025-10-31,33.71735640604229
2025-11-01,43.08328874105404
2025-11-02,32.78076317254112
2025-11-03,20.605051137025846
2025-11-04,21.54164437052702
2025-11-05,22.478237604028195
2025-11-06,24.351424071030547
2025-11-07,30.90757670553877
2025-11-08,35.59054287304465
2025-11-09,29.970983472037595
2025-11-10,21.54164437052702
2025-11-11,25.28801730453172
2025-11-12,23.414830837529372
2025-11-13,24.351424071030547
2025-11-14,26.224610538032895
2025-11-15,36.52713610654582
2025-11-16,31.844169939039944
2025-11-17,20.605051137025846
2025-11-18,24.351424071030547
2025-11-19,24.351424071030547
2025-11-20,24.351424071030547
2025-11-21,28.097797005035247
2025-11-22,33.71735640604229
2025-11-23,33.71735640604229
2025-11-24,23.414830837529372
2025-11-25,23.414830837529372
2025-11-26,31.844169939039944
2025-11-27,29.970983472037595
2025-11-28,24.351424071030547
2025-11-29,33.71735640604229
2025-11-30,32.78076317254112
2025-12-01,24.351424071030547
2025-12-02,22.478237604028195
2025-12-03,24.351424071030547
2025-12-04,26.224610538032895
2025-12-05,29.03439023853642
2025-12-06,38.400322573548166
2025-12-07,36.52713610654582
2025-12-08,23.414830837529372
2025-12-09,23.414830837529372
2025-12-10,24.351424071030547
2025-12-11,24.498850783711287
2025-12-12,28.85227488757786
2025-12-13,36.622529861809824
2025-12-14,34.42847349073763
2025-12-15,23.527568911932292
2025-12-16,22.30479441263909
2025-12-17,27.16120377153407
2025-12-18,27.412696399048276
2025-12-19,31.046331258650056
2025-12-20,34.67996611825184
2025-12-21,35.39975536251663
2025-12-22,26.909711144019866
2025-12-23,29.823556759356855
2025-12-24,47.52343444061517
2025-12-25,45.83236332457138
2025-12-26,33.70868424647284
2025-12-27,32.48590974717964
2025-12-28,34.67996611825184
2025-12-29,27.16120377153407
2025-12-30,27.16120377153407
2025-12-31,42.198728464969605
2026-01-01,44.861081452792384
2026-01-02,33.45719161895863
2026-01-03,30.794838631135853
2026-01-04,31.766120502914845
2026-01-05,23.527568911932292
2026-01-06,22.556287040153293
2026-01-07,21.5850051683743
2026-01-08,22.556287040153293
2026-01-09,26.189921899755074
2026-01-10,36.717923617073836
2026-01-11,30.682100556732934
2026-01-12,22.634336476278392
2026-01-13,21.628365966221576
2026-01-14,20.11941020113635
2026-01-15,22.634336476278392
2026-01-16,25.149262751420437
2026-01-17,36.717923617073836
2026-01-18,34.20299734193179
2026-01-19,25.149262751420437
2026-01-20,21.125380711193166
2026-01-21,21.125380711193166
2026-01-22,21.125380711193166
2026-01-23,26.658218516505663
2026-01-24,32.694041576846566
2026-01-25,32.694041576846566
2026-01-26,27.664189026562482
2026-01-27,24.143292241363618
2026-01-28,23.137321731306802
2026-01-29,24.143292241363618
2026-01-30,27.664189026562482
2026-01-31,33.700012086903385
2026-02-01,35.711953107017024
2026-02-02,21.125380711193166
2026-02-03,20.622395456164757
2026-02-04,26.658218516505663
2026-02-05,36.21493836204543
2026-02-06,31.185085811761343
2026-02-07,35.711953107017024
2026-02-08,50.298525502840874
2026-02-09,21.125380711193166
2026-02-10,20.11941020113635
2026-02-11,21.125380711193166
2026-02-12,24.646277496392027
2026-02-13,29.173144791647708
2026-02-14,39.23284989221588
2026-02-15,33.700012086903385
2026-02-16,22.634336476278392
2026-02-17,19.61642494610794
2026-02-18,19.61642494610794
2026-02-19,22.634336476278392
2026-02-20,25.149262751420437
2026-02-21,30.179115301704524
2026-02-22,28.6701595366193
2026-02-23,21.125380711193166
2026-02-24,22.131351221249986
2026-02-25,22.131351221249986
2026-02-26,25.149262751420437
2026-02-27,28.6701595366193
2026-02-28,34.705982596960204
2026-03-01,31.68807106678975
2026-03-02,21.125380711193166
2026-03-03,23.64030698633521
2026-03-04,23.137321731306802
2026-03-05,23.137321731306802
2026-03-06,28.6701595366193
2026-03-07,35.711953107017024
2026-03-08,32.19105632181816
2026-03-09,20.622395456164757
2026-03-10,22.634336476278392
2026-03-11,21.628365966221576
2026-03-12,30.179115301704524
2026-03-13,29.173144791647708
2026-03-14,42.25076142238633
2026-03-15,37.723894127130656
2026-03-16,23.137321731306802
2026-03-17,24.646277496392027
2026-03-18,23.137321731306802
2026-03-19,22.131351221249986
2026-03-20,27.664189026562482
2026-03-21,33.19702683187498
2026-03-22,29.173144791647708
2026-03-23,21.125380711193166
2026-03-24,22.634336476278392
2026-03-25,22.131351221249986
2026-03-26,22.634336476278392
2026-03-27,26.658218516505663
2026-03-28,31.68807106678975
2026-03-29,32.694041576846566
2026-03-30,20.622395456164757
2026-03-31,24.646277496392027
2026-04-01,23.64030698633521
2026-04-02,22.131351221249986
2026-04-03,29.676130046676114
2026-04-04,32.19105632181816
2026-04-05,31.185085811761343
2026-04-06,23.64030698633521
2026-04-07,21.125380711193166
2026-04-08,23.64030698633521
2026-04-09,22.634336476278392
2026-04-10,26.658218516505663
2026-04-11,31.68807106678975
2026-04-12,29.173144791647708
2026-04-13,19.61642494610794
2026-04-14,20.622395456164757
2026-04-15,20.622395456164757
2026-04-16,22.131351221249986
2026-04-17,25.149262751420437
2026-04-18,36.717923617073836
2026-04-19,30.682100556732934
2026-04-20,21.125380711193166
2026-04-21,20.622395456164757
2026-04-22,22.634336476278392
2026-04-23,24.646277496392027
2026-04-24,27.161203771534073
2026-04-25,32.694041576846566
2026-04-26,28.6701595366193
2026-04-27,22.131351221249986
2026-04-28,26.155233261477253
2026-04-29,24.143292241363618
2026-04-30,23.64030698633521
2026-05-01,30.179115301704524
2026-05-02,35.20896785198861
2026-05-03,33.700012086903385
2026-05-04,22.634336476278392
2026-05-05,21.628365966221576
2026-05-06,20.622395456164757
2026-05-07,22.634336476278392
2026-05-08,25.149262751420437
2026-05-09,29.676130046676114
2026-05-10,29.676130046676114
2026-05-11,19.61642494610794
2026-05-12,22.131351221249986
2026-05-13,20.622395456164757
2026-05-14,23.64030698633521
2026-05-15,28.6701595366193
2026-05-16,35.20896785198861
2026-05-17,31.185085811761343
2026-05-18,23.64030698633521
2026-05-19,26.658218516505663
2026-05-20,25.652248006448847
2026-05-21,25.652248006448847
2026-05-22,30.179115301704524
2026-05-23,39.23284989221588
2026-05-24,38.22687938215906
2026-05-25,32.694041576846566
2026-05-26,23.64030698633521
2026-05-27,23.64030698633521
2026-05-28,25.149262751420437
2026-05-29,29.676130046676114
2026-05-30,36.21493836204543
2026-05-31,33.19702683187498
