Time,voo
2023-07-15,16.82565789473684
2023-07-16,15.197368421052628
2023-07-17,35.27960526315789
2023-07-18,36.36513157894736
2023-07-19,41.24999999999999
2023-07-20,35.27960526315789
2023-07-21,35.82236842105262
2023-07-22,16.82565789473684
2023-07-23,16.82565789473684
2023-07-24,35.27960526315789
2023-07-25,37.99342105263157
2023-07-26,39.07894736842104
2023-07-27,38.53618421052631
2023-07-28,42.335526315789465
2023-07-29,15.740131578947365
2023-07-30,15.197368421052628
2023-07-31,36.36513157894736
2023-08-01,36.36513157894736
2023-08-02,37.99342105263157
2023-08-03,40.70723684210525
2023-08-04,37.450657894736835
2023-08-05,16.282894736842103
2023-08-06,14.111842105263154
2023-08-07,37.450657894736835
2023-08-08,39.07894736842104
2023-08-09,36.907894736842096
2023-08-10,34.19407894736841
2023-08-11,36.36513157894736
2023-08-12,16.282894736842103
2023-08-13,11.940789473684209
2023-08-14,33.10855263157894
2023-08-15,35.82236842105262
2023-08-16,35.82236842105262
2023-08-17,37.450657894736835
2023-08-18,36.36513157894736
2023-08-19,11.940789473684209
2023-08-20,13.026315789473681
2023-08-21,36.36513157894736
2023-08-22,33.10855263157894
2023-08-23,34.19407894736841
2023-08-24,35.27960526315789
2023-08-25,33.10855263157894
2023-08-26,15.740131578947365
2023-08-27,14.111842105263154
2023-08-28,30.937499999999993
2023-08-29,34.73684210526315
2023-08-30,36.907894736842096
2023-08-31,33.10855263157894
2023-09-01,32.023026315789465
2023-09-02,15.740131578947365
2023-09-03,14.111842105263154
2023-09-04,13.569078947368418
2023-09-05,32.565789473684205
2023-09-06,34.19407894736841
2023-09-07,34.19407894736841
2023-09-08,27.68092105263157
2023-09-09,15.740131578947365
2023-09-10,13.569078947368418
2023-09-11,30.937499999999993
2023-09-12,32.565789473684205
2023-09-13,30.937499999999993
2023-09-14,32.023026315789465
2023-09-15,31.48026315789473
2023-09-16,17.368421052631575
2023-09-17,13.569078947368418
2023-09-18,32.565789473684205
2023-09-19,32.023026315789465
2023-09-20,35.27960526315789
2023-09-21,43.96381578947368
2023-09-22,37.450657894736835
2023-09-23,16.282894736842103
2023-09-24,14.654605263157892
2023-09-25,36.907894736842096
2023-09-26,43.42105263157894
2023-09-27,40.16447368421052
2023-09-28,37.450657894736835
2023-09-29,35.27960526315789
2023-09-30,16.282894736842103
2023-10-01,14.654605263157892
2023-10-02,37.99342105263157
2023-10-03,44.50657894736841
2023-10-04,40.16447368421052
2023-10-05,35.82236842105262
2023-10-06,35.82236842105262
2023-10-07,16.282894736842103
2023-10-08,13.026315789473681
2023-10-09,30.937499999999993
2023-10-10,33.65131578947368
2023-10-11,33.10855263157894
2023-10-12,35.82236842105262
2023-10-13,33.65131578947368
2023-10-14,14.111842105263154
2023-10-15,13.026315789473681
2023-10-16,34.19407894736841
2023-10-17,29.85197368421052
2023-10-18,32.565789473684205
2023-10-19,33.65131578947368
2023-10-20,35.27960526315789
2023-10-21,15.740131578947365
2023-10-22,13.569078947368418
2023-10-23,34.19407894736841
2023-10-24,32.565789473684205
2023-10-25,34.19407894736841
2023-10-26,38.53618421052631
2023-10-27,37.99342105263157
2023-10-28,18.453947368421048
2023-10-29,14.111842105263154
2023-10-30,34.19407894736841
2023-10-31,34.19407894736841
2023-11-01,34.73684210526315
2023-11-02,34.73684210526315
2023-11-03,36.36513157894736
2023-11-04,15.740131578947365
2023-11-05,13.569078947368418
2023-11-06,32.565789473684205
2023-11-07,33.10855263157894
2023-11-08,34.73684210526315
2023-11-09,33.65131578947368
2023-11-10,36.36513157894736
2023-11-11,17.368421052631575
2023-11-12,13.569078947368418
2023-11-13,34.73684210526315
2023-11-14,39.62171052631578
2023-11-15,43.42105263157894
2023-11-16,37.450657894736835
2023-11-17,33.65131578947368
2023-11-18,16.282894736842103
2023-11-19,11.940789473684209
2023-11-20,37.450657894736835
2023-11-21,37.450657894736835
2023-11-22,36.36513157894736
2023-11-23,15.197368421052628
2023-11-24,23.881578947368418
2023-11-25,14.654605263157892
2023-11-26,13.026315789473681
2023-11-27,34.73684210526315
2023-11-28,31.48026315789473
2023-11-29,35.82236842105262
2023-11-30,33.65131578947368
2023-12-01,36.907894736842096
2023-12-02,18.996710526315784
2023-12-03,15.197368421052628
2023-12-04,38.53618421052631
2023-12-05,34.19407894736841
2023-12-06,34.19407894736841
2023-12-07,34.73684210526315
2023-12-08,39.07894736842104
2023-12-09,18.453947368421048
2023-12-10,15.740131578947365
2023-12-11,31.48026315789473
2023-12-12,39.07894736842104
2023-12-13,45.04934210526315
2023-12-14,52.648026315789465
2023-12-15,45.59210526315788
2023-12-16,20.624999999999996
2023-12-17,18.453947368421048
2023-12-18,41.792763157894726
2023-12-19,45.59210526315788
2023-12-20,53.73355263157894
2023-12-21,48.30592105263157
2023-12-22,42.335526315789465
2023-12-23,22.796052631578938
2023-12-24,17.911184210526308
2023-12-25,16.55427631578947
2023-12-26,40.43585526315788
2023-12-27,46.949013157894726
2023-12-28,50.476973684210506
2023-12-29,43.6924342105263
2023-12-30,20.896381578947363
2023-12-31,19.53947368421052
2024-01-01,21.4391447368421
2024-01-02,54.0049342105263
2024-01-03,50.476973684210506
2024-01-04,50.748355263157876
2024-01-05,45.32072368421051
2024-01-06,24.152960526315784
2024-01-07,19.26809210526315
2024-01-08,43.6924342105263
2024-01-09,45.863486842105246
2024-01-10,47.220394736842096
2024-01-11,50.20559210526314
2024-01-12,42.335526315789465
2024-01-13,22.796052631578938
2024-01-14,16.55427631578947
2024-01-15,21.167763157894733
2024-01-16,37.450657894736835
2024-01-17,45.592105263157876
2024-01-18,43.6924342105263
2024-01-19,50.476973684210506
2024-01-20,24.96710526315789
2024-01-21,19.53947368421052
2024-01-22,50.476973684210506
2024-01-23,45.592105263157876
2024-01-24,53.73355263157893
2024-01-25,47.22039473684209
2024-01-26,47.22039473684209
2024-01-27,24.42434210526315
2024-01-28,19.53947368421052
2024-01-29,47.22039473684209
2024-01-30,52.10526315789472
2024-01-31,47.22039473684209
2024-02-01,50.476973684210506
2024-02-02,52.10526315789472
2024-02-03,24.42434210526315
2024-02-04,19.53947368421052
2024-02-05,45.592105263157876
2024-02-06,45.592105263157876
2024-02-07,45.592105263157876
2024-02-08,47.22039473684209
2024-02-09,48.8486842105263
2024-02-10,26.05263157894736
2024-02-11,22.796052631578938
2024-02-12,42.33552631578946
2024-02-13,53.73355263157893
2024-02-14,47.22039473684209
2024-02-15,50.476973684210506
2024-02-16,48.8486842105263
2024-02-17,24.42434210526315
2024-02-18,21.16776315789473
2024-02-19,27.680921052631568
2024-02-20,45.592105263157876
2024-02-21,47.22039473684209
2024-02-22,55.361842105263136
2024-02-23,53.73355263157893
2024-02-24,26.05263157894736
2024-02-25,21.16776315789473
2024-02-26,48.8486842105263
2024-02-27,45.592105263157876
2024-02-28,45.592105263157876
2024-02-29,47.22039473684209
2024-03-01,52.10526315789472
2024-03-02,26.05263157894736
2024-03-03,22.796052631578938
2024-03-04,50.476973684210506
2024-03-05,50.476973684210506
2024-03-06,50.476973684210506
2024-03-07,52.10526315789472
2024-03-08,48.8486842105263
2024-03-09,26.05263157894736
2024-03-10,21.16776315789473
2024-03-11,43.96381578947367
2024-03-12,52.10526315789472
2024-03-13,50.476973684210506
2024-03-14,50.476973684210506
2024-03-15,48.8486842105263
2024-03-16,22.796052631578938
2024-03-17,19.53947368421052
2024-03-18,45.592105263157876
2024-03-19,50.476973684210506
2024-03-20,53.73355263157893
2024-03-21,55.361842105263136
2024-03-22,50.476973684210506
2024-03-23,24.42434210526315
2024-03-24,21.16776315789473
2024-03-25,47.22039473684209
2024-03-26,48.8486842105263
2024-03-27,48.8486842105263
2024-03-28,53.73355263157893
2024-03-29,32.5657894736842
2024-03-30,21.16776315789473
2024-03-31,17.911184210526308
2024-04-01,50.476973684210506
2024-04-02,52.10526315789472
2024-04-03,48.8486842105263
2024-04-04,50.476973684210506
2024-04-05,52.10526315789472
2024-04-06,26.05263157894736
2024-04-07,17.911184210526308
2024-04-08,43.96381578947367
2024-04-09,47.22039473684209
2024-04-10,55.361842105263136
2024-04-11,50.476973684210506
2024-04-12,50.476973684210506
2024-04-13,21.16776315789473
2024-04-14,21.16776315789473
2024-04-15,56.99013157894735
2024-04-16,58.61842105263156
2024-04-17,53.73355263157893
2024-04-18,52.10526315789472
2024-04-19,58.61842105263156
2024-04-20,26.05263157894736
2024-04-21,19.53947368421052
2024-04-22,55.361842105263136
2024-04-23,52.10526315789472
2024-04-24,48.8486842105263
2024-04-25,53.73355263157893
2024-04-26,48.8486842105263
2024-04-27,21.16776315789473
2024-04-28,21.16776315789473
2024-04-29,42.33552631578946
2024-04-30,48.8486842105263
2024-05-01,52.10526315789472
2024-05-02,45.592105263157876
2024-05-03,48.8486842105263
2024-05-04,21.16776315789473
2024-05-05,19.53947368421052
2024-05-06,48.8486842105263
2024-05-07,50.476973684210506
2024-05-08,47.22039473684209
2024-05-09,47.22039473684209
2024-05-10,50.476973684210506
2024-05-11,17.911184210526308
2024-05-12,17.911184210526308
2024-05-13,42.33552631578946
2024-05-14,42.33552631578946
2024-05-15,52.10526315789472
2024-05-16,52.10526315789472
2024-05-17,43.96381578947367
2024-05-18,21.16776315789473
2024-05-19,19.53947368421052
2024-05-20,47.22039473684209
2024-05-21,48.8486842105263
2024-05-22,48.8486842105263
2024-05-23,53.73355263157893
2024-05-24,45.592105263157876
2024-05-25,17.911184210526308
2024-05-26,17.911184210526308
2024-05-27,19.53947368421052
2024-05-28,53.73355263157893
2024-05-29,50.476973684210506
2024-05-30,52.10526315789472
2024-05-31,52.10526315789472
2024-06-01,22.796052631578938
2024-06-02,21.16776315789473
2024-06-03,50.476973684210506
2024-06-04,48.8486842105263
2024-06-05,55.361842105263136
2024-06-06,52.10526315789472
2024-06-07,48.8486842105263
2024-06-08,21.16776315789473
2024-06-09,19.53947368421052
2024-06-10,52.10526315789472
2024-06-11,52.10526315789472
2024-06-12,65.1315789473684
2024-06-13,55.361842105263136
2024-06-14,56.99013157894735
2024-06-15,24.42434210526315
2024-06-16,22.796052631578938
2024-06-17,60.246710526315766
2024-06-18,61.87499999999998
2024-06-19,30.93749999999999
2024-06-20,55.361842105263136
2024-06-21,50.476973684210506
2024-06-22,21.16776315789473
2024-06-23,19.53947368421052
2024-06-24,52.10526315789472
2024-06-25,53.73355263157893
2024-06-26,55.361842105263136
2024-06-27,53.73355263157893
2024-06-28,55.361842105263136
2024-06-29,24.42434210526315
2024-06-30,24.42434210526315
2024-07-01,56.99013157894735
2024-07-02,55.361842105263136
2024-07-03,50.476973684210506
2024-07-04,26.05263157894736
2024-07-05,47.22039473684209
2024-07-06,26.05263157894736
2024-07-07,21.16776315789473
2024-07-08,56.99013157894735
2024-07-09,53.73355263157893
2024-07-10,61.87499999999998
2024-07-11,68.38815789473682
2024-07-12,61.87499999999998
2024-07-13,26.05263157894736
2024-07-14,19.53947368421052
2024-07-15,61.87499999999998
2024-07-16,56.99013157894735
2024-07-17,71.64473684210523
2024-07-18,70.01644736842103
2024-07-19,68.38815789473682
2024-07-20,26.05263157894736
2024-07-21,21.16776315789473
2024-07-22,58.61842105263156
2024-07-23,61.87499999999998
2024-07-24,79.78618421052629
2024-07-25,81.41447368421049
2024-07-26,63.50328947368419
2024-07-27,24.42434210526315
2024-07-28,21.16776315789473
2024-07-29,52.10526315789472
2024-07-30,56.99013157894735
2024-07-31,61.87499999999998
2024-08-01,68.38815789473682
2024-08-02,96.06907894736838
2024-08-03,34.19407894736841
2024-08-04,27.680921052631568
2024-08-05,162.82894736842098
2024-08-06,128.63486842105257
2024-08-07,99.3256578947368
2024-08-08,83.04276315789471
2024-08-09,79.78618421052629
2024-08-10,29.30921052631578
2024-08-11,22.796052631578938
2024-08-12,63.50328947368419
2024-08-13,68.38815789473682
2024-08-14,66.7598684210526
2024-08-15,70.01644736842103
2024-08-16,63.50328947368419
2024-08-17,27.680921052631568
2024-08-18,23.926809210526308
2024-08-19,63.54851973684208
2024-08-20,66.8503289473684
2024-08-21,61.060855263157876
2024-08-22,56.94490131578945
2024-08-23,60.246710526315766
2024-08-24,27.228618421052623
2024-08-25,23.1126644736842
2024-08-26,57.75904605263156
2024-08-27,54.457236842105246
2024-08-28,59.432565789473664
2024-08-29,57.75904605263156
2024-08-30,52.828947368421034
2024-08-31,20.624999999999993
2024-09-01,23.1126644736842
2024-09-02,23.1126644736842
2024-09-03,63.54851973684208
2024-09-04,66.8503289473684
2024-09-05,61.060855263157876
2024-09-06,75.94161184210523
2024-09-07,33.01809210526315
2024-09-08,23.926809210526308
2024-09-09,60.246710526315766
2024-09-10,57.75904605263156
2024-09-11,63.54851973684208
2024-09-12,62.73437499999998
2024-09-13,60.246710526315766
2024-09-14,27.228618421052623
2024-09-15,22.298519736842096
2024-09-16,56.13075657894735
2024-09-17,63.59374999999998
2024-09-18,80.32894736842103
2024-09-19,80.32894736842103
2024-09-20,66.94078947368419
2024-09-21,26.776315789473674
2024-09-22,23.429276315789465
