Time,crowdstrike
2024-11-17,0.1793103448275862
2024-11-18,0.5241379310344827
2024-11-19,0.6620689655172414
2024-11-20,0.6896551724137931
2024-11-21,0.6758620689655173
2024-11-22,0.6206896551724138
2024-11-23,0.27586206896551724
2024-11-24,0.20689655172413793
2024-11-25,0.7310344827586207
2024-11-26,0.9517241379310345
2024-11-27,0.896551724137931
2024-11-28,0.19310344827586207
2024-11-29,0.26206896551724135
2024-11-30,0.16551724137931034
2024-12-01,0.13793103448275862
2024-12-02,0.4689655172413793
2024-12-03,0.6206896551724138
2024-12-04,0.6344827586206896
2024-12-05,0.5655172413793104
2024-12-06,0.48275862068965514
2024-12-07,0.2206896551724138
2024-12-08,0.16551724137931034
2024-12-09,0.48275862068965514
2024-12-10,0.5517241379310345
2024-12-11,0.6206896551724138
2024-12-12,0.5103448275862069
2024-12-13,0.496551724137931
2024-12-14,0.15172413793103448
2024-12-15,0.19310344827586207
2024-12-16,0.5241379310344827
2024-12-17,0.5793103448275863
2024-12-18,0.5103448275862069
2024-12-19,0.5241379310344827
2024-12-20,0.4275862068965517
2024-12-21,0.16551724137931034
2024-12-22,0.13793103448275862
2024-12-23,0.38620689655172413
2024-12-24,0.2896551724137931
2024-12-25,0.15172413793103448
2024-12-26,0.2896551724137931
2024-12-27,0.27586206896551724
2024-12-28,0.12413793103448276
2024-12-29,0.16551724137931034
2024-12-30,0.3310344827586207
2024-12-31,0.3448275862068966
2025-01-01,0.15172413793103448
2025-01-02,0.4
2025-01-03,0.4
2025-01-04,0.1793103448275862
2025-01-05,0.12413793103448276
2025-01-06,0.45517241379310347
2025-01-07,0.5517241379310345
2025-01-08,0.5379310344827586
2025-01-09,0.4275862068965517
2025-01-10,0.4
2025-01-11,0.1793103448275862
2025-01-12,0.12413793103448276
2025-01-13,0.4413793103448276
2025-01-14,0.5379310344827586
2025-01-15,0.5103448275862069
2025-01-16,0.48275862068965514
2025-01-17,0.5241379310344827
2025-01-18,0.1793103448275862
2025-01-19,0.15172413793103448
2025-01-20,0.2206896551724138
2025-01-21,0.4689655172413793
2025-01-22,0.6206896551724138
2025-01-23,0.5241379310344827
2025-01-24,0.496551724137931
2025-01-25,0.16551724137931034
2025-01-26,0.1793103448275862
2025-01-27,0.45517241379310347
2025-01-28,0.8
2025-01-29,0.7586206896551724
2025-01-30,0.6482758620689655
2025-01-31,0.48275862068965514
2025-02-01,0.1793103448275862
2025-02-02,0.15172413793103448
2025-02-03,0.5379310344827586
2025-02-04,0.5517241379310345
2025-02-05,0.5793103448275863
2025-02-06,0.5517241379310345
2025-02-07,0.5379310344827586
2025-02-08,0.20689655172413793
2025-02-09,0.13793103448275862
2025-02-10,0.5379310344827586
2025-02-11,0.5655172413793104
2025-02-12,0.5241379310344827
2025-02-13,0.6344827586206896
2025-02-14,0.5241379310344827
2025-02-15,0.19310344827586207
2025-02-16,0.16551724137931034
2025-02-17,0.30344827586206896
2025-02-18,0.5655172413793104
2025-02-19,0.5379310344827586
2025-02-20,0.5517241379310345
2025-02-21,0.6620689655172414
2025-02-22,0.23448275862068965
2025-02-23,0.1793103448275862
2025-02-24,0.5517241379310345
2025-02-25,0.6482758620689655
2025-02-26,0.6344827586206896
2025-02-27,0.6068965517241379
2025-02-28,0.5379310344827586
2025-03-01,0.23448275862068965
2025-03-02,0.1793103448275862
2025-03-03,0.5379310344827586
2025-03-04,0.7586206896551724
2025-03-05,0.8689655172413793
2025-03-06,0.6206896551724138
2025-03-07,0.5655172413793104
2025-03-08,0.19310344827586207
2025-03-09,0.15172413793103448
2025-03-10,0.593103448275862
2025-03-11,0.7172413793103448
2025-03-12,0.6206896551724138
2025-03-13,0.5379310344827586
2025-03-14,0.5103448275862069
2025-03-15,0.20689655172413793
2025-03-16,0.1793103448275862
2025-03-17,0.5517241379310345
2025-03-18,0.6206896551724138
2025-03-19,0.5655172413793104
2025-03-20,0.5517241379310345
2025-03-21,0.4413793103448276
2025-03-22,0.12413793103448276
2025-03-23,0.12413793103448276
2025-03-24,0.45517241379310347
2025-03-25,0.5793103448275863
2025-03-26,0.5517241379310345
2025-03-27,0.4689655172413793
2025-03-28,0.4
2025-03-29,0.12413793103448276
2025-03-30,0.12413793103448276
2025-03-31,0.45517241379310347
2025-04-01,0.496551724137931
2025-04-02,0.45517241379310347
2025-04-03,0.5517241379310345
2025-04-04,0.5517241379310345
2025-04-05,0.16551724137931034
2025-04-06,0.12413793103448276
2025-04-07,0.5379310344827586
2025-04-08,0.5241379310344827
2025-04-09,0.593103448275862
2025-04-10,0.5241379310344827
2025-04-11,0.45517241379310347
2025-04-12,0.15172413793103448
2025-04-13,0.15172413793103448
2025-04-14,0.5103448275862069
2025-04-15,0.5477011494252872
2025-04-16,0.6151340996168582
2025-04-17,0.48850574712643674
2025-04-18,0.3605363984674329
2025-04-19,0.11973180076628351
2025-04-20,0.11283524904214559
2025-04-21,0.4651340996168582
2025-04-22,0.5256704980842911
2025-04-23,0.5256704980842911
2025-04-24,0.5256704980842911
2025-04-25,0.4651340996168582
2025-04-26,0.1954022988505747
2025-04-27,0.12796934865900383
2025-04-28,0.443103448275862
2025-04-29,0.5477011494252872
2025-04-30,0.5256704980842911
2025-05-01,0.5256704980842911
2025-05-02,0.4348659003831417
2025-05-03,0.1651340996168582
2025-05-04,0.18026819923371645
2025-05-05,0.4651340996168582
2025-05-06,0.48026819923371644
2025-05-07,1.0664750957854405
2025-05-08,0.7582375478927202
2025-05-09,0.6454022988505747
2025-05-10,0.1651340996168582
2025-05-11,0.1651340996168582
2025-05-12,0.6082375478927202
2025-05-13,0.5931034482758619
2025-05-14,0.5931034482758619
2025-05-15,0.5107279693486589
2025-05-16,0.42835249042145584
2025-05-17,0.13180076628352488
2025-05-18,0.08237547892720305
2025-05-19,0.4448275862068965
2025-05-20,0.5107279693486589
2025-05-21,0.49425287356321834
2025-05-22,0.4448275862068965
2025-05-23,0.4448275862068965
2025-05-24,0.14827586206896548
2025-05-25,0.18122605363984673
2025-05-26,0.14827586206896548
2025-05-27,0.49425287356321834
2025-05-28,0.5601532567049807
2025-05-29,0.6260536398467432
2025-05-30,0.4448275862068965
2025-05-31,0.1647509578544061
2025-06-01,0.1647509578544061
2025-06-02,0.5601532567049807
2025-06-03,0.9885057471264367
2025-06-04,1.0049808429118772
2025-06-05,0.7908045977011493
2025-06-06,0.6260536398467432
2025-06-07,0.19770114942528733
2025-06-08,0.19770114942528733
2025-06-09,0.5272030651340995
2025-06-10,0.5931034482758619
2025-06-11,0.6095785440613026
2025-06-12,0.6260536398467432
2025-06-13,0.5107279693486589
2025-06-14,0.1647509578544061
2025-06-15,0.18122605363984673
2025-06-16,0.5601532567049807
2025-06-17,0.5436781609195401
2025-06-18,0.5931034482758619
2025-06-19,0.28007662835249036
2025-06-20,0.49425287356321834
2025-06-21,0.19770114942528733
2025-06-22,0.18122605363984673
2025-06-23,0.5272030651340995
2025-06-24,0.6590038314176244
2025-06-25,0.5601532567049807
2025-06-26,0.6260536398467432
2025-06-27,0.5931034482758619
2025-06-28,0.23065134099616855
2025-06-29,0.24712643678160917
2025-06-30,0.5436781609195401
2025-07-01,0.6095785440613026
2025-07-02,0.5931034482758619
2025-07-03,0.4613026819923371
2025-07-04,0.23065134099616855
2025-07-05,0.11532567049808427
2025-07-06,0.19770114942528733
2025-07-07,0.49425287356321834
2025-07-08,0.5766283524904213
2025-07-09,0.6095785440613026
2025-07-10,0.6425287356321838
2025-07-11,0.5436781609195401
2025-07-12,0.18122605363984673
2025-07-13,0.23065134099616855
2025-07-14,0.6260536398467432
2025-07-15,0.6260536398467432
2025-07-16,0.6919540229885056
2025-07-17,0.7908045977011493
2025-07-18,0.5766283524904213
2025-07-19,0.7578544061302681
2025-07-20,0.8731800766283524
2025-07-21,0.7908045977011493
2025-07-22,0.7249042145593869
2025-07-23,0.7084291187739462
2025-07-24,0.8402298850574711
2025-07-25,0.6095785440613026
2025-07-26,0.28007662835249036
2025-07-27,0.41187739463601525
2025-07-28,0.7249042145593869
2025-07-29,0.7578544061302681
2025-07-30,1.4992337164750955
2025-07-31,1.647509578544061
2025-08-01,0.9061302681992336
2025-08-02,0.21417624521072792
2025-08-03,0.19770114942528733
2025-08-04,0.5931034482758619
2025-08-05,0.8402298850574711
2025-08-06,0.7084291187739462
2025-08-07,0.7908045977011493
2025-08-08,0.7084291187739462
2025-08-09,0.37892720306513406
2025-08-10,0.23065134099616855
2025-08-11,0.675478927203065
2025-08-12,0.6260536398467432
2025-08-13,0.5601532567049807
2025-08-14,0.6425287356321838
2025-08-15,0.5436781609195401
2025-08-16,0.19770114942528733
2025-08-17,0.19770114942528733
2025-08-18,0.5272030651340995
2025-08-19,0.6260536398467432
2025-08-20,0.5766283524904213
2025-08-21,0.5436781609195401
2025-08-22,0.49425287356321834
2025-08-23,0.21417624521072792
2025-08-24,0.18122605363984673
2025-08-25,0.5436781609195401
2025-08-26,0.6590038314176244
2025-08-27,0.9885057471264367
2025-08-28,0.8731800766283524
2025-08-29,0.6095785440613026
2025-08-30,0.18122605363984673
2025-08-31,0.19770114942528733
2025-09-01,0.19770114942528733
2025-09-02,0.5272030651340995
2025-09-03,0.6590038314176244
2025-09-04,0.6425287356321838
2025-09-05,0.4613026819923371
2025-09-06,0.21417624521072792
2025-09-07,0.23065134099616855
2025-09-08,0.5601532567049807
2025-09-09,0.5107279693486589
2025-09-10,0.5436781609195401
2025-09-11,0.4613026819923371
2025-09-12,0.4448275862068965
2025-09-13,0.1647509578544061
2025-09-14,0.09885057471264366
2025-09-15,0.49425287356321834
2025-09-16,0.9390804597701148
2025-09-17,0.8567049808429117
2025-09-18,1.0873563218390803
2025-09-19,0.8402298850574711
2025-09-20,0.3130268199233716
2025-09-21,0.26360153256704977
2025-09-22,0.7084291187739462
2025-09-23,0.675478927203065
2025-09-24,0.675478927203065
2025-09-25,0.6425287356321838
2025-09-26,0.5601532567049807
2025-09-27,0.26360153256704977
2025-09-28,0.23065134099616855
2025-09-29,0.5436781609195401
2025-09-30,0.6260536398467432
2025-10-01,0.6919540229885056
2025-10-02,0.5931034482758619
2025-10-03,0.5601532567049807
2025-10-04,0.14827586206896548
2025-10-05,0.11532567049808427
2025-10-06,0.4448275862068965
2025-10-07,0.7249042145593869
2025-10-08,0.6590038314176244
2025-10-09,0.6260536398467432
2025-10-10,0.5272030651340995
2025-10-11,0.18122605363984673
2025-10-12,0.14827586206896548
2025-10-13,0.4777777777777777
2025-10-14,0.5272030651340995
2025-10-15,0.5931034482758619
2025-10-16,0.5766283524904213
2025-10-17,0.4777777777777777
2025-10-18,0.19770114942528733
2025-10-19,0.1647509578544061
2025-10-20,0.8237547892720305
2025-10-21,0.7249042145593869
2025-10-22,0.6425287356321838
2025-10-23,0.5766283524904213
2025-10-24,0.5601532567049807
2025-10-25,0.14827586206896548
2025-10-26,0.14827586206896548
2025-10-27,0.5766283524904213
2025-10-28,0.6425287356321838
2025-10-29,0.6260536398467432
2025-10-30,0.7249042145593869
2025-10-31,0.5601532567049807
2025-11-01,0.26360153256704977
2025-11-02,0.19770114942528733
2025-11-03,0.5931034482758619
2025-11-04,0.5766283524904213
2025-11-05,0.5931034482758619
2025-11-06,0.6590038314176244
2025-11-07,0.5766283524904213
2025-11-08,0.23065134099616855
2025-11-09,0.21417624521072792
2025-11-10,0.5436781609195401
2025-11-11,0.5107279693486589
2025-11-12,0.6425287356321838
2025-11-13,0.675478927203065
2025-11-14,0.5107279693486589
2025-11-15,0.23065134099616855
2025-11-16,0.21417624521072792
2025-11-17,0.5436781609195401
2025-11-18,0.7413793103448275
2025-11-19,0.675478927203065
2025-11-20,0.6095785440613026
2025-11-21,0.5766283524904213
2025-11-22,0.23065134099616855
2025-11-23,0.21417624521072792
2025-11-24,0.5436781609195401
2025-11-25,0.6260536398467432
2025-11-26,0.5107279693486589
2025-11-27,0.23065134099616855
2025-11-28,0.21417624521072792
2025-11-29,0.18122605363984673
2025-11-30,0.21417624521072792
2025-12-01,0.5272030651340995
2025-12-02,0.8072796934865899
2025-12-03,0.7578544061302681
2025-12-04,0.5766283524904213
2025-12-05,0.4613026819923371
2025-12-06,0.23065134099616855
2025-12-07,0.23065134099616855
2025-12-08,0.49425287356321834
2025-12-09,0.5107279693486589
2025-12-10,0.49425287356321834
2025-12-11,0.5250063856960407
2025-12-12,0.49315453384418895
2025-12-13,0.21472541507024262
2025-12-14,0.15925925925925924
2025-12-15,0.4376883780332056
2025-12-16,0.46130268199233715
2025-12-17,0.46130268199233715
2025-12-18,0.46130268199233715
2025-12-19,0.39759897828863344
2025-12-20,0.22296296296296292
2025-12-21,0.12740740740740739
2025-12-22,0.3185185185185185
2025-12-23,0.3102809706257982
2025-12-24,0.23833971902937418
2025-12-25,0.1510217113665389
2025-12-26,0.24657726692209447
2025-12-27,0.1510217113665389
2025-12-28,0.1828735632183908
2025-12-29,0.3020434227330778
2025-12-30,0.34213282247765
2025-12-31,0.3102809706257982
2026-01-01,0.15925925925925924
2026-01-02,0.3739846743295019
2026-01-03,0.17463601532567047
2026-01-04,0.1828735632183908
2026-01-05,0.42121328224776494
2026-01-06,0.48491698595146865
2026-01-07,0.5650957854406129
2026-01-08,0.612324393358876
2026-01-09,0.5167688378033205
2026-01-10,0.2460280970625798
2026-01-11,0.15376756066411237
2026-01-12,0.5228097062579821
2026-01-13,0.584316730523627
2026-01-14,0.6765772669220944
2026-01-15,0.6150702426564495
2026-01-16,0.5535632183908046
2026-01-17,0.2460280970625798
2026-01-18,0.2460280970625798
2026-01-19,0.30753512132822475
2026-01-20,0.5228097062579821
2026-01-21,0.5535632183908046
2026-01-22,0.6150702426564495
2026-01-23,0.5535632183908046
2026-01-24,0.2767816091954023
2026-01-25,0.30753512132822475
2026-01-26,0.4920561941251596
2026-01-27,0.584316730523627
2026-01-28,0.5535632183908046
2026-01-29,0.7380842911877394
2026-01-30,0.6765772669220944
2026-01-31,0.3382886334610472
2026-02-01,0.3382886334610472
2026-02-02,0.645823754789272
2026-02-03,0.6765772669220944
2026-02-04,0.7688378033205618
2026-02-05,0.7995913154533844
2026-02-06,0.7073307790549169
2026-02-07,0.3382886334610472
2026-02-08,0.30753512132822475
2026-02-09,0.584316730523627
2026-02-10,0.6765772669220944
2026-02-11,0.6150702426564495
2026-02-12,0.584316730523627
2026-02-13,0.8610983397190293
2026-02-14,0.30753512132822475
2026-02-15,0.3690421455938697
2026-02-16,0.46130268199233715
2026-02-17,0.7073307790549169
2026-02-18,0.9226053639846743
2026-02-19,0.6765772669220944
2026-02-20,1.6606896551724137
2026-02-21,1.7837037037037036
2026-02-22,1.7529501915708812
2026-02-23,3.0753512132822474
2026-02-24,1.3531545338441888
2026-02-25,0.7995913154533844
2026-02-26,0.7073307790549169
2026-02-27,0.7688378033205618
2026-02-28,0.3997956577266922
2026-03-01,0.30753512132822475
2026-03-02,0.7380842911877394
2026-03-03,1.1378799489144316
2026-03-04,1.0763729246487865
2026-03-05,0.8303448275862069
2026-03-06,0.7995913154533844
2026-03-07,0.30753512132822475
2026-03-08,0.3690421455938697
2026-03-09,0.7073307790549169
2026-03-10,0.7073307790549169
2026-03-11,0.7380842911877394
2026-03-12,0.8303448275862069
2026-03-13,0.7073307790549169
2026-03-14,0.3997956577266922
2026-03-15,0.2460280970625798
2026-03-16,0.6765772669220944
2026-03-17,0.7073307790549169
2026-03-18,0.7380842911877394
2026-03-19,0.7380842911877394
2026-03-20,0.7688378033205618
2026-03-21,0.3690421455938697
2026-03-22,0.30753512132822475
2026-03-23,0.6765772669220944
2026-03-24,0.7380842911877394
2026-03-25,0.7380842911877394
2026-03-26,0.645823754789272
2026-03-27,0.7380842911877394
2026-03-28,0.3382886334610472
2026-03-29,0.3690421455938697
2026-03-30,0.7380842911877394
2026-03-31,0.6765772669220944
2026-04-01,0.7073307790549169
2026-04-02,0.7073307790549169
2026-04-03,0.5228097062579821
2026-04-04,0.2767816091954023
2026-04-05,0.2460280970625798
2026-04-06,0.584316730523627
2026-04-07,0.6765772669220944
2026-04-08,0.8303448275862069
2026-04-09,0.7995913154533844
2026-04-10,0.9226053639846743
2026-04-11,0.43054916985951464
2026-04-12,0.3382886334610472
2026-04-13,0.6765772669220944
2026-04-14,0.7380842911877394
2026-04-15,0.7073307790549169
2026-04-16,0.7073307790549169
2026-04-17,0.7995913154533844
2026-04-18,0.3382886334610472
2026-04-19,0.2460280970625798
2026-04-20,0.584316730523627
2026-04-21,0.6765772669220944
2026-04-22,0.7995913154533844
2026-04-23,0.7380842911877394
2026-04-24,0.6765772669220944
2026-04-25,0.3690421455938697
2026-04-26,0.30753512132822475
2026-04-27,0.645823754789272
2026-04-28,0.645823754789272
2026-04-29,0.584316730523627
2026-04-30,0.584316730523627
2026-05-01,0.645823754789272
2026-05-02,0.30753512132822475
2026-05-03,0.2460280970625798
2026-05-04,0.584316730523627
2026-05-05,0.6765772669220944
2026-05-06,0.7073307790549169
2026-05-07,0.645823754789272
2026-05-08,0.6765772669220944
2026-05-09,0.3997956577266922
2026-05-10,0.30753512132822475
2026-05-11,0.6150702426564495
2026-05-12,0.7380842911877394
2026-05-13,0.7380842911877394
2026-05-14,0.7688378033205618
2026-05-15,0.645823754789272
2026-05-16,0.3690421455938697
2026-05-17,0.2460280970625798
2026-05-18,0.645823754789272
2026-05-19,0.7380842911877394
2026-05-20,0.7688378033205618
2026-05-21,0.7380842911877394
2026-05-22,0.6765772669220944
2026-05-23,0.3997956577266922
2026-05-24,0.2767816091954023
2026-05-25,0.2767816091954023
2026-05-26,0.6765772669220944
2026-05-27,0.7688378033205618
2026-05-28,0.7688378033205618
2026-05-29,0.8918518518518518
2026-05-30,0.43054916985951464
2026-05-31,0.46130268199233715
