Time,facebook_marketplace
2024-09-22,116.64854883227464
2024-09-23,105.66986188335467
2024-09-24,101.5528542775097
2024-09-25,101.5528542775097
2024-09-26,97.4358466716647
2024-09-27,98.8081825402797
2024-09-28,112.53154122642965
2024-09-29,116.64854883227464
2024-09-30,96.06351080304971
2024-10-01,97.4358466716647
2024-10-02,97.4358466716647
2024-10-03,94.69117493443471
2024-10-04,93.31883906581972
2024-10-05,104.29752601473967
2024-10-06,102.92519014612468
2024-10-07,90.57416732858972
2024-10-08,83.71248798551474
2024-10-09,86.45715972274473
2024-10-10,86.45715972274473
2024-10-11,90.57416732858972
2024-10-12,105.66986188335467
2024-10-13,111.15920535781466
2024-10-14,104.29752601473967
2024-10-15,97.4358466716647
2024-10-16,93.31883906581972
2024-10-17,94.69117493443471
2024-10-18,94.69117493443471
2024-10-19,98.8081825402797
2024-10-20,108.41453362058466
2024-10-21,100.1805184088947
2024-10-22,96.06351080304971
2024-10-23,97.4358466716647
2024-10-24,87.82949559135973
2024-10-25,93.31883906581972
2024-10-26,98.8081825402797
2024-10-27,108.41453362058466
2024-10-28,87.82949559135973
2024-10-29,93.31883906581972
2024-10-30,94.69117493443471
2024-10-31,86.45715972274473
2024-11-01,91.94650319720472
2024-11-02,104.29752601473967
2024-11-03,111.15920535781466
2024-11-04,93.31883906581972
2024-11-05,85.08482385412974
2024-11-06,68.6167934307498
2024-11-07,93.31883906581972
2024-11-08,91.94650319720472
2024-11-09,102.92519014612468
2024-11-10,104.29752601473967
2024-11-11,101.5528542775097
2024-11-12,90.57416732858972
2024-11-13,93.31883906581972
2024-11-14,91.94650319720472
2024-11-15,90.57416732858972
2024-11-16,98.8081825402797
2024-11-17,104.29752601473967
2024-11-18,91.94650319720472
2024-11-19,93.31883906581972
2024-11-20,91.94650319720472
2024-11-21,83.71248798551474
2024-11-22,94.69117493443471
2024-11-23,96.06351080304971
2024-11-24,104.29752601473967
2024-11-25,89.20183145997473
2024-11-26,87.82949559135973
2024-11-27,89.20183145997473
2024-11-28,83.71248798551474
2024-11-29,89.20183145997473
2024-11-30,96.06351080304971
2024-12-01,90.57416732858972
2024-12-02,82.34015211689974
2024-12-03,85.08482385412974
2024-12-04,80.96781624828475
2024-12-05,75.47847277382476
2024-12-06,89.20183145997473
2024-12-07,87.82949559135973
2024-12-08,87.82949559135973
2024-12-09,80.96781624828475
2024-12-10,80.96781624828475
2024-12-11,90.57416732858972
2024-12-12,72.73380103659478
2024-12-13,78.22314451105476
2024-12-14,90.57416732858972
2024-12-15,101.5528542775097
2024-12-16,78.22314451105476
2024-12-17,83.71248798551474
2024-12-18,80.96781624828475
2024-12-19,80.96781624828475
2024-12-20,79.59548037966975
2024-12-21,85.08482385412974
2024-12-22,90.57416732858972
2024-12-23,79.59548037966975
2024-12-24,82.34015211689974
2024-12-25,83.71248798551474
2024-12-26,98.8081825402797
2024-12-27,97.4358466716647
2024-12-28,100.1805184088947
2024-12-29,107.04219775196967
2024-12-30,104.29752601473967
2024-12-31,91.94650319720472
2025-01-01,96.06351080304971
2025-01-02,100.1805184088947
2025-01-03,98.8081825402797
2025-01-04,104.29752601473967
2025-01-05,108.41453362058466
2025-01-06,89.20183145997473
2025-01-07,94.69117493443471
2025-01-08,85.08482385412974
2025-01-09,85.08482385412974
2025-01-10,80.96781624828475
2025-01-11,105.66986188335467
2025-01-12,96.06351080304971
2025-01-13,86.45715972274473
2025-01-14,80.96781624828475
2025-01-15,86.45715972274473
2025-01-16,85.08482385412974
2025-01-17,76.85080864243976
2025-01-18,100.1805184088947
2025-01-19,93.31883906581972
2025-01-20,89.20183145997473
2025-01-21,86.45715972274473
2025-01-22,83.71248798551474
2025-01-23,79.59548037966975
2025-01-24,83.71248798551474
2025-01-25,91.94650319720472
2025-01-26,100.1805184088947
2025-01-27,80.96781624828475
2025-01-28,86.45715972274473
2025-01-29,87.82949559135973
2025-01-30,78.22314451105476
2025-01-31,83.71248798551474
2025-02-01,97.4358466716647
2025-02-02,109.78686948919966
2025-02-03,79.59548037966975
2025-02-04,80.96781624828475
2025-02-05,83.71248798551474
2025-02-06,85.08482385412974
2025-02-07,85.08482385412974
2025-02-08,96.06351080304971
2025-02-09,97.4358466716647
2025-02-10,78.22314451105476
2025-02-11,87.82949559135973
2025-02-12,85.08482385412974
2025-02-13,83.71248798551474
2025-02-14,78.22314451105476
2025-02-15,97.4358466716647
2025-02-16,109.78686948919966
2025-02-17,97.4358466716647
2025-02-18,90.57416732858972
2025-02-19,90.57416732858972
2025-02-20,80.96781624828475
2025-02-21,89.20183145997473
2025-02-22,100.1805184088947
2025-02-23,102.92519014612468
2025-02-24,89.20183145997473
2025-02-25,83.71248798551474
2025-02-26,80.96781624828475
2025-02-27,83.71248798551474
2025-02-28,89.20183145997473
2025-03-01,100.1805184088947
2025-03-02,98.8081825402797
2025-03-03,89.20183145997473
2025-03-04,89.20183145997473
2025-03-05,91.94650319720472
2025-03-06,85.08482385412974
2025-03-07,89.20183145997473
2025-03-08,102.92519014612468
2025-03-09,102.92519014612468
2025-03-10,96.06351080304971
2025-03-11,87.82949559135973
2025-03-12,86.45715972274473
2025-03-13,87.82949559135973
2025-03-14,90.57416732858972
2025-03-15,98.8081825402797
2025-03-16,111.15920535781466
2025-03-17,90.57416732858972
2025-03-18,90.57416732858972
2025-03-19,93.31883906581972
2025-03-20,91.94650319720472
2025-03-21,96.06351080304971
2025-03-22,108.41453362058466
2025-03-23,113.90387709504465
2025-03-24,89.20183145997473
2025-03-25,94.69117493443471
2025-03-26,94.69117493443471
2025-03-27,85.08482385412974
2025-03-28,90.57416732858972
2025-03-29,112.53154122642965
2025-03-30,115.27621296365965
2025-03-31,96.06351080304971
2025-04-01,90.57416732858972
2025-04-02,85.08482385412974
2025-04-03,87.82949559135973
2025-04-04,82.34015211689974
2025-04-05,107.04219775196967
2025-04-06,109.78686948919966
2025-04-07,94.69117493443471
2025-04-08,91.94650319720472
2025-04-09,85.08482385412974
2025-04-10,89.20183145997473
2025-04-11,89.20183145997473
2025-04-12,101.5528542775097
2025-04-13,111.15920535781466
2025-04-14,91.94650319720472
2025-04-15,94.91989757920388
2025-04-16,93.01387553946083
2025-04-17,93.01387553946083
2025-04-18,93.6238025921786
2025-04-19,105.89858452812385
2025-04-20,103.9925624883808
2025-04-21,96.21599256622915
2025-04-22,90.42168556541029
2025-04-23,89.12559057838502
2025-04-24,89.12559057838502
2025-04-25,87.82949559135973
2025-04-26,97.51208755325442
2025-04-27,111.08296447622493
2025-04-28,90.42168556541029
2025-04-29,89.12559057838502
2025-04-30,86.53340060433446
2025-05-01,87.82949559135973
2025-05-02,87.82949559135973
2025-05-03,98.8081825402797
2025-05-04,105.89858452812385
2025-05-05,93.6238025921786
2025-05-06,91.71778055243556
2025-05-07,91.71778055243556
2025-05-08,86.53340060433446
2025-05-09,87.82949559135973
2025-05-10,100.10427752730497
2025-05-11,104.60248954109856
2025-05-12,98.8081825402797
2025-05-13,96.21599256622915
2025-05-14,94.91989757920388
2025-05-15,87.82949559135973
2025-05-16,90.26920380223083
2025-05-17,104.90745306745745
2025-05-18,113.44643180550632
2025-05-19,97.58832843484414
2025-05-20,100.02803664571525
2025-05-21,97.58832843484414
2025-05-22,96.3684743294086
2025-05-23,93.9287661185375
2025-05-24,100.02803664571525
2025-05-25,114.66628591094187
2025-05-26,113.44643180550632
2025-05-27,103.68759896202191
2025-05-28,106.12730717289301
2025-05-29,102.46774485658635
2025-05-30,102.46774485658635
2025-05-31,113.44643180550632
2025-06-01,112.22657770007076
2025-06-02,98.8081825402797
2025-06-03,107.34716127832856
2025-06-04,97.58832843484414
2025-06-05,95.14862022397304
2025-06-06,100.02803664571525
2025-06-07,104.90745306745745
2025-06-08,121.98541054355519
2025-06-09,113.44643180550632
2025-06-10,100.02803664571525
2025-06-11,92.70891201310194
2025-06-12,92.70891201310194
2025-06-13,96.3684743294086
2025-06-14,106.12730717289301
2025-06-15,107.34716127832856
2025-06-16,106.12730717289301
2025-06-17,97.58832843484414
2025-06-18,97.58832843484414
2025-06-19,97.58832843484414
2025-06-20,98.8081825402797
2025-06-21,102.46774485658635
2025-06-22,100.02803664571525
2025-06-23,92.70891201310194
2025-06-24,92.70891201310194
2025-06-25,93.9287661185375
2025-06-26,97.58832843484414
2025-06-27,104.90745306745745
2025-06-28,104.90745306745745
2025-06-29,107.34716127832856
2025-06-30,100.02803664571525
2025-07-01,101.2478907511508
2025-07-02,97.58832843484414
2025-07-03,101.2478907511508
2025-07-04,96.3684743294086
2025-07-05,104.90745306745745
2025-07-06,108.56701538376412
2025-07-07,100.02803664571525
2025-07-08,104.90745306745745
2025-07-09,103.68759896202191
2025-07-10,106.12730717289301
2025-07-11,103.68759896202191
2025-07-12,109.78686948919966
2025-07-13,108.56701538376412
2025-07-14,112.22657770007076
2025-07-15,108.56701538376412
2025-07-16,104.90745306745745
2025-07-17,106.12730717289301
2025-07-18,101.2478907511508
2025-07-19,109.78686948919966
2025-07-20,114.66628591094187
2025-07-21,111.00672359463522
2025-07-22,112.22657770007076
2025-07-23,102.46774485658635
2025-07-24,97.58832843484414
2025-07-25,96.3684743294086
2025-07-26,96.3684743294086
2025-07-27,109.78686948919966
2025-07-28,103.68759896202191
2025-07-29,104.90745306745745
2025-07-30,97.58832843484414
2025-07-31,101.2478907511508
2025-08-01,97.58832843484414
2025-08-02,101.2478907511508
2025-08-03,103.68759896202191
2025-08-04,95.14862022397304
2025-08-05,95.14862022397304
2025-08-06,98.8081825402797
2025-08-07,97.58832843484414
2025-08-08,92.70891201310194
2025-08-09,97.58832843484414
2025-08-10,107.34716127832856
2025-08-11,100.02803664571525
2025-08-12,95.14862022397304
2025-08-13,90.26920380223083
2025-08-14,87.82949559135973
2025-08-15,90.26920380223083
2025-08-16,96.3684743294086
2025-08-17,109.78686948919966
2025-08-18,95.14862022397304
2025-08-19,93.9287661185375
2025-08-20,92.70891201310194
2025-08-21,86.60964148592419
2025-08-22,82.95007916961752
2025-08-23,90.26920380223083
2025-08-24,103.68759896202191
2025-08-25,90.26920380223083
2025-08-26,86.60964148592419
2025-08-27,82.95007916961752
2025-08-28,84.16993327505308
2025-08-29,85.38978738048863
2025-08-30,87.82949559135973
2025-08-31,95.14862022397304
2025-09-01,100.02803664571525
2025-09-02,86.60964148592419
2025-09-03,87.82949559135973
2025-09-04,84.16993327505308
2025-09-05,75.63095453700421
2025-09-06,89.04934969679529
2025-09-07,90.26920380223083
2025-09-08,79.29051685331088
2025-09-09,78.07066274787532
2025-09-10,73.19124632613311
2025-09-11,71.97139222069755
2025-09-12,68.3118299043909
2025-09-13,76.85080864243976
2025-09-14,82.95007916961752
2025-09-15,78.07066274787532
2025-09-16,80.51037095874642
2025-09-17,81.73022506418198
2025-09-18,71.97139222069755
2025-09-19,75.63095453700421
2025-09-20,80.51037095874642
2025-09-21,91.48905790766639
2025-09-22,82.95007916961752
2025-09-23,80.51037095874642
2025-09-24,79.29051685331088
2025-09-25,78.07066274787532
2025-09-26,75.63095453700421
2025-09-27,79.29051685331088
2025-09-28,78.07066274787532
2025-09-29,80.51037095874642
2025-09-30,74.41110043156866
2025-10-01,71.97139222069755
2025-10-02,70.75153811526201
2025-10-03,68.3118299043909
2025-10-04,76.85080864243976
2025-10-05,80.51037095874642
2025-10-06,75.63095453700421
2025-10-07,79.29051685331088
2025-10-08,73.19124632613311
2025-10-09,78.07066274787532
2025-10-10,71.97139222069755
2025-10-11,76.85080864243976
2025-10-12,81.73022506418198
2025-10-13,87.82949559135973
2025-10-14,82.95007916961752
2025-10-15,78.07066274787532
2025-10-16,74.41110043156866
2025-10-17,73.19124632613311
2025-10-18,79.29051685331088
2025-10-19,82.95007916961752
2025-10-20,85.38978738048863
2025-10-21,79.29051685331088
2025-10-22,70.75153811526201
2025-10-23,82.95007916961752
2025-10-24,75.63095453700421
2025-10-25,75.63095453700421
2025-10-26,85.38978738048863
2025-10-27,76.85080864243976
2025-10-28,74.41110043156866
2025-10-29,75.63095453700421
2025-10-30,74.41110043156866
2025-10-31,73.19124632613311
2025-11-01,87.82949559135973
2025-11-02,81.73022506418198
2025-11-03,79.29051685331088
2025-11-04,74.41110043156866
2025-11-05,80.51037095874642
2025-11-06,79.29051685331088
2025-11-07,78.07066274787532
2025-11-08,87.82949559135973
2025-11-09,85.38978738048863
2025-11-10,79.29051685331088
2025-11-11,80.51037095874642
2025-11-12,74.41110043156866
2025-11-13,76.85080864243976
2025-11-14,78.07066274787532
2025-11-15,84.16993327505308
2025-11-16,91.48905790766639
2025-11-17,75.63095453700421
2025-11-18,74.41110043156866
2025-11-19,80.51037095874642
2025-11-20,79.29051685331088
2025-11-21,74.41110043156866
2025-11-22,82.95007916961752
2025-11-23,85.38978738048863
2025-11-24,82.95007916961752
2025-11-25,82.95007916961752
2025-11-26,84.16993327505308
2025-11-27,78.07066274787532
2025-11-28,78.07066274787532
2025-11-29,82.95007916961752
2025-11-30,86.60964148592419
2025-12-01,80.51037095874642
2025-12-02,81.73022506418198
2025-12-03,79.29051685331088
2025-12-04,79.29051685331088
2025-12-05,79.29051685331088
2025-12-06,84.16993327505308
2025-12-07,86.60964148592419
2025-12-08,81.73022506418198
2025-12-09,80.51037095874642
2025-12-10,76.85080864243976
2025-12-11,77.46073569515754
2025-12-12,74.51873461734237
2025-12-13,83.38061591271241
2025-12-14,83.9905429654302
2025-12-15,75.12866167006015
2025-12-16,73.33475857383141
2025-12-17,74.51873461734237
2025-12-18,78.07066274787532
2025-12-19,73.33475857383141
2025-12-20,80.43861483489727
2025-12-21,82.80656692191923
2025-12-22,78.07066274787532
2025-12-23,80.43861483489727
2025-12-24,73.33475857383141
2025-12-25,76.88668670436434
2025-12-26,83.9905429654302
2025-12-27,81.62259087840825
2025-12-28,82.19663986920145
2025-12-29,90.48447217377827
2025-12-30,87.54247109596312
2025-12-31,81.01266382569047
2026-01-01,82.80656692191923
2026-01-02,93.46235131351801
2026-01-03,94.03640030431121
2026-01-04,91.66844821728927
2026-01-05,79.2546387913863
2026-01-06,85.17451900894118
2026-01-07,81.62259087840825
2026-01-08,78.07066274787532
2026-01-09,82.80656692191923
2026-01-10,92.99593650849853
2026-01-11,94.14403449008493
2026-01-12,81.51495669263451
2026-01-13,81.51495669263451
2026-01-14,80.36685871104811
2026-01-15,80.36685871104811
2026-01-16,84.95925063739372
2026-01-17,91.84783852691213
2026-01-18,95.29213247167134
2026-01-19,95.29213247167134
2026-01-20,87.25544660056653
2026-01-21,87.25544660056653
2026-01-22,81.51495669263451
2026-01-23,83.81115265580732
2026-01-24,88.40354458215293
2026-01-25,92.99593650849853
2026-01-26,82.66305467422092
2026-01-27,83.81115265580732
2026-01-28,80.36685871104811
2026-01-29,87.25544660056653
2026-01-30,86.10734861898013
2026-01-31,95.29213247167134
2026-02-01,96.44023045325774
2026-02-02,79.2187607294617
2026-02-03,80.36685871104811
2026-02-04,79.2187607294617
2026-02-05,80.36685871104811
2026-02-06,81.51495669263451
2026-02-07,89.55164256373932
2026-02-08,81.51495669263451
2026-02-09,73.4782708215297
2026-02-10,75.77446678470251
2026-02-11,82.66305467422092
2026-02-12,76.92256476628891
2026-02-13,80.36685871104811
2026-02-14,87.25544660056653
2026-02-15,92.99593650849853
2026-02-16,94.14403449008493
2026-02-17,81.51495669263451
2026-02-18,81.51495669263451
2026-02-19,79.2187607294617
2026-02-20,81.51495669263451
2026-02-21,96.44023045325774
2026-02-22,92.99593650849853
2026-02-23,89.55164256373932
2026-02-24,83.81115265580732
2026-02-25,86.10734861898013
2026-02-26,86.10734861898013
2026-02-27,92.99593650849853
2026-02-28,92.99593650849853
2026-03-01,94.14403449008493
2026-03-02,88.40354458215293
2026-03-03,88.40354458215293
2026-03-04,88.40354458215293
2026-03-05,88.40354458215293
2026-03-06,86.10734861898013
2026-03-07,102.18072036118974
2026-03-08,102.18072036118974
2026-03-09,95.29213247167134
2026-03-10,92.99593650849853
2026-03-11,91.84783852691213
2026-03-12,91.84783852691213
2026-03-13,95.29213247167134
2026-03-14,106.77311228753535
2026-03-15,109.06930825070816
2026-03-16,96.44023045325774
2026-03-17,98.73642641643055
2026-03-18,97.58832843484414
2026-03-19,88.40354458215293
2026-03-20,84.95925063739372
2026-03-21,102.18072036118974
2026-03-22,106.77311228753535
2026-03-23,102.18072036118974
2026-03-24,94.14403449008493
2026-03-25,96.44023045325774
2026-03-26,88.40354458215293
2026-03-27,92.99593650849853
2026-03-28,103.32881834277615
2026-03-29,103.32881834277615
2026-03-30,94.14403449008493
2026-03-31,94.14403449008493
2026-04-01,92.99593650849853
2026-04-02,94.14403449008493
2026-04-03,88.40354458215293
2026-04-04,101.03262237960334
2026-04-05,105.62501430594895
2026-04-06,95.29213247167134
2026-04-07,102.18072036118974
2026-04-08,88.40354458215293
2026-04-09,82.66305467422092
2026-04-10,87.25544660056653
2026-04-11,99.88452439801694
2026-04-12,110.21740623229456
2026-04-13,90.69974054532572
2026-04-14,90.69974054532572
2026-04-15,91.84783852691213
2026-04-16,90.69974054532572
2026-04-17,92.99593650849853
2026-04-18,103.32881834277615
2026-04-19,105.62501430594895
2026-04-20,97.58832843484414
2026-04-21,99.88452439801694
2026-04-22,97.58832843484414
2026-04-23,99.88452439801694
2026-04-24,88.40354458215293
2026-04-25,95.29213247167134
2026-04-26,105.62501430594895
2026-04-27,99.88452439801694
2026-04-28,94.14403449008493
2026-04-29,91.84783852691213
2026-04-30,91.84783852691213
2026-05-01,82.66305467422092
2026-05-02,101.03262237960334
2026-05-03,101.03262237960334
2026-05-04,96.44023045325774
2026-05-05,94.14403449008493
2026-05-06,98.73642641643055
2026-05-07,83.81115265580732
2026-05-08,88.40354458215293
2026-05-09,101.03262237960334
2026-05-10,99.88452439801694
2026-05-11,95.29213247167134
2026-05-12,96.44023045325774
2026-05-13,84.95925063739372
2026-05-14,80.36685871104811
2026-05-15,90.69974054532572
2026-05-16,109.06930825070816
2026-05-17,113.66170017705376
2026-05-18,96.44023045325774
2026-05-19,97.58832843484414
2026-05-20,99.88452439801694
2026-05-21,104.47691632436255
2026-05-22,101.03262237960334
2026-05-23,114.80979815864016
2026-05-24,114.80979815864016
2026-05-25,111.36550421388095
2026-05-26,104.47691632436255
2026-05-27,103.32881834277615
2026-05-28,94.14403449008493
2026-05-29,99.88452439801694
2026-05-30,105.62501430594895
2026-05-31,111.36550421388095
