Time,airbnb
2022-11-21,52.89473684210527
2022-11-22,52.01315789473685
2022-11-23,48.486842105263165
2022-11-24,41.434210526315795
2022-11-25,50.25000000000001
2022-11-26,52.01315789473685
2022-11-27,60.828947368421055
2022-11-28,58.184210526315795
2022-11-29,56.42105263157895
2022-11-30,55.539473684210535
2022-12-01,54.65789473684211
2022-12-02,52.01315789473685
2022-12-03,51.131578947368425
2022-12-04,55.539473684210535
2022-12-05,56.42105263157895
2022-12-06,52.01315789473685
2022-12-07,56.42105263157895
2022-12-08,55.539473684210535
2022-12-09,49.36842105263158
2022-12-10,49.36842105263158
2022-12-11,56.42105263157895
2022-12-12,57.30263157894737
2022-12-13,53.77631578947369
2022-12-14,52.01315789473685
2022-12-15,52.89473684210527
2022-12-16,52.01315789473685
2022-12-17,49.36842105263158
2022-12-18,52.01315789473685
2022-12-19,57.30263157894737
2022-12-20,56.42105263157895
2022-12-21,53.77631578947369
2022-12-22,52.89473684210527
2022-12-23,49.36842105263158
2022-12-24,47.60526315789474
2022-12-25,47.60526315789474
2022-12-26,71.40789473684211
2022-12-27,80.22368421052633
2022-12-28,78.46052631578948
2022-12-29,75.81578947368422
2022-12-30,73.17105263157896
2022-12-31,64.35526315789474
2023-01-01,66.11842105263159
2023-01-02,76.69736842105264
2023-01-03,68.76315789473685
2023-01-04,76.69736842105264
2023-01-05,77.57894736842105
2023-01-06,71.40789473684211
2023-01-07,73.17105263157896
2023-01-08,82.86842105263159
2023-01-09,82.86842105263159
2023-01-10,80.22368421052633
2023-01-11,73.17105263157896
2023-01-12,71.40789473684211
2023-01-13,70.52631578947368
2023-01-14,75.81578947368422
2023-01-15,76.69736842105264
2023-01-16,82.86842105263159
2023-01-17,74.9342105263158
2023-01-18,71.40789473684211
2023-01-19,72.28947368421053
2023-01-20,68.76315789473685
2023-01-21,69.64473684210527
2023-01-22,78.46052631578948
2023-01-23,79.3421052631579
2023-01-24,74.9342105263158
2023-01-25,74.9342105263158
2023-01-26,69.64473684210527
2023-01-27,67.0
2023-01-28,67.0
2023-01-29,74.9342105263158
2023-01-30,72.28947368421053
2023-01-31,73.17105263157896
2023-02-01,74.9342105263158
2023-02-02,72.28947368421053
2023-02-03,70.52631578947368
2023-02-04,70.52631578947368
2023-02-05,83.75000000000001
2023-02-06,76.69736842105264
2023-02-07,73.17105263157896
2023-02-08,72.28947368421053
2023-02-09,72.28947368421053
2023-02-10,69.64473684210527
2023-02-11,70.52631578947368
2023-02-12,71.40789473684211
2023-02-13,62.5921052631579
2023-02-14,67.88157894736842
2023-02-15,75.81578947368422
2023-02-16,73.17105263157896
2023-02-17,74.9342105263158
2023-02-18,75.81578947368422
2023-02-19,79.3421052631579
2023-02-20,83.75000000000001
2023-02-21,75.81578947368422
2023-02-22,76.69736842105264
2023-02-23,74.9342105263158
2023-02-24,75.81578947368422
2023-02-25,77.57894736842105
2023-02-26,85.51315789473685
2023-02-27,81.98684210526316
2023-02-28,78.46052631578948
2023-03-01,73.17105263157896
2023-03-02,75.81578947368422
2023-03-03,72.28947368421053
2023-03-04,77.57894736842105
2023-03-05,84.63157894736842
2023-03-06,82.86842105263159
2023-03-07,81.98684210526316
2023-03-08,76.69736842105264
2023-03-09,76.69736842105264
2023-03-10,73.17105263157896
2023-03-11,73.17105263157896
2023-03-12,83.75000000000001
2023-03-13,78.46052631578948
2023-03-14,76.69736842105264
2023-03-15,74.05263157894737
2023-03-16,72.28947368421053
2023-03-17,68.76315789473685
2023-03-18,69.64473684210527
2023-03-19,83.75000000000001
2023-03-20,77.57894736842105
2023-03-21,76.69736842105264
2023-03-22,74.9342105263158
2023-03-23,73.17105263157896
2023-03-24,69.64473684210527
2023-03-25,68.76315789473685
2023-03-26,80.22368421052633
2023-03-27,75.81578947368422
2023-03-28,74.05263157894737
2023-03-29,71.40789473684211
2023-03-30,67.88157894736842
2023-03-31,67.88157894736842
2023-04-01,67.0
2023-04-02,76.69736842105264
2023-04-03,71.40789473684211
2023-04-04,73.17105263157896
2023-04-05,73.17105263157896
2023-04-06,70.52631578947368
2023-04-07,66.11842105263159
2023-04-08,66.11842105263159
2023-04-09,69.64473684210527
2023-04-10,76.69736842105264
2023-04-11,74.9342105263158
2023-04-12,71.40789473684211
2023-04-13,69.64473684210527
2023-04-14,69.64473684210527
2023-04-15,67.88157894736842
2023-04-16,77.57894736842105
2023-04-17,75.81578947368422
2023-04-18,69.64473684210527
2023-04-19,72.28947368421053
2023-04-20,68.76315789473685
2023-04-21,67.0
2023-04-22,68.76315789473685
2023-04-23,78.46052631578948
2023-04-24,74.05263157894737
2023-04-25,74.05263157894737
2023-04-26,72.27292218143
2023-04-27,68.00450707933325
2023-04-28,68.44529655301747
2023-04-29,70.35910936722374
2023-04-30,80.80975238562351
2023-05-01,79.41205650483616
2023-05-02,74.62752446932049
2023-05-03,75.58443087642362
2023-05-04,78.45515009773302
2023-05-05,67.04760067223012
2023-05-06,68.96141348643638
2023-05-07,78.45515009773302
2023-05-08,78.0143606240488
2023-05-09,79.41205650483616
2023-05-10,76.54133728352676
2023-05-11,73.22982858853314
2023-05-12,70.35910936722374
2023-05-13,66.09069426512698
2023-05-14,79.41205650483616
2023-05-15,84.63737801403605
2023-05-16,82.28277572614556
2023-05-17,78.45515009773302
2023-05-18,74.18673499563627
2023-05-19,74.18673499563627
2023-05-20,76.54133728352676
2023-05-21,84.63737801403605
2023-05-22,87.94888670902967
2023-05-23,82.28277572614556
2023-05-24,80.36896291193929
2023-05-25,82.72356519982978
2023-05-26,76.38530614600087
2023-05-27,77.41754001283873
2023-05-28,81.54647548019013
2023-05-29,94.96551574908217
2023-05-30,86.70764481437938
2023-05-31,86.70764481437938
2023-06-01,83.61094321386582
2023-06-02,79.48200774651443
2023-06-03,77.41754001283873
2023-06-04,95.99774961592001
2023-06-05,90.83658028173078
2023-06-06,88.77211254805508
2023-06-07,84.64317708070368
2023-06-08,82.57870934702797
2023-06-09,78.44977387967657
2023-06-10,80.51424161335227
2023-06-11,91.86881414856862
2023-06-12,95.99774961592001
2023-06-13,86.70764481437938
2023-06-14,90.83658028173078
2023-06-15,90.83658028173078
2023-06-16,81.54647548019013
2023-06-17,81.54647548019013
2023-06-18,84.64317708070368
2023-06-19,99.09445121643357
2023-06-20,89.80434641489292
2023-06-21,84.64317708070368
2023-06-22,81.54647548019013
2023-06-23,81.54647548019013
2023-06-24,85.67541094754152
2023-06-25,93.93328188224432
2023-06-26,100.12668508327143
2023-06-27,101.15891895010927
2023-06-28,100.12668508327143
2023-06-29,103.22338668378497
2023-06-30,89.80434641489292
2023-07-01,93.93328188224432
2023-07-02,98.06221734959571
2023-07-03,91.86881414856862
2023-07-04,91.86881414856862
2023-07-05,86.70764481437938
2023-07-06,93.93328188224432
2023-07-07,89.80434641489292
2023-07-08,86.70764481437938
2023-07-09,99.09445121643357
2023-07-10,93.93328188224432
2023-07-11,89.80434641489292
2023-07-12,90.83658028173078
2023-07-13,89.80434641489292
2023-07-14,84.64317708070368
2023-07-15,82.57870934702797
2023-07-16,94.96551574908217
2023-07-17,95.99774961592001
2023-07-18,89.80434641489292
2023-07-19,88.77211254805508
2023-07-20,84.64317708070368
2023-07-21,80.51424161335227
2023-07-22,79.48200774651443
2023-07-23,92.90104801540647
2023-07-24,92.90104801540647
2023-07-25,88.77211254805508
2023-07-26,86.70764481437938
2023-07-27,80.51424161335227
2023-07-28,77.41754001283873
2023-07-29,79.48200774651443
2023-07-30,91.86881414856862
2023-07-31,88.77211254805508
2023-08-01,83.61094321386582
2023-08-02,79.48200774651443
2023-08-03,83.61094321386582
2023-08-04,82.57870934702797
2023-08-05,76.38530614600087
2023-08-06,85.67541094754152
2023-08-07,85.67541094754152
2023-08-08,82.57870934702797
2023-08-09,77.41754001283873
2023-08-10,78.44977387967657
2023-08-11,76.38530614600087
2023-08-12,70.19190294497378
2023-08-13,80.51424161335227
2023-08-14,79.48200774651443
2023-08-15,78.44977387967657
2023-08-16,75.35307227916303
2023-08-17,78.44977387967657
2023-08-18,72.25637067864947
2023-08-19,70.19190294497378
2023-08-20,78.44977387967657
2023-08-21,75.35307227916303
2023-08-22,74.32083841232517
2023-08-23,69.15966907813593
2023-08-24,68.12743521129808
2023-08-25,67.09520134446024
2023-08-26,66.06296747762238
2023-08-27,78.44977387967657
2023-08-28,73.28860454548733
2023-08-29,70.19190294497378
2023-08-30,68.12743521129808
2023-08-31,67.09520134446024
2023-09-01,65.03073361078452
2023-09-02,61.93403201027098
2023-09-03,69.15966907813593
2023-09-04,76.38530614600087
2023-09-05,73.28860454548733
2023-09-06,72.25637067864947
2023-09-07,67.09520134446024
2023-09-08,61.93403201027098
2023-09-09,62.96626587710883
2023-09-10,63.99849974394668
2023-09-11,70.19190294497378
2023-09-12,67.09520134446024
2023-09-13,65.03073361078452
2023-09-14,65.03073361078452
2023-09-15,55.74062880924388
2023-09-16,58.837330409757435
2023-09-17,67.09520134446024
2023-09-18,66.06296747762238
2023-09-19,68.12743521129808
2023-09-20,66.06296747762238
2023-09-21,65.03073361078452
2023-09-22,60.90179814343313
2023-09-23,60.90179814343313
2023-09-24,69.15966907813593
2023-09-25,68.12743521129808
2023-09-26,68.12743521129808
2023-09-27,67.09520134446024
2023-09-28,68.12743521129808
2023-09-29,58.837330409757435
2023-09-30,57.805096542919586
2023-10-01,68.12743521129808
2023-10-02,67.09520134446024
2023-10-03,67.09520134446024
2023-10-04,67.09520134446024
2023-10-05,66.06296747762238
2023-10-06,65.03073361078452
2023-10-07,70.19190294497378
2023-10-08,69.15966907813593
2023-10-09,70.19190294497378
2023-10-10,67.09520134446024
2023-10-11,62.96626587710883
2023-10-12,59.869564276595284
2023-10-13,55.74062880924388
2023-10-14,54.70839494240603
2023-10-15,59.869564276595284
2023-10-16,62.96626587710883
2023-10-17,60.90179814343313
2023-10-18,58.837330409757435
2023-10-19,59.869564276595284
2023-10-20,56.77286267608173
2023-10-21,54.70839494240603
2023-10-22,63.99849974394668
2023-10-23,60.90179814343313
2023-10-24,60.90179814343313
2023-10-25,57.805096542919586
2023-10-26,54.70839494240603
2023-10-27,52.64392720873033
2023-10-28,46.45052400770324
2023-10-29,51.61169334189248
2023-10-30,59.869564276595284
2023-10-31,52.64392720873033
2023-11-01,54.70839494240603
2023-11-02,56.77286267608173
2023-11-03,54.70839494240603
2023-11-04,54.70839494240603
2023-11-05,60.90179814343313
2023-11-06,60.90179814343313
2023-11-07,62.96626587710883
2023-11-08,62.96626587710883
2023-11-09,56.77286267608173
2023-11-10,56.77286267608173
2023-11-11,55.74062880924388
2023-11-12,59.869564276595284
2023-11-13,59.869564276595284
2023-11-14,56.77286267608173
2023-11-15,55.74062880924388
2023-11-16,52.64392720873033
2023-11-17,53.67616107556818
2023-11-18,51.61169334189248
2023-11-19,53.67616107556818
2023-11-20,55.74062880924388
2023-11-21,55.74062880924388
2023-11-22,48.514991741378935
2023-11-23,43.35382240718969
2023-11-24,51.61169334189248
2023-11-25,55.74062880924388
2023-11-26,62.96626587710883
2023-11-27,58.837330409757435
2023-11-28,58.837330409757435
2023-11-29,56.77286267608173
2023-11-30,53.67616107556818
2023-12-01,51.61169334189248
2023-12-02,52.64392720873033
2023-12-03,55.74062880924388
2023-12-04,59.869564276595284
2023-12-05,53.67616107556818
2023-12-06,54.70839494240603
2023-12-07,50.579459475054634
2023-12-08,51.61169334189248
2023-12-09,50.579459475054634
2023-12-10,57.805096542919586
2023-12-11,56.77286267608173
2023-12-12,52.64392720873033
2023-12-13,53.67616107556818
2023-12-14,51.61169334189248
2023-12-15,48.514991741378935
2023-12-16,46.45052400770324
2023-12-17,58.837330409757435
2023-12-18,56.77286267608173
2023-12-19,55.74062880924388
2023-12-20,58.837330409757435
2023-12-21,53.67616107556818
2023-12-22,51.233692207557496
2023-12-23,50.23780460363648
2023-12-24,46.734024858454475
2023-12-25,50.71757527413857
2023-12-26,71.59486869356326
2023-12-27,74.10276083482422
2023-12-28,70.11921041914013
2023-12-29,72.59075629748428
2023-12-30,67.13154760737706
2023-12-31,63.14799719169296
2024-01-01,66.13566000345602
2024-01-02,75.57841910924735
2024-01-03,77.5701943170894
2024-01-04,75.57841910924735
2024-01-05,72.11098562698217
2024-01-06,78.08631125050832
2024-01-07,79.56196952493144
2024-01-08,70.11921041914013
2024-01-09,71.11509802306115
2024-01-10,67.13154760737706
2024-01-11,67.13154760737706
2024-01-12,64.6600017290329
2024-01-13,68.12743521129808
2024-01-14,70.11921041914013
2024-01-15,72.11098562698217
2024-01-16,68.12743521129808
2024-01-17,73.1068732309032
2024-01-18,68.12743521129808
2024-01-19,65.139772399535
2024-01-20,68.12743521129808
2024-01-21,82.52055532636105
2024-01-22,72.92514191631908
2024-01-23,72.92514191631908
2024-01-24,71.96560057531487
2024-01-25,69.08697655230227
2024-01-26,63.329728506277085
2024-01-27,71.00605923431067
2024-01-28,74.84422459832747
2024-01-29,71.00605923431067
2024-01-30,72.92514191631908
2024-01-31,71.00605923431067
2024-02-01,65.24881118828549
2024-02-02,59.4915631422603
2024-02-03,69.08697655230227
2024-02-04,74.84422459832747
2024-02-05,71.96560057531487
2024-02-06,70.04651789330647
2024-02-07,67.16789387029388
2024-02-08,64.28926984728129
2024-02-09,62.37018716527289
2024-02-10,66.20835252928968
2024-02-11,67.16789387029388
2024-02-12,62.37018716527289
2024-02-13,69.08697655230227
2024-02-14,60.451104483264494
2024-02-15,66.20835252928968
2024-02-16,69.08697655230227
2024-02-17,72.92514191631908
2024-02-18,84.43963800836946
2024-02-19,83.48009666736525
2024-02-20,78.68238996234426
2024-02-21,71.96560057531487
2024-02-22,71.00605923431067
2024-02-23,70.04651789330647
2024-02-24,72.92514191631908
2024-02-25,79.64193130334846
2024-02-26,77.72284862134006
2024-02-27,73.88468325732327
2024-02-28,71.00605923431067
2024-02-29,71.00605923431067
2024-03-01,71.00605923431067
2024-03-02,74.84422459832747
2024-03-03,83.48009666736525
2024-03-04,81.56101398535685
2024-03-05,76.76330728033587
2024-03-06,79.64193130334846
2024-03-07,73.88468325732327
2024-03-08,69.08697655230227
2024-03-09,71.00605923431067
2024-03-10,82.52055532636105
2024-03-11,81.56101398535685
2024-03-12,76.76330728033587
2024-03-13,75.80376593933167
2024-03-14,70.04651789330647
2024-03-15,67.16789387029388
2024-03-16,71.00605923431067
2024-03-17,79.64193130334846
2024-03-18,76.76330728033587
2024-03-19,73.88468325732327
2024-03-20,75.80376593933167
2024-03-21,68.12743521129808
2024-03-22,65.24881118828549
2024-03-23,71.00605923431067
2024-03-24,73.88468325732327
2024-03-25,75.80376593933167
2024-03-26,72.92514191631908
2024-03-27,70.04651789330647
2024-03-28,68.12743521129808
2024-03-29,64.28926984728129
2024-03-30,65.24881118828549
2024-03-31,70.04651789330647
2024-04-01,77.72284862134006
2024-04-02,76.76330728033587
2024-04-03,72.92514191631908
2024-04-04,75.80376593933167
2024-04-05,71.00605923431067
2024-04-06,67.16789387029388
2024-04-07,77.72284862134006
2024-04-08,71.00605923431067
2024-04-09,70.04651789330647
2024-04-10,70.04651789330647
2024-04-11,69.08697655230227
2024-04-12,66.20835252928968
2024-04-13,64.28926984728129
2024-04-14,72.92514191631908
2024-04-15,72.92514191631908
2024-04-16,71.00605923431067
2024-04-17,71.00605923431067
2024-04-18,71.00605923431067
2024-04-19,67.16789387029388
2024-04-20,65.24881118828549
2024-04-21,77.72284862134006
2024-04-22,74.84422459832747
2024-04-23,77.72284862134006
2024-04-24,70.04651789330647
2024-04-25,67.16789387029388
2024-04-26,62.37018716527289
2024-04-27,68.12743521129808
2024-04-28,79.64193130334846
2024-04-29,74.84422459832747
2024-04-30,70.04651789330647
2024-05-01,66.20835252928968
2024-05-02,79.64193130334846
2024-05-03,72.92514191631908
2024-05-04,70.04651789330647
2024-05-05,81.56101398535685
2024-05-06,77.72284862134006
2024-05-07,74.84422459832747
2024-05-08,72.92514191631908
2024-05-09,72.92514191631908
2024-05-10,69.08697655230227
2024-05-11,66.20835252928968
2024-05-12,71.00605923431067
2024-05-13,78.68238996234426
2024-05-14,79.64193130334846
2024-05-15,74.84422459832747
2024-05-16,70.04651789330647
2024-05-17,68.12743521129808
2024-05-18,73.88468325732327
2024-05-19,86.35872069037785
2024-05-20,85.39917934937365
2024-05-21,80.60147264435265
2024-05-22,72.92514191631908
2024-05-23,79.64193130334846
2024-05-24,79.64193130334846
2024-05-25,80.60147264435265
2024-05-26,79.64193130334846
2024-05-27,88.27780337238624
2024-05-28,86.35872069037785
2024-05-29,83.48009666736525
2024-05-30,81.56101398535685
2024-05-31,76.76330728033587
2024-06-01,75.80376593933167
2024-06-02,95.95413410041984
2024-06-03,85.39917934937365
2024-06-04,83.48009666736525
2024-06-05,81.56101398535685
2024-06-06,84.43963800836946
2024-06-07,79.64193130334846
2024-06-08,78.68238996234426
2024-06-09,86.35872069037785
2024-06-10,92.11596873640303
2024-06-11,92.11596873640303
2024-06-12,88.27780337238624
2024-06-13,83.48009666736525
2024-06-14,75.80376593933167
2024-06-15,76.76330728033587
2024-06-16,82.52055532636105
2024-06-17,89.23734471339044
2024-06-18,93.07551007740723
2024-06-19,88.27780337238624
2024-06-20,82.52055532636105
2024-06-21,84.43963800836946
2024-06-22,81.56101398535685
2024-06-23,94.03505141841143
2024-06-24,95.95413410041984
2024-06-25,91.15642739539884
2024-06-26,82.52055532636105
2024-06-27,80.60147264435265
2024-06-28,77.72284862134006
2024-06-29,78.68238996234426
2024-06-30,89.23734471339044
2024-07-01,90.19688605439464
2024-07-02,87.31826203138205
2024-07-03,84.43963800836946
2024-07-04,81.56101398535685
2024-07-05,77.72284862134006
2024-07-06,80.60147264435265
2024-07-07,92.11596873640303
2024-07-08,90.19688605439464
2024-07-09,89.23734471339044
2024-07-10,88.27780337238624
2024-07-11,79.64193130334846
2024-07-12,76.76330728033587
2024-07-13,73.88468325732327
2024-07-14,74.84422459832747
2024-07-15,77.72284862134006
2024-07-16,79.64193130334846
2024-07-17,80.60147264435265
2024-07-18,77.72284862134006
2024-07-19,72.92514191631908
2024-07-20,74.84422459832747
2024-07-21,83.48009666736525
2024-07-22,80.60147264435265
2024-07-23,78.68238996234426
2024-07-24,76.76330728033587
2024-07-25,74.84422459832747
2024-07-26,69.08697655230227
2024-07-27,69.08697655230227
2024-07-28,84.43963800836946
2024-07-29,76.76330728033587
2024-07-30,83.48009666736525
2024-07-31,72.92514191631908
2024-08-01,70.04651789330647
2024-08-02,70.04651789330647
2024-08-03,69.08697655230227
2024-08-04,77.72284862134006
2024-08-05,72.92514191631908
2024-08-06,73.88468325732327
2024-08-07,75.80376593933167
2024-08-08,75.80376593933167
2024-08-09,68.12743521129808
2024-08-10,63.329728506277085
2024-08-11,71.00605923431067
2024-08-12,75.80376593933167
2024-08-13,72.92514191631908
2024-08-14,72.92514191631908
2024-08-15,68.12743521129808
2024-08-16,67.16789387029388
2024-08-17,64.28926984728129
2024-08-18,75.42412484687267
2024-08-19,73.62138705918969
2024-08-20,70.91728037766516
2024-08-21,64.60769812077466
2024-08-22,60.15902609872984
2024-08-23,62.38336210975225
2024-08-24,62.38336210975225
2024-08-25,76.7470919640536
2024-08-26,70.91728037766516
2024-08-27,67.31180480229916
2024-08-28,71.81864927150667
2024-08-29,62.38336210975225
2024-08-30,60.58062432206925
2024-08-31,62.86313278025435
2024-09-01,64.60769812077466
2024-09-02,75.84572307021207
2024-09-03,63.28473100359375
2024-09-04,59.67925542822775
2024-09-05,58.77788653438624
2024-09-06,53.42784561849993
2024-09-07,56.55355052336384
2024-09-08,61.48199321591075
2024-09-09,61.48199321591075
2024-09-10,59.257657204888346
2024-09-11,50.72373893697542
2024-09-12,56.55355052336384
2024-09-13,52.948074947997824
2024-09-14,53.84944384183933
2024-09-15,60.15902609872984
2024-09-16,64.60769812077466
2024-09-17,60.710144160874
2024-09-18,60.710144160874
2024-09-19,58.180554820837585
2024-09-20,55.65096548080117
2024-09-21,55.65096548080117
2024-09-22,61.553340607552805
2024-09-23,64.92612639426802
2024-09-24,57.337358374158775
2024-09-25,59.02375126751639
