Time,nfl
2025-01-19,84.12061057222347
2025-01-20,31.965832017444917
2025-01-21,9.253267162944582
2025-01-22,7.570854951500111
2025-01-23,7.570854951500111
2025-01-24,9.253267162944582
2025-01-25,17.665328220166927
2025-01-26,55.51960297766749
2025-01-27,29.442213700278213
2025-01-28,5.047236634333408
2025-01-29,4.206030528611173
2025-01-30,4.206030528611173
2025-01-31,4.206030528611173
2025-02-01,4.206030528611173
2025-02-02,5.047236634333408
2025-02-03,4.206030528611173
2025-02-04,3.3648244228889386
2025-02-05,3.3648244228889386
2025-02-06,4.206030528611173
2025-02-07,10.93567937438905
2025-02-08,5.047236634333408
2025-02-09,11.776885480111286
2025-02-10,22.712564854500336
2025-02-11,4.206030528611173
2025-02-12,3.3648244228889386
2025-02-13,3.3648244228889386
2025-02-14,3.3648244228889386
2025-02-15,2.523618317166704
2025-02-16,2.523618317166704
2025-02-17,2.523618317166704
2025-02-18,2.523618317166704
2025-02-19,2.523618317166704
2025-02-20,2.523618317166704
2025-02-21,2.523618317166704
2025-02-22,2.523618317166704
2025-02-23,2.523618317166704
2025-02-24,2.523618317166704
2025-02-25,2.523618317166704
2025-02-26,2.523618317166704
2025-02-27,3.3648244228889386
2025-02-28,3.3648244228889386
2025-03-01,4.206030528611173
2025-03-02,4.206030528611173
2025-03-03,3.3648244228889386
2025-03-04,3.3648244228889386
2025-03-05,3.3648244228889386
2025-03-06,3.3648244228889386
2025-03-07,2.523618317166704
2025-03-08,3.3648244228889386
2025-03-09,3.3648244228889386
2025-03-10,7.570854951500111
2025-03-11,6.729648845777877
2025-03-12,5.047236634333408
2025-03-13,4.206030528611173
2025-03-14,3.3648244228889386
2025-03-15,3.3648244228889386
2025-03-16,3.3648244228889386
2025-03-17,2.523618317166704
2025-03-18,2.523618317166704
2025-03-19,2.523618317166704
2025-03-20,2.523618317166704
2025-03-21,2.523618317166704
2025-03-22,2.523618317166704
2025-03-23,2.523618317166704
2025-03-24,2.523618317166704
2025-03-25,2.523618317166704
2025-03-26,3.3648244228889386
2025-03-27,2.523618317166704
2025-03-28,2.523618317166704
2025-03-29,2.523618317166704
2025-03-30,2.523618317166704
2025-03-31,2.523618317166704
2025-04-01,2.523618317166704
2025-04-02,2.523618317166704
2025-04-03,2.523618317166704
2025-04-04,2.523618317166704
2025-04-05,2.523618317166704
2025-04-06,2.523618317166704
2025-04-07,2.523618317166704
2025-04-08,2.523618317166704
2025-04-09,2.523618317166704
2025-04-10,2.523618317166704
2025-04-11,2.523618317166704
2025-04-12,2.523618317166704
2025-04-13,2.523618317166704
2025-04-14,2.523618317166704
2025-04-15,3.259673659673659
2025-04-16,3.259673659673659
2025-04-17,3.575125949319497
2025-04-18,3.259673659673659
2025-04-19,3.259673659673659
2025-04-20,3.259673659673659
2025-04-21,4.311181291826452
2025-04-22,5.047236634333408
2025-04-23,6.098744266486202
2025-04-24,19.768343484472513
2025-04-25,58.989578163771704
2025-04-26,60.77714113843145
2025-04-27,11.882036243326564
2025-04-28,5.7832919768403634
2025-04-29,3.575125949319497
2025-04-30,2.839070606812542
2025-05-01,2.523618317166704
2025-05-02,2.523618317166704
2025-05-03,1.7875629746597486
2025-05-04,2.523618317166704
2025-05-05,2.523618317166704
2025-05-06,1.7875629746597486
2025-05-07,2.523618317166704
2025-05-08,1.7875629746597486
2025-05-09,1.7875629746597486
2025-05-10,2.523618317166704
2025-05-11,2.523618317166704
2025-05-12,3.259673659673659
2025-05-13,3.259673659673659
2025-05-14,4.311181291826452
2025-05-15,4.416332055041732
2025-05-16,2.523618317166704
2025-05-17,1.8927137378750278
2025-05-18,1.8927137378750278
2025-05-19,1.8927137378750278
2025-05-20,1.8927137378750278
2025-05-21,1.8927137378750278
2025-05-22,1.8927137378750278
2025-05-23,1.8927137378750278
2025-05-24,1.8927137378750278
2025-05-25,1.8927137378750278
2025-05-26,1.261809158583352
2025-05-27,1.8927137378750278
2025-05-28,1.8927137378750278
2025-05-29,1.8927137378750278
2025-05-30,1.8927137378750278
2025-05-31,1.261809158583352
2025-06-01,1.8927137378750278
2025-06-02,1.261809158583352
2025-06-03,1.8927137378750278
2025-06-04,1.8927137378750278
2025-06-05,1.8927137378750278
2025-06-06,1.8927137378750278
2025-06-07,1.8927137378750278
2025-06-08,1.8927137378750278
2025-06-09,1.8927137378750278
2025-06-10,1.261809158583352
2025-06-11,1.261809158583352
2025-06-12,1.261809158583352
2025-06-13,1.8927137378750278
2025-06-14,1.8927137378750278
2025-06-15,1.8927137378750278
2025-06-16,1.261809158583352
2025-06-17,1.261809158583352
2025-06-18,1.8927137378750278
2025-06-19,1.261809158583352
2025-06-20,1.261809158583352
2025-06-21,1.8927137378750278
2025-06-22,1.261809158583352
2025-06-23,1.8927137378750278
2025-06-24,1.8927137378750278
2025-06-25,1.261809158583352
2025-06-26,1.8927137378750278
2025-06-27,1.261809158583352
2025-06-28,1.261809158583352
2025-06-29,1.8927137378750278
2025-06-30,1.8927137378750278
2025-07-01,1.8927137378750278
2025-07-02,1.8927137378750278
2025-07-03,1.261809158583352
2025-07-04,1.261809158583352
2025-07-05,1.8927137378750278
2025-07-06,1.8927137378750278
2025-07-07,1.8927137378750278
2025-07-08,1.8927137378750278
2025-07-09,1.8927137378750278
2025-07-10,1.8927137378750278
2025-07-11,1.8927137378750278
2025-07-12,1.8927137378750278
2025-07-13,1.8927137378750278
2025-07-14,1.8927137378750278
2025-07-15,1.8927137378750278
2025-07-16,1.8927137378750278
2025-07-17,1.8927137378750278
2025-07-18,1.8927137378750278
2025-07-19,1.8927137378750278
2025-07-20,2.523618317166704
2025-07-21,2.523618317166704
2025-07-22,2.523618317166704
2025-07-23,2.523618317166704
2025-07-24,2.523618317166704
2025-07-25,2.523618317166704
2025-07-26,2.523618317166704
2025-07-27,3.15452289645838
2025-07-28,3.15452289645838
2025-07-29,4.416332055041732
2025-07-30,3.7854274757500557
2025-07-31,6.939950372208436
2025-08-01,8.201759530791788
2025-08-02,5.047236634333408
2025-08-03,4.416332055041732
2025-08-04,3.7854274757500557
2025-08-05,3.7854274757500557
2025-08-06,5.047236634333408
2025-08-07,8.201759530791788
2025-08-08,12.61809158583352
2025-08-09,15.7726144822919
2025-08-10,15.141709903000223
2025-08-11,5.678141213625084
2025-08-12,4.416332055041732
2025-08-13,4.416332055041732
2025-08-14,5.047236634333408
2025-08-15,6.30904579291676
2025-08-16,12.61809158583352
2025-08-17,11.987187006541843
2025-08-18,7.570854951500111
2025-08-19,6.30904579291676
2025-08-20,4.416332055041732
2025-08-21,6.30904579291676
2025-08-22,8.201759530791788
2025-08-23,12.61809158583352
2025-08-24,13.248996165125195
2025-08-25,7.570854951500111
2025-08-26,6.939950372208436
2025-08-27,6.939950372208436
2025-08-28,7.570854951500111
2025-08-29,6.939950372208436
2025-08-30,7.570854951500111
2025-08-31,11.356282427250168
2025-09-01,9.46356868937514
2025-09-02,8.201759530791788
2025-09-03,8.832664110083464
2025-09-04,18.296232799458604
2025-09-05,33.43794270245883
2025-09-06,25.23618317166704
2025-09-07,56.15050755695916
2025-09-08,27.128896909542068
2025-09-09,17.665328220166927
2025-09-10,7.570854951500111
2025-09-11,10.725377847958491
2025-09-12,17.665328220166927
2025-09-13,8.201759530791788
2025-09-14,56.781412136250836
2025-09-15,25.23618317166704
2025-09-16,18.92713737875028
2025-09-17,7.570854951500111
2025-09-18,11.356282427250168
2025-09-19,15.7726144822919
2025-09-20,8.201759530791788
2025-09-21,47.3178434468757
2025-09-22,23.343469433792013
2025-09-23,17.03442364087525
2025-09-24,7.570854951500111
2025-09-25,11.356282427250168
2025-09-26,15.7726144822919
2025-09-27,8.201759530791788
2025-09-28,51.73417550191743
2025-09-29,29.021610647417095
2025-09-30,16.403519061583577
2025-10-01,6.939950372208436
2025-10-02,10.094473268666816
2025-10-03,15.7726144822919
2025-10-04,7.570854951500111
2025-10-05,49.8414617640424
2025-10-06,23.343469433792013
2025-10-07,18.296232799458604
2025-10-08,6.939950372208436
2025-10-09,10.094473268666816
2025-10-10,17.665328220166927
2025-10-11,7.570854951500111
2025-10-12,46.056034288292345
2025-10-13,25.23618317166704
2025-10-14,18.92713737875028
2025-10-15,6.939950372208436
2025-10-16,10.725377847958491
2025-10-17,15.7726144822919
2025-10-18,7.570854951500111
2025-10-19,50.47236634333408
2025-10-20,24.605278592375363
2025-10-21,18.92713737875028
2025-10-22,6.939950372208436
2025-10-23,10.725377847958491
2025-10-24,12.61809158583352
2025-10-25,6.30904579291676
2025-10-26,43.532415971125644
2025-10-27,21.450755695916982
2025-10-28,13.879900744416872
2025-10-29,6.939950372208436
2025-10-30,9.46356868937514
2025-10-31,12.61809158583352
2025-11-01,6.939950372208436
2025-11-02,40.37789307466726
2025-11-03,24.605278592375363
2025-11-04,21.450755695916982
2025-11-05,7.570854951500111
2025-11-06,8.832664110083464
2025-11-07,14.510805323708547
2025-11-08,6.939950372208436
2025-11-09,41.63970223325062
2025-11-10,22.08166027520866
2025-11-11,17.665328220166927
2025-11-12,6.30904579291676
2025-11-13,8.201759530791788
2025-11-14,13.248996165125195
2025-11-15,6.939950372208436
2025-11-16,41.008797653958936
2025-11-17,25.23618317166704
2025-11-18,13.879900744416872
2025-11-19,6.30904579291676
2025-11-20,8.201759530791788
2025-11-21,15.7726144822919
2025-11-22,6.939950372208436
2025-11-23,41.008797653958936
2025-11-24,27.759801488833745
2025-11-25,15.141709903000223
2025-11-26,8.832664110083464
2025-11-27,37.85427475750056
2025-11-28,40.37789307466726
2025-11-29,11.987187006541843
2025-11-30,35.96156101962553
2025-12-01,23.974374013083686
2025-12-02,15.7726144822919
2025-12-03,6.939950372208436
2025-12-04,9.46356868937514
2025-12-05,16.403519061583577
2025-12-06,7.570854951500111
2025-12-07,38.485179336792235
2025-12-08,26.49799233025039
2025-12-09,19.558041958041954
2025-12-10,7.570854951500111
2025-12-11,9.292924629758836
2025-12-12,15.324793436121265
2025-12-13,8.521358311605873
2025-12-14,41.80109642795314
2025-12-15,29.878020554089566
2025-12-16,15.640245725767105
2025-12-17,7.890453732314196
2025-12-18,8.977472340113
2025-12-19,19.041963288024803
2025-12-20,16.727264333565905
2025-12-21,52.637153694017904
2025-12-22,32.82362408784014
2025-12-23,20.90054821397657
2025-12-24,12.694642192016534
2025-12-25,42.116548717598974
2025-12-26,29.421906525582443
2025-12-27,28.0194356281378
2025-12-28,60.07149339782497
2025-12-29,34.682209013791905
2025-12-30,21.98756682177537
2025-12-31,9.749038658265963
2026-01-01,12.694642192016534
2026-01-02,11.151509555710604
2026-01-03,25.704736673678905
2026-01-04,63.017096931575544
2026-01-05,46.60528488765547
2026-01-06,13.781660799815338
2026-01-07,10.836057266064767
2026-01-08,10.064490947911802
2026-01-09,11.923075873863569
2026-01-10,43.786946736684165
2026-01-11,91.22280570142534
2026-01-12,51.99699924981245
2026-01-13,32.84021005251312
2026-01-14,10.034508627156788
2026-01-15,10.946736684171041
2026-01-16,11.858964741185295
2026-01-17,44.69917479369842
2026-01-18,91.22280570142534
2026-01-19,39.2258064516129
2026-01-20,11.858964741185295
2026-01-21,8.21005251312828
2026-01-22,8.21005251312828
2026-01-23,10.034508627156788
2026-01-24,18.244561140285068
2026-01-25,48.34808702175543
2026-01-26,29.19129782445611
2026-01-27,6.385596399099774
2026-01-28,5.473368342085521
2026-01-29,4.561140285071267
2026-01-30,4.561140285071267
2026-01-31,4.561140285071267
2026-02-01,5.473368342085521
2026-02-02,4.561140285071267
2026-02-03,4.561140285071267
2026-02-04,4.561140285071267
2026-02-05,4.561140285071267
2026-02-06,10.946736684171041
2026-02-07,5.473368342085521
2026-02-08,13.683420855213802
2026-02-09,23.71792948237059
2026-02-10,4.561140285071267
2026-02-11,3.648912228057014
2026-02-12,3.648912228057014
2026-02-13,2.7366841710427603
2026-02-14,2.7366841710427603
2026-02-15,2.7366841710427603
2026-02-16,2.7366841710427603
2026-02-17,2.7366841710427603
2026-02-18,2.7366841710427603
2026-02-19,2.7366841710427603
2026-02-20,2.7366841710427603
2026-02-21,2.7366841710427603
2026-02-22,2.7366841710427603
2026-02-23,2.7366841710427603
2026-02-24,2.7366841710427603
2026-02-25,2.7366841710427603
2026-02-26,3.648912228057014
2026-02-27,4.561140285071267
2026-02-28,3.648912228057014
2026-03-01,3.648912228057014
2026-03-02,3.648912228057014
2026-03-03,3.648912228057014
2026-03-04,3.648912228057014
2026-03-05,3.648912228057014
2026-03-06,3.648912228057014
2026-03-07,4.561140285071267
2026-03-08,3.648912228057014
2026-03-09,8.21005251312828
2026-03-10,7.297824456114028
2026-03-11,5.473368342085521
2026-03-12,4.561140285071267
2026-03-13,3.648912228057014
2026-03-14,2.7366841710427603
2026-03-15,2.7366841710427603
2026-03-16,2.7366841710427603
2026-03-17,3.648912228057014
2026-03-18,2.7366841710427603
2026-03-19,2.7366841710427603
2026-03-20,2.7366841710427603
2026-03-21,2.7366841710427603
2026-03-22,2.7366841710427603
2026-03-23,2.7366841710427603
2026-03-24,2.7366841710427603
2026-03-25,3.648912228057014
2026-03-26,2.7366841710427603
2026-03-27,3.648912228057014
2026-03-28,3.648912228057014
2026-03-29,3.648912228057014
2026-03-30,3.648912228057014
2026-03-31,2.7366841710427603
2026-04-01,2.7366841710427603
2026-04-02,2.7366841710427603
2026-04-03,2.7366841710427603
2026-04-04,2.7366841710427603
2026-04-05,2.7366841710427603
2026-04-06,2.7366841710427603
2026-04-07,2.7366841710427603
2026-04-08,2.7366841710427603
2026-04-09,2.7366841710427603
2026-04-10,2.7366841710427603
2026-04-11,2.7366841710427603
2026-04-12,2.7366841710427603
2026-04-13,2.7366841710427603
2026-04-14,3.648912228057014
2026-04-15,3.648912228057014
2026-04-16,3.648912228057014
2026-04-17,3.648912228057014
2026-04-18,3.648912228057014
2026-04-19,4.561140285071267
2026-04-20,4.561140285071267
2026-04-21,5.473368342085521
2026-04-22,6.385596399099774
2026-04-23,19.15678919729932
2026-04-24,39.2258064516129
2026-04-25,27.366841710427604
2026-04-26,9.122280570142534
2026-04-27,4.561140285071267
2026-04-28,3.648912228057014
2026-04-29,2.7366841710427603
2026-04-30,2.7366841710427603
2026-05-01,2.7366841710427603
2026-05-02,2.7366841710427603
2026-05-03,2.7366841710427603
2026-05-04,2.7366841710427603
2026-05-05,2.7366841710427603
2026-05-06,2.7366841710427603
2026-05-07,2.7366841710427603
2026-05-08,2.7366841710427603
2026-05-09,2.7366841710427603
2026-05-10,2.7366841710427603
2026-05-11,2.7366841710427603
2026-05-12,2.7366841710427603
2026-05-13,2.7366841710427603
2026-05-14,4.561140285071267
2026-05-15,4.561140285071267
2026-05-16,2.7366841710427603
2026-05-17,2.7366841710427603
2026-05-18,1.824456114028507
2026-05-19,1.824456114028507
2026-05-20,1.824456114028507
2026-05-21,1.824456114028507
2026-05-22,1.824456114028507
2026-05-23,1.824456114028507
2026-05-24,1.824456114028507
2026-05-25,1.824456114028507
2026-05-26,1.824456114028507
2026-05-27,1.824456114028507
2026-05-28,1.824456114028507
2026-05-29,1.824456114028507
2026-05-30,1.824456114028507
2026-05-31,1.824456114028507
