Time,msn
2022-05-13,64.0
2022-05-14,46.0
2022-05-15,46.0
2022-05-16,68.0
2022-05-17,69.0
2022-05-18,70.0
2022-05-19,71.0
2022-05-20,68.0
2022-05-21,48.0
2022-05-22,44.0
2022-05-23,69.0
2022-05-24,79.0
2022-05-25,78.0
2022-05-26,74.0
2022-05-27,70.0
2022-05-28,49.0
2022-05-29,46.0
2022-05-30,50.0
2022-05-31,71.0
2022-06-01,73.0
2022-06-02,74.0
2022-06-03,67.0
2022-06-04,47.0
2022-06-05,45.0
2022-06-06,71.0
2022-06-07,70.0
2022-06-08,69.0
2022-06-09,72.0
2022-06-10,68.0
2022-06-11,44.0
2022-06-12,45.0
2022-06-13,71.0
2022-06-14,72.0
2022-06-15,72.0
2022-06-16,72.0
2022-06-17,65.0
2022-06-18,46.0
2022-06-19,44.0
2022-06-20,70.0
2022-06-21,70.0
2022-06-22,73.0
2022-06-23,72.0
2022-06-24,73.0
2022-06-25,49.0
2022-06-26,47.0
2022-06-27,74.0
2022-06-28,73.0
2022-06-29,72.0
2022-06-30,70.0
2022-07-01,65.0
2022-07-02,45.0
2022-07-03,44.0
2022-07-04,52.0
2022-07-05,75.0
2022-07-06,70.0
2022-07-07,69.0
2022-07-08,67.0
2022-07-09,47.0
2022-07-10,46.0
2022-07-11,72.0
2022-07-12,70.0
2022-07-13,68.0
2022-07-14,71.0
2022-07-15,68.0
2022-07-16,48.0
2022-07-17,46.0
2022-07-18,74.0
2022-07-19,73.0
2022-07-20,72.0
2022-07-21,72.0
2022-07-22,65.0
2022-07-23,46.0
2022-07-24,45.0
2022-07-25,71.0
2022-07-26,71.0
2022-07-27,71.0
2022-07-28,71.0
2022-07-29,69.0
2022-07-30,49.0
2022-07-31,47.0
2022-08-01,72.0
2022-08-02,74.0
2022-08-03,73.0
2022-08-04,73.0
2022-08-05,68.0
2022-08-06,47.0
2022-08-07,49.0
2022-08-08,72.0
2022-08-09,76.0
2022-08-10,75.0
2022-08-11,73.0
2022-08-12,72.0
2022-08-13,50.0
2022-08-14,48.0
2022-08-15,76.0
2022-08-16,76.0
2022-08-17,77.0
2022-08-18,73.0
2022-08-19,68.0
2022-08-20,45.0
2022-08-21,46.0
2022-08-22,71.0
2022-08-23,74.0
2022-08-24,74.0
2022-08-25,69.0
2022-08-26,68.0
2022-08-27,47.0
2022-08-28,45.0
2022-08-29,70.2229488703924
2022-08-30,69.80856123662306
2022-08-31,67.06539833531511
2022-09-01,68.89417360285375
2022-09-02,61.16468489892985
2022-09-03,43.96254458977408
2022-09-04,44.876932223543406
2022-09-05,48.94887039239001
2022-09-06,69.80856123662306
2022-09-07,67.06539833531511
2022-09-08,82.02437574316289
2022-09-09,67.97978596908442
2022-09-10,44.876932223543406
2022-09-11,48.03448275862069
2022-09-12,71.13733650416171
2022-09-13,75.20927467300832
2022-09-14,71.13733650416171
2022-09-15,70.7229488703924
2022-09-16,67.97978596908442
2022-09-17,47.12009512485137
2022-09-18,43.96254458977408
2022-09-19,73.88049940546968
2022-09-20,68.89417360285375
2022-09-21,70.2229488703924
2022-09-22,72.05172413793105
2022-09-23,66.15101070154577
2022-09-24,46.705707491082045
2022-09-25,46.205707491082045
2022-09-26,69.80856123662306
2022-09-27,71.13733650416171
2022-09-28,78.73365041617123
2022-09-29,72.93222354340071
2022-09-30,69.61712247324614
2022-10-01,45.58263971462545
2022-10-02,44.753864447086805
2022-10-03,67.95957193816885
2022-10-04,67.95957193816885
2022-10-05,69.61712247324614
2022-10-06,69.61712247324614
2022-10-07,67.95957193816885
2022-10-08,46.41141498216409
2022-10-09,43.92508917954816
2022-10-10,67.1307966706302
2022-10-11,66.30202140309156
2022-10-12,67.95957193816885
2022-10-13,71.27467300832343
2022-10-14,64.64447086801427
2022-10-15,43.92508917954816
2022-10-16,41.43876337693222
2022-10-17,67.1307966706302
2022-10-18,70.44589774078479
2022-10-19,69.61712247324614
2022-10-20,65.47324613555291
2022-10-21,66.30202140309156
2022-10-22,45.58263971462545
2022-10-23,43.096313912009514
2022-10-24,68.7883472057075
2022-10-25,68.7883472057075
2022-10-26,70.44589774078479
2022-10-27,69.61712247324614
2022-10-28,65.47324613555291
2022-10-29,46.41141498216409
2022-10-30,43.92508917954816
2022-10-31,68.7883472057075
2022-11-01,69.61712247324614
2022-11-02,67.95957193816885
2022-11-03,67.95957193816885
2022-11-04,67.95957193816885
2022-11-05,46.41141498216409
2022-11-06,42.26753864447087
2022-11-07,67.95957193816885
2022-11-08,71.27467300832343
2022-11-09,81.21997621878717
2022-11-10,73.76099881093936
2022-11-11,68.7883472057075
2022-11-12,52.2128418549346
2022-11-13,50.55529131985732
2022-11-14,71.27467300832343
2022-11-15,77.90487514863258
2022-11-16,75.41854934601665
2022-11-17,68.7883472057075
2022-11-18,67.95957193816885
2022-11-19,50.55529131985732
2022-11-20,48.89774078478003
2022-11-21,68.7883472057075
2022-11-22,72.93222354340071
2022-11-23,66.30202140309156
2022-11-24,42.26753864447087
2022-11-25,53.870392390011894
2022-11-26,46.41141498216409
2022-11-27,44.753864447086805
2022-11-28,62.98692033293698
2022-11-29,66.30202140309156
2022-11-30,67.95957193816885
2022-12-01,69.61712247324614
2022-12-02,61.32936979785969
2022-12-03,48.06896551724138
2022-12-04,45.58263971462545
2022-12-05,67.1307966706302
2022-12-06,75.41854934601665
2022-12-07,72.93222354340071
2022-12-08,77.90487514863258
2022-12-09,68.7883472057075
2022-12-10,48.89774078478003
2022-12-11,45.58263971462545
2022-12-12,66.30202140309156
2022-12-13,72.10344827586208
2022-12-14,73.76099881093936
2022-12-15,72.10344827586208
2022-12-16,70.44589774078479
2022-12-17,50.55529131985732
2022-12-18,46.41141498216409
2022-12-19,70.44589774078479
2022-12-20,75.41854934601665
2022-12-21,75.41854934601665
2022-12-22,73.76099881093936
2022-12-23,63.81569560047563
2022-12-24,48.06896551724138
2022-12-25,49.72651605231867
2022-12-26,57.18549346016647
2022-12-27,72.10344827586208
2022-12-28,69.61712247324614
2022-12-29,71.27467300832343
2022-12-30,65.47324613555291
2022-12-31,52.2128418549346
2023-01-01,53.04161712247325
2023-01-02,54.69916765755054
2023-01-03,82.87752675386444
2023-01-04,78.73365041617123
2023-01-05,78.73365041617123
2023-01-06,74.589774078478
2023-01-07,54.69916765755054
2023-01-08,47.240190249702735
2023-01-09,73.76099881093936
2023-01-10,74.589774078478
2023-01-11,77.90487514863258
2023-01-12,73.76099881093936
2023-01-13,77.07609988109394
2023-01-14,51.38406658739596
2023-01-15,48.89774078478003
2023-01-16,62.98692033293698
2023-01-17,76.24732461355529
2023-01-18,71.27467300832343
2023-01-19,70.44589774078479
2023-01-20,66.30202140309156
2023-01-21,51.38406658739596
2023-01-22,49.72651605231867
2023-01-23,70.44589774078479
2023-01-24,72.10344827586208
2023-01-25,69.61712247324614
2023-01-26,71.27467300832343
2023-01-27,68.7883472057075
2023-01-28,53.04161712247325
2023-01-29,45.58263971462545
2023-01-30,67.1307966706302
2023-01-31,71.27467300832343
2023-02-01,69.61712247324614
2023-02-02,67.95957193816885
2023-02-03,72.10344827586208
2023-02-04,52.2128418549346
2023-02-05,49.72651605231867
2023-02-06,71.27467300832343
2023-02-07,74.589774078478
2023-02-08,72.10344827586208
2023-02-09,71.27467300832343
2023-02-10,68.7883472057075
2023-02-11,51.38406658739596
2023-02-12,45.58263971462545
2023-02-13,69.61712247324614
2023-02-14,75.41854934601665
2023-02-15,73.76099881093936
2023-02-16,74.589774078478
2023-02-17,70.44589774078479
2023-02-18,48.89774078478003
2023-02-19,47.240190249702735
2023-02-20,66.30202140309156
2023-02-21,71.27467300832343
2023-02-22,72.93222354340071
2023-02-23,69.61712247324614
2023-02-24,68.7883472057075
2023-02-25,49.72651605231867
2023-02-26,47.240190249702735
2023-02-27,67.95957193816885
2023-02-28,67.95957193816885
2023-03-01,66.30202140309156
2023-03-02,68.7883472057075
2023-03-03,67.1307966706302
2023-03-04,49.72651605231867
2023-03-05,45.58263971462545
2023-03-06,69.61712247324614
2023-03-07,69.61712247324614
2023-03-08,70.44589774078479
2023-03-09,70.44589774078479
2023-03-10,68.7883472057075
2023-03-11,48.06896551724138
2023-03-12,48.06896551724138
2023-03-13,73.76099881093936
2023-03-14,72.10344827586208
2023-03-15,71.27467300832343
2023-03-16,71.27467300832343
2023-03-17,64.64447086801427
2023-03-18,49.72651605231867
2023-03-19,48.06896551724138
2023-03-20,71.27467300832343
2023-03-21,73.76099881093936
2023-03-22,72.10344827586208
2023-03-23,74.589774078478
2023-03-24,65.47324613555291
2023-03-25,48.06896551724138
2023-03-26,48.06896551724138
2023-03-27,73.76099881093936
2023-03-28,71.27467300832343
2023-03-29,71.27467300832343
2023-03-30,73.76099881093936
2023-03-31,70.44589774078479
2023-04-01,48.89774078478003
2023-04-02,48.89774078478003
2023-04-03,72.93222354340071
2023-04-04,75.41854934601665
2023-04-05,72.93222354340071
2023-04-06,68.7883472057075
2023-04-07,63.81569560047563
2023-04-08,46.41141498216409
2023-04-09,43.92508917954816
2023-04-10,74.589774078478
2023-04-11,69.61712247324614
2023-04-12,70.44589774078479
2023-04-13,67.95957193816885
2023-04-14,64.64447086801427
2023-04-15,44.753864447086805
2023-04-16,43.92508917954816
2023-04-17,67.1307966706302
2023-04-18,65.47324613555291
2023-04-19,68.7883472057075
2023-04-20,67.95957193816885
2023-04-21,64.64447086801427
2023-04-22,45.58263971462545
2023-04-23,45.58263971462545
2023-04-24,70.44589774078479
2023-04-25,67.95957193816885
2023-04-26,67.54518430439953
2023-04-27,68.7883472057075
2023-04-28,62.15814506539834
2023-04-29,45.58263971462545
2023-04-30,50.140903686087995
2023-05-01,71.27467300832343
2023-05-02,67.95957193816885
2023-05-03,70.86028537455411
2023-05-04,66.30202140309156
2023-05-05,64.64447086801427
2023-05-06,48.06896551724138
2023-05-07,47.240190249702735
2023-05-08,69.20273483947682
2023-05-09,71.68906064209276
2023-05-10,66.30202140309156
2023-05-11,67.1307966706302
2023-05-12,67.54518430439953
2023-05-13,46.82580261593341
2023-05-14,43.096313912009514
2023-05-15,70.03151010701546
2023-05-16,69.61712247324614
2023-05-17,67.95957193816885
2023-05-18,70.03151010701546
2023-05-19,67.54518430439953
2023-05-20,48.483353151010704
2023-05-21,42.26753864447087
2023-05-22,67.1307966706302
2023-05-23,70.44589774078479
2023-05-24,72.5178359096314
2023-05-25,71.27467300832343
2023-05-26,62.15814506539834
2023-05-27,43.92508917954816
2023-05-28,44.753864447086805
2023-05-29,44.753864447086805
2023-05-30,69.61712247324614
2023-05-31,68.7883472057075
2023-06-01,67.1307966706302
2023-06-02,64.64447086801427
2023-06-03,43.92508917954816
2023-06-04,42.26753864447087
2023-06-05,68.7883472057075
2023-06-06,69.61712247324614
2023-06-07,67.95957193816885
2023-06-08,67.95957193816885
2023-06-09,67.1307966706302
2023-06-10,48.06896551724138
2023-06-11,44.753864447086805
2023-06-12,67.95957193816885
2023-06-13,72.10344827586208
2023-06-14,70.44589774078479
2023-06-15,71.27467300832343
2023-06-16,62.98692033293698
2023-06-17,43.096313912009514
2023-06-18,43.096313912009514
2023-06-19,63.81569560047563
2023-06-20,74.589774078478
2023-06-21,74.589774078478
2023-06-22,82.87752675386444
2023-06-23,72.93222354340071
2023-06-24,52.2128418549346
2023-06-25,53.04161712247325
2023-06-26,73.76099881093936
2023-06-27,73.76099881093936
2023-06-28,72.10344827586208
2023-06-29,68.7883472057075
2023-06-30,62.15814506539834
2023-07-01,43.92508917954816
2023-07-02,43.096313912009514
2023-07-03,55.52794292508918
2023-07-04,46.41141498216409
2023-07-05,68.7883472057075
2023-07-06,74.589774078478
2023-07-07,62.98692033293698
2023-07-08,43.096313912009514
2023-07-09,36.466111771700355
2023-07-10,68.7883472057075
2023-07-11,64.64447086801427
2023-07-12,68.7883472057075
2023-07-13,67.95957193816885
2023-07-14,64.64447086801427
2023-07-15,40.60998810939358
2023-07-16,34.80856123662307
2023-07-17,69.61712247324614
2023-07-18,66.30202140309156
2023-07-19,70.44589774078479
2023-07-20,67.1307966706302
2023-07-21,62.98692033293698
2023-07-22,35.637336504161716
2023-07-23,38.123662306777646
2023-07-24,67.1307966706302
2023-07-25,68.7883472057075
2023-07-26,67.95957193816885
2023-07-27,67.1307966706302
2023-07-28,62.98692033293698
2023-07-29,40.60998810939358
2023-07-30,36.466111771700355
2023-07-31,68.7883472057075
2023-08-01,71.27467300832343
2023-08-02,67.1307966706302
2023-08-03,66.30202140309156
2023-08-04,65.47324613555291
2023-08-05,38.95243757431629
2023-08-06,39.78121284185494
2023-08-07,71.27467300832343
2023-08-08,67.95957193816885
2023-08-09,69.61712247324614
2023-08-10,67.95957193816885
2023-08-11,67.1307966706302
2023-08-12,37.294887039239
2023-08-13,33.979785969084425
2023-08-14,67.1307966706302
2023-08-15,70.44589774078479
2023-08-16,69.61712247324614
2023-08-17,66.30202140309156
2023-08-18,61.32936979785969
2023-08-19,39.78121284185494
2023-08-20,38.123662306777646
2023-08-21,68.7883472057075
2023-08-22,69.61712247324614
2023-08-23,68.7883472057075
2023-08-24,67.1307966706302
2023-08-25,62.15814506539834
2023-08-26,40.60998810939358
2023-08-27,38.123662306777646
2023-08-28,67.95957193816885
2023-08-29,68.7883472057075
2023-08-30,69.61712247324614
2023-08-31,65.47324613555291
2023-09-01,57.18549346016647
2023-09-02,35.637336504161716
2023-09-03,38.95243757431629
2023-09-04,38.123662306777646
2023-09-05,66.30202140309156
2023-09-06,63.81569560047563
2023-09-07,61.32936979785969
2023-09-08,58.014268727705115
2023-09-09,37.294887039239
2023-09-10,33.979785969084425
2023-09-11,66.30202140309156
2023-09-12,64.64447086801427
2023-09-13,62.98692033293698
2023-09-14,62.15814506539834
2023-09-15,53.870392390011894
2023-09-16,37.294887039239
2023-09-17,35.637336504161716
2023-09-18,61.32936979785969
2023-09-19,60.500594530321045
2023-09-20,62.15814506539834
2023-09-21,63.81569560047563
2023-09-22,60.500594530321045
2023-09-23,36.466111771700355
2023-09-24,34.80856123662307
2023-09-25,62.15814506539834
2023-09-26,63.81569560047563
2023-09-27,62.98692033293698
2023-09-28,62.98692033293698
2023-09-29,62.98692033293698
2023-09-30,39.78121284185494
2023-10-01,33.979785969084425
2023-10-02,62.98692033293698
2023-10-03,66.30202140309156
2023-10-04,66.30202140309156
2023-10-05,63.81569560047563
2023-10-06,58.84304399524376
2023-10-07,40.60998810939358
2023-10-08,39.78121284185494
2023-10-09,67.1307966706302
2023-10-10,67.95957193816885
2023-10-11,67.1307966706302
2023-10-12,67.95957193816885
2023-10-13,62.98692033293698
2023-10-14,38.95243757431629
2023-10-15,38.95243757431629
2023-10-16,67.1307966706302
2023-10-17,63.81569560047563
2023-10-18,64.64447086801427
2023-10-19,63.81569560047563
2023-10-20,62.15814506539834
2023-10-21,38.95243757431629
2023-10-22,36.466111771700355
2023-10-23,63.81569560047563
2023-10-24,68.7883472057075
2023-10-25,65.47324613555291
2023-10-26,69.61712247324614
2023-10-27,64.64447086801427
2023-10-28,39.78121284185494
2023-10-29,43.096313912009514
2023-10-30,67.1307966706302
2023-10-31,65.47324613555291
2023-11-01,66.30202140309156
2023-11-02,65.47324613555291
2023-11-03,61.32936979785969
2023-11-04,37.294887039239
2023-11-05,36.466111771700355
2023-11-06,59.67181926278241
2023-11-07,65.47324613555291
2023-11-08,65.47324613555291
2023-11-09,60.500594530321045
2023-11-10,54.69916765755054
2023-11-11,34.80856123662307
2023-11-12,34.80856123662307
2023-11-13,59.67181926278241
2023-11-14,60.500594530321045
2023-11-15,62.98692033293698
2023-11-16,59.67181926278241
2023-11-17,58.84304399524376
2023-11-18,33.979785969084425
2023-11-19,37.294887039239
2023-11-20,58.84304399524376
2023-11-21,58.84304399524376
2023-11-22,57.18549346016647
2023-11-23,33.15101070154578
2023-11-24,38.95243757431629
2023-11-25,33.979785969084425
2023-11-26,34.80856123662307
2023-11-27,56.356718192627824
2023-11-28,60.500594530321045
2023-11-29,58.84304399524376
2023-11-30,58.014268727705115
2023-12-01,56.356718192627824
2023-12-02,38.95243757431629
2023-12-03,32.32223543400713
2023-12-04,59.67181926278241
2023-12-05,61.32936979785969
2023-12-06,60.500594530321045
2023-12-07,61.32936979785969
2023-12-08,56.356718192627824
2023-12-09,36.466111771700355
2023-12-10,33.979785969084425
2023-12-11,58.84304399524376
2023-12-12,58.014268727705115
2023-12-13,58.84304399524376
2023-12-14,61.32936979785969
2023-12-15,60.500594530321045
2023-12-16,37.294887039239
2023-12-17,33.979785969084425
2023-12-18,58.84304399524376
2023-12-19,62.98692033293698
2023-12-20,66.30202140309156
2023-12-21,65.47324613555291
2023-12-22,55.530270750314514
2023-12-23,37.15830971146612
2023-12-24,33.10306445063594
2023-12-25,35.668432079932956
2023-12-26,57.765087197614264
2023-12-27,60.66100600890853
2023-12-28,61.40594482467512
2023-12-29,57.35069956384494
2023-12-30,36.41337089569953
2023-12-31,35.668432079932956
2024-01-01,36.41337089569953
2024-01-02,62.89582245620828
2024-01-03,62.1508836404417
2024-01-04,66.20612890127188
2024-01-05,58.8405771953781
2024-01-06,38.64818734299928
2024-01-07,34.92349326416637
2024-01-08,65.4611900855053
2024-01-09,63.226373638205544
2024-01-10,64.7162512697387
2024-01-11,62.481434822438956
2024-01-12,58.09563837961152
2024-01-13,37.488860893463375
2024-01-14,36.41337089569953
2024-01-15,54.785331934547926
2024-01-16,62.1508836404417
2024-01-17,63.97131245397213
2024-01-18,59.58551601114469
2024-01-19,61.07539364267785
2024-01-20,38.233799709229956
2024-01-21,37.68283474768775
2024-01-22,63.465826943474106
2024-01-23,64.12692930746863
2024-01-24,65.44913403545767
2024-01-25,61.48251985149054
2024-01-26,56.85480330352889
2024-01-27,34.37732292771514
2024-01-28,31.732913471737053
2024-01-29,58.17700803151793
2024-01-30,60.82141748749602
2024-01-31,58.83811039551245
2024-02-01,55.53259857553984
2024-02-02,54.2103938475508
2024-02-03,34.37732292771514
2024-02-04,33.055118199726095
2024-02-05,58.17700803151793
2024-02-06,60.1603151235015
2024-02-07,59.499212759506975
2024-02-08,55.53259857553984
2024-02-09,56.85480330352889
2024-02-10,31.732913471737053
2024-02-11,31.07181110774253
2024-02-12,56.19370093953437
2024-02-13,58.17700803151793
2024-02-14,59.499212759506975
2024-02-15,64.12692930746863
2024-02-16,56.85480330352889
2024-02-17,33.055118199726095
2024-02-18,32.39401583573157
2024-02-19,52.88818911956176
2024-02-20,58.83811039551245
2024-02-21,59.499212759506975
2024-02-22,62.14362221548506
2024-02-23,56.19370093953437
2024-02-24,32.39401583573157
2024-02-25,31.732913471737053
2024-02-26,59.499212759506975
2024-02-27,56.19370093953437
2024-02-28,58.17700803151793
2024-02-29,57.515905667523405
2024-03-01,52.227086755567235
2024-03-02,33.055118199726095
2024-03-03,32.39401583573157
2024-03-04,58.83811039551245
2024-03-05,58.83811039551245
2024-03-06,60.1603151235015
2024-03-07,58.17700803151793
2024-03-08,60.1603151235015
2024-03-09,33.055118199726095
2024-03-10,33.055118199726095
2024-03-11,61.48251985149054
2024-03-12,58.17700803151793
2024-03-13,61.48251985149054
2024-03-14,57.515905667523405
2024-03-15,54.87149621154532
2024-03-16,32.39401583573157
2024-03-17,31.732913471737053
2024-03-18,58.83811039551245
2024-03-19,58.17700803151793
2024-03-20,60.82141748749602
2024-03-21,58.83811039551245
2024-03-22,57.515905667523405
2024-03-23,33.71622056372062
2024-03-24,31.732913471737053
2024-03-25,60.82141748749602
2024-03-26,64.78803167146314
2024-03-27,58.83811039551245
2024-03-28,60.1603151235015
2024-03-29,51.56598439157271
2024-03-30,30.41070874374801
2024-03-31,33.055118199726095
2024-04-01,58.83811039551245
2024-04-02,61.48251985149054
2024-04-03,58.83811039551245
2024-04-04,59.499212759506975
2024-04-05,56.85480330352889
2024-04-06,32.39401583573157
2024-04-07,29.088504015758964
2024-04-08,54.87149621154532
2024-04-09,58.83811039551245
2024-04-10,57.515905667523405
2024-04-11,57.515905667523405
2024-04-12,54.2103938475508
2024-04-13,33.055118199726095
2024-04-14,32.39401583573157
2024-04-15,55.53259857553984
2024-04-16,60.1603151235015
2024-04-17,57.515905667523405
2024-04-18,56.85480330352889
2024-04-19,57.515905667523405
2024-04-20,33.055118199726095
2024-04-21,29.749606379753487
2024-04-22,55.53259857553984
2024-04-23,56.19370093953437
2024-04-24,54.2103938475508
2024-04-25,56.19370093953437
2024-04-26,52.227086755567235
2024-04-27,31.732913471737053
2024-04-28,31.07181110774253
2024-04-29,55.53259857553984
2024-04-30,55.53259857553984
2024-05-01,52.227086755567235
2024-05-02,51.56598439157271
2024-05-03,51.56598439157271
2024-05-04,29.749606379753487
2024-05-05,29.088504015758964
2024-05-06,52.88818911956176
2024-05-07,54.2103938475508
2024-05-08,54.87149621154532
2024-05-09,54.87149621154532
2024-05-10,51.56598439157271
2024-05-11,31.732913471737053
2024-05-12,31.732913471737053
2024-05-13,54.87149621154532
2024-05-14,54.2103938475508
2024-05-15,53.549291483556274
2024-05-16,53.549291483556274
2024-05-17,51.56598439157271
2024-05-18,33.055118199726095
2024-05-19,31.732913471737053
2024-05-20,52.88818911956176
2024-05-21,56.19370093953437
2024-05-22,54.2103938475508
2024-05-23,54.2103938475508
2024-05-24,52.227086755567235
2024-05-25,29.749606379753487
2024-05-26,29.749606379753487
2024-05-27,32.39401583573157
2024-05-28,54.2103938475508
2024-05-29,58.17700803151793
2024-05-30,59.499212759506975
2024-05-31,57.515905667523405
2024-06-01,31.07181110774253
2024-06-02,29.088504015758964
2024-06-03,56.85480330352889
2024-06-04,57.515905667523405
2024-06-05,54.87149621154532
2024-06-06,54.2103938475508
2024-06-07,49.58267729958914
2024-06-08,31.07181110774253
2024-06-09,27.76629928776992
2024-06-10,54.2103938475508
2024-06-11,56.19370093953437
2024-06-12,56.19370093953437
2024-06-13,55.53259857553984
2024-06-14,48.92157493559462
2024-06-15,29.749606379753487
2024-06-16,29.749606379753487
2024-06-17,55.53259857553984
2024-06-18,54.87149621154532
2024-06-19,47.59937020760558
2024-06-20,54.87149621154532
2024-06-21,49.58267729958914
2024-06-22,32.39401583573157
2024-06-23,29.088504015758964
2024-06-24,57.515905667523405
2024-06-25,54.87149621154532
2024-06-26,54.87149621154532
2024-06-27,54.87149621154532
2024-06-28,56.85480330352889
2024-06-29,31.07181110774253
2024-06-30,29.088504015758964
2024-07-01,53.549291483556274
2024-07-02,56.19370093953437
2024-07-03,53.549291483556274
2024-07-04,29.749606379753487
2024-07-05,39.66614183967132
2024-07-06,33.055118199726095
2024-07-07,32.39401583573157
2024-07-08,52.88818911956176
2024-07-09,53.549291483556274
2024-07-10,54.87149621154532
2024-07-11,52.88818911956176
2024-07-12,52.227086755567235
2024-07-13,33.055118199726095
2024-07-14,38.34393711168227
2024-07-15,58.17700803151793
2024-07-16,54.87149621154532
2024-07-17,54.87149621154532
2024-07-18,55.53259857553984
2024-07-19,58.17700803151793
2024-07-20,31.732913471737053
2024-07-21,37.02173238369323
2024-07-22,58.83811039551245
2024-07-23,59.499212759506975
2024-07-24,58.17700803151793
2024-07-25,58.83811039551245
2024-07-26,54.2103938475508
2024-07-27,29.749606379753487
2024-07-28,31.732913471737053
2024-07-29,58.17700803151793
2024-07-30,58.17700803151793
2024-07-31,57.515905667523405
2024-08-01,60.1603151235015
2024-08-02,52.88818911956176
2024-08-03,33.71622056372062
2024-08-04,31.07181110774253
2024-08-05,63.465826943474106
2024-08-06,59.499212759506975
2024-08-07,60.82141748749602
2024-08-08,57.515905667523405
2024-08-09,54.87149621154532
2024-08-10,30.41070874374801
2024-08-11,30.41070874374801
2024-08-12,58.83811039551245
2024-08-13,58.17700803151793
2024-08-14,56.19370093953437
2024-08-15,58.83811039551245
2024-08-16,54.2103938475508
2024-08-17,31.07181110774253
2024-08-18,31.691119644128204
2024-08-19,54.88669396703945
2024-08-20,59.784170675021855
2024-08-21,57.500707912029284
2024-08-22,58.15421139827674
2024-08-23,55.54019745328691
2024-08-24,31.691119644128204
2024-08-25,30.38411267163329
2024-08-26,56.847204425781825
2024-08-27,56.19370093953437
2024-08-28,54.88669396703945
2024-08-29,54.556142785042184
2024-08-30,48.682210286562125
2024-08-31,30.707064975883483
2024-09-01,29.400058003388565
2024-09-02,30.38411267163329
2024-09-03,52.92618350829707
2024-09-04,57.500707912029284
2024-09-05,52.92618350829707
2024-09-06,49.00516259081232
2024-09-07,31.360568462130942
2024-09-08,28.423602212890913
2024-09-09,54.23319048079199
2024-09-10,52.27268002204961
2024-09-11,58.8077148845242
2024-09-12,56.19370093953437
2024-09-13,49.00516259081232
2024-09-14,29.07710569913837
2024-09-15,29.73060918538583
2024-09-16,57.500707912029284
2024-09-17,54.25598711403318
2024-09-18,53.61008250553279
2024-09-19,51.0264640715312
2024-09-20,50.38055946303081
2024-09-21,30.357516599518565
2024-09-22,29.71161199101817
2024-09-23,52.318273288532
