Time,youtube
2022-08-29,84
2022-08-30,87
2022-08-31,89
2022-09-01,89
2022-09-02,87
2022-09-03,85
2022-09-04,83
2022-09-05,81
2022-09-06,87
2022-09-07,87
2022-09-08,88
2022-09-09,90
2022-09-10,83
2022-09-11,86
2022-09-12,87
2022-09-13,90
2022-09-14,95
2022-09-15,93
2022-09-16,96
2022-09-17,83
2022-09-18,88
2022-09-19,90
2022-09-20,91
2022-09-21,88
2022-09-22,93
2022-09-23,92
2022-09-24,84
2022-09-25,84
2022-09-26,88
2022-09-27,90
2022-09-28,91
2022-09-29,90
2022-09-30,91
2022-10-01,83
2022-10-02,83
2022-10-03,88
2022-10-04,88
2022-10-05,90
2022-10-06,92
2022-10-07,96
2022-10-08,87
2022-10-09,87
2022-10-10,87
2022-10-11,88
2022-10-12,92
2022-10-13,95
2022-10-14,90
2022-10-15,82
2022-10-16,83
2022-10-17,86
2022-10-18,90
2022-10-19,96
2022-10-20,84
2022-10-21,91
2022-10-22,82
2022-10-23,84
2022-10-24,83
2022-10-25,90
2022-10-26,92
2022-10-27,92
2022-10-28,90
2022-10-29,85
2022-10-30,84
2022-10-31,87
2022-11-01,88
2022-11-02,89
2022-11-03,89
2022-11-04,93
2022-11-05,82
2022-11-06,81
2022-11-07,83
2022-11-08,88
2022-11-09,84
2022-11-10,92
2022-11-11,90
2022-11-12,83
2022-11-13,85
2022-11-14,85
2022-11-15,89
2022-11-16,94
2022-11-17,96
2022-11-18,95
2022-11-19,87
2022-11-20,79
2022-11-21,84
2022-11-22,90
2022-11-23,86
2022-11-24,83
2022-11-25,76
2022-11-26,77
2022-11-27,78
2022-11-28,80
2022-11-29,86
2022-11-30,99
2022-12-01,92
2022-12-02,91
2022-12-03,82
2022-12-04,81
2022-12-05,88
2022-12-06,89
2022-12-07,91
2022-12-08,95
2022-12-09,94
2022-12-10,83
2022-12-11,83
2022-12-12,87
2022-12-13,92
2022-12-14,92
2022-12-15,93
2022-12-16,94
2022-12-17,84
2022-12-18,79
2022-12-19,89
2022-12-20,89
2022-12-21,87
2022-12-22,88
2022-12-23,82
2022-12-24,83
2022-12-25,83
2022-12-26,76
2022-12-27,78
2022-12-28,79
2022-12-29,79
2022-12-30,78
2022-12-31,80
2023-01-01,79
2023-01-02,77
2023-01-03,81
2023-01-04,82
2023-01-05,86
2023-01-06,84
2023-01-07,82
2023-01-08,78
2023-01-09,80
2023-01-10,89
2023-01-11,90
2023-01-12,93
2023-01-13,91
2023-01-14,82
2023-01-15,78
2023-01-16,76
2023-01-17,84
2023-01-18,86
2023-01-19,88
2023-01-20,93
2023-01-21,81
2023-01-22,79
2023-01-23,85
2023-01-24,87
2023-01-25,91
2023-01-26,88
2023-01-27,93
2023-01-28,84
2023-01-29,82
2023-01-30,82
2023-01-31,89
2023-02-01,88
2023-02-02,97
2023-02-03,98
2023-02-04,84
2023-02-05,81
2023-02-06,91
2023-02-07,92
2023-02-08,92
2023-02-09,96
2023-02-10,100
2023-02-11,90
2023-02-12,92
2023-02-13,92
2023-02-14,92
2023-02-15,99
2023-02-16,94
2023-02-17,98
2023-02-18,87
2023-02-19,83
2023-02-20,82
2023-02-21,92
2023-02-22,85
2023-02-23,91
2023-02-24,96
2023-02-25,85
2023-02-26,87
2023-02-27,93
2023-02-28,92
2023-03-01,93
2023-03-02,94
2023-03-03,90
2023-03-04,86
2023-03-05,81
2023-03-06,87
2023-03-07,92
2023-03-08,90
2023-03-09,95
2023-03-10,93
2023-03-11,81
2023-03-12,85
2023-03-13,88
2023-03-14,89
2023-03-15,84
2023-03-16,90
2023-03-17,87
2023-03-18,79
2023-03-19,84
2023-03-20,81
2023-03-21,86
2023-03-22,85
2023-03-23,90
2023-03-24,87
2023-03-25,78
2023-03-26,75
2023-03-27,80
2023-03-28,85
2023-03-29,87
2023-03-30,86
2023-03-31,85
2023-04-01,79
2023-04-02,79
2023-04-03,79
2023-04-04,84
2023-04-05,85
2023-04-06,85
2023-04-07,87
2023-04-08,79
2023-04-09,76
2023-04-10,79
2023-04-11,83
2023-04-12,83
2023-04-13,82
2023-04-14,85
2023-04-15,79
2023-04-16,81
2023-04-17,78
2023-04-18,86
2023-04-19,87
2023-04-20,88
2023-04-21,87
2023-04-22,82
2023-04-23,81
2023-04-24,82
2023-04-25,87
2023-04-26,86
2023-04-27,88
2023-04-28,90
2023-04-29,81
2023-04-30,84
2023-05-01,87
2023-05-02,85
2023-05-03,90
2023-05-04,91
2023-05-05,89
2023-05-06,80
2023-05-07,81
2023-05-08,85
2023-05-09,85
2023-05-10,88
2023-05-11,89
2023-05-12,92
2023-05-13,85
2023-05-14,76
2023-05-15,87
2023-05-16,86
2023-05-17,90
2023-05-18,91
2023-05-19,95
2023-05-20,79
2023-05-21,80
2023-05-22,87
2023-05-23,90
2023-05-24,87
2023-05-25,87
