Time,cbs_sports
2024-10-17,10.849906691548926
2024-10-18,9.945747800586515
2024-10-19,15.370701146360977
2024-10-20,25.316448946947492
2024-10-21,11.754065582511336
2024-10-22,10.849906691548926
2024-10-23,9.945747800586515
2024-10-24,11.754065582511336
2024-10-25,9.945747800586515
2024-10-26,18.98733671021062
2024-10-27,28.028925619834723
2024-10-28,11.754065582511336
2024-10-29,9.945747800586515
2024-10-30,9.945747800586515
2024-10-31,10.849906691548926
2024-11-01,9.945747800586515
2024-11-02,13.562383364436156
2024-11-03,20.79565449213544
2024-11-04,9.945747800586515
2024-11-05,10.849906691548926
2024-11-06,6.329112236736873
2024-11-07,9.945747800586515
2024-11-08,9.041588909624105
2024-11-09,12.658224473473746
2024-11-10,27.124766728872313
2024-11-11,10.849906691548926
2024-11-12,9.041588909624105
2024-11-13,9.041588909624105
2024-11-14,9.945747800586515
2024-11-15,9.945747800586515
2024-11-16,14.466542255398567
2024-11-17,28.933084510797134
2024-11-18,10.849906691548926
2024-11-19,9.945747800586515
2024-11-20,8.137430018661695
2024-11-21,9.041588909624105
2024-11-22,11.754065582511336
2024-11-23,13.562383364436156
2024-11-24,24.412290055985082
2024-11-25,11.754065582511336
2024-11-26,9.945747800586515
2024-11-27,9.945747800586515
2024-11-28,20.79565449213544
2024-11-29,13.562383364436156
2024-11-30,13.562383364436156
2024-12-01,22.60397227406026
2024-12-02,9.945747800586515
2024-12-03,10.849906691548926
2024-12-04,9.041588909624105
2024-12-05,8.137430018661695
2024-12-06,9.041588909624105
2024-12-07,11.754065582511336
2024-12-08,28.028925619834723
2024-12-09,9.945747800586515
2024-12-10,10.849906691548926
2024-12-11,9.041588909624105
2024-12-12,9.945747800586515
2024-12-13,9.041588909624105
2024-12-14,13.562383364436156
2024-12-15,22.60397227406026
2024-12-16,10.849906691548926
2024-12-17,10.849906691548926
2024-12-18,9.945747800586515
2024-12-19,10.849906691548926
2024-12-20,11.754065582511336
2024-12-21,15.370701146360977
2024-12-22,20.79565449213544
2024-12-23,10.849906691548926
2024-12-24,9.945747800586515
2024-12-25,14.466542255398567
2024-12-26,9.041588909624105
2024-12-27,9.945747800586515
2024-12-28,13.562383364436156
2024-12-29,19.89149560117303
2024-12-30,11.754065582511336
2024-12-31,14.466542255398567
2025-01-01,11.754065582511336
2025-01-02,10.849906691548926
2025-01-03,9.041588909624105
2025-01-04,12.658224473473746
2025-01-05,19.89149560117303
2025-01-06,12.658224473473746
2025-01-07,8.137430018661695
2025-01-08,8.137430018661695
2025-01-09,8.137430018661695
2025-01-10,9.041588909624105
2025-01-11,14.466542255398567
2025-01-12,19.89149560117303
2025-01-13,9.945747800586515
2025-01-14,9.041588909624105
2025-01-15,8.137430018661695
2025-01-16,7.233271127699283
2025-01-17,7.233271127699283
2025-01-18,10.849906691548926
2025-01-19,17.1790189282858
2025-01-20,15.370701146360977
2025-01-21,10.849906691548926
2025-01-22,8.137430018661695
2025-01-23,7.233271127699283
2025-01-24,6.329112236736873
2025-01-25,9.041588909624105
2025-01-26,18.08317781924821
2025-01-27,17.1790189282858
2025-01-28,7.233271127699283
2025-01-29,8.137430018661695
2025-01-30,6.329112236736873
2025-01-31,5.424953345774463
2025-02-01,7.233271127699283
2025-02-02,9.041588909624105
2025-02-03,6.329112236736873
2025-02-04,6.329112236736873
2025-02-05,7.233271127699283
2025-02-06,7.233271127699283
2025-02-07,6.329112236736873
2025-02-08,7.233271127699283
2025-02-09,9.945747800586515
2025-02-10,9.041588909624105
2025-02-11,7.233271127699283
2025-02-12,8.137430018661695
2025-02-13,7.233271127699283
2025-02-14,6.329112236736873
2025-02-15,7.233271127699283
2025-02-16,9.945747800586515
2025-02-17,5.424953345774463
2025-02-18,6.329112236736873
2025-02-19,6.329112236736873
2025-02-20,6.329112236736873
2025-02-21,7.233271127699283
2025-02-22,6.329112236736873
2025-02-23,7.233271127699283
2025-02-24,6.329112236736873
2025-02-25,5.424953345774463
2025-02-26,7.233271127699283
2025-02-27,6.329112236736873
2025-02-28,7.233271127699283
2025-03-01,7.233271127699283
2025-03-02,8.137430018661695
2025-03-03,6.329112236736873
2025-03-04,7.233271127699283
2025-03-05,8.137430018661695
2025-03-06,8.137430018661695
2025-03-07,7.233271127699283
2025-03-08,9.041588909624105
2025-03-09,10.849906691548926
2025-03-10,10.849906691548926
2025-03-11,10.849906691548926
2025-03-12,10.849906691548926
2025-03-13,12.658224473473746
2025-03-14,11.754065582511336
2025-03-15,15.370701146360977
2025-03-16,26.220607837909903
2025-03-17,36.16635563849642
2025-03-18,30.741402292721954
2025-03-19,38.87883231138365
2025-03-20,90.41588909624105
2025-03-21,49.72873900293257
2025-03-22,33.453878965609185
2025-03-23,29.837243401759544
2025-03-24,21.69981338309785
2025-03-25,9.945747800586515
2025-03-26,8.137430018661695
2025-03-27,11.754065582511336
2025-03-28,18.08317781924821
2025-03-29,18.98733671021062
2025-03-30,22.60397227406026
2025-03-31,12.658224473473746
2025-04-01,8.137430018661695
2025-04-02,8.137430018661695
2025-04-03,7.233271127699283
2025-04-04,8.137430018661695
2025-04-05,13.562383364436156
2025-04-06,21.69981338309785
2025-04-07,10.849906691548926
2025-04-08,19.89149560117303
2025-04-09,8.137430018661695
2025-04-10,9.945747800586515
2025-04-11,9.945747800586515
2025-04-12,9.945747800586515
2025-04-13,12.658224473473746
2025-04-14,7.233271127699283
2025-04-15,6.399310908395446
2025-04-16,8.112158496864609
2025-04-17,7.2557347026300265
2025-04-18,6.197138734018758
2025-04-19,8.112158496864609
2025-04-20,8.112158496864609
2025-04-21,6.601483082772134
2025-04-22,7.053562528253339
2025-04-23,7.053562528253339
2025-04-24,7.2557347026300265
2025-04-25,11.537853673802934
2025-04-26,12.394277468037515
2025-04-27,8.968582291099189
2025-04-28,6.197138734018758
2025-04-29,7.2557347026300265
2025-04-30,7.909986322487921
2025-05-01,8.112158496864609
2025-05-02,6.399310908395446
2025-05-03,8.112158496864609
2025-05-04,7.2557347026300265
2025-05-05,6.399310908395446
2025-05-06,9.170754465475877
2025-05-07,7.2557347026300265
2025-05-08,6.601483082772134
2025-05-09,6.601483082772134
2025-05-10,7.2557347026300265
2025-05-11,8.112158496864609
2025-05-12,5.542887114160864
2025-05-13,7.2557347026300265
2025-05-14,7.053562528253339
2025-05-15,7.27819827756077
2025-05-16,6.065165231300641
2025-05-17,7.682542626314146
2025-05-18,9.704264370081027
2025-05-19,6.065165231300641
2025-05-20,6.469509580054018
2025-05-21,8.491231323820898
2025-05-22,6.469509580054018
2025-05-23,6.873853928807394
2025-05-24,9.299920021327651
2025-05-25,7.27819827756077
2025-05-26,6.469509580054018
2025-05-27,6.065165231300641
2025-05-28,8.086886975067522
2025-05-29,6.469509580054018
2025-05-30,6.469509580054018
2025-05-31,9.704264370081027
2025-06-01,7.27819827756077
2025-06-02,5.256476533793889
2025-06-03,5.660820882547266
2025-06-04,5.256476533793889
2025-06-05,6.469509580054018
2025-06-06,6.873853928807394
2025-06-07,6.873853928807394
2025-06-08,8.491231323820898
2025-06-09,6.469509580054018
2025-06-10,5.660820882547266
2025-06-11,6.065165231300641
2025-06-12,7.27819827756077
2025-06-13,6.065165231300641
2025-06-14,6.873853928807394
2025-06-15,6.469509580054018
2025-06-16,5.660820882547266
2025-06-17,5.660820882547266
2025-06-18,6.469509580054018
2025-06-19,5.256476533793889
2025-06-20,6.469509580054018
2025-06-21,5.660820882547266
2025-06-22,6.469509580054018
2025-06-23,6.469509580054018
2025-06-24,5.660820882547266
2025-06-25,6.469509580054018
2025-06-26,6.873853928807394
2025-06-27,5.660820882547266
2025-06-28,5.660820882547266
2025-06-29,6.065165231300641
2025-06-30,6.065165231300641
2025-07-01,5.660820882547266
2025-07-02,6.469509580054018
2025-07-03,5.660820882547266
2025-07-04,6.065165231300641
2025-07-05,6.469509580054018
2025-07-06,6.469509580054018
2025-07-07,4.852132185040514
2025-07-08,4.447787836287137
2025-07-09,6.065165231300641
2025-07-10,5.660820882547266
2025-07-11,6.065165231300641
2025-07-12,5.660820882547266
2025-07-13,7.27819827756077
2025-07-14,5.660820882547266
2025-07-15,4.852132185040514
2025-07-16,8.491231323820898
2025-07-17,6.469509580054018
2025-07-18,5.660820882547266
2025-07-19,6.065165231300641
2025-07-20,6.873853928807394
2025-07-21,5.660820882547266
2025-07-22,6.469509580054018
2025-07-23,6.873853928807394
2025-07-24,6.065165231300641
2025-07-25,6.065165231300641
2025-07-26,5.660820882547266
2025-07-27,7.27819827756077
2025-07-28,5.256476533793889
2025-07-29,6.469509580054018
2025-07-30,7.682542626314146
2025-07-31,8.491231323820898
2025-08-01,6.469509580054018
2025-08-02,6.873853928807394
2025-08-03,7.682542626314146
2025-08-04,5.660820882547266
2025-08-05,8.086886975067522
2025-08-06,9.299920021327651
2025-08-07,7.682542626314146
2025-08-08,7.27819827756077
2025-08-09,9.704264370081027
2025-08-10,10.108608718834402
2025-08-11,6.873853928807394
2025-08-12,6.873853928807394
2025-08-13,7.27819827756077
2025-08-14,6.873853928807394
2025-08-15,6.469509580054018
2025-08-16,9.299920021327651
2025-08-17,8.895575672574275
2025-08-18,6.873853928807394
2025-08-19,7.27819827756077
2025-08-20,7.27819827756077
2025-08-21,8.491231323820898
2025-08-22,8.895575672574275
2025-08-23,14.55639655512154
2025-08-24,14.960740903874916
2025-08-25,10.512953067587778
2025-08-26,10.917297416341155
2025-08-27,9.704264370081027
2025-08-28,10.512953067587778
2025-08-29,11.725986113847908
2025-08-30,21.025906135175557
2025-08-31,15.365085252628292
2025-09-01,12.534674811354659
2025-09-02,12.939019160108035
2025-09-03,12.534674811354659
2025-09-04,14.960740903874916
2025-09-05,13.747707857614788
2025-09-06,18.599840042655302
2025-09-07,40.43443487533761
2025-09-08,12.534674811354659
2025-09-09,12.534674811354659
2025-09-10,10.108608718834402
2025-09-11,11.321641765094531
2025-09-12,10.512953067587778
2025-09-13,16.173773950135043
2025-09-14,36.39099138780385
2025-09-15,10.512953067587778
2025-09-16,11.725986113847908
2025-09-17,9.704264370081027
2025-09-18,10.917297416341155
2025-09-19,10.512953067587778
2025-09-20,16.57811829888842
2025-09-21,28.708448761489702
2025-09-22,16.57811829888842
2025-09-23,10.917297416341155
2025-09-24,9.704264370081027
2025-09-25,11.321641765094531
2025-09-26,11.321641765094531
2025-09-27,18.195495693901925
2025-09-28,33.560580946530216
2025-09-29,10.917297416341155
2025-09-30,11.725986113847908
2025-10-01,10.917297416341155
2025-10-02,10.917297416341155
2025-10-03,11.321641765094531
2025-10-04,17.386806996395173
2025-10-05,36.39099138780385
2025-10-06,10.917297416341155
2025-10-07,11.321641765094531
2025-10-08,10.108608718834402
2025-10-09,10.512953067587778
2025-10-10,10.917297416341155
2025-10-11,16.57811829888842
2025-10-12,25.87803832021607
2025-10-13,11.725986113847908
2025-10-14,10.108608718834402
2025-10-15,8.895575672574275
2025-10-16,8.895575672574275
2025-10-17,9.704264370081027
2025-10-18,12.939019160108035
2025-10-19,27.0910713664762
2025-10-20,10.917297416341155
2025-10-21,12.534674811354659
2025-10-22,9.704264370081027
2025-10-23,10.108608718834402
2025-10-24,8.895575672574275
2025-10-25,12.939019160108035
2025-10-26,23.04762787894244
2025-10-27,9.299920021327651
2025-10-28,10.108608718834402
2025-10-29,9.704264370081027
2025-10-30,10.108608718834402
2025-10-31,9.704264370081027
2025-11-01,13.747707857614788
2025-11-02,26.282382668969447
2025-11-03,10.512953067587778
2025-11-04,11.321641765094531
2025-11-05,8.895575672574275
2025-11-06,9.704264370081027
2025-11-07,9.299920021327651
2025-11-08,12.939019160108035
2025-11-09,20.62156178642218
2025-11-10,10.108608718834402
2025-11-11,9.704264370081027
2025-11-12,9.704264370081027
2025-11-13,9.704264370081027
2025-11-14,9.704264370081027
2025-11-15,10.917297416341155
2025-11-16,25.069349622709318
2025-11-17,11.321641765094531
2025-11-18,9.704264370081027
2025-11-19,8.895575672574275
2025-11-20,10.108608718834402
2025-11-21,10.917297416341155
2025-11-22,13.747707857614788
2025-11-23,25.069349622709318
2025-11-24,10.512953067587778
2025-11-25,10.917297416341155
2025-11-26,12.130330462601282
2025-11-27,18.599840042655302
2025-11-28,15.769429601381669
2025-11-29,12.534674811354659
2025-11-30,20.217217437668804
2025-12-01,10.108608718834402
2025-12-02,9.704264370081027
2025-12-03,8.491231323820898
2025-12-04,8.895575672574275
2025-12-05,10.108608718834402
2025-12-06,12.939019160108035
2025-12-07,21.83459483268231
2025-12-08,10.108608718834402
2025-12-09,10.512953067587778
2025-12-10,9.704264370081027
2025-12-11,9.380788891078325
2025-12-12,9.582961065455013
2025-12-13,10.917297416341155
2025-12-14,19.165922130910026
2025-12-15,10.14904315370974
2025-12-16,9.380788891078325
2025-12-17,8.248624714568873
2025-12-18,8.814706802823599
2025-12-19,10.14904315370974
2025-12-20,13.990314466866813
2025-12-21,19.732004219164754
2025-12-22,11.119469590717843
2025-12-23,10.14904315370974
2025-12-24,8.61253462844691
2025-12-25,12.453805941603985
2025-12-26,9.380788891078325
2025-12-27,11.48337950459588
2025-12-28,18.195495693901925
2025-12-29,9.785133239831701
2025-12-30,10.14904315370974
2025-12-31,10.14904315370974
2026-01-01,10.917297416341155
2026-01-02,9.380788891078325
2026-01-03,10.351215328086429
2026-01-04,17.06333151739247
2026-01-05,10.917297416341155
2026-01-06,7.8442803658154965
2026-01-07,6.712116189306044
2026-01-08,7.480370451937459
2026-01-09,8.248624714568873
2026-01-10,11.645117244097232
2026-01-11,21.106775004926234
2026-01-12,8.733837933072923
2026-01-13,9.461657760829
2026-01-14,8.006018105316848
2026-01-15,8.006018105316848
2026-01-16,7.2781982775607705
2026-01-17,16.73985603838977
2026-01-18,14.556396555121541
2026-01-19,10.189477588585078
2026-01-20,9.461657760829
2026-01-21,8.006018105316848
2026-01-22,5.822558622048616
2026-01-23,6.550378449804693
2026-01-24,8.006018105316848
2026-01-25,19.65113534941408
2026-01-26,8.006018105316848
2026-01-27,6.550378449804693
2026-01-28,8.006018105316848
2026-01-29,6.550378449804693
2026-01-30,5.822558622048616
2026-01-31,8.006018105316848
2026-02-01,8.733837933072923
2026-02-02,5.822558622048616
2026-02-03,7.2781982775607705
2026-02-04,8.006018105316848
2026-02-05,7.2781982775607705
2026-02-06,7.2781982775607705
2026-02-07,8.733837933072923
2026-02-08,10.917297416341155
2026-02-09,8.733837933072923
2026-02-10,5.822558622048616
2026-02-11,5.822558622048616
2026-02-12,5.822558622048616
2026-02-13,5.822558622048616
2026-02-14,6.550378449804693
2026-02-15,7.2781982775607705
2026-02-16,5.822558622048616
2026-02-17,5.822558622048616
2026-02-18,5.094738794292539
2026-02-19,5.822558622048616
2026-02-20,5.094738794292539
2026-02-21,6.550378449804693
2026-02-22,6.550378449804693
2026-02-23,5.094738794292539
2026-02-24,5.822558622048616
2026-02-25,7.2781982775607705
2026-02-26,5.822558622048616
2026-02-27,6.550378449804693
2026-02-28,6.550378449804693
2026-03-01,7.2781982775607705
2026-03-02,6.550378449804693
2026-03-03,5.822558622048616
2026-03-04,6.550378449804693
2026-03-05,7.2781982775607705
2026-03-06,6.550378449804693
2026-03-07,9.461657760829
2026-03-08,10.189477588585078
2026-03-09,9.461657760829
2026-03-10,8.733837933072923
2026-03-11,10.189477588585078
2026-03-12,10.189477588585078
2026-03-13,11.645117244097232
2026-03-14,13.828576727365464
2026-03-15,20.378955177170155
2026-03-16,34.93535173229169
2026-03-17,32.75189224902346
2026-03-18,37.11881121555993
2026-03-19,72.7819827756077
2026-03-20,39.30227069882816
2026-03-21,24.01805431595054
2026-03-22,21.106775004926234
2026-03-23,16.73985603838977
2026-03-24,8.733837933072923
2026-03-25,8.006018105316848
2026-03-26,11.645117244097232
2026-03-27,17.467675866145846
2026-03-28,16.73985603838977
2026-03-29,18.923315521658
2026-03-30,11.645117244097232
2026-03-31,7.2781982775607705
2026-04-01,8.006018105316848
2026-04-02,6.550378449804693
2026-04-03,7.2781982775607705
2026-04-04,10.189477588585078
2026-04-05,11.645117244097232
2026-04-06,10.189477588585078
2026-04-07,12.37293707185331
2026-04-08,7.2781982775607705
2026-04-09,8.006018105316848
2026-04-10,7.2781982775607705
2026-04-11,8.006018105316848
2026-04-12,10.189477588585078
2026-04-13,5.822558622048616
2026-04-14,5.822558622048616
2026-04-15,6.550378449804693
2026-04-16,5.822558622048616
2026-04-17,5.094738794292539
2026-04-18,6.550378449804693
2026-04-19,8.006018105316848
2026-04-20,6.550378449804693
2026-04-21,6.550378449804693
2026-04-22,6.550378449804693
2026-04-23,8.006018105316848
2026-04-24,10.189477588585078
2026-04-25,10.917297416341155
2026-04-26,8.733837933072923
2026-04-27,6.550378449804693
2026-04-28,7.2781982775607705
2026-04-29,6.550378449804693
2026-04-30,6.550378449804693
2026-05-01,6.550378449804693
2026-05-02,8.006018105316848
2026-05-03,8.006018105316848
2026-05-04,5.822558622048616
2026-05-05,7.2781982775607705
2026-05-06,7.2781982775607705
2026-05-07,5.822558622048616
2026-05-08,5.822558622048616
2026-05-09,8.733837933072923
2026-05-10,8.006018105316848
2026-05-11,6.550378449804693
2026-05-12,6.550378449804693
2026-05-13,6.550378449804693
2026-05-14,7.2781982775607705
2026-05-15,5.822558622048616
2026-05-16,7.2781982775607705
2026-05-17,8.006018105316848
2026-05-18,5.094738794292539
2026-05-19,5.822558622048616
2026-05-20,6.550378449804693
2026-05-21,6.550378449804693
2026-05-22,5.822558622048616
2026-05-23,7.2781982775607705
2026-05-24,7.2781982775607705
2026-05-25,5.094738794292539
2026-05-26,5.822558622048616
2026-05-27,6.550378449804693
2026-05-28,5.822558622048616
2026-05-29,5.094738794292539
2026-05-30,8.006018105316848
2026-05-31,8.006018105316848
