Time,southwest
2022-04-27,61.0
2022-04-28,61.0
2022-04-29,59.0
2022-04-30,51.0
2022-05-01,53.0
2022-05-02,63.0
2022-05-03,63.0
2022-05-04,64.0
2022-05-05,58.0
2022-05-06,54.0
2022-05-07,49.0
2022-05-08,49.0
2022-05-09,61.0
2022-05-10,60.0
2022-05-11,60.0
2022-05-12,61.0
2022-05-13,59.0
2022-05-14,50.0
2022-05-15,51.0
2022-05-16,59.0
2022-05-17,64.0
2022-05-18,61.0
2022-05-19,58.0
2022-05-20,59.0
2022-05-21,56.0
2022-05-22,58.0
2022-05-23,63.0
2022-05-24,68.0
2022-05-25,59.0
2022-05-26,60.0
2022-05-27,56.0
2022-05-28,60.0
2022-05-29,56.0
2022-05-30,57.0
2022-05-31,62.0
2022-06-01,62.0
2022-06-02,60.0
2022-06-03,62.0
2022-06-04,54.0
2022-06-05,55.0
2022-06-06,60.0
2022-06-07,80.0
2022-06-08,100.0
2022-06-09,88.0
2022-06-10,76.0
2022-06-11,60.0
2022-06-12,60.0
2022-06-13,71.0
2022-06-14,69.0
2022-06-15,68.0
2022-06-16,76.0
2022-06-17,69.0
2022-06-18,60.0
2022-06-19,59.0
2022-06-20,76.0
2022-06-21,72.0
2022-06-22,68.0
2022-06-23,68.0
2022-06-24,62.0
2022-06-25,55.0
2022-06-26,55.0
2022-06-27,67.0
2022-06-28,69.0
2022-06-29,65.0
2022-06-30,63.0
2022-07-01,64.0
2022-07-02,55.0
2022-07-03,49.0
2022-07-04,48.0
2022-07-05,65.0
2022-07-06,66.0
2022-07-07,63.0
2022-07-08,59.0
2022-07-09,55.0
2022-07-10,57.0
2022-07-11,64.0
2022-07-12,66.0
2022-07-13,63.0
2022-07-14,63.0
2022-07-15,63.0
2022-07-16,54.0
2022-07-17,56.0
2022-07-18,65.0
2022-07-19,65.0
2022-07-20,63.0
2022-07-21,64.0
2022-07-22,62.0
2022-07-23,54.0
2022-07-24,60.0
2022-07-25,67.0
2022-07-26,65.0
2022-07-27,62.0
2022-07-28,62.0
2022-07-29,62.0
2022-07-30,51.0
2022-07-31,52.0
2022-08-01,63.0
2022-08-02,63.0
2022-08-03,61.0
2022-08-04,64.0
2022-08-05,62.0
2022-08-06,53.0
2022-08-07,55.0
2022-08-08,65.0
2022-08-09,66.0
2022-08-10,68.0
2022-08-11,64.0
2022-08-12,55.0
2022-08-13,50.0
2022-08-14,54.0
2022-08-15,60.0
2022-08-16,64.0
2022-08-17,62.0
2022-08-18,60.0
2022-08-19,58.0
2022-08-20,51.0
2022-08-21,53.0
2022-08-22,63.0
2022-08-23,62.0
2022-08-24,57.0
2022-08-25,61.0
2022-08-26,52.0
2022-08-27,49.0
2022-08-28,51.0
2022-08-29,58.10985277463194
2022-08-30,53.684031710079275
2022-08-31,56.39694224235561
2022-09-01,58.10985277463194
2022-09-02,56.39694224235561
2022-09-03,48.75821064552662
2022-09-04,44.33238958097395
2022-09-05,55.89694224235561
2022-09-06,63.0356738391846
2022-09-07,67.96149490373726
2022-09-08,65.24858437146094
2022-09-09,60.82276330690827
2022-09-10,46.045300113250285
2022-09-11,46.545300113250285
2022-09-12,58.10985277463194
2022-09-13,58.60985277463194
2022-09-14,58.60985277463194
2022-09-15,58.10985277463194
2022-09-16,55.39694224235561
2022-09-17,48.25821064552662
2022-09-18,46.045300113250285
2022-09-19,58.60985277463194
2022-09-20,58.10985277463194
2022-09-21,55.89694224235561
2022-09-22,54.184031710079275
2022-09-23,53.184031710079275
2022-09-24,48.25821064552662
2022-09-25,48.25821064552662
2022-09-26,58.10985277463194
2022-09-27,58.60985277463194
2022-09-28,55.793884484711214
2022-09-29,55.793884484711214
2022-09-30,58.21970554926388
2022-10-01,46.09060022650057
2022-10-02,46.09060022650057
2022-10-03,55.793884484711214
2022-10-04,65.49716874292186
2022-10-05,72.77463193657984
2022-10-06,72.77463193657984
2022-10-07,60.645526613816536
2022-10-08,46.09060022650057
2022-10-09,46.09060022650057
2022-10-10,58.21970554926388
2022-10-11,53.36806342015855
2022-10-12,55.793884484711214
2022-10-13,55.793884484711214
2022-10-14,53.36806342015855
2022-10-15,43.664779161947905
2022-10-16,46.09060022650057
2022-10-17,58.21970554926388
2022-10-18,55.793884484711214
2022-10-19,53.36806342015855
2022-10-20,50.94224235560589
2022-10-21,50.94224235560589
2022-10-22,46.09060022650057
2022-10-23,46.09060022650057
2022-10-24,53.36806342015855
2022-10-25,55.793884484711214
2022-10-26,55.793884484711214
2022-10-27,60.645526613816536
2022-10-28,53.36806342015855
2022-10-29,43.664779161947905
2022-10-30,41.23895809739525
2022-10-31,48.51642129105323
2022-11-01,50.94224235560589
2022-11-02,55.793884484711214
2022-11-03,50.94224235560589
2022-11-04,55.793884484711214
2022-11-05,48.51642129105323
2022-11-06,41.23895809739525
2022-11-07,53.36806342015855
2022-11-08,50.94224235560589
2022-11-09,50.94224235560589
2022-11-10,53.36806342015855
2022-11-11,48.51642129105323
2022-11-12,41.23895809739525
2022-11-13,43.664779161947905
2022-11-14,50.94224235560589
2022-11-15,53.36806342015855
2022-11-16,48.51642129105323
2022-11-17,53.36806342015855
2022-11-18,53.36806342015855
2022-11-19,46.09060022650057
2022-11-20,43.664779161947905
2022-11-21,46.09060022650057
2022-11-22,53.36806342015855
2022-11-23,48.51642129105323
2022-11-24,33.96149490373726
2022-11-25,41.23895809739525
2022-11-26,41.23895809739525
2022-11-27,48.51642129105323
2022-11-28,58.21970554926388
2022-11-29,63.0713476783692
2022-11-30,55.793884484711214
2022-12-01,55.793884484711214
2022-12-02,48.51642129105323
2022-12-03,38.81313703284258
2022-12-04,41.23895809739525
2022-12-05,48.51642129105323
2022-12-06,48.51642129105323
2022-12-07,48.51642129105323
2022-12-08,48.51642129105323
2022-12-09,46.09060022650057
2022-12-10,41.23895809739525
2022-12-11,41.23895809739525
2022-12-12,46.09060022650057
2022-12-13,46.09060022650057
2022-12-14,46.09060022650057
2022-12-15,48.51642129105323
2022-12-16,50.94224235560589
2022-12-17,48.51642129105323
2022-12-18,43.664779161947905
2022-12-19,50.94224235560589
2022-12-20,53.36806342015855
2022-12-21,63.0713476783692
2022-12-22,67.92298980747452
2022-12-23,72.77463193657984
2022-12-24,80.05209513023783
2022-12-25,75.2004530011325
2022-12-26,128.56851642129106
2022-12-27,242.58210645526614
2022-12-28,196.4915062287656
2022-12-29,157.67836919592298
2022-12-30,106.7361268403171
2022-12-31,70.34881087202719
2023-01-01,58.21970554926388
2023-01-02,72.77463193657984
2023-01-03,72.77463193657984
2023-01-04,82.4779161947905
2023-01-05,70.34881087202719
2023-01-06,65.49716874292186
2023-01-07,55.793884484711214
2023-01-08,53.36806342015855
2023-01-09,60.645526613816536
2023-01-10,70.34881087202719
2023-01-11,82.4779161947905
2023-01-12,75.2004530011325
2023-01-13,63.0713476783692
2023-01-14,53.36806342015855
2023-01-15,48.51642129105323
2023-01-16,58.21970554926388
2023-01-17,60.645526613816536
2023-01-18,60.645526613816536
2023-01-19,55.793884484711214
2023-01-20,53.36806342015855
2023-01-21,46.09060022650057
2023-01-22,46.09060022650057
2023-01-23,58.21970554926388
2023-01-24,55.793884484711214
2023-01-25,55.793884484711214
2023-01-26,58.21970554926388
2023-01-27,53.36806342015855
2023-01-28,48.51642129105323
2023-01-29,53.36806342015855
2023-01-30,58.21970554926388
2023-01-31,63.0713476783692
2023-02-01,58.21970554926388
2023-02-02,60.645526613816536
2023-02-03,55.793884484711214
2023-02-04,50.94224235560589
2023-02-05,50.94224235560589
2023-02-06,60.645526613816536
2023-02-07,60.645526613816536
2023-02-08,58.21970554926388
2023-02-09,58.21970554926388
2023-02-10,58.21970554926388
2023-02-11,50.94224235560589
2023-02-12,46.09060022650057
2023-02-13,48.51642129105323
2023-02-14,55.793884484711214
2023-02-15,60.645526613816536
2023-02-16,60.645526613816536
2023-02-17,58.21970554926388
2023-02-18,50.94224235560589
2023-02-19,48.51642129105323
2023-02-20,58.21970554926388
2023-02-21,60.645526613816536
2023-02-22,63.0713476783692
2023-02-23,63.0713476783692
2023-02-24,58.21970554926388
2023-02-25,53.36806342015855
2023-02-26,48.51642129105323
2023-02-27,58.21970554926388
2023-02-28,60.645526613816536
2023-03-01,60.645526613816536
2023-03-02,58.21970554926388
2023-03-03,55.793884484711214
2023-03-04,50.94224235560589
2023-03-05,53.36806342015855
2023-03-06,63.0713476783692
2023-03-07,60.645526613816536
2023-03-08,60.645526613816536
2023-03-09,63.0713476783692
2023-03-10,60.645526613816536
2023-03-11,55.793884484711214
2023-03-12,55.793884484711214
2023-03-13,60.645526613816536
2023-03-14,60.645526613816536
2023-03-15,58.21970554926388
2023-03-16,58.21970554926388
2023-03-17,53.36806342015855
2023-03-18,48.51642129105323
2023-03-19,50.94224235560589
2023-03-20,58.21970554926388
2023-03-21,60.645526613816536
2023-03-22,58.21970554926388
2023-03-23,60.645526613816536
2023-03-24,55.793884484711214
2023-03-25,50.94224235560589
2023-03-26,55.793884484711214
2023-03-27,58.21970554926388
2023-03-28,55.793884484711214
2023-03-29,55.793884484711214
2023-03-30,58.21970554926388
2023-03-31,53.36806342015855
2023-04-01,58.21970554926388
2023-04-02,55.793884484711214
2023-04-03,58.21970554926388
2023-04-04,60.645526613816536
2023-04-05,60.645526613816536
2023-04-06,58.21970554926388
2023-04-07,50.94224235560589
2023-04-08,41.23895809739525
2023-04-09,43.664779161947905
2023-04-10,55.793884484711214
2023-04-11,55.793884484711214
2023-04-12,58.21970554926388
2023-04-13,55.793884484711214
2023-04-14,55.793884484711214
2023-04-15,48.51642129105323
2023-04-16,50.94224235560589
2023-04-17,58.21970554926388
2023-04-18,89.75537938844847
2023-04-19,65.49716874292186
2023-04-20,63.0713476783692
2023-04-21,60.645526613816536
2023-04-22,55.793884484711214
2023-04-23,48.51642129105323
2023-04-24,55.793884484711214
2023-04-25,53.36806342015855
2023-04-26,53.912635495874454
2023-04-27,55.12554602815079
2023-04-28,51.214528393463844
2023-04-29,46.31337971202071
2023-04-30,52.922504449118264
2023-05-01,57.32858760718331
2023-05-02,57.32858760718331
2023-05-03,51.214528393463844
2023-05-04,53.912635495874454
2023-05-05,49.01148681443132
2023-05-06,44.11033813298819
2023-05-07,46.31337971202071
2023-05-08,57.8236531305614
2023-05-09,53.41756997249636
2023-05-10,55.62061155152888
2023-05-11,53.41756997249636
2023-05-12,53.41756997249636
2023-05-13,48.02135576767513
2023-05-14,48.02135576767513
2023-05-15,62.72480181200453
2023-05-16,57.8236531305614
2023-05-17,55.62061155152888
2023-05-18,56.115677074906976
2023-05-19,56.115677074906976
2023-05-20,48.51642129105323
2023-05-21,48.51642129105323
2023-05-22,55.12554602815079
2023-05-23,56.115677074906976
2023-05-24,55.12554602815079
2023-05-25,55.62061155152888
2023-05-26,51.4868144313218
2023-05-27,45.546028150784664
2023-05-28,42.5756350105161
2023-05-29,46.536159197540854
2023-05-30,57.42760071185892
2023-05-31,57.42760071185892
2023-06-01,54.45720757159036
2023-06-02,55.44733861834655
2023-06-03,46.536159197540854
2023-06-04,46.536159197540854
2023-06-05,55.44733861834655
2023-06-06,59.4078628053713
2023-06-07,60.39799385212749
2023-06-08,62.378255945639864
2023-06-09,54.45720757159036
2023-06-10,49.50655233780942
2023-06-11,49.50655233780942
2023-06-12,60.39799385212749
2023-06-13,79.21048374049506
2023-06-14,98.02297362886264
2023-06-15,99.01310467561883
2023-06-16,76.24009060022651
2023-06-17,50.49668338456561
2023-06-18,52.47694547807798
2023-06-19,58.41773175861511
2023-06-20,58.41773175861511
2023-06-21,55.44733861834655
2023-06-22,56.43746966510274
2023-06-23,53.46707652483417
2023-06-24,48.51642129105323
2023-06-25,52.47694547807798
2023-06-26,64.35851803915224
2023-06-27,65.34864908590843
2023-06-28,64.35851803915224
2023-06-29,62.378255945639864
2023-06-30,62.378255945639864
2023-07-01,50.49668338456561
2023-07-02,49.50655233780942
2023-07-03,51.4868144313218
2023-07-04,50.49668338456561
2023-07-05,56.43746966510274
2023-07-06,59.4078628053713
2023-07-07,56.43746966510274
2023-07-08,49.50655233780942
2023-07-09,53.46707652483417
2023-07-10,56.43746966510274
2023-07-11,58.41773175861511
2023-07-12,58.41773175861511
2023-07-13,56.43746966510274
2023-07-14,56.43746966510274
2023-07-15,49.50655233780942
2023-07-16,54.45720757159036
2023-07-17,58.41773175861511
2023-07-18,58.41773175861511
2023-07-19,56.43746966510274
2023-07-20,56.43746966510274
2023-07-21,53.46707652483417
2023-07-22,47.526290244297044
2023-07-23,50.49668338456561
2023-07-24,56.43746966510274
2023-07-25,57.42760071185892
2023-07-26,58.41773175861511
2023-07-27,56.43746966510274
2023-07-28,51.4868144313218
2023-07-29,48.51642129105323
2023-07-30,47.526290244297044
2023-07-31,53.46707652483417
2023-08-01,55.44733861834655
2023-08-02,53.46707652483417
2023-08-03,57.42760071185892
2023-08-04,52.47694547807798
2023-08-05,47.526290244297044
2023-08-06,49.50655233780942
2023-08-07,60.39799385212749
2023-08-08,56.43746966510274
2023-08-09,53.46707652483417
2023-08-10,55.44733861834655
2023-08-11,53.46707652483417
2023-08-12,46.536159197540854
2023-08-13,49.50655233780942
2023-08-14,54.45720757159036
2023-08-15,54.45720757159036
2023-08-16,54.45720757159036
2023-08-17,55.44733861834655
2023-08-18,53.46707652483417
2023-08-19,49.50655233780942
2023-08-20,50.49668338456561
2023-08-21,56.43746966510274
2023-08-22,58.41773175861511
2023-08-23,54.45720757159036
2023-08-24,50.49668338456561
2023-08-25,47.526290244297044
2023-08-26,41.58550396375991
2023-08-27,44.555897104028475
2023-08-28,52.47694547807798
2023-08-29,52.47694547807798
2023-08-30,53.46707652483417
2023-08-31,50.49668338456561
2023-09-01,49.50655233780942
2023-09-02,42.5756350105161
2023-09-03,38.61511082349134
2023-09-04,45.546028150784664
2023-09-05,53.46707652483417
2023-09-06,51.4868144313218
2023-09-07,51.4868144313218
2023-09-08,48.51642129105323
2023-09-09,43.565766057272285
2023-09-10,44.555897104028475
2023-09-11,51.4868144313218
2023-09-12,47.526290244297044
2023-09-13,48.51642129105323
2023-09-14,49.50655233780942
2023-09-15,48.51642129105323
2023-09-16,42.5756350105161
2023-09-17,42.5756350105161
2023-09-18,49.50655233780942
2023-09-19,49.50655233780942
2023-09-20,46.536159197540854
2023-09-21,51.4868144313218
2023-09-22,49.50655233780942
2023-09-23,41.58550396375991
2023-09-24,40.59537291700372
2023-09-25,50.49668338456561
2023-09-26,73.26969745995794
2023-09-27,71.28943536644556
2023-09-28,73.26969745995794
2023-09-29,65.34864908590843
2023-09-30,49.50655233780942
2023-10-01,42.5756350105161
2023-10-02,49.50655233780942
2023-10-03,48.51642129105323
2023-10-04,47.526290244297044
2023-10-05,49.50655233780942
2023-10-06,46.536159197540854
2023-10-07,42.5756350105161
2023-10-08,39.60524187024753
2023-10-09,49.50655233780942
2023-10-10,49.50655233780942
2023-10-11,47.526290244297044
2023-10-12,49.50655233780942
2023-10-13,47.526290244297044
2023-10-14,40.59537291700372
2023-10-15,41.58550396375991
2023-10-16,49.50655233780942
2023-10-17,50.49668338456561
2023-10-18,51.4868144313218
2023-10-19,54.45720757159036
2023-10-20,50.49668338456561
2023-10-21,41.58550396375991
2023-10-22,42.5756350105161
2023-10-23,46.536159197540854
2023-10-24,48.51642129105323
2023-10-25,48.51642129105323
2023-10-26,48.51642129105323
2023-10-27,46.536159197540854
2023-10-28,37.62497977673516
2023-10-29,36.63484872997897
2023-10-30,46.536159197540854
2023-10-31,46.536159197540854
2023-11-01,48.51642129105323
2023-11-02,49.50655233780942
2023-11-03,46.536159197540854
2023-11-04,41.58550396375991
2023-11-05,41.58550396375991
2023-11-06,47.526290244297044
2023-11-07,48.51642129105323
2023-11-08,46.536159197540854
2023-11-09,47.526290244297044
2023-11-10,46.536159197540854
2023-11-11,39.60524187024753
2023-11-12,40.59537291700372
2023-11-13,47.526290244297044
2023-11-14,49.50655233780942
2023-11-15,47.526290244297044
2023-11-16,47.526290244297044
2023-11-17,45.546028150784664
2023-11-18,43.565766057272285
2023-11-19,38.61511082349134
2023-11-20,48.51642129105323
2023-11-21,49.50655233780942
2023-11-22,48.51642129105323
2023-11-23,36.63484872997897
2023-11-24,41.58550396375991
2023-11-25,44.555897104028475
2023-11-26,47.526290244297044
2023-11-27,58.41773175861511
2023-11-28,63.368386992396054
2023-11-29,53.46707652483417
2023-11-30,46.536159197540854
2023-12-01,43.565766057272285
2023-12-02,37.62497977673516
2023-12-03,38.61511082349134
2023-12-04,45.546028150784664
2023-12-05,46.536159197540854
2023-12-06,43.565766057272285
2023-12-07,44.555897104028475
2023-12-08,44.555897104028475
2023-12-09,39.60524187024753
2023-12-10,39.60524187024753
2023-12-11,44.555897104028475
2023-12-12,46.536159197540854
2023-12-13,45.546028150784664
2023-12-14,48.51642129105323
2023-12-15,50.49668338456561
2023-12-16,46.536159197540854
2023-12-17,43.565766057272285
2023-12-18,50.49668338456561
2023-12-19,51.4868144313218
2023-12-20,49.50655233780942
2023-12-21,48.51642129105323
2023-12-22,46.772929665243424
2023-12-23,46.32091331781125
2023-12-24,41.58550396375991
2023-12-25,47.72001153605369
2023-12-26,66.16658342888094
2023-12-27,62.378255945639864
2023-12-28,55.29666650253583
2023-12-29,51.50833901929475
2023-12-30,44.426749576190716
2023-12-31,39.691340222139374
2024-01-01,42.532585834570185
2024-01-02,54.801600979157726
2024-01-03,59.53701033320907
2024-01-04,58.137912114966625
2024-01-05,52.45542089010502
2024-01-06,52.45542089010502
2024-01-07,52.907437237537195
2024-01-08,59.53701033320907
2024-01-09,66.61859977631312
2024-01-10,64.2724196872604
2024-01-11,63.32533781645013
2024-01-12,64.72443603469257
2024-01-13,45.82584779443315
2024-01-14,49.61417527767422
2024-01-15,55.29666650253583
2024-01-16,62.83027229307204
2024-01-17,61.4311740748296
2024-01-18,52.45542089010502
2024-01-19,53.40250276091529
2024-01-20,45.37383144700098
2024-01-21,43.3935693534886
2024-01-22,52.43389630213206
2024-01-23,54.24196169186075
2024-01-24,54.24196169186075
2024-01-25,53.33792899699641
2024-01-26,48.81776552267468
2024-01-27,43.3935693534886
2024-01-28,44.29760204835295
2024-01-29,48.81776552267468
2024-01-30,50.62583091240337
2024-01-31,47.913732827810335
2024-02-01,51.529863607267714
2024-02-02,52.43389630213206
2024-02-03,45.2016347432173
2024-02-04,50.62583091240337
2024-02-05,51.529863607267714
2024-02-06,53.33792899699641
2024-02-07,53.33792899699641
2024-02-08,54.24196169186075
2024-02-09,51.529863607267714
2024-02-10,46.10566743808164
2024-02-11,43.3935693534886
2024-02-12,45.2016347432173
2024-02-13,55.1459943867251
2024-02-14,48.81776552267468
2024-02-15,53.33792899699641
2024-02-16,50.62583091240337
2024-02-17,49.721798217539025
2024-02-18,48.81776552267468
2024-02-19,56.95405977645379
2024-02-20,56.05002708158945
2024-02-21,57.85809247131814
2024-02-22,52.43389630213206
2024-02-23,51.529863607267714
2024-02-24,46.10566743808164
2024-02-25,44.29760204835295
2024-02-26,54.24196169186075
2024-02-27,57.85809247131814
2024-02-28,56.05002708158945
2024-02-29,58.762125166182486
2024-03-01,54.24196169186075
2024-03-02,50.62583091240337
2024-03-03,50.62583091240337
2024-03-04,56.05002708158945
2024-03-05,53.33792899699641
2024-03-06,55.1459943867251
2024-03-07,56.05002708158945
2024-03-08,56.95405977645379
2024-03-09,56.95405977645379
2024-03-10,69.61051750455464
2024-03-11,63.28228864050421
2024-03-12,66.8984194199616
2024-03-13,64.18632133536856
2024-03-14,60.570190555911175
2024-03-15,56.05002708158945
2024-03-16,51.529863607267714
2024-03-17,53.33792899699641
2024-03-18,54.24196169186075
2024-03-19,56.05002708158945
2024-03-20,54.24196169186075
2024-03-21,55.1459943867251
2024-03-22,54.24196169186075
2024-03-23,48.81776552267468
2024-03-24,50.62583091240337
2024-03-25,56.05002708158945
2024-03-26,56.05002708158945
2024-03-27,56.95405977645379
2024-03-28,55.1459943867251
2024-03-29,48.81776552267468
2024-03-30,41.58550396375991
2024-03-31,41.58550396375991
2024-04-01,55.1459943867251
2024-04-02,56.05002708158945
2024-04-03,56.05002708158945
2024-04-04,57.85809247131814
2024-04-05,51.529863607267714
2024-04-06,42.48953665862426
2024-04-07,49.721798217539025
2024-04-08,56.05002708158945
2024-04-09,57.85809247131814
2024-04-10,59.66615786104683
2024-04-11,57.85809247131814
2024-04-12,55.1459943867251
2024-04-13,43.3935693534886
2024-04-14,45.2016347432173
2024-04-15,49.721798217539025
2024-04-16,55.1459943867251
2024-04-17,51.529863607267714
2024-04-18,52.43389630213206
2024-04-19,48.81776552267468
2024-04-20,42.48953665862426
2024-04-21,52.43389630213206
2024-04-22,53.33792899699641
2024-04-23,51.529863607267714
2024-04-24,50.62583091240337
2024-04-25,58.762125166182486
2024-04-26,54.24196169186075
2024-04-27,47.913732827810335
2024-04-28,48.81776552267468
2024-04-29,55.1459943867251
2024-04-30,54.24196169186075
2024-05-01,51.529863607267714
2024-05-02,53.33792899699641
2024-05-03,51.529863607267714
2024-05-04,44.29760204835295
2024-05-05,46.10566743808164
2024-05-06,53.33792899699641
2024-05-07,55.1459943867251
2024-05-08,49.721798217539025
2024-05-09,52.43389630213206
2024-05-10,54.24196169186075
2024-05-11,42.48953665862426
2024-05-12,43.3935693534886
2024-05-13,53.33792899699641
2024-05-14,55.1459943867251
2024-05-15,54.24196169186075
2024-05-16,55.1459943867251
2024-05-17,52.43389630213206
2024-05-18,46.10566743808164
2024-05-19,45.2016347432173
2024-05-20,52.43389630213206
2024-05-21,55.1459943867251
2024-05-22,54.24196169186075
2024-05-23,51.529863607267714
2024-05-24,51.529863607267714
2024-05-25,47.00970013294599
2024-05-26,42.48953665862426
2024-05-27,49.721798217539025
2024-05-28,56.95405977645379
2024-05-29,56.95405977645379
2024-05-30,56.95405977645379
2024-05-31,56.95405977645379
2024-06-01,48.81776552267468
2024-06-02,51.529863607267714
2024-06-03,53.33792899699641
2024-06-04,53.33792899699641
2024-06-05,56.05002708158945
2024-06-06,54.24196169186075
2024-06-07,56.05002708158945
2024-06-08,48.81776552267468
2024-06-09,48.81776552267468
2024-06-10,57.85809247131814
2024-06-11,75.03471367374071
2024-06-12,69.61051750455464
2024-06-13,70.51455019941898
2024-06-14,64.18632133536856
2024-06-15,60.570190555911175
2024-06-16,57.85809247131814
2024-06-17,64.18632133536856
2024-06-18,62.378255945639864
2024-06-19,65.0903540302329
2024-06-20,61.47422325077552
2024-06-21,60.570190555911175
2024-06-22,50.62583091240337
2024-06-23,50.62583091240337
2024-06-24,54.24196169186075
2024-06-25,55.1459943867251
2024-06-26,53.33792899699641
2024-06-27,56.05002708158945
2024-06-28,47.913732827810335
2024-06-29,47.00970013294599
2024-06-30,46.10566743808164
2024-07-01,51.529863607267714
2024-07-02,48.81776552267468
2024-07-03,53.33792899699641
2024-07-04,45.2016347432173
2024-07-05,45.2016347432173
2024-07-06,44.29760204835295
2024-07-07,49.721798217539025
2024-07-08,53.33792899699641
2024-07-09,55.1459943867251
2024-07-10,52.43389630213206
2024-07-11,55.1459943867251
2024-07-12,51.529863607267714
2024-07-13,43.3935693534886
2024-07-14,45.2016347432173
2024-07-15,51.529863607267714
2024-07-16,53.33792899699641
2024-07-17,55.1459943867251
2024-07-18,55.1459943867251
2024-07-19,75.03471367374071
2024-07-20,62.378255945639864
2024-07-21,55.1459943867251
2024-07-22,64.18632133536856
2024-07-23,61.47422325077552
2024-07-24,56.95405977645379
2024-07-25,90.4032694864346
2024-07-26,58.762125166182486
2024-07-27,47.00970013294599
2024-07-28,46.10566743808164
2024-07-29,54.24196169186075
2024-07-30,51.529863607267714
2024-07-31,49.721798217539025
2024-08-01,48.81776552267468
2024-08-02,47.913732827810335
2024-08-03,46.10566743808164
2024-08-04,51.529863607267714
2024-08-05,51.529863607267714
2024-08-06,49.721798217539025
2024-08-07,52.43389630213206
2024-08-08,48.81776552267468
2024-08-09,49.721798217539025
2024-08-10,38.873405879166874
2024-08-11,44.29760204835295
2024-08-12,51.529863607267714
2024-08-13,48.81776552267468
2024-08-14,50.62583091240337
2024-08-15,49.721798217539025
2024-08-16,45.2016347432173
2024-08-17,40.681471268895564
2024-08-18,43.6149651154962
2024-08-19,47.41559236329324
2024-08-20,48.81776552267468
2024-08-21,46.46543555134398
2024-08-22,48.81776552267468
2024-08-23,46.91745189877615
2024-08-24,41.216511027080585
2024-08-25,44.06698146292837
2024-08-26,49.76792233462394
2024-08-27,48.81776552267468
2024-08-28,45.967295086826894
2024-08-29,45.01713827487764
2024-08-30,47.41559236329324
2024-08-31,40.76449467964841
2024-09-01,34.61153746052067
2024-09-02,42.664808303546934
2024-09-03,46.91745189877615
2024-09-04,49.76792233462394
2024-09-05,48.81776552267468
2024-09-06,45.01713827487764
2024-09-07,36.96386743185137
2024-09-08,38.864181055749896
2024-09-09,48.81776552267468
2024-09-10,45.967295086826894
2024-09-11,41.71465149159768
2024-09-12,45.515278739394724
2024-09-13,44.56512192744546
2024-09-14,36.96386743185137
2024-09-15,38.864181055749896
2024-09-16,46.46543555134398
2024-09-17,45.82892273557215
2024-09-18,44.83264180653797
2024-09-19,45.82892273557215
2024-09-20,43.83636087750379
2024-09-21,39.85123716136708
2024-09-22,38.85495623233291
