Time,ups_tracking
2022-07-23,37.0
2022-07-24,28.0
2022-07-25,72.0
2022-07-26,79.0
2022-07-27,78.0
2022-07-28,77.0
2022-07-29,70.0
2022-07-30,35.0
2022-07-31,25.0
2022-08-01,67.0
2022-08-02,78.0
2022-08-03,78.0
2022-08-04,74.0
2022-08-05,69.0
2022-08-06,34.0
2022-08-07,28.0
2022-08-08,69.0
2022-08-09,80.0
2022-08-10,72.0
2022-08-11,76.0
2022-08-12,65.0
2022-08-13,34.0
2022-08-14,25.0
2022-08-15,64.0
2022-08-16,74.0
2022-08-17,74.0
2022-08-18,73.0
2022-08-19,62.0
2022-08-20,32.0
2022-08-21,24.0
2022-08-22,63.0
2022-08-23,78.0
2022-08-24,72.0
2022-08-25,73.0
2022-08-26,62.0
2022-08-27,34.0
2022-08-28,24.0
2022-08-29,61.94736842105263
2022-08-30,73.13157894736842
2022-08-31,73.13157894736842
2022-09-01,68.60526315789474
2022-09-02,59.184210526315795
2022-09-03,34.05263157894737
2022-09-04,20.10526315789474
2022-09-05,24.0
2022-09-06,65.84210526315789
2022-09-07,72.0
2022-09-08,72.0
2022-09-09,68.10526315789474
2022-09-10,35.184210526315795
2022-09-11,24.0
2022-09-12,63.078947368421055
2022-09-13,74.76315789473685
2022-09-14,72.0
2022-09-15,69.73684210526316
2022-09-16,65.84210526315789
2022-09-17,32.921052631578945
2022-09-18,22.868421052631582
2022-09-19,64.21052631578948
2022-09-20,70.36842105263159
2022-09-21,69.73684210526316
2022-09-22,68.60526315789474
2022-09-23,65.84210526315789
2022-09-24,30.657894736842106
2022-09-25,22.868421052631582
2022-09-26,60.31578947368421
2022-09-27,68.10526315789474
2022-09-28,65.6842105263158
2022-09-29,64.42105263157896
2022-09-30,63.15789473684211
2022-10-01,32.8421052631579
2022-10-02,24.000000000000004
2022-10-03,63.15789473684211
2022-10-04,72.00000000000001
2022-10-05,72.00000000000001
2022-10-06,69.47368421052633
2022-10-07,65.6842105263158
2022-10-08,31.578947368421055
2022-10-09,25.263157894736846
2022-10-10,60.631578947368425
2022-10-11,70.73684210526316
2022-10-12,69.47368421052633
2022-10-13,72.00000000000001
2022-10-14,66.94736842105264
2022-10-15,34.10526315789474
2022-10-16,25.263157894736846
2022-10-17,69.47368421052633
2022-10-18,75.78947368421053
2022-10-19,75.78947368421053
2022-10-20,72.00000000000001
2022-10-21,65.6842105263158
2022-10-22,36.631578947368425
2022-10-23,25.263157894736846
2022-10-24,64.42105263157896
2022-10-25,70.73684210526316
2022-10-26,88.42105263157896
2022-10-27,69.47368421052633
2022-10-28,60.631578947368425
2022-10-29,34.10526315789474
2022-10-30,22.73684210526316
2022-10-31,59.36842105263159
2022-11-01,68.21052631578948
2022-11-02,63.15789473684211
2022-11-03,61.89473684210527
2022-11-04,59.36842105263159
2022-11-05,30.315789473684212
2022-11-06,22.73684210526316
2022-11-07,59.36842105263159
2022-11-08,68.21052631578948
2022-11-09,66.94736842105264
2022-11-10,66.94736842105264
2022-11-11,59.36842105263159
2022-11-12,32.8421052631579
2022-11-13,25.263157894736846
2022-11-14,61.89473684210527
2022-11-15,74.5263157894737
2022-11-16,74.5263157894737
2022-11-17,72.00000000000001
2022-11-18,68.21052631578948
2022-11-19,39.15789473684211
2022-11-20,27.78947368421053
2022-11-21,66.94736842105264
2022-11-22,77.05263157894738
2022-11-23,73.26315789473685
2022-11-24,29.052631578947373
2022-11-25,40.42105263157895
2022-11-26,36.631578947368425
2022-11-27,31.578947368421055
2022-11-28,66.94736842105264
2022-11-29,77.05263157894738
2022-11-30,80.8421052631579
2022-12-01,87.15789473684211
2022-12-02,77.05263157894738
2022-12-03,50.52631578947369
2022-12-04,34.10526315789474
2022-12-05,73.26315789473685
2022-12-06,87.15789473684211
2022-12-07,88.42105263157896
2022-12-08,87.15789473684211
2022-12-09,82.10526315789474
2022-12-10,50.52631578947369
2022-12-11,35.36842105263158
2022-12-12,78.31578947368422
2022-12-13,90.94736842105264
2022-12-14,93.47368421052633
2022-12-15,89.6842105263158
2022-12-16,93.47368421052633
2022-12-17,65.6842105263158
2022-12-18,41.684210526315795
2022-12-19,96.00000000000001
2022-12-20,113.68421052631581
2022-12-21,126.31578947368422
2022-12-22,109.89473684210527
2022-12-23,92.21052631578948
2022-12-24,59.36842105263159
2022-12-25,29.052631578947373
2022-12-26,39.15789473684211
2022-12-27,79.57894736842107
2022-12-28,79.57894736842107
2022-12-29,82.10526315789474
2022-12-30,68.21052631578948
2022-12-31,35.36842105263158
2023-01-01,22.73684210526316
2023-01-02,37.89473684210527
2023-01-03,74.5263157894737
2023-01-04,80.8421052631579
2023-01-05,79.57894736842107
2023-01-06,73.26315789473685
2023-01-07,42.94736842105264
2023-01-08,30.315789473684212
2023-01-09,66.94736842105264
2023-01-10,78.31578947368422
2023-01-11,75.78947368421053
2023-01-12,70.73684210526316
2023-01-13,65.6842105263158
2023-01-14,36.631578947368425
2023-01-15,25.263157894736846
2023-01-16,54.31578947368422
2023-01-17,69.47368421052633
2023-01-18,69.47368421052633
2023-01-19,65.6842105263158
2023-01-20,61.89473684210527
2023-01-21,34.10526315789474
2023-01-22,24.000000000000004
2023-01-23,61.89473684210527
2023-01-24,66.94736842105264
2023-01-25,64.42105263157896
2023-01-26,61.89473684210527
2023-01-27,58.10526315789475
2023-01-28,34.10526315789474
2023-01-29,22.73684210526316
2023-01-30,55.57894736842106
2023-01-31,66.94736842105264
2023-02-01,70.73684210526316
2023-02-02,69.47368421052633
2023-02-03,73.26315789473685
2023-02-04,35.36842105263158
2023-02-05,27.78947368421053
2023-02-06,66.94736842105264
2023-02-07,75.78947368421053
2023-02-08,72.00000000000001
2023-02-09,69.47368421052633
2023-02-10,65.6842105263158
2023-02-11,37.89473684210527
2023-02-12,24.000000000000004
2023-02-13,60.631578947368425
2023-02-14,73.26315789473685
2023-02-15,70.73684210526316
2023-02-16,63.15789473684211
2023-02-17,65.6842105263158
2023-02-18,35.36842105263158
2023-02-19,22.73684210526316
2023-02-20,55.57894736842106
2023-02-21,66.94736842105264
2023-02-22,73.26315789473685
2023-02-23,68.21052631578948
2023-02-24,64.42105263157896
2023-02-25,39.15789473684211
2023-02-26,27.78947368421053
2023-02-27,70.73684210526316
2023-02-28,74.5263157894737
2023-03-01,74.5263157894737
2023-03-02,74.5263157894737
2023-03-03,69.47368421052633
2023-03-04,37.89473684210527
2023-03-05,27.78947368421053
2023-03-06,65.6842105263158
2023-03-07,77.05263157894738
2023-03-08,75.78947368421053
2023-03-09,73.26315789473685
2023-03-10,66.94736842105264
2023-03-11,35.36842105263158
2023-03-12,27.78947368421053
2023-03-13,70.73684210526316
2023-03-14,74.5263157894737
2023-03-15,72.00000000000001
2023-03-16,70.73684210526316
2023-03-17,63.15789473684211
2023-03-18,32.8421052631579
2023-03-19,24.000000000000004
2023-03-20,63.15789473684211
2023-03-21,72.00000000000001
2023-03-22,70.73684210526316
2023-03-23,69.47368421052633
2023-03-24,66.94736842105264
2023-03-25,34.10526315789474
2023-03-26,25.263157894736846
2023-03-27,61.89473684210527
2023-03-28,72.00000000000001
2023-03-29,70.73684210526316
2023-03-30,68.21052631578948
2023-03-31,61.89473684210527
2023-04-01,32.8421052631579
2023-04-02,24.000000000000004
2023-04-03,60.631578947368425
2023-04-04,72.00000000000001
2023-04-05,72.00000000000001
2023-04-06,68.21052631578948
2023-04-07,60.631578947368425
2023-04-08,35.36842105263158
2023-04-09,22.73684210526316
2023-04-10,61.89473684210527
2023-04-11,66.94736842105264
2023-04-12,68.21052631578948
2023-04-13,65.6842105263158
2023-04-14,58.10526315789475
2023-04-15,34.10526315789474
2023-04-16,25.263157894736846
2023-04-17,59.36842105263159
2023-04-18,66.94736842105264
2023-04-19,69.47368421052633
2023-04-20,66.94736842105264
2023-04-21,63.15789473684211
2023-04-22,36.631578947368425
2023-04-23,24.000000000000004
2023-04-24,59.36842105263159
2023-04-25,65.6842105263158
2023-04-26,70.73684210526315
2023-04-27,64.3213296398892
2023-04-28,62.7590027700831
2023-04-29,33.174515235457065
2023-04-30,24.099722991689752
2023-05-01,60.56509695290859
2023-05-02,68.07756232686981
2023-05-03,65.41828254847645
2023-05-04,65.41828254847645
2023-05-05,58.37119113573408
2023-05-06,31.612188365650972
2023-05-07,22.53739612188366
2023-05-08,62.12742382271468
2023-05-09,69.63988919667591
2023-05-10,71.83379501385042
2023-05-11,68.07756232686981
2023-05-12,65.8836565096953
2023-05-13,35.368421052631575
2023-05-14,24.099722991689752
2023-05-15,57.905817174515235
2023-05-16,69.63988919667591
2023-05-17,70.73684210526315
2023-05-18,68.07756232686981
2023-05-19,63.224376731301945
2023-05-20,34.27146814404432
2023-05-21,23.002770083102497
2023-05-22,59.468144044321335
2023-05-23,68.07756232686981
2023-05-24,68.07756232686981
2023-05-25,69.63988919667591
2023-05-26,60.498614958448755
2023-05-27,31.645429362880886
2023-05-28,21.40720221606648
2023-05-29,23.26869806094183
2023-05-30,64.22160664819944
2023-05-31,70.73684210526315
2023-06-01,71.66759002770083
2023-06-02,64.22160664819944
2023-06-03,35.368421052631575
2023-06-04,26.060941828254848
2023-06-05,63.29085872576177
2023-06-06,71.66759002770083
2023-06-07,70.73684210526315
2023-06-08,69.80609418282549
2023-06-09,61.42936288088643
2023-06-10,33.50692520775623
2023-06-11,25.130193905817173
2023-06-12,71.66759002770083
2023-06-13,71.66759002770083
2023-06-14,75.39058171745152
2023-06-15,73.52908587257618
2023-06-16,64.22160664819944
2023-06-17,34.43767313019391
2023-06-18,24.1994459833795
2023-06-19,59.56786703601108
2023-06-20,73.52908587257618
2023-06-21,73.52908587257618
2023-06-22,64.22160664819944
2023-06-23,62.3601108033241
2023-06-24,32.57617728531856
2023-06-25,24.1994459833795
2023-06-26,63.29085872576177
2023-06-27,67.01385041551247
2023-06-28,68.87534626038781
2023-06-29,64.22160664819944
2023-06-30,57.70637119113573
2023-07-01,31.645429362880886
2023-07-02,23.26869806094183
2023-07-03,44.67590027700831
2023-07-04,29.78393351800554
2023-07-05,67.94459833795014
2023-07-06,69.80609418282549
2023-07-07,67.94459833795014
2023-07-08,34.43767313019391
2023-07-09,24.1994459833795
2023-07-10,62.3601108033241
2023-07-11,64.22160664819944
2023-07-12,65.15235457063712
2023-07-13,64.22160664819944
2023-07-14,59.56786703601108
2023-07-15,34.43767313019391
2023-07-16,23.26869806094183
2023-07-17,62.3601108033241
2023-07-18,66.08310249307479
2023-07-19,70.73684210526315
2023-07-20,61.42936288088643
2023-07-21,54.91412742382271
2023-07-22,29.78393351800554
2023-07-23,22.337950138504155
2023-07-24,54.91412742382271
2023-07-25,62.3601108033241
2023-07-26,57.70637119113573
2023-07-27,57.70637119113573
2023-07-28,53.05263157894737
2023-07-29,31.645429362880886
2023-07-30,20.47645429362881
2023-07-31,51.19113573407202
2023-08-01,58.637119113573405
2023-08-02,59.56786703601108
2023-08-03,61.42936288088643
2023-08-04,53.05263157894737
2023-08-05,31.645429362880886
2023-08-06,23.26869806094183
2023-08-07,55.84487534626039
2023-08-08,62.3601108033241
2023-08-09,65.15235457063712
2023-08-10,58.637119113573405
2023-08-11,56.77562326869806
2023-08-12,34.43767313019391
2023-08-13,21.40720221606648
2023-08-14,56.77562326869806
2023-08-15,65.15235457063712
2023-08-16,60.498614958448755
2023-08-17,63.29085872576177
2023-08-18,53.983379501385045
2023-08-19,31.645429362880886
2023-08-20,21.40720221606648
2023-08-21,55.84487534626039
2023-08-22,62.3601108033241
2023-08-23,62.3601108033241
2023-08-24,56.77562326869806
2023-08-25,51.19113573407202
2023-08-26,28.853185595567865
2023-08-27,21.40720221606648
2023-08-28,52.121883656509695
2023-08-29,58.637119113573405
2023-08-30,60.498614958448755
2023-08-31,56.77562326869806
2023-09-01,50.260387811634345
2023-09-02,26.991689750692522
2023-09-03,19.545706371191137
2023-09-04,21.40720221606648
2023-09-05,59.56786703601108
2023-09-06,61.42936288088643
2023-09-07,61.42936288088643
2023-09-08,54.91412742382271
2023-09-09,31.645429362880886
2023-09-10,19.545706371191137
2023-09-11,52.121883656509695
2023-09-12,60.498614958448755
2023-09-13,58.637119113573405
2023-09-14,55.84487534626039
2023-09-15,51.19113573407202
2023-09-16,29.78393351800554
2023-09-17,19.545706371191137
2023-09-18,48.398891966759
2023-09-19,58.637119113573405
2023-09-20,57.70637119113573
2023-09-21,60.498614958448755
2023-09-22,54.91412742382271
2023-09-23,31.645429362880886
2023-09-24,19.545706371191137
2023-09-25,50.260387811634345
2023-09-26,60.498614958448755
2023-09-27,58.637119113573405
2023-09-28,58.637119113573405
2023-09-29,51.19113573407202
2023-09-30,27.922437673130194
2023-10-01,19.545706371191137
2023-10-02,47.46814404432133
2023-10-03,53.983379501385045
2023-10-04,56.77562326869806
2023-10-05,52.121883656509695
2023-10-06,47.46814404432133
2023-10-07,26.991689750692522
2023-10-08,19.545706371191137
2023-10-09,42.81440443213296
2023-10-10,54.91412742382271
2023-10-11,56.77562326869806
2023-10-12,54.91412742382271
2023-10-13,51.19113573407202
2023-10-14,31.645429362880886
2023-10-15,21.40720221606648
2023-10-16,52.121883656509695
2023-10-17,61.42936288088643
2023-10-18,59.56786703601108
2023-10-19,58.637119113573405
2023-10-20,48.398891966759
2023-10-21,28.853185595567865
2023-10-22,20.47645429362881
2023-10-23,52.121883656509695
2023-10-24,53.05263157894737
2023-10-25,58.637119113573405
2023-10-26,53.983379501385045
2023-10-27,48.398891966759
2023-10-28,29.78393351800554
2023-10-29,18.614958448753463
2023-10-30,48.398891966759
2023-10-31,51.19113573407202
2023-11-01,52.121883656509695
2023-11-02,51.19113573407202
2023-11-03,45.606648199445985
2023-11-04,28.853185595567865
2023-11-05,19.545706371191137
2023-11-06,49.32963988919668
2023-11-07,56.77562326869806
2023-11-08,56.77562326869806
2023-11-09,56.77562326869806
2023-11-10,52.121883656509695
2023-11-11,28.853185595567865
2023-11-12,22.337950138504155
2023-11-13,53.05263157894737
2023-11-14,58.637119113573405
2023-11-15,59.56786703601108
2023-11-16,57.70637119113573
2023-11-17,53.983379501385045
2023-11-18,34.43767313019391
2023-11-19,24.1994459833795
2023-11-20,53.983379501385045
2023-11-21,65.15235457063712
2023-11-22,60.498614958448755
2023-11-23,24.1994459833795
2023-11-24,36.29916897506925
2023-11-25,34.43767313019391
2023-11-26,27.922437673130194
2023-11-27,58.637119113573405
2023-11-28,71.66759002770083
2023-11-29,72.5983379501385
2023-11-30,75.39058171745152
2023-12-01,64.22160664819944
2023-12-02,42.81440443213296
2023-12-03,34.43767313019391
2023-12-04,67.94459833795014
2023-12-05,74.45983379501385
2023-12-06,71.66759002770083
2023-12-07,70.73684210526315
2023-12-08,67.94459833795014
2023-12-09,42.81440443213296
2023-12-10,29.78393351800554
2023-12-11,69.80609418282549
2023-12-12,79.11357340720221
2023-12-13,80.04432132963989
2023-12-14,71.66759002770083
2023-12-15,67.94459833795014
2023-12-16,44.67590027700831
2023-12-17,33.50692520775623
2023-12-18,74.45983379501385
2023-12-19,82.83656509695291
2023-12-20,93.07479224376732
2023-12-21,89.35180055401662
2023-12-22,78.35801494072639
2023-12-23,42.6111674031723
2023-12-24,28.955235611171254
2023-12-25,19.589503735181598
2023-12-26,46.828659379948306
2023-12-27,62.59333716033734
2023-12-28,66.02549709314646
2023-12-29,54.94368525075224
2023-12-30,33.63810154916609
2023-12-31,23.414329689974153
2024-01-01,22.163623684788433
2024-01-02,59.23388516676363
2024-01-03,67.74157705955102
2024-01-04,68.99228306473674
2024-01-05,58.37584518356135
2024-01-06,38.78634144837976
2024-01-07,28.562569589187817
2024-01-08,56.659765217156796
2024-01-09,63.451377143539624
2024-01-10,65.16745710994417
2024-01-11,60.48459117194935
2024-01-12,55.801725233954514
2024-01-13,33.24543552718265
2024-01-14,22.163623684788433
2024-01-15,33.24543552718265
2024-01-16,59.62655118874707
2024-01-17,69.45765702595557
2024-01-18,68.13424308153446
2024-01-19,64.30941712674189
2024-01-20,40.03704745356547
2024-01-21,26.701289494874
2024-01-22,64.39722760528436
2024-01-23,69.89455191305254
2024-01-24,67.53855578115189
2024-01-25,60.47056738544995
2024-01-26,51.83191490181424
2024-01-27,32.98394584660906
2024-01-28,22.77462927503959
2024-01-29,47.90525468197983
2024-01-30,61.25589942941683
2024-01-31,61.25589942941683
2024-02-01,54.973243077681765
2024-02-02,45.54925855007918
2024-02-03,28.271953582807765
2024-02-04,20.41863314313894
2024-02-05,46.33459059404606
2024-02-06,55.75857512164865
2024-02-07,55.75857512164865
2024-02-08,53.402578989748
2024-02-09,48.69058672594671
2024-02-10,28.271953582807765
2024-02-11,18.062637011238294
2024-02-12,43.193262418178534
2024-02-13,58.89990329751618
2024-02-14,54.973243077681765
2024-02-15,49.47591876991359
2024-02-16,45.54925855007918
2024-02-17,25.91595745090712
2024-02-18,16.49197292330453
2024-02-19,36.91060606644347
2024-02-20,49.47591876991359
2024-02-21,51.83191490181424
2024-02-22,47.90525468197983
2024-02-23,47.119922638012945
2024-02-24,27.486621538840883
2024-02-25,18.062637011238294
2024-02-26,43.978594462145416
2024-02-27,51.046582857847355
2024-02-28,50.26125081388047
2024-02-29,48.69058672594671
2024-03-01,43.193262418178534
2024-03-02,28.271953582807765
2024-03-03,19.63330109917206
2024-03-04,46.33459059404606
2024-03-05,50.26125081388047
2024-03-06,53.402578989748
2024-03-07,50.26125081388047
2024-03-08,43.193262418178534
2024-03-09,31.413281758675296
2024-03-10,18.847969055205176
2024-03-11,44.7639265061123
2024-03-12,52.61724694578112
2024-03-13,50.26125081388047
2024-03-14,51.046582857847355
2024-03-15,41.62259833024476
2024-03-16,28.271953582807765
2024-03-17,18.847969055205176
2024-03-18,43.978594462145416
2024-03-19,53.402578989748
2024-03-20,50.26125081388047
2024-03-21,46.33459059404606
2024-03-22,42.40793037421165
2024-03-23,27.486621538840883
2024-03-24,18.847969055205176
2024-03-25,43.978594462145416
2024-03-26,52.61724694578112
2024-03-27,51.046582857847355
2024-03-28,51.046582857847355
2024-03-29,40.051934242311
2024-03-30,24.345293362973354
2024-03-31,15.706640879337648
2024-04-01,42.40793037421165
2024-04-02,42.40793037421165
2024-04-03,45.54925855007918
2024-04-04,43.193262418178534
2024-04-05,40.051934242311
2024-04-06,25.130625406940236
2024-04-07,17.277304967271412
2024-04-08,36.91060606644347
2024-04-09,47.90525468197983
2024-04-10,47.90525468197983
2024-04-11,44.7639265061123
2024-04-12,40.051934242311
2024-04-13,24.345293362973354
2024-04-14,17.277304967271412
2024-04-15,41.62259833024476
2024-04-16,47.90525468197983
2024-04-17,46.33459059404606
2024-04-18,45.54925855007918
2024-04-19,40.051934242311
2024-04-20,25.91595745090712
2024-04-21,18.062637011238294
2024-04-22,40.051934242311
2024-04-23,47.90525468197983
2024-04-24,46.33459059404606
2024-04-25,42.40793037421165
2024-04-26,37.69593811041035
2024-04-27,25.91595745090712
2024-04-28,16.49197292330453
2024-04-29,40.83726628627788
2024-04-30,47.119922638012945
2024-05-01,46.33459059404606
2024-05-02,46.33459059404606
2024-05-03,40.83726628627788
2024-05-04,24.345293362973354
2024-05-05,16.49197292330453
2024-05-06,43.978594462145416
2024-05-07,45.54925855007918
2024-05-08,47.119922638012945
2024-05-09,49.47591876991359
2024-05-10,43.193262418178534
2024-05-11,26.701289494874
2024-05-12,16.49197292330453
2024-05-13,41.62259833024476
2024-05-14,43.978594462145416
2024-05-15,48.69058672594671
2024-05-16,43.978594462145416
2024-05-17,40.83726628627788
2024-05-18,23.559961319006472
2024-05-19,16.49197292330453
2024-05-20,41.62259833024476
2024-05-21,43.978594462145416
2024-05-22,49.47591876991359
2024-05-23,47.90525468197983
2024-05-24,41.62259833024476
2024-05-25,25.130625406940236
2024-05-26,14.135976791403882
2024-05-27,18.062637011238294
2024-05-28,46.33459059404606
2024-05-29,51.83191490181424
2024-05-30,52.61724694578112
2024-05-31,46.33459059404606
2024-06-01,25.91595745090712
2024-06-02,18.847969055205176
2024-06-03,44.7639265061123
2024-06-04,52.61724694578112
2024-06-05,51.83191490181424
2024-06-06,48.69058672594671
2024-06-07,43.978594462145416
2024-06-08,27.486621538840883
2024-06-09,18.062637011238294
2024-06-10,44.7639265061123
2024-06-11,49.47591876991359
2024-06-12,51.046582857847355
2024-06-13,47.90525468197983
2024-06-14,45.54925855007918
2024-06-15,25.130625406940236
2024-06-16,17.277304967271412
2024-06-17,43.193262418178534
2024-06-18,50.26125081388047
2024-06-19,44.7639265061123
2024-06-20,47.119922638012945
2024-06-21,45.54925855007918
2024-06-22,25.130625406940236
2024-06-23,17.277304967271412
2024-06-24,44.7639265061123
2024-06-25,50.26125081388047
2024-06-26,46.33459059404606
2024-06-27,43.193262418178534
2024-06-28,40.051934242311
2024-06-29,25.130625406940236
2024-06-30,17.277304967271412
2024-07-01,43.193262418178534
2024-07-02,51.83191490181424
2024-07-03,43.193262418178534
2024-07-04,20.41863314313894
2024-07-05,37.69593811041035
2024-07-06,25.91595745090712
2024-07-07,17.277304967271412
2024-07-08,45.54925855007918
2024-07-09,53.402578989748
2024-07-10,51.83191490181424
2024-07-11,47.90525468197983
2024-07-12,41.62259833024476
2024-07-13,24.345293362973354
2024-07-14,16.49197292330453
2024-07-15,41.62259833024476
2024-07-16,47.90525468197983
2024-07-17,50.26125081388047
2024-07-18,47.119922638012945
2024-07-19,42.40793037421165
2024-07-20,27.486621538840883
2024-07-21,16.49197292330453
2024-07-22,46.33459059404606
2024-07-23,55.75857512164865
2024-07-24,51.046582857847355
2024-07-25,51.046582857847355
2024-07-26,48.69058672594671
2024-07-27,25.130625406940236
2024-07-28,17.277304967271412
2024-07-29,42.40793037421165
2024-07-30,47.119922638012945
2024-07-31,47.90525468197983
2024-08-01,43.193262418178534
2024-08-02,43.978594462145416
2024-08-03,23.559961319006472
2024-08-04,16.49197292330453
2024-08-05,41.62259833024476
2024-08-06,47.90525468197983
2024-08-07,49.47591876991359
2024-08-08,49.47591876991359
2024-08-09,43.978594462145416
2024-08-10,25.130625406940236
2024-08-11,16.49197292330453
2024-08-12,41.62259833024476
2024-08-13,51.83191490181424
2024-08-14,50.26125081388047
2024-08-15,52.61724694578112
2024-08-16,44.7639265061123
2024-08-17,25.130625406940236
2024-08-18,17.784750287988473
2024-08-19,42.51666865722245
2024-08-20,51.795668807477306
2024-08-21,49.47591876991359
2024-08-22,46.00233472929084
2024-08-23,44.83641869478616
2024-08-24,25.124584391217414
2024-08-25,16.618834253483797
2024-08-26,40.97016863217997
2024-08-27,44.06316868226493
2024-08-28,46.38291871982864
2024-08-29,46.00233472929084
2024-08-30,44.83641869478616
2024-08-31,24.351334378696176
2024-09-01,16.238250262946
2024-09-02,18.938584291047512
2024-09-03,47.929418744871114
2024-09-04,54.11541884504102
2024-09-05,49.47591876991359
2024-09-06,43.289918669743685
2024-09-07,28.217584441302364
2024-09-08,16.618834253483797
2024-09-09,45.229084716769606
2024-09-10,51.795668807477306
2024-09-11,49.47591876991359
2024-09-12,47.156168732349876
2024-09-13,42.13608466668465
2024-09-14,25.897834403738653
2024-09-15,16.238250262946
2024-09-16,39.81633462912093
2024-09-17,44.90891088346003
2024-09-18,45.67007886453562
2024-09-19,46.43124684561121
2024-09-20,45.67007886453562
2024-09-21,25.118543375494593
2024-09-22,15.984527602587468
2024-09-23,41.10307097808206
2024-09-24,49.47591876991359
