Time,quizlet
2022-05-17,62.0
2022-05-18,58.0
2022-05-19,57.0
2022-05-20,46.0
2022-05-21,17.0
2022-05-22,20.0
2022-05-23,52.0
2022-05-24,51.0
2022-05-25,44.0
2022-05-26,39.0
2022-05-27,31.0
2022-05-28,15.0
2022-05-29,15.0
2022-05-30,19.0
2022-05-31,36.0
2022-06-01,35.0
2022-06-02,35.0
2022-06-03,30.0
2022-06-04,17.0
2022-06-05,19.0
2022-06-06,34.0
2022-06-07,34.0
2022-06-08,34.0
2022-06-09,31.0
2022-06-10,24.0
2022-06-11,16.0
2022-06-12,18.0
2022-06-13,32.0
2022-06-14,30.0
2022-06-15,28.0
2022-06-16,27.0
2022-06-17,21.0
2022-06-18,16.0
2022-06-19,18.0
2022-06-20,26.0
2022-06-21,26.0
2022-06-22,23.0
2022-06-23,23.0
2022-06-24,19.0
2022-06-25,17.0
2022-06-26,18.0
2022-06-27,23.0
2022-06-28,21.0
2022-06-29,22.0
2022-06-30,20.0
2022-07-01,18.0
2022-07-02,14.0
2022-07-03,16.0
2022-07-04,15.0
2022-07-05,18.0
2022-07-06,20.0
2022-07-07,21.0
2022-07-08,18.0
2022-07-09,16.0
2022-07-10,18.0
2022-07-11,23.0
2022-07-12,21.0
2022-07-13,21.0
2022-07-14,20.0
2022-07-15,16.0
2022-07-16,18.0
2022-07-17,18.0
2022-07-18,22.0
2022-07-19,21.0
2022-07-20,20.0
2022-07-21,20.0
2022-07-22,17.0
2022-07-23,15.0
2022-07-24,17.0
2022-07-25,20.0
2022-07-26,21.0
2022-07-27,18.0
2022-07-28,19.0
2022-07-29,17.0
2022-07-30,13.0
2022-07-31,15.0
2022-08-01,18.0
2022-08-02,17.0
2022-08-03,19.0
2022-08-04,19.0
2022-08-05,16.0
2022-08-06,12.0
2022-08-07,13.0
2022-08-08,18.0
2022-08-09,18.0
2022-08-10,20.0
2022-08-11,20.0
2022-08-12,21.0
2022-08-13,10.0
2022-08-14,12.0
2022-08-15,24.0
2022-08-16,28.0
2022-08-17,31.0
2022-08-18,34.0
2022-08-19,33.0
2022-08-20,12.0
2022-08-21,15.0
2022-08-22,38.0
2022-08-23,45.0
2022-08-24,50.0
2022-08-25,53.0
2022-08-26,51.0
2022-08-27,18.0
2022-08-28,25.0
2022-08-29,58.084423425236466
2022-08-30,62.056248742201646
2022-08-31,65.03511772992553
2022-09-01,69.00694304689071
2022-09-02,57.09146709599517
2022-09-03,20.852082914067218
2022-09-04,26.30982088951499
2022-09-05,32.267558864962766
2022-09-06,69.00694304689071
2022-09-07,76.95059368082109
2022-09-08,79.92946266854497
2022-09-09,70.99285570537332
2022-09-10,27.30277721875629
2022-09-11,41.204165828134435
2022-09-12,85.88720064399276
2022-09-13,84.89424431475146
2022-09-14,88.36606963171664
2022-09-15,89.85902596095794
2022-09-16,78.93650633930369
2022-09-17,27.80277721875629
2022-09-18,40.21120949889314
2022-09-19,97.80267659488831
2022-09-20,88.36606963171664
2022-09-21,98.29563292412959
2022-09-22,91.84493861944053
2022-09-23,75.95763735157979
2022-09-24,28.295733547997585
2022-09-25,41.704165828134435
2022-09-26,83.90128798551015
2022-09-27,81.91537532702756
2022-09-28,81.83075065405514
2022-09-29,87.74622660495069
2022-09-30,70.98571141074663
2022-10-01,26.619641779029983
2022-10-02,38.450593680821086
2022-10-03,86.7603139464681
2022-10-04,83.80257597102032
2022-10-05,79.85892533708996
2022-10-06,85.77440128798551
2022-10-07,69.99979875226403
2022-10-08,25.633729120547393
2022-10-09,39.43650633930368
2022-10-10,75.91527470315958
2022-10-11,82.81666331253773
2022-10-12,75.91527470315958
2022-10-13,85.77440128798551
2022-10-14,69.01388609378144
2022-10-15,27.605554437512577
2022-10-16,38.450593680821086
2022-10-17,81.83075065405514
2022-10-18,85.77440128798551
2022-10-19,80.84483799557255
2022-10-20,81.83075065405514
2022-10-21,70.98571141074663
2022-10-22,27.605554437512577
2022-10-23,38.450593680821086
2022-10-24,87.74622660495069
2022-10-25,84.78848862950291
2022-10-26,83.80257597102032
2022-10-27,87.74622660495069
2022-10-28,70.98571141074663
2022-10-29,25.633729120547393
2022-10-30,35.492855705373316
2022-10-31,79.85892533708996
2022-11-01,75.91527470315958
2022-11-02,78.87301267860737
2022-11-03,83.80257597102032
2022-11-04,69.01388609378144
2022-11-05,28.591467095995167
2022-11-06,35.492855705373316
2022-11-07,83.80257597102032
2022-11-08,68.02797343529885
2022-11-09,74.92936204467699
2022-11-10,72.95753672771181
2022-11-11,52.25337089957738
2022-11-12,24.6478164620648
2022-11-13,36.478768363855906
2022-11-14,84.78848862950291
2022-11-15,82.81666331253773
2022-11-16,76.90118736164217
2022-11-17,83.80257597102032
2022-11-18,67.04206077681626
2022-11-19,24.6478164620648
2022-11-20,27.605554437512577
2022-11-21,60.14067216743811
2022-11-22,48.30972026564701
2022-11-23,22.675991145099616
2022-11-24,13.802777218756288
2022-11-25,12.816864560273697
2022-11-26,16.760515194204064
2022-11-27,23.66190380358221
2022-11-28,68.02797343529885
2022-11-29,73.9434493861944
2022-11-30,77.88710002012476
2022-12-01,81.83075065405514
2022-12-02,72.95753672771181
2022-12-03,27.605554437512577
2022-12-04,36.478768363855906
2022-12-05,91.68987723888105
2022-12-06,88.73213926343328
2022-12-07,88.73213926343328
2022-12-08,82.81666331253773
2022-12-09,79.85892533708996
2022-12-10,28.591467095995167
2022-12-11,36.478768363855906
2022-12-12,91.68987723888105
2022-12-13,86.7603139464681
2022-12-14,74.92936204467699
2022-12-15,70.98571141074663
2022-12-16,52.25337089957738
2022-12-17,16.760515194204064
2022-12-18,15.774602535721472
2022-12-19,39.43650633930368
2022-12-20,34.50694304689072
2022-12-21,24.6478164620648
2022-12-22,15.774602535721472
2022-12-23,8.873213926343329
2022-12-24,4.92956329241296
2022-12-25,3.943650633930368
2022-12-26,5.915475950895552
2022-12-27,7.887301267860736
2022-12-28,9.85912658482592
2022-12-29,8.873213926343329
2022-12-30,7.887301267860736
2022-12-31,5.915475950895552
2023-01-01,4.92956329241296
2023-01-02,10.845039243308513
2023-01-03,24.6478164620648
2023-01-04,34.50694304689072
2023-01-05,41.408331656268864
2023-01-06,41.408331656268864
2023-01-07,10.845039243308513
2023-01-08,13.802777218756288
2023-01-09,53.23928355805997
2023-01-10,58.16884685047293
2023-01-11,61.1265848259207
2023-01-12,64.08432280136849
2023-01-13,56.197021533507744
2023-01-14,15.774602535721472
2023-01-15,16.760515194204064
2023-01-16,24.6478164620648
2023-01-17,63.09841014288589
2023-01-18,69.99979875226403
2023-01-19,71.97162406922922
2023-01-20,66.05614811833367
2023-01-21,21.690078486617026
2023-01-22,29.57737975447776
2023-01-23,73.9434493861944
2023-01-24,74.92936204467699
2023-01-25,71.97162406922922
2023-01-26,77.88710002012476
2023-01-27,71.97162406922922
2023-01-28,25.633729120547393
2023-01-29,33.52103038840813
2023-01-30,78.87301267860737
2023-01-31,76.90118736164217
2023-02-01,75.91527470315958
2023-02-02,75.91527470315958
2023-02-03,71.97162406922922
2023-02-04,28.591467095995167
2023-02-05,38.450593680821086
2023-02-06,89.71805192191587
2023-02-07,86.7603139464681
2023-02-08,78.87301267860737
2023-02-09,87.74622660495069
2023-02-10,73.9434493861944
2023-02-11,30.56329241296035
2023-02-12,38.450593680821086
2023-02-13,75.91527470315958
2023-02-14,77.88710002012476
2023-02-15,81.83075065405514
2023-02-16,80.84483799557255
2023-02-17,62.1124974844033
2023-02-18,26.619641779029983
2023-02-19,33.52103038840813
2023-02-20,52.25337089957738
2023-02-21,75.91527470315958
2023-02-22,72.95753672771181
2023-02-23,72.95753672771181
2023-02-24,68.02797343529885
2023-02-25,29.57737975447776
2023-02-26,38.450593680821086
2023-02-27,86.7603139464681
2023-02-28,78.87301267860737
2023-03-01,79.85892533708996
2023-03-02,82.81666331253773
2023-03-03,66.05614811833367
2023-03-04,28.591467095995167
2023-03-05,36.478768363855906
2023-03-06,82.81666331253773
2023-03-07,78.87301267860737
2023-03-08,80.84483799557255
2023-03-09,75.91527470315958
2023-03-10,60.14067216743811
2023-03-11,22.675991145099616
2023-03-12,29.57737975447776
2023-03-13,64.08432280136849
2023-03-14,57.182934191990334
2023-03-15,57.182934191990334
2023-03-16,58.16884685047293
2023-03-17,45.35198229019923
2023-03-18,17.746427852686658
2023-03-19,29.57737975447776
2023-03-20,73.9434493861944
2023-03-21,71.97162406922922
2023-03-22,69.99979875226403
2023-03-23,71.97162406922922
2023-03-24,60.14067216743811
2023-03-25,21.690078486617026
2023-03-26,34.50694304689072
2023-03-27,74.92936204467699
2023-03-28,70.98571141074663
2023-03-29,69.99979875226403
2023-03-30,69.99979875226403
2023-03-31,54.225196216542564
2023-04-01,22.675991145099616
2023-04-02,33.52103038840813
2023-04-03,71.97162406922922
2023-04-04,64.08432280136849
2023-04-05,63.09841014288589
2023-04-06,55.211108875025154
2023-04-07,32.53511772992554
2023-04-08,20.704165828134432
2023-04-09,27.605554437512577
2023-04-10,61.1265848259207
2023-04-11,66.05614811833367
2023-04-12,66.05614811833367
2023-04-13,67.04206077681626
2023-04-14,60.14067216743811
2023-04-15,23.66190380358221
2023-04-16,34.50694304689072
2023-04-17,77.88710002012476
2023-04-18,73.9434493861944
2023-04-19,74.92936204467699
2023-04-20,70.98571141074663
2023-04-21,60.14067216743811
2023-04-22,25.633729120547393
2023-04-23,34.50694304689072
2023-04-24,79.85892533708996
2023-04-25,77.88710002012476
2023-04-26,75.91527470315958
2023-04-27,75.91527470315958
2023-04-28,64.26201636190895
2023-04-29,25.616532969527345
2023-04-30,35.40114289993307
2023-05-01,82.89691201729792
2023-05-02,75.91527470315958
2023-05-03,71.2436536760473
2023-05-04,69.86796159444367
2023-05-05,57.28037904777059
2023-05-06,21.87923614783752
2023-05-07,27.485181380372257
2023-05-08,72.67093421071105
2023-05-09,65.19634056733139
2023-05-10,62.88632428030533
2023-05-11,59.1490274586155
2023-05-12,50.298741733632234
2023-05-13,16.766247244544076
2023-05-14,18.141939326147693
2023-05-15,56.34605484234813
2023-05-16,53.1017143498996
2023-05-17,52.167390144477146
2023-05-18,50.298741733632234
2023-05-19,42.38278021407142
2023-05-20,15.831923039121621
2023-05-21,19.569219860811447
2023-05-22,47.054401241183704
2023-05-23,43.31710441949388
2023-05-24,38.64548339238159
2023-05-25,36.33546710535553
2023-05-26,28.24754407559426
2023-05-27,14.12377203779713
2023-05-28,15.00650779015945
2023-05-29,17.654715047246412
2023-05-30,31.77848708504354
2023-05-31,31.77848708504354
2023-06-01,32.66122283740586
2023-06-02,25.599336818507297
2023-06-03,15.88924354252177
2023-06-04,18.53745079960873
2023-06-05,32.66122283740586
2023-06-06,30.895751332681222
2023-06-07,32.66122283740586
2023-06-08,29.13027982795658
2023-06-09,22.068393809058016
2023-06-10,15.88924354252177
2023-06-11,19.420186551971053
2023-06-12,31.77848708504354
2023-06-13,27.364808323231937
2023-06-14,26.48207257086962
2023-06-15,22.951129561420334
2023-06-16,18.53745079960873
2023-06-17,15.88924354252177
2023-06-18,16.77197929488409
2023-06-19,21.185658056695694
2023-06-20,22.068393809058016
2023-06-21,22.068393809058016
2023-06-22,21.185658056695694
2023-06-23,18.53745079960873
2023-06-24,15.00650779015945
2023-06-25,17.654715047246412
2023-06-26,23.833865313782656
2023-06-27,22.068393809058016
2023-06-28,20.302922304333375
2023-06-29,19.420186551971053
2023-06-30,16.77197929488409
2023-07-01,13.24103628543481
2023-07-02,15.88924354252177
2023-07-03,17.654715047246412
2023-07-04,14.12377203779713
2023-07-05,15.88924354252177
2023-07-06,19.420186551971053
2023-07-07,17.654715047246412
2023-07-08,15.00650779015945
2023-07-09,16.77197929488409
2023-07-10,22.068393809058016
2023-07-11,21.185658056695694
2023-07-12,20.302922304333375
2023-07-13,17.654715047246412
2023-07-14,18.53745079960873
2023-07-15,15.88924354252177
2023-07-16,18.53745079960873
2023-07-17,21.185658056695694
2023-07-18,20.302922304333375
2023-07-19,19.420186551971053
2023-07-20,18.53745079960873
2023-07-21,16.77197929488409
2023-07-22,14.12377203779713
2023-07-23,16.77197929488409
2023-07-24,20.302922304333375
2023-07-25,18.53745079960873
2023-07-26,21.185658056695694
2023-07-27,16.77197929488409
2023-07-28,16.77197929488409
2023-07-29,13.24103628543481
2023-07-30,15.00650779015945
2023-07-31,16.77197929488409
2023-08-01,16.77197929488409
2023-08-02,18.53745079960873
2023-08-03,17.654715047246412
2023-08-04,18.53745079960873
2023-08-05,11.475564780710167
2023-08-06,13.24103628543481
2023-08-07,18.53745079960873
2023-08-08,18.53745079960873
2023-08-09,17.654715047246412
2023-08-10,18.53745079960873
2023-08-11,19.420186551971053
2023-08-12,10.592829028347847
2023-08-13,12.358300533072489
2023-08-14,22.068393809058016
2023-08-15,25.599336818507297
2023-08-16,28.24754407559426
2023-08-17,32.66122283740586
2023-08-18,31.77848708504354
2023-08-19,11.475564780710167
2023-08-20,15.00650779015945
2023-08-21,37.957637351579784
2023-08-22,43.25405186575371
2023-08-23,46.78499487520299
2023-08-24,51.19867363701459
2023-08-25,46.78499487520299
2023-08-26,17.654715047246412
2023-08-27,24.716601066144978
2023-08-28,57.37782390355084
2023-08-29,59.14329540827548
2023-08-30,62.674238417724766
2023-08-31,64.43970992244941
2023-09-01,54.729616646463874
2023-09-02,18.53745079960873
2023-09-03,22.068393809058016
2023-09-04,30.895751332681222
2023-09-05,67.08791717953636
2023-09-06,75.91527470315957
2023-09-07,79.44621771260886
2023-09-08,70.61886018898565
2023-09-09,26.48207257086962
2023-09-10,36.19216584685515
2023-09-11,77.68074620788421
2023-09-12,83.85989647442045
2023-09-13,82.09442496969582
2023-09-14,87.39083948386974
2023-09-15,72.3843316937103
2023-09-16,25.599336818507297
2023-09-17,37.957637351579784
2023-09-18,84.74263222678277
2023-09-19,88.27357523623206
2023-09-20,86.50810373150742
2023-09-21,87.39083948386974
2023-09-22,72.3843316937103
2023-09-23,25.599336818507297
2023-09-24,38.840373103942106
2023-09-25,81.2116892173335
2023-09-26,85.6253679791451
2023-09-27,78.56348196024653
2023-09-28,80.32895346497118
2023-09-29,67.08791717953636
2023-09-30,24.716601066144978
2023-10-01,36.19216584685515
2023-10-02,82.97716072205813
2023-10-03,83.85989647442045
2023-10-04,78.56348196024653
2023-10-05,80.32895346497118
2023-10-06,60.90876691300012
2023-10-07,22.951129561420334
2023-10-08,34.4266943421305
2023-10-09,66.20518142717404
2023-10-10,78.56348196024653
2023-10-11,75.03253895079725
2023-10-12,81.2116892173335
2023-10-13,60.0260311606378
2023-10-14,24.716601066144978
2023-10-15,34.4266943421305
2023-10-16,78.56348196024653
2023-10-17,78.56348196024653
2023-10-18,76.79801045552189
2023-10-19,76.79801045552189
2023-10-20,60.90876691300012
2023-10-21,23.833865313782656
2023-10-22,34.4266943421305
2023-10-23,82.97716072205813
2023-10-24,76.79801045552189
2023-10-25,71.50159594134797
2023-10-26,75.91527470315957
2023-10-27,60.90876691300012
2023-10-28,22.068393809058016
2023-10-29,35.309430094492825
2023-10-30,76.79801045552189
2023-10-31,73.26706744607262
2023-11-01,66.20518142717404
2023-11-02,76.79801045552189
2023-11-03,61.791502665362444
2023-11-04,24.716601066144978
2023-11-05,32.66122283740586
2023-11-06,78.56348196024653
2023-11-07,73.26706744607262
2023-11-08,72.3843316937103
2023-11-09,69.73612443662333
2023-11-10,49.433202132289956
2023-11-11,22.951129561420334
2023-11-12,32.66122283740586
2023-11-13,78.56348196024653
2023-11-14,74.14980319843492
2023-11-15,74.14980319843492
2023-11-16,73.26706744607262
2023-11-17,59.14329540827548
2023-11-18,21.185658056695694
2023-11-19,26.48207257086962
2023-11-20,54.729616646463874
2023-11-21,42.37131611339139
2023-11-22,21.185658056695694
2023-11-23,12.358300533072489
2023-11-24,12.358300533072489
2023-11-25,15.00650779015945
2023-11-26,21.185658056695694
2023-11-27,64.43970992244941
2023-11-28,69.73612443662333
2023-11-29,74.14980319843492
2023-11-30,72.3843316937103
2023-12-01,62.674238417724766
2023-12-02,25.599336818507297
2023-12-03,31.77848708504354
2023-12-04,80.32895346497118
2023-12-05,80.32895346497118
2023-12-06,77.68074620788421
2023-12-07,75.03253895079725
2023-12-08,72.3843316937103
2023-12-09,30.0130155803189
2023-12-10,33.54395858976818
2023-12-11,76.79801045552189
2023-12-12,75.03253895079725
2023-12-13,73.26706744607262
2023-12-14,68.853388684261
2023-12-15,50.31593788465227
2023-12-16,16.77197929488409
2023-12-17,16.77197929488409
2023-12-18,44.13678761811603
2023-12-19,41.488580361029065
2023-12-20,31.77848708504354
2023-12-21,22.951129561420334
2023-12-22,12.27063524757238
2023-12-23,6.13531762378619
2023-12-24,4.491146248794353
2023-12-25,4.1104284374795945
2023-12-26,6.13531762378619
2023-12-27,8.982292497588706
2023-12-28,8.982292497588706
2023-12-29,8.160206810092786
2023-12-30,6.13531762378619
2023-12-31,5.313231936290271
2024-01-01,6.13531762378619
2024-01-02,16.76178149636673
2024-01-03,25.74407399395544
2024-01-04,29.413134555253873
2024-01-05,28.210331056443195
2024-01-06,10.626463872580542
2024-01-07,12.27063524757238
2024-01-08,39.65888061651965
2024-01-09,43.32794117781809
2024-01-10,49.46325880160428
2024-01-11,51.92951586409204
2024-01-12,44.97211255280993
2024-01-13,14.295524433878978
2024-01-14,16.76178149636673
2024-01-15,21.252927745161085
2024-01-16,43.32794117781809
2024-01-17,54.77649073789455
2024-01-18,57.242747800382304
2024-01-19,48.64117311410836
2024-01-20,22.897099120152923
2024-01-21,24.365939924144545
2024-01-22,60.91484981036136
2024-01-23,62.43772105562039
2024-01-24,61.67628543299088
2024-01-25,64.72202792350895
2024-01-26,59.39197856510233
2024-01-27,22.843068678885512
2024-01-28,28.934553659921647
2024-01-29,70.81351290454508
2024-01-30,76.1435622629517
2024-01-31,70.05207728191557
2024-02-01,70.05207728191557
2024-02-02,60.15341418773185
2024-02-03,24.365939924144545
2024-02-04,34.264603018328266
2024-02-05,73.85925539506316
2024-02-06,76.1435622629517
2024-02-07,74.62069101769266
2024-02-08,73.85925539506316
2024-02-09,63.96059230087943
2024-02-10,25.888811169403578
2024-02-11,31.218860527810197
2024-02-12,65.48346354613847
2024-02-13,67.76777041402701
2024-02-14,66.24489916876799
2024-02-15,67.00633479139749
2024-02-16,54.06192920669571
2024-02-17,22.081633056255995
2024-02-18,29.695989282551164
2024-02-19,45.686137357771024
2024-02-20,67.76777041402701
2024-02-21,68.52920603665653
2024-02-22,65.48346354613847
2024-02-23,57.869107319843295
2024-02-24,25.12737554677406
2024-02-25,29.695989282551164
2024-02-26,74.62069101769266
2024-02-27,74.62069101769266
2024-02-28,69.29064165928605
2024-02-29,69.29064165928605
2024-03-01,57.869107319843295
2024-03-02,22.843068678885512
2024-03-03,28.934553659921647
2024-03-04,71.5749485271746
2024-03-05,67.76777041402701
2024-03-06,67.76777041402701
2024-03-07,66.24489916876799
2024-03-08,53.30049358406619
2024-03-09,18.27445494310841
2024-03-10,24.365939924144545
2024-03-11,54.82336482932523
2024-03-12,51.777622338807156
2024-03-13,51.777622338807156
2024-03-14,50.25475109354812
2024-03-15,41.87895924462344
2024-03-16,18.27445494310841
2024-03-17,24.365939924144545
2024-03-18,58.630542942472815
2024-03-19,59.39197856510233
2024-03-20,60.91484981036136
2024-03-21,60.91484981036136
2024-03-22,47.97044422565957
2024-03-23,20.55876181099696
2024-03-24,27.411682414662614
2024-03-25,59.39197856510233
2024-03-26,54.82336482932523
2024-03-27,56.34623607458426
2024-03-28,47.97044422565957
2024-03-29,28.934553659921647
2024-03-30,19.797326188367443
2024-03-31,23.60450430151503
2024-04-01,48.73187984828909
2024-04-02,56.34623607458426
2024-04-03,54.06192920669571
2024-04-04,51.777622338807156
2024-04-05,45.686137357771024
2024-04-06,21.320197433626475
2024-04-07,30.45742490518068
2024-04-08,56.34623607458426
2024-04-09,63.96059230087943
2024-04-10,59.39197856510233
2024-04-11,62.43772105562039
2024-04-12,55.58480045195474
2024-04-13,19.797326188367443
2024-04-14,27.411682414662614
2024-04-15,72.33638414980412
2024-04-16,63.96059230087943
2024-04-17,60.91484981036136
2024-04-18,63.19915667824991
2024-04-19,52.539057961436676
2024-04-20,20.55876181099696
2024-04-21,28.934553659921647
2024-04-22,70.05207728191557
2024-04-23,64.72202792350895
2024-04-24,61.67628543299088
2024-04-25,63.19915667824991
2024-04-26,51.01618671617764
2024-04-27,22.081633056255995
2024-04-28,28.934553659921647
2024-04-29,73.09781977243364
2024-04-30,67.76777041402701
2024-05-01,60.91484981036136
2024-05-02,60.15341418773185
2024-05-03,52.539057961436676
2024-05-04,22.081633056255995
2024-05-05,27.411682414662614
2024-05-06,64.72202792350895
2024-05-07,60.15341418773185
2024-05-08,58.630542942472815
2024-05-09,54.82336482932523
2024-05-10,41.87895924462344
2024-05-11,15.22871245259034
2024-05-12,16.751583697849373
2024-05-13,49.49331547091861
2024-05-14,44.16326611251199
2024-05-15,44.16326611251199
2024-05-16,41.11752362199392
2024-05-17,32.74173177306923
2024-05-18,13.705841207331307
2024-05-19,15.990148075219858
2024-05-20,38.07178113147585
2024-05-21,36.54890988621682
2024-05-22,32.74173177306923
2024-05-23,29.695989282551164
2024-05-24,22.081633056255995
2024-05-25,12.182969962072272
2024-05-26,12.944405584701789
2024-05-27,15.22871245259034
2024-05-28,27.411682414662614
2024-05-29,28.934553659921647
2024-05-30,24.365939924144545
2024-05-31,21.320197433626475
2024-06-01,13.705841207331307
2024-06-02,17.513019320478893
2024-06-03,25.12737554677406
2024-06-04,26.650246792033094
2024-06-05,25.12737554677406
2024-06-06,22.843068678885512
2024-06-07,19.035890565737926
2024-06-08,15.22871245259034
2024-06-09,17.513019320478893
2024-06-10,24.365939924144545
2024-06-11,24.365939924144545
2024-06-12,21.320197433626475
2024-06-13,22.081633056255995
2024-06-14,18.27445494310841
2024-06-15,14.467276829960824
2024-06-16,16.751583697849373
2024-06-17,22.081633056255995
2024-06-18,21.320197433626475
2024-06-19,17.513019320478893
2024-06-20,19.035890565737926
2024-06-21,17.513019320478893
2024-06-22,14.467276829960824
2024-06-23,15.990148075219858
2024-06-24,20.55876181099696
2024-06-25,22.081633056255995
2024-06-26,17.513019320478893
2024-06-27,17.513019320478893
2024-06-28,16.751583697849373
2024-06-29,12.944405584701789
2024-06-30,15.22871245259034
2024-07-01,19.035890565737926
2024-07-02,16.751583697849373
2024-07-03,15.22871245259034
2024-07-04,10.660098716813238
2024-07-05,12.944405584701789
2024-07-06,12.182969962072272
2024-07-07,15.22871245259034
2024-07-08,19.035890565737926
2024-07-09,18.27445494310841
2024-07-10,17.513019320478893
2024-07-11,18.27445494310841
2024-07-12,15.22871245259034
2024-07-13,12.944405584701789
2024-07-14,15.22871245259034
2024-07-15,18.27445494310841
2024-07-16,17.513019320478893
2024-07-17,18.27445494310841
2024-07-18,17.513019320478893
2024-07-19,15.22871245259034
2024-07-20,12.944405584701789
2024-07-21,15.22871245259034
2024-07-22,19.035890565737926
2024-07-23,16.751583697849373
2024-07-24,16.751583697849373
2024-07-25,15.990148075219858
2024-07-26,15.990148075219858
2024-07-27,11.421534339442756
2024-07-28,13.705841207331307
2024-07-29,16.751583697849373
2024-07-30,16.751583697849373
2024-07-31,15.22871245259034
2024-08-01,15.990148075219858
2024-08-02,13.705841207331307
2024-08-03,10.660098716813238
2024-08-04,11.421534339442756
2024-08-05,15.990148075219858
2024-08-06,15.22871245259034
2024-08-07,15.990148075219858
2024-08-08,16.751583697849373
2024-08-09,15.990148075219858
2024-08-10,9.137227471554205
2024-08-11,9.898663094183721
2024-08-12,19.035890565737926
2024-08-13,17.513019320478893
2024-08-14,21.320197433626475
2024-08-15,22.843068678885512
2024-08-16,22.081633056255995
2024-08-17,9.898663094183721
2024-08-18,11.358658157143097
2024-08-19,28.20628648720036
2024-08-20,35.89638965420038
2024-08-21,38.83123364631484
2024-08-22,40.29865564237207
2024-08-23,37.3638116502576
2024-08-24,13.912784337942801
2024-08-25,18.315050326114495
2024-08-26,45.43463262857239
2024-08-27,45.78762581528624
2024-08-28,50.92360280148655
2024-08-29,52.39102479754378
2024-08-30,43.967210632515155
2024-08-31,16.49463514334341
2024-09-01,18.315050326114495
2024-09-02,23.451027312314807
2024-09-03,52.010306986229025
2024-09-04,56.41257297440072
2024-09-05,61.548549960601036
2024-09-06,54.94515097834349
2024-09-07,20.51618332020034
2024-09-08,26.738864491143126
2024-09-09,64.48339395271549
2024-09-10,63.36896514337212
2024-09-11,63.36896514337212
2024-09-12,69.23865312760105
2024-09-13,57.14628397242933
2024-09-14,20.51618332020034
2024-09-15,31.874841477343438
2024-09-16,67.77123113154381
2024-09-17,70.59863734277147
2024-09-18,66.36271910220519
2024-09-19,65.65673272877747
2024-09-20,55.77292350078947
2024-09-21,19.767618455976013
2024-09-22,27.533468563680877
