Time,amber_heard
2023-10-05,0.5800326956721256
2023-10-06,0.522029426104913
2023-10-07,0.522029426104913
2023-10-08,0.522029426104913
2023-10-09,0.40602288697048783
2023-10-10,0.8700490435081882
2023-10-11,1.1600653913442511
2023-10-12,0.638035965239338
2023-10-13,0.638035965239338
2023-10-14,0.8120457739409757
2023-10-15,0.6960392348065506
2023-10-16,0.5800326956721256
2023-10-17,0.4640261565377004
2023-10-18,0.4640261565377004
2023-10-19,0.522029426104913
2023-10-20,0.522029426104913
2023-10-21,0.4640261565377004
2023-10-22,0.638035965239338
2023-10-23,0.522029426104913
2023-10-24,0.40602288697048783
2023-10-25,0.40602288697048783
2023-10-26,0.3480196174032753
2023-10-27,0.3480196174032753
2023-10-28,0.4640261565377004
2023-10-29,0.522029426104913
2023-10-30,0.4640261565377004
2023-10-31,0.40602288697048783
2023-11-01,0.40602288697048783
2023-11-02,0.5800326956721256
2023-11-03,0.4640261565377004
2023-11-04,0.522029426104913
2023-11-05,0.4640261565377004
2023-11-06,0.40602288697048783
2023-11-07,0.2900163478360628
2023-11-08,0.3480196174032753
2023-11-09,0.3480196174032753
2023-11-10,0.40602288697048783
2023-11-11,0.4640261565377004
2023-11-12,0.40602288697048783
2023-11-13,0.40602288697048783
2023-11-14,0.3480196174032753
2023-11-15,0.3480196174032753
2023-11-16,0.3480196174032753
2023-11-17,0.3480196174032753
2023-11-18,0.40602288697048783
2023-11-19,0.4640261565377004
2023-11-20,0.4640261565377004
2023-11-21,2.7841569392262024
2023-11-22,1.8561046261508016
2023-11-23,0.5800326956721256
2023-11-24,0.638035965239338
2023-11-25,0.522029426104913
2023-11-26,0.5800326956721256
2023-11-27,0.522029426104913
2023-11-28,0.3480196174032753
2023-11-29,0.4640261565377004
2023-11-30,0.4640261565377004
2023-12-01,0.4640261565377004
2023-12-02,0.522029426104913
2023-12-03,0.522029426104913
2023-12-04,0.40602288697048783
2023-12-05,0.40602288697048783
2023-12-06,0.40602288697048783
2023-12-07,0.40602288697048783
2023-12-08,0.40602288697048783
2023-12-09,0.522029426104913
2023-12-10,0.638035965239338
2023-12-11,0.5800326956721256
2023-12-12,0.40602288697048783
2023-12-13,0.40602288697048783
2023-12-14,0.4640261565377004
2023-12-15,0.4640261565377004
2023-12-16,0.522029426104913
2023-12-17,0.638035965239338
2023-12-18,0.638035965239338
2023-12-19,0.5800326956721256
2023-12-20,0.5800326956721256
2023-12-21,0.6960392348065506
2023-12-22,1.144463519331631
2023-12-23,1.1641529666685906
2023-12-24,1.0892092880987456
2023-12-25,1.02739190775354
2023-12-26,1.1023355863233852
2023-12-27,0.9300097435124086
2023-12-28,0.8129381319343174
2023-12-29,0.793248684597358
2023-12-30,0.9300097435124086
2023-12-31,0.868192363167203
2024-01-01,1.0957724372110653
2024-01-02,1.3233525112549276
2024-01-03,1.1510266684439512
2024-01-04,1.1023355863233852
2024-01-05,0.9787008256329743
2024-01-06,1.0470813550904996
2024-01-07,0.9300097435124086
2024-01-08,0.6958665203562264
2024-01-09,0.6274859908987012
2024-01-10,0.5235406775452498
2024-01-11,0.5656686105534958
2024-01-12,0.5235406775452498
2024-01-13,0.8260644301589571
2024-01-14,0.6406122891233408
2024-01-15,0.5853580578904553
2024-01-16,0.46172329720004435
2024-01-17,0.5104143793206102
2024-01-18,0.357777983846593
2024-01-19,0.3933427677425191
2024-01-20,0.46828644631236416
2024-01-21,0.5644308236595056
2024-01-22,0.40691524496382964
2024-01-23,0.40691524496382964
2024-01-24,0.630062314782704
2024-01-25,0.6169360165580643
2024-01-26,0.6038097183334247
2024-01-27,0.9582197703986957
2024-01-28,0.9713460686233353
2024-01-29,0.5644308236595056
2024-01-30,0.4987993325363073
2024-01-31,0.511925630760947
2024-02-01,0.4987993325363073
2024-02-02,0.433167841413109
2024-02-03,0.6038097183334247
2024-02-04,0.669441209456623
2024-02-05,0.47254673608702796
2024-02-06,0.354410052065271
2024-02-07,0.39378894673918996
2024-02-08,0.315031157391352
2024-02-09,0.354410052065271
2024-02-10,0.6038097183334247
2024-02-11,0.551304525434866
2024-02-12,0.36753635028991066
2024-02-13,0.3412837538406313
2024-02-14,0.354410052065271
2024-02-15,0.44629413963774867
2024-02-16,0.3412837538406313
2024-02-17,0.511925630760947
2024-02-18,0.6956938059059024
2024-02-19,0.40691524496382964
2024-02-20,0.36753635028991066
2024-02-21,0.36753635028991066
2024-02-22,0.3412837538406313
2024-02-23,0.354410052065271
2024-02-24,0.3412837538406313
2024-02-25,0.551304525434866
2024-02-26,0.38066264851455034
2024-02-27,0.4594204378623883
2024-02-28,0.7744515952537403
2024-02-29,0.6431886130073436
2024-03-01,0.630062314782704
2024-03-02,0.866335682826218
2024-03-03,1.1551142437682906
2024-03-04,0.8138304899276593
2024-03-05,0.5644308236595056
2024-03-06,0.47254673608702796
2024-03-07,0.5250519289855866
2024-03-08,0.40691524496382964
2024-03-09,0.5644308236595056
2024-03-10,0.669441209456623
2024-03-11,0.4987993325363073
2024-03-12,0.4200415431884693
2024-03-13,0.39378894673918996
2024-03-14,0.4200415431884693
2024-03-15,0.44629413963774867
2024-03-16,0.630062314782704
2024-03-17,0.669441209456623
2024-03-18,0.433167841413109
2024-03-19,0.354410052065271
2024-03-20,0.4200415431884693
2024-03-21,0.38066264851455034
2024-03-22,0.39378894673918996
2024-03-23,0.4200415431884693
2024-03-24,0.630062314782704
2024-03-25,0.36753635028991066
2024-03-26,0.3412837538406313
2024-03-27,0.315031157391352
2024-03-28,0.32815745561599163
2024-03-29,0.3412837538406313
2024-03-30,0.44629413963774867
2024-03-31,0.5906834201087849
2024-04-01,0.433167841413109
2024-04-02,0.40691524496382964
2024-04-03,0.354410052065271
2024-04-04,0.28877856094207266
2024-04-05,0.36753635028991066
2024-04-06,0.4987993325363073
2024-04-07,0.433167841413109
2024-04-08,0.28877856094207266
2024-04-09,0.38066264851455034
2024-04-10,0.28877856094207266
2024-04-11,0.315031157391352
2024-04-12,0.315031157391352
2024-04-13,0.40691524496382964
2024-04-14,0.44629413963774867
2024-04-15,0.433167841413109
2024-04-16,0.40691524496382964
2024-04-17,0.30190485916671234
2024-04-18,0.32815745561599163
2024-04-19,0.32815745561599163
2024-04-20,0.40691524496382964
2024-04-21,0.4987993325363073
2024-04-22,0.5250519289855866
2024-04-23,0.47254673608702796
2024-04-24,0.7744515952537403
2024-04-25,0.826956788152299
2024-04-26,0.6431886130073436
2024-04-27,0.6169360165580643
2024-04-28,0.6431886130073436
2024-04-29,0.354410052065271
2024-04-30,0.32815745561599163
2024-05-01,0.3412837538406313
2024-05-02,0.3412837538406313
2024-05-03,0.4594204378623883
2024-05-04,0.4987993325363073
2024-05-05,0.5381782272102263
2024-05-06,0.433167841413109
2024-05-07,0.433167841413109
2024-05-08,0.3412837538406313
2024-05-09,0.354410052065271
2024-05-10,0.354410052065271
2024-05-11,0.3412837538406313
2024-05-12,0.40691524496382964
2024-05-13,0.32815745561599163
2024-05-14,0.30190485916671234
2024-05-15,0.3412837538406313
2024-05-16,0.354410052065271
2024-05-17,0.44629413963774867
2024-05-18,0.5381782272102263
2024-05-19,0.4987993325363073
2024-05-20,0.39378894673918996
2024-05-21,0.354410052065271
2024-05-22,0.354410052065271
2024-05-23,0.3412837538406313
2024-05-24,0.30190485916671234
2024-05-25,0.48567303431166764
2024-05-26,0.48567303431166764
2024-05-27,0.4987993325363073
2024-05-28,0.3412837538406313
2024-05-29,0.36753635028991066
2024-05-30,0.30190485916671234
2024-05-31,0.2625259644927933
2024-06-01,0.4200415431884693
2024-06-02,0.5775571218841453
2024-06-03,0.30190485916671234
2024-06-04,0.28877856094207266
2024-06-05,0.3412837538406313
2024-06-06,0.28877856094207266
2024-06-07,0.3412837538406313
2024-06-08,0.40691524496382964
2024-06-09,0.511925630760947
2024-06-10,0.354410052065271
2024-06-11,0.2625259644927933
2024-06-12,0.3412837538406313
2024-06-13,0.30190485916671234
2024-06-14,0.38066264851455034
2024-06-15,0.44629413963774867
2024-06-16,0.433167841413109
2024-06-17,0.433167841413109
2024-06-18,0.354410052065271
2024-06-19,0.32815745561599163
2024-06-20,0.24939966626815366
2024-06-21,0.28877856094207266
2024-06-22,0.3412837538406313
2024-06-23,0.40691524496382964
2024-06-24,0.354410052065271
2024-06-25,0.315031157391352
2024-06-26,0.28877856094207266
2024-06-27,0.28877856094207266
2024-06-28,0.315031157391352
2024-06-29,0.9582197703986957
2024-06-30,0.630062314782704
2024-07-01,0.5644308236595056
2024-07-02,0.6431886130073436
2024-07-03,0.6431886130073436
2024-07-04,0.5250519289855866
2024-07-05,0.4594204378623883
2024-07-06,0.511925630760947
2024-07-07,0.5381782272102263
2024-07-08,0.3412837538406313
2024-07-09,0.4594204378623883
2024-07-10,0.315031157391352
2024-07-11,0.3412837538406313
2024-07-12,0.433167841413109
2024-07-13,0.5250519289855866
2024-07-14,0.48567303431166764
2024-07-15,0.3412837538406313
2024-07-16,0.4200415431884693
2024-07-17,0.4200415431884693
2024-07-18,0.3412837538406313
2024-07-19,0.32815745561599163
2024-07-20,0.30190485916671234
2024-07-21,0.3412837538406313
2024-07-22,0.30190485916671234
2024-07-23,0.30190485916671234
2024-07-24,0.2625259644927933
2024-07-25,0.354410052065271
2024-07-26,0.6169360165580643
2024-07-27,1.0501038579711732
2024-07-28,1.023851261521894
2024-07-29,0.551304525434866
2024-07-30,0.4200415431884693
2024-07-31,0.24939966626815366
2024-08-01,0.28877856094207266
2024-08-02,0.32815745561599163
2024-08-03,0.36753635028991066
2024-08-04,0.354410052065271
2024-08-05,0.30190485916671234
2024-08-06,0.38066264851455034
2024-08-07,0.36753635028991066
2024-08-08,0.44629413963774867
2024-08-09,0.38066264851455034
2024-08-10,0.4200415431884693
2024-08-11,0.40691524496382964
2024-08-12,0.38066264851455034
2024-08-13,0.4200415431884693
2024-08-14,0.30190485916671234
2024-08-15,0.32815745561599163
2024-08-16,0.315031157391352
2024-08-17,0.36753635028991066
2024-08-18,0.433167841413109
2024-08-19,0.3199535192255919
2024-08-20,0.27319108180031304
2024-08-21,0.27319108180031304
