Time,twitter
2025-04-15,55
2025-04-16,58
2025-04-17,57
2025-04-18,55
2025-04-19,56
2025-04-20,61
2025-04-21,63
2025-04-22,59
2025-04-23,54
2025-04-24,58
2025-04-25,57
2025-04-26,67
2025-04-27,57
2025-04-28,53
2025-04-29,52
2025-04-30,54
2025-05-01,53
2025-05-02,53
2025-05-03,56
2025-05-04,58
2025-05-05,52
2025-05-06,51
2025-05-07,54
2025-05-08,57
2025-05-09,55
2025-05-10,55
2025-05-11,55
2025-05-12,57
2025-05-13,56
2025-05-14,54
2025-05-15,53
2025-05-16,54
2025-05-17,59
2025-05-18,56
2025-05-19,53
2025-05-20,52
2025-05-21,53
2025-05-22,57
2025-05-23,65
2025-05-24,68
2025-05-25,57
2025-05-26,57
2025-05-27,52
2025-05-28,52
2025-05-29,52
2025-05-30,57
2025-05-31,51
2025-06-01,54
2025-06-02,54
2025-06-03,55
2025-06-04,53
2025-06-05,67
2025-06-06,70
2025-06-07,55
2025-06-08,61
2025-06-09,57
2025-06-10,56
2025-06-11,55
2025-06-12,57
2025-06-13,58
2025-06-14,60
2025-06-15,57
2025-06-16,58
2025-06-17,61
2025-06-18,61
2025-06-19,55
2025-06-20,54
2025-06-21,51
2025-06-22,71
2025-06-23,60
2025-06-24,59
2025-06-25,56
2025-06-26,56
2025-06-27,56
2025-06-28,53
2025-06-29,52
2025-06-30,52
2025-07-01,56
2025-07-02,59
2025-07-03,58
2025-07-04,57
2025-07-05,57
2025-07-06,56
2025-07-07,59
2025-07-08,59
2025-07-09,58
2025-07-10,54
2025-07-11,55
2025-07-12,55
2025-07-13,58
2025-07-14,62
2025-07-15,61
2025-07-16,58
2025-07-17,59
2025-07-18,55
2025-07-19,60
2025-07-20,61
2025-07-21,58
2025-07-22,57
2025-07-23,53
2025-07-24,58
2025-07-25,56
2025-07-26,59
2025-07-27,58
2025-07-28,59
2025-07-29,58
2025-07-30,65
2025-07-31,64
2025-08-01,56
2025-08-02,54
2025-08-03,54
2025-08-04,51
2025-08-05,72
2025-08-06,81
2025-08-07,59
2025-08-08,52
2025-08-09,54
2025-08-10,55
2025-08-11,53
2025-08-12,52
2025-08-13,55
2025-08-14,52
2025-08-15,51
2025-08-16,48
2025-08-17,52
2025-08-18,52
2025-08-19,49
2025-08-20,49
2025-08-21,50
2025-08-22,49
2025-08-23,48
2025-08-24,50
2025-08-25,48
2025-08-26,49
2025-08-27,48
2025-08-28,47
2025-08-29,47
2025-08-30,50
2025-08-31,50
2025-09-01,50
2025-09-02,46
2025-09-03,47
2025-09-04,46
2025-09-05,51
2025-09-06,50
2025-09-07,54
2025-09-08,51
2025-09-09,52
2025-09-10,100
2025-09-11,94
2025-09-12,60
2025-09-13,58
2025-09-14,60
2025-09-15,48
2025-09-16,50
2025-09-17,46
2025-09-18,48
2025-09-19,49
2025-09-20,55
2025-09-21,53
2025-09-22,50
2025-09-23,52
2025-09-24,48
2025-09-25,47
2025-09-26,48
2025-09-27,53
2025-09-28,55
2025-09-29,51
2025-09-30,50
2025-10-01,49
2025-10-02,50
2025-10-03,48
2025-10-04,50
2025-10-05,51
2025-10-06,46
2025-10-07,50
2025-10-08,48
2025-10-09,47
2025-10-10,48
2025-10-11,49
2025-10-12,50
2025-10-13,51
2025-10-14,48
2025-10-15,45
2025-10-16,45
2025-10-17,47
2025-10-18,49
2025-10-19,54
2025-10-20,50
2025-10-21,46
2025-10-22,46
2025-10-23,46
2025-10-24,45
2025-10-25,49
2025-10-26,53
2025-10-27,46
2025-10-28,46
2025-10-29,44
2025-10-30,46
2025-10-31,46
2025-11-01,54
2025-11-02,54
2025-11-03,51
2025-11-04,53
2025-11-05,51
2025-11-06,50
2025-11-07,50
2025-11-08,53
2025-11-09,51
2025-11-10,49
2025-11-11,50
2025-11-12,47
2025-11-13,47
2025-11-14,47
2025-11-15,50
2025-11-16,53
2025-11-17,47
2025-11-18,73
2025-11-19,48
2025-11-20,47
2025-11-21,47
2025-11-22,49
2025-11-23,57
2025-11-24,52
2025-11-25,49
2025-11-26,51
2025-11-27,51
2025-11-28,49
2025-11-29,51
2025-11-30,54
2025-12-01,47
2025-12-02,50
2025-12-03,46
2025-12-04,43
2025-12-05,47
2025-12-06,49
2025-12-07,53
2025-12-08,50
2025-12-09,45
2025-12-10,46
2025-12-11,48
2025-12-12,47
2025-12-13,46
2025-12-14,53
2025-12-15,49
2025-12-16,45
2025-12-17,46
2025-12-18,47
2025-12-19,47
2025-12-20,50
2025-12-21,51
2025-12-22,48
2025-12-23,46
2025-12-24,47
2025-12-25,47
2025-12-26,52
2025-12-27,48
2025-12-28,53
2025-12-29,49
2025-12-30,49
2025-12-31,47
2026-01-01,49
2026-01-02,49
2026-01-03,51
2026-01-04,52
2026-01-05,52
2026-01-06,47
2026-01-07,49
2026-01-08,50
2026-01-09,48
