Time,equity
2022-07-06,53.459439724690654
2022-07-07,55.44422205843459
2022-07-08,45.80225222679047
2022-07-09,30.040333009820763
2022-07-10,29.319721027645752
2022-07-11,52.43492975042868
2022-07-12,49.64673424246285
2022-07-13,53.657699505974165
2022-07-14,51.5531197028858
2022-07-15,45.38912713030124
2022-07-16,33.828439745801646
2022-07-17,33.10870862737181
2022-07-18,51.285337124351216
2022-07-19,48.52268666499559
2022-07-20,57.881899234437064
2022-07-21,50.41233571426013
2022-07-22,44.30471842136706
2022-07-23,31.508929188889468
2022-07-24,30.128484822956835
2022-07-25,48.81079454828742
2022-07-26,50.082011809817786
2022-07-27,48.01530914777214
2022-07-28,50.61588067801472
2022-07-29,45.227994503551486
2022-07-30,31.8833617192089
2022-07-31,27.860945227010244
2022-08-01,47.69819819950749
2022-08-02,49.6195583435985
2022-08-03,50.21420681021283
2022-08-04,51.46692593309442
2022-08-05,45.46765488085844
2022-08-06,31.587391500828556
2022-08-07,30.23073045601577
2022-08-08,50.53578751582148
2022-08-09,51.12338907247438
2022-08-10,49.09104009649074
2022-08-11,47.063976302978176
2022-08-12,42.43105579675197
2022-08-13,30.639516672397214
2022-08-14,28.645044837456297
2022-08-15,45.51000177924517
2022-08-16,48.69465141115993
2022-08-17,46.6834431650606
2022-08-18,46.62002097540767
2022-08-19,42.67688222027518
2022-08-20,30.349712500233128
2022-08-21,28.37373880394098
2022-08-22,45.72235538045156
2022-08-23,48.87529391753985
2022-08-24,52.66163892603038
2022-08-25,49.382736873381404
2022-08-26,46.11264345818422
2022-08-27,32.618198398543
2022-08-28,32.57327434753884
2022-08-29,48.47362004973796
2022-08-30,48.40667440510431
2022-08-31,54.10233326796887
2022-09-01,48.272783115837015
2022-09-02,40.865018712430654
2022-09-03,29.330942335732747
2022-09-04,28.969672830693053
2022-09-05,34.01617494213412
2022-09-06,47.938054892668774
2022-09-07,60.23361325033472
2022-09-08,61.1012691109792
2022-09-09,45.207982902005035
2022-09-10,33.46536748508911
2022-09-11,32.15729988437049
2022-09-12,46.90673246918663
2022-09-13,49.984482658273656
2022-09-14,49.91399006895942
2022-09-15,51.724462521154614
2022-09-16,47.89470005733194
2022-09-17,34.38681811562344
2022-09-18,31.526503690580746
2022-09-19,48.31464431740978
2022-09-20,54.47147186362659
2022-09-21,51.28554573420652
2022-09-22,49.35004935444551
2022-09-23,43.700506644853576
2022-09-24,31.876847969939455
2022-09-25,29.66980730248019
2022-09-26,47.83361049859217
2022-09-27,47.15262564010031
2022-09-28,47.704324063014596
2022-09-29,47.635593201190716
2022-09-30,42.624850667744305
2022-10-01,35.777813320746645
2022-10-02,32.64621081341703
2022-10-03,59.047068784077126
2022-10-04,54.04793016236722
2022-10-05,49.6763616941564
2022-10-06,46.54208136104143
2022-10-07,40.359211119942586
2022-10-08,29.91991891940278
2022-10-09,29.26646311664535
2022-10-10,43.22660148311806
2022-10-11,47.41875562371071
2022-10-12,49.17025262072601
2022-10-13,47.88565623008903
2022-10-14,43.57835558072652
2022-10-15,29.61375417127823
2022-10-16,26.552667742962726
2022-10-17,48.20616902686846
2022-10-18,46.329706826537006
2022-10-19,48.06335165165001
2022-10-20,43.1927486676367
2022-10-21,40.732454134966815
2022-10-22,29.307589423153676
2022-10-23,25.083301373136877
2022-10-24,44.72466395025363
2022-10-25,45.25315454969491
2022-10-26,44.59077266098633
2022-10-27,44.52382701635268
2022-10-28,40.307572443691924
2022-10-29,27.225827245945705
2022-10-30,25.41184764727233
2022-10-31,42.48580266030537
2022-11-01,47.13503871273007
2022-11-02,48.24022077574886
2022-11-03,45.23001303735493
2022-11-04,37.536650119921916
2022-11-05,26.93840727831857
2022-11-06,24.558447519209068
2022-11-07,39.7005985990135
2022-11-08,41.38872038577562
2022-11-09,41.325345175522436
2022-11-10,37.77504292595072
2022-11-11,35.976237673394316
2022-11-12,27.2303566000543
2022-11-13,26.031450634548396
2022-11-14,41.58605319642913
2022-11-15,43.82855123189087
2022-11-16,44.9123106886269
2022-11-17,45.99249971098247
2022-11-18,40.75496828324375
2022-11-19,25.21732528467021
2022-11-20,24.033593665281263
2022-11-21,42.27885008850465
2022-11-22,37.64925142517248
2022-11-23,31.894833309728977
2022-11-24,15.353765627979787
2022-11-25,18.168492084043464
2022-11-26,19.8405469160935
2022-11-27,23.20518657788123
2022-11-28,36.73069086966581
2022-11-29,41.18623085695049
2022-11-30,40.557768094856286
2022-12-01,43.86795863234198
2022-12-02,37.621646869856924
2022-12-03,26.909976425540915
2022-12-04,24.6282036118941
2022-12-05,40.795268292289975
2022-12-06,42.40394791408682
2022-12-07,42.89316373534304
2022-12-08,41.712109941739435
2022-12-09,35.537206866863606
2022-12-10,26.610059937582168
2022-12-11,24.906763804703093
2022-12-12,40.33914530018605
2022-12-13,40.27398487274263
2022-12-14,38.00560118802254
2022-12-15,41.24349042930389
2022-12-16,34.039277021994074
2022-12-17,23.569503506954316
2022-12-18,18.058767537977296
2022-12-19,31.687880737928257
2022-12-20,33.81791009040547
2022-12-21,33.76256835750832
2022-12-22,28.270577169028723
2022-12-23,22.796438152451433
2022-12-24,18.423910764512474
2022-12-25,11.901716635003773
2022-12-26,18.363213380044638
2022-12-27,27.49929703171608
2022-12-28,30.14532046330296
2022-12-29,29.557917696584067
2022-12-30,25.753155686271462
2022-12-31,20.35399579168386
2023-01-01,15.507426928605655
2023-01-02,24.087238613885713
2023-01-03,34.29152504242107
2023-01-04,40.225364128364845
2023-01-05,37.58099085779968
2023-01-06,38.69311734424337
2023-01-07,26.358938340315916
2023-01-08,21.000354442847257
2023-01-09,37.73026154310294
2023-01-10,39.38618975219
2023-01-11,40.505246663308476
2023-01-12,39.46402375238384
2023-01-13,37.338396053714696
2023-01-14,26.00012564553053
2023-01-15,23.314702936506965
2023-01-16,33.649601214682676
2023-01-17,41.28841459202743
2023-01-18,44.59174125675563
2023-01-19,44.091121410932146
2023-01-20,40.32022769498334
2023-01-21,31.633260982039136
2023-01-22,26.750773889236992
2023-01-23,44.810316188806844
2023-01-24,45.94803193558824
2023-01-25,47.0878801207311
2023-01-26,47.68179414486914
2023-01-27,46.63097526131786
2023-01-28,32.947969112822975
2023-01-29,30.23162604755801
2023-01-30,45.66652013140633
2023-01-31,49.01516111131588
2023-02-01,49.0626078648587
2023-02-02,48.55825625190264
2023-02-03,42.5295236588732
2023-02-04,33.7247397264575
2023-02-05,31.543668630390002
2023-02-06,50.407703242293564
2023-02-07,51.01068012946787
2023-02-08,48.284741091576265
2023-02-09,49.99771202683277
2023-02-10,45.041122700969375
2023-02-11,33.95237752154499
2023-02-12,27.85647312012909
2023-02-13,39.03638003950654
2023-02-14,46.3302415714155
2023-02-15,48.050676040937184
2023-02-16,48.0965234657089
2023-02-17,39.18565072480981
2023-02-18,33.05935907674288
2023-02-19,31.40822885396915
2023-02-20,42.10457543441492
2023-02-21,47.20190569213569
2023-02-22,43.871923547889054
2023-02-23,46.16548076752437
2023-02-24,47.33624930890863
2023-02-25,33.279533337565205
2023-02-26,30.488021820058236
2023-02-27,46.90546681942346
2023-02-28,48.081033347121036
2023-03-01,46.42777068598582
2023-03-02,45.33803480233763
2023-03-03,39.708098123371244
2023-03-04,33.49970759838752
2023-03-05,32.96283630041896
2023-03-06,52.903782225334695
2023-03-07,56.93909829810645
2023-03-08,55.28263697942902
2023-03-09,46.77749057726777
2023-03-10,43.96625400491716
2023-03-11,37.14902238726508
2023-03-12,30.891052670377064
2023-03-13,45.23458160133891
2023-03-14,46.422942759205334
2023-03-15,48.760748074841274
2023-03-16,45.9351175435507
2023-03-17,39.081101364163175
2023-03-18,30.488524989181432
2023-03-19,29.365203201339998
2023-03-20,47.25835542778044
2023-03-21,48.45577944868314
2023-03-22,47.345785400600924
2023-03-23,46.81157965058421
2023-03-24,42.80558460528274
2023-03-25,30.686308647208264
2023-03-26,29.555523325101667
2023-03-27,46.404253983075265
2023-03-28,46.446902750304766
2023-03-29,44.74619333562673
2023-03-30,47.11385278832333
2023-03-31,41.33517853364403
2023-04-01,28.553217414273956
2023-04-02,31.495598945855296
2023-04-03,41.44873087639259
2023-04-04,47.3297621724227
2023-04-05,45.03353940483552
2023-04-06,41.56228321914115
2023-04-07,38.08462971836235
2023-04-08,29.32252449364332
2023-04-09,25.827278376382356
2023-04-10,47.58885343334194
2023-04-11,45.86788585422989
2023-04-12,42.377970832872606
2023-04-13,45.95105095032742
2023-04-14,45.40298435096111
2023-04-15,31.279659621288754
2023-04-16,33.080060529365745
2023-04-17,47.299878094894865
2023-04-18,46.158963690571255
2023-04-19,50.3467491061885
2023-04-20,46.83497659162609
2023-04-21,40.94328310378861
2023-04-22,30.883529255177553
2023-04-23,32.10014522133353
2023-04-24,51.16830092541401
2023-04-25,51.80966170309486
2023-04-26,46.33318134442355
2023-04-27,46.94477101135065
2023-04-28,42.992113080977475
2023-04-29,31.633618686051427
2023-04-30,31.661836379116323
2023-05-01,47.68475911088467
2023-05-02,49.71838151029672
2023-05-03,46.050061415612944
2023-05-04,49.23312869395304
2023-05-05,40.38967652431018
2023-05-06,28.9574712932373
2023-05-07,27.558365647249545
2023-05-08,47.98197782984928
2023-05-09,47.448174925557396
2023-05-10,46.33658082754553
2023-05-11,44.64566706338054
2023-05-12,38.63165491256216
2023-05-13,27.70481557547972
2023-05-14,22.519932318772753
2023-05-15,45.9619178842014
2023-05-16,46.582168894916315
2023-05-17,42.864350587000196
2023-05-18,47.24487972262618
2023-05-19,40.31002900523123
2023-05-20,26.71193958466486
2023-05-21,25.57057570237563
2023-05-22,43.330440351304325
2023-05-23,45.11850152892437
2023-05-24,43.990094234147904
2023-05-25,52.94563825116675
2023-05-26,40.162203355589774
2023-05-27,26.239829842612348
2023-05-28,24.586325456096976
2023-05-29,26.844767809628763
2023-05-30,43.1008938410559
2023-05-31,47.059970168180726
2023-06-01,44.857888970329455
2023-06-02,41.529501827902656
2023-06-03,28.64646316582134
2023-06-04,28.10906141121519
2023-06-05,45.01336802048259
2023-06-06,48.9943085890352
2023-06-07,47.9093017671566
2023-06-08,45.129977308097445
2023-06-09,42.34579412872098
2023-06-10,26.559533639489725
2023-06-11,27.14795195742737
2023-06-12,44.719388153772435
2023-06-13,47.590542426828286
2023-06-14,47.0643157289519
2023-06-15,43.69948818414546
2023-06-16,43.168888637983514
2023-06-17,27.856380667201964
2023-06-18,25.035271213414145
2023-06-19,38.154443682915534
2023-06-20,46.73632482002075
2023-06-21,46.20572527385881
2023-06-22,41.67766551006548
2023-06-23,42.284546965208804
2023-06-24,28.59493344294373
2023-06-25,26.32968888096774
2023-06-26,46.40250344670887
2023-06-27,48.735284221095114
2023-06-28,44.759688244891514
2023-06-29,45.37191429238386
2023-06-30,44.83548428184117
2023-07-01,27.614389107886762
2023-07-02,27.637710965409735
2023-07-03,38.03392013153247
2023-07-04,27.10759729127952
2023-07-05,43.293244590591634
2023-07-06,46.21833065916936
2023-07-07,43.94434040062226
2023-07-08,30.09244561975985
2023-07-09,28.38015071740533
2023-07-10,47.533154952055554
2023-07-11,51.05394741904686
2023-07-12,58.06443654299883
2023-07-13,48.233809709322486
2023-07-14,43.6212082120084
2023-07-15,33.17981294693491
2023-07-16,28.546804824288216
2023-07-17,53.64278275415405
2023-07-18,50.76968499297128
2023-07-19,51.39600132938375
2023-07-20,49.10063270144059
2023-07-21,45.046325456096966
2023-07-22,31.031663544605504
2023-07-23,28.713458931171104
2023-07-24,49.85036053391212
2023-07-25,48.717738252924114
2023-07-26,52.282745074802705
2023-07-27,47.62252811837923
2023-07-28,42.36611889151043
2023-07-29,30.034113688438048
2023-07-30,27.701332914051793
2023-07-31,45.420446920527944
2023-08-01,50.77111532155208
2023-08-02,53.17629102866588
2023-08-03,50.26335176088137
2023-08-04,44.97827608414059
2023-08-05,31.984485886339552
2023-08-06,26.675602480044077
2023-08-07,48.648717136904274
2023-08-08,53.438661925799295
2023-08-09,49.916897714744536
2023-08-10,45.79456838495892
2023-08-11,43.45109842587465
2023-08-12,29.189613522265073
2023-08-13,26.82865217003857
2023-08-14,48.33092954063944
2023-08-15,47.77312116070069
2023-08-16,46.616691150158
2023-08-17,46.65458916863282
2023-08-18,44.29800066469188
2023-08-19,28.15805262387662
2023-08-20,27.58129523470046
2023-08-21,49.206498229328645
2023-08-22,48.64577461719953
2023-08-23,53.493538177870235
2023-08-24,49.32602274913386
2023-08-25,46.95777331643143
2023-08-26,31.33044755660417
2023-08-27,31.35571290225405
2023-08-28,50.69234947738329
2023-08-29,54.35696006576623
2023-08-30,50.77397597871368
2023-08-31,52.02466516341171
2023-09-01,45.406787928610775
2023-09-02,33.32503410939298
2023-09-03,32.13896590491485
2023-09-04,36.41288730859976
2023-09-05,54.055692118580154
2023-09-06,55.92249432702435
2023-09-07,55.35885548270487
2023-09-08,47.488345575078995
2023-09-09,32.90278402630649
2023-09-10,34.75841117802093
2023-09-11,51.26373498669604
2023-09-12,53.747621962949886
2023-09-13,54.40163300517087
2023-09-14,51.997914914152254
2023-09-15,46.52917960941809
2023-09-16,33.08644365429988
2023-09-17,33.725878535569024
2023-09-18,54.00416239570255
2023-09-19,55.88942774135243
2023-09-20,54.704331280937744
2023-09-21,51.67186749334802
2023-09-22,48.634544985441
2023-09-23,33.886216306039444
2023-09-24,33.29634037200661
2023-09-25,54.30345956724732
2023-09-26,55.581357585722145
2023-09-27,57.47925560419697
2023-09-28,52.576102631909215
2023-09-29,46.42711919524071
2023-09-30,35.93181942215974
2023-10-01,32.86
2023-10-02,56.40522154070161
2023-10-03,56.39044308140323
2023-10-04,54.51712622796952
2023-10-05,52.644783778445586
2023-10-06,47.67747574912221
2023-10-07,33.427382188871675
2023-10-08,30.324296576490696
2023-10-09,47.639961198595536
2023-10-10,52.57576350150257
2023-10-11,53.79871143308136
2023-10-12,51.929941797893306
2023-10-13,45.11773702917158
2023-10-14,31.5123283679689
2023-10-15,31.504045934735743
2023-10-16,57.433451090975296
2023-10-17,52.479135113782355
2023-10-18,48.1446567359378
2023-10-19,49.36614306165191
2023-10-20,48.11932223428343
2023-10-21,32.68785530927155
2023-10-22,31.446068902103608
2023-10-23,52.396310781450744
2023-10-24,54.23130108109964
2023-10-25,52.36870267067354
2023-10-26,51.738958631575706
2023-10-27,44.33598598014749
2023-10-28,30.165143937892697
2023-10-29,28.92628074245411
2023-10-30,53.530263155935955
2023-10-31,54.74639026014625
2023-11-01,52.88703986275278
2023-11-02,54.10267976500819
2023-11-03,51.62982539367993
2023-11-04,37.483181048518105
2023-11-05,33.173062768418134
2023-11-06,50.36059327638642
2023-11-07,54.03122347829072
2023-11-08,52.17544589523312
2023-11-09,50.320642716085295
2023-11-10,47.2398059929777
2023-11-11,31.280420237440385
2023-11-12,29.432600286312677
2023-11-13,52.71944239026999
2023-11-14,55.76974779087102
2023-11-15,60.04381312630898
2023-11-16,50.839954312074305
2023-11-17,44.70280336425536
2023-11-18,31.834647973529982
2023-11-19,26.317821827014296
2023-11-20,45.279117588966734
2023-11-21,45.26709994074607
2023-11-22,36.69330996691248
2023-11-23,19.56456849483448
2023-11-24,23.22675386285398
2023-11-25,25.053786530572964
2023-11-26,31.156183738942968
2023-11-27,49.47019619142145
2023-11-28,50.06762250084479
2023-11-29,53.10639745518006
2023-11-30,49.43073283307522
2023-12-01,48.19739125979207
2023-12-02,34.76607609713741
2023-12-03,29.878669188416296
2023-12-04,47.54929594705997
2023-12-05,51.80273639974085
2023-12-06,52.39821390134463
2023-12-07,46.90217503823766
2023-12-08,49.32549721081858
2023-12-09,34.0924838820993
2023-12-10,29.82296576490699
2023-12-11,47.460625191269656
2023-12-12,51.097800858938044
2023-12-13,49.86786969933914
2023-12-14,48.030605790567435
2023-12-15,44.37085643232239
2023-12-16,32.20585017523188
2023-12-17,26.122291442451036
2023-12-18,44.335290689615285
2023-12-19,48.57362788169452
2023-12-20,43.70457224660767
2023-12-21,41.26549721081857
2023-12-22,32.52952769766876
2023-12-23,23.037508332114417
2023-12-24,16.407645732413982
2023-12-25,15.139486853981264
2023-12-26,29.639149001625558
2023-12-27,37.841273950686166
2023-12-28,38.765359530016376
2023-12-29,35.296167290758746
2023-12-30,27.71427162025617
2023-12-31,23.316416305335068
2024-01-01,24.243386560646798
2024-01-02,46.582175177227384
2024-01-03,49.721462326446606
2024-01-04,49.708109689818464
2024-01-05,47.80469671999849
2024-01-06,32.70103572502229
2024-01-07,27.982433624935016
2024-01-08,47.464201180686366
2024-01-09,52.78806142129403
2024-01-10,53.40303607537809
2024-01-11,50.24364565227441
2024-01-12,48.97245345997564
2024-01-13,35.782842677501215
2024-01-14,32.630724500526476
2024-01-15,39.206601270050115
2024-01-16,47.66340402424972
2024-01-17,58.627597951450596
2024-01-18,57.35615527679085
2024-01-19,50.13547030296792
2024-01-20,41.13825870443077
2024-01-21,36.557475919156914
2024-01-22,53.516144338430614
2024-01-23,57.4164573969808
2024-01-24,60.01008933504879
2024-01-25,60.64598971683681
2024-01-26,61.93346902467874
2024-01-27,42.36408081572142
2024-01-28,38.44315663718124
2024-01-29,56.672040349262524
2024-01-30,65.12265992164835
2024-01-31,64.45399314397879
2024-02-01,59.22955878649333
2024-02-02,55.96003737058834
2024-02-03,42.934448405746366
2024-02-04,40.32143849161941
2024-02-05,59.16543530207999
2024-02-06,60.449391341547575
2024-02-07,59.78319085174006
2024-02-08,59.11734268876998
2024-02-09,55.853986992520134
2024-02-10,39.60661689824574
2024-02-11,37.64853301512834
2024-02-12,51.91491798185201
2024-02-13,57.73966771054445
2024-02-14,57.07540501834284
2024-02-15,53.16945473039368
2024-02-16,55.099704793353645
2024-02-17,40.17945077613274
2024-02-18,38.224890161389695
2024-02-19,47.9300464823172
2024-02-20,55.687336398412945
2024-02-21,64.08774939646416
2024-02-22,55.009861449807495
2024-02-23,53.70089020488196
2024-02-24,42.690285907403286
2024-02-25,39.44542737011882
2024-02-26,54.94996588744338
2024-02-27,60.105344184791406
2024-02-28,57.50448954655598
2024-02-29,52.967219125705476
2024-03-01,54.24430479184306
2024-03-02,40.672130298503056
2024-03-03,38.72479238392746
2024-03-04,54.19991161032613
2024-03-05,54.83017476271518
2024-03-06,52.23566200755361
2024-03-07,54.80022698153313
2024-03-08,50.2735263658057
2024-03-09,39.95008600496196
2024-03-10,35.42990343572709
2024-03-11,53.452323621070924
2024-03-12,54.08152979294767
2024-03-13,57.28498992683342
2024-03-14,54.05193433860305
2024-03-15,50.820640384559866
2024-03-16,38.587384917327455
2024-03-17,35.36208051952068
2024-03-18,55.92105569526789
2024-03-19,60.40389161973455
2024-03-20,57.175240116972134
2024-03-21,55.232834778120626
2024-03-22,48.79702370967939
2024-03-23,37.87150634344148
2024-03-24,39.14454025094855
2024-03-25,55.172234562081655
2024-03-26,53.23300016476707
2024-03-27,53.218378601013484
2024-03-28,52.56274791632905
2024-03-29,43.57664111082444
2024-03-30,34.59546688104394
2024-03-31,29.46210901103566
2024-04-01,51.8646618477336
2024-04-02,56.33129073767821
2024-04-03,56.95574049724956
2024-04-04,56.300285975983854
2024-04-05,46.0511865778391
2024-04-06,38.36541900974284
2024-04-07,34.51936428415778
2024-04-08,46.65220660272096
2024-04-09,63.88951599062267
2024-04-10,58.7621476768508
2024-04-11,56.191769310053594
2024-04-12,51.70770024165591
2024-04-13,38.2914303738813
2024-04-14,34.452774511882396
2024-04-15,56.12975978666487
2024-04-16,56.751919421792884
2024-04-17,52.273839909631604
2024-04-18,50.34746544188345
2024-04-19,50.97068205752377
2024-04-20,36.306569651118764
2024-04-21,34.38618473960701
2024-04-22,58.56766326258618
2024-04-23,54.0964541237549
2024-04-24,53.445227524538424
2024-04-25,56.61081252339981
2024-04-26,46.42072787052557
2024-04-27,34.32910779194239
2024-04-28,33.684046912381035
2024-04-29,55.27735456327249
2024-04-30,55.26202834584402
2024-05-01,52.70662386963782
2024-05-02,52.69200230588424
2024-05-03,49.50404455284567
2024-05-04,35.53150016854356
2024-05-05,31.715745550977996
2024-05-06,53.26765479847072
2024-05-07,51.984931902934164
2024-05-08,46.26640871572864
2024-05-09,50.688820587575044
2024-05-10,44.973820668743876
2024-05-11,32.29615445586986
2024-05-12,27.85559775189551
2024-05-13,50.6324482935853
2024-05-14,53.78200242134335
2024-05-15,51.86936870025519
2024-05-16,48.693037732852005
2024-05-17,42.98966459965622
2024-05-18,31.601239328811328
2024-05-19,27.80133941893038
2024-05-20,46.112089560931715
2024-05-21,46.73072592768538
2024-05-22,50.50561063210838
2024-05-23,46.70465374171512
2024-05-24,42.90581081234647
2024-05-25,32.170373774905244
2024-05-26,25.855234648285794
2024-05-27,28.369769211349418
2024-05-28,52.94210480067994
2024-05-29,49.776872128655995
2024-05-30,49.13304439302566
2024-05-31,44.08142634930252
2024-06-01,32.10748343442293
2024-06-02,38.392322453022885
2024-06-03,52.853318437646095
2024-06-04,49.06434065972566
2024-06-05,50.30830760314427
2024-06-06,52.18024757450858
2024-06-07,47.13761386514005
2024-06-08,33.30124380350692
2024-06-09,27.63856442003499
2024-06-10,51.49378829154851
2024-06-11,50.223749162159656
2024-06-12,57.11348380085327
2024-06-13,47.68578486440653
2024-06-14,43.90878619895892
2024-06-15,30.727518331754066
2024-06-16,25.076641897336234
2024-06-17,47.63223118511628
2024-06-18,46.36571532410178
2024-06-19,46.352679231116646
2024-06-20,46.965854531890045
2024-06-21,46.326607045146396
2024-06-22,31.292953346054908
2024-06-23,27.530047754104732
2024-06-24,55.04459312736228
2024-06-25,49.40111555653059
2024-06-26,47.51173540671319
2024-06-27,48.123325236718145
2024-06-28,44.98575022143291
2024-06-29,31.231296149503624
2024-06-30,26.226889901996884
2024-07-01,48.06906690375301
2024-07-02,48.05550232051173
2024-07-03,40.554882505488045
2024-07-04,26.197294447652272
2024-07-05,31.802016066366004
2024-07-06,29.922853394834245
2024-07-07,28.667964319455123
2024-07-08,48.597155273285644
2024-07-09,49.829143104231434
2024-07-10,47.324297529197295
2024-07-11,46.065885185443825
2024-07-12,43.56350589827173
2024-07-13,30.48582212127303
2024-07-14,24.879338868372127
2024-07-15,44.770126196922135
2024-07-16,49.108860444877514
2024-07-17,47.8520335718925
2024-07-18,47.21719017061678
2024-07-19,41.613877859252796
2024-07-20,30.425398068652775
2024-07-21,27.933764750022483
2024-07-22,51.507655641843435
2024-07-23,49.01144207432649
2024-07-24,49.617747001769885
2024-07-25,48.36356258006564
2024-07-26,44.010735258612826
2024-07-27,31.604360710564457
2024-07-28,25.400204537737324
2024-07-29,48.30859959342564
2024-07-30,46.43736427573619
2024-07-31,47.04314071292344
2024-08-01,43.93568964223898
2024-08-02,42.68590930600268
2024-08-03,29.686089760077316
2024-08-04,25.967929676481496
2024-08-05,46.97619861381062
2024-08-06,48.198673620145634
2024-08-07,45.09615512518528
2024-08-08,46.31845396810157
2024-08-09,40.748612706294004
2024-08-10,29.626898851388084
2024-08-11,25.91613763137842
2024-08-12,46.882479675052664
2024-08-13,45.018995547786815
2024-08-14,47.472225241136584
2024-08-15,47.4586606578953
2024-08-16,40.66722520684631
2024-08-17,32.03168360459042
2024-08-18,26.824296788006848
2024-08-19,47.1599564000308
2024-08-20,47.146461764029304
2024-08-21,48.42688425210305
2024-08-22,46.133482378447724
2024-08-23,42.57986115091051
2024-08-24,32.25685930678502
2024-08-25,28.06301776797614
2024-08-26,47.37269817037253
2024-08-27,52.525892877594444
2024-08-28,53.80215220958173
2024-08-29,47.670486756825404
2024-08-30,45.72093243170217
2024-08-31,32.49891933315074
2024-09-01,28.313385972045225
2024-09-02,34.50940292745059
2024-09-03,52.36983187250771
2024-09-04,53.48903904743227
2024-09-05,51.01504317243632
2024-09-06,46.56963598145377
2024-09-07,32.97121861881085
2024-09-08,32.39541557561231
2024-09-09,50.85661111725714
2024-09-10,53.93036837183486
2024-09-11,46.82365940084163
2024-09-12,50.56380960524675
2024-09-13,45.05732892513843
2024-09-14,35.879136319409035
2024-09-15,32.27893567276493
