Time,matthew_mcconaughey
2024-09-29,6.898581706063722
2024-09-30,4.199136690647483
2024-10-01,3.299321685508737
2024-10-02,2.999383350462488
2024-10-03,3.5992600205549854
2024-10-04,3.899198355601234
2024-10-05,4.7990133607399805
2024-10-06,5.398890030832478
2024-10-07,3.5992600205549854
2024-10-08,2.999383350462488
2024-10-09,3.299321685508737
2024-10-10,3.5992600205549854
2024-10-11,4.199136690647483
2024-10-12,5.398890030832478
2024-10-13,5.698828365878727
2024-10-14,4.7990133607399805
2024-10-15,3.5992600205549854
2024-10-16,3.299321685508737
2024-10-17,3.299321685508737
2024-10-18,3.5992600205549854
2024-10-19,5.398890030832478
2024-10-20,15.596793422404936
2024-10-21,4.499075025693732
2024-10-22,3.899198355601234
2024-10-23,3.5992600205549854
2024-10-24,5.098951695786229
2024-10-25,5.098951695786229
2024-10-26,4.499075025693732
2024-10-27,5.398890030832478
2024-10-28,3.899198355601234
2024-10-29,3.299321685508737
2024-10-30,3.299321685508737
2024-10-31,3.5992600205549854
2024-11-01,3.299321685508737
2024-11-02,4.499075025693732
2024-11-03,4.499075025693732
2024-11-04,4.199136690647483
2024-11-05,3.5992600205549854
2024-11-06,2.999383350462488
2024-11-07,3.899198355601234
2024-11-08,4.7990133607399805
2024-11-09,7.498458376156219
2024-11-10,6.598643371017474
2024-11-11,8.098335046248717
2024-11-12,7.798396711202468
2024-11-13,6.898581706063722
2024-11-14,6.898581706063722
2024-11-15,5.998766700924976
2024-11-16,6.598643371017474
2024-11-17,7.498458376156219
2024-11-18,5.698828365878727
2024-11-19,5.698828365878727
2024-11-20,5.998766700924976
2024-11-21,6.898581706063722
2024-11-22,7.198520041109971
2024-11-23,11.697595066803702
2024-11-24,10.197903391572458
2024-11-25,7.198520041109971
2024-11-26,5.998766700924976
2024-11-27,6.298705035971224
2024-11-28,7.498458376156219
2024-11-29,6.298705035971224
2024-11-30,6.598643371017474
2024-12-01,23.395190133607404
2024-12-02,6.898581706063722
2024-12-03,5.098951695786229
2024-12-04,5.398890030832478
2024-12-05,4.7990133607399805
2024-12-06,5.398890030832478
2024-12-07,20.695745118191166
2024-12-08,25.494758478931146
2024-12-09,6.898581706063722
2024-12-10,5.698828365878727
2024-12-11,5.998766700924976
2024-12-12,5.398890030832478
2024-12-13,4.7990133607399805
2024-12-14,5.998766700924976
2024-12-15,5.998766700924976
2024-12-16,5.098951695786229
2024-12-17,5.098951695786229
2024-12-18,4.499075025693732
2024-12-19,4.7990133607399805
2024-12-20,4.7990133607399805
2024-12-21,14.996916752312439
2024-12-22,21.295621788283665
2024-12-23,5.698828365878727
2024-12-24,6.298705035971224
2024-12-25,8.998150051387464
2024-12-26,7.798396711202468
2024-12-27,7.198520041109971
2024-12-28,8.398273381294967
2024-12-29,8.098335046248717
2024-12-30,10.797780061664955
2024-12-31,6.298705035971224
2025-01-01,18.296238437821177
2025-01-02,9.298088386433712
2025-01-03,7.498458376156219
2025-01-04,8.398273381294967
2025-01-05,9.89796505652621
2025-01-06,8.998150051387464
2025-01-07,6.298705035971224
2025-01-08,5.998766700924976
2025-01-09,6.598643371017474
2025-01-10,7.798396711202468
2025-01-11,24.295005138746152
2025-01-12,14.397040082219942
2025-01-13,7.798396711202468
2025-01-14,6.598643371017474
2025-01-15,5.398890030832478
2025-01-16,5.398890030832478
2025-01-17,5.998766700924976
2025-01-18,9.598026721479961
2025-01-19,13.197286742034947
2025-01-20,9.598026721479961
2025-01-21,5.698828365878727
2025-01-22,5.998766700924976
2025-01-23,5.398890030832478
2025-01-24,6.898581706063722
2025-01-25,10.197903391572458
2025-01-26,17.39642343268243
2025-01-27,9.89796505652621
2025-01-28,5.998766700924976
2025-01-29,5.998766700924976
2025-01-30,6.298705035971224
2025-01-31,5.998766700924976
2025-02-01,6.598643371017474
2025-02-02,8.698211716341214
2025-02-03,5.398890030832478
2025-02-04,4.7990133607399805
2025-02-05,4.7990133607399805
2025-02-06,5.098951695786229
2025-02-07,5.398890030832478
2025-02-08,6.298705035971224
2025-02-09,7.798396711202468
2025-02-10,29.993833504624877
2025-02-11,5.398890030832478
2025-02-12,5.398890030832478
2025-02-13,5.098951695786229
2025-02-14,5.998766700924976
2025-02-15,7.498458376156219
2025-02-16,6.598643371017474
2025-02-17,6.598643371017474
2025-02-18,5.098951695786229
2025-02-19,5.098951695786229
2025-02-20,4.7990133607399805
2025-02-21,4.499075025693732
2025-02-22,5.698828365878727
2025-02-23,6.598643371017474
2025-02-24,4.7990133607399805
2025-02-25,4.7990133607399805
2025-02-26,4.199136690647483
2025-02-27,3.899198355601234
2025-02-28,4.199136690647483
2025-03-01,5.998766700924976
2025-03-02,6.598643371017474
2025-03-03,5.398890030832478
2025-03-04,4.499075025693732
2025-03-05,4.199136690647483
2025-03-06,4.199136690647483
2025-03-07,4.499075025693732
2025-03-08,5.398890030832478
2025-03-09,5.698828365878727
2025-03-10,4.499075025693732
2025-03-11,4.199136690647483
2025-03-12,5.098951695786229
2025-03-13,4.499075025693732
2025-03-14,4.7990133607399805
2025-03-15,4.7990133607399805
2025-03-16,5.998766700924976
2025-03-17,3.899198355601234
2025-03-18,3.899198355601234
2025-03-19,3.5992600205549854
2025-03-20,3.5992600205549854
2025-03-21,3.899198355601234
2025-03-22,4.7990133607399805
2025-03-23,5.698828365878727
2025-03-24,3.299321685508737
2025-03-25,3.299321685508737
2025-03-26,3.299321685508737
2025-03-27,3.299321685508737
2025-03-28,3.299321685508737
2025-03-29,4.7990133607399805
2025-03-30,4.499075025693732
2025-03-31,3.299321685508737
2025-04-01,3.299321685508737
2025-04-02,3.5992600205549854
2025-04-03,3.899198355601234
2025-04-04,3.899198355601234
2025-04-05,4.7990133607399805
2025-04-06,5.398890030832478
2025-04-07,3.899198355601234
2025-04-08,3.899198355601234
2025-04-09,3.899198355601234
2025-04-10,3.5992600205549854
2025-04-11,4.199136690647483
2025-04-12,5.098951695786229
2025-04-13,5.098951695786229
2025-04-14,3.5992600205549854
2025-04-15,3.6475494123651524
2025-04-16,3.6475494123651524
2025-04-17,3.8947774957876273
2025-04-18,3.6475494123651524
2025-04-19,5.0782076612762275
2025-04-20,6.2616378267648285
2025-04-21,3.8947774957876273
2025-04-22,3.8947774957876273
2025-04-23,3.550290496465802
2025-04-24,3.550290496465802
2025-04-25,4.486492578531928
2025-04-26,5.0782076612762275
2025-04-27,6.853352909509129
2025-04-28,3.6475494123651524
2025-04-29,4.142005579210102
2025-04-30,3.6475494123651524
2025-05-01,3.6475494123651524
2025-05-02,3.3030624130433273
2025-05-03,4.486492578531928
2025-05-04,4.733720661954402
2025-05-05,3.0558343296208523
2025-05-06,2.9585754137215017
2025-05-07,3.4003213289426775
2025-05-08,3.3030624130433273
2025-05-09,3.3030624130433273
2025-05-10,4.830979577853753
2025-05-11,4.583751494431278
2025-05-12,3.550290496465802
2025-05-13,3.550290496465802
2025-05-14,3.3030624130433273
2025-05-15,3.3068031405779172
2025-05-16,3.6958388041753194
2025-05-17,4.084874467772721
2025-05-18,4.084874467772721
2025-05-19,3.5013209723766185
2025-05-20,3.5013209723766185
2025-05-21,3.5013209723766185
2025-05-22,3.5013209723766185
2025-05-23,3.3068031405779172
2025-05-24,4.084874467772721
2025-05-25,4.668427963168824
2025-05-26,4.084874467772721
2025-05-27,3.5013209723766185
2025-05-28,3.8903566359740207
2025-05-29,3.5013209723766185
2025-05-30,3.8903566359740207
2025-05-31,5.057463626766227
2025-06-01,4.862945794967525
2025-06-02,3.3068031405779172
2025-06-03,3.8903566359740207
2025-06-04,3.5013209723766185
2025-06-05,4.279392299571422
2025-06-06,3.6958388041753194
2025-06-07,4.279392299571422
2025-06-08,4.668427963168824
2025-06-09,3.6958388041753194
2025-06-10,3.3068031405779172
2025-06-11,3.5013209723766185
2025-06-12,3.3068031405779172
2025-06-13,3.5013209723766185
2025-06-14,3.6958388041753194
2025-06-15,4.279392299571422
2025-06-16,3.6958388041753194
2025-06-17,3.3068031405779172
2025-06-18,3.1122853087792164
2025-06-19,3.5013209723766185
2025-06-20,3.5013209723766185
2025-06-21,4.084874467772721
2025-06-22,4.279392299571422
2025-06-23,3.3068031405779172
2025-06-24,3.6958388041753194
2025-06-25,3.5013209723766185
2025-06-26,3.8903566359740207
2025-06-27,3.5013209723766185
2025-06-28,3.8903566359740207
2025-06-29,4.668427963168824
2025-06-30,3.5013209723766185
2025-07-01,3.3068031405779172
2025-07-02,3.1122853087792164
2025-07-03,3.5013209723766185
2025-07-04,4.668427963168824
2025-07-05,4.279392299571422
2025-07-06,4.473910131370124
2025-07-07,4.473910131370124
2025-07-08,3.6958388041753194
2025-07-09,3.5013209723766185
2025-07-10,3.6958388041753194
2025-07-11,3.8903566359740207
2025-07-12,5.4464992903636285
2025-07-13,6.0300527857597315
2025-07-14,5.057463626766227
2025-07-15,4.279392299571422
2025-07-16,5.251981458564928
2025-07-17,4.862945794967525
2025-07-18,5.057463626766227
2025-07-19,4.862945794967525
2025-07-20,5.64101712216233
2025-07-21,3.6958388041753194
2025-07-22,3.6958388041753194
2025-07-23,4.084874467772721
2025-07-24,4.279392299571422
2025-07-25,3.8903566359740207
2025-07-26,4.668427963168824
2025-07-27,4.862945794967525
2025-07-28,3.5013209723766185
2025-07-29,3.5013209723766185
2025-07-30,4.473910131370124
2025-07-31,5.057463626766227
2025-08-01,3.8903566359740207
2025-08-02,5.057463626766227
2025-08-03,5.251981458564928
2025-08-04,4.084874467772721
2025-08-05,3.8903566359740207
2025-08-06,3.5013209723766185
2025-08-07,3.8903566359740207
2025-08-08,4.084874467772721
2025-08-09,4.862945794967525
2025-08-10,5.057463626766227
2025-08-11,3.5013209723766185
2025-08-12,3.3068031405779172
2025-08-13,3.8903566359740207
2025-08-14,4.279392299571422
2025-08-15,3.6958388041753194
2025-08-16,4.279392299571422
2025-08-17,4.473910131370124
2025-08-18,3.5013209723766185
2025-08-19,3.5013209723766185
2025-08-20,3.5013209723766185
2025-08-21,3.1122853087792164
2025-08-22,3.5013209723766185
2025-08-23,5.251981458564928
2025-08-24,4.668427963168824
2025-08-25,3.6958388041753194
2025-08-26,3.5013209723766185
2025-08-27,3.3068031405779172
2025-08-28,3.5013209723766185
2025-08-29,4.279392299571422
2025-08-30,16.923051366486987
2025-08-31,7.780713271948041
2025-09-01,5.251981458564928
2025-09-02,3.6958388041753194
2025-09-03,3.3068031405779172
2025-09-04,3.5013209723766185
2025-09-05,3.5013209723766185
2025-09-06,5.4464992903636285
2025-09-07,5.64101712216233
2025-09-08,5.057463626766227
2025-09-09,3.8903566359740207
2025-09-10,3.1122853087792164
2025-09-11,3.5013209723766185
2025-09-12,3.6958388041753194
2025-09-13,4.862945794967525
2025-09-14,4.473910131370124
2025-09-15,5.251981458564928
2025-09-16,10.892998580727257
2025-09-17,7.1971597765519375
2025-09-18,8.364266767344144
2025-09-19,9.142338094538948
2025-09-20,9.72589158993505
2025-09-21,9.336855926337648
2025-09-22,14.394319553103875
2025-09-23,8.558784599142845
2025-09-24,9.72589158993505
2025-09-25,11.087516412525959
2025-09-26,9.72589158993505
2025-09-27,10.309445085331154
2025-09-28,8.169748935545442
2025-09-29,6.808124112954536
2025-09-30,7.002641944753237
2025-10-01,7.58619544014934
2025-10-02,7.391677608350639
2025-10-03,8.947820262740247
2025-10-04,13.810766057707772
2025-10-05,19.4517831798701
2025-10-06,10.698480748928556
2025-10-07,7.780713271948041
2025-10-08,7.002641944753237
2025-10-09,6.0300527857597315
2025-10-10,6.224570617558433
2025-10-11,9.920409421733753
2025-10-12,10.892998580727257
2025-10-13,7.391677608350639
2025-10-14,6.224570617558433
2025-10-15,5.835534953961031
2025-10-16,5.251981458564928
2025-10-17,5.057463626766227
2025-10-18,7.002641944753237
2025-10-19,7.002641944753237
2025-10-20,5.4464992903636285
2025-10-21,4.473910131370124
2025-10-22,4.473910131370124
2025-10-23,4.473910131370124
2025-10-24,4.473910131370124
2025-10-25,6.419088449357134
2025-10-26,6.419088449357134
2025-10-27,4.473910131370124
2025-10-28,4.084874467772721
2025-10-29,4.084874467772721
2025-10-30,4.473910131370124
2025-10-31,4.473910131370124
2025-11-01,5.4464992903636285
2025-11-02,6.0300527857597315
2025-11-03,5.251981458564928
2025-11-04,4.862945794967525
2025-11-05,4.668427963168824
2025-11-06,4.473910131370124
2025-11-07,4.862945794967525
2025-11-08,5.4464992903636285
2025-11-09,6.419088449357134
2025-11-10,4.473910131370124
2025-11-11,4.862945794967525
2025-11-12,5.4464992903636285
2025-11-13,8.364266767344144
2025-11-14,6.224570617558433
2025-11-15,5.64101712216233
2025-11-16,13.032694730512969
2025-11-17,4.473910131370124
2025-11-18,3.8903566359740207
2025-11-19,4.473910131370124
2025-11-20,5.251981458564928
2025-11-21,5.251981458564928
2025-11-22,6.808124112954536
2025-11-23,6.808124112954536
2025-11-24,5.4464992903636285
2025-11-25,5.835534953961031
2025-11-26,6.6136062811558345
2025-11-27,6.419088449357134
2025-11-28,6.6136062811558345
2025-11-29,10.503962917129856
2025-11-30,7.58619544014934
2025-12-01,4.279392299571422
2025-12-02,4.084874467772721
2025-12-03,4.279392299571422
2025-12-04,4.862945794967525
2025-12-05,6.0300527857597315
2025-12-06,6.6136062811558345
2025-12-07,6.6136062811558345
2025-12-08,4.668427963168824
2025-12-09,4.473910131370124
2025-12-10,4.473910131370124
2025-12-11,5.6799206885220705
2025-12-12,5.0963671931259675
2025-12-13,5.835534953961031
2025-12-14,5.465951073543499
2025-12-15,4.5128136977298645
2025-12-16,4.026519118233111
2025-12-17,4.143229817312331
2025-12-18,4.726783312708434
2025-12-19,4.298844082751293
2025-12-20,5.038011843586357
2025-12-21,5.4075957240038885
2025-12-22,4.8240422286077855
2025-12-23,5.193626109025318
2025-12-24,5.038011843586357
2025-12-25,5.835534953961031
2025-12-26,5.4075957240038885
2025-12-27,6.419088449357134
2025-12-28,7.372225825170769
2025-12-29,5.893890303500641
2025-12-30,5.465951073543499
2025-12-31,6.847027679314277
2026-01-01,6.360733099817524
2026-01-02,5.62156533898246
2026-01-03,6.419088449357134
2026-01-04,6.360733099817524
2026-01-05,5.465951073543499
2026-01-06,4.454458348190254
2026-01-07,4.298844082751293
2026-01-08,4.2404887332116825
2026-01-09,4.8240422286077855
2026-01-10,5.835534953961031
2026-01-11,5.835534953961031
2026-01-12,4.785138662248046
2026-01-13,4.201585166851943
2026-01-14,4.551717264089604
2026-01-15,5.251981458564928
2026-01-16,5.60211355580259
2026-01-17,6.419088449357134
2026-01-18,6.769220546594796
2026-01-19,5.135270759485707
2026-01-20,4.201585166851943
2026-01-21,3.968163768693501
2026-01-22,3.618031671455839
2026-01-23,4.435006565010384
2026-01-24,5.7188242548818105
2026-01-25,9.686988023575312
2026-01-26,6.769220546594796
2026-01-27,5.018560060406487
2026-01-28,3.968163768693501
2026-01-29,4.084874467772722
2026-01-30,4.435006565010384
2026-01-31,5.368692157644149
2026-02-01,5.60211355580259
2026-02-02,3.968163768693501
2026-02-03,3.968163768693501
2026-02-04,4.084874467772722
2026-02-05,3.8514530696142804
2026-02-06,4.084874467772722
2026-02-07,5.485402856723369
2026-02-08,5.835534953961031
2026-02-09,11.671069907922062
2026-02-10,4.318295865931163
2026-02-11,4.201585166851943
2026-02-12,4.084874467772722
2026-02-13,4.318295865931163
2026-02-14,4.901849361327266
2026-02-15,5.251981458564928
2026-02-16,5.135270759485707
2026-02-17,3.8514530696142804
2026-02-18,3.8514530696142804
2026-02-19,4.318295865931163
2026-02-20,4.201585166851943
2026-02-21,5.952245653040252
2026-02-22,9.570277324496091
2026-02-23,4.901849361327266
2026-02-24,4.318295865931163
2026-02-25,4.084874467772722
2026-02-26,4.435006565010384
2026-02-27,3.968163768693501
2026-02-28,4.901849361327266
2026-03-01,5.135270759485707
2026-03-02,3.968163768693501
2026-03-03,3.7347423705350598
2026-03-04,3.618031671455839
2026-03-05,3.1511888751389567
2026-03-06,3.8514530696142804
2026-03-07,4.668427963168825
2026-03-08,5.368692157644149
2026-03-09,4.084874467772722
2026-03-10,4.201585166851943
2026-03-11,3.2678995742181773
2026-03-12,4.668427963168825
2026-03-13,4.318295865931163
2026-03-14,5.135270759485707
2026-03-15,5.60211355580259
2026-03-16,4.785138662248046
2026-03-17,4.318295865931163
2026-03-18,4.435006565010384
2026-03-19,4.084874467772722
2026-03-20,4.318295865931163
2026-03-21,5.251981458564928
2026-03-22,5.018560060406487
2026-03-23,3.618031671455839
2026-03-24,4.318295865931163
2026-03-25,4.318295865931163
2026-03-26,3.968163768693501
2026-03-27,3.5013209723766185
2026-03-28,4.201585166851943
2026-03-29,7.119352643832458
2026-03-30,3.8514530696142804
2026-03-31,3.384610273297398
2026-04-01,3.034478176059736
2026-04-02,3.618031671455839
2026-04-03,3.384610273297398
2026-04-04,4.435006565010384
2026-04-05,4.668427963168825
2026-04-06,3.7347423705350598
2026-04-07,3.384610273297398
2026-04-08,6.419088449357134
2026-04-09,4.201585166851943
2026-04-10,3.384610273297398
2026-04-11,4.435006565010384
2026-04-12,4.551717264089604
2026-04-13,3.1511888751389567
2026-04-14,2.9177674769805155
2026-04-15,2.9177674769805155
2026-04-16,3.2678995742181773
2026-04-17,3.034478176059736
2026-04-18,3.618031671455839
2026-04-19,4.084874467772722
2026-04-20,3.618031671455839
2026-04-21,3.8514530696142804
2026-04-22,5.952245653040252
2026-04-23,4.201585166851943
2026-04-24,3.7347423705350598
2026-04-25,4.435006565010384
2026-04-26,4.668427963168825
2026-04-27,3.384610273297398
2026-04-28,3.2678995742181773
2026-04-29,3.8514530696142804
2026-04-30,3.2678995742181773
2026-05-01,3.968163768693501
2026-05-02,4.551717264089604
2026-05-03,5.018560060406487
2026-05-04,3.1511888751389567
2026-05-05,2.9177674769805155
2026-05-06,2.9177674769805155
2026-05-07,3.1511888751389567
2026-05-08,3.2678995742181773
2026-05-09,4.435006565010384
2026-05-10,4.318295865931163
2026-05-11,3.384610273297398
2026-05-12,3.618031671455839
2026-05-13,3.1511888751389567
2026-05-14,3.618031671455839
2026-05-15,3.7347423705350598
2026-05-16,4.551717264089604
2026-05-17,4.668427963168825
2026-05-18,3.384610273297398
2026-05-19,3.1511888751389567
2026-05-20,3.1511888751389567
2026-05-21,3.8514530696142804
2026-05-22,4.084874467772722
2026-05-23,4.201585166851943
2026-05-24,4.785138662248046
2026-05-25,4.785138662248046
2026-05-26,3.8514530696142804
2026-05-27,3.384610273297398
2026-05-28,3.384610273297398
2026-05-29,3.384610273297398
2026-05-30,4.201585166851943
2026-05-31,4.084874467772722
