Time,matthew_mcconaughey
2023-06-07,4.114285714285715
2023-06-08,3.7028571428571433
2023-06-09,4.32
2023-06-10,5.760000000000001
2023-06-11,5.554285714285715
2023-06-12,4.32
2023-06-13,4.32
2023-06-14,6.171428571428573
2023-06-15,5.965714285714286
2023-06-16,5.760000000000001
2023-06-17,6.171428571428573
2023-06-18,7.405714285714287
2023-06-19,5.760000000000001
2023-06-20,4.525714285714287
2023-06-21,4.32
2023-06-22,4.731428571428572
2023-06-23,4.525714285714287
2023-06-24,5.554285714285715
2023-06-25,5.965714285714286
2023-06-26,4.525714285714287
2023-06-27,4.114285714285715
2023-06-28,4.32
2023-06-29,4.32
2023-06-30,4.525714285714287
2023-07-01,5.965714285714286
2023-07-02,5.142857142857143
2023-07-03,4.525714285714287
2023-07-04,5.142857142857143
2023-07-05,4.32
2023-07-06,4.525714285714287
2023-07-07,4.937142857142858
2023-07-08,7.200000000000001
2023-07-09,7.405714285714287
2023-07-10,5.760000000000001
2023-07-11,4.731428571428572
2023-07-12,4.525714285714287
2023-07-13,4.32
2023-07-14,4.525714285714287
2023-07-15,5.142857142857143
2023-07-16,5.554285714285715
2023-07-17,4.32
2023-07-18,4.114285714285715
2023-07-19,4.937142857142858
2023-07-20,9.668571428571429
2023-07-21,7.200000000000001
2023-07-22,5.348571428571429
2023-07-23,5.760000000000001
2023-07-24,4.32
2023-07-25,3.7028571428571433
2023-07-26,3.9085714285714293
2023-07-27,4.32
2023-07-28,4.731428571428572
2023-07-29,4.937142857142858
2023-07-30,6.788571428571429
2023-07-31,4.525714285714287
2023-08-01,4.114285714285715
2023-08-02,3.7028571428571433
2023-08-03,4.525714285714287
2023-08-04,4.525714285714287
2023-08-05,4.937142857142858
2023-08-06,4.937142857142858
2023-08-07,4.32
2023-08-08,3.7028571428571433
2023-08-09,4.32
2023-08-10,3.9085714285714293
2023-08-11,4.114285714285715
2023-08-12,4.731428571428572
2023-08-13,5.348571428571429
2023-08-14,4.32
2023-08-15,4.32
2023-08-16,5.142857142857143
2023-08-17,4.525714285714287
2023-08-18,3.9085714285714293
2023-08-19,4.937142857142858
2023-08-20,5.554285714285715
2023-08-21,4.731428571428572
2023-08-22,4.32
2023-08-23,4.731428571428572
2023-08-24,4.32
2023-08-25,3.4971428571428573
2023-08-26,5.142857142857143
2023-08-27,4.731428571428572
2023-08-28,3.7028571428571433
2023-08-29,3.4971428571428573
2023-08-30,3.4971428571428573
2023-08-31,3.291428571428572
2023-09-01,3.7028571428571433
2023-09-02,4.731428571428572
2023-09-03,5.142857142857143
2023-09-04,4.525714285714287
2023-09-05,3.4971428571428573
2023-09-06,3.291428571428572
2023-09-07,4.32
2023-09-08,4.937142857142858
2023-09-09,6.582857142857144
2023-09-10,20.160000000000004
2023-09-11,8.22857142857143
2023-09-12,10.285714285714286
2023-09-13,7.200000000000001
2023-09-14,6.377142857142858
2023-09-15,6.171428571428573
2023-09-16,6.582857142857144
2023-09-17,5.554285714285715
2023-09-18,5.142857142857143
2023-09-19,4.937142857142858
2023-09-20,4.937142857142858
2023-09-21,6.171428571428573
2023-09-22,6.582857142857144
2023-09-23,6.788571428571429
2023-09-24,6.377142857142858
2023-09-25,4.32
2023-09-26,4.525714285714287
2023-09-27,3.9085714285714293
2023-09-28,4.32
2023-09-29,3.9085714285714293
2023-09-30,5.554285714285715
2023-10-01,4.937142857142858
2023-10-02,3.7028571428571433
2023-10-03,5.142857142857143
2023-10-04,4.525714285714287
2023-10-05,5.142857142857143
2023-10-06,4.32
2023-10-07,14.811428571428573
2023-10-08,6.377142857142858
2023-10-09,5.554285714285715
2023-10-10,4.114285714285715
2023-10-11,3.4971428571428573
2023-10-12,4.32
2023-10-13,4.731428571428572
2023-10-14,4.937142857142858
2023-10-15,4.937142857142858
2023-10-16,4.114285714285715
2023-10-17,3.4971428571428573
2023-10-18,3.9085714285714293
2023-10-19,3.9085714285714293
2023-10-20,4.114285714285715
2023-10-21,4.731428571428572
2023-10-22,5.142857142857143
2023-10-23,4.114285714285715
2023-10-24,3.7028571428571433
2023-10-25,4.731428571428572
2023-10-26,4.32
2023-10-27,4.525714285714287
2023-10-28,4.937142857142858
2023-10-29,6.994285714285715
2023-10-30,4.32
2023-10-31,3.7028571428571433
2023-11-01,3.4971428571428573
2023-11-02,3.7028571428571433
2023-11-03,3.7028571428571433
2023-11-04,10.902857142857144
2023-11-05,7.405714285714287
2023-11-06,4.525714285714287
2023-11-07,4.32
2023-11-08,4.114285714285715
2023-11-09,4.114285714285715
2023-11-10,4.114285714285715
2023-11-11,5.348571428571429
2023-11-12,5.142857142857143
2023-11-13,5.348571428571429
2023-11-14,6.377142857142858
2023-11-15,3.7028571428571433
2023-11-16,3.9085714285714293
2023-11-17,3.291428571428572
2023-11-18,4.114285714285715
2023-11-19,4.937142857142858
2023-11-20,4.114285714285715
2023-11-21,3.4971428571428573
2023-11-22,3.9085714285714293
2023-11-23,4.731428571428572
2023-11-24,5.142857142857143
2023-11-25,5.142857142857143
2023-11-26,4.731428571428572
2023-11-27,3.9085714285714293
2023-11-28,3.291428571428572
2023-11-29,3.9085714285714293
2023-11-30,3.291428571428572
2023-12-01,3.7028571428571433
2023-12-02,5.348571428571429
2023-12-03,5.142857142857143
2023-12-04,3.9085714285714293
2023-12-05,3.9085714285714293
2023-12-06,4.525714285714287
2023-12-07,4.937142857142858
2023-12-08,10.285714285714286
2023-12-09,7.611428571428572
2023-12-10,6.377142857142858
2023-12-11,3.9085714285714293
2023-12-12,3.7028571428571433
2023-12-13,3.291428571428572
2023-12-14,3.4971428571428573
2023-12-15,3.7028571428571433
2023-12-16,4.525714285714287
2023-12-17,4.525714285714287
2023-12-18,3.7028571428571433
2023-12-19,3.4971428571428573
2023-12-20,3.7028571428571433
2023-12-21,3.9085714285714293
2023-12-22,3.7028571428571433
2023-12-23,5.348571428571429
2023-12-24,5.348571428571429
2023-12-25,5.142857142857143
2023-12-26,4.731428571428572
2023-12-27,4.731428571428572
2023-12-28,4.937142857142858
2023-12-29,5.760000000000001
2023-12-30,6.171428571428573
2023-12-31,6.582857142857144
2024-01-01,6.582857142857144
2024-01-02,20.571428571428573
2024-01-03,6.788571428571429
2024-01-04,5.348571428571429
2024-01-05,5.965714285714286
2024-01-06,6.582857142857144
2024-01-07,6.788571428571429
2024-01-08,5.760000000000001
2024-01-09,4.525714285714287
2024-01-10,4.937142857142858
2024-01-11,4.937142857142858
2024-01-12,8.434285714285716
2024-01-13,9.874285714285715
2024-01-14,9.462857142857144
2024-01-15,7.8171428571428585
2024-01-16,5.760000000000001
2024-01-17,5.965714285714286
2024-01-18,5.348571428571429
2024-01-19,5.760000000000001
2024-01-20,8.64
2024-01-21,7.405714285714287
2024-01-22,5.760000000000001
2024-01-23,5.760000000000001
2024-01-24,5.760000000000001
2024-01-25,5.348571428571429
2024-01-26,5.142857142857143
2024-01-27,6.788571428571429
2024-01-28,6.788571428571429
2024-01-29,4.731428571428572
2024-01-30,5.760000000000001
2024-01-31,4.32
2024-02-01,4.937142857142858
2024-02-02,4.937142857142858
2024-02-03,6.377142857142858
2024-02-04,7.8171428571428585
2024-02-05,4.937142857142858
2024-02-06,5.554285714285715
2024-02-07,4.731428571428572
2024-02-08,4.937142857142858
2024-02-09,5.142857142857143
2024-02-10,7.611428571428572
2024-02-11,8.845714285714287
2024-02-12,4.525714285714287
2024-02-13,4.32
2024-02-14,4.937142857142858
2024-02-15,5.348571428571429
2024-02-16,4.525714285714287
2024-02-17,6.171428571428573
2024-02-18,6.788571428571429
2024-02-19,5.554285714285715
2024-02-20,4.32
2024-02-21,4.32
2024-02-22,4.32
2024-02-23,4.525714285714287
2024-02-24,5.348571428571429
2024-02-25,5.554285714285715
2024-02-26,4.114285714285715
2024-02-27,3.7028571428571433
2024-02-28,3.9085714285714293
2024-02-29,4.32
2024-03-01,4.525714285714287
2024-03-02,5.348571428571429
2024-03-03,6.377142857142858
2024-03-04,4.32
2024-03-05,3.7028571428571433
2024-03-06,4.114285714285715
2024-03-07,4.525714285714287
2024-03-08,5.142857142857143
2024-03-09,6.171428571428573
2024-03-10,6.788571428571429
2024-03-11,13.371428571428574
2024-03-12,6.788571428571429
2024-03-13,5.965714285714286
2024-03-14,4.937142857142858
2024-03-15,4.937142857142858
2024-03-16,5.554285714285715
2024-03-17,10.491428571428573
2024-03-18,10.285714285714286
2024-03-19,6.582857142857144
2024-03-20,8.845714285714287
2024-03-21,5.965714285714286
2024-03-22,3.9085714285714293
2024-03-23,5.142857142857143
2024-03-24,5.554285714285715
2024-03-25,4.32
2024-03-26,3.9085714285714293
2024-03-27,3.9085714285714293
2024-03-28,4.32
2024-03-29,4.114285714285715
2024-03-30,5.348571428571429
2024-03-31,5.348571428571429
2024-04-01,3.7028571428571433
2024-04-02,3.9085714285714293
2024-04-03,3.7028571428571433
2024-04-04,3.7028571428571433
2024-04-05,3.9085714285714293
2024-04-06,5.142857142857143
2024-04-07,5.554285714285715
2024-04-08,3.4971428571428573
2024-04-09,3.7028571428571433
2024-04-10,3.9085714285714293
2024-04-11,3.9085714285714293
2024-04-12,3.4971428571428573
2024-04-13,4.937142857142858
2024-04-14,4.525714285714287
2024-04-15,3.4971428571428573
2024-04-16,3.291428571428572
2024-04-17,3.4971428571428573
2024-04-18,3.9085714285714293
2024-04-19,3.7028571428571433
2024-04-20,5.348571428571429
2024-04-21,5.142857142857143
2024-04-22,3.4971428571428573
2024-04-23,3.7028571428571433
2024-04-24,3.7028571428571433
2024-04-25,4.525714285714287
2024-04-26,6.171428571428573
2024-04-27,6.171428571428573
2024-04-28,6.171428571428573
2024-04-29,5.348571428571429
2024-04-30,9.257142857142858
2024-05-01,4.731428571428572
2024-05-02,6.377142857142858
2024-05-03,6.171428571428573
2024-05-04,6.788571428571429
2024-05-05,6.582857142857144
2024-05-06,4.32
2024-05-07,4.114285714285715
2024-05-08,4.114285714285715
2024-05-09,4.32
2024-05-10,4.114285714285715
2024-05-11,5.142857142857143
2024-05-12,5.348571428571429
2024-05-13,4.114285714285715
2024-05-14,3.9085714285714293
2024-05-15,3.7028571428571433
2024-05-16,3.7028571428571433
2024-05-17,3.9085714285714293
2024-05-18,4.525714285714287
2024-05-19,5.142857142857143
2024-05-20,4.114285714285715
2024-05-21,4.32
2024-05-22,3.4971428571428573
2024-05-23,4.114285714285715
2024-05-24,4.32
2024-05-25,4.525714285714287
2024-05-26,5.348571428571429
2024-05-27,4.937142857142858
2024-05-28,4.525714285714287
2024-05-29,4.731428571428572
2024-05-30,5.142857142857143
2024-05-31,4.32
2024-06-01,4.937142857142858
2024-06-02,5.965714285714286
2024-06-03,4.32
2024-06-04,4.525714285714287
2024-06-05,4.114285714285715
2024-06-06,4.114285714285715
2024-06-07,4.114285714285715
2024-06-08,4.731428571428572
2024-06-09,5.348571428571429
2024-06-10,4.114285714285715
2024-06-11,3.7028571428571433
2024-06-12,4.32
2024-06-13,4.114285714285715
2024-06-14,4.32
2024-06-15,5.348571428571429
2024-06-16,4.731428571428572
2024-06-17,4.114285714285715
2024-06-18,3.7028571428571433
2024-06-19,4.114285714285715
2024-06-20,4.32
2024-06-21,4.32
2024-06-22,4.731428571428572
2024-06-23,4.937142857142858
2024-06-24,4.114285714285715
2024-06-25,3.291428571428572
2024-06-26,3.9085714285714293
2024-06-27,4.114285714285715
2024-06-28,4.32
2024-06-29,5.142857142857143
2024-06-30,4.731428571428572
2024-07-01,3.291428571428572
2024-07-02,3.4971428571428573
2024-07-03,3.4971428571428573
2024-07-04,4.731428571428572
2024-07-05,4.32
2024-07-06,4.731428571428572
2024-07-07,4.937142857142858
2024-07-08,4.114285714285715
2024-07-09,3.9085714285714293
2024-07-10,4.32
2024-07-11,5.554285714285715
2024-07-12,5.554285714285715
2024-07-13,6.788571428571429
2024-07-14,5.760000000000001
2024-07-15,3.9085714285714293
2024-07-16,4.114285714285715
2024-07-17,5.965714285714286
2024-07-18,4.937142857142858
2024-07-19,6.377142857142858
2024-07-20,10.902857142857144
2024-07-21,8.022857142857143
2024-07-22,4.32
2024-07-23,4.937142857142858
2024-07-24,4.525714285714287
2024-07-25,4.32
2024-07-26,5.142857142857143
2024-07-27,6.582857142857144
2024-07-28,7.200000000000001
2024-07-29,5.142857142857143
2024-07-30,4.937142857142858
2024-07-31,4.937142857142858
2024-08-01,4.937142857142858
2024-08-02,4.731428571428572
2024-08-03,5.348571428571429
2024-08-04,6.171428571428573
2024-08-05,4.32
2024-08-06,3.9085714285714293
2024-08-07,4.525714285714287
2024-08-08,4.32
2024-08-09,4.32
2024-08-10,4.937142857142858
2024-08-11,5.965714285714286
2024-08-12,4.32
2024-08-13,3.7028571428571433
2024-08-14,4.937142857142858
2024-08-15,5.965714285714286
2024-08-16,3.9085714285714293
2024-08-17,4.937142857142858
2024-08-18,5.120904419321686
2024-08-19,3.9038848920863316
2024-08-20,3.2953751284686543
2024-08-21,3.6510585817060646
2024-08-22,3.6510585817060646
2024-08-23,4.1567112024665995
2024-08-24,4.512394655704009
2024-08-25,5.120904419321686
2024-08-26,3.5482014388489214
2024-08-27,3.8010277492291884
2024-08-28,3.5482014388489214
2024-08-29,3.6510585817060646
2024-08-30,3.9038848920863316
2024-08-31,4.765220966084277
2024-09-01,6.235066803699898
2024-09-02,5.018047276464543
2024-09-03,3.8010277492291884
2024-09-04,3.6510585817060646
2024-09-05,3.398232271325797
2024-09-06,3.9038848920863316
2024-09-07,18.405262076053447
2024-09-08,10.241808838643372
2024-09-09,4.512394655704009
2024-09-10,5.018047276464543
2024-09-11,3.5482014388489214
2024-09-12,5.120904419321686
2024-09-13,4.765220966084277
2024-09-14,5.982240493319631
2024-09-15,6.590750256937309
2024-09-16,3.6510585817060646
2024-09-17,3.899198355601234
2024-09-18,4.499075025693732
2024-09-19,3.899198355601234
2024-09-20,3.899198355601234
2024-09-21,4.7990133607399805
2024-09-22,4.499075025693732
2024-09-23,3.5992600205549854
2024-09-24,3.299321685508737
2024-09-25,3.5992600205549854
2024-09-26,3.5992600205549854
2024-09-27,4.199136690647483
2024-09-28,5.098951695786229
