Time,tom_cruise
2024-10-12,6.846572374665616
2024-10-13,6.161915137199054
2024-10-14,5.477257899732493
2024-10-15,4.792600662265931
2024-10-16,4.792600662265931
2024-10-17,4.10794342479937
2024-10-18,4.792600662265931
2024-10-19,6.161915137199054
2024-10-20,8.21588684959874
2024-10-21,5.477257899732493
2024-10-22,6.846572374665616
2024-10-23,8.9005440870653
2024-10-24,11.639173036931547
2024-10-25,7.531229612132178
2024-10-26,7.531229612132178
2024-10-27,8.21588684959874
2024-10-28,4.792600662265931
2024-10-29,4.792600662265931
2024-10-30,5.477257899732493
2024-10-31,6.161915137199054
2024-11-01,5.477257899732493
2024-11-02,6.846572374665616
2024-11-03,6.846572374665616
2024-11-04,5.477257899732493
2024-11-05,4.792600662265931
2024-11-06,3.423286187332808
2024-11-07,4.792600662265931
2024-11-08,4.792600662265931
2024-11-09,6.161915137199054
2024-11-10,6.846572374665616
2024-11-11,6.846572374665616
2024-11-12,6.846572374665616
2024-11-13,5.477257899732493
2024-11-14,4.792600662265931
2024-11-15,4.792600662265931
2024-11-16,5.477257899732493
2024-11-17,8.9005440870653
2024-11-18,5.477257899732493
2024-11-19,5.477257899732493
2024-11-20,5.477257899732493
2024-11-21,4.792600662265931
2024-11-22,4.792600662265931
2024-11-23,6.161915137199054
2024-11-24,6.846572374665616
2024-11-25,5.477257899732493
2024-11-26,4.792600662265931
2024-11-27,5.477257899732493
2024-11-28,6.846572374665616
2024-11-29,6.846572374665616
2024-11-30,6.846572374665616
2024-12-01,6.161915137199054
2024-12-02,4.792600662265931
2024-12-03,4.792600662265931
2024-12-04,4.792600662265931
2024-12-05,4.792600662265931
2024-12-06,5.477257899732493
2024-12-07,6.161915137199054
2024-12-08,6.846572374665616
2024-12-09,4.792600662265931
2024-12-10,4.792600662265931
2024-12-11,5.477257899732493
2024-12-12,5.477257899732493
2024-12-13,5.477257899732493
2024-12-14,6.846572374665616
2024-12-15,6.846572374665616
2024-12-16,4.792600662265931
2024-12-17,7.531229612132178
2024-12-18,9.585201324531862
2024-12-19,7.531229612132178
2024-12-20,6.161915137199054
2024-12-21,7.531229612132178
2024-12-22,8.9005440870653
2024-12-23,6.161915137199054
2024-12-24,6.846572374665616
2024-12-25,8.9005440870653
2024-12-26,10.269858561998424
2024-12-27,9.585201324531862
2024-12-28,15.062459224264355
2024-12-29,9.585201324531862
2024-12-30,7.531229612132178
2024-12-31,6.846572374665616
2025-01-01,9.585201324531862
2025-01-02,6.161915137199054
2025-01-03,5.477257899732493
2025-01-04,9.585201324531862
2025-01-05,10.954515799464986
2025-01-06,6.846572374665616
2025-01-07,5.477257899732493
2025-01-08,5.477257899732493
2025-01-09,5.477257899732493
2025-01-10,4.792600662265931
2025-01-11,6.846572374665616
2025-01-12,7.531229612132178
2025-01-13,5.477257899732493
2025-01-14,4.792600662265931
2025-01-15,5.477257899732493
2025-01-16,5.477257899732493
2025-01-17,4.792600662265931
2025-01-18,7.531229612132178
2025-01-19,8.21588684959874
2025-01-20,6.161915137199054
2025-01-21,4.792600662265931
2025-01-22,4.792600662265931
2025-01-23,4.792600662265931
2025-01-24,4.792600662265931
2025-01-25,6.161915137199054
2025-01-26,7.531229612132178
2025-01-27,4.792600662265931
2025-01-28,4.792600662265931
2025-01-29,4.10794342479937
2025-01-30,4.792600662265931
2025-01-31,5.477257899732493
2025-02-01,6.161915137199054
2025-02-02,6.846572374665616
2025-02-03,4.792600662265931
2025-02-04,4.792600662265931
2025-02-05,4.10794342479937
2025-02-06,4.792600662265931
2025-02-07,4.792600662265931
2025-02-08,6.846572374665616
2025-02-09,68.46572374665615
2025-02-10,16.43177369919748
2025-02-11,7.531229612132178
2025-02-12,6.846572374665616
2025-02-13,5.477257899732493
2025-02-14,6.161915137199054
2025-02-15,8.21588684959874
2025-02-16,11.639173036931547
2025-02-17,7.531229612132178
2025-02-18,6.846572374665616
2025-02-19,5.477257899732493
2025-02-20,4.792600662265931
2025-02-21,6.161915137199054
2025-02-22,8.9005440870653
2025-02-23,9.585201324531862
2025-02-24,5.477257899732493
2025-02-25,4.792600662265931
2025-02-26,4.792600662265931
2025-02-27,4.792600662265931
2025-02-28,5.477257899732493
2025-03-01,6.161915137199054
2025-03-02,7.531229612132178
2025-03-03,5.477257899732493
2025-03-04,4.792600662265931
2025-03-05,4.792600662265931
2025-03-06,4.792600662265931
2025-03-07,4.792600662265931
2025-03-08,8.21588684959874
2025-03-09,7.531229612132178
2025-03-10,4.792600662265931
2025-03-11,4.792600662265931
2025-03-12,4.10794342479937
2025-03-13,4.10794342479937
2025-03-14,4.10794342479937
2025-03-15,6.846572374665616
2025-03-16,8.9005440870653
2025-03-17,7.531229612132178
2025-03-18,5.477257899732493
2025-03-19,5.477257899732493
2025-03-20,5.477257899732493
2025-03-21,4.792600662265931
2025-03-22,7.531229612132178
2025-03-23,8.21588684959874
2025-03-24,4.792600662265931
2025-03-25,4.792600662265931
2025-03-26,4.792600662265931
2025-03-27,4.792600662265931
2025-03-28,5.477257899732493
2025-03-29,7.531229612132178
2025-03-30,9.585201324531862
2025-03-31,4.792600662265931
2025-04-01,4.792600662265931
2025-04-02,15.747116461730917
2025-04-03,11.639173036931547
2025-04-04,8.21588684959874
2025-04-05,10.269858561998424
2025-04-06,13.00848751186467
2025-04-07,6.846572374665616
2025-04-08,8.21588684959874
2025-04-09,6.161915137199054
2025-04-10,5.477257899732493
2025-04-11,6.161915137199054
2025-04-12,8.9005440870653
2025-04-13,10.269858561998424
2025-04-14,5.477257899732493
2025-04-15,5.990750827832414
2025-04-16,6.675408065298976
2025-04-17,6.161915137199054
2025-04-18,6.333079446565694
2025-04-19,9.756365633898502
2025-04-20,9.756365633898502
2025-04-21,6.333079446565694
2025-04-22,5.990750827832414
2025-04-23,5.648422209099133
2025-04-24,5.648422209099133
2025-04-25,6.846572374665616
2025-04-26,8.0447225402321
2025-04-27,9.756365633898502
2025-04-28,7.531229612132178
2025-04-29,7.017736684032256
2025-04-30,6.846572374665616
2025-05-01,8.21588684959874
2025-05-02,8.0447225402321
2025-05-03,9.585201324531862
2025-05-04,14.548966296164433
2025-05-05,9.585201324531862
2025-05-06,8.0447225402321
2025-05-07,7.360065302765538
2025-05-08,7.531229612132178
2025-05-09,9.07170839643194
2025-05-10,11.125680108831626
2025-05-11,13.864309058697872
2025-05-12,10.098694252631784
2025-05-13,9.756365633898502
2025-05-14,10.269858561998424
2025-05-15,11.296844418198265
2025-05-16,12.666158893131389
2025-05-17,16.0894450804642
2025-05-18,21.22437436146341
2025-05-19,17.116430936664038
2025-05-20,18.485745411597165
2025-05-21,19.512731267797005
2025-05-22,19.855059886530285
2025-05-23,27.043960879929184
2025-05-24,32.86354739839496
2025-05-25,34.232861873328076
2025-05-26,33.20587601712824
2025-05-27,24.989989167529497
2025-05-28,18.485745411597165
2025-05-29,17.45875955539732
2025-05-30,16.77410231793076
2025-05-31,22.936017455129814
2025-06-01,21.56670298019669
2025-06-02,15.404787842997635
2025-06-03,12.323830274398109
2025-06-04,11.981501655664829
2025-06-05,11.981501655664829
2025-06-06,16.43177369919748
2025-06-07,18.14341679286388
2025-06-08,17.116430936664038
2025-06-09,10.954515799464986
2025-06-10,9.242872705798582
2025-06-11,9.585201324531862
2025-06-12,11.639173036931547
2025-06-13,9.585201324531862
2025-06-14,11.296844418198265
2025-06-15,14.035473368064512
2025-06-16,10.612187180731706
2025-06-17,9.242872705798582
2025-06-18,9.585201324531862
2025-06-19,10.269858561998424
2025-06-20,8.9005440870653
2025-06-21,11.981501655664829
2025-06-22,13.350816130597952
2025-06-23,8.558215468332019
2025-06-24,10.269858561998424
2025-06-25,8.9005440870653
2025-06-26,8.558215468332019
2025-06-27,9.242872705798582
2025-06-28,11.296844418198265
2025-06-29,13.350816130597952
2025-06-30,7.873558230865458
2025-07-01,8.558215468332019
2025-07-02,8.21588684959874
2025-07-03,10.269858561998424
2025-07-04,13.350816130597952
2025-07-05,13.350816130597952
2025-07-06,14.377801986797794
2025-07-07,9.585201324531862
2025-07-08,8.9005440870653
2025-07-09,8.21588684959874
2025-07-10,8.9005440870653
2025-07-11,8.9005440870653
2025-07-12,10.954515799464986
2025-07-13,10.954515799464986
2025-07-14,8.558215468332019
2025-07-15,7.873558230865458
2025-07-16,9.242872705798582
2025-07-17,8.21588684959874
2025-07-18,8.21588684959874
2025-07-19,9.242872705798582
2025-07-20,11.639173036931547
2025-07-21,8.558215468332019
2025-07-22,6.161915137199054
2025-07-23,7.188900993398897
2025-07-24,7.531229612132178
2025-07-25,8.558215468332019
2025-07-26,10.269858561998424
2025-07-27,11.639173036931547
2025-07-28,8.21588684959874
2025-07-29,14.035473368064512
2025-07-30,22.936017455129814
2025-07-31,14.035473368064512
2025-08-01,10.954515799464986
2025-08-02,10.269858561998424
2025-08-03,10.269858561998424
2025-08-04,8.21588684959874
2025-08-05,7.188900993398897
2025-08-06,7.188900993398897
2025-08-07,7.188900993398897
2025-08-08,8.21588684959874
2025-08-09,9.585201324531862
2025-08-10,9.242872705798582
2025-08-11,6.161915137199054
2025-08-12,5.819586518465774
2025-08-13,5.819586518465774
2025-08-14,5.819586518465774
2025-08-15,11.981501655664829
2025-08-16,10.612187180731706
2025-08-17,10.954515799464986
2025-08-18,7.531229612132178
2025-08-19,7.531229612132178
2025-08-20,7.531229612132178
2025-08-21,7.188900993398897
2025-08-22,19.170402649063725
2025-08-23,12.666158893131389
2025-08-24,11.296844418198265
2025-08-25,7.531229612132178
2025-08-26,6.161915137199054
2025-08-27,5.819586518465774
2025-08-28,5.477257899732493
2025-08-29,6.161915137199054
2025-08-30,8.21588684959874
2025-08-31,9.927529943265142
2025-09-01,9.242872705798582
2025-09-02,6.161915137199054
2025-09-03,4.792600662265931
2025-09-04,5.477257899732493
2025-09-05,5.477257899732493
2025-09-06,6.846572374665616
2025-09-07,8.9005440870653
2025-09-08,5.477257899732493
2025-09-09,4.792600662265931
2025-09-10,4.45027204353265
2025-09-11,4.45027204353265
2025-09-12,4.792600662265931
2025-09-13,6.846572374665616
2025-09-14,6.504243755932335
2025-09-15,4.792600662265931
2025-09-16,4.45027204353265
2025-09-17,5.134929280999212
2025-09-18,5.134929280999212
2025-09-19,5.134929280999212
2025-09-20,6.504243755932335
2025-09-21,7.873558230865458
2025-09-22,7.531229612132178
2025-09-23,5.134929280999212
2025-09-24,5.134929280999212
2025-09-25,5.134929280999212
2025-09-26,5.477257899732493
2025-09-27,6.846572374665616
2025-09-28,6.846572374665616
2025-09-29,5.477257899732493
2025-09-30,8.21588684959874
2025-10-01,7.188900993398897
2025-10-02,6.846572374665616
2025-10-03,5.819586518465774
2025-10-04,8.558215468332019
2025-10-05,9.927529943265142
2025-10-06,8.558215468332019
2025-10-07,7.188900993398897
2025-10-08,6.161915137199054
2025-10-09,5.477257899732493
2025-10-10,5.477257899732493
2025-10-11,7.188900993398897
2025-10-12,8.9005440870653
2025-10-13,5.819586518465774
2025-10-14,5.477257899732493
2025-10-15,5.819586518465774
2025-10-16,5.819586518465774
2025-10-17,6.504243755932335
2025-10-18,8.21588684959874
2025-10-19,8.21588684959874
2025-10-20,5.819586518465774
2025-10-21,5.134929280999212
2025-10-22,5.819586518465774
2025-10-23,5.819586518465774
2025-10-24,6.161915137199054
2025-10-25,7.873558230865458
2025-10-26,7.873558230865458
2025-10-27,5.477257899732493
2025-10-28,5.134929280999212
2025-10-29,5.134929280999212
2025-10-30,6.161915137199054
2025-10-31,6.504243755932335
2025-11-01,7.531229612132178
2025-11-02,6.504243755932335
2025-11-03,5.477257899732493
2025-11-04,4.792600662265931
2025-11-05,4.792600662265931
2025-11-06,5.477257899732493
2025-11-07,5.819586518465774
2025-11-08,8.21588684959874
2025-11-09,8.21588684959874
2025-11-10,5.477257899732493
2025-11-11,5.477257899732493
2025-11-12,5.134929280999212
2025-11-13,4.792600662265931
2025-11-14,5.477257899732493
2025-11-15,7.873558230865458
2025-11-16,8.9005440870653
2025-11-17,14.720130605531075
2025-11-18,13.350816130597952
2025-11-19,8.21588684959874
2025-11-20,6.846572374665616
2025-11-21,5.819586518465774
2025-11-22,7.188900993398897
2025-11-23,7.531229612132178
2025-11-24,5.477257899732493
2025-11-25,5.477257899732493
2025-11-26,6.504243755932335
2025-11-27,7.188900993398897
2025-11-28,7.188900993398897
2025-11-29,6.846572374665616
2025-11-30,6.504243755932335
2025-12-01,5.477257899732493
2025-12-02,4.792600662265931
2025-12-03,5.134929280999212
2025-12-04,5.477257899732493
2025-12-05,6.504243755932335
2025-12-06,9.927529943265142
2025-12-07,8.558215468332019
2025-12-08,6.504243755932335
2025-12-09,6.846572374665616
2025-12-10,6.161915137199054
2025-12-11,5.824576500645366
2025-12-12,6.14147997208263
2025-12-13,9.212219958123946
2025-12-14,8.895316486686681
2025-12-15,6.921026077027783
2025-12-16,6.84815649599247
2025-12-17,5.897446081680677
2025-12-18,7.481963438866999
2025-12-19,9.918896482033784
2025-12-20,8.578413015249415
2025-12-21,8.505543434214104
2025-12-22,7.798866910304263
2025-12-23,6.458383443519894
2025-12-24,7.165059967429735
2025-12-25,9.601993010596521
2025-12-26,11.722022582326042
2025-12-27,11.015346058416203
2025-12-28,10.162930372435738
2025-12-29,8.822446905651368
2025-12-30,7.944606072374887
2025-12-31,8.578413015249415
2026-01-01,9.846026900998472
2026-01-02,7.8717364913395755
2026-01-03,9.285089539159257
2026-01-04,9.601993010596521
2026-01-05,6.14147997208263
2026-01-06,5.824576500645366
2026-01-07,5.434803448172789
2026-01-08,5.824576500645366
2026-01-09,5.507673029208101
2026-01-10,7.869914751813692
2026-01-11,8.307132238025565
2026-01-12,6.704001455248701
2026-01-13,5.829566482824957
2026-01-14,6.412523131107453
2026-01-15,5.100870672471838
2026-01-16,5.538088158683709
2026-01-17,6.995479779389949
2026-01-18,8.015653913884316
2026-01-19,6.266783969036829
2026-01-20,4.80939234833059
2026-01-21,4.663653186259966
2026-01-22,4.80939234833059
2026-01-23,5.538088158683709
2026-01-24,7.286958103531196
2026-01-25,10.930437155296795
2026-01-26,8.598610562166812
2026-01-27,7.578436427672444
2026-01-28,5.975305644895581
2026-01-29,5.538088158683709
2026-01-30,6.121044806966205
2026-01-31,10.638958831155547
2026-02-01,14.573916207062393
2026-02-02,7.286958103531196
2026-02-03,5.538088158683709
2026-02-04,6.5582622931780765
2026-02-05,4.663653186259966
2026-02-06,5.100870672471838
2026-02-07,7.869914751813692
2026-02-08,7.724175589743068
2026-02-09,4.80939234833059
2026-02-10,4.517914024189341
2026-02-11,4.9551315104012135
2026-02-12,5.538088158683709
2026-02-13,8.452871400096187
2026-02-14,11.367654641508667
2026-02-15,9.61878469666118
2026-02-16,9.764523858731803
2026-02-17,8.452871400096187
2026-02-18,6.849740617319324
2026-02-19,6.5582622931780765
2026-02-20,6.5582622931780765
2026-02-21,7.432697265601821
2026-02-22,7.286958103531196
2026-02-23,6.995479779389949
2026-02-24,5.683827320754333
2026-02-25,4.517914024189341
2026-02-26,6.412523131107453
2026-02-27,6.5582622931780765
2026-02-28,6.704001455248701
2026-03-01,8.598610562166812
2026-03-02,6.266783969036829
2026-03-03,5.100870672471838
2026-03-04,5.100870672471838
2026-03-05,5.246609834542461
2026-03-06,5.100870672471838
2026-03-07,6.5582622931780765
2026-03-08,6.995479779389949
2026-03-09,5.246609834542461
2026-03-10,4.80939234833059
2026-03-11,4.517914024189341
2026-03-12,5.3923489966130855
2026-03-13,4.9551315104012135
2026-03-14,8.015653913884316
2026-03-15,7.869914751813692
2026-03-16,7.432697265601821
2026-03-17,5.829566482824957
2026-03-18,5.246609834542461
2026-03-19,5.246609834542461
2026-03-20,5.538088158683709
2026-03-21,6.412523131107453
2026-03-22,7.141218941460573
2026-03-23,5.100870672471838
2026-03-24,4.9551315104012135
2026-03-25,4.9551315104012135
2026-03-26,4.663653186259966
2026-03-27,4.80939234833059
2026-03-28,6.5582622931780765
2026-03-29,6.995479779389949
2026-03-30,5.100870672471838
2026-03-31,5.538088158683709
2026-04-01,4.80939234833059
2026-04-02,4.663653186259966
2026-04-03,7.724175589743068
2026-04-04,7.869914751813692
2026-04-05,9.181567210449307
2026-04-06,5.829566482824957
2026-04-07,5.100870672471838
2026-04-08,4.80939234833059
2026-04-09,5.246609834542461
2026-04-10,4.9551315104012135
2026-04-11,6.704001455248701
2026-04-12,6.849740617319324
2026-04-13,5.246609834542461
2026-04-14,4.517914024189341
2026-04-15,6.995479779389949
2026-04-16,7.286958103531196
2026-04-17,8.16139307595494
2026-04-18,8.598610562166812
2026-04-19,8.744349724237436
2026-04-20,5.975305644895581
2026-04-21,5.538088158683709
2026-04-22,5.246609834542461
2026-04-23,5.100870672471838
2026-04-24,5.100870672471838
2026-04-25,6.412523131107453
2026-04-26,7.578436427672444
2026-04-27,7.141218941460573
2026-04-28,5.683827320754333
2026-04-29,6.704001455248701
2026-04-30,6.849740617319324
2026-05-01,5.975305644895581
2026-05-02,9.473045534590556
2026-05-03,9.61878469666118
2026-05-04,6.849740617319324
2026-05-05,6.5582622931780765
2026-05-06,5.829566482824957
2026-05-07,5.829566482824957
2026-05-08,5.683827320754333
2026-05-09,7.869914751813692
2026-05-10,6.995479779389949
2026-05-11,5.683827320754333
2026-05-12,5.975305644895581
2026-05-13,6.704001455248701
2026-05-14,5.975305644895581
2026-05-15,6.849740617319324
2026-05-16,9.181567210449307
2026-05-17,10.784697993226171
2026-05-18,7.432697265601821
2026-05-19,5.683827320754333
2026-05-20,5.683827320754333
2026-05-21,5.683827320754333
2026-05-22,5.683827320754333
2026-05-23,8.744349724237436
2026-05-24,8.89008888630806
2026-05-25,7.578436427672444
2026-05-26,5.683827320754333
2026-05-27,5.100870672471838
2026-05-28,5.246609834542461
2026-05-29,5.246609834542461
2026-05-30,6.5582622931780765
2026-05-31,8.015653913884316
