Time,local_guide_program
2024-09-23,78.7870249172465
2024-09-24,75.97320259877341
2024-09-25,81.60084723571958
2024-09-26,75.03526182594905
2024-09-27,74.09732105312469
2024-09-28,44.083216322745066
2024-09-29,45.02115709556943
2024-09-30,75.97320259877341
2024-10-01,77.84908414442214
2024-10-02,74.09732105312469
2024-10-03,76.91114337159777
2024-10-04,69.40761718900286
2024-10-05,41.26939400427197
2024-10-06,41.26939400427197
2024-10-07,77.84908414442214
2024-10-08,70.34555796182723
2024-10-09,72.22143950747595
2024-10-10,72.22143950747595
2024-10-11,70.34555796182723
2024-10-12,40.33145323144761
2024-10-13,39.39351245862325
2024-10-14,70.34555796182723
2024-10-15,75.97320259877341
2024-10-16,72.22143950747595
2024-10-17,73.15938028030031
2024-10-18,68.4696764161785
2024-10-19,40.33145323144761
2024-10-20,38.45557168579889
2024-10-21,73.15938028030031
2024-10-22,75.03526182594905
2024-10-23,73.15938028030031
2024-10-24,72.22143950747595
2024-10-25,69.40761718900286
2024-10-26,41.26939400427197
2024-10-27,37.517630912974525
2024-10-28,74.09732105312469
2024-10-29,74.09732105312469
2024-10-30,65.65585409770542
2024-10-31,62.84203177923232
2024-11-01,62.84203177923232
2024-11-02,38.45557168579889
2024-11-03,39.39351245862325
2024-11-04,73.15938028030031
2024-11-05,62.84203177923232
2024-11-06,45.95909786839379
2024-11-07,66.59379487052978
2024-11-08,69.40761718900286
2024-11-09,38.45557168579889
2024-11-10,40.33145323144761
2024-11-11,66.59379487052978
2024-11-12,72.22143950747595
2024-11-13,69.40761718900286
2024-11-14,69.40761718900286
2024-11-15,65.65585409770542
2024-11-16,38.45557168579889
2024-11-17,37.517630912974525
2024-11-18,69.40761718900286
2024-11-19,71.28349873465159
2024-11-20,68.4696764161785
2024-11-21,68.4696764161785
2024-11-22,61.90409100640796
2024-11-23,38.45557168579889
2024-11-24,36.579690140150156
2024-11-25,70.34555796182723
2024-11-26,67.53173564335414
2024-11-27,58.15232791511051
2024-11-28,33.76586782167707
2024-11-29,38.45557168579889
2024-11-30,35.641749367325794
2024-12-01,36.579690140150156
2024-12-02,70.34555796182723
2024-12-03,70.34555796182723
2024-12-04,72.22143950747595
2024-12-05,65.65585409770542
2024-12-06,67.53173564335414
2024-12-07,37.517630912974525
2024-12-08,40.33145323144761
2024-12-09,69.40761718900286
2024-12-10,68.4696764161785
2024-12-11,70.34555796182723
2024-12-12,65.65585409770542
2024-12-13,60.028209460759236
2024-12-14,40.33145323144761
2024-12-15,39.39351245862325
2024-12-16,72.22143950747595
2024-12-17,74.09732105312469
2024-12-18,70.34555796182723
2024-12-19,75.03526182594905
2024-12-20,60.028209460759236
2024-12-21,38.45557168579889
2024-12-22,38.45557168579889
2024-12-23,56.27644636946178
2024-12-24,45.02115709556943
2024-12-25,30.95204550320398
2024-12-26,52.52468327816433
2024-12-27,57.21438714228615
2024-12-28,44.083216322745066
2024-12-29,38.45557168579889
2024-12-30,67.53173564335414
2024-12-31,59.09026868793487
2025-01-01,38.45557168579889
2025-01-02,77.84908414442214
2025-01-03,74.09732105312469
2025-01-04,51.58674250533997
2025-01-05,43.1452755499207
2025-01-06,75.97320259877341
2025-01-07,85.35261032701703
2025-01-08,87.22849187266577
2025-01-09,78.7870249172465
2025-01-10,73.15938028030031
2025-01-11,46.89703864121815
2025-01-12,45.95909786839379
2025-01-13,83.47672878136831
2025-01-14,80.66290646289522
2025-01-15,83.47672878136831
2025-01-16,78.7870249172465
2025-01-17,75.03526182594905
2025-01-18,42.207334777096335
2025-01-19,41.26939400427197
2025-01-20,56.27644636946178
2025-01-21,71.28349873465159
2025-01-22,75.97320259877341
2025-01-23,74.09732105312469
2025-01-24,73.15938028030031
2025-01-25,46.89703864121815
2025-01-26,42.207334777096335
2025-01-27,77.84908414442214
2025-01-28,83.47672878136831
2025-01-29,80.66290646289522
2025-01-30,77.84908414442214
2025-01-31,72.22143950747595
2025-02-01,44.083216322745066
2025-02-02,41.26939400427197
2025-02-03,73.15938028030031
2025-02-04,75.97320259877341
2025-02-05,75.03526182594905
2025-02-06,74.09732105312469
2025-02-07,75.97320259877341
2025-02-08,46.89703864121815
2025-02-09,43.1452755499207
2025-02-10,73.15938028030031
2025-02-11,83.47672878136831
2025-02-12,82.53878800854395
2025-02-13,84.41466955419267
2025-02-14,76.91114337159777
2025-02-15,46.89703864121815
2025-02-16,46.89703864121815
2025-02-17,74.09732105312469
2025-02-18,81.60084723571958
2025-02-19,80.66290646289522
2025-02-20,76.91114337159777
2025-02-21,76.91114337159777
2025-02-22,46.89703864121815
2025-02-23,46.89703864121815
2025-02-24,83.47672878136831
2025-02-25,79.72496569007086
2025-02-26,79.72496569007086
2025-02-27,79.72496569007086
2025-02-28,75.97320259877341
2025-03-01,47.834979414042515
2025-03-02,45.95909786839379
2025-03-03,84.41466955419267
2025-03-04,83.47672878136831
2025-03-05,79.72496569007086
2025-03-06,79.72496569007086
2025-03-07,79.72496569007086
2025-03-08,47.834979414042515
2025-03-09,46.89703864121815
2025-03-10,84.41466955419267
2025-03-11,77.84908414442214
2025-03-12,77.84908414442214
2025-03-13,78.7870249172465
2025-03-14,70.34555796182723
2025-03-15,48.77292018686688
2025-03-16,47.834979414042515
2025-03-17,88.16643264549013
2025-03-18,86.2905510998414
2025-03-19,88.16643264549013
2025-03-20,81.60084723571958
2025-03-21,75.97320259877341
2025-03-22,48.77292018686688
2025-03-23,47.834979414042515
2025-03-24,85.35261032701703
2025-03-25,85.35261032701703
2025-03-26,81.60084723571958
2025-03-27,79.72496569007086
2025-03-28,76.91114337159777
2025-03-29,49.71086095969124
2025-03-30,46.89703864121815
2025-03-31,80.66290646289522
2025-04-01,81.60084723571958
2025-04-02,75.97320259877341
2025-04-03,78.7870249172465
2025-04-04,75.97320259877341
2025-04-05,46.89703864121815
2025-04-06,48.77292018686688
2025-04-07,79.72496569007086
2025-04-08,82.53878800854395
2025-04-09,81.60084723571958
2025-04-10,77.84908414442214
2025-04-11,78.7870249172465
2025-04-12,47.834979414042515
2025-04-13,45.02115709556943
2025-04-14,83.47672878136831
2025-04-15,87.91967978527028
2025-04-16,84.73524709148646
2025-04-17,82.01978478411485
2025-04-18,70.5036599805608
2025-04-19,44.75594806608109
2025-04-20,39.32502345133784
2025-04-21,82.48875517052701
2025-04-22,88.57395535933782
2025-04-23,83.61200113100674
2025-04-24,78.65004690267568
2025-04-25,73.21912228793242
2025-04-26,48.12568594752025
2025-04-27,48.594656333932434
2025-04-28,83.61200113100674
2025-04-29,82.48875517052701
2025-04-30,78.18107651626349
2025-05-01,78.65004690267568
2025-05-02,72.0958763274527
2025-05-03,45.41022364014863
2025-05-04,48.12568594752025
2025-05-05,82.01978478411485
2025-05-06,83.61200113100674
2025-05-07,80.24226324956757
2025-05-08,79.7732928631554
2025-05-09,78.65004690267568
2025-05-10,45.87919402656081
2025-05-11,45.87919402656081
2025-05-12,94.00487997408106
2025-05-13,89.04292574575
2025-05-14,86.79643382479055
2025-05-15,83.74727348064518
2025-05-16,78.51306888810485
2025-05-17,48.41639248099799
2025-05-18,48.41639248099799
2025-05-19,92.90713151759074
2025-05-20,86.36437577691534
2025-05-21,83.74727348064518
2025-05-22,82.4387223325101
2025-05-23,78.51306888810485
2025-05-24,43.18218788845767
2025-05-25,41.87363674032259
2025-05-26,53.650597073538314
2025-05-27,91.59858036945566
2025-05-28,94.21568266572582
2025-05-29,85.05582462878026
2025-05-30,79.82162003623993
2025-05-31,48.41639248099799
2025-06-01,47.10784133286291
2025-06-02,86.36437577691534
2025-06-03,91.59858036945566
2025-06-04,83.74727348064518
2025-06-05,82.4387223325101
2025-06-06,81.13017118437502
2025-06-07,44.49073903659275
2025-06-08,44.49073903659275
2025-06-09,87.67292692505042
2025-06-10,88.9814780731855
2025-06-11,83.74727348064518
2025-06-12,83.74727348064518
2025-06-13,74.58741544369961
2025-06-14,43.18218788845767
2025-06-15,43.18218788845767
2025-06-16,86.36437577691534
2025-06-17,87.67292692505042
2025-06-18,85.05582462878026
2025-06-19,74.58741544369961
2025-06-20,77.20451773996977
2025-06-21,44.49073903659275
2025-06-22,41.87363674032259
2025-06-23,88.9814780731855
2025-06-24,88.9814780731855
2025-06-25,79.82162003623993
2025-06-26,79.82162003623993
2025-06-27,79.82162003623993
2025-06-28,49.72494362913307
2025-06-29,44.49073903659275
2025-06-30,86.36437577691534
2025-07-01,85.05582462878026
2025-07-02,90.29002922132058
2025-07-03,81.13017118437502
2025-07-04,44.49073903659275
2025-07-05,45.79929018472783
2025-07-06,53.650597073538314
2025-07-07,99.44988725826614
2025-07-08,90.29002922132058
2025-07-09,90.29002922132058
2025-07-10,86.36437577691534
2025-07-11,82.4387223325101
2025-07-12,48.41639248099799
2025-07-13,49.72494362913307
2025-07-14,96.83278496199598
2025-07-15,92.90713151759074
2025-07-16,88.9814780731855
2025-07-17,87.67292692505042
2025-07-18,81.13017118437502
2025-07-19,47.10784133286291
2025-07-20,52.342045925403234
2025-07-21,96.83278496199598
2025-07-22,92.90713151759074
2025-07-23,86.36437577691534
2025-07-24,86.36437577691534
2025-07-25,85.05582462878026
2025-07-26,47.10784133286291
2025-07-27,45.79929018472783
2025-07-28,91.59858036945566
2025-07-29,88.9814780731855
2025-07-30,90.29002922132058
2025-07-31,83.74727348064518
2025-08-01,81.13017118437502
2025-08-02,75.89596659183469
2025-08-03,86.36437577691534
2025-08-04,130.8551148135081
2025-08-05,102.0669895545363
2025-08-06,92.90713151759074
2025-08-07,88.9814780731855
2025-08-08,82.4387223325101
2025-08-09,49.72494362913307
2025-08-10,48.41639248099799
2025-08-11,91.59858036945566
2025-08-12,90.29002922132058
2025-08-13,86.36437577691534
2025-08-14,88.9814780731855
2025-08-15,81.13017118437502
2025-08-16,53.650597073538314
2025-08-17,48.41639248099799
2025-08-18,94.21568266572582
2025-08-19,94.21568266572582
2025-08-20,85.05582462878026
2025-08-21,83.74727348064518
2025-08-22,75.89596659183469
2025-08-23,45.79929018472783
2025-08-24,47.10784133286291
2025-08-25,90.29002922132058
2025-08-26,85.05582462878026
2025-08-27,85.05582462878026
2025-08-28,81.13017118437502
2025-08-29,73.27886429556453
2025-08-30,43.18218788845767
2025-08-31,41.87363674032259
2025-09-01,48.41639248099799
2025-09-02,82.4387223325101
2025-09-03,83.74727348064518
2025-09-04,79.82162003623993
2025-09-05,77.20451773996977
2025-09-06,44.49073903659275
2025-09-07,40.56508559218751
2025-09-08,88.9814780731855
2025-09-09,82.4387223325101
2025-09-10,73.27886429556453
2025-09-11,74.58741544369961
2025-09-12,70.66176199929437
2025-09-13,41.87363674032259
2025-09-14,39.25653444405243
2025-09-15,81.13017118437502
2025-09-16,79.82162003623993
2025-09-17,74.58741544369961
2025-09-18,75.89596659183469
2025-09-19,73.27886429556453
2025-09-20,40.56508559218751
2025-09-21,39.25653444405243
2025-09-22,85.05582462878026
2025-09-23,81.13017118437502
2025-09-24,74.58741544369961
2025-09-25,74.58741544369961
2025-09-26,71.97031314742945
2025-09-27,40.56508559218751
2025-09-28,40.56508559218751
2025-09-29,79.82162003623993
2025-09-30,77.20451773996977
2025-10-01,71.97031314742945
2025-10-02,71.97031314742945
2025-10-03,71.97031314742945
2025-10-04,40.56508559218751
2025-10-05,51.03349477726815
2025-10-06,78.51306888810485
2025-10-07,75.89596659183469
2025-10-08,73.27886429556453
2025-10-09,74.58741544369961
2025-10-10,69.35321085115929
2025-10-11,39.25653444405243
2025-10-12,39.25653444405243
2025-10-13,77.20451773996977
2025-10-14,79.82162003623993
2025-10-15,78.51306888810485
2025-10-16,73.27886429556453
2025-10-17,74.58741544369961
2025-10-18,41.87363674032259
2025-10-19,39.25653444405243
2025-10-20,77.20451773996977
2025-10-21,77.20451773996977
2025-10-22,77.20451773996977
2025-10-23,75.89596659183469
2025-10-24,71.97031314742945
2025-10-25,41.87363674032259
2025-10-26,41.87363674032259
2025-10-27,75.89596659183469
2025-10-28,75.89596659183469
2025-10-29,77.20451773996977
2025-10-30,71.97031314742945
2025-10-31,61.5019039623488
2025-11-01,40.56508559218751
2025-11-02,36.639432147782266
2025-11-03,75.89596659183469
2025-11-04,71.97031314742945
2025-11-05,71.97031314742945
2025-11-06,71.97031314742945
2025-11-07,70.66176199929437
2025-11-08,39.25653444405243
2025-11-09,36.639432147782266
2025-11-10,69.35321085115929
2025-11-11,68.04465970302421
2025-11-12,69.35321085115929
2025-11-13,71.97031314742945
2025-11-14,66.73610855488913
2025-11-15,40.56508559218751
2025-11-16,39.25653444405243
2025-11-17,69.35321085115929
2025-11-18,66.73610855488913
2025-11-19,65.42755740675405
2025-11-20,58.88480166607864
2025-11-21,54.959148221673395
2025-11-22,39.25653444405243
2025-11-23,34.022329851512104
2025-11-24,58.88480166607864
2025-11-25,62.810455110483886
2025-11-26,45.79929018472783
2025-11-27,27.479574110836698
2025-11-28,35.330880999647185
2025-11-29,32.713778703377024
2025-11-30,34.022329851512104
2025-12-01,61.5019039623488
2025-12-02,66.73610855488913
2025-12-03,70.66176199929437
2025-12-04,71.97031314742945
2025-12-05,65.42755740675405
2025-12-06,41.87363674032259
2025-12-07,37.947983295917346
2025-12-08,70.66176199929437
2025-12-09,73.27886429556453
2025-12-10,70.66176199929437
2025-12-11,69.22235573634578
2025-12-12,59.84440584137769
2025-12-13,39.30015281565693
2025-12-14,37.686273066290326
2025-12-15,70.35643339806285
2025-12-16,69.22235573634578
2025-12-17,64.68604508947749
2025-12-18,68.0882780746287
2025-12-19,61.93808767839383
2025-12-20,37.686273066290326
2025-12-21,38.16607515393986
2025-12-22,65.34032066354504
2025-12-23,57.576250517943556
2025-12-24,40.91403256502353
2025-12-25,26.040167847888107
2025-12-26,45.450343211891806
2025-12-27,36.552195404573254
2025-12-28,36.552195404573254
2025-12-29,70.83623548571238
2025-12-30,64.20624300182797
2025-12-31,51.42606012170867
2026-01-01,35.41811774285619
2026-01-02,64.20624300182797
2026-01-03,47.06422296125841
2026-01-04,43.18218788845767
2026-01-05,80.21418538068045
2026-01-06,84.0962204534812
2026-01-07,81.34826304239752
2026-01-08,79.08010771896339
2026-01-09,75.8523482202302
2026-01-10,47.02060458965391
2026-01-11,46.061000414354844
2026-01-12,81.56635490042004
2026-01-13,84.44516742631721
2026-01-14,79.64714654982193
2026-01-15,81.56635490042004
2026-01-16,74.84912567332663
2026-01-17,46.061000414354844
2026-01-18,42.222583713158606
2026-01-19,66.21268809563509
2026-01-20,76.76833402392474
2026-01-21,78.68754237452286
2026-01-22,77.7279381992238
2026-01-23,61.414667219139794
2026-01-24,37.42456283666331
2026-01-25,36.46495866136425
2026-01-26,69.09150062153226
2026-01-27,73.88952149802756
2026-01-28,78.68754237452286
2026-01-29,85.40477160161628
2026-01-30,72.9299173227285
2026-01-31,46.061000414354844
2026-02-01,49.89941711555108
2026-02-02,95.96041752990592
2026-02-03,92.12200082870969
2026-02-04,80.60675072512097
2026-02-05,71.97031314742945
2026-02-06,71.01070897213039
2026-02-07,49.89941711555108
2026-02-08,41.26297953785955
2026-02-09,68.13189644623321
2026-02-10,78.68754237452286
2026-02-11,80.60675072512097
2026-02-12,67.17229227093415
2026-02-13,62.37427139443885
2026-02-14,41.26297953785955
2026-02-15,40.30337536256049
2026-02-16,57.576250517943556
2026-02-17,66.21268809563509
2026-02-18,47.98020876495296
2026-02-19,47.02060458965391
2026-02-20,67.17229227093415
2026-02-21,45.10139623905579
2026-02-22,39.34377118726143
2026-02-23,77.7279381992238
2026-02-24,84.44516742631721
2026-02-25,77.7279381992238
2026-02-26,79.64714654982193
2026-02-27,72.9299173227285
2026-02-28,46.061000414354844
2026-03-01,45.10139623905579
2026-03-02,81.56635490042004
2026-03-03,86.36437577691534
2026-03-04,81.56635490042004
2026-03-05,83.48556325101816
2026-03-06,83.48556325101816
2026-03-07,51.8186254661492
2026-03-08,47.02060458965391
2026-03-09,87.3239799522144
2026-03-10,84.44516742631721
2026-03-11,85.40477160161628
2026-03-12,82.5259590757191
2026-03-13,77.7279381992238
2026-03-14,54.69743799204638
2026-03-15,49.89941711555108
2026-03-16,83.48556325101816
2026-03-17,85.40477160161628
2026-03-18,87.3239799522144
2026-03-19,82.5259590757191
2026-03-20,77.7279381992238
2026-03-21,51.8186254661492
2026-03-22,45.10139623905579
2026-03-23,91.16239665341064
2026-03-24,92.12200082870969
2026-03-25,89.24318830281251
2026-03-26,80.60675072512097
2026-03-27,78.68754237452286
2026-03-28,47.98020876495296
2026-03-29,47.98020876495296
2026-03-30,84.44516742631721
2026-03-31,87.3239799522144
2026-04-01,88.28358412751345
2026-04-02,85.40477160161628
2026-04-03,70.05110479683132
2026-04-04,48.939812940252025
2026-04-05,44.141792063756725
2026-04-06,89.24318830281251
2026-04-07,81.56635490042004
2026-04-08,86.36437577691534
2026-04-09,81.56635490042004
2026-04-10,79.64714654982193
2026-04-11,46.061000414354844
2026-04-12,45.10139623905579
2026-04-13,88.28358412751345
2026-04-14,79.64714654982193
2026-04-15,81.56635490042004
2026-04-16,81.56635490042004
2026-04-17,74.84912567332663
2026-04-18,46.061000414354844
2026-04-19,47.02060458965391
2026-04-20,86.36437577691534
2026-04-21,87.3239799522144
2026-04-22,85.40477160161628
2026-04-23,83.48556325101816
2026-04-24,75.80872984862569
2026-04-25,49.89941711555108
2026-04-26,46.061000414354844
2026-04-27,88.28358412751345
2026-04-28,89.24318830281251
2026-04-29,86.36437577691534
2026-04-30,82.5259590757191
2026-05-01,79.64714654982193
2026-05-02,47.98020876495296
2026-05-03,49.89941711555108
2026-05-04,89.24318830281251
2026-05-05,86.36437577691534
2026-05-06,89.24318830281251
2026-05-07,84.44516742631721
2026-05-08,81.56635490042004
2026-05-09,51.8186254661492
2026-05-10,47.02060458965391
2026-05-11,91.16239665341064
2026-05-12,94.04120917930781
2026-05-13,92.12200082870969
2026-05-14,89.24318830281251
2026-05-15,82.5259590757191
2026-05-16,48.939812940252025
2026-05-17,48.939812940252025
2026-05-18,90.20279247811158
2026-05-19,88.28358412751345
2026-05-20,90.20279247811158
2026-05-21,85.40477160161628
2026-05-22,77.7279381992238
2026-05-23,50.859021290850144
2026-05-24,47.98020876495296
2026-05-25,51.8186254661492
2026-05-26,94.04120917930781
2026-05-27,87.3239799522144
2026-05-28,85.40477160161628
2026-05-29,81.56635490042004
2026-05-30,51.8186254661492
2026-05-31,71.01070897213039
