Time,buffalo_wild_wings
2024-09-22,35.09657773500433
2024-09-23,19.573091429137033
2024-09-24,19.573091429137033
2024-09-25,18.89815724192541
2024-09-26,24.972564926830007
2024-09-27,24.972564926830007
2024-09-28,33.74670936058109
2024-09-29,36.446446109427576
2024-09-30,17.548288867502166
2024-10-01,19.573091429137033
2024-10-02,18.223223054713788
2024-10-03,23.62269655240676
2024-10-04,24.297630739618384
2024-10-05,32.39684098615785
2024-10-06,36.446446109427576
2024-10-07,18.223223054713788
2024-10-08,19.573091429137033
2024-10-09,19.573091429137033
2024-10-10,29.02217005009974
2024-10-11,29.697104237311358
2024-10-12,43.195787981543795
2024-10-13,41.17098541990893
2024-10-14,26.32243330125325
2024-10-15,26.32243330125325
2024-10-16,24.972564926830007
2024-10-17,29.02217005009974
2024-10-18,29.697104237311358
2024-10-19,37.79631448385082
2024-10-20,37.79631448385082
2024-10-21,19.573091429137033
2024-10-22,22.27282817798352
2024-10-23,20.922959803560275
2024-10-24,28.347235862888116
2024-10-25,29.697104237311358
2024-10-26,40.496051232697305
2024-10-27,39.821117045485686
2024-10-28,21.597893990771897
2024-10-29,28.347235862888116
2024-10-30,26.99736748846487
2024-10-31,28.347235862888116
2024-11-01,31.046972611734603
2024-11-02,38.47124867106244
2024-11-03,39.821117045485686
2024-11-04,24.297630739618384
2024-11-05,22.27282817798352
2024-11-06,16.873354680290547
2024-11-07,24.972564926830007
2024-11-08,29.697104237311358
2024-11-09,37.121380296639195
2024-11-10,43.195787981543795
2024-11-11,47.24539310481352
2024-11-12,26.32243330125325
2024-11-13,20.922959803560275
2024-11-14,25.64749911404163
2024-11-15,33.74670936058109
2024-11-16,41.84591960712055
2024-11-17,39.14618285827407
2024-11-18,18.89815724192541
2024-11-19,19.573091429137033
2024-11-20,18.89815724192541
2024-11-21,22.27282817798352
2024-11-22,24.972564926830007
2024-11-23,30.37203842452298
2024-11-24,32.39684098615785
2024-11-25,19.573091429137033
2024-11-26,20.922959803560275
2024-11-27,24.972564926830007
2024-11-28,20.922959803560275
2024-11-29,19.573091429137033
2024-11-30,29.02217005009974
2024-12-01,28.347235862888116
2024-12-02,16.873354680290547
2024-12-03,16.873354680290547
2024-12-04,18.89815724192541
2024-12-05,22.27282817798352
2024-12-06,23.62269655240676
2024-12-07,33.74670936058109
2024-12-08,35.09657773500433
2024-12-09,18.223223054713788
2024-12-10,20.922959803560275
2024-12-11,19.573091429137033
2024-12-12,23.62269655240676
2024-12-13,24.972564926830007
2024-12-14,31.046972611734603
2024-12-15,37.79631448385082
2024-12-16,20.922959803560275
2024-12-17,22.27282817798352
2024-12-18,22.27282817798352
2024-12-19,25.64749911404163
2024-12-20,29.02217005009974
2024-12-21,35.09657773500433
2024-12-22,33.07177517336947
2024-12-23,25.64749911404163
2024-12-24,31.046972611734603
2024-12-25,27.672301675676493
2024-12-26,31.721906798946225
2024-12-27,32.39684098615785
2024-12-28,33.07177517336947
2024-12-29,35.77151192221596
2024-12-30,28.347235862888116
2024-12-31,37.79631448385082
2025-01-01,39.821117045485686
2025-01-02,28.347235862888116
2025-01-03,29.02217005009974
2025-01-04,33.74670936058109
2025-01-05,33.07177517336947
2025-01-06,18.223223054713788
2025-01-07,18.89815724192541
2025-01-08,20.248025616348652
2025-01-09,25.64749911404163
2025-01-10,26.32243330125325
2025-01-11,33.74670936058109
2025-01-12,34.42164354779271
2025-01-13,19.573091429137033
2025-01-14,19.573091429137033
2025-01-15,20.248025616348652
2025-01-16,22.27282817798352
2025-01-17,25.64749911404163
2025-01-18,37.79631448385082
2025-01-19,37.121380296639195
2025-01-20,27.672301675676493
2025-01-21,21.597893990771897
2025-01-22,20.922959803560275
2025-01-23,22.27282817798352
2025-01-24,22.947762365195143
2025-01-25,28.347235862888116
2025-01-26,40.496051232697305
2025-01-27,24.297630739618384
2025-01-28,21.597893990771897
2025-01-29,20.248025616348652
2025-01-30,25.64749911404163
2025-01-31,25.64749911404163
2025-02-01,31.046972611734603
2025-02-02,29.697104237311358
2025-02-03,16.873354680290547
2025-02-04,18.89815724192541
2025-02-05,20.922959803560275
2025-02-06,24.297630739618384
2025-02-07,27.672301675676493
2025-02-08,35.09657773500433
2025-02-09,67.49341872116219
2025-02-10,20.248025616348652
2025-02-11,17.548288867502166
2025-02-12,16.873354680290547
2025-02-13,21.597893990771897
2025-02-14,23.62269655240676
2025-02-15,31.721906798946225
2025-02-16,27.672301675676493
2025-02-17,20.922959803560275
2025-02-18,18.223223054713788
2025-02-19,20.248025616348652
2025-02-20,23.62269655240676
2025-02-21,22.947762365195143
2025-02-22,29.02217005009974
2025-02-23,26.99736748846487
2025-02-24,17.548288867502166
2025-02-25,18.89815724192541
2025-02-26,20.922959803560275
2025-02-27,21.597893990771897
2025-02-28,23.62269655240676
2025-03-01,30.37203842452298
2025-03-02,31.046972611734603
2025-03-03,16.873354680290547
2025-03-04,17.548288867502166
2025-03-05,17.548288867502166
2025-03-06,21.597893990771897
2025-03-07,22.27282817798352
2025-03-08,32.39684098615785
2025-03-09,32.39684098615785
2025-03-10,17.548288867502166
2025-03-11,18.89815724192541
2025-03-12,18.223223054713788
2025-03-13,22.947762365195143
2025-03-14,23.62269655240676
2025-03-15,28.347235862888116
2025-03-16,29.697104237311358
2025-03-17,17.548288867502166
2025-03-18,19.573091429137033
2025-03-19,19.573091429137033
2025-03-20,26.99736748846487
2025-03-21,26.99736748846487
2025-03-22,33.74670936058109
2025-03-23,31.721906798946225
2025-03-24,16.873354680290547
2025-03-25,18.89815724192541
2025-03-26,18.89815724192541
2025-03-27,24.972564926830007
2025-03-28,24.297630739618384
2025-03-29,31.046972611734603
2025-03-30,29.02217005009974
2025-03-31,16.873354680290547
2025-04-01,18.89815724192541
2025-04-02,18.223223054713788
2025-04-03,21.597893990771897
2025-04-04,22.27282817798352
2025-04-05,29.02217005009974
2025-04-06,31.721906798946225
2025-04-07,17.548288867502166
2025-04-08,18.89815724192541
2025-04-09,18.223223054713788
2025-04-10,22.27282817798352
2025-04-11,22.947762365195143
2025-04-12,30.37203842452298
2025-04-13,30.37203842452298
2025-04-14,16.198420493078924
2025-04-15,18.99457641152707
2025-04-16,18.70531890272209
2025-04-17,22.75492402599182
2025-04-18,24.924355342029173
2025-04-19,28.97396046529891
2025-04-20,32.39684098615784
2025-04-21,25.213612850834156
2025-04-22,28.97396046529891
2025-04-23,29.600685067709698
2025-04-24,34.27701479339022
2025-04-25,29.889942576514677
2025-04-26,33.02356558856864
2025-04-27,31.143391781336263
2025-04-28,20.248025616348652
2025-04-29,23.67090613720759
2025-04-30,22.75492402599182
2025-05-01,28.97396046529891
2025-05-02,28.347235862888112
2025-05-03,30.227409670120487
2025-05-04,30.51666717892547
2025-05-05,18.367851809116278
2025-05-06,22.41745693238601
2025-05-07,22.41745693238601
2025-05-08,27.720511260477323
2025-05-09,26.804529149261548
2025-05-10,30.51666717892547
2025-05-11,29.26321797410389
2025-05-12,19.33204350513288
2025-05-13,21.501474821170234
2025-05-14,21.790732329975217
2025-05-15,26.03317579244827
2025-05-16,24.876145757228343
2025-05-17,30.082780915717997
2025-05-18,28.347235862888112
2025-05-19,19.09099558112873
2025-05-20,22.5620856867885
2025-05-21,23.71911572200842
2025-05-22,28.347235862888112
2025-05-23,27.768720845278153
2025-05-24,26.611690810058228
2025-05-25,27.768720845278153
2025-05-26,31.81832596854788
2025-05-27,22.5620856867885
2025-05-28,26.611690810058228
2025-05-29,28.925750880498075
2025-05-30,26.611690810058228
2025-05-31,30.082780915717997
2025-06-01,28.925750880498075
2025-06-02,21.405055651568574
2025-06-03,22.5620856867885
2025-06-04,21.983570669178537
2025-06-05,29.504265898108034
2025-06-06,28.925750880498075
2025-06-07,31.81832596854788
2025-06-08,32.39684098615784
2025-06-09,20.826540633958615
2025-06-10,23.14060070439846
2025-06-11,25.454660774838306
2025-06-12,29.504265898108034
2025-06-13,28.925750880498075
2025-06-14,28.347235862888112
2025-06-15,33.553871021377766
2025-06-16,21.405055651568574
2025-06-17,23.14060070439846
2025-06-18,24.876145757228343
2025-06-19,27.768720845278153
2025-06-20,24.876145757228343
2025-06-21,25.454660774838306
2025-06-22,28.347235862888112
2025-06-23,21.983570669178537
2025-06-24,22.5620856867885
2025-06-25,22.5620856867885
2025-06-26,31.23981095093792
2025-06-27,37.024961127037535
2025-06-28,39.917536215087345
2025-06-29,45.70268639118696
2025-06-30,32.97535600376781
2025-07-01,37.024961127037535
2025-07-02,35.28941607420765
2025-07-03,38.18199116225746
2025-07-04,44.54565635596703
2025-07-05,32.39684098615784
2025-07-06,35.28941607420765
2025-07-07,26.611690810058228
2025-07-08,28.347235862888112
2025-07-09,27.19020582766819
2025-07-10,30.66129593332796
2025-07-11,31.81832596854788
2025-07-12,34.132386038987725
2025-07-13,33.553871021377766
2025-07-14,24.876145757228343
2025-07-15,26.03317579244827
2025-07-16,27.19020582766819
2025-07-17,31.23981095093792
2025-07-18,31.23981095093792
2025-07-19,39.33902119747738
2025-07-20,39.917536215087345
2025-07-21,24.297630739618384
2025-07-22,24.297630739618384
2025-07-23,25.454660774838306
2025-07-24,27.768720845278153
2025-07-25,29.504265898108034
2025-07-26,32.39684098615784
2025-07-27,31.23981095093792
2025-07-28,21.983570669178537
2025-07-29,57.85150176099615
2025-07-30,35.86793109181761
2025-07-31,28.925750880498075
2025-08-01,28.925750880498075
2025-08-02,31.81832596854788
2025-08-03,29.504265898108034
2025-08-04,21.405055651568574
2025-08-05,24.297630739618384
2025-08-06,23.71911572200842
2025-08-07,27.19020582766819
2025-08-08,26.611690810058228
2025-08-09,32.39684098615784
2025-08-10,28.925750880498075
2025-08-11,20.248025616348652
2025-08-12,21.983570669178537
2025-08-13,23.14060070439846
2025-08-14,26.611690810058228
2025-08-15,28.347235862888112
2025-08-16,35.28941607420765
2025-08-17,36.446446109427576
2025-08-18,18.512480563518768
2025-08-19,20.248025616348652
2025-08-20,21.983570669178537
2025-08-21,25.454660774838306
2025-08-22,24.876145757228343
2025-08-23,31.23981095093792
2025-08-24,30.082780915717997
2025-08-25,19.09099558112873
2025-08-26,20.248025616348652
2025-08-27,20.826540633958615
2025-08-28,25.454660774838306
2025-08-29,26.03317579244827
2025-08-30,35.28941607420765
2025-08-31,34.132386038987725
2025-09-01,30.66129593332796
2025-09-02,20.248025616348652
2025-09-03,19.66951059873869
2025-09-04,27.768720845278153
2025-09-05,27.19020582766819
2025-09-06,37.603476144647495
2025-09-07,36.446446109427576
2025-09-08,19.66951059873869
2025-09-09,18.512480563518768
2025-09-10,17.355450528298846
2025-09-11,23.71911572200842
2025-09-12,24.876145757228343
2025-09-13,42.23159628552719
2025-09-14,39.33902119747738
2025-09-15,19.09099558112873
2025-09-16,19.66951059873869
2025-09-17,19.09099558112873
2025-09-18,29.504265898108034
2025-09-19,25.454660774838306
2025-09-20,34.132386038987725
2025-09-21,32.97535600376781
2025-09-22,18.512480563518768
2025-09-23,20.248025616348652
2025-09-24,20.248025616348652
2025-09-25,23.71911572200842
2025-09-26,26.03317579244827
2025-09-27,33.553871021377766
2025-09-28,35.86793109181761
2025-09-29,18.512480563518768
2025-09-30,19.66951059873869
2025-10-01,19.66951059873869
2025-10-02,23.71911572200842
2025-10-03,24.876145757228343
2025-10-04,34.132386038987725
2025-10-05,35.28941607420765
2025-10-06,17.355450528298846
2025-10-07,17.355450528298846
2025-10-08,19.09099558112873
2025-10-09,23.14060070439846
2025-10-10,23.71911572200842
2025-10-11,35.28941607420765
2025-10-12,34.71090105659769
2025-10-13,21.405055651568574
2025-10-14,19.66951059873869
2025-10-15,18.512480563518768
2025-10-16,24.297630739618384
2025-10-17,24.876145757228343
2025-10-18,33.553871021377766
2025-10-19,33.553871021377766
2025-10-20,17.355450528298846
2025-10-21,17.355450528298846
2025-10-22,17.933965545908805
2025-10-23,22.5620856867885
2025-10-24,23.71911572200842
2025-10-25,32.39684098615784
2025-10-26,33.553871021377766
2025-10-27,16.776935510688883
2025-10-28,18.512480563518768
2025-10-29,19.09099558112873
2025-10-30,22.5620856867885
2025-10-31,23.71911572200842
2025-11-01,35.28941607420765
2025-11-02,34.132386038987725
2025-11-03,17.355450528298846
2025-11-04,17.933965545908805
2025-11-05,18.512480563518768
2025-11-06,21.405055651568574
2025-11-07,23.14060070439846
2025-11-08,30.66129593332796
2025-11-09,30.66129593332796
2025-11-10,18.512480563518768
2025-11-11,41.074566250307264
2025-11-12,24.297630739618384
2025-11-13,21.983570669178537
2025-11-14,24.297630739618384
2025-11-15,33.553871021377766
2025-11-16,35.28941607420765
2025-11-17,17.933965545908805
2025-11-18,17.355450528298846
2025-11-19,17.933965545908805
2025-11-20,20.826540633958615
2025-11-21,21.983570669178537
2025-11-22,27.768720845278153
2025-11-23,30.66129593332796
2025-11-24,17.933965545908805
2025-11-25,18.512480563518768
2025-11-26,21.983570669178537
2025-11-27,19.09099558112873
2025-11-28,17.355450528298846
2025-11-29,25.454660774838306
2025-11-30,26.611690810058228
2025-12-01,16.19842049307892
2025-12-02,16.19842049307892
2025-12-03,16.19842049307892
2025-12-04,20.826540633958615
2025-12-05,23.14060070439846
2025-12-06,31.23981095093792
2025-12-07,32.97535600376781
2025-12-08,17.355450528298846
2025-12-09,17.933965545908805
2025-12-10,18.512480563518768
2025-12-11,20.818269569370067
2025-12-12,24.24111179826332
2025-12-13,28.804901436787652
2025-12-14,29.656591337613754
2025-12-15,18.5363747501079
2025-12-16,17.965901045292355
2025-12-17,19.106848454923444
2025-12-18,21.959216979001148
2025-12-19,25.3820592078944
2025-12-20,32.227743665680904
2025-12-21,29.086117632798214
2025-12-22,23.100164388632233
2025-12-23,23.381380584642795
2025-12-24,29.375375141603193
2025-12-25,23.670638093447778
2025-12-26,25.09280169908942
2025-12-27,29.086117632798214
2025-12-28,32.227743665680904
2025-12-29,24.81158550307886
2025-12-30,26.233749108720506
2025-12-31,35.93180209058471
2026-01-01,43.347960253186756
2026-01-02,30.227065042429295
2026-01-03,29.945848846418734
2026-01-04,32.508959861691466
2026-01-05,18.5363747501079
2026-01-06,18.5363747501079
2026-01-07,19.677322159738985
2026-01-08,23.670638093447778
2026-01-09,25.952532912709945
2026-01-10,35.99567308935182
2026-01-11,35.433240697330696
2026-01-12,17.435404152654787
2026-01-13,19.122701328718154
2026-01-14,17.99783654467591
2026-01-15,20.80999850478152
2026-01-16,24.184592856908253
2026-01-17,38.80783504945743
2026-01-18,35.433240697330696
2026-01-19,26.434322424992743
2026-01-20,20.2475661127604
2026-01-21,19.122701328718154
2026-01-22,21.37243089680264
2026-01-23,24.184592856908253
2026-01-24,30.371349169140597
2026-01-25,32.05864634520396
2026-01-26,21.37243089680264
2026-01-27,19.122701328718154
2026-01-28,17.99783654467591
2026-01-29,21.37243089680264
2026-01-30,23.62216046488713
2026-01-31,30.93378156116172
2026-02-01,29.246484385098352
2026-02-02,17.435404152654787
2026-02-03,16.872971760633664
2026-02-04,17.99783654467591
2026-02-05,19.685133720739277
2026-02-06,23.62216046488713
2026-02-07,33.74594352126733
2026-02-08,56.243239202112214
2026-02-09,17.435404152654787
2026-02-10,14.623242192549176
2026-02-11,17.435404152654787
2026-02-12,17.435404152654787
2026-02-13,21.934863288823763
2026-02-14,32.62107873722508
2026-02-15,30.93378156116172
2026-02-16,19.122701328718154
2026-02-17,15.748106976591421
2026-02-18,18.56026893669703
2026-02-19,22.497295680844886
2026-02-20,22.497295680844886
2026-02-21,30.93378156116172
2026-02-22,28.121619601056107
2026-02-23,17.435404152654787
2026-02-24,18.56026893669703
2026-02-25,19.685133720739277
2026-02-26,23.059728072866008
2026-02-27,24.184592856908253
2026-02-28,30.93378156116172
2026-03-01,29.246484385098352
2026-03-02,17.435404152654787
2026-03-03,16.872971760633664
2026-03-04,19.122701328718154
2026-03-05,21.37243089680264
2026-03-06,23.62216046488713
2026-03-07,32.62107873722508
2026-03-08,33.183511129246206
2026-03-09,17.99783654467591
2026-03-10,18.56026893669703
2026-03-11,20.80999850478152
2026-03-12,23.059728072866008
2026-03-13,24.747025248929376
2026-03-14,32.05864634520396
2026-03-15,30.371349169140597
2026-03-16,17.99783654467591
2026-03-17,19.685133720739277
2026-03-18,21.37243089680264
2026-03-19,25.309457640950498
2026-03-20,28.121619601056107
2026-03-21,32.62107873722508
2026-03-22,32.05864634520396
2026-03-23,17.435404152654787
2026-03-24,18.56026893669703
2026-03-25,20.2475661127604
2026-03-26,23.059728072866008
2026-03-27,25.87189003297162
2026-03-28,30.93378156116172
2026-03-29,31.496213953182842
2026-03-30,17.435404152654787
2026-03-31,17.99783654467591
2026-04-01,18.56026893669703
2026-04-02,21.934863288823763
2026-04-03,24.184592856908253
2026-04-04,27.559187209034985
2026-04-05,29.808916777119475
2026-04-06,19.122701328718154
2026-04-07,21.934863288823763
2026-04-08,23.059728072866008
2026-04-09,25.309457640950498
2026-04-10,25.87189003297162
2026-04-11,33.74594352126733
2026-04-12,29.808916777119475
2026-04-13,17.435404152654787
2026-04-14,17.99783654467591
2026-04-15,20.2475661127604
2026-04-16,23.62216046488713
2026-04-17,25.309457640950498
2026-04-18,34.30837591328845
2026-04-19,30.371349169140597
2026-04-20,18.56026893669703
2026-04-21,19.685133720739277
2026-04-22,20.80999850478152
2026-04-23,27.559187209034985
2026-04-24,26.996754817013866
2026-04-25,32.05864634520396
2026-04-26,30.371349169140597
2026-04-27,17.435404152654787
2026-04-28,20.80999850478152
2026-04-29,20.2475661127604
2026-04-30,24.184592856908253
2026-05-01,25.87189003297162
2026-05-02,31.496213953182842
2026-05-03,30.371349169140597
2026-05-04,17.99783654467591
2026-05-05,18.56026893669703
2026-05-06,21.37243089680264
2026-05-07,26.996754817013866
2026-05-08,26.996754817013866
2026-05-09,32.62107873722508
2026-05-10,32.62107873722508
2026-05-11,18.56026893669703
2026-05-12,20.2475661127604
2026-05-13,20.2475661127604
2026-05-14,23.059728072866008
2026-05-15,24.184592856908253
2026-05-16,30.371349169140597
2026-05-17,26.996754817013866
2026-05-18,17.99783654467591
2026-05-19,19.122701328718154
2026-05-20,21.934863288823763
2026-05-21,24.747025248929376
2026-05-22,27.559187209034985
2026-05-23,29.246484385098352
2026-05-24,28.68405199307723
2026-05-25,28.121619601056107
2026-05-26,18.56026893669703
2026-05-27,19.122701328718154
2026-05-28,24.747025248929376
2026-05-29,25.309457640950498
2026-05-30,28.68405199307723
2026-05-31,26.434322424992743
