Time,macys
2022-04-17,75.0
2022-04-18,58.0
2022-04-19,59.0
2022-04-20,58.0
2022-04-21,63.0
2022-04-22,65.0
2022-04-23,79.0
2022-04-24,82.0
2022-04-25,64.0
2022-04-26,62.0
2022-04-27,61.0
2022-04-28,62.0
2022-04-29,65.0
2022-04-30,84.0
2022-05-01,89.0
2022-05-02,67.0
2022-05-03,63.0
2022-05-04,65.0
2022-05-05,66.0
2022-05-06,70.0
2022-05-07,89.0
2022-05-08,89.0
2022-05-09,62.0
2022-05-10,61.0
2022-05-11,59.0
2022-05-12,57.0
2022-05-13,65.0
2022-05-14,84.0
2022-05-15,83.0
2022-05-16,58.0
2022-05-17,58.0
2022-05-18,54.0
2022-05-19,59.0
2022-05-20,61.0
2022-05-21,72.0
2022-05-22,75.0
2022-05-23,57.0
2022-05-24,56.0
2022-05-25,58.0
2022-05-26,62.0
2022-05-27,63.0
2022-05-28,78.0
2022-05-29,85.0
2022-05-30,90.0
2022-05-31,62.0
2022-06-01,55.0
2022-06-02,60.0
2022-06-03,63.0
2022-06-04,80.0
2022-06-05,81.0
2022-06-06,64.0
2022-06-07,61.0
2022-06-08,65.0
2022-06-09,61.0
2022-06-10,63.0
2022-06-11,71.0
2022-06-12,78.0
2022-06-13,67.0
2022-06-14,60.0
2022-06-15,59.0
2022-06-16,60.0
2022-06-17,63.0
2022-06-18,74.0
2022-06-19,74.0
2022-06-20,64.0
2022-06-21,57.0
2022-06-22,56.0
2022-06-23,59.0
2022-06-24,56.0
2022-06-25,60.0
2022-06-26,65.0
2022-06-27,57.0
2022-06-28,53.0
2022-06-29,59.0
2022-06-30,56.0
2022-07-01,62.0
2022-07-02,72.0
2022-07-03,78.0
2022-07-04,88.0
2022-07-05,66.0
2022-07-06,57.0
2022-07-07,60.0
2022-07-08,62.0
2022-07-09,69.0
2022-07-10,71.0
2022-07-11,61.0
2022-07-12,59.0
2022-07-13,57.0
2022-07-14,56.0
2022-07-15,60.0
2022-07-16,68.0
2022-07-17,72.0
2022-07-18,56.0
2022-07-19,57.0
2022-07-20,54.0
2022-07-21,53.0
2022-07-22,53.0
2022-07-23,58.0
2022-07-24,64.0
2022-07-25,52.0
2022-07-26,51.0
2022-07-27,52.0
2022-07-28,49.0
2022-07-29,54.0
2022-07-30,58.0
2022-07-31,62.0
2022-08-01,54.0
2022-08-02,50.0
2022-08-03,53.0
2022-08-04,52.0
2022-08-05,57.0
2022-08-06,68.0
2022-08-07,74.0
2022-08-08,58.0
2022-08-09,52.0
2022-08-10,52.0
2022-08-11,55.0
2022-08-12,52.0
2022-08-13,59.0
2022-08-14,66.0
2022-08-15,55.0
2022-08-16,52.0
2022-08-17,52.0
2022-08-18,50.0
2022-08-19,52.0
2022-08-20,62.0
2022-08-21,64.0
2022-08-22,49.0
2022-08-23,49.0
2022-08-24,49.0
2022-08-25,55.0
2022-08-26,56.0
2022-08-27,66.0
2022-08-28,69.0
2022-08-29,50.102687140115165
2022-08-30,50.102687140115165
2022-08-31,49.602687140115165
2022-09-01,54.49712092130518
2022-09-02,60.3915547024952
2022-09-03,69.23320537428023
2022-09-04,76.12763915547025
2022-09-05,86.9165067178503
2022-09-06,54.49712092130518
2022-09-07,48.602687140115165
2022-09-08,45.65547024952015
2022-09-09,46.65547024952015
2022-09-10,60.8915547024952
2022-09-11,60.8915547024952
2022-09-12,52.049904030710174
2022-09-13,51.549904030710174
2022-09-14,49.602687140115165
2022-09-15,50.102687140115165
2022-09-16,58.44433781190019
2022-09-17,69.23320537428023
2022-09-18,75.12763915547025
2022-09-19,52.049904030710174
2022-09-20,49.102687140115165
2022-09-21,49.602687140115165
2022-09-22,51.549904030710174
2022-09-23,57.44433781190019
2022-09-24,72.18042226487523
2022-09-25,70.23320537428023
2022-09-26,55.49712092130518
2022-09-27,49.602687140115165
2022-09-28,52.09980806142035
2022-09-29,52.09980806142035
2022-09-30,54.994241842610364
2022-10-01,72.36084452975048
2022-10-02,72.36084452975048
2022-10-03,63.67754318618042
2022-10-04,57.88867562380038
2022-10-05,54.994241842610364
2022-10-06,54.994241842610364
2022-10-07,57.88867562380038
2022-10-08,63.67754318618042
2022-10-09,69.46641074856046
2022-10-10,57.88867562380038
2022-10-11,54.994241842610364
2022-10-12,57.88867562380038
2022-10-13,54.994241842610364
2022-10-14,60.783109404990405
2022-10-15,69.46641074856046
2022-10-16,72.36084452975048
2022-10-17,60.783109404990405
2022-10-18,57.88867562380038
2022-10-19,60.783109404990405
2022-10-20,60.783109404990405
2022-10-21,60.783109404990405
2022-10-22,72.36084452975048
2022-10-23,72.36084452975048
2022-10-24,60.783109404990405
2022-10-25,57.88867562380038
2022-10-26,57.88867562380038
2022-10-27,57.88867562380038
2022-10-28,60.783109404990405
2022-10-29,69.46641074856046
2022-10-30,72.36084452975048
2022-10-31,54.994241842610364
2022-11-01,57.88867562380038
2022-11-02,57.88867562380038
2022-11-03,57.88867562380038
2022-11-04,66.57197696737045
2022-11-05,81.04414587332053
2022-11-06,81.04414587332053
2022-11-07,69.46641074856046
2022-11-08,66.57197696737045
2022-11-09,63.67754318618042
2022-11-10,69.46641074856046
2022-11-11,81.04414587332053
2022-11-12,95.51631477927063
2022-11-13,104.1996161228407
2022-11-14,83.93857965451056
2022-11-15,86.83301343570058
2022-11-16,81.04414587332053
2022-11-17,89.7274472168906
2022-11-18,98.41074856046065
2022-11-19,115.77735124760076
2022-11-20,138.93282149712093
2022-11-21,112.88291746641075
2022-11-22,112.88291746641075
2022-11-23,136.0383877159309
2022-11-24,289.4433781190019
2022-11-25,277.86564299424185
2022-11-26,188.13819577735126
2022-11-27,159.19385796545106
2022-11-28,153.40499040307103
2022-11-29,121.56621880998081
2022-11-30,86.83301343570058
2022-12-01,92.62188099808061
2022-12-02,95.51631477927063
2022-12-03,115.77735124760076
2022-12-04,124.46065259117083
2022-12-05,95.51631477927063
2022-12-06,95.51631477927063
2022-12-07,98.41074856046065
2022-12-08,107.09404990403071
2022-12-09,104.1996161228407
2022-12-10,127.35508637236084
2022-12-11,133.1439539347409
2022-12-12,104.1996161228407
2022-12-13,101.30518234165066
2022-12-14,98.41074856046065
2022-12-15,101.30518234165066
2022-12-16,115.77735124760076
2022-12-17,138.93282149712093
2022-12-18,144.72168905950096
2022-12-19,124.46065259117083
2022-12-20,124.46065259117083
2022-12-21,118.67178502879078
2022-12-22,118.67178502879078
2022-12-23,130.24952015355086
2022-12-24,127.35508637236084
2022-12-25,92.62188099808061
2022-12-26,130.24952015355086
2022-12-27,109.98848368522073
2022-12-28,95.51631477927063
2022-12-29,86.83301343570058
2022-12-30,86.83301343570058
2022-12-31,89.7274472168906
2023-01-01,81.04414587332053
2023-01-02,83.93857965451056
2023-01-03,63.67754318618042
2023-01-04,57.88867562380038
2023-01-05,57.88867562380038
2023-01-06,66.57197696737045
2023-01-07,81.04414587332053
2023-01-08,83.93857965451056
2023-01-09,57.88867562380038
2023-01-10,54.994241842610364
2023-01-11,52.09980806142035
2023-01-12,49.20537428023032
2023-01-13,54.994241842610364
2023-01-14,66.57197696737045
2023-01-15,63.67754318618042
2023-01-16,63.67754318618042
2023-01-17,52.09980806142035
2023-01-18,46.310940499040306
2023-01-19,46.310940499040306
2023-01-20,52.09980806142035
2023-01-21,63.67754318618042
2023-01-22,66.57197696737045
2023-01-23,49.20537428023032
2023-01-24,46.310940499040306
2023-01-25,46.310940499040306
2023-01-26,46.310940499040306
2023-01-27,49.20537428023032
2023-01-28,60.783109404990405
2023-01-29,57.88867562380038
2023-01-30,46.310940499040306
2023-01-31,46.310940499040306
2023-02-01,52.09980806142035
2023-02-02,52.09980806142035
2023-02-03,57.88867562380038
2023-02-04,69.46641074856046
2023-02-05,72.36084452975048
2023-02-06,49.20537428023032
2023-02-07,49.20537428023032
2023-02-08,46.310940499040306
2023-02-09,49.20537428023032
2023-02-10,52.09980806142035
2023-02-11,63.67754318618042
2023-02-12,57.88867562380038
2023-02-13,49.20537428023032
2023-02-14,52.09980806142035
2023-02-15,46.310940499040306
2023-02-16,49.20537428023032
2023-02-17,52.09980806142035
2023-02-18,66.57197696737045
2023-02-19,66.57197696737045
2023-02-20,60.783109404990405
2023-02-21,49.20537428023032
2023-02-22,46.310940499040306
2023-02-23,46.310940499040306
2023-02-24,49.20537428023032
2023-02-25,60.783109404990405
2023-02-26,63.67754318618042
2023-02-27,49.20537428023032
2023-02-28,43.41650671785029
2023-03-01,46.310940499040306
2023-03-02,49.20537428023032
2023-03-03,49.20537428023032
2023-03-04,57.88867562380038
2023-03-05,63.67754318618042
2023-03-06,49.20537428023032
2023-03-07,46.310940499040306
2023-03-08,46.310940499040306
2023-03-09,43.41650671785029
2023-03-10,54.994241842610364
2023-03-11,66.57197696737045
2023-03-12,69.46641074856046
2023-03-13,52.09980806142035
2023-03-14,43.41650671785029
2023-03-15,49.20537428023032
2023-03-16,46.310940499040306
2023-03-17,52.09980806142035
2023-03-18,57.88867562380038
2023-03-19,63.67754318618042
2023-03-20,49.20537428023032
2023-03-21,46.310940499040306
2023-03-22,46.310940499040306
2023-03-23,52.09980806142035
2023-03-24,54.994241842610364
2023-03-25,63.67754318618042
2023-03-26,69.46641074856046
2023-03-27,52.09980806142035
2023-03-28,49.20537428023032
2023-03-29,49.20537428023032
2023-03-30,49.20537428023032
2023-03-31,52.09980806142035
2023-04-01,60.783109404990405
2023-04-02,69.46641074856046
2023-04-03,52.09980806142035
2023-04-04,46.310940499040306
2023-04-05,46.310940499040306
2023-04-06,46.310940499040306
2023-04-07,54.994241842610364
2023-04-08,60.783109404990405
2023-04-09,63.67754318618042
2023-04-10,46.310940499040306
2023-04-11,52.09980806142035
2023-04-12,52.09980806142035
2023-04-13,52.09980806142035
2023-04-14,52.09980806142035
2023-04-15,63.67754318618042
2023-04-16,69.46641074856046
2023-04-17,49.20537428023032
2023-04-18,46.310940499040306
2023-04-19,46.310940499040306
2023-04-20,52.09980806142035
2023-04-21,54.994241842610364
2023-04-22,63.67754318618042
2023-04-23,69.46641074856046
2023-04-24,54.994241842610364
2023-04-25,52.09980806142035
2023-04-26,51.893062791335346
2023-04-27,51.893062791335346
2023-04-28,50.44584590074034
2023-04-29,69.19075038844713
2023-04-30,72.36084452975048
2023-05-01,55.0631569326387
2023-05-02,48.72296865003199
2023-05-03,50.44584590074034
2023-05-04,51.893062791335346
2023-05-05,58.23325107394205
2023-05-06,64.57343935654876
2023-05-07,69.19075038844713
2023-05-08,55.0631569326387
2023-05-09,51.893062791335346
2023-05-10,55.0631569326387
2023-05-11,51.893062791335346
2023-05-12,58.23325107394205
2023-05-13,72.36084452975048
2023-05-14,69.19075038844713
2023-05-15,53.61594004204369
2023-05-16,51.893062791335346
2023-05-17,50.44584590074034
2023-05-18,48.72296865003199
2023-05-19,48.72296865003199
2023-05-20,64.57343935654876
2023-05-21,61.40334521524541
2023-05-22,51.893062791335346
2023-05-23,47.27575175943698
2023-05-24,48.72296865003199
2023-05-25,50.44584590074034
2023-05-26,55.13207202266703
2023-05-27,68.9150900283338
2023-05-28,68.9150900283338
2023-05-29,79.25235353258385
2023-05-30,51.686317521250345
2023-05-31,44.794808518416964
2023-06-01,51.686317521250345
2023-06-02,58.57782652408372
2023-06-03,65.4693355269171
2023-06-04,72.36084452975048
2023-06-05,51.686317521250345
2023-06-06,51.686317521250345
2023-06-07,51.686317521250345
2023-06-08,55.13207202266703
2023-06-09,55.13207202266703
2023-06-10,62.02358102550041
2023-06-11,65.4693355269171
2023-06-12,58.57782652408372
2023-06-13,55.13207202266703
2023-06-14,51.686317521250345
2023-06-15,51.686317521250345
2023-06-16,55.13207202266703
2023-06-17,62.02358102550041
2023-06-18,58.57782652408372
2023-06-19,51.686317521250345
2023-06-20,48.24056301983365
2023-06-21,44.794808518416964
2023-06-22,41.34905401700027
2023-06-23,48.24056301983365
2023-06-24,51.686317521250345
2023-06-25,55.13207202266703
2023-06-26,41.34905401700027
2023-06-27,44.794808518416964
2023-06-28,44.794808518416964
2023-06-29,44.794808518416964
2023-06-30,48.24056301983365
2023-07-01,51.686317521250345
2023-07-02,62.02358102550041
2023-07-03,62.02358102550041
2023-07-04,75.80659903116717
2023-07-05,62.02358102550041
2023-07-06,48.24056301983365
2023-07-07,55.13207202266703
2023-07-08,62.02358102550041
2023-07-09,58.57782652408372
2023-07-10,48.24056301983365
2023-07-11,48.24056301983365
2023-07-12,48.24056301983365
2023-07-13,51.686317521250345
2023-07-14,51.686317521250345
2023-07-15,55.13207202266703
2023-07-16,55.13207202266703
2023-07-17,41.34905401700027
2023-07-18,44.794808518416964
2023-07-19,41.34905401700027
2023-07-20,41.34905401700027
2023-07-21,41.34905401700027
2023-07-22,44.794808518416964
2023-07-23,48.24056301983365
2023-07-24,41.34905401700027
2023-07-25,41.34905401700027
2023-07-26,41.34905401700027
2023-07-27,41.34905401700027
2023-07-28,41.34905401700027
2023-07-29,48.24056301983365
2023-07-30,48.24056301983365
2023-07-31,48.24056301983365
2023-08-01,41.34905401700027
2023-08-02,44.794808518416964
2023-08-03,44.794808518416964
2023-08-04,48.24056301983365
2023-08-05,55.13207202266703
2023-08-06,58.57782652408372
2023-08-07,44.794808518416964
2023-08-08,41.34905401700027
2023-08-09,44.794808518416964
2023-08-10,41.34905401700027
2023-08-11,44.794808518416964
2023-08-12,51.686317521250345
2023-08-13,55.13207202266703
2023-08-14,41.34905401700027
2023-08-15,41.34905401700027
2023-08-16,41.34905401700027
2023-08-17,41.34905401700027
2023-08-18,41.34905401700027
2023-08-19,48.24056301983365
2023-08-20,51.686317521250345
2023-08-21,41.34905401700027
2023-08-22,41.34905401700027
2023-08-23,37.90329951558358
2023-08-24,41.34905401700027
2023-08-25,41.34905401700027
2023-08-26,51.686317521250345
2023-08-27,55.13207202266703
2023-08-28,37.90329951558358
2023-08-29,37.90329951558358
2023-08-30,41.34905401700027
2023-08-31,41.34905401700027
2023-09-01,48.24056301983365
2023-09-02,62.02358102550041
2023-09-03,68.9150900283338
2023-09-04,72.36084452975048
2023-09-05,41.34905401700027
2023-09-06,37.90329951558358
2023-09-07,37.90329951558358
2023-09-08,37.90329951558358
2023-09-09,48.24056301983365
2023-09-10,51.686317521250345
2023-09-11,41.34905401700027
2023-09-12,37.90329951558358
2023-09-13,37.90329951558358
2023-09-14,41.34905401700027
2023-09-15,44.794808518416964
2023-09-16,62.02358102550041
2023-09-17,58.57782652408372
2023-09-18,48.24056301983365
2023-09-19,41.34905401700027
2023-09-20,41.34905401700027
2023-09-21,44.794808518416964
2023-09-22,48.24056301983365
2023-09-23,58.57782652408372
2023-09-24,62.02358102550041
2023-09-25,51.686317521250345
2023-09-26,44.794808518416964
2023-09-27,44.794808518416964
2023-09-28,48.24056301983365
2023-09-29,48.24056301983365
2023-09-30,58.57782652408372
2023-10-01,62.02358102550041
2023-10-02,48.24056301983365
2023-10-03,44.794808518416964
2023-10-04,41.34905401700027
2023-10-05,44.794808518416964
2023-10-06,48.24056301983365
2023-10-07,55.13207202266703
2023-10-08,58.57782652408372
2023-10-09,51.686317521250345
2023-10-10,44.794808518416964
2023-10-11,44.794808518416964
2023-10-12,48.24056301983365
2023-10-13,48.24056301983365
2023-10-14,62.02358102550041
2023-10-15,65.4693355269171
2023-10-16,51.686317521250345
2023-10-17,55.13207202266703
2023-10-18,58.57782652408372
2023-10-19,55.13207202266703
2023-10-20,55.13207202266703
2023-10-21,65.4693355269171
2023-10-22,65.4693355269171
2023-10-23,55.13207202266703
2023-10-24,48.24056301983365
2023-10-25,48.24056301983365
2023-10-26,48.24056301983365
2023-10-27,48.24056301983365
2023-10-28,55.13207202266703
2023-10-29,62.02358102550041
2023-10-30,55.13207202266703
2023-10-31,48.24056301983365
2023-11-01,51.686317521250345
2023-11-02,58.57782652408372
2023-11-03,62.02358102550041
2023-11-04,72.36084452975048
2023-11-05,75.80659903116717
2023-11-06,62.02358102550041
2023-11-07,58.57782652408372
2023-11-08,58.57782652408372
2023-11-09,62.02358102550041
2023-11-10,75.80659903116717
2023-11-11,86.14386253541724
2023-11-12,89.58961703683393
2023-11-13,75.80659903116717
2023-11-14,75.80659903116717
2023-11-15,75.80659903116717
2023-11-16,82.69810803400054
2023-11-17,86.14386253541724
2023-11-18,93.03537153825062
2023-11-19,117.15565304816744
2023-11-20,103.37263504250069
2023-11-21,106.81838954391738
2023-11-22,124.04716205100083
2023-11-23,344.57545014166897
2023-11-24,265.3230966090851
2023-11-25,196.4080065807513
2023-11-26,161.9504615665844
2023-11-27,141.27593455808426
2023-11-28,117.15565304816744
2023-11-29,86.14386253541724
2023-11-30,82.69810803400054
2023-12-01,86.14386253541724
2023-12-02,106.81838954391738
2023-12-03,110.26414404533406
2023-12-04,93.03537153825062
2023-12-05,86.14386253541724
2023-12-06,93.03537153825062
2023-12-07,93.03537153825062
2023-12-08,99.92688054108399
2023-12-09,113.70989854675075
2023-12-10,124.04716205100083
2023-12-11,103.37263504250069
2023-12-12,89.58961703683393
2023-12-13,89.58961703683393
2023-12-14,93.03537153825062
2023-12-15,96.4811260396673
2023-12-16,120.60140754958414
2023-12-17,124.04716205100083
2023-12-18,103.37263504250069
2023-12-19,99.92688054108399
2023-12-20,99.92688054108399
2023-12-21,106.81838954391738
2023-12-22,113.85924536830456
2023-12-23,127.79622916938762
2023-12-24,113.21874765937278
2023-12-25,78.69653701113103
2023-12-26,102.92613423579343
2023-12-27,90.27014585257396
2023-12-28,83.62190280649833
2023-12-29,79.33703472006282
2023-12-30,79.33703472006282
2023-12-31,79.9775324289946
2024-01-01,71.40779625612362
2024-01-02,61.75568054147605
2024-01-03,55.107437495400426
2024-01-04,51.46306711789671
2024-01-05,51.46306711789671
2024-01-06,65.40005091897977
2024-01-07,61.75568054147605
2024-01-08,47.81869674039301
2024-01-09,41.170453694317374
2024-01-10,44.81482407182108
2024-01-11,41.81095140324916
2024-01-12,44.81482407182108
2024-01-13,55.107437495400426
2024-01-14,55.747935204332215
2024-01-15,52.1035648268285
2024-01-16,41.81095140324916
2024-01-17,41.81095140324916
2024-01-18,44.81482407182108
2024-01-19,51.46306711789671
2024-01-20,58.11131016397235
2024-01-21,56.3637983859974
2024-01-22,42.27284878949805
2024-01-23,38.42986253590732
2024-01-24,40.99185337163447
2024-01-25,39.71085795377089
2024-01-26,39.71085795377089
2024-01-27,48.67782587881593
2024-01-28,52.52081213240666
2024-01-29,37.14886711804374
2024-01-30,37.14886711804374
2024-01-31,37.14886711804374
2024-02-01,38.42986253590732
2024-02-02,39.71085795377089
2024-02-03,48.67782587881593
2024-02-04,53.80180755027024
2024-02-05,39.71085795377089
2024-02-06,38.42986253590732
2024-02-07,40.99185337163447
2024-02-08,40.99185337163447
2024-02-09,42.27284878949805
2024-02-10,51.23981671454309
2024-02-11,49.95882129667951
2024-02-12,35.86787170018016
2024-02-13,42.27284878949805
2024-02-14,46.11583504308878
2024-02-15,38.42986253590732
2024-02-16,42.27284878949805
2024-02-17,56.3637983859974
2024-02-18,60.20678463958813
2024-02-19,57.64479380386097
2024-02-20,43.55384420736162
2024-02-21,37.14886711804374
2024-02-22,35.86787170018016
2024-02-23,44.8348396252252
2024-02-24,49.95882129667951
2024-02-25,48.67782587881593
2024-02-26,37.14886711804374
2024-02-27,55.08280296813382
2024-02-28,49.95882129667951
2024-02-29,43.55384420736162
2024-03-01,43.55384420736162
2024-03-02,52.52081213240666
2024-03-03,52.52081213240666
2024-03-04,42.27284878949805
2024-03-05,38.42986253590732
2024-03-06,38.42986253590732
2024-03-07,37.14886711804374
2024-03-08,39.71085795377089
2024-03-09,48.67782587881593
2024-03-10,52.52081213240666
2024-03-11,37.14886711804374
2024-03-12,42.27284878949805
2024-03-13,47.39683046095236
2024-03-14,43.55384420736162
2024-03-15,42.27284878949805
2024-03-16,52.52081213240666
2024-03-17,53.80180755027024
2024-03-18,39.71085795377089
2024-03-19,38.42986253590732
2024-03-20,38.42986253590732
2024-03-21,35.86787170018016
2024-03-22,39.71085795377089
2024-03-23,51.23981671454309
2024-03-24,52.52081213240666
2024-03-25,42.27284878949805
2024-03-26,37.14886711804374
2024-03-27,42.27284878949805
2024-03-28,42.27284878949805
2024-03-29,47.39683046095236
2024-03-30,56.3637983859974
2024-03-31,55.08280296813382
2024-04-01,42.27284878949805
2024-04-02,43.55384420736162
2024-04-03,43.55384420736162
2024-04-04,42.27284878949805
2024-04-05,46.11583504308878
2024-04-06,57.64479380386097
2024-04-07,58.92578922172455
2024-04-08,38.42986253590732
2024-04-09,42.27284878949805
2024-04-10,42.27284878949805
2024-04-11,40.99185337163447
2024-04-12,46.11583504308878
2024-04-13,53.80180755027024
2024-04-14,57.64479380386097
2024-04-15,43.55384420736162
2024-04-16,38.42986253590732
2024-04-17,39.71085795377089
2024-04-18,40.99185337163447
2024-04-19,40.99185337163447
2024-04-20,53.80180755027024
2024-04-21,56.3637983859974
2024-04-22,40.99185337163447
2024-04-23,38.42986253590732
2024-04-24,39.71085795377089
2024-04-25,43.55384420736162
2024-04-26,48.67782587881593
2024-04-27,57.64479380386097
2024-04-28,61.4877800574517
2024-04-29,48.67782587881593
2024-04-30,49.95882129667951
2024-05-01,47.39683046095236
2024-05-02,43.55384420736162
2024-05-03,48.67782587881593
2024-05-04,52.52081213240666
2024-05-05,60.20678463958813
2024-05-06,42.27284878949805
2024-05-07,39.71085795377089
2024-05-08,40.99185337163447
2024-05-09,42.27284878949805
2024-05-10,47.39683046095236
2024-05-11,57.64479380386097
2024-05-12,53.80180755027024
2024-05-13,40.99185337163447
2024-05-14,40.99185337163447
2024-05-15,38.42986253590732
2024-05-16,37.14886711804374
2024-05-17,39.71085795377089
2024-05-18,48.67782587881593
2024-05-19,53.80180755027024
2024-05-20,42.27284878949805
2024-05-21,39.71085795377089
2024-05-22,40.99185337163447
2024-05-23,40.99185337163447
2024-05-24,46.11583504308878
2024-05-25,47.39683046095236
2024-05-26,58.92578922172455
2024-05-27,70.45474798249674
2024-05-28,38.42986253590732
2024-05-29,34.58687628231658
2024-05-30,37.14886711804374
2024-05-31,37.14886711804374
2024-06-01,46.11583504308878
2024-06-02,49.95882129667951
2024-06-03,37.14886711804374
2024-06-04,40.99185337163447
2024-06-05,40.99185337163447
2024-06-06,38.42986253590732
2024-06-07,40.99185337163447
2024-06-08,51.23981671454309
2024-06-09,52.52081213240666
2024-06-10,44.8348396252252
2024-06-11,40.99185337163447
2024-06-12,38.42986253590732
2024-06-13,37.14886711804374
2024-06-14,44.8348396252252
2024-06-15,48.67782587881593
2024-06-16,46.11583504308878
2024-06-17,39.71085795377089
2024-06-18,34.58687628231658
2024-06-19,42.27284878949805
2024-06-20,39.71085795377089
2024-06-21,43.55384420736162
2024-06-22,48.67782587881593
2024-06-23,48.67782587881593
2024-06-24,39.71085795377089
2024-06-25,37.14886711804374
2024-06-26,38.42986253590732
2024-06-27,39.71085795377089
2024-06-28,35.86787170018016
2024-06-29,44.8348396252252
2024-06-30,43.55384420736162
2024-07-01,43.55384420736162
2024-07-02,43.55384420736162
2024-07-03,46.11583504308878
2024-07-04,67.8927571467696
2024-07-05,62.76877547531528
2024-07-06,46.11583504308878
2024-07-07,46.11583504308878
2024-07-08,32.02488544658943
2024-07-09,35.86787170018016
2024-07-10,38.42986253590732
2024-07-11,37.14886711804374
2024-07-12,37.14886711804374
2024-07-13,39.71085795377089
2024-07-14,37.14886711804374
2024-07-15,35.86787170018016
2024-07-16,33.30588086445301
2024-07-17,39.71085795377089
2024-07-18,37.14886711804374
2024-07-19,38.42986253590732
2024-07-20,43.55384420736162
2024-07-21,42.27284878949805
2024-07-22,35.86787170018016
2024-07-23,35.86787170018016
2024-07-24,33.30588086445301
2024-07-25,32.02488544658943
2024-07-26,35.86787170018016
2024-07-27,38.42986253590732
2024-07-28,40.99185337163447
2024-07-29,34.58687628231658
2024-07-30,33.30588086445301
2024-07-31,34.58687628231658
2024-08-01,34.58687628231658
2024-08-02,35.86787170018016
2024-08-03,42.27284878949805
2024-08-04,43.55384420736162
2024-08-05,30.74389002872585
2024-08-06,33.30588086445301
2024-08-07,34.58687628231658
2024-08-08,33.30588086445301
2024-08-09,38.42986253590732
2024-08-10,42.27284878949805
2024-08-11,46.11583504308878
2024-08-12,35.86787170018016
2024-08-13,37.14886711804374
2024-08-14,38.42986253590732
2024-08-15,35.86787170018016
2024-08-16,37.14886711804374
2024-08-17,42.27284878949805
2024-08-18,43.845799629102615
2024-08-19,36.229535579359315
2024-08-20,32.83678395086916
2024-08-21,34.948540161495735
2024-08-22,34.948540161495735
2024-08-23,32.83678395086916
2024-08-24,41.73404341847604
2024-08-25,47.238551257592775
2024-08-26,35.589037870427525
2024-08-27,32.83678395086916
2024-08-28,32.83678395086916
2024-08-29,34.948540161495735
2024-08-30,36.229535579359315
2024-08-31,44.486297338034404
2024-09-01,49.99080517715113
2024-09-02,58.88806464475802
2024-09-03,38.34129178998589
2024-09-04,34.948540161495735
2024-09-05,30.084530031310795
2024-09-06,32.19628624193737
2024-09-07,43.845799629102615
2024-09-08,41.09354570954425
2024-09-09,32.83678395086916
2024-09-10,32.19628624193737
2024-09-11,29.44403232237901
2024-09-12,32.19628624193737
2024-09-13,34.948540161495735
2024-09-14,43.845799629102615
2024-09-15,43.845799629102615
2024-09-16,32.19628624193737
2024-09-17,35.31020404067489
2024-09-18,35.31020404067489
2024-09-19,35.31020404067489
2024-09-20,35.31020404067489
2024-09-21,44.13775505084361
2024-09-22,41.19523804745403
