Time,desmos
2024-08-18,10
2024-08-19,47
2024-08-20,59
2024-08-21,66
2024-08-22,70
2024-08-23,70
2024-08-24,14
2024-08-25,16
2024-08-26,75
2024-08-27,87
2024-08-28,92
2024-08-29,89
2024-08-30,68
2024-08-31,12
2024-09-01,14
2024-09-02,20
2024-09-03,79
2024-09-04,96
2024-09-05,100
2024-09-06,93
2024-09-07,16
2024-09-08,24
2024-09-09,94
2024-09-10,96
2024-09-11,98
2024-09-12,98
2024-09-13,84
2024-09-14,17
2024-09-15,20
2024-09-16,89
2024-09-17,98
2024-09-18,92
2024-09-19,92
2024-09-20,79
2024-09-21,15
2024-09-22,19
2024-09-23,88
2024-09-24,92
2024-09-25,89
2024-09-26,83
2024-09-27,60
2024-09-28,16
2024-09-29,19
2024-09-30,78
2024-10-01,83
2024-10-02,85
2024-10-03,78
2024-10-04,70
2024-10-05,16
2024-10-06,18
2024-10-07,75
2024-10-08,79
2024-10-09,72
2024-10-10,72
2024-10-11,54
2024-10-12,12
2024-10-13,15
2024-10-14,49
2024-10-15,71
2024-10-16,75
2024-10-17,81
2024-10-18,64
2024-10-19,14
2024-10-20,16
2024-10-21,78
2024-10-22,87
2024-10-23,86
2024-10-24,85
2024-10-25,75
2024-10-26,12
2024-10-27,17
2024-10-28,80
2024-10-29,84
2024-10-30,85
2024-10-31,77
2024-11-01,62
2024-11-02,14
2024-11-03,14
2024-11-04,62
2024-11-05,45
2024-11-06,63
2024-11-07,77
2024-11-08,68
2024-11-09,12
2024-11-10,14
2024-11-11,51
2024-11-12,78
2024-11-13,84
2024-11-14,83
2024-11-15,76
2024-11-16,11
2024-11-17,15
2024-11-18,82
2024-11-19,82
2024-11-20,85
2024-11-21,84
2024-11-22,61
2024-11-23,11
2024-11-24,11
2024-11-25,39
2024-11-26,35
2024-11-27,13
2024-11-28,8
2024-11-29,7
2024-11-30,8
2024-12-01,12
2024-12-02,64
2024-12-03,81
2024-12-04,80
2024-12-05,77
2024-12-06,74
2024-12-07,16
2024-12-08,16
2024-12-09,75
2024-12-10,77
2024-12-11,76
2024-12-12,78
2024-12-13,62
2024-12-14,12
2024-12-15,14
2024-12-16,64
2024-12-17,62
2024-12-18,57
2024-12-19,48
2024-12-20,28
2024-12-21,5
2024-12-22,4
2024-12-23,3
2024-12-24,3
2024-12-25,2
2024-12-26,3
2024-12-27,3
2024-12-28,3
2024-12-29,3
2024-12-30,3
2024-12-31,3
2025-01-01,3
2025-01-02,10
2025-01-03,10
2025-01-04,4
2025-01-05,5
2025-01-06,27
2025-01-07,41
2025-01-08,55
2025-01-09,58
2025-01-10,49
2025-01-11,9
2025-01-12,11
2025-01-13,64
2025-01-14,72
2025-01-15,86
2025-01-16,75
2025-01-17,70
2025-01-18,10
2025-01-19,9
2025-01-20,15
2025-01-21,47
2025-01-22,55
2025-01-23,68
2025-01-24,64
2025-01-25,13
2025-01-26,15
2025-01-27,64
2025-01-28,81
2025-01-29,84
2025-01-30,85
2025-01-31,71
2025-02-01,13
2025-02-02,17
2025-02-03,69
2025-02-04,84
2025-02-05,82
2025-02-06,75
2025-02-07,74
2025-02-08,14
2025-02-09,16
2025-02-10,65
2025-02-11,75
2025-02-12,72
2025-02-13,76
2025-02-14,51
2025-02-15,12
2025-02-16,12
2025-02-17,25
2025-02-18,60
2025-02-19,61
2025-02-20,58
2025-02-21,55
2025-02-22,13
2025-02-23,16
2025-02-24,76
2025-02-25,80
2025-02-26,75
2025-02-27,79
2025-02-28,71
2025-03-01,14
2025-03-02,15
2025-03-03,72
2025-03-04,79
2025-03-05,72
2025-03-06,74
2025-03-07,64
2025-03-08,14
2025-03-09,13
2025-03-10,59
2025-03-11,63
2025-03-12,66
2025-03-13,63
2025-03-14,45
2025-03-15,9
2025-03-16,12
2025-03-17,54
2025-03-18,62
2025-03-19,61
2025-03-20,63
2025-03-21,50
2025-03-22,9
2025-03-23,11
2025-03-24,59
2025-03-25,67
2025-03-26,68
2025-03-27,69
2025-03-28,52
2025-03-29,10
2025-03-30,12
2025-03-31,56
2025-04-01,60
2025-04-02,65
2025-04-03,68
2025-04-04,55
2025-04-05,10
2025-04-06,13
2025-04-07,60
2025-04-08,63
2025-04-09,64
2025-04-10,65
2025-04-11,55
2025-04-12,10
2025-04-13,12
2025-04-14,57
2025-04-15,58
2025-04-16,58
2025-04-17,57
2025-04-18,29
2025-04-19,10
2025-04-20,11
2025-04-21,49
2025-04-22,70
2025-04-23,67
2025-04-24,66
2025-04-25,59
2025-04-26,11
2025-04-27,14
2025-04-28,72
2025-04-29,72
2025-04-30,66
2025-05-01,71
2025-05-02,60
2025-05-03,12
2025-05-04,14
2025-05-05,64
2025-05-06,63
2025-05-07,69
2025-05-08,62
2025-05-09,57
2025-05-10,12
2025-05-11,16
2025-05-12,64
2025-05-13,60
2025-05-14,58
