Time,desmos
2025-12-11,90
2025-12-12,73
2025-12-13,15
2025-12-14,18
2025-12-15,73
2025-12-16,74
2025-12-17,70
2025-12-18,63
2025-12-19,35
2025-12-20,6
2025-12-21,6
2025-12-22,10
2025-12-23,7
2025-12-24,4
2025-12-25,4
2025-12-26,4
2025-12-27,5
2025-12-28,5
2025-12-29,5
2025-12-30,5
2025-12-31,4
2026-01-01,4
2026-01-02,5
2026-01-03,5
2026-01-04,7
2026-01-05,34
2026-01-06,60
2026-01-07,76
2026-01-08,87
2026-01-09,79
2026-01-10,11
2026-01-11,14
2026-01-12,79
2026-01-13,94
2026-01-14,88
2026-01-15,81
2026-01-16,75
2026-01-17,12
2026-01-18,10
2026-01-19,17
2026-01-20,71
2026-01-21,85
2026-01-22,91
2026-01-23,72
2026-01-24,15
2026-01-25,15
2026-01-26,48
2026-01-27,61
2026-01-28,67
2026-01-29,77
2026-01-30,68
2026-01-31,14
2026-02-01,18
2026-02-02,69
2026-02-03,74
2026-02-04,80
2026-02-05,89
2026-02-06,76
2026-02-07,14
2026-02-08,17
2026-02-09,69
2026-02-10,87
2026-02-11,97
2026-02-12,77
2026-02-13,67
2026-02-14,13
2026-02-15,12
2026-02-16,32
2026-02-17,65
2026-02-18,81
2026-02-19,84
2026-02-20,70
2026-02-21,15
2026-02-22,16
2026-02-23,70
2026-02-24,86
2026-02-25,88
2026-02-26,86
2026-02-27,79
2026-02-28,14
2026-03-01,18
2026-03-02,88
2026-03-03,92
2026-03-04,89
2026-03-05,99
2026-03-06,74
2026-03-07,16
2026-03-08,19
2026-03-09,76
2026-03-10,88
2026-03-11,82
2026-03-12,77
2026-03-13,66
2026-03-14,18
2026-03-15,14
2026-03-16,51
2026-03-17,65
2026-03-18,72
2026-03-19,68
2026-03-20,54
2026-03-21,12
2026-03-22,14
2026-03-23,77
2026-03-24,89
2026-03-25,88
2026-03-26,84
2026-03-27,68
2026-03-28,13
2026-03-29,16
2026-03-30,65
2026-03-31,69
2026-04-01,68
2026-04-02,59
2026-04-03,27
2026-04-04,10
2026-04-05,12
2026-04-06,50
2026-04-07,66
2026-04-08,65
2026-04-09,64
2026-04-10,61
2026-04-11,14
2026-04-12,16
2026-04-13,80
2026-04-14,91
2026-04-15,86
2026-04-16,100
2026-04-17,79
2026-04-18,13
2026-04-19,16
2026-04-20,83
2026-04-21,79
2026-04-22,85
2026-04-23,84
2026-04-24,70
2026-04-25,14
2026-04-26,18
2026-04-27,83
2026-04-28,85
2026-04-29,80
2026-04-30,78
2026-05-01,68
2026-05-02,18
2026-05-03,18
2026-05-04,75
2026-05-05,73
2026-05-06,71
2026-05-07,76
2026-05-08,61
2026-05-09,16
2026-05-10,21
2026-05-11,72
2026-05-12,78
2026-05-13,61
2026-05-14,65
2026-05-15,54
2026-05-16,12
2026-05-17,14
2026-05-18,58
2026-05-19,58
2026-05-20,52
2026-05-21,50
2026-05-22,37
2026-05-23,10
2026-05-24,9
2026-05-25,11
2026-05-26,39
2026-05-27,36
2026-05-28,41
2026-05-29,30
2026-05-30,11
2026-05-31,12
