Time,olivia_dunne
2022-05-14,6.0
2022-05-15,12.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,6.0
2022-05-19,0.0
2022-05-20,7.0
2022-05-21,0.0
2022-05-22,8.0
2022-05-23,0.0
2022-05-24,7.0
2022-05-25,7.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,8.0
2022-05-30,9.0
2022-05-31,8.0
2022-06-01,15.0
2022-06-02,50.0
2022-06-03,33.0
2022-06-04,18.0
2022-06-05,20.0
2022-06-06,8.0
2022-06-07,8.0
2022-06-08,6.0
2022-06-09,0.0
2022-06-10,0.0
2022-06-11,0.0
2022-06-12,0.0
2022-06-13,8.0
2022-06-14,0.0
2022-06-15,11.0
2022-06-16,7.0
2022-06-17,0.0
2022-06-18,0.0
2022-06-19,7.0
2022-06-20,8.0
2022-06-21,10.0
2022-06-22,6.0
2022-06-23,7.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,7.0
2022-06-27,11.0
2022-06-28,0.0
2022-06-29,28.0
2022-06-30,20.0
2022-07-01,18.0
2022-07-02,7.0
2022-07-03,14.0
2022-07-04,29.0
2022-07-05,56.0
2022-07-06,34.0
2022-07-07,15.0
2022-07-08,15.0
2022-07-09,9.0
2022-07-10,7.0
2022-07-11,8.0
2022-07-12,15.0
2022-07-13,9.0
2022-07-14,6.0
2022-07-15,0.0
2022-07-16,13.0
2022-07-17,9.0
2022-07-18,22.0
2022-07-19,18.0
2022-07-20,14.0
2022-07-21,30.0
2022-07-22,39.0
2022-07-23,36.0
2022-07-24,20.0
2022-07-25,13.0
2022-07-26,39.0
2022-07-27,34.0
2022-07-28,50.0
2022-07-29,41.0
2022-07-30,19.0
2022-07-31,9.0
2022-08-01,12.0
2022-08-02,15.0
2022-08-03,8.0
2022-08-04,11.0
2022-08-05,14.0
2022-08-06,22.0
2022-08-07,31.0
2022-08-08,18.0
2022-08-09,34.0
2022-08-10,47.0
2022-08-11,17.0
2022-08-12,8.0
2022-08-13,13.0
2022-08-14,10.0
2022-08-15,6.0
2022-08-16,7.0
2022-08-17,10.0
2022-08-18,7.0
2022-08-19,8.0
2022-08-20,11.0
2022-08-21,14.0
2022-08-22,11.0
2022-08-23,15.0
2022-08-24,7.0
2022-08-25,9.0
2022-08-26,13.0
2022-08-27,10.0
2022-08-28,32.0
2022-08-29,33.984848484848484
2022-08-30,36.484848484848484
2022-08-31,46.22727272727273
2022-09-01,30.484848484848484
2022-09-02,19.742424242424242
2022-09-03,13.742424242424242
2022-09-04,31.984848484848484
2022-09-05,62.46969696969697
2022-09-06,64.46969696969697
2022-09-07,29.984848484848484
2022-09-08,16.242424242424242
2022-09-09,17.242424242424242
2022-09-10,16.742424242424242
2022-09-11,17.242424242424242
2022-09-12,17.742424242424242
2022-09-13,32.484848484848484
2022-09-14,45.72727272727273
2022-09-15,30.484848484848484
2022-09-16,32.484848484848484
2022-09-17,17.742424242424242
2022-09-18,14.242424242424242
2022-09-19,16.742424242424242
2022-09-20,17.742424242424242
2022-09-21,33.484848484848484
2022-09-22,48.22727272727273
2022-09-23,99.45454545454545
2022-09-24,85.21212121212122
2022-09-25,50.22727272727273
2022-09-26,19.742424242424242
2022-09-27,17.742424242424242
2022-09-28,16.484848484848484
2022-09-29,32.96969696969697
2022-09-30,65.93939393939394
2022-10-01,230.78787878787878
2022-10-02,329.6969696969697
2022-10-03,148.36363636363637
2022-10-04,131.87878787878788
2022-10-05,82.42424242424242
2022-10-06,49.45454545454545
2022-10-07,115.39393939393939
2022-10-08,181.33333333333331
2022-10-09,148.36363636363637
2022-10-10,98.9090909090909
2022-10-11,131.87878787878788
2022-10-12,214.3030303030303
2022-10-13,115.39393939393939
2022-10-14,49.45454545454545
2022-10-15,65.93939393939394
2022-10-16,131.87878787878788
2022-10-17,131.87878787878788
2022-10-18,82.42424242424242
2022-10-19,32.96969696969697
2022-10-20,16.484848484848484
2022-10-21,16.484848484848484
2022-10-22,32.96969696969697
2022-10-23,65.93939393939394
2022-10-24,148.36363636363637
2022-10-25,98.9090909090909
2022-10-26,32.96969696969697
2022-10-27,16.484848484848484
2022-10-28,16.484848484848484
2022-10-29,16.484848484848484
2022-10-30,16.484848484848484
2022-10-31,49.45454545454545
2022-11-01,32.96969696969697
2022-11-02,16.484848484848484
2022-11-03,16.484848484848484
2022-11-04,32.96969696969697
2022-11-05,49.45454545454545
2022-11-06,32.96969696969697
2022-11-07,32.96969696969697
2022-11-08,148.36363636363637
2022-11-09,280.24242424242425
2022-11-10,840.7272727272727
2022-11-11,461.57575757575756
2022-11-12,560.4848484848485
2022-11-13,263.75757575757575
2022-11-14,98.9090909090909
2022-11-15,197.8181818181818
2022-11-16,98.9090909090909
2022-11-17,49.45454545454545
2022-11-18,346.1818181818182
2022-11-19,148.36363636363637
2022-11-20,115.39393939393939
2022-11-21,280.24242424242425
2022-11-22,98.9090909090909
2022-11-23,65.93939393939394
2022-11-24,49.45454545454545
2022-11-25,49.45454545454545
2022-11-26,65.93939393939394
2022-11-27,65.93939393939394
2022-11-28,32.96969696969697
2022-11-29,65.93939393939394
2022-11-30,49.45454545454545
2022-12-01,32.96969696969697
2022-12-02,49.45454545454545
2022-12-03,65.93939393939394
2022-12-04,49.45454545454545
2022-12-05,49.45454545454545
2022-12-06,32.96969696969697
2022-12-07,49.45454545454545
2022-12-08,49.45454545454545
2022-12-09,82.42424242424242
2022-12-10,98.9090909090909
2022-12-11,115.39393939393939
2022-12-12,49.45454545454545
2022-12-13,32.96969696969697
2022-12-14,49.45454545454545
2022-12-15,49.45454545454545
2022-12-16,49.45454545454545
2022-12-17,49.45454545454545
2022-12-18,98.9090909090909
2022-12-19,82.42424242424242
2022-12-20,65.93939393939394
2022-12-21,49.45454545454545
2022-12-22,49.45454545454545
2022-12-23,49.45454545454545
2022-12-24,32.96969696969697
2022-12-25,49.45454545454545
2022-12-26,82.42424242424242
2022-12-27,115.39393939393939
2022-12-28,65.93939393939394
2022-12-29,49.45454545454545
2022-12-30,32.96969696969697
2022-12-31,49.45454545454545
2023-01-01,49.45454545454545
2023-01-02,49.45454545454545
2023-01-03,49.45454545454545
2023-01-04,32.96969696969697
2023-01-05,32.96969696969697
2023-01-06,32.96969696969697
2023-01-07,82.42424242424242
2023-01-08,98.9090909090909
2023-01-09,445.09090909090907
2023-01-10,1038.5454545454545
2023-01-11,692.3636363636364
2023-01-12,445.09090909090907
2023-01-13,1648.4848484848485
2023-01-14,1483.6363636363635
2023-01-15,626.4242424242424
2023-01-16,346.1818181818182
2023-01-17,346.1818181818182
2023-01-18,593.4545454545455
2023-01-19,511.030303030303
2023-01-20,692.3636363636364
2023-01-21,840.7272727272727
2023-01-22,461.57575757575756
2023-01-23,181.33333333333331
2023-01-24,181.33333333333331
2023-01-25,181.33333333333331
2023-01-26,148.36363636363637
2023-01-27,131.87878787878788
2023-01-28,181.33333333333331
2023-01-29,148.36363636363637
2023-01-30,164.84848484848484
2023-01-31,148.36363636363637
2023-02-01,148.36363636363637
2023-02-02,164.84848484848484
2023-02-03,148.36363636363637
2023-02-04,544.0
2023-02-05,412.1212121212121
2023-02-06,214.3030303030303
2023-02-07,115.39393939393939
2023-02-08,82.42424242424242
2023-02-09,82.42424242424242
2023-02-10,82.42424242424242
2023-02-11,115.39393939393939
2023-02-12,98.9090909090909
2023-02-13,82.42424242424242
2023-02-14,65.93939393939394
2023-02-15,98.9090909090909
2023-02-16,98.9090909090909
2023-02-17,115.39393939393939
2023-02-18,148.36363636363637
2023-02-19,395.6363636363636
2023-02-20,329.6969696969697
2023-02-21,148.36363636363637
2023-02-22,98.9090909090909
2023-02-23,65.93939393939394
2023-02-24,65.93939393939394
2023-02-25,98.9090909090909
2023-02-26,230.78787878787878
2023-02-27,115.39393939393939
2023-02-28,247.27272727272725
2023-03-01,214.3030303030303
2023-03-02,115.39393939393939
2023-03-03,181.33333333333331
2023-03-04,263.75757575757575
2023-03-05,115.39393939393939
2023-03-06,131.87878787878788
2023-03-07,115.39393939393939
2023-03-08,98.9090909090909
2023-03-09,131.87878787878788
2023-03-10,82.42424242424242
2023-03-11,82.42424242424242
2023-03-12,65.93939393939394
2023-03-13,49.45454545454545
2023-03-14,82.42424242424242
2023-03-15,82.42424242424242
2023-03-16,82.42424242424242
2023-03-17,65.93939393939394
2023-03-18,65.93939393939394
2023-03-19,82.42424242424242
2023-03-20,49.45454545454545
2023-03-21,82.42424242424242
2023-03-22,98.9090909090909
2023-03-23,82.42424242424242
2023-03-24,65.93939393939394
2023-03-25,65.93939393939394
2023-03-26,65.93939393939394
2023-03-27,181.33333333333331
2023-03-28,148.36363636363637
2023-03-29,115.39393939393939
2023-03-30,98.9090909090909
2023-03-31,65.93939393939394
2023-04-01,82.42424242424242
2023-04-02,82.42424242424242
2023-04-03,131.87878787878788
2023-04-04,82.42424242424242
2023-04-05,65.93939393939394
2023-04-06,65.93939393939394
2023-04-07,65.93939393939394
2023-04-08,65.93939393939394
2023-04-09,65.93939393939394
2023-04-10,65.93939393939394
2023-04-11,82.42424242424242
2023-04-12,65.93939393939394
2023-04-13,82.42424242424242
2023-04-14,82.42424242424242
2023-04-15,115.39393939393939
2023-04-16,131.87878787878788
2023-04-17,65.93939393939394
2023-04-18,49.45454545454545
2023-04-19,49.45454545454545
2023-04-20,65.93939393939394
2023-04-21,82.42424242424242
2023-04-22,65.93939393939394
2023-04-23,49.45454545454545
2023-04-24,82.42424242424242
2023-04-25,65.93939393939394
2023-04-26,94.62015503875969
2023-04-27,275.61804087385485
2023-04-28,475.2811839323467
2023-04-29,610.706131078224
2023-04-30,482.22973925299505
2023-05-01,128.47639182522903
2023-05-02,199.66314305849187
2023-05-03,693.6095842142354
2023-05-04,120.23396758280478
2023-05-05,128.47639182522903
2023-05-06,101.56871035940803
2023-05-07,101.56871035940803
2023-05-08,79.42917547568709
2023-05-09,98.09443269908385
2023-05-10,86.37773079633544
2023-05-11,82.90345313601128
2023-05-12,79.42917547568709
2023-05-13,64.23819591261451
2023-05-14,52.5214940098661
2023-05-15,101.56871035940803
2023-05-16,128.47639182522903
2023-05-17,113.28541226215644
2023-05-18,165.80690627202256
2023-05-19,147.1416490486258
2023-05-20,113.28541226215644
2023-05-21,94.62015503875969
2023-05-22,67.71247357293868
2023-05-23,52.5214940098661
2023-05-24,82.90345313601128
2023-05-25,101.56871035940803
2023-05-26,118.12544045102183
2023-05-27,236.25088090204366
2023-05-28,111.17688513037349
2023-05-29,229.30232558139534
2023-05-30,132.0225510923185
2023-05-31,118.12544045102183
2023-06-01,222.35377026074698
2023-06-02,118.12544045102183
2023-06-03,90.33121916842846
2023-06-04,76.43410852713177
2023-06-05,55.588442565186746
2023-06-06,62.53699788583509
2023-06-07,90.33121916842846
2023-06-08,340.4792107117688
2023-06-09,173.71388301620857
2023-06-10,152.86821705426354
2023-06-11,111.17688513037349
2023-06-12,97.2797744890768
2023-06-13,319.6335447498238
2023-06-14,83.38266384778012
2023-06-15,90.33121916842846
2023-06-16,69.48555320648343
2023-06-17,55.588442565186746
2023-06-18,76.43410852713177
2023-06-19,125.07399577167018
2023-06-20,222.35377026074698
2023-06-21,152.86821705426354
2023-06-22,83.38266384778012
2023-06-23,111.17688513037349
2023-06-24,104.22832980972515
2023-06-25,166.76532769556025
2023-06-26,284.89076814658205
2023-06-27,222.35377026074698
2023-06-28,152.86821705426354
2023-06-29,104.22832980972515
2023-06-30,166.76532769556025
2023-07-01,132.0225510923185
2023-07-02,166.76532769556025
2023-07-03,340.4792107117688
2023-07-04,264.045102184637
2023-07-05,368.27343199436217
2023-07-06,382.1705426356589
2023-07-07,340.4792107117688
2023-07-08,104.22832980972515
2023-07-09,83.38266384778012
2023-07-10,111.17688513037349
2023-07-11,111.17688513037349
2023-07-12,125.07399577167018
2023-07-13,180.66243833685692
2023-07-14,270.9936575052854
2023-07-15,201.50810429880195
2023-07-16,62.53699788583509
2023-07-17,76.43410852713177
2023-07-18,55.588442565186746
2023-07-19,55.588442565186746
2023-07-20,83.38266384778012
2023-07-21,62.53699788583509
2023-07-22,48.6398872445384
2023-07-23,111.17688513037349
2023-07-24,76.43410852713177
2023-07-25,125.07399577167018
2023-07-26,298.78787878787875
2023-07-27,187.61099365750528
2023-07-28,375.22198731501055
2023-07-29,361.32487667371385
2023-07-30,270.9936575052854
2023-07-31,187.61099365750528
2023-08-01,104.22832980972515
2023-08-02,90.33121916842846
2023-08-03,83.38266384778012
2023-08-04,76.43410852713177
2023-08-05,62.53699788583509
2023-08-06,76.43410852713177
2023-08-07,69.48555320648343
2023-08-08,83.38266384778012
2023-08-09,62.53699788583509
2023-08-10,62.53699788583509
2023-08-11,83.38266384778012
2023-08-12,97.2797744890768
2023-08-13,118.12544045102183
2023-08-14,97.2797744890768
2023-08-15,69.48555320648343
2023-08-16,104.22832980972515
2023-08-17,111.17688513037349
2023-08-18,97.2797744890768
2023-08-19,187.61099365750528
2023-08-20,152.86821705426354
2023-08-21,104.22832980972515
2023-08-22,97.2797744890768
2023-08-23,69.48555320648343
2023-08-24,62.53699788583509
2023-08-25,76.43410852713177
2023-08-26,97.2797744890768
2023-08-27,104.22832980972515
2023-08-28,69.48555320648343
2023-08-29,62.53699788583509
2023-08-30,62.53699788583509
2023-08-31,62.53699788583509
2023-09-01,55.588442565186746
2023-09-02,62.53699788583509
2023-09-03,76.43410852713177
2023-09-04,83.38266384778012
2023-09-05,76.43410852713177
2023-09-06,83.38266384778012
2023-09-07,83.38266384778012
2023-09-08,76.43410852713177
2023-09-09,62.53699788583509
2023-09-10,69.48555320648343
2023-09-11,76.43410852713177
2023-09-12,69.48555320648343
2023-09-13,90.33121916842846
2023-09-14,76.43410852713177
2023-09-15,62.53699788583509
2023-09-16,83.38266384778012
2023-09-17,69.48555320648343
2023-09-18,69.48555320648343
2023-09-19,55.588442565186746
2023-09-20,62.53699788583509
2023-09-21,62.53699788583509
2023-09-22,41.69133192389006
2023-09-23,62.53699788583509
2023-09-24,187.61099365750528
2023-09-25,159.8167723749119
2023-09-26,111.17688513037349
2023-09-27,62.53699788583509
2023-09-28,55.588442565186746
2023-09-29,41.69133192389006
2023-09-30,62.53699788583509
2023-10-01,69.48555320648343
2023-10-02,62.53699788583509
2023-10-03,41.69133192389006
2023-10-04,41.69133192389006
2023-10-05,34.742776603241715
2023-10-06,48.6398872445384
2023-10-07,48.6398872445384
2023-10-08,41.69133192389006
2023-10-09,48.6398872445384
2023-10-10,34.742776603241715
2023-10-11,41.69133192389006
2023-10-12,41.69133192389006
2023-10-13,41.69133192389006
2023-10-14,34.742776603241715
2023-10-15,48.6398872445384
2023-10-16,55.588442565186746
2023-10-17,48.6398872445384
2023-10-18,55.588442565186746
2023-10-19,76.43410852713177
2023-10-20,48.6398872445384
2023-10-21,62.53699788583509
2023-10-22,55.588442565186746
2023-10-23,34.742776603241715
2023-10-24,41.69133192389006
2023-10-25,48.6398872445384
2023-10-26,34.742776603241715
2023-10-27,41.69133192389006
2023-10-28,34.742776603241715
2023-10-29,34.742776603241715
2023-10-30,27.794221282593373
2023-10-31,20.84566596194503
2023-11-01,34.742776603241715
2023-11-02,55.588442565186746
2023-11-03,69.48555320648343
2023-11-04,76.43410852713177
2023-11-05,55.588442565186746
2023-11-06,41.69133192389006
2023-11-07,76.43410852713177
2023-11-08,41.69133192389006
2023-11-09,34.742776603241715
2023-11-10,41.69133192389006
2023-11-11,48.6398872445384
2023-11-12,62.53699788583509
2023-11-13,41.69133192389006
2023-11-14,34.742776603241715
2023-11-15,34.742776603241715
2023-11-16,41.69133192389006
2023-11-17,34.742776603241715
2023-11-18,34.742776603241715
2023-11-19,34.742776603241715
2023-11-20,41.69133192389006
2023-11-21,48.6398872445384
2023-11-22,69.48555320648343
2023-11-23,41.69133192389006
2023-11-24,41.69133192389006
2023-11-25,48.6398872445384
2023-11-26,41.69133192389006
2023-11-27,34.742776603241715
2023-11-28,69.48555320648343
2023-11-29,208.4566596194503
2023-11-30,83.38266384778012
2023-12-01,41.69133192389006
2023-12-02,48.6398872445384
2023-12-03,55.588442565186746
2023-12-04,34.742776603241715
2023-12-05,34.742776603241715
2023-12-06,34.742776603241715
2023-12-07,41.69133192389006
2023-12-08,34.742776603241715
2023-12-09,55.588442565186746
2023-12-10,48.6398872445384
2023-12-11,34.742776603241715
2023-12-12,27.794221282593373
2023-12-13,34.742776603241715
2023-12-14,20.84566596194503
2023-12-15,34.742776603241715
2023-12-16,41.69133192389006
2023-12-17,48.6398872445384
2023-12-18,41.69133192389006
2023-12-19,41.69133192389006
2023-12-20,48.6398872445384
2023-12-21,69.48555320648343
2023-12-22,55.771299284151176
2023-12-23,42.23990208078335
2023-12-24,55.771299284151176
2023-12-25,55.771299284151176
2023-12-26,55.771299284151176
2023-12-27,47.35989021178739
2023-12-28,54.12558881347131
2023-12-29,57.41700975483105
2023-12-30,81.18838322020696
2023-12-31,82.83409369088683
2024-01-01,84.4798041615667
2024-01-02,62.53699788583509
2024-01-03,49.00560068246726
2024-01-04,47.35989021178739
2024-01-05,54.12558881347131
2024-01-06,82.83409369088683
2024-01-07,62.53699788583509
2024-01-08,76.06839508920291
2024-01-09,49.00560068246726
2024-01-10,62.53699788583509
2024-01-11,70.94840695819887
2024-01-12,47.35989021178739
2024-01-13,104.77689996661844
2024-01-14,82.83409369088683
2024-01-15,55.771299284151176
2024-01-16,40.59419161010348
2024-01-17,40.59419161010348
2024-01-18,55.771299284151176
2024-01-19,49.00560068246726
2024-01-20,67.65698601683914
2024-01-21,59.24557694447535
2024-01-22,42.78847223767664
2024-01-23,46.07989317903638
2024-01-24,39.4970512963169
2024-01-25,42.78847223767664
2024-01-26,49.37131412039613
2024-01-27,88.86836541671303
2024-01-28,52.66273506175587
2024-01-29,46.07989317903638
2024-01-30,36.20563035495716
2024-01-31,32.91420941359742
2024-02-01,39.4970512963169
2024-02-02,36.20563035495716
2024-02-03,59.24557694447535
2024-02-04,85.57694447535329
2024-02-05,52.66273506175587
2024-02-06,46.07989317903638
2024-02-07,42.78847223767664
2024-02-08,55.95415600311561
2024-02-09,62.53699788583509
2024-02-10,59.24557694447535
2024-02-11,59.24557694447535
2024-02-12,36.20563035495716
2024-02-13,36.20563035495716
2024-02-14,26.331367530877934
2024-02-15,29.622788472237676
2024-02-16,39.4970512963169
2024-02-17,55.95415600311561
2024-02-18,52.66273506175587
2024-02-19,32.91420941359742
2024-02-20,29.622788472237676
2024-02-21,46.07989317903638
2024-02-22,49.37131412039613
2024-02-23,55.95415600311561
2024-02-24,75.70268165127406
2024-02-25,49.37131412039613
2024-02-26,36.20563035495716
2024-02-27,36.20563035495716
2024-02-28,36.20563035495716
2024-02-29,36.20563035495716
2024-03-01,82.28552353399354
2024-03-02,108.61689106487148
2024-03-03,59.24557694447535
2024-03-04,42.78847223767664
2024-03-05,39.4970512963169
2024-03-06,39.4970512963169
2024-03-07,55.95415600311561
2024-03-08,42.78847223767664
2024-03-09,108.61689106487148
2024-03-10,128.36541671302993
2024-03-11,95.45120729943251
2024-03-12,65.82841882719484
2024-03-13,59.24557694447535
2024-03-14,59.24557694447535
2024-03-15,59.24557694447535
2024-03-16,62.53699788583509
2024-03-17,55.95415600311561
2024-03-18,42.78847223767664
2024-03-19,39.4970512963169
2024-03-20,39.4970512963169
2024-03-21,36.20563035495716
2024-03-22,39.4970512963169
2024-03-23,52.66273506175587
2024-03-24,72.41126070991432
2024-03-25,46.07989317903638
2024-03-26,39.4970512963169
2024-03-27,36.20563035495716
2024-03-28,36.20563035495716
2024-03-29,36.20563035495716
2024-03-30,49.37131412039613
2024-03-31,49.37131412039613
2024-04-01,42.78847223767664
2024-04-02,52.66273506175587
2024-04-03,32.91420941359742
2024-04-04,36.20563035495716
2024-04-05,32.91420941359742
2024-04-06,46.07989317903638
2024-04-07,52.66273506175587
2024-04-08,39.4970512963169
2024-04-09,46.07989317903638
2024-04-10,36.20563035495716
2024-04-11,26.331367530877934
2024-04-12,32.91420941359742
2024-04-13,32.91420941359742
2024-04-14,32.91420941359742
2024-04-15,23.03994658951819
2024-04-16,29.622788472237676
2024-04-17,29.622788472237676
2024-04-18,36.20563035495716
2024-04-19,65.82841882719484
2024-04-20,121.78257483031044
2024-04-21,236.9823077779014
2024-04-22,138.23967953710914
2024-04-23,75.70268165127406
2024-04-24,65.82841882719484
2024-04-25,49.37131412039613
2024-04-26,49.37131412039613
2024-04-27,46.07989317903638
2024-04-28,42.78847223767664
2024-04-29,26.331367530877934
2024-04-30,26.331367530877934
2024-05-01,49.37131412039613
2024-05-02,59.24557694447535
2024-05-03,42.78847223767664
2024-05-04,29.622788472237676
2024-05-05,42.78847223767664
2024-05-06,29.622788472237676
2024-05-07,32.91420941359742
2024-05-08,42.78847223767664
2024-05-09,98.74262824079226
2024-05-10,88.86836541671303
2024-05-11,204.06809836430398
2024-05-12,223.81662401246243
2024-05-13,111.90831200623121
2024-05-14,69.11983976855457
2024-05-15,92.15978635807276
2024-05-16,62.53699788583509
2024-05-17,88.86836541671303
2024-05-18,108.61689106487148
2024-05-19,59.24557694447535
2024-05-20,69.11983976855457
2024-05-21,72.41126070991432
2024-05-22,52.66273506175587
2024-05-23,55.95415600311561
2024-05-24,65.82841882719484
2024-05-25,329.14209413597416
2024-05-26,306.10214754645597
2024-05-27,72.41126070991432
2024-05-28,69.11983976855457
2024-05-29,95.45120729943251
2024-05-30,59.24557694447535
2024-05-31,75.70268165127406
2024-06-01,59.24557694447535
2024-06-02,72.41126070991432
2024-06-03,39.4970512963169
2024-06-04,26.331367530877934
2024-06-05,49.37131412039613
2024-06-06,65.82841882719484
2024-06-07,55.95415600311561
2024-06-08,72.41126070991432
2024-06-09,92.15978635807276
2024-06-10,138.23967953710914
2024-06-11,65.82841882719484
2024-06-12,98.74262824079226
2024-06-13,65.82841882719484
2024-06-14,55.95415600311561
2024-06-15,52.66273506175587
2024-06-16,72.41126070991432
2024-06-17,62.53699788583509
2024-06-18,59.24557694447535
2024-06-19,36.20563035495716
2024-06-20,29.622788472237676
2024-06-21,36.20563035495716
2024-06-22,42.78847223767664
2024-06-23,46.07989317903638
2024-06-24,69.11983976855457
2024-06-25,174.44530989206632
2024-06-26,46.07989317903638
2024-06-27,39.4970512963169
2024-06-28,46.07989317903638
2024-06-29,75.70268165127406
2024-06-30,55.95415600311561
2024-07-01,69.11983976855457
2024-07-02,52.66273506175587
2024-07-03,49.37131412039613
2024-07-04,69.11983976855457
2024-07-05,75.70268165127406
2024-07-06,148.11394236118838
2024-07-07,144.82252141982863
2024-07-08,181.02815177478578
2024-07-09,151.40536330254812
2024-07-10,65.82841882719484
2024-07-11,82.28552353399354
2024-07-12,105.32547012351174
2024-07-13,72.41126070991432
2024-07-14,39.4970512963169
2024-07-15,39.4970512963169
2024-07-16,59.24557694447535
2024-07-17,148.11394236118838
2024-07-18,46.07989317903638
2024-07-19,39.4970512963169
2024-07-20,49.37131412039613
2024-07-21,52.66273506175587
2024-07-22,32.91420941359742
2024-07-23,36.20563035495716
2024-07-24,42.78847223767664
2024-07-25,32.91420941359742
2024-07-26,32.91420941359742
2024-07-27,46.07989317903638
2024-07-28,62.53699788583509
2024-07-29,75.70268165127406
2024-07-30,65.82841882719484
2024-07-31,59.24557694447535
2024-08-01,42.78847223767664
2024-08-02,36.20563035495716
2024-08-03,49.37131412039613
2024-08-04,42.78847223767664
2024-08-05,32.91420941359742
2024-08-06,39.4970512963169
2024-08-07,32.91420941359742
2024-08-08,26.331367530877934
2024-08-09,32.91420941359742
2024-08-10,32.91420941359742
2024-08-11,39.4970512963169
2024-08-12,23.03994658951819
2024-08-13,23.03994658951819
2024-08-14,32.91420941359742
2024-08-15,26.331367530877934
2024-08-16,23.03994658951819
2024-08-17,32.91420941359742
2024-08-18,43.519899113534365
2024-08-19,23.58851674641148
2024-08-20,22.24756747400566
2024-08-21,28.89136159637995
2024-08-22,28.89136159637995
2024-08-23,29.226598914481407
2024-08-24,36.20563035495715
2024-08-25,32.2132586575671
2024-08-26,23.923754064512934
2024-08-27,27.245651125700082
2024-08-28,66.43794122374294
2024-08-29,43.519899113534365
2024-08-30,23.58851674641148
2024-08-31,32.88373329377001
2024-09-01,42.84942447733145
2024-09-02,36.20563035495715
2024-09-03,15.603773351631368
2024-09-04,25.904701853294263
2024-09-05,17.279959942138643
2024-09-06,19.596145049021423
2024-09-07,23.253279428310023
2024-09-08,25.904701853294263
2024-09-09,19.93138236712288
2024-09-10,33.55420792997292
2024-09-11,30.232310868785774
2024-09-12,25.569464535192807
2024-09-13,36.20563035495715
2024-09-14,43.1846617954329
2024-09-15,35.53515571875425
2024-09-16,35.53515571875425
2024-09-17,38.217054263565885
2024-09-18,30.17135862913096
2024-09-19,27.48946008431932
2024-09-20,22.796137630898947
2024-09-21,31.512307901536783
2024-09-22,48.94464844281245
