Time,als
2022-05-20,62.0
2022-05-21,56.0
2022-05-22,75.0
2022-05-23,100.0
2022-05-24,79.0
2022-05-25,50.0
2022-05-26,47.0
2022-05-27,46.0
2022-05-28,45.0
2022-05-29,45.0
2022-05-30,48.0
2022-05-31,49.0
2022-06-01,44.0
2022-06-02,56.0
2022-06-03,60.0
2022-06-04,53.0
2022-06-05,49.0
2022-06-06,44.0
2022-06-07,46.0
2022-06-08,48.0
2022-06-09,43.0
2022-06-10,49.0
2022-06-11,47.0
2022-06-12,42.0
2022-06-13,46.0
2022-06-14,44.0
2022-06-15,43.0
2022-06-16,38.0
2022-06-17,43.0
2022-06-18,41.0
2022-06-19,43.0
2022-06-20,41.0
2022-06-21,55.0
2022-06-22,48.0
2022-06-23,44.0
2022-06-24,43.0
2022-06-25,38.0
2022-06-26,39.0
2022-06-27,43.0
2022-06-28,42.0
2022-06-29,44.0
2022-06-30,38.0
2022-07-01,40.0
2022-07-02,40.0
2022-07-03,40.0
2022-07-04,44.0
2022-07-05,44.0
2022-07-06,42.0
2022-07-07,44.0
2022-07-08,40.0
2022-07-09,41.0
2022-07-10,40.0
2022-07-11,40.0
2022-07-12,43.0
2022-07-13,43.0
2022-07-14,43.0
2022-07-15,39.0
2022-07-16,41.0
2022-07-17,39.0
2022-07-18,45.0
2022-07-19,48.0
2022-07-20,45.0
2022-07-21,48.0
2022-07-22,46.0
2022-07-23,40.0
2022-07-24,41.0
2022-07-25,43.0
2022-07-26,38.0
2022-07-27,44.0
2022-07-28,44.0
2022-07-29,53.0
2022-07-30,43.0
2022-07-31,46.0
2022-08-01,37.0
2022-08-02,46.0
2022-08-03,46.0
2022-08-04,46.0
2022-08-05,43.0
2022-08-06,42.0
2022-08-07,40.0
2022-08-08,43.0
2022-08-09,43.0
2022-08-10,45.0
2022-08-11,43.0
2022-08-12,44.0
2022-08-13,38.0
2022-08-14,42.0
2022-08-15,43.0
2022-08-16,44.0
2022-08-17,42.0
2022-08-18,39.0
2022-08-19,48.0
2022-08-20,42.0
2022-08-21,39.0
2022-08-22,38.0
2022-08-23,43.0
2022-08-24,46.0
2022-08-25,46.0
2022-08-26,42.0
2022-08-27,41.0
2022-08-28,55.0
2022-08-29,45.06410256410256
2022-08-30,42.43589743589743
2022-08-31,44.0
2022-09-01,44.0
2022-09-02,45.06410256410256
2022-09-03,41.871794871794876
2022-09-04,41.871794871794876
2022-09-05,41.371794871794876
2022-09-06,42.93589743589743
2022-09-07,41.871794871794876
2022-09-08,51.94871794871795
2022-09-09,44.0
2022-09-10,40.30769230769231
2022-09-11,58.83333333333333
2022-09-12,44.0
2022-09-13,41.871794871794876
2022-09-14,45.06410256410256
2022-09-15,42.93589743589743
2022-09-16,42.93589743589743
2022-09-17,42.93589743589743
2022-09-18,41.371794871794876
2022-09-19,45.06410256410256
2022-09-20,44.0
2022-09-21,44.0
2022-09-22,46.128205128205124
2022-09-23,44.0
2022-09-24,40.80769230769231
2022-09-25,42.93589743589743
2022-09-26,42.93589743589743
2022-09-27,42.93589743589743
2022-09-28,39.48717948717949
2022-09-29,51.8974358974359
2022-09-30,80.1025641025641
2022-10-01,63.17948717948718
2022-10-02,51.8974358974359
2022-10-03,47.38461538461539
2022-10-04,48.51282051282051
2022-10-05,51.8974358974359
2022-10-06,53.02564102564102
2022-10-07,47.38461538461539
2022-10-08,58.666666666666664
2022-10-09,40.61538461538461
2022-10-10,55.282051282051285
2022-10-11,42.87179487179487
2022-10-12,42.87179487179487
2022-10-13,44.0
2022-10-14,42.87179487179487
2022-10-15,39.48717948717949
2022-10-16,37.23076923076923
2022-10-17,42.87179487179487
2022-10-18,46.256410256410255
2022-10-19,46.256410256410255
2022-10-20,45.128205128205124
2022-10-21,44.0
2022-10-22,37.23076923076923
2022-10-23,34.97435897435897
2022-10-24,42.87179487179487
2022-10-25,45.128205128205124
2022-10-26,55.282051282051285
2022-10-27,46.256410256410255
2022-10-28,45.128205128205124
2022-10-29,41.743589743589745
2022-10-30,37.23076923076923
2022-10-31,40.61538461538461
2022-11-01,40.61538461538461
2022-11-02,42.87179487179487
2022-11-03,42.87179487179487
2022-11-04,44.0
2022-11-05,45.128205128205124
2022-11-06,39.48717948717949
2022-11-07,44.0
2022-11-08,39.48717948717949
2022-11-09,38.35897435897436
2022-11-10,45.128205128205124
2022-11-11,44.0
2022-11-12,47.38461538461539
2022-11-13,42.87179487179487
2022-11-14,51.8974358974359
2022-11-15,106.05128205128204
2022-11-16,62.05128205128205
2022-11-17,48.51282051282051
2022-11-18,45.128205128205124
2022-11-19,38.35897435897436
2022-11-20,41.743589743589745
2022-11-21,42.87179487179487
2022-11-22,42.87179487179487
2022-11-23,38.35897435897436
2022-11-24,40.61538461538461
2022-11-25,46.256410256410255
2022-11-26,40.61538461538461
2022-11-27,38.35897435897436
2022-11-28,38.35897435897436
2022-11-29,42.87179487179487
2022-11-30,45.128205128205124
2022-12-01,45.128205128205124
2022-12-02,42.87179487179487
2022-12-03,36.1025641025641
2022-12-04,34.97435897435897
2022-12-05,42.87179487179487
2022-12-06,41.743589743589745
2022-12-07,45.128205128205124
2022-12-08,42.87179487179487
2022-12-09,42.87179487179487
2022-12-10,39.48717948717949
2022-12-11,39.48717948717949
2022-12-12,41.743589743589745
2022-12-13,37.23076923076923
2022-12-14,47.38461538461539
2022-12-15,40.61538461538461
2022-12-16,39.48717948717949
2022-12-17,37.23076923076923
2022-12-18,34.97435897435897
2022-12-19,39.48717948717949
2022-12-20,42.87179487179487
2022-12-21,37.23076923076923
2022-12-22,38.35897435897436
2022-12-23,32.717948717948715
2022-12-24,36.1025641025641
2022-12-25,30.46153846153846
2022-12-26,34.97435897435897
2022-12-27,36.1025641025641
2022-12-28,37.23076923076923
2022-12-29,38.35897435897436
2022-12-30,39.48717948717949
2022-12-31,42.87179487179487
2023-01-01,38.35897435897436
2023-01-02,36.1025641025641
2023-01-03,39.48717948717949
2023-01-04,37.23076923076923
2023-01-05,42.87179487179487
2023-01-06,38.35897435897436
2023-01-07,37.23076923076923
2023-01-08,38.35897435897436
2023-01-09,36.1025641025641
2023-01-10,41.743589743589745
2023-01-11,42.87179487179487
2023-01-12,39.48717948717949
2023-01-13,38.35897435897436
2023-01-14,34.97435897435897
2023-01-15,37.23076923076923
2023-01-16,37.23076923076923
2023-01-17,41.743589743589745
2023-01-18,40.61538461538461
2023-01-19,58.666666666666664
2023-01-20,55.282051282051285
2023-01-21,45.128205128205124
2023-01-22,36.1025641025641
2023-01-23,92.51282051282051
2023-01-24,44.0
2023-01-25,42.87179487179487
2023-01-26,45.128205128205124
2023-01-27,45.128205128205124
2023-01-28,40.61538461538461
2023-01-29,39.48717948717949
2023-01-30,49.64102564102564
2023-01-31,48.51282051282051
2023-02-01,45.128205128205124
2023-02-02,44.0
2023-02-03,44.0
2023-02-04,40.61538461538461
2023-02-05,42.87179487179487
2023-02-06,40.61538461538461
2023-02-07,42.87179487179487
2023-02-08,42.87179487179487
2023-02-09,47.38461538461539
2023-02-10,112.82051282051282
2023-02-11,59.794871794871796
2023-02-12,51.8974358974359
2023-02-13,47.38461538461539
2023-02-14,44.0
2023-02-15,63.17948717948718
2023-02-16,50.76923076923077
2023-02-17,57.53846153846154
2023-02-18,44.0
2023-02-19,59.794871794871796
2023-02-20,46.256410256410255
2023-02-21,50.76923076923077
2023-02-22,45.128205128205124
2023-02-23,44.0
2023-02-24,44.0
2023-02-25,38.35897435897436
2023-02-26,39.48717948717949
2023-02-27,45.128205128205124
2023-02-28,42.87179487179487
2023-03-01,46.256410256410255
2023-03-02,45.128205128205124
2023-03-03,40.61538461538461
2023-03-04,49.64102564102564
2023-03-05,42.87179487179487
2023-03-06,46.256410256410255
2023-03-07,45.128205128205124
2023-03-08,46.256410256410255
2023-03-09,42.87179487179487
2023-03-10,44.0
2023-03-11,39.48717948717949
2023-03-12,39.48717948717949
2023-03-13,42.87179487179487
2023-03-14,42.87179487179487
2023-03-15,44.0
2023-03-16,45.128205128205124
2023-03-17,42.87179487179487
2023-03-18,38.35897435897436
2023-03-19,40.61538461538461
2023-03-20,47.38461538461539
2023-03-21,46.256410256410255
2023-03-22,47.38461538461539
2023-03-23,46.256410256410255
2023-03-24,48.51282051282051
2023-03-25,39.48717948717949
2023-03-26,49.64102564102564
2023-03-27,45.128205128205124
2023-03-28,44.0
2023-03-29,44.0
2023-03-30,47.38461538461539
2023-03-31,45.128205128205124
2023-04-01,51.8974358974359
2023-04-02,47.38461538461539
2023-04-03,46.256410256410255
2023-04-04,45.128205128205124
2023-04-05,41.743589743589745
2023-04-06,44.0
2023-04-07,39.48717948717949
2023-04-08,37.23076923076923
2023-04-09,38.35897435897436
2023-04-10,45.128205128205124
2023-04-11,44.0
2023-04-12,42.87179487179487
2023-04-13,41.743589743589745
2023-04-14,45.128205128205124
2023-04-15,40.61538461538461
2023-04-16,41.743589743589745
2023-04-17,44.0
2023-04-18,72.2051282051282
2023-04-19,66.56410256410257
2023-04-20,49.64102564102564
2023-04-21,47.38461538461539
2023-04-22,45.128205128205124
2023-04-23,42.87179487179487
2023-04-24,46.256410256410255
2023-04-25,45.128205128205124
2023-04-26,55.44602035708327
2023-04-27,47.33322209244118
2023-04-28,42.71272039601757
2023-04-29,42.71272039601757
2023-04-30,42.14861783191502
2023-05-01,46.20501696423605
2023-05-02,53.08192891706992
2023-05-03,51.38962122476222
2023-05-04,47.897324656543745
2023-05-05,47.33322209244118
2023-05-06,46.76911952833862
2023-05-07,47.897324656543745
2023-05-08,51.38962122476222
2023-05-09,62.32293230991713
2023-05-10,51.95372378886479
2023-05-11,47.33322209244118
2023-05-12,50.82551866065966
2023-05-13,51.38962122476222
2023-05-14,50.82551866065966
2023-05-15,48.461427220646314
2023-05-16,47.33322209244118
2023-05-17,50.82551866065966
2023-05-18,79.11263140330385
2023-05-19,60.06652205350687
2023-05-20,52.51782635296735
2023-05-21,43.27682296012014
2023-05-22,47.897324656543745
2023-05-23,46.20501696423605
2023-05-24,46.76911952833862
2023-05-25,47.33322209244118
2023-05-26,47.28182880026698
2023-05-27,42.553645920240285
2023-05-28,47.28182880026698
2023-05-29,56.73819456032038
2023-05-30,52.01001168029368
2023-05-31,52.01001168029368
2023-06-01,52.01001168029368
2023-06-02,75.65092608042717
2023-06-03,108.74820624061405
2023-06-04,66.19456032037377
2023-06-05,66.19456032037377
2023-06-06,52.01001168029368
2023-06-07,47.28182880026698
2023-06-08,47.28182880026698
2023-06-09,104.02002336058736
2023-06-10,56.73819456032038
2023-06-11,42.553645920240285
2023-06-12,47.28182880026698
2023-06-13,42.553645920240285
2023-06-14,47.28182880026698
2023-06-15,47.28182880026698
2023-06-16,42.553645920240285
2023-06-17,37.825463040213585
2023-06-18,47.28182880026698
2023-06-19,47.28182880026698
2023-06-20,52.01001168029368
2023-06-21,47.28182880026698
2023-06-22,47.28182880026698
2023-06-23,47.28182880026698
2023-06-24,42.553645920240285
2023-06-25,42.553645920240285
2023-06-26,52.01001168029368
2023-06-27,52.01001168029368
2023-06-28,52.01001168029368
2023-06-29,47.28182880026698
2023-06-30,47.28182880026698
2023-07-01,42.553645920240285
2023-07-02,42.553645920240285
2023-07-03,47.28182880026698
2023-07-04,52.01001168029368
2023-07-05,52.01001168029368
2023-07-06,52.01001168029368
2023-07-07,47.28182880026698
2023-07-08,37.825463040213585
2023-07-09,47.28182880026698
2023-07-10,52.01001168029368
2023-07-11,42.553645920240285
2023-07-12,47.28182880026698
2023-07-13,47.28182880026698
2023-07-14,42.553645920240285
2023-07-15,37.825463040213585
2023-07-16,42.553645920240285
2023-07-17,47.28182880026698
2023-07-18,47.28182880026698
2023-07-19,47.28182880026698
2023-07-20,47.28182880026698
2023-07-21,42.553645920240285
2023-07-22,42.553645920240285
2023-07-23,47.28182880026698
2023-07-24,52.01001168029368
2023-07-25,52.01001168029368
2023-07-26,47.28182880026698
2023-07-27,47.28182880026698
2023-07-28,52.01001168029368
2023-07-29,42.553645920240285
2023-07-30,37.825463040213585
2023-07-31,47.28182880026698
2023-08-01,42.553645920240285
2023-08-02,42.553645920240285
2023-08-03,42.553645920240285
2023-08-04,47.28182880026698
2023-08-05,52.01001168029368
2023-08-06,47.28182880026698
2023-08-07,260.0500584014684
2023-08-08,472.8182880026698
2023-08-09,160.75821792090773
2023-08-10,108.74820624061405
2023-08-11,85.10729184048057
2023-08-12,66.19456032037377
2023-08-13,66.19456032037377
2023-08-14,56.73819456032038
2023-08-15,56.73819456032038
2023-08-16,56.73819456032038
2023-08-17,66.19456032037377
2023-08-18,61.466377440347074
2023-08-19,56.73819456032038
2023-08-20,52.01001168029368
2023-08-21,52.01001168029368
2023-08-22,52.01001168029368
2023-08-23,52.01001168029368
2023-08-24,52.01001168029368
2023-08-25,56.73819456032038
2023-08-26,56.73819456032038
2023-08-27,47.28182880026698
2023-08-28,52.01001168029368
2023-08-29,47.28182880026698
2023-08-30,47.28182880026698
2023-08-31,56.73819456032038
2023-09-01,47.28182880026698
2023-09-02,42.553645920240285
2023-09-03,42.553645920240285
2023-09-04,42.553645920240285
2023-09-05,52.01001168029368
2023-09-06,47.28182880026698
2023-09-07,47.28182880026698
2023-09-08,47.28182880026698
2023-09-09,47.28182880026698
2023-09-10,61.466377440347074
2023-09-11,56.73819456032038
2023-09-12,52.01001168029368
2023-09-13,52.01001168029368
2023-09-14,52.01001168029368
2023-09-15,42.553645920240285
2023-09-16,42.553645920240285
2023-09-17,42.553645920240285
2023-09-18,42.553645920240285
2023-09-19,47.28182880026698
2023-09-20,47.28182880026698
2023-09-21,52.01001168029368
2023-09-22,47.28182880026698
2023-09-23,42.553645920240285
2023-09-24,42.553645920240285
2023-09-25,47.28182880026698
2023-09-26,47.28182880026698
2023-09-27,47.28182880026698
2023-09-28,56.73819456032038
2023-09-29,52.01001168029368
2023-09-30,47.28182880026698
2023-10-01,61.466377440347074
2023-10-02,47.28182880026698
2023-10-03,47.28182880026698
2023-10-04,47.28182880026698
2023-10-05,52.01001168029368
2023-10-06,47.28182880026698
2023-10-07,42.553645920240285
2023-10-08,47.28182880026698
2023-10-09,52.01001168029368
2023-10-10,47.28182880026698
2023-10-11,47.28182880026698
2023-10-12,47.28182880026698
2023-10-13,42.553645920240285
2023-10-14,42.553645920240285
2023-10-15,42.553645920240285
2023-10-16,47.28182880026698
2023-10-17,47.28182880026698
2023-10-18,47.28182880026698
2023-10-19,47.28182880026698
2023-10-20,47.28182880026698
2023-10-21,42.553645920240285
2023-10-22,42.553645920240285
2023-10-23,47.28182880026698
2023-10-24,47.28182880026698
2023-10-25,42.553645920240285
2023-10-26,37.825463040213585
2023-10-27,47.28182880026698
2023-10-28,42.553645920240285
2023-10-29,37.825463040213585
2023-10-30,42.553645920240285
2023-10-31,42.553645920240285
2023-11-01,47.28182880026698
2023-11-02,52.01001168029368
2023-11-03,52.01001168029368
2023-11-04,42.553645920240285
2023-11-05,42.553645920240285
2023-11-06,47.28182880026698
2023-11-07,47.28182880026698
2023-11-08,47.28182880026698
2023-11-09,42.553645920240285
2023-11-10,42.553645920240285
2023-11-11,42.553645920240285
2023-11-12,37.825463040213585
2023-11-13,47.28182880026698
2023-11-14,47.28182880026698
2023-11-15,47.28182880026698
2023-11-16,47.28182880026698
2023-11-17,47.28182880026698
2023-11-18,37.825463040213585
2023-11-19,37.825463040213585
2023-11-20,37.825463040213585
2023-11-21,42.553645920240285
2023-11-22,42.553645920240285
2023-11-23,37.825463040213585
2023-11-24,42.553645920240285
2023-11-25,37.825463040213585
2023-11-26,61.466377440347074
2023-11-27,47.28182880026698
2023-11-28,47.28182880026698
2023-11-29,47.28182880026698
2023-11-30,47.28182880026698
2023-12-01,42.553645920240285
2023-12-02,37.825463040213585
2023-12-03,42.553645920240285
2023-12-04,47.28182880026698
2023-12-05,47.28182880026698
2023-12-06,42.553645920240285
2023-12-07,42.553645920240285
2023-12-08,42.553645920240285
2023-12-09,37.825463040213585
2023-12-10,42.553645920240285
2023-12-11,42.553645920240285
2023-12-12,42.553645920240285
2023-12-13,42.553645920240285
2023-12-14,42.553645920240285
2023-12-15,42.553645920240285
2023-12-16,37.825463040213585
2023-12-17,37.825463040213585
2023-12-18,37.825463040213585
2023-12-19,47.28182880026698
2023-12-20,37.825463040213585
2023-12-21,42.553645920240285
2023-12-22,41.90889370932756
2023-12-23,41.26414149841482
2023-12-24,42.553645920240285
2023-12-25,37.610545636576006
2023-12-26,43.84315034206575
2023-12-27,41.90889370932756
2023-12-28,38.900050058401476
2023-12-29,41.26414149841482
2023-12-30,42.553645920240285
2023-12-31,42.553645920240285
2024-01-01,38.25529784748874
2024-01-02,41.90889370932756
2024-01-03,46.85199399299182
2024-01-04,51.150342065743374
2024-01-05,57.38294677123311
2024-01-06,46.85199399299182
2024-01-07,42.553645920240285
2024-01-08,43.19839813115301
2024-01-09,43.84315034206575
2024-01-10,43.84315034206575
2024-01-11,43.84315034206575
2024-01-12,46.207241782079095
2024-01-13,42.553645920240285
2024-01-14,38.25529784748874
2024-01-15,41.26414149841482
2024-01-16,42.553645920240285
2024-01-17,48.14149841481729
2024-01-18,46.207241782079095
2024-01-19,47.49674620390456
2024-01-20,38.25529784748874
2024-01-21,41.26414149841482
2024-01-22,46.42215918571667
2024-01-23,42.553645920240285
2024-01-24,47.711663607542135
2024-01-25,45.13265476389121
2024-01-26,49.001168029367605
2024-01-27,43.84315034206575
2024-01-28,41.26414149841482
2024-01-29,46.42215918571667
2024-01-30,47.711663607542135
2024-01-31,49.001168029367605
2024-02-01,47.711663607542135
2024-02-02,52.86968129484399
2024-02-03,42.553645920240285
2024-02-04,43.84315034206575
2024-02-05,43.84315034206575
2024-02-06,45.13265476389121
2024-02-07,45.13265476389121
2024-02-08,47.711663607542135
2024-02-09,54.159185716669455
2024-02-10,46.42215918571667
2024-02-11,54.159185716669455
2024-02-12,45.13265476389121
2024-02-13,47.711663607542135
2024-02-14,45.13265476389121
2024-02-15,47.711663607542135
2024-02-16,49.001168029367605
2024-02-17,59.317203403971305
2024-02-18,47.711663607542135
2024-02-19,47.711663607542135
2024-02-20,51.58017687301853
2024-02-21,47.711663607542135
2024-02-22,50.29067245119307
2024-02-23,45.13265476389121
2024-02-24,38.6851326547639
2024-02-25,99.29184048056067
2024-02-26,128.9504421825463
2024-02-27,59.317203403971305
2024-02-28,51.58017687301853
2024-02-29,54.159185716669455
2024-03-01,51.58017687301853
2024-03-02,56.73819456032038
2024-03-03,54.159185716669455
2024-03-04,51.58017687301853
2024-03-05,46.42215918571667
2024-03-06,49.001168029367605
2024-03-07,47.711663607542135
2024-03-08,50.29067245119307
2024-03-09,46.42215918571667
2024-03-10,47.711663607542135
2024-03-11,45.13265476389121
2024-03-12,47.711663607542135
2024-03-13,43.84315034206575
2024-03-14,50.29067245119307
2024-03-15,49.001168029367605
2024-03-16,49.001168029367605
2024-03-17,43.84315034206575
2024-03-18,52.86968129484399
2024-03-19,51.58017687301853
2024-03-20,52.86968129484399
2024-03-21,47.711663607542135
2024-03-22,46.42215918571667
2024-03-23,47.711663607542135
2024-03-24,42.553645920240285
2024-03-25,50.29067245119307
2024-03-26,49.001168029367605
2024-03-27,46.42215918571667
2024-03-28,46.42215918571667
2024-03-29,51.58017687301853
2024-03-30,43.84315034206575
2024-03-31,42.553645920240285
2024-04-01,51.58017687301853
2024-04-02,46.42215918571667
2024-04-03,49.001168029367605
2024-04-04,47.711663607542135
2024-04-05,47.711663607542135
2024-04-06,43.84315034206575
2024-04-07,42.553645920240285
2024-04-08,43.84315034206575
2024-04-09,49.001168029367605
2024-04-10,49.001168029367605
2024-04-11,45.13265476389121
2024-04-12,47.711663607542135
2024-04-13,43.84315034206575
2024-04-14,43.84315034206575
2024-04-15,49.001168029367605
2024-04-16,49.001168029367605
2024-04-17,46.42215918571667
2024-04-18,46.42215918571667
2024-04-19,43.84315034206575
2024-04-20,72.21224762222595
2024-04-21,56.73819456032038
2024-04-22,51.58017687301853
2024-04-23,50.29067245119307
2024-04-24,51.58017687301853
2024-04-25,50.29067245119307
2024-04-26,43.84315034206575
2024-04-27,49.001168029367605
2024-04-28,49.001168029367605
2024-04-29,49.001168029367605
2024-04-30,47.711663607542135
2024-05-01,51.58017687301853
2024-05-02,49.001168029367605
2024-05-03,50.29067245119307
2024-05-04,45.13265476389121
2024-05-05,46.42215918571667
2024-05-06,51.58017687301853
2024-05-07,47.711663607542135
2024-05-08,46.42215918571667
2024-05-09,49.001168029367605
2024-05-10,42.553645920240285
2024-05-11,46.42215918571667
2024-05-12,46.42215918571667
2024-05-13,47.711663607542135
2024-05-14,47.711663607542135
2024-05-15,55.44869013849492
2024-05-16,54.159185716669455
2024-05-17,60.60670782579677
2024-05-18,58.02769898214584
2024-05-19,46.42215918571667
2024-05-20,51.58017687301853
2024-05-21,58.02769898214584
2024-05-22,52.86968129484399
2024-05-23,54.159185716669455
2024-05-24,51.58017687301853
2024-05-25,52.86968129484399
2024-05-26,50.29067245119307
2024-05-27,54.159185716669455
2024-05-28,51.58017687301853
2024-05-29,51.58017687301853
2024-05-30,51.58017687301853
2024-05-31,50.29067245119307
2024-06-01,52.86968129484399
2024-06-02,83.81778741865512
2024-06-03,85.10729184048057
2024-06-04,51.58017687301853
2024-06-05,58.02769898214584
2024-06-06,52.86968129484399
2024-06-07,47.711663607542135
2024-06-08,49.001168029367605
2024-06-09,52.86968129484399
2024-06-10,50.29067245119307
2024-06-11,50.29067245119307
2024-06-12,51.58017687301853
2024-06-13,50.29067245119307
2024-06-14,50.29067245119307
2024-06-15,46.42215918571667
2024-06-16,46.42215918571667
2024-06-17,51.58017687301853
2024-06-18,50.29067245119307
2024-06-19,50.29067245119307
2024-06-20,51.58017687301853
2024-06-21,52.86968129484399
2024-06-22,49.001168029367605
2024-06-23,49.001168029367605
2024-06-24,51.58017687301853
2024-06-25,45.13265476389121
2024-06-26,52.86968129484399
2024-06-27,45.13265476389121
2024-06-28,43.84315034206575
2024-06-29,43.84315034206575
2024-06-30,45.13265476389121
2024-07-01,49.001168029367605
2024-07-02,51.58017687301853
2024-07-03,49.001168029367605
2024-07-04,45.13265476389121
2024-07-05,43.84315034206575
2024-07-06,46.42215918571667
2024-07-07,49.001168029367605
2024-07-08,47.711663607542135
2024-07-09,68.34373435674955
2024-07-10,56.73819456032038
2024-07-11,51.58017687301853
2024-07-12,105.73936258968799
2024-07-13,61.89621224762223
2024-07-14,43.84315034206575
2024-07-15,49.001168029367605
2024-07-16,45.13265476389121
2024-07-17,47.711663607542135
2024-07-18,51.58017687301853
2024-07-19,45.13265476389121
2024-07-20,43.84315034206575
2024-07-21,49.001168029367605
2024-07-22,50.29067245119307
2024-07-23,54.159185716669455
2024-07-24,51.58017687301853
2024-07-25,52.86968129484399
2024-07-26,45.13265476389121
2024-07-27,47.711663607542135
2024-07-28,49.001168029367605
2024-07-29,49.001168029367605
2024-07-30,50.29067245119307
2024-07-31,49.001168029367605
2024-08-01,51.58017687301853
2024-08-02,52.86968129484399
2024-08-03,85.10729184048057
2024-08-04,108.31837143333891
2024-08-05,64.47522109127316
2024-08-06,54.159185716669455
2024-08-07,50.29067245119307
2024-08-08,51.58017687301853
2024-08-09,50.29067245119307
2024-08-10,45.13265476389121
2024-08-11,49.001168029367605
2024-08-12,51.58017687301853
2024-08-13,52.86968129484399
2024-08-14,52.86968129484399
2024-08-15,58.02769898214584
2024-08-16,56.73819456032038
2024-08-17,55.44869013849492
2024-08-18,50.290672451193075
2024-08-19,58.543500750876035
2024-08-20,59.18825296178876
2024-08-21,52.224929083931265
2024-08-22,50.290672451193075
2024-08-23,52.224929083931265
2024-08-24,49.64592024028034
2024-08-25,49.64592024028034
2024-08-26,50.9354246621058
2024-08-27,50.9354246621058
2024-08-28,50.290672451193075
2024-08-29,50.9354246621058
2024-08-30,49.64592024028034
2024-08-31,49.64592024028034
2024-09-01,52.869681294844
2024-09-02,58.543500750876035
2024-09-03,49.64592024028034
2024-09-04,50.290672451193075
2024-09-05,50.290672451193075
2024-09-06,50.9354246621058
2024-09-07,50.9354246621058
2024-09-08,48.35641581845488
2024-09-09,50.9354246621058
2024-09-10,50.290672451193075
2024-09-11,49.001168029367605
2024-09-12,50.290672451193075
2024-09-13,52.224929083931265
2024-09-14,42.682596362422835
2024-09-15,50.9354246621058
2024-09-16,58.543500750876035
2024-09-17,50.290672451193075
2024-09-18,50.290672451193075
2024-09-19,50.290672451193075
2024-09-20,60.34880694143169
2024-09-21,60.34880694143169
2024-09-22,50.290672451193075
2024-09-23,50.290672451193075
2024-09-24,50.290672451193075
2024-09-25,50.290672451193075
2024-09-26,50.290672451193075
2024-09-27,50.290672451193075
2024-09-28,50.290672451193075
2024-09-29,60.34880694143169
