Time,stock_market_today
2022-09-19,25.042733812949642
2022-09-20,31.013381294964027
2022-09-21,40.63438848920863
2022-09-22,36.98402877697842
2022-09-23,46.935107913669064
2022-09-24,11.941294964028778
2022-09-25,4.3105035971223025
2022-09-26,39.80431654676259
2022-09-27,40.13438848920863
2022-09-28,34.98762589928057
2022-09-29,39.60863309352518
2022-09-30,34.32748201438849
2022-10-01,9.242014388489208
2022-10-02,4.621007194244604
2022-10-03,32.34705035971223
2022-10-04,40.268776978417264
2022-10-05,37.62820143884892
2022-10-06,30.36661870503597
2022-10-07,35.64776978417266
2022-10-08,8.581870503597122
2022-10-09,4.621007194244604
2022-10-10,48.1905035971223
2022-10-11,32.34705035971223
2022-10-12,27.726043165467626
2022-10-13,42.249208633093524
2022-10-14,34.98762589928057
2022-10-15,8.581870503597122
2022-10-16,3.9608633093525176
2022-10-17,29.706474820143885
2022-10-18,32.34705035971223
2022-10-19,29.0463309352518
2022-10-20,27.06589928057554
2022-10-21,27.726043165467626
2022-10-22,6.601438848920863
2022-10-23,3.3007194244604317
2022-10-24,29.0463309352518
2022-10-25,29.0463309352518
2022-10-26,29.706474820143885
2022-10-27,29.0463309352518
2022-10-28,31.68690647482014
2022-10-29,8.581870503597122
2022-10-30,3.9608633093525176
2022-10-31,24.425323741007194
2022-11-01,25.745611510791367
2022-11-02,34.32748201438849
2022-11-03,29.0463309352518
2022-11-04,25.08546762589928
2022-11-05,5.2811510791366905
2022-11-06,2.6405755395683452
2022-11-07,22.444892086330935
2022-11-08,27.726043165467626
2022-11-09,33.6673381294964
2022-11-10,45.549928057553956
2022-11-11,52.15136690647482
2022-11-12,10.562302158273381
2022-11-13,3.9608633093525176
2022-11-14,25.745611510791367
2022-11-15,29.0463309352518
2022-11-16,26.405755395683453
2022-11-17,27.06589928057554
2022-11-18,23.10503597122302
2022-11-19,6.601438848920863
2022-11-20,2.6405755395683452
2022-11-21,20.464460431654675
2022-11-22,21.78474820143885
2022-11-23,29.0463309352518
2022-11-24,11.222446043165467
2022-11-25,44.22964028776978
2022-11-26,5.2811510791366905
2022-11-27,2.6405755395683452
2022-11-28,19.144172661870503
2022-11-29,21.78474820143885
2022-11-30,24.425323741007194
2022-12-01,27.06589928057554
2022-12-02,22.444892086330935
2022-12-03,5.941294964028777
2022-12-04,2.6405755395683452
2022-12-05,20.464460431654675
2022-12-06,25.08546762589928
2022-12-07,21.78474820143885
2022-12-08,19.144172661870503
2022-12-09,19.144172661870503
2022-12-10,5.941294964028777
2022-12-11,2.6405755395683452
2022-12-12,17.82388489208633
2022-12-13,25.745611510791367
2022-12-14,26.405755395683453
2022-12-15,29.706474820143885
2022-12-16,27.06589928057554
2022-12-17,5.941294964028777
2022-12-18,1.9804316546762588
2022-12-19,19.80431654676259
2022-12-20,22.444892086330935
2022-12-21,20.464460431654675
2022-12-22,27.726043165467626
2022-12-23,33.6673381294964
2022-12-24,9.242014388489208
2022-12-25,2.6405755395683452
2022-12-26,66.01438848920863
2022-12-27,26.405755395683453
2022-12-28,21.78474820143885
2022-12-29,21.78474820143885
2022-12-30,30.36661870503597
2022-12-31,6.601438848920863
2023-01-01,3.3007194244604317
2023-01-02,49.510791366906474
2023-01-03,21.78474820143885
2023-01-04,19.144172661870503
2023-01-05,19.80431654676259
2023-01-06,21.124604316546762
2023-01-07,7.26158273381295
2023-01-08,2.6405755395683452
2023-01-09,19.80431654676259
2023-01-10,19.144172661870503
2023-01-11,20.464460431654675
2023-01-12,22.444892086330935
2023-01-13,22.444892086330935
2023-01-14,5.941294964028777
2023-01-15,2.6405755395683452
2023-01-16,34.98762589928057
2023-01-17,21.78474820143885
2023-01-18,24.425323741007194
2023-01-19,25.08546762589928
2023-01-20,22.444892086330935
2023-01-21,5.941294964028777
2023-01-22,2.6405755395683452
2023-01-23,19.144172661870503
2023-01-24,23.10503597122302
2023-01-25,21.78474820143885
2023-01-26,20.464460431654675
2023-01-27,21.124604316546762
2023-01-28,5.941294964028777
2023-01-29,2.6405755395683452
2023-01-30,21.124604316546762
2023-01-31,22.444892086330935
2023-02-01,24.425323741007194
2023-02-02,27.06589928057554
2023-02-03,26.405755395683453
2023-02-04,5.941294964028777
2023-02-05,2.6405755395683452
2023-02-06,19.144172661870503
2023-02-07,23.10503597122302
2023-02-08,21.78474820143885
2023-02-09,20.464460431654675
2023-02-10,21.78474820143885
2023-02-11,5.2811510791366905
2023-02-12,1.9804316546762588
2023-02-13,17.82388489208633
2023-02-14,23.10503597122302
2023-02-15,21.124604316546762
2023-02-16,20.464460431654675
2023-02-17,21.78474820143885
2023-02-18,5.941294964028777
2023-02-19,3.3007194244604317
2023-02-20,43.5694964028777
2023-02-21,29.0463309352518
2023-02-22,26.405755395683453
2023-02-23,22.444892086330935
2023-02-24,25.08546762589928
2023-02-25,6.601438848920863
2023-02-26,2.6405755395683452
2023-02-27,19.80431654676259
2023-02-28,19.144172661870503
2023-03-01,19.144172661870503
2023-03-02,18.484028776978416
2023-03-03,19.144172661870503
2023-03-04,5.2811510791366905
2023-03-05,1.9804316546762588
2023-03-06,17.82388489208633
2023-03-07,23.765179856115108
2023-03-08,23.10503597122302
2023-03-09,27.06589928057554
2023-03-10,40.92892086330935
2023-03-11,15.183309352517986
2023-03-12,5.941294964028777
2023-03-13,56.772374100719425
2023-03-14,40.92892086330935
2023-03-15,48.85064748201439
2023-03-16,37.62820143884892
2023-03-17,32.34705035971223
2023-03-18,6.601438848920863
2023-03-19,3.9608633093525176
2023-03-20,27.06589928057554
2023-03-21,26.405755395683453
2023-03-22,34.32748201438849
2023-03-23,33.007194244604314
2023-03-24,26.405755395683453
2023-03-25,5.941294964028777
2023-03-26,3.3007194244604317
2023-03-27,20.464460431654675
2023-03-28,22.444892086330935
2023-03-29,21.78474820143885
2023-03-30,21.124604316546762
2023-03-31,23.765179856115108
2023-04-01,5.2811510791366905
2023-04-02,3.3007194244604317
2023-04-03,23.765179856115108
2023-04-04,23.765179856115108
2023-04-05,23.10503597122302
2023-04-06,22.444892086330935
2023-04-07,56.772374100719425
2023-04-08,5.941294964028777
2023-04-09,2.6405755395683452
2023-04-10,23.765179856115108
2023-04-11,19.80431654676259
2023-04-12,21.78474820143885
2023-04-13,19.144172661870503
2023-04-14,21.124604316546762
2023-04-15,4.621007194244604
2023-04-16,2.6405755395683452
2023-04-17,19.144172661870503
2023-04-18,18.484028776978416
2023-04-19,19.144172661870503
2023-04-20,18.484028776978416
2023-04-21,17.82388489208633
2023-04-22,3.9608633093525176
2023-04-23,3.3007194244604317
2023-04-24,17.163741007194243
2023-04-25,21.124604316546762
2023-04-26,20.6294964028777
2023-04-27,19.705294964028777
2023-04-28,19.705294964028777
2023-04-29,4.05988489208633
2023-04-30,2.178474820143885
2023-05-01,18.451021582733812
2023-05-02,24.39231654676259
2023-05-03,23.765179856115108
2023-05-04,23.765179856115108
2023-05-05,21.25663309352518
2023-05-06,5.314158273381295
2023-05-07,2.508546762589928
2023-05-08,18.153956834532373
2023-05-09,19.078158273381295
2023-05-10,20.33243165467626
2023-05-11,19.705294964028777
2023-05-12,17.19674820143885
2023-05-13,4.687021582733813
2023-05-14,2.178474820143885
2023-05-15,17.19674820143885
2023-05-16,17.82388489208633
2023-05-17,18.451021582733812
2023-05-18,18.451021582733812
2023-05-19,19.705294964028777
2023-05-20,4.389956834532374
2023-05-21,2.805611510791367
2023-05-22,17.82388489208633
2023-05-23,20.95956834532374
2023-05-24,23.138043165467625
2023-05-25,20.95956834532374
2023-05-26,24.953438848920865
2023-05-27,4.753035971223022
2023-05-28,2.376517985611511
2023-05-29,8.911942446043165
2023-05-30,20.200402877697844
2023-05-31,20.79453237410072
2023-06-01,20.79453237410072
2023-06-02,25.547568345323743
2023-06-03,5.941294964028777
2023-06-04,2.9706474820143884
2023-06-05,20.200402877697844
2023-06-06,20.200402877697844
2023-06-07,19.012143884892087
2023-06-08,18.41801438848921
2023-06-09,18.41801438848921
2023-06-10,4.753035971223022
2023-06-11,2.376517985611511
2023-06-12,17.82388489208633
2023-06-13,19.606273381294965
2023-06-14,24.953438848920865
2023-06-15,23.765179856115108
2023-06-16,20.79453237410072
2023-06-17,4.753035971223022
2023-06-18,2.376517985611511
2023-06-19,59.41294964028777
2023-06-20,23.17105035971223
2023-06-21,20.79453237410072
2023-06-22,19.012143884892087
2023-06-23,18.41801438848921
2023-06-24,4.158906474820144
2023-06-25,2.376517985611511
2023-06-26,18.41801438848921
2023-06-27,17.229755395683455
2023-06-28,17.82388489208633
2023-06-29,16.635625899280576
2023-06-30,19.606273381294965
2023-07-01,4.753035971223022
2023-07-02,2.376517985611511
2023-07-03,48.12448920863309
2023-07-04,8.911942446043165
2023-07-05,18.41801438848921
2023-07-06,26.141697841726618
2023-07-07,20.79453237410072
2023-07-08,4.753035971223022
2023-07-09,1.7823884892086332
2023-07-10,16.041496402877698
2023-07-11,17.229755395683455
2023-07-12,20.79453237410072
2023-07-13,21.388661870503597
2023-07-14,21.982791366906476
2023-07-15,4.753035971223022
2023-07-16,1.7823884892086332
2023-07-17,17.82388489208633
2023-07-18,19.606273381294965
2023-07-19,19.606273381294965
2023-07-20,22.576920863309354
2023-07-21,19.606273381294965
2023-07-22,4.158906474820144
2023-07-23,2.376517985611511
2023-07-24,18.41801438848921
2023-07-25,17.82388489208633
2023-07-26,20.79453237410072
2023-07-27,24.953438848920865
2023-07-28,21.982791366906476
2023-07-29,4.158906474820144
2023-07-30,1.7823884892086332
2023-07-31,17.229755395683455
2023-08-01,18.41801438848921
2023-08-02,26.735827338129496
2023-08-03,23.17105035971223
2023-08-04,21.982791366906476
2023-08-05,5.347165467625899
2023-08-06,2.376517985611511
2023-08-07,18.41801438848921
2023-08-08,21.982791366906476
2023-08-09,20.79453237410072
2023-08-10,19.012143884892087
2023-08-11,17.82388489208633
2023-08-12,3.5647769784172665
2023-08-13,2.376517985611511
2023-08-14,16.041496402877698
2023-08-15,20.200402877697844
2023-08-16,20.79453237410072
2023-08-17,22.576920863309354
2023-08-18,19.606273381294965
2023-08-19,4.753035971223022
2023-08-20,2.376517985611511
2023-08-21,17.229755395683455
2023-08-22,18.41801438848921
2023-08-23,18.41801438848921
2023-08-24,20.79453237410072
2023-08-25,19.012143884892087
2023-08-26,4.158906474820144
2023-08-27,2.376517985611511
2023-08-28,14.259107913669066
2023-08-29,19.012143884892087
2023-08-30,19.012143884892087
2023-08-31,16.635625899280576
2023-09-01,16.635625899280576
2023-09-02,3.5647769784172665
2023-09-03,1.7823884892086332
2023-09-04,6.5354244604316545
2023-09-05,16.635625899280576
2023-09-06,17.229755395683455
2023-09-07,16.635625899280576
2023-09-08,13.070848920863309
2023-09-09,3.5647769784172665
2023-09-10,1.7823884892086332
2023-09-11,13.664978417266187
2023-09-12,14.259107913669066
2023-09-13,14.259107913669066
2023-09-14,14.259107913669066
2023-09-15,16.635625899280576
2023-09-16,4.158906474820144
2023-09-17,2.376517985611511
2023-09-18,12.476719424460432
2023-09-19,16.041496402877698
2023-09-20,19.012143884892087
2023-09-21,21.388661870503597
2023-09-22,19.012143884892087
2023-09-23,4.753035971223022
2023-09-24,2.376517985611511
2023-09-25,14.853237410071943
2023-09-26,19.012143884892087
2023-09-27,20.200402877697844
2023-09-28,17.229755395683455
2023-09-29,15.447366906474821
2023-09-30,4.158906474820144
2023-10-01,2.376517985611511
2023-10-02,17.82388489208633
2023-10-03,26.141697841726618
2023-10-04,23.17105035971223
2023-10-05,20.200402877697844
2023-10-06,21.388661870503597
2023-10-07,4.753035971223022
2023-10-08,4.158906474820144
2023-10-09,36.24189928057554
2023-10-10,20.200402877697844
2023-10-11,17.82388489208633
2023-10-12,19.012143884892087
2023-10-13,16.635625899280576
2023-10-14,4.158906474820144
2023-10-15,2.376517985611511
2023-10-16,16.041496402877698
2023-10-17,16.635625899280576
2023-10-18,17.229755395683455
2023-10-19,17.229755395683455
2023-10-20,19.012143884892087
2023-10-21,4.753035971223022
2023-10-22,2.376517985611511
2023-10-23,19.012143884892087
2023-10-24,16.635625899280576
2023-10-25,20.79453237410072
2023-10-26,20.79453237410072
2023-10-27,17.229755395683455
2023-10-28,4.753035971223022
2023-10-29,2.376517985611511
2023-10-30,19.012143884892087
2023-10-31,19.606273381294965
2023-11-01,19.606273381294965
2023-11-02,19.606273381294965
2023-11-03,20.200402877697844
2023-11-04,4.158906474820144
2023-11-05,2.376517985611511
2023-11-06,19.012143884892087
2023-11-07,18.41801438848921
2023-11-08,17.229755395683455
2023-11-09,19.012143884892087
2023-11-10,24.953438848920865
2023-11-11,4.753035971223022
2023-11-12,2.9706474820143884
2023-11-13,18.41801438848921
2023-11-14,23.765179856115108
2023-11-15,23.17105035971223
2023-11-16,19.606273381294965
2023-11-17,17.229755395683455
2023-11-18,3.5647769784172665
2023-11-19,2.376517985611511
2023-11-20,17.229755395683455
2023-11-21,17.82388489208633
2023-11-22,27.924086330935253
2023-11-23,8.911942446043165
2023-11-24,44.55971223021583
2023-11-25,5.347165467625899
2023-11-26,2.376517985611511
2023-11-27,14.853237410071943
2023-11-28,16.635625899280576
2023-11-29,17.229755395683455
2023-11-30,18.41801438848921
2023-12-01,18.41801438848921
2023-12-02,4.753035971223022
2023-12-03,1.7823884892086332
2023-12-04,17.82388489208633
2023-12-05,18.41801438848921
2023-12-06,17.229755395683455
2023-12-07,16.041496402877698
2023-12-08,17.229755395683455
2023-12-09,4.753035971223022
2023-12-10,2.376517985611511
2023-12-11,16.041496402877698
2023-12-12,18.41801438848921
2023-12-13,23.765179856115108
2023-12-14,27.329956834532375
2023-12-15,23.765179856115108
2023-12-16,6.5354244604316545
2023-12-17,2.376517985611511
2023-12-18,17.229755395683455
2023-12-19,20.200402877697844
2023-12-20,35.05364028776979
2023-12-21,27.329956834532375
2023-12-22,31.3403309352518
2023-12-23,6.0898273381294965
2023-12-24,2.2279856115107917
2023-12-25,4.455971223021583
2023-12-26,25.250503597122304
2023-12-27,22.131323741007193
2023-12-28,20.79453237410072
2023-12-29,30.449136690647485
2023-12-30,5.792762589928058
2023-12-31,2.2279856115107917
2024-01-01,9.951669064748202
2024-01-02,22.725453237410072
2024-01-03,24.953438848920865
2024-01-04,20.497467625899283
2024-01-05,19.160676258992808
2024-01-06,4.455971223021583
2024-01-07,2.2279856115107917
2024-01-08,16.932690647482016
2024-01-09,18.56654676258993
2024-01-10,16.932690647482016
2024-01-11,16.932690647482016
2024-01-12,16.932690647482016
2024-01-13,4.158906474820144
2024-01-14,2.2279856115107917
2024-01-15,28.81528057553957
2024-01-16,18.56654676258993
2024-01-17,20.79453237410072
2024-01-18,16.932690647482016
2024-01-19,18.56654676258993
2024-01-20,6.0898273381294965
2024-01-21,2.079453237410072
2024-01-22,18.715079136690647
2024-01-23,18.715079136690647
2024-01-24,18.715079136690647
2024-01-25,18.715079136690647
2024-01-26,14.556172661870505
2024-01-27,4.158906474820144
2024-01-28,2.079453237410072
2024-01-29,12.476719424460432
2024-01-30,16.635625899280576
2024-01-31,18.715079136690647
2024-02-01,16.635625899280576
2024-02-02,16.635625899280576
2024-02-03,4.158906474820144
2024-02-04,2.079453237410072
2024-02-05,14.556172661870505
2024-02-06,14.556172661870505
2024-02-07,12.476719424460432
2024-02-08,14.556172661870505
2024-02-09,14.556172661870505
2024-02-10,4.158906474820144
2024-02-11,2.079453237410072
2024-02-12,12.476719424460432
2024-02-13,29.11234532374101
2024-02-14,24.953438848920865
2024-02-15,16.635625899280576
2024-02-16,16.635625899280576
2024-02-17,4.158906474820144
2024-02-18,4.158906474820144
2024-02-19,33.27125179856115
2024-02-20,18.715079136690647
2024-02-21,16.635625899280576
2024-02-22,18.715079136690647
2024-02-23,18.715079136690647
2024-02-24,4.158906474820144
2024-02-25,2.079453237410072
2024-02-26,14.556172661870505
2024-02-27,14.556172661870505
2024-02-28,14.556172661870505
2024-02-29,14.556172661870505
2024-03-01,14.556172661870505
2024-03-02,4.158906474820144
2024-03-03,2.079453237410072
2024-03-04,14.556172661870505
2024-03-05,20.79453237410072
2024-03-06,18.715079136690647
2024-03-07,16.635625899280576
2024-03-08,18.715079136690647
2024-03-09,4.158906474820144
2024-03-10,2.079453237410072
2024-03-11,14.556172661870505
2024-03-12,16.635625899280576
2024-03-13,18.715079136690647
2024-03-14,16.635625899280576
2024-03-15,16.635625899280576
2024-03-16,4.158906474820144
2024-03-17,2.079453237410072
2024-03-18,14.556172661870505
2024-03-19,14.556172661870505
2024-03-20,18.715079136690647
2024-03-21,18.715079136690647
2024-03-22,16.635625899280576
2024-03-23,4.158906474820144
2024-03-24,2.079453237410072
2024-03-25,14.556172661870505
2024-03-26,14.556172661870505
2024-03-27,16.635625899280576
2024-03-28,18.715079136690647
2024-03-29,47.82742446043166
2024-03-30,4.158906474820144
2024-03-31,2.079453237410072
2024-04-01,18.715079136690647
2024-04-02,20.79453237410072
2024-04-03,16.635625899280576
2024-04-04,27.032892086330936
2024-04-05,22.873985611510793
2024-04-06,4.158906474820144
2024-04-07,2.079453237410072
2024-04-08,14.556172661870505
2024-04-09,16.635625899280576
2024-04-10,24.953438848920865
2024-04-11,20.79453237410072
2024-04-12,24.953438848920865
2024-04-13,8.317812949640288
2024-04-14,4.158906474820144
2024-04-15,27.032892086330936
2024-04-16,24.953438848920865
2024-04-17,20.79453237410072
2024-04-18,18.715079136690647
2024-04-19,24.953438848920865
2024-04-20,6.238359712230216
2024-04-21,4.158906474820144
2024-04-22,18.715079136690647
2024-04-23,16.635625899280576
2024-04-24,16.635625899280576
2024-04-25,22.873985611510793
2024-04-26,16.635625899280576
2024-04-27,4.158906474820144
2024-04-28,2.079453237410072
2024-04-29,14.556172661870505
2024-04-30,20.79453237410072
2024-05-01,22.873985611510793
2024-05-02,14.556172661870505
2024-05-03,16.635625899280576
2024-05-04,4.158906474820144
2024-05-05,2.079453237410072
2024-05-06,14.556172661870505
2024-05-07,14.556172661870505
2024-05-08,14.556172661870505
2024-05-09,14.556172661870505
2024-05-10,14.556172661870505
2024-05-11,4.158906474820144
2024-05-12,2.079453237410072
2024-05-13,14.556172661870505
2024-05-14,14.556172661870505
2024-05-15,16.635625899280576
2024-05-16,18.715079136690647
2024-05-17,16.635625899280576
2024-05-18,4.158906474820144
2024-05-19,2.079453237410072
2024-05-20,14.556172661870505
2024-05-21,14.556172661870505
2024-05-22,14.556172661870505
2024-05-23,22.873985611510793
2024-05-24,20.79453237410072
2024-05-25,4.158906474820144
2024-05-26,2.079453237410072
2024-05-27,6.238359712230216
2024-05-28,14.556172661870505
2024-05-29,18.715079136690647
2024-05-30,18.715079136690647
2024-05-31,20.79453237410072
2024-06-01,6.238359712230216
2024-06-02,2.079453237410072
2024-06-03,18.715079136690647
2024-06-04,18.715079136690647
2024-06-05,16.635625899280576
2024-06-06,16.635625899280576
2024-06-07,16.635625899280576
2024-06-08,4.158906474820144
2024-06-09,2.079453237410072
2024-06-10,14.556172661870505
2024-06-11,14.556172661870505
2024-06-12,18.715079136690647
2024-06-13,16.635625899280576
2024-06-14,14.556172661870505
2024-06-15,4.158906474820144
2024-06-16,2.079453237410072
2024-06-17,16.635625899280576
2024-06-18,14.556172661870505
2024-06-19,56.14523741007194
2024-06-20,18.715079136690647
2024-06-21,14.556172661870505
2024-06-22,4.158906474820144
2024-06-23,2.079453237410072
2024-06-24,14.556172661870505
2024-06-25,14.556172661870505
2024-06-26,12.476719424460432
2024-06-27,12.476719424460432
2024-06-28,14.556172661870505
2024-06-29,4.158906474820144
2024-06-30,2.079453237410072
2024-07-01,14.556172661870505
2024-07-02,12.476719424460432
2024-07-03,37.430158273381295
2024-07-04,8.317812949640288
2024-07-05,22.873985611510793
2024-07-06,4.158906474820144
2024-07-07,2.079453237410072
2024-07-08,14.556172661870505
2024-07-09,14.556172661870505
2024-07-10,16.635625899280576
2024-07-11,24.953438848920865
2024-07-12,16.635625899280576
2024-07-13,4.158906474820144
2024-07-14,2.079453237410072
2024-07-15,16.635625899280576
2024-07-16,20.79453237410072
2024-07-17,33.27125179856115
2024-07-18,27.032892086330936
2024-07-19,29.11234532374101
2024-07-20,6.238359712230216
2024-07-21,4.158906474820144
2024-07-22,20.79453237410072
2024-07-23,16.635625899280576
2024-07-24,37.430158273381295
2024-07-25,33.27125179856115
2024-07-26,20.79453237410072
2024-07-27,4.158906474820144
2024-07-28,2.079453237410072
2024-07-29,14.556172661870505
2024-07-30,18.715079136690647
2024-07-31,18.715079136690647
2024-08-01,31.19179856115108
2024-08-02,58.22469064748202
2024-08-03,22.873985611510793
2024-08-04,6.238359712230216
2024-08-05,207.9453237410072
2024-08-06,133.0850071942446
2024-08-07,64.46305035971223
2024-08-08,43.668517985611516
2024-08-09,31.19179856115108
2024-08-10,8.317812949640288
2024-08-11,4.158906474820144
2024-08-12,24.953438848920865
2024-08-13,22.873985611510793
2024-08-14,22.873985611510793
2024-08-15,22.873985611510793
2024-08-16,20.79453237410072
2024-08-17,4.158906474820144
2024-08-18,3.639043165467626
2024-08-19,18.715079136690647
2024-08-20,22.354122302158274
2024-08-21,21.314395683453235
2024-08-22,22.354122302158274
2024-08-23,23.91371223021583
2024-08-24,5.19863309352518
2024-08-25,2.59931654676259
2024-08-26,21.314395683453235
2024-08-27,18.715079136690647
2024-08-28,22.354122302158274
2024-08-29,18.715079136690647
2024-08-30,18.715079136690647
2024-08-31,3.639043165467626
2024-09-01,2.59931654676259
2024-09-02,8.837676258992806
2024-09-03,36.39043165467626
2024-09-04,33.79111510791367
2024-09-05,21.314395683453235
2024-09-06,28.592482014388487
2024-09-07,6.238359712230215
2024-09-08,3.639043165467626
2024-09-09,18.715079136690647
2024-09-10,18.715079136690647
2024-09-11,24.95343884892086
2024-09-12,18.715079136690647
2024-09-13,16.115762589928057
2024-09-14,3.639043165467626
2024-09-15,2.59931654676259
2024-09-16,17.675352517985612
2024-09-17,18.715079136690647
2024-09-18,34.310978417266185
