k,inertia,silhouette,davies_bouldin,is_elbow_k,selected_k
2,2932.08100737996,0.7951056682990861,0.6443348132693866,False,True
3,2375.9378303983017,0.6128572228902142,0.9515242966860674,False,False
4,2083.893224872937,0.4212259844848324,1.2190605923140772,False,False
5,1802.6529130675826,0.21402429156252212,1.292344111879498,True,False
6,1634.8083114703418,0.21830255343416927,1.2122502015622711,False,False
7,1565.6129044969503,0.2199451677033731,1.1769859612227467,False,False
8,1440.74204400334,0.1514132257842943,1.4043335108366086,False,False
9,1384.6496256321261,0.15127378940955896,1.5023177162254584,False,False
10,1318.6355247872277,0.1598724613394275,1.220764836398577,False,False
