Time,ebay
2023-12-22,89
2023-12-23,90
2023-12-24,82
2023-12-25,88
2023-12-26,97
2023-12-27,97
2023-12-28,92
2023-12-29,100
2023-12-30,93
2023-12-31,86
2024-01-01,82
2024-01-02,86
2024-01-03,92
2024-01-04,90
2024-01-05,92
2024-01-06,97
2024-01-07,95
2024-01-08,86
2024-01-09,90
2024-01-10,85
2024-01-11,87
2024-01-12,85
2024-01-13,93
2024-01-14,93
2024-01-15,86
2024-01-16,82
2024-01-17,89
2024-01-18,87
2024-01-19,87
2024-01-20,93
2024-01-21,92
2024-01-22,87
2024-01-23,89
2024-01-24,85
2024-01-25,89
2024-01-26,86
2024-01-27,90
2024-01-28,90
2024-01-29,85
2024-01-30,86
2024-01-31,82
2024-02-01,78
2024-02-02,79
2024-02-03,90
2024-02-04,91
2024-02-05,83
2024-02-06,84
2024-02-07,79
2024-02-08,78
2024-02-09,81
2024-02-10,89
2024-02-11,85
2024-02-12,71
2024-02-13,80
2024-02-14,77
2024-02-15,77
2024-02-16,82
2024-02-17,90
2024-02-18,93
2024-02-19,89
2024-02-20,85
2024-02-21,82
2024-02-22,81
2024-02-23,80
2024-02-24,89
2024-02-25,89
2024-02-26,88
2024-02-27,80
2024-02-28,79
2024-02-29,83
2024-03-01,82
2024-03-02,88
2024-03-03,93
2024-03-04,87
2024-03-05,87
2024-03-06,84
2024-03-07,82
2024-03-08,79
2024-03-09,90
2024-03-10,95
2024-03-11,86
2024-03-12,86
2024-03-13,85
2024-03-14,83
2024-03-15,79
2024-03-16,91
2024-03-17,94
2024-03-18,85
2024-03-19,83
2024-03-20,82
2024-03-21,79
2024-03-22,80
2024-03-23,88
2024-03-24,93
2024-03-25,83
2024-03-26,85
2024-03-27,86
2024-03-28,82
2024-03-29,82
2024-03-30,85
2024-03-31,85
2024-04-01,83
2024-04-02,83
2024-04-03,83
2024-04-04,79
2024-04-05,80
2024-04-06,86
2024-04-07,89
2024-04-08,72
2024-04-09,79
2024-04-10,81
2024-04-11,80
2024-04-12,84
2024-04-13,87
2024-04-14,89
2024-04-15,78
2024-04-16,78
2024-04-17,78
2024-04-18,81
2024-04-19,79
2024-04-20,87
2024-04-21,88
2024-04-22,81
2024-04-23,80
2024-04-24,75
2024-04-25,77
2024-04-26,79
2024-04-27,84
2024-04-28,91
2024-04-29,85
2024-04-30,78
2024-05-01,76
2024-05-02,78
2024-05-03,76
2024-05-04,82
2024-05-05,87
2024-05-06,80
2024-05-07,78
2024-05-08,78
2024-05-09,78
2024-05-10,76
2024-05-11,80
2024-05-12,81
2024-05-13,78
2024-05-14,81
2024-05-15,78
2024-05-16,74
2024-05-17,76
2024-05-18,87
2024-05-19,91
2024-05-20,80
2024-05-21,79
2024-05-22,81
2024-05-23,79
2024-05-24,79
2024-05-25,83
2024-05-26,82
2024-05-27,90
2024-05-28,78
2024-05-29,82
2024-05-30,81
2024-05-31,76
2024-06-01,88
2024-06-02,86
2024-06-03,81
2024-06-04,81
2024-06-05,82
2024-06-06,84
2024-06-07,82
2024-06-08,80
2024-06-09,83
2024-06-10,86
2024-06-11,84
2024-06-12,84
2024-06-13,81
2024-06-14,79
2024-06-15,82
2024-06-16,80
2024-06-17,82
2024-06-18,85
2024-06-19,91
2024-06-20,79
2024-06-21,82
2024-06-22,86
2024-06-23,89
2024-06-24,84
2024-06-25,86
2024-06-26,81
2024-06-27,79
2024-06-28,78
2024-06-29,82
2024-06-30,82
2024-07-01,85
2024-07-02,81
2024-07-03,84
2024-07-04,80
2024-07-05,82
2024-07-06,83
2024-07-07,85
2024-07-08,83
2024-07-09,81
2024-07-10,78
2024-07-11,86
2024-07-12,82
2024-07-13,83
2024-07-14,74
2024-07-15,81
2024-07-16,80
2024-07-17,82
2024-07-18,87
2024-07-19,78
2024-07-20,84
2024-07-21,79
2024-07-22,83
2024-07-23,84
2024-07-24,84
2024-07-25,84
2024-07-26,82
2024-07-27,81
2024-07-28,85
2024-07-29,82
2024-07-30,83
2024-07-31,78
2024-08-01,76
2024-08-02,81
2024-08-03,87
2024-08-04,80
2024-08-05,79
2024-08-06,79
2024-08-07,82
2024-08-08,78
2024-08-09,76
2024-08-10,82
2024-08-11,85
2024-08-12,82
2024-08-13,81
2024-08-14,84
2024-08-15,81
2024-08-16,80
2024-08-17,84
2024-08-18,91
2024-08-19,81
2024-08-20,85
2024-08-21,79
2024-08-22,79
2024-08-23,80
2024-08-24,85
2024-08-25,88
2024-08-26,84
2024-08-27,83
2024-08-28,82
2024-08-29,74
2024-08-30,78
2024-08-31,81
2024-09-01,84
2024-09-02,88
2024-09-03,78
2024-09-04,75
2024-09-05,81
2024-09-06,77
2024-09-07,82
2024-09-08,80
2024-09-09,78
2024-09-10,75
2024-09-11,70
2024-09-12,79
2024-09-13,77
2024-09-14,82
2024-09-15,79
2024-09-16,78
