Time,fast_food_near_me
2024-09-22,66.19228534394136
2024-09-23,44.72451712428471
2024-09-24,35.77961369942776
2024-09-25,39.35757506937054
2024-09-26,42.93553643931332
2024-09-27,50.09145917919887
2024-09-28,64.40330465896997
2024-09-29,62.61432397399859
2024-09-30,39.35757506937054
2024-10-01,37.568594384399155
2024-10-02,39.35757506937054
2024-10-03,42.93553643931332
2024-10-04,48.302478494227486
2024-10-05,66.19228534394136
2024-10-06,62.61432397399859
2024-10-07,41.14655575434193
2024-10-08,39.35757506937054
2024-10-09,42.93553643931332
2024-10-10,46.513497809256094
2024-10-11,53.66942054914165
2024-10-12,71.55922739885553
2024-10-13,67.98126602891276
2024-10-14,44.72451712428471
2024-10-15,41.14655575434193
2024-10-16,39.35757506937054
2024-10-17,42.93553643931332
2024-10-18,50.09145917919887
2024-10-19,67.98126602891276
2024-10-20,66.19228534394136
2024-10-21,39.35757506937054
2024-10-22,39.35757506937054
2024-10-23,44.72451712428471
2024-10-24,39.35757506937054
2024-10-25,48.302478494227486
2024-10-26,69.77024671388415
2024-10-27,67.98126602891276
2024-10-28,42.93553643931332
2024-10-29,35.77961369942776
2024-10-30,39.35757506937054
2024-10-31,41.14655575434193
2024-11-01,59.03636260405581
2024-11-02,64.40330465896997
2024-11-03,59.03636260405581
2024-11-04,33.99063301445638
2024-11-05,32.201652329484986
2024-11-06,26.834710274570824
2024-11-07,35.77961369942776
2024-11-08,44.72451712428471
2024-11-09,57.247381919084425
2024-11-10,60.8253432890272
2024-11-11,41.14655575434193
2024-11-12,33.99063301445638
2024-11-13,33.99063301445638
2024-11-14,39.35757506937054
2024-11-15,44.72451712428471
2024-11-16,59.03636260405581
2024-11-17,55.45840123411304
2024-11-18,33.99063301445638
2024-11-19,35.77961369942776
2024-11-20,37.568594384399155
2024-11-21,39.35757506937054
2024-11-22,39.35757506937054
2024-11-23,62.61432397399859
2024-11-24,59.03636260405581
2024-11-25,39.35757506937054
2024-11-26,39.35757506937054
2024-11-27,48.302478494227486
2024-11-28,96.60495698845497
2024-11-29,66.19228534394136
2024-11-30,53.66942054914165
2024-12-01,57.247381919084425
2024-12-02,32.201652329484986
2024-12-03,30.4126716445136
2024-12-04,33.99063301445638
2024-12-05,32.201652329484986
2024-12-06,39.35757506937054
2024-12-07,59.03636260405581
2024-12-08,59.03636260405581
2024-12-09,35.77961369942776
2024-12-10,33.99063301445638
2024-12-11,33.99063301445638
2024-12-12,35.77961369942776
2024-12-13,42.93553643931332
2024-12-14,59.03636260405581
2024-12-15,57.247381919084425
2024-12-16,35.77961369942776
2024-12-17,35.77961369942776
2024-12-18,37.568594384399155
2024-12-19,37.568594384399155
2024-12-20,44.72451712428471
2024-12-21,53.66942054914165
2024-12-22,55.45840123411304
2024-12-23,53.66942054914165
2024-12-24,59.03636260405581
2024-12-25,178.89806849713884
2024-12-26,96.60495698845497
2024-12-27,48.302478494227486
2024-12-28,55.45840123411304
2024-12-29,59.03636260405581
2024-12-30,46.513497809256094
2024-12-31,51.88043986417026
2025-01-01,94.81597630348358
2025-01-02,46.513497809256094
2025-01-03,41.14655575434193
2025-01-04,48.302478494227486
2025-01-05,50.09145917919887
2025-01-06,33.99063301445638
2025-01-07,32.201652329484986
2025-01-08,32.201652329484986
2025-01-09,33.99063301445638
2025-01-10,37.568594384399155
2025-01-11,42.93553643931332
2025-01-12,44.72451712428471
2025-01-13,32.201652329484986
2025-01-14,28.623690959542213
2025-01-15,37.568594384399155
2025-01-16,35.77961369942776
2025-01-17,39.35757506937054
2025-01-18,55.45840123411304
2025-01-19,46.513497809256094
2025-01-20,41.14655575434193
2025-01-21,33.99063301445638
2025-01-22,39.35757506937054
2025-01-23,44.72451712428471
2025-01-24,37.568594384399155
2025-01-25,57.247381919084425
2025-01-26,51.88043986417026
2025-01-27,32.201652329484986
2025-01-28,33.99063301445638
2025-01-29,37.568594384399155
2025-01-30,35.77961369942776
2025-01-31,44.72451712428471
2025-02-01,59.03636260405581
2025-02-02,53.66942054914165
2025-02-03,32.201652329484986
2025-02-04,33.99063301445638
2025-02-05,32.201652329484986
2025-02-06,37.568594384399155
2025-02-07,39.35757506937054
2025-02-08,53.66942054914165
2025-02-09,46.513497809256094
2025-02-10,28.623690959542213
2025-02-11,32.201652329484986
2025-02-12,33.99063301445638
2025-02-13,33.99063301445638
2025-02-14,42.93553643931332
2025-02-15,59.03636260405581
2025-02-16,57.247381919084425
2025-02-17,39.35757506937054
2025-02-18,35.77961369942776
2025-02-19,35.77961369942776
2025-02-20,33.99063301445638
2025-02-21,41.14655575434193
2025-02-22,57.247381919084425
2025-02-23,73.34820808382692
2025-02-24,37.568594384399155
2025-02-25,32.201652329484986
2025-02-26,37.568594384399155
2025-02-27,41.14655575434193
2025-02-28,48.302478494227486
2025-03-01,71.55922739885553
2025-03-02,66.19228534394136
2025-03-03,39.35757506937054
2025-03-04,35.77961369942776
2025-03-05,35.77961369942776
2025-03-06,39.35757506937054
2025-03-07,44.72451712428471
2025-03-08,66.19228534394136
2025-03-09,66.19228534394136
2025-03-10,39.35757506937054
2025-03-11,37.568594384399155
2025-03-12,42.93553643931332
2025-03-13,41.14655575434193
2025-03-14,46.513497809256094
2025-03-15,69.77024671388415
2025-03-16,66.19228534394136
2025-03-17,42.93553643931332
2025-03-18,37.568594384399155
2025-03-19,41.14655575434193
2025-03-20,44.72451712428471
2025-03-21,48.302478494227486
2025-03-22,66.19228534394136
2025-03-23,75.13718876879831
2025-03-24,37.568594384399155
2025-03-25,39.35757506937054
2025-03-26,39.35757506937054
2025-03-27,46.513497809256094
2025-03-28,48.302478494227486
2025-03-29,69.77024671388415
2025-03-30,69.77024671388415
2025-03-31,39.35757506937054
2025-04-01,39.35757506937054
2025-04-02,35.77961369942776
2025-04-03,37.568594384399155
2025-04-04,50.09145917919887
2025-04-05,67.98126602891276
2025-04-06,69.77024671388415
2025-04-07,41.14655575434193
2025-04-08,37.568594384399155
2025-04-09,39.35757506937054
2025-04-10,44.72451712428471
2025-04-11,50.09145917919887
2025-04-12,69.77024671388415
2025-04-13,69.77024671388415
2025-04-14,41.14655575434193
2025-04-15,37.72021413897297
2025-04-16,44.74106949923818
2025-04-17,42.985855659171875
2025-04-18,55.272352539636
2025-04-19,64.04842173996751
2025-04-20,80.70606979814485
2025-04-21,48.25149717937079
2025-04-22,36.85949064139236
2025-04-23,50.00671101943709
2025-04-24,41.23064181910557
2025-04-25,50.00671101943709
2025-04-26,67.55884942010012
2025-04-27,71.06927710023271
2025-04-28,39.47542797903927
2025-04-29,37.72021413897297
2025-04-30,46.49628333930448
2025-05-01,46.49628333930448
2025-05-02,42.985855659171875
2025-05-03,58.7827802197686
2025-05-04,58.7827802197686
2025-05-05,34.20978645884036
2025-05-06,31.59384912119345
2025-05-07,34.20978645884036
2025-05-08,36.85949064139236
2025-05-09,42.985855659171875
2025-05-10,58.7827802197686
2025-05-11,50.8674345170177
2025-05-12,35.965000298906666
2025-05-13,32.45457261877406
2025-05-14,35.965000298906666
2025-05-15,36.15038689838557
2025-05-16,43.03617487903043
2025-05-17,63.693538820965045
2025-05-18,60.250644830642614
2025-05-19,36.15038689838557
2025-05-20,36.15038689838557
2025-05-21,37.871833893546786
2025-05-22,36.15038689838557
2025-05-23,58.52919783548139
2025-05-24,60.250644830642614
2025-05-25,61.97209182580383
2025-05-26,56.807750840320175
2025-05-27,37.871833893546786
2025-05-28,36.15038689838557
2025-05-29,39.593280888708
2025-05-30,46.47906886935287
2025-05-31,58.52919783548139
2025-06-01,63.693538820965045
2025-06-02,39.593280888708
2025-06-03,41.31472788386922
2025-06-04,43.03617487903043
2025-06-05,43.03617487903043
2025-06-06,46.47906886935287
2025-06-07,58.52919783548139
2025-06-08,55.08630384515896
2025-06-09,37.871833893546786
2025-06-10,36.15038689838557
2025-06-11,39.593280888708
2025-06-12,46.47906886935287
2025-06-13,48.20051586451409
2025-06-14,63.693538820965045
2025-06-15,53.36485684999774
2025-06-16,39.593280888708
2025-06-17,39.593280888708
2025-06-18,43.03617487903043
2025-06-19,41.31472788386922
2025-06-20,48.20051586451409
2025-06-21,60.250644830642614
2025-06-22,60.250644830642614
2025-06-23,53.36485684999774
2025-06-24,39.593280888708
2025-06-25,37.871833893546786
2025-06-26,43.03617487903043
2025-06-27,49.921962859675304
2025-06-28,56.807750840320175
2025-06-29,61.97209182580383
2025-06-30,44.757621874191656
2025-07-01,44.757621874191656
2025-07-02,48.20051586451409
2025-07-03,48.20051586451409
2025-07-04,67.13643281128748
2025-07-05,75.74366778709357
2025-07-06,58.52919783548139
2025-07-07,39.593280888708
2025-07-08,37.871833893546786
2025-07-09,46.47906886935287
2025-07-10,41.31472788386922
2025-07-11,53.36485684999774
2025-07-12,65.41498581612626
2025-07-13,60.250644830642614
2025-07-14,41.31472788386922
2025-07-15,43.03617487903043
2025-07-16,48.20051586451409
2025-07-17,46.47906886935287
2025-07-18,55.08630384515896
2025-07-19,65.41498581612626
2025-07-20,61.97209182580383
2025-07-21,41.31472788386922
2025-07-22,44.757621874191656
2025-07-23,63.693538820965045
2025-07-24,41.31472788386922
2025-07-25,48.20051586451409
2025-07-26,63.693538820965045
2025-07-27,58.52919783548139
2025-07-28,43.03617487903043
2025-07-29,41.31472788386922
2025-07-30,37.871833893546786
2025-07-31,46.47906886935287
2025-08-01,53.36485684999774
2025-08-02,58.52919783548139
2025-08-03,60.250644830642614
2025-08-04,43.03617487903043
2025-08-05,48.20051586451409
2025-08-06,43.03617487903043
2025-08-07,51.64340985483653
2025-08-08,48.20051586451409
2025-08-09,61.97209182580383
2025-08-10,56.807750840320175
2025-08-11,37.871833893546786
2025-08-12,37.871833893546786
2025-08-13,44.757621874191656
2025-08-14,39.593280888708
2025-08-15,49.921962859675304
2025-08-16,61.97209182580383
2025-08-17,56.807750840320175
2025-08-18,37.871833893546786
2025-08-19,37.871833893546786
2025-08-20,39.593280888708
2025-08-21,37.871833893546786
2025-08-22,44.757621874191656
2025-08-23,74.02222079193236
2025-08-24,55.08630384515896
2025-08-25,39.593280888708
2025-08-26,34.42893990322435
2025-08-27,37.871833893546786
2025-08-28,36.15038689838557
2025-08-29,44.757621874191656
2025-08-30,58.52919783548139
2025-08-31,61.97209182580383
2025-09-01,56.807750840320175
2025-09-02,34.42893990322435
2025-09-03,30.986045912901915
2025-09-04,32.70749290806313
2025-09-05,37.871833893546786
2025-09-06,48.20051586451409
2025-09-07,51.64340985483653
2025-09-08,29.264598917740695
2025-09-09,39.593280888708
2025-09-10,37.871833893546786
2025-09-11,32.70749290806313
2025-09-12,37.871833893546786
2025-09-13,55.08630384515896
2025-09-14,48.20051586451409
2025-09-15,30.986045912901915
2025-09-16,32.70749290806313
2025-09-17,37.871833893546786
2025-09-18,34.42893990322435
2025-09-19,39.593280888708
2025-09-20,60.250644830642614
2025-09-21,51.64340985483653
2025-09-22,34.42893990322435
2025-09-23,43.03617487903043
2025-09-24,30.986045912901915
2025-09-25,32.70749290806313
2025-09-26,44.757621874191656
2025-09-27,56.807750840320175
2025-09-28,56.807750840320175
2025-09-29,36.15038689838557
2025-09-30,36.15038689838557
2025-10-01,39.593280888708
2025-10-02,34.42893990322435
2025-10-03,39.593280888708
2025-10-04,61.97209182580383
2025-10-05,53.36485684999774
2025-10-06,32.70749290806313
2025-10-07,36.15038689838557
2025-10-08,37.871833893546786
2025-10-09,36.15038689838557
2025-10-10,44.757621874191656
2025-10-11,60.250644830642614
2025-10-12,53.36485684999774
2025-10-13,34.42893990322435
2025-10-14,34.42893990322435
2025-10-15,37.871833893546786
2025-10-16,37.871833893546786
2025-10-17,41.31472788386922
2025-10-18,55.08630384515896
2025-10-19,55.08630384515896
2025-10-20,32.70749290806313
2025-10-21,30.986045912901915
2025-10-22,37.871833893546786
2025-10-23,41.31472788386922
2025-10-24,41.31472788386922
2025-10-25,58.52919783548139
2025-10-26,51.64340985483653
2025-10-27,29.264598917740695
2025-10-28,30.986045912901915
2025-10-29,39.593280888708
2025-10-30,32.70749290806313
2025-10-31,37.871833893546786
2025-11-01,65.41498581612626
2025-11-02,49.921962859675304
2025-11-03,32.70749290806313
2025-11-04,30.986045912901915
2025-11-05,34.42893990322435
2025-11-06,36.15038689838557
2025-11-07,36.15038689838557
2025-11-08,56.807750840320175
2025-11-09,49.921962859675304
2025-11-10,30.986045912901915
2025-11-11,34.42893990322435
2025-11-12,29.264598917740695
2025-11-13,34.42893990322435
2025-11-14,36.15038689838557
2025-11-15,53.36485684999774
2025-11-16,46.47906886935287
2025-11-17,29.264598917740695
2025-11-18,36.15038689838557
2025-11-19,36.15038689838557
2025-11-20,34.42893990322435
2025-11-21,39.593280888708
2025-11-22,56.807750840320175
2025-11-23,56.807750840320175
2025-11-24,36.15038689838557
2025-11-25,36.15038689838557
2025-11-26,44.757621874191656
2025-11-27,80.90800877257722
2025-11-28,61.97209182580383
2025-11-29,46.47906886935287
2025-11-30,46.47906886935287
2025-12-01,34.42893990322435
2025-12-02,29.264598917740695
2025-12-03,34.42893990322435
2025-12-04,30.986045912901915
2025-12-05,37.871833893546786
2025-12-06,48.20051586451409
2025-12-07,58.52919783548139
2025-12-08,29.264598917740695
2025-12-09,32.70749290806313
2025-12-10,34.42893990322435
2025-12-11,32.70749290806313
2025-12-12,43.03617487903043
2025-12-13,55.08630384515896
2025-12-14,44.757621874191656
2025-12-15,32.70749290806313
2025-12-16,32.70749290806313
2025-12-17,36.15038689838557
2025-12-18,34.42893990322435
2025-12-19,39.593280888708
2025-12-20,51.64340985483653
2025-12-21,43.03617487903043
2025-12-22,39.593280888708
2025-12-23,51.64340985483653
2025-12-24,58.52919783548139
2025-12-25,172.14469951612173
2025-12-26,87.7937967532221
2025-12-27,43.03617487903043
2025-12-28,43.03617487903043
2025-12-29,37.871833893546786
2025-12-30,39.593280888708
2025-12-31,49.921962859675304
2026-01-01,80.90800877257722
2026-01-02,48.20051586451409
2026-01-03,51.64340985483653
2026-01-04,43.03617487903043
2026-01-05,29.264598917740695
2026-01-06,32.70749290806313
2026-01-07,32.70749290806313
2026-01-08,32.70749290806313
2026-01-09,37.871833893546786
2026-01-10,49.921962859675304
2026-01-11,43.03617487903043
2026-01-12,30.986045912901915
2026-01-13,30.986045912901915
2026-01-14,30.986045912901915
2026-01-15,30.986045912901915
2026-01-16,36.15038689838557
2026-01-17,51.64340985483653
2026-01-18,43.03617487903043
2026-01-19,36.15038689838557
2026-01-20,30.986045912901915
2026-01-21,29.264598917740695
2026-01-22,29.264598917740695
2026-01-23,39.593280888708
2026-01-24,44.757621874191656
2026-01-25,37.871833893546786
2026-01-26,32.70749290806313
2026-01-27,29.264598917740695
2026-01-28,29.264598917740695
2026-01-29,29.264598917740695
2026-01-30,34.42893990322435
2026-01-31,55.08630384515896
2026-02-01,43.03617487903043
2026-02-02,32.70749290806313
2026-02-03,30.986045912901915
2026-02-04,30.986045912901915
2026-02-05,34.42893990322435
2026-02-06,37.871833893546786
2026-02-07,49.921962859675304
2026-02-08,39.593280888708
2026-02-09,27.54315192257948
2026-02-10,30.986045912901915
2026-02-11,32.70749290806313
2026-02-12,30.986045912901915
2026-02-13,41.31472788386922
2026-02-14,53.36485684999774
2026-02-15,49.921962859675304
2026-02-16,37.871833893546786
2026-02-17,32.70749290806313
2026-02-18,32.70749290806313
2026-02-19,34.42893990322435
2026-02-20,39.593280888708
2026-02-21,53.36485684999774
2026-02-22,48.20051586451409
2026-02-23,44.757621874191656
2026-02-24,34.42893990322435
2026-02-25,30.986045912901915
2026-02-26,34.42893990322435
2026-02-27,43.03617487903043
2026-02-28,55.08630384515896
2026-03-01,53.36485684999774
2026-03-02,32.70749290806313
2026-03-03,32.70749290806313
2026-03-04,32.70749290806313
2026-03-05,34.42893990322435
2026-03-06,39.593280888708
2026-03-07,55.08630384515896
2026-03-08,53.36485684999774
2026-03-09,37.871833893546786
2026-03-10,36.15038689838557
2026-03-11,34.42893990322435
2026-03-12,41.31472788386922
2026-03-13,39.593280888708
2026-03-14,58.52919783548139
2026-03-15,56.807750840320175
2026-03-16,34.42893990322435
2026-03-17,32.70749290806313
2026-03-18,37.871833893546786
2026-03-19,39.593280888708
2026-03-20,43.03617487903043
2026-03-21,56.807750840320175
2026-03-22,55.08630384515896
2026-03-23,44.757621874191656
2026-03-24,36.15038689838557
2026-03-25,36.15038689838557
2026-03-26,37.871833893546786
2026-03-27,44.757621874191656
2026-03-28,55.08630384515896
2026-03-29,56.807750840320175
2026-03-30,36.15038689838557
2026-03-31,41.31472788386922
2026-04-01,39.593280888708
2026-04-02,37.871833893546786
2026-04-03,46.47906886935287
2026-04-04,51.64340985483653
2026-04-05,60.250644830642614
2026-04-06,41.31472788386922
2026-04-07,34.42893990322435
2026-04-08,36.15038689838557
2026-04-09,39.593280888708
2026-04-10,44.757621874191656
2026-04-11,56.807750840320175
2026-04-12,53.36485684999774
2026-04-13,32.70749290806313
2026-04-14,34.42893990322435
2026-04-15,36.15038689838557
2026-04-16,34.42893990322435
2026-04-17,41.31472788386922
2026-04-18,55.08630384515896
2026-04-19,56.807750840320175
2026-04-20,32.70749290806313
2026-04-21,34.42893990322435
2026-04-22,32.70749290806313
2026-04-23,46.47906886935287
2026-04-24,37.871833893546786
2026-04-25,55.08630384515896
2026-04-26,55.08630384515896
2026-04-27,32.70749290806313
2026-04-28,36.15038689838557
2026-04-29,34.42893990322435
2026-04-30,41.31472788386922
2026-05-01,43.03617487903043
2026-05-02,53.36485684999774
2026-05-03,56.807750840320175
2026-05-04,36.15038689838557
2026-05-05,32.70749290806313
2026-05-06,34.42893990322435
2026-05-07,37.871833893546786
2026-05-08,41.31472788386922
2026-05-09,51.64340985483653
2026-05-10,53.36485684999774
2026-05-11,34.42893990322435
2026-05-12,36.15038689838557
2026-05-13,36.15038689838557
2026-05-14,37.871833893546786
2026-05-15,41.31472788386922
2026-05-16,56.807750840320175
2026-05-17,56.807750840320175
2026-05-18,36.15038689838557
2026-05-19,36.15038689838557
2026-05-20,36.15038689838557
2026-05-21,41.31472788386922
2026-05-22,46.47906886935287
2026-05-23,68.8578798064487
2026-05-24,53.36485684999774
2026-05-25,51.64340985483653
2026-05-26,36.15038689838557
2026-05-27,37.871833893546786
2026-05-28,41.31472788386922
2026-05-29,49.921962859675304
2026-05-30,60.250644830642614
2026-05-31,61.97209182580383
