Time,hogwarts_legacy
2024-11-27,15.228296044424884
2024-11-28,16.67860995341773
2024-11-29,20.666973203148057
2024-11-30,23.205022543885537
2024-12-01,23.567601021133747
2024-12-02,15.590874521673095
2024-12-03,14.140560612680249
2024-12-04,13.052825180935615
2024-12-05,11.602511271942769
2024-12-06,13.052825180935615
2024-12-07,17.766345385162364
2024-12-08,19.57923777140342
2024-12-09,13.415403658183827
2024-12-10,12.327668226439192
2024-12-11,11.96508974919098
2024-12-12,10.514775840198133
2024-12-13,12.327668226439192
2024-12-14,17.403766907914154
2024-12-15,19.941816248651634
2024-12-16,14.50313908992846
2024-12-17,14.140560612680249
2024-12-18,13.777982135432037
2024-12-19,14.865717567176672
2024-12-20,15.228296044424884
2024-12-21,18.854080816907
2024-12-22,21.75470863489269
2024-12-23,19.941816248651634
2024-12-24,22.842444066637327
2024-12-25,26.46822883911944
2024-12-26,30.456592088849767
2024-12-27,29.368856657105134
2024-12-28,32.26948447509083
2024-12-29,36.257847724821154
2024-12-30,30.81917056609798
2024-12-31,29.731435134353344
2025-01-01,29.731435134353344
2025-01-02,26.46822883911944
2025-01-03,24.655336452878384
2025-01-04,31.5443275205944
2025-01-05,33.35721990683546
2025-01-06,21.75470863489269
2025-01-07,19.941816248651634
2025-01-08,17.04118843066594
2025-01-09,16.67860995341773
2025-01-10,17.403766907914154
2025-01-11,26.46822883911944
2025-01-12,27.193385793615864
2025-01-13,17.766345385162364
2025-01-14,14.140560612680249
2025-01-15,13.052825180935615
2025-01-16,13.777982135432037
2025-01-17,13.415403658183827
2025-01-18,19.21665929415521
2025-01-19,19.941816248651634
2025-01-20,19.21665929415521
2025-01-21,14.50313908992846
2025-01-22,13.777982135432037
2025-01-23,13.777982135432037
2025-01-24,12.327668226439192
2025-01-25,18.128923862410577
2025-01-26,21.39213015764448
2025-01-27,13.052825180935615
2025-01-28,12.327668226439192
2025-01-29,11.602511271942769
2025-01-30,12.690246703687404
2025-01-31,13.052825180935615
2025-02-01,17.766345385162364
2025-02-02,21.029551680396267
2025-02-03,13.052825180935615
2025-02-04,12.690246703687404
2025-02-05,12.327668226439192
2025-02-06,11.96508974919098
2025-02-07,12.327668226439192
2025-02-08,19.941816248651634
2025-02-09,21.39213015764448
2025-02-10,10.877354317446345
2025-02-11,12.690246703687404
2025-02-12,12.327668226439192
2025-02-13,11.602511271942769
2025-02-14,11.96508974919098
2025-02-15,16.67860995341773
2025-02-16,20.666973203148057
2025-02-17,15.228296044424884
2025-02-18,11.602511271942769
2025-02-19,11.602511271942769
2025-02-20,10.514775840198133
2025-02-21,10.514775840198133
2025-02-22,16.316031476169517
2025-02-23,17.766345385162364
2025-02-24,10.514775840198133
2025-02-25,10.514775840198133
2025-02-26,8.701883453957077
2025-02-27,8.701883453957077
2025-02-28,7.614148022212442
2025-03-01,13.777982135432037
2025-03-02,14.140560612680249
2025-03-03,8.339304976708865
2025-03-04,8.701883453957077
2025-03-05,7.25156954496423
2025-03-06,8.339304976708865
2025-03-07,8.339304976708865
2025-03-08,11.602511271942769
2025-03-09,14.140560612680249
2025-03-10,9.064461931205289
2025-03-11,7.9767264994606535
2025-03-12,7.614148022212442
2025-03-13,7.9767264994606535
2025-03-14,8.701883453957077
2025-03-15,11.96508974919098
2025-03-16,15.590874521673095
2025-03-17,9.064461931205289
2025-03-18,9.064461931205289
2025-03-19,7.9767264994606535
2025-03-20,7.614148022212442
2025-03-21,8.701883453957077
2025-03-22,11.602511271942769
2025-03-23,14.140560612680249
2025-03-24,8.339304976708865
2025-03-25,7.9767264994606535
2025-03-26,7.25156954496423
2025-03-27,8.701883453957077
2025-03-28,8.701883453957077
2025-03-29,12.327668226439192
2025-03-30,13.415403658183827
2025-03-31,8.701883453957077
2025-04-01,7.25156954496423
2025-04-02,8.339304976708865
2025-04-03,8.339304976708865
2025-04-04,7.25156954496423
2025-04-05,11.239932794694557
2025-04-06,12.327668226439192
2025-04-07,7.9767264994606535
2025-04-08,7.614148022212442
2025-04-09,6.888991067716018
2025-04-10,7.9767264994606535
2025-04-11,7.614148022212442
2025-04-12,9.064461931205289
2025-04-13,10.514775840198133
2025-04-14,7.9767264994606535
2025-04-15,7.614148022212442
2025-04-16,8.701883453957077
2025-04-17,9.4270404084535
2025-04-18,11.421222033318664
2025-04-19,12.690246703687404
2025-04-20,15.40958528304899
2025-04-21,10.877354317446345
2025-04-22,9.78961888570171
2025-04-23,9.608329647077605
2025-04-24,9.064461931205289
2025-04-25,8.883172692581184
2025-04-26,11.96508974919098
2025-04-27,14.684428328552567
2025-04-28,10.152197362949922
2025-04-29,9.064461931205289
2025-04-30,8.701883453957077
2025-05-01,8.339304976708865
2025-05-02,7.9767264994606535
2025-05-03,12.146378987815087
2025-05-04,14.50313908992846
2025-05-05,8.701883453957077
2025-05-06,8.339304976708865
2025-05-07,7.9767264994606535
2025-05-08,7.614148022212442
2025-05-09,7.9767264994606535
2025-05-10,10.877354317446345
2025-05-11,11.783800510566873
2025-05-12,8.339304976708865
2025-05-13,9.064461931205289
2025-05-14,8.701883453957077
2025-05-15,7.25156954496423
2025-05-16,7.25156954496423
2025-05-17,10.877354317446345
2025-05-18,11.96508974919098
2025-05-19,8.701883453957077
2025-05-20,8.339304976708865
2025-05-21,7.614148022212442
2025-05-22,8.339304976708865
2025-05-23,8.701883453957077
2025-05-24,11.602511271942769
2025-05-25,12.327668226439192
2025-05-26,14.140560612680249
2025-05-27,9.4270404084535
2025-05-28,8.339304976708865
2025-05-29,9.064461931205289
2025-05-30,8.701883453957077
2025-05-31,10.514775840198133
2025-06-01,11.239932794694557
2025-06-02,9.064461931205289
2025-06-03,7.614148022212442
2025-06-04,8.339304976708865
2025-06-05,9.064461931205289
2025-06-06,9.4270404084535
2025-06-07,11.239932794694557
2025-06-08,14.865717567176672
2025-06-09,9.4270404084535
2025-06-10,9.064461931205289
2025-06-11,9.064461931205289
2025-06-12,9.4270404084535
2025-06-13,9.064461931205289
2025-06-14,9.4270404084535
2025-06-15,11.96508974919098
2025-06-16,9.064461931205289
2025-06-17,9.4270404084535
2025-06-18,8.339304976708865
2025-06-19,9.4270404084535
2025-06-20,8.339304976708865
2025-06-21,10.152197362949922
2025-06-22,10.514775840198133
2025-06-23,8.701883453957077
2025-06-24,8.339304976708865
2025-06-25,7.614148022212442
2025-06-26,7.9767264994606535
2025-06-27,9.4270404084535
2025-06-28,9.78961888570171
2025-06-29,12.327668226439192
2025-06-30,9.78961888570171
2025-07-01,9.4270404084535
2025-07-02,8.339304976708865
2025-07-03,8.701883453957077
2025-07-04,10.877354317446345
2025-07-05,9.78961888570171
2025-07-06,13.415403658183827
2025-07-07,10.152197362949922
2025-07-08,8.339304976708865
2025-07-09,8.701883453957077
2025-07-10,7.9767264994606535
2025-07-11,8.701883453957077
2025-07-12,9.78961888570171
2025-07-13,10.877354317446345
2025-07-14,9.064461931205289
2025-07-15,8.339304976708865
2025-07-16,7.614148022212442
2025-07-17,8.701883453957077
2025-07-18,8.701883453957077
2025-07-19,12.327668226439192
2025-07-20,14.50313908992846
2025-07-21,10.514775840198133
2025-07-22,9.4270404084535
2025-07-23,9.4270404084535
2025-07-24,9.064461931205289
2025-07-25,8.701883453957077
2025-07-26,10.877354317446345
2025-07-27,12.327668226439192
2025-07-28,9.4270404084535
2025-07-29,10.514775840198133
2025-07-30,11.96508974919098
2025-07-31,10.514775840198133
2025-08-01,10.514775840198133
2025-08-02,9.78961888570171
2025-08-03,11.602511271942769
2025-08-04,8.339304976708865
2025-08-05,8.339304976708865
2025-08-06,8.701883453957077
2025-08-07,7.9767264994606535
2025-08-08,8.339304976708865
2025-08-09,10.152197362949922
2025-08-10,12.327668226439192
2025-08-11,8.339304976708865
2025-08-12,7.614148022212442
2025-08-13,7.614148022212442
2025-08-14,8.701883453957077
2025-08-15,8.701883453957077
2025-08-16,9.78961888570171
2025-08-17,14.50313908992846
2025-08-18,9.064461931205289
2025-08-19,9.064461931205289
2025-08-20,7.9767264994606535
2025-08-21,7.9767264994606535
2025-08-22,8.339304976708865
2025-08-23,10.152197362949922
2025-08-24,12.690246703687404
2025-08-25,9.4270404084535
2025-08-26,9.4270404084535
2025-08-27,9.064461931205289
2025-08-28,8.701883453957077
2025-08-29,9.4270404084535
2025-08-30,11.602511271942769
2025-08-31,15.590874521673095
2025-09-01,16.67860995341773
2025-09-02,9.78961888570171
2025-09-03,9.064461931205289
2025-09-04,8.339304976708865
2025-09-05,7.614148022212442
2025-09-06,10.514775840198133
2025-09-07,11.96508974919098
2025-09-08,8.701883453957077
2025-09-09,8.339304976708865
2025-09-10,7.25156954496423
2025-09-11,6.526412590467808
2025-09-12,7.25156954496423
2025-09-13,10.152197362949922
2025-09-14,10.514775840198133
2025-09-15,6.888991067716018
2025-09-16,6.888991067716018
2025-09-17,6.888991067716018
2025-09-18,6.526412590467808
2025-09-19,7.25156954496423
2025-09-20,10.877354317446345
2025-09-21,11.602511271942769
2025-09-22,7.9767264994606535
2025-09-23,7.614148022212442
2025-09-24,7.25156954496423
2025-09-25,7.25156954496423
2025-09-26,7.25156954496423
2025-09-27,9.78961888570171
2025-09-28,10.877354317446345
2025-09-29,8.339304976708865
2025-09-30,8.339304976708865
2025-10-01,8.701883453957077
2025-10-02,11.96508974919098
2025-10-03,11.96508974919098
2025-10-04,17.403766907914154
2025-10-05,20.304394725899844
2025-10-06,14.140560612680249
2025-10-07,13.415403658183827
2025-10-08,14.140560612680249
2025-10-09,12.690246703687404
2025-10-10,12.690246703687404
2025-10-11,17.766345385162364
2025-10-12,18.854080816907
2025-10-13,15.590874521673095
2025-10-14,13.052825180935615
2025-10-15,11.602511271942769
2025-10-16,12.690246703687404
2025-10-17,12.327668226439192
2025-10-18,17.403766907914154
2025-10-19,20.666973203148057
2025-10-20,13.777982135432037
2025-10-21,12.690246703687404
2025-10-22,12.327668226439192
2025-10-23,11.96508974919098
2025-10-24,10.514775840198133
2025-10-25,14.50313908992846
2025-10-26,17.403766907914154
2025-10-27,10.514775840198133
2025-10-28,9.78961888570171
2025-10-29,9.78961888570171
2025-10-30,9.4270404084535
2025-10-31,8.339304976708865
2025-11-01,13.415403658183827
2025-11-02,15.228296044424884
2025-11-03,10.514775840198133
2025-11-04,9.78961888570171
2025-11-05,9.4270404084535
2025-11-06,9.064461931205289
2025-11-07,9.4270404084535
2025-11-08,14.140560612680249
2025-11-09,14.50313908992846
2025-11-10,10.514775840198133
2025-11-11,12.690246703687404
2025-11-12,9.4270404084535
2025-11-13,9.78961888570171
2025-11-14,10.152197362949922
2025-11-15,13.415403658183827
2025-11-16,15.590874521673095
2025-11-17,11.239932794694557
2025-11-18,10.514775840198133
2025-11-19,9.78961888570171
2025-11-20,9.4270404084535
2025-11-21,10.152197362949922
2025-11-22,15.590874521673095
2025-11-23,17.04118843066594
2025-11-24,11.602511271942769
2025-11-25,13.777982135432037
2025-11-26,14.865717567176672
2025-11-27,16.316031476169517
2025-11-28,19.21665929415521
2025-11-29,20.666973203148057
2025-11-30,23.567601021133747
2025-12-01,14.50313908992846
2025-12-02,14.140560612680249
2025-12-03,11.96508974919098
2025-12-04,12.327668226439192
2025-12-05,11.96508974919098
2025-12-06,17.403766907914154
2025-12-07,18.854080816907
2025-12-08,13.052825180935615
2025-12-09,12.327668226439192
2025-12-10,10.877354317446345
2025-12-11,11.239932794694557
2025-12-12,29.368856657105134
2025-12-13,36.257847724821154
2025-12-14,34.80753381582831
2025-12-15,24.655336452878384
2025-12-16,23.205022543885537
2025-12-17,25.017914930126594
2025-12-18,23.93017949838196
2025-12-19,21.39213015764448
2025-12-20,24.29275797563017
2025-12-21,27.555964270864074
2025-12-22,22.479865589389114
2025-12-23,22.117287112140904
2025-12-24,22.479865589389114
2025-12-25,25.017914930126594
2025-12-26,27.918542748112287
2025-12-27,30.81917056609798
2025-12-28,32.99464142958725
2025-12-29,29.00627817985692
2025-12-30,27.193385793615864
2025-12-31,26.830807316367654
2026-01-01,26.10565036187123
2026-01-02,26.46822883911944
2026-01-03,30.094013611601557
2026-01-04,30.81917056609798
2026-01-05,19.941816248651634
2026-01-06,18.128923862410577
2026-01-07,16.67860995341773
2026-01-08,17.04118843066594
2026-01-09,17.04118843066594
2026-01-10,21.75470863489269
2026-01-11,24.655336452878384
2026-01-12,16.316031476169517
2026-01-13,14.140560612680249
2026-01-14,13.052825180935615
2026-01-15,12.690246703687404
2026-01-16,13.052825180935615
2026-01-17,19.941816248651634
2026-01-18,22.479865589389114
2026-01-19,19.21665929415521
2026-01-20,15.590874521673095
2026-01-21,13.052825180935615
2026-01-22,11.96508974919098
2026-01-23,12.690246703687404
2026-01-24,19.57923777140342
2026-01-25,23.567601021133747
2026-01-26,18.854080816907
2026-01-27,15.590874521673095
2026-01-28,13.415403658183827
2026-01-29,11.96508974919098
2026-01-30,11.602511271942769
2026-01-31,17.403766907914154
2026-02-01,19.941816248651634
2026-02-02,11.96508974919098
2026-02-03,10.152197362949922
2026-02-04,9.4270404084535
2026-02-05,9.4270404084535
2026-02-06,9.4270404084535
2026-02-07,14.865717567176672
2026-02-08,14.865717567176672
2026-02-09,9.064461931205289
2026-02-10,9.4270404084535
2026-02-11,10.152197362949922
2026-02-12,8.701883453957077
2026-02-13,9.78961888570171
2026-02-14,13.052825180935615
2026-02-15,15.228296044424884
2026-02-16,14.50313908992846
2026-02-17,11.239932794694557
2026-02-18,8.701883453957077
2026-02-19,8.701883453957077
2026-02-20,8.701883453957077
2026-02-21,13.777982135432037
2026-02-22,15.228296044424884
2026-02-23,11.239932794694557
2026-02-24,10.152197362949922
2026-02-25,9.064461931205289
2026-02-26,9.064461931205289
2026-02-27,8.701883453957077
2026-02-28,11.239932794694557
2026-03-01,13.052825180935615
2026-03-02,9.78961888570171
2026-03-03,8.701883453957077
2026-03-04,8.701883453957077
2026-03-05,7.9767264994606535
2026-03-06,8.701883453957077
2026-03-07,12.327668226439192
2026-03-08,14.140560612680249
2026-03-09,8.701883453957077
2026-03-10,7.9767264994606535
2026-03-11,8.339304976708865
2026-03-12,7.9767264994606535
2026-03-13,7.614148022212442
2026-03-14,11.602511271942769
2026-03-15,14.140560612680249
2026-03-16,12.690246703687404
2026-03-17,9.064461931205289
2026-03-18,9.064461931205289
2026-03-19,8.339304976708865
2026-03-20,8.701883453957077
2026-03-21,10.877354317446345
2026-03-22,11.96508974919098
2026-03-23,8.701883453957077
2026-03-24,8.701883453957077
2026-03-25,8.339304976708865
2026-03-26,7.9767264994606535
2026-03-27,8.701883453957077
2026-03-28,13.415403658183827
2026-03-29,13.777982135432037
2026-03-30,9.064461931205289
2026-03-31,7.9767264994606535
2026-04-01,7.9767264994606535
2026-04-02,9.064461931205289
2026-04-03,9.4270404084535
2026-04-04,11.96508974919098
2026-04-05,13.415403658183827
2026-04-06,11.96508974919098
2026-04-07,8.701883453957077
2026-04-08,7.9767264994606535
2026-04-09,7.614148022212442
2026-04-10,8.339304976708865
2026-04-11,9.4270404084535
2026-04-12,11.239932794694557
2026-04-13,7.614148022212442
2026-04-14,7.25156954496423
2026-04-15,6.526412590467808
2026-04-16,6.163834113219596
2026-04-17,8.339304976708865
2026-04-18,9.78961888570171
2026-04-19,11.239932794694557
2026-04-20,7.9767264994606535
2026-04-21,7.614148022212442
2026-04-22,6.888991067716018
2026-04-23,7.25156954496423
2026-04-24,7.25156954496423
2026-04-25,9.78961888570171
2026-04-26,10.877354317446345
2026-04-27,7.614148022212442
2026-04-28,7.25156954496423
2026-04-29,6.526412590467808
2026-04-30,7.9767264994606535
2026-05-01,9.064461931205289
2026-05-02,10.514775840198133
2026-05-03,11.96508974919098
2026-05-04,7.614148022212442
2026-05-05,6.888991067716018
2026-05-06,7.614148022212442
2026-05-07,6.888991067716018
2026-05-08,6.888991067716018
2026-05-09,9.064461931205289
2026-05-10,9.78961888570171
2026-05-11,7.25156954496423
2026-05-12,7.25156954496423
2026-05-13,6.888991067716018
2026-05-14,6.888991067716018
2026-05-15,7.25156954496423
2026-05-16,9.78961888570171
2026-05-17,11.96508974919098
2026-05-18,7.614148022212442
2026-05-19,7.614148022212442
2026-05-20,7.614148022212442
2026-05-21,6.888991067716018
2026-05-22,7.9767264994606535
2026-05-23,10.152197362949922
2026-05-24,11.239932794694557
2026-05-25,10.514775840198133
2026-05-26,9.064461931205289
2026-05-27,8.339304976708865
2026-05-28,8.339304976708865
2026-05-29,7.9767264994606535
2026-05-30,10.514775840198133
2026-05-31,11.96508974919098
