Time,hogwarts_legacy
2023-08-11,13.621621621621623
2023-08-12,15.891891891891893
2023-08-13,19.675675675675677
2023-08-14,13.621621621621623
2023-08-15,14.378378378378379
2023-08-16,11.351351351351353
2023-08-17,12.108108108108109
2023-08-18,12.108108108108109
2023-08-19,15.135135135135137
2023-08-20,18.16216216216216
2023-08-21,12.864864864864865
2023-08-22,11.351351351351353
2023-08-23,11.351351351351353
2023-08-24,11.351351351351353
2023-08-25,10.594594594594595
2023-08-26,15.891891891891893
2023-08-27,16.64864864864865
2023-08-28,11.351351351351353
2023-08-29,11.351351351351353
2023-08-30,11.351351351351353
2023-08-31,9.837837837837839
2023-09-01,13.621621621621623
2023-09-02,18.91891891891892
2023-09-03,20.432432432432435
2023-09-04,21.18918918918919
2023-09-05,12.864864864864865
2023-09-06,11.351351351351353
2023-09-07,11.351351351351353
2023-09-08,11.351351351351353
2023-09-09,15.135135135135137
2023-09-10,15.891891891891893
2023-09-11,11.351351351351353
2023-09-12,9.08108108108108
2023-09-13,9.08108108108108
2023-09-14,9.08108108108108
2023-09-15,9.08108108108108
2023-09-16,13.621621621621623
2023-09-17,15.135135135135137
2023-09-18,9.837837837837839
2023-09-19,8.324324324324325
2023-09-20,9.08108108108108
2023-09-21,8.324324324324325
2023-09-22,9.08108108108108
2023-09-23,13.621621621621623
2023-09-24,14.378378378378379
2023-09-25,9.837837837837839
2023-09-26,9.08108108108108
2023-09-27,8.324324324324325
2023-09-28,9.08108108108108
2023-09-29,8.324324324324325
2023-09-30,12.108108108108109
2023-10-01,13.621621621621623
2023-10-02,9.08108108108108
2023-10-03,8.324324324324325
2023-10-04,8.324324324324325
2023-10-05,8.324324324324325
2023-10-06,9.08108108108108
2023-10-07,13.621621621621623
2023-10-08,13.621621621621623
2023-10-09,10.594594594594595
2023-10-10,9.08108108108108
2023-10-11,7.567567567567568
2023-10-12,8.324324324324325
2023-10-13,9.08108108108108
2023-10-14,12.864864864864865
2023-10-15,14.378378378378379
2023-10-16,9.08108108108108
2023-10-17,9.08108108108108
2023-10-18,14.378378378378379
2023-10-19,12.864864864864865
2023-10-20,9.837837837837839
2023-10-21,12.864864864864865
2023-10-22,15.135135135135137
2023-10-23,11.351351351351353
2023-10-24,9.837837837837839
2023-10-25,9.08108108108108
2023-10-26,8.324324324324325
2023-10-27,9.08108108108108
2023-10-28,12.864864864864865
2023-10-29,14.378378378378379
2023-10-30,10.594594594594595
2023-10-31,9.08108108108108
2023-11-01,9.08108108108108
2023-11-02,8.324324324324325
2023-11-03,9.08108108108108
2023-11-04,13.621621621621623
2023-11-05,15.135135135135137
2023-11-06,11.351351351351353
2023-11-07,10.594594594594595
2023-11-08,9.837837837837839
2023-11-09,11.351351351351353
2023-11-10,12.108108108108109
2023-11-11,16.64864864864865
2023-11-12,18.16216216216216
2023-11-13,14.378378378378379
2023-11-14,28.756756756756758
2023-11-15,27.243243243243246
2023-11-16,25.72972972972973
2023-11-17,22.702702702702705
2023-11-18,33.2972972972973
2023-11-19,36.32432432432432
2023-11-20,27.243243243243246
2023-11-21,27.243243243243246
2023-11-22,29.513513513513516
2023-11-23,32.54054054054054
2023-11-24,40.86486486486487
2023-11-25,40.10810810810811
2023-11-26,40.86486486486487
2023-11-27,29.513513513513516
2023-11-28,24.216216216216218
2023-11-29,22.702702702702705
2023-11-30,20.432432432432435
2023-12-01,19.675675675675677
2023-12-02,28.0
2023-12-03,30.270270270270274
2023-12-04,20.432432432432435
2023-12-05,18.16216216216216
2023-12-06,18.16216216216216
2023-12-07,18.16216216216216
2023-12-08,17.405405405405407
2023-12-09,27.243243243243246
2023-12-10,28.756756756756758
2023-12-11,18.91891891891892
2023-12-12,18.16216216216216
2023-12-13,18.16216216216216
2023-12-14,18.16216216216216
2023-12-15,18.16216216216216
2023-12-16,24.972972972972975
2023-12-17,28.756756756756758
2023-12-18,21.945945945945947
2023-12-19,21.945945945945947
2023-12-20,21.18918918918919
2023-12-21,22.702702702702705
2023-12-22,26.33199464524766
2023-12-23,30.277024011963775
2023-12-24,33.33039063159545
2023-12-25,50.50228541794807
2023-12-26,51.39394816503251
2023-12-27,50.7589276023011
2023-12-28,47.705560982669425
2023-12-29,43.76053161595331
2023-12-30,47.96220316702245
2023-12-31,49.23224429248526
2024-01-01,47.705560982669425
2024-01-02,39.180481686505786
2024-01-03,36.38375725122714
2024-01-04,35.4920945041427
2024-01-05,31.803707321779612
2024-01-06,43.1255110532219
2024-01-07,46.17887767285358
2024-01-08,29.64200344923237
2024-01-09,27.8586779550635
2024-01-10,25.953616266869282
2024-01-11,24.17029077270041
2024-01-12,25.953616266869282
2024-01-13,34.8570739414113
2024-01-14,42.23384830613747
2024-01-15,35.4920945041427
2024-01-16,27.223657392332093
2024-01-17,24.17029077270041
2024-01-18,23.27862802561598
2024-01-19,23.27862802561598
2024-01-20,32.69537006886405
2024-01-21,33.36348396589361
2024-01-22,22.584512223066444
2024-01-23,18.991521642124056
2024-01-24,18.478237273418
2024-01-25,17.964952904711943
2024-01-26,16.938384167299834
2024-01-27,27.204071541420944
2024-01-28,28.230640278833054
2024-01-29,17.964952904711943
2024-01-30,15.91181542988772
2024-01-31,14.885246692475611
2024-02-01,14.885246692475611
2024-02-02,16.938384167299834
2024-02-03,25.150934066596722
2024-02-04,29.770493384951223
2024-02-05,17.45166853600589
2024-02-06,15.91181542988772
2024-02-07,16.425099798593777
2024-02-08,14.371962323769555
2024-02-09,14.371962323769555
2024-02-10,23.0977965917725
2024-02-11,22.584512223066444
2024-02-12,12.318824848945333
2024-02-13,14.885246692475611
2024-02-14,13.345393586357444
2024-02-15,13.345393586357444
2024-02-16,14.371962323769555
2024-02-17,22.071227854360387
2024-02-18,25.150934066596722
2024-02-19,19.50480601083011
2024-02-20,14.885246692475611
2024-02-21,13.858677955063499
2024-02-22,12.83210921765139
2024-02-23,13.345393586357444
2024-02-24,19.50480601083011
2024-02-25,22.584512223066444
2024-02-26,13.345393586357444
2024-02-27,10.778971742827167
2024-02-28,10.26568737412111
2024-02-29,11.292256111533222
2024-03-01,11.292256111533222
2024-03-02,17.45166853600589
2024-03-03,18.991521642124056
2024-03-04,11.805540480239276
2024-03-05,11.292256111533222
2024-03-06,11.292256111533222
2024-03-07,9.752403005415054
2024-03-08,10.26568737412111
2024-03-09,14.885246692475611
2024-03-10,17.45166853600589
2024-03-11,10.26568737412111
2024-03-12,9.752403005415054
2024-03-13,9.752403005415054
2024-03-14,9.239118636709
2024-03-15,11.292256111533222
2024-03-16,15.398531061181666
2024-03-17,17.964952904711943
2024-03-18,12.318824848945333
2024-03-19,10.26568737412111
2024-03-20,10.26568737412111
2024-03-21,9.239118636709
2024-03-22,9.752403005415054
2024-03-23,16.938384167299834
2024-03-24,16.938384167299834
2024-03-25,10.26568737412111
2024-03-26,10.26568737412111
2024-03-27,10.26568737412111
2024-03-28,10.778971742827167
2024-03-29,10.778971742827167
2024-03-30,13.858677955063499
2024-03-31,15.91181542988772
2024-04-01,10.778971742827167
2024-04-02,9.239118636709
2024-04-03,8.725834268002945
2024-04-04,9.752403005415054
2024-04-05,9.239118636709
2024-04-06,13.345393586357444
2024-04-07,16.425099798593777
2024-04-08,8.212549899296889
2024-04-09,8.212549899296889
2024-04-10,8.725834268002945
2024-04-11,8.725834268002945
2024-04-12,9.239118636709
2024-04-13,12.318824848945333
2024-04-14,14.371962323769555
2024-04-15,9.239118636709
2024-04-16,8.725834268002945
2024-04-17,8.212549899296889
2024-04-18,7.699265530590833
2024-04-19,8.212549899296889
2024-04-20,11.805540480239276
2024-04-21,14.885246692475611
2024-04-22,8.212549899296889
2024-04-23,8.212549899296889
2024-04-24,8.212549899296889
2024-04-25,7.1859811618847775
2024-04-26,7.1859811618847775
2024-04-27,10.26568737412111
2024-04-28,13.858677955063499
2024-04-29,7.699265530590833
2024-04-30,7.1859811618847775
2024-05-01,6.1594124244726665
2024-05-02,6.672696793178722
2024-05-03,7.1859811618847775
2024-05-04,9.752403005415054
2024-05-05,12.318824848945333
2024-05-06,7.699265530590833
2024-05-07,7.1859811618847775
2024-05-08,7.699265530590833
2024-05-09,7.699265530590833
2024-05-10,7.1859811618847775
2024-05-11,10.26568737412111
2024-05-12,11.292256111533222
2024-05-13,8.212549899296889
2024-05-14,7.699265530590833
2024-05-15,7.1859811618847775
2024-05-16,6.672696793178722
2024-05-17,7.1859811618847775
2024-05-18,9.239118636709
2024-05-19,11.805540480239276
2024-05-20,8.212549899296889
2024-05-21,7.699265530590833
2024-05-22,6.672696793178722
2024-05-23,7.1859811618847775
2024-05-24,8.212549899296889
2024-05-25,10.778971742827167
2024-05-26,11.805540480239276
2024-05-27,13.858677955063499
2024-05-28,8.725834268002945
2024-05-29,8.212549899296889
2024-05-30,9.752403005415054
2024-05-31,9.239118636709
2024-06-01,12.318824848945333
2024-06-02,14.371962323769555
2024-06-03,9.752403005415054
2024-06-04,9.239118636709
2024-06-05,10.778971742827167
2024-06-06,14.371962323769555
2024-06-07,14.885246692475611
2024-06-08,18.991521642124056
2024-06-09,20.53137474824222
2024-06-10,13.858677955063499
2024-06-11,11.805540480239276
2024-06-12,10.778971742827167
2024-06-13,10.778971742827167
2024-06-14,10.26568737412111
2024-06-15,12.83210921765139
2024-06-16,13.345393586357444
2024-06-17,10.778971742827167
2024-06-18,10.26568737412111
2024-06-19,11.292256111533222
2024-06-20,9.239118636709
2024-06-21,10.26568737412111
2024-06-22,12.318824848945333
2024-06-23,14.885246692475611
2024-06-24,10.26568737412111
2024-06-25,9.752403005415054
2024-06-26,9.752403005415054
2024-06-27,9.752403005415054
2024-06-28,10.26568737412111
2024-06-29,12.318824848945333
2024-06-30,15.91181542988772
2024-07-01,10.778971742827167
2024-07-02,10.26568737412111
2024-07-03,10.778971742827167
2024-07-04,14.371962323769555
2024-07-05,13.858677955063499
2024-07-06,13.858677955063499
2024-07-07,16.938384167299834
2024-07-08,10.778971742827167
2024-07-09,9.752403005415054
2024-07-10,10.26568737412111
2024-07-11,9.752403005415054
2024-07-12,11.292256111533222
2024-07-13,13.858677955063499
2024-07-14,14.885246692475611
2024-07-15,10.778971742827167
2024-07-16,9.239118636709
2024-07-17,9.752403005415054
2024-07-18,9.239118636709
2024-07-19,9.752403005415054
2024-07-20,12.318824848945333
2024-07-21,14.885246692475611
2024-07-22,10.26568737412111
2024-07-23,10.778971742827167
2024-07-24,9.752403005415054
2024-07-25,9.239118636709
2024-07-26,9.752403005415054
2024-07-27,10.778971742827167
2024-07-28,14.371962323769555
2024-07-29,10.26568737412111
2024-07-30,9.752403005415054
2024-07-31,9.239118636709
2024-08-01,9.239118636709
2024-08-02,9.239118636709
2024-08-03,10.26568737412111
2024-08-04,14.885246692475611
2024-08-05,9.752403005415054
2024-08-06,9.239118636709
2024-08-07,8.725834268002945
2024-08-08,9.239118636709
2024-08-09,9.239118636709
2024-08-10,11.292256111533222
2024-08-11,13.858677955063499
2024-08-12,9.239118636709
2024-08-13,8.725834268002945
2024-08-14,8.725834268002945
2024-08-15,8.212549899296889
2024-08-16,8.725834268002945
2024-08-17,11.805540480239276
2024-08-18,13.818330045247768
2024-08-19,8.713858860980011
2024-08-20,8.275927438002878
2024-08-21,7.656706776401638
2024-08-22,7.218775353424504
2024-08-23,8.713858860980011
2024-08-24,10.64687379151265
2024-08-25,14.437550706849008
2024-08-26,9.151790283957144
2024-08-27,8.713858860980011
2024-08-28,8.275927438002878
2024-08-29,8.713858860980011
2024-08-30,11.26609445311389
2024-08-31,15.932634214404514
2024-09-01,21.037105398672274
2024-09-02,22.53218890622778
2024-09-03,13.818330045247768
2024-09-04,13.380398622270636
2024-09-05,13.380398622270636
2024-09-06,13.19910938364653
2024-09-07,17.609006960584125
2024-09-08,20.599173975695138
2024-09-09,13.19910938364653
2024-09-10,11.885315114715128
2024-09-11,11.447383691737995
2024-09-12,11.26609445311389
2024-09-13,11.447383691737995
2024-09-14,16.551854876005756
2024-09-15,16.989786298982885
2024-09-16,12.323246537692263
2024-09-17,10.514775840198133
2024-09-18,10.152197362949922
2024-09-19,9.78961888570171
2024-09-20,9.78961888570171
2024-09-21,14.865717567176672
2024-09-22,17.403766907914154
2024-09-23,11.602511271942769
2024-09-24,10.152197362949922
2024-09-25,9.78961888570171
2024-09-26,9.4270404084535
2024-09-27,10.152197362949922
2024-09-28,14.140560612680249
2024-09-29,15.953452998921307
2024-09-30,10.152197362949922
2024-10-01,8.701883453957077
2024-10-02,8.701883453957077
2024-10-03,8.701883453957077
2024-10-04,8.701883453957077
2024-10-05,12.690246703687404
2024-10-06,13.777982135432037
2024-10-07,9.064461931205289
2024-10-08,9.064461931205289
2024-10-09,8.701883453957077
2024-10-10,8.701883453957077
2024-10-11,9.4270404084535
2024-10-12,12.327668226439192
2024-10-13,14.865717567176672
2024-10-14,11.602511271942769
2024-10-15,8.701883453957077
2024-10-16,9.064461931205289
2024-10-17,7.9767264994606535
2024-10-18,8.701883453957077
2024-10-19,12.327668226439192
2024-10-20,14.140560612680249
2024-10-21,9.4270404084535
2024-10-22,9.064461931205289
2024-10-23,8.701883453957077
2024-10-24,9.064461931205289
2024-10-25,9.4270404084535
2024-10-26,15.590874521673095
2024-10-27,18.128923862410577
2024-10-28,11.96508974919098
2024-10-29,9.78961888570171
2024-10-30,9.064461931205289
2024-10-31,8.701883453957077
2024-11-01,9.4270404084535
2024-11-02,14.865717567176672
2024-11-03,15.590874521673095
2024-11-04,11.239932794694557
2024-11-05,9.4270404084535
2024-11-06,7.25156954496423
2024-11-07,10.514775840198133
2024-11-08,10.877354317446345
2024-11-09,15.228296044424884
2024-11-10,15.228296044424884
2024-11-11,13.052825180935615
2024-11-12,9.4270404084535
2024-11-13,9.4270404084535
2024-11-14,8.339304976708865
2024-11-15,9.064461931205289
2024-11-16,13.052825180935615
2024-11-17,16.316031476169517
2024-11-18,9.78961888570171
2024-11-19,9.064461931205289
2024-11-20,10.152197362949922
2024-11-21,9.4270404084535
2024-11-22,9.78961888570171
2024-11-23,14.865717567176672
2024-11-24,18.128923862410577
2024-11-25,13.052825180935615
2024-11-26,11.96508974919098
