Time,monthly_gt
2021-12-26,79
2022-01-02,77
2022-01-09,70
2022-01-16,73
2022-01-23,72
2022-01-30,79
2022-02-06,77
2022-02-13,77
2022-02-20,87
2022-02-27,77
2022-03-06,81
2022-03-13,77
2022-03-20,79
2022-03-27,77
2022-04-03,75
2022-04-10,77
2022-04-17,73
2022-04-24,76
2022-05-01,73
2022-05-08,74
2022-05-15,72
2022-05-22,72
2022-05-29,75
2022-06-05,76
2022-06-12,76
2022-06-19,81
2022-06-26,83
2022-07-03,86
2022-07-10,77
2022-07-17,92
2022-07-24,88
2022-07-31,82
2022-08-07,87
2022-08-14,82
2022-08-21,79
2022-08-28,75
2022-09-04,73
2022-09-11,73
2022-09-18,67
2022-09-25,72
2022-10-02,67
2022-10-09,65
2022-10-16,65
2022-10-23,64
2022-10-30,64
2022-11-06,68
2022-11-13,66
2022-11-20,71
2022-11-27,68
2022-12-04,73
2022-12-11,100
2022-12-18,94
2022-12-25,99
2023-01-01,95
2023-01-08,91
2023-01-15,90
2023-01-22,87
2023-01-29,93
2023-02-05,92
2023-02-12,93
2023-02-19,91
2023-02-26,90
2023-03-05,82
2023-03-12,83
2023-03-19,84
2023-03-26,82
2023-04-02,81
2023-04-09,78
2023-04-16,80
2023-04-23,72
2023-04-30,73
2023-05-07,72
2023-05-14,86
2023-05-21,90
2023-05-28,89
2023-06-04,88
2023-06-11,86
2023-06-18,86
2023-06-25,95
2023-07-02,98
2023-07-09,90
2023-07-16,82
2023-07-23,84
2023-07-30,83
2023-08-06,80
2023-08-13,72
2023-08-20,68
2023-08-27,76
2023-09-03,76
2023-09-10,68
2023-09-17,68
2023-09-24,66
2023-10-01,65
2023-10-08,67
2023-10-15,67
2023-10-22,64
2023-10-29,63
2023-11-05,68
2023-11-12,71
2023-11-19,82
2023-11-26,70
2023-12-03,70
2023-12-10,71
2023-12-17,71
2023-12-24,85
2023-12-31,85
2024-01-07,77
2024-01-14,79
2024-01-21,74
2024-01-28,73
2024-02-04,74
2024-02-11,69
2024-02-18,78
2024-02-25,70
2024-03-03,67
2024-03-10,73
2024-03-17,72
2024-03-24,71
2024-03-31,68
2024-04-07,68
2024-04-14,73
2024-04-21,75
2024-04-28,88
2024-05-05,84
2024-05-12,83
2024-05-19,82
2024-05-26,80
2024-06-02,79
2024-06-09,71
2024-06-16,83
2024-06-23,78
2024-06-30,86
2024-07-07,78
2024-07-14,75
2024-07-21,75
2024-07-28,72
2024-08-04,73
2024-08-11,72
2024-08-18,70
2024-08-25,70
2024-09-01,70
2024-09-08,66
2024-09-15,64
2024-09-22,81
2024-09-29,73
2024-10-06,76
2024-10-13,63
2024-10-20,64
2024-10-27,62
2024-11-03,59
2024-11-10,66
2024-11-17,69
2024-11-24,81
2024-12-01,72
2024-12-08,71
2024-12-15,70
2024-12-22,79
2024-12-29,81
2025-01-05,74
2025-01-12,72
2025-01-19,74
2025-01-26,70
2025-02-02,70
2025-02-09,71
2025-02-16,79
2025-02-23,74
2025-03-02,69
2025-03-09,68
2025-03-16,70
2025-03-23,74
2025-03-30,84
2025-04-06,72
2025-04-13,68
2025-04-20,69
2025-04-27,65
2025-05-04,68
2025-05-11,67
2025-05-18,70
2025-05-25,73
2025-06-01,73
2025-06-08,73
2025-06-15,74
2025-06-22,72
2025-06-29,78
2025-07-06,80
2025-07-13,77
2025-07-20,77
2025-07-27,77
2025-08-03,76
2025-08-10,73
2025-08-17,66
2025-08-24,64
2025-08-31,65
2025-09-07,60
2025-09-14,62
2025-09-21,63
2025-09-28,63
2025-10-05,63
2025-10-12,64
2025-10-19,60
2025-10-26,61
2025-11-02,62
2025-11-09,64
2025-11-16,65
2025-11-23,68
2025-11-30,68
2025-12-07,66
2025-12-14,68
2025-12-21,77
2025-12-28,81
2026-01-04,77
2026-01-11,75
2026-01-18,83
2026-01-25,81
2026-02-01,84
2026-02-08,79
2026-02-15,81
2026-02-22,78
2026-03-01,73
2026-03-08,80
2026-03-15,78
2026-03-22,75
2026-03-29,87
2026-04-05,81
2026-04-12,76
2026-04-19,73
2026-04-26,72
2026-05-03,73
2026-05-10,82
2026-05-17,87
2026-05-24,95
2026-05-31,86
