Time,costco
2023-04-26,46
2023-04-27,45
2023-04-28,48
2023-04-29,62
2023-04-30,65
2023-05-01,50
2023-05-02,46
2023-05-03,44
2023-05-04,47
2023-05-05,45
2023-05-06,60
2023-05-07,68
2023-05-08,56
2023-05-09,50
2023-05-10,49
2023-05-11,49
2023-05-12,52
2023-05-13,65
2023-05-14,66
2023-05-15,54
2023-05-16,51
2023-05-17,49
2023-05-18,51
2023-05-19,52
2023-05-20,66
2023-05-21,67
2023-05-22,53
2023-05-23,51
2023-05-24,51
2023-05-25,52
2023-05-26,57
2023-05-27,68
2023-05-28,78
2023-05-29,87
2023-05-30,53
2023-05-31,52
2023-06-01,55
2023-06-02,56
2023-06-03,66
2023-06-04,75
2023-06-05,57
2023-06-06,53
2023-06-07,52
2023-06-08,50
2023-06-09,53
2023-06-10,65
2023-06-11,71
2023-06-12,56
2023-06-13,53
2023-06-14,53
2023-06-15,56
2023-06-16,56
2023-06-17,65
2023-06-18,67
2023-06-19,67
2023-06-20,53
2023-06-21,56
2023-06-22,52
2023-06-23,55
2023-06-24,66
2023-06-25,70
2023-06-26,57
2023-06-27,57
2023-06-28,56
2023-06-29,59
2023-06-30,62
2023-07-01,69
2023-07-02,77
2023-07-03,74
2023-07-04,79
2023-07-05,53
2023-07-06,56
2023-07-07,54
2023-07-08,70
2023-07-09,67
2023-07-10,54
2023-07-11,57
2023-07-12,56
2023-07-13,54
2023-07-14,55
2023-07-15,66
2023-07-16,64
2023-07-17,53
2023-07-18,50
2023-07-19,52
2023-07-20,49
2023-07-21,53
2023-07-22,65
2023-07-23,68
2023-07-24,59
2023-07-25,50
2023-07-26,53
2023-07-27,50
2023-07-28,53
2023-07-29,64
2023-07-30,68
2023-07-31,55
2023-08-01,52
2023-08-02,55
2023-08-03,54
2023-08-04,56
2023-08-05,64
2023-08-06,67
2023-08-07,52
2023-08-08,49
2023-08-09,48
2023-08-10,48
2023-08-11,55
2023-08-12,65
2023-08-13,69
2023-08-14,52
2023-08-15,50
2023-08-16,50
2023-08-17,51
2023-08-18,54
2023-08-19,66
2023-08-20,67
2023-08-21,51
2023-08-22,50
2023-08-23,49
2023-08-24,49
2023-08-25,49
2023-08-26,64
2023-08-27,69
2023-08-28,53
2023-08-29,49
2023-08-30,49
2023-08-31,49
2023-09-01,53
2023-09-02,65
2023-09-03,76
2023-09-04,87
2023-09-05,49
2023-09-06,49
2023-09-07,48
2023-09-08,50
2023-09-09,60
2023-09-10,61
2023-09-11,47
2023-09-12,47
2023-09-13,46
2023-09-14,46
2023-09-15,49
2023-09-16,70
2023-09-17,64
2023-09-18,47
2023-09-19,47
2023-09-20,49
2023-09-21,47
2023-09-22,51
2023-09-23,62
2023-09-24,65
2023-09-25,53
2023-09-26,48
2023-09-27,52
2023-09-28,59
2023-09-29,54
2023-09-30,64
2023-10-01,66
2023-10-02,51
2023-10-03,51
2023-10-04,50
2023-10-05,48
2023-10-06,54
2023-10-07,65
2023-10-08,65
2023-10-09,57
2023-10-10,52
2023-10-11,50
2023-10-12,48
2023-10-13,48
2023-10-14,61
2023-10-15,67
2023-10-16,51
2023-10-17,48
2023-10-18,47
2023-10-19,51
2023-10-20,53
2023-10-21,65
2023-10-22,68
2023-10-23,52
2023-10-24,50
2023-10-25,50
2023-10-26,51
2023-10-27,51
2023-10-28,62
2023-10-29,62
2023-10-30,51
2023-10-31,48
2023-11-01,48
2023-11-02,50
2023-11-03,54
2023-11-04,68
2023-11-05,69
2023-11-06,55
2023-11-07,54
2023-11-08,51
2023-11-09,53
2023-11-10,62
2023-11-11,78
2023-11-12,72
2023-11-13,59
2023-11-14,56
2023-11-15,58
2023-11-16,58
2023-11-17,64
2023-11-18,76
2023-11-19,87
2023-11-20,73
2023-11-21,72
2023-11-22,87
2023-11-23,84
2023-11-24,100
2023-11-25,85
2023-11-26,77
2023-11-27,67
2023-11-28,62
2023-11-29,57
2023-11-30,53
2023-12-01,54
2023-12-02,69
2023-12-03,72
2023-12-04,57
2023-12-05,53
2023-12-06,53
2023-12-07,51
2023-12-08,56
2023-12-09,72
2023-12-10,76
2023-12-11,61
2023-12-12,58
2023-12-13,58
2023-12-14,57
2023-12-15,63
2023-12-16,81
2023-12-17,80
2023-12-18,66
2023-12-19,60
2023-12-20,64
2023-12-21,68
2023-12-22,74
2023-12-23,90
2023-12-24,90
2023-12-25,49
2023-12-26,65
2023-12-27,63
2023-12-28,62
2023-12-29,66
2023-12-30,74
2023-12-31,90
2024-01-01,70
2024-01-02,57
2024-01-03,57
2024-01-04,55
2024-01-05,57
2024-01-06,72
2024-01-07,68
2024-01-08,51
2024-01-09,48
2024-01-10,50
2024-01-11,50
2024-01-12,53
2024-01-13,65
2024-01-14,73
2024-01-15,73
2024-01-16,51
2024-01-17,52
2024-01-18,52
2024-01-19,57
2024-01-20,74
