Time,subway
2022-07-10,25.0
2022-07-11,25.0
2022-07-12,49.0
2022-07-13,28.0
2022-07-14,25.0
2022-07-15,25.0
2022-07-16,24.0
2022-07-17,25.0
2022-07-18,23.0
2022-07-19,24.0
2022-07-20,24.0
2022-07-21,24.0
2022-07-22,23.0
2022-07-23,24.0
2022-07-24,24.0
2022-07-25,22.0
2022-07-26,25.0
2022-07-27,25.0
2022-07-28,26.0
2022-07-29,24.0
2022-07-30,24.0
2022-07-31,23.0
2022-08-01,22.0
2022-08-02,21.0
2022-08-03,21.0
2022-08-04,21.0
2022-08-05,22.0
2022-08-06,22.0
2022-08-07,22.0
2022-08-08,20.0
2022-08-09,21.0
2022-08-10,20.0
2022-08-11,22.0
2022-08-12,22.0
2022-08-13,22.0
2022-08-14,22.0
2022-08-15,22.0
2022-08-16,21.0
2022-08-17,20.0
2022-08-18,22.0
2022-08-19,22.0
2022-08-20,21.0
2022-08-21,21.0
2022-08-22,20.0
2022-08-23,21.0
2022-08-24,21.0
2022-08-25,20.0
2022-08-26,22.0
2022-08-27,23.0
2022-08-28,21.0
2022-08-29,19.873598855234917
2022-08-30,22.882065347006915
2022-08-31,22.2449320295731
2022-09-01,23.930598616742188
2022-09-02,24.97913188647746
2022-09-03,24.06773193417601
2022-09-04,21.970665394705463
2022-09-05,23.019198664440736
2022-09-06,19.236465537801095
2022-09-07,20.147865490102554
2022-09-08,20.147865490102554
2022-09-09,22.107798712139278
2022-09-10,21.059265442404005
2022-09-11,19.873598855234917
2022-09-12,19.236465537801095
2022-09-13,20.28499880753637
2022-09-14,20.92213212497019
2022-09-15,21.970665394705463
2022-09-16,20.78499880753637
2022-09-17,22.7449320295731
2022-09-18,19.236465537801095
2022-09-19,19.736465537801095
2022-09-20,20.92213212497019
2022-09-21,20.92213212497019
2022-09-22,20.147865490102554
2022-09-23,21.83353207727164
2022-09-24,21.059265442404005
2022-09-25,18.96219890293346
2022-09-26,18.325065585499644
2022-09-27,20.28499880753637
2022-09-28,20.56999761507274
2022-09-29,21.39279751967565
2022-09-30,22.764130694013833
2022-10-01,21.39279751967565
2022-10-02,18.650131170999284
2022-10-03,18.92439780586692
2022-10-04,20.56999761507274
2022-10-05,21.118530884808013
2022-10-06,21.39279751967565
2022-10-07,23.312663963749106
2022-10-08,21.667064154543286
2022-10-09,20.295730980205104
2022-10-10,18.92439780586692
2022-10-11,19.198664440734557
2022-10-12,19.472931075602194
2022-10-13,20.844264249940377
2022-10-14,20.021464345337467
2022-10-15,19.74719771046983
2022-10-16,19.74719771046983
2022-10-17,18.92439780586692
2022-10-18,19.472931075602194
2022-10-19,18.92439780586692
2022-10-20,20.021464345337467
2022-10-21,20.844264249940377
2022-10-22,22.489864059146196
2022-10-23,19.198664440734557
2022-10-24,18.10159790126401
2022-10-25,18.92439780586692
2022-10-26,18.375864536131647
2022-10-27,19.198664440734557
2022-10-28,20.295730980205104
2022-10-29,18.92439780586692
2022-10-30,18.10159790126401
2022-10-31,17.2787979966611
2022-11-01,18.92439780586692
2022-11-02,18.92439780586692
2022-11-03,21.941330789410923
2022-11-04,21.667064154543286
2022-11-05,20.56999761507274
2022-11-06,18.10159790126401
2022-11-07,18.10159790126401
2022-11-08,17.004531361793465
2022-11-09,17.827331266396374
2022-11-10,18.92439780586692
2022-11-11,19.472931075602194
2022-11-12,17.2787979966611
2022-11-13,16.181731457190555
2022-11-14,17.004531361793465
2022-11-15,17.2787979966611
2022-11-16,18.10159790126401
2022-11-17,17.827331266396374
2022-11-18,18.10159790126401
2022-11-19,18.650131170999284
2022-11-20,17.004531361793465
2022-11-21,16.181731457190555
2022-11-22,17.2787979966611
2022-11-23,17.827331266396374
2022-11-24,13.439065108514189
2022-11-25,11.519198664440735
2022-11-26,13.987598378249462
2022-11-27,15.907464822322918
2022-11-28,15.907464822322918
2022-11-29,16.730264726925828
2022-11-30,17.2787979966611
2022-12-01,19.198664440734557
2022-12-02,18.92439780586692
2022-12-03,18.650131170999284
2022-12-04,17.553064631528738
2022-12-05,17.2787979966611
2022-12-06,18.92439780586692
2022-12-07,18.92439780586692
2022-12-08,18.650131170999284
2022-12-09,18.10159790126401
2022-12-10,18.10159790126401
2022-12-11,16.45599809205819
2022-12-12,17.2787979966611
2022-12-13,17.553064631528738
2022-12-14,17.2787979966611
2022-12-15,18.10159790126401
2022-12-16,18.375864536131647
2022-12-17,17.827331266396374
2022-12-18,16.45599809205819
2022-12-19,18.10159790126401
2022-12-20,18.650131170999284
2022-12-21,18.375864536131647
2022-12-22,17.2787979966611
2022-12-23,15.358931552587645
2022-12-24,15.907464822322918
2022-12-25,14.536131647984735
2022-12-26,15.633198187455282
2022-12-27,18.375864536131647
2022-12-28,19.472931075602194
2022-12-29,20.295730980205104
2022-12-30,18.92439780586692
2022-12-31,19.74719771046983
2023-01-01,19.74719771046983
2023-01-02,19.198664440734557
2023-01-03,17.2787979966611
2023-01-04,18.375864536131647
2023-01-05,18.650131170999284
2023-01-06,18.10159790126401
2023-01-07,19.198664440734557
2023-01-08,19.472931075602194
2023-01-09,17.004531361793465
2023-01-10,18.650131170999284
2023-01-11,19.198664440734557
2023-01-12,19.74719771046983
2023-01-13,19.472931075602194
2023-01-14,18.650131170999284
2023-01-15,17.553064631528738
2023-01-16,17.827331266396374
2023-01-17,17.827331266396374
2023-01-18,17.2787979966611
2023-01-19,18.650131170999284
2023-01-20,17.827331266396374
2023-01-21,17.827331266396374
2023-01-22,17.2787979966611
2023-01-23,17.827331266396374
2023-01-24,18.10159790126401
2023-01-25,17.827331266396374
2023-01-26,19.198664440734557
2023-01-27,18.650131170999284
2023-01-28,18.650131170999284
2023-01-29,16.181731457190555
2023-01-30,17.004531361793465
2023-01-31,17.827331266396374
2023-02-01,19.198664440734557
2023-02-02,19.472931075602194
2023-02-03,19.74719771046983
2023-02-04,19.74719771046983
2023-02-05,19.472931075602194
2023-02-06,19.74719771046983
2023-02-07,19.74719771046983
2023-02-08,19.74719771046983
2023-02-09,19.472931075602194
2023-02-10,20.56999761507274
2023-02-11,20.56999761507274
2023-02-12,19.198664440734557
2023-02-13,15.907464822322918
2023-02-14,22.489864059146196
2023-02-15,24.409730503219652
2023-02-16,19.472931075602194
2023-02-17,21.941330789410923
2023-02-18,21.941330789410923
2023-02-19,20.295730980205104
2023-02-20,19.198664440734557
2023-02-21,19.198664440734557
2023-02-22,18.92439780586692
2023-02-23,18.92439780586692
2023-02-24,19.472931075602194
2023-02-25,20.021464345337467
2023-02-26,21.39279751967565
2023-02-27,20.021464345337467
2023-02-28,18.375864536131647
2023-03-01,20.295730980205104
2023-03-02,20.844264249940377
2023-03-03,21.118530884808013
2023-03-04,21.39279751967565
2023-03-05,22.21559742427856
2023-03-06,21.39279751967565
2023-03-07,25.781063677557835
2023-03-08,22.489864059146196
2023-03-09,21.941330789410923
2023-03-10,21.118530884808013
2023-03-11,22.764130694013833
2023-03-12,21.39279751967565
2023-03-13,19.198664440734557
2023-03-14,19.74719771046983
2023-03-15,20.021464345337467
2023-03-16,20.56999761507274
2023-03-17,20.295730980205104
2023-03-18,20.56999761507274
2023-03-19,20.56999761507274
2023-03-20,19.198664440734557
2023-03-21,20.021464345337467
2023-03-22,19.198664440734557
2023-03-23,20.56999761507274
2023-03-24,21.118530884808013
2023-03-25,19.74719771046983
2023-03-26,20.56999761507274
2023-03-27,19.198664440734557
2023-03-28,19.198664440734557
2023-03-29,20.021464345337467
2023-03-30,20.56999761507274
2023-03-31,20.021464345337467
2023-04-01,20.844264249940377
2023-04-02,19.198664440734557
2023-04-03,19.198664440734557
2023-04-04,19.472931075602194
2023-04-05,20.295730980205104
2023-04-06,20.021464345337467
2023-04-07,20.021464345337467
2023-04-08,19.74719771046983
2023-04-09,20.56999761507274
2023-04-10,19.198664440734557
2023-04-11,19.74719771046983
2023-04-12,20.295730980205104
2023-04-13,20.295730980205104
2023-04-14,20.844264249940377
2023-04-15,20.021464345337467
2023-04-16,20.56999761507274
2023-04-17,18.10159790126401
2023-04-18,18.10159790126401
2023-04-19,19.74719771046983
2023-04-20,19.198664440734557
2023-04-21,21.667064154543286
2023-04-22,19.74719771046983
2023-04-23,19.74719771046983
2023-04-24,18.650131170999284
2023-04-25,18.375864536131647
2023-04-26,18.980599985143076
2023-04-27,20.02146434533747
2023-04-28,19.41897698349709
2023-04-29,20.623951707177852
2023-04-30,20.02146434533747
2023-05-01,19.281843666063267
2023-05-02,19.117733302576895
2023-05-03,22.568547110132812
2023-05-04,27.498602276237133
2023-05-05,26.29362755255637
2023-05-06,23.910655151247397
2023-05-07,23.308167789407015
2023-05-08,23.006924108486825
2023-05-09,20.761085024611667
2023-05-10,20.761085024611667
2023-05-11,22.267303429212625
2023-05-12,24.650275830521597
2023-05-13,22.568547110132812
2023-05-14,20.45984134369148
2023-05-15,20.322708026257658
2023-05-16,20.761085024611667
2023-05-17,20.92519538809804
2023-05-18,22.103193065726252
2023-05-19,22.267303429212625
2023-05-20,21.06232870553186
2023-05-21,21.06232870553186
2023-05-22,20.322708026257658
2023-05-23,20.761085024611667
2023-05-24,20.92519538809804
2023-05-25,22.267303429212625
2023-05-26,22.319009434146686
2023-05-27,22.319009434146686
2023-05-28,21.99078870717394
2023-05-29,21.662567980201196
2023-05-30,19.693243618364725
2023-05-31,21.006126526255706
2023-06-01,21.99078870717394
2023-06-02,22.64723016111943
2023-06-03,22.64723016111943
2023-06-04,22.319009434146686
2023-06-05,20.67790579928296
2023-06-06,21.006126526255706
2023-06-07,22.319009434146686
2023-06-08,21.99078870717394
2023-06-09,20.67790579928296
2023-06-10,21.33434725322845
2023-06-11,21.33434725322845
2023-06-12,19.693243618364725
2023-06-13,21.33434725322845
2023-06-14,21.662567980201196
2023-06-15,22.97545088809218
2023-06-16,21.33434725322845
2023-06-17,21.662567980201196
2023-06-18,20.67790579928296
2023-06-19,20.349685072310216
2023-06-20,19.693243618364725
2023-06-21,21.662567980201196
2023-06-22,21.662567980201196
2023-06-23,21.662567980201196
2023-06-24,21.99078870717394
2023-06-25,22.319009434146686
2023-06-26,21.33434725322845
2023-06-27,20.67790579928296
2023-06-28,19.693243618364725
2023-06-29,21.99078870717394
2023-06-30,20.67790579928296
2023-07-01,22.64723016111943
2023-07-02,23.960113069010415
2023-07-03,23.960113069010415
2023-07-04,24.94477524992865
2023-07-05,21.33434725322845
2023-07-06,22.97545088809218
2023-07-07,22.64723016111943
2023-07-08,22.97545088809218
2023-07-09,21.006126526255706
2023-07-10,21.006126526255706
2023-07-11,32.82207269727454
2023-07-12,22.97545088809218
2023-07-13,25.60121670387414
2023-07-14,25.60121670387414
2023-07-15,20.349685072310216
2023-07-16,20.349685072310216
2023-07-17,19.693243618364725
2023-07-18,20.02146434533747
2023-07-19,19.693243618364725
2023-07-20,20.02146434533747
2023-07-21,19.693243618364725
2023-07-22,20.02146434533747
2023-07-23,21.006126526255706
2023-07-24,19.693243618364725
2023-07-25,20.02146434533747
2023-07-26,20.67790579928296
2023-07-27,20.67790579928296
2023-07-28,22.64723016111943
2023-07-29,31.50918978938356
2023-07-30,32.4938519703018
2023-07-31,20.349685072310216
2023-08-01,19.693243618364725
2023-08-02,18.708581437446487
2023-08-03,20.349685072310216
2023-08-04,20.67790579928296
2023-08-05,20.67790579928296
2023-08-06,20.67790579928296
2023-08-07,18.708581437446487
2023-08-08,18.38036071047374
2023-08-09,18.708581437446487
2023-08-10,19.036802164419232
2023-08-11,18.708581437446487
2023-08-12,20.02146434533747
2023-08-13,19.36502289139198
2023-08-14,18.052139983500997
2023-08-15,18.38036071047374
2023-08-16,17.72391925652825
2023-08-17,19.693243618364725
2023-08-18,19.693243618364725
2023-08-19,17.72391925652825
2023-08-20,18.052139983500997
2023-08-21,18.708581437446487
2023-08-22,18.708581437446487
2023-08-23,18.052139983500997
2023-08-24,21.662567980201196
2023-08-25,22.64723016111943
2023-08-26,21.33434725322845
2023-08-27,21.006126526255706
2023-08-28,19.36502289139198
2023-08-29,20.67790579928296
2023-08-30,20.349685072310216
2023-08-31,21.33434725322845
2023-09-01,21.662567980201196
2023-09-02,20.67790579928296
2023-09-03,20.67790579928296
2023-09-04,21.99078870717394
2023-09-05,19.036802164419232
2023-09-06,19.36502289139198
2023-09-07,21.006126526255706
2023-09-08,20.02146434533747
2023-09-09,19.036802164419232
2023-09-10,19.036802164419232
2023-09-11,19.36502289139198
2023-09-12,18.38036071047374
2023-09-13,19.036802164419232
2023-09-14,19.036802164419232
2023-09-15,19.693243618364725
2023-09-16,18.708581437446487
2023-09-17,18.38036071047374
2023-09-18,17.395698529555506
2023-09-19,17.72391925652825
2023-09-20,18.708581437446487
2023-09-21,19.36502289139198
2023-09-22,19.36502289139198
2023-09-23,17.72391925652825
2023-09-24,19.036802164419232
2023-09-25,17.72391925652825
2023-09-26,18.38036071047374
2023-09-27,18.708581437446487
2023-09-28,19.036802164419232
2023-09-29,28.883423973601595
2023-09-30,21.662567980201196
2023-10-01,18.708581437446487
2023-10-02,18.38036071047374
2023-10-03,18.38036071047374
2023-10-04,19.036802164419232
2023-10-05,19.036802164419232
2023-10-06,19.036802164419232
2023-10-07,17.72391925652825
2023-10-08,16.739257075610016
2023-10-09,16.41103634863727
2023-10-10,16.739257075610016
2023-10-11,16.41103634863727
2023-10-12,18.708581437446487
2023-10-13,18.38036071047374
2023-10-14,15.09815344074629
2023-10-15,17.06747780258276
2023-10-16,16.082815621664526
2023-10-17,17.72391925652825
2023-10-18,18.052139983500997
2023-10-19,19.36502289139198
2023-10-20,18.38036071047374
2023-10-21,17.72391925652825
2023-10-22,18.052139983500997
2023-10-23,16.739257075610016
2023-10-24,17.395698529555506
2023-10-25,18.708581437446487
2023-10-26,18.052139983500997
2023-10-27,19.036802164419232
2023-10-28,17.395698529555506
2023-10-29,17.06747780258276
2023-10-30,16.41103634863727
2023-10-31,17.72391925652825
2023-11-01,18.38036071047374
2023-11-02,18.38036071047374
2023-11-03,19.36502289139198
2023-11-04,19.693243618364725
2023-11-05,18.052139983500997
2023-11-06,17.395698529555506
2023-11-07,17.72391925652825
2023-11-08,17.72391925652825
2023-11-09,18.052139983500997
2023-11-10,18.052139983500997
2023-11-11,19.036802164419232
2023-11-12,16.41103634863727
2023-11-13,15.75459489469178
2023-11-14,17.395698529555506
2023-11-15,16.739257075610016
2023-11-16,17.72391925652825
2023-11-17,19.036802164419232
2023-11-18,18.052139983500997
2023-11-19,15.75459489469178
2023-11-20,15.426374167719034
2023-11-21,16.41103634863727
2023-11-22,16.41103634863727
2023-11-23,12.80060835193707
2023-11-24,11.48772544404609
2023-11-25,13.457049805882562
2023-11-26,14.113491259828052
2023-11-27,15.09815344074629
2023-11-28,16.41103634863727
2023-11-29,18.708581437446487
2023-11-30,21.33434725322845
2023-12-01,21.662567980201196
2023-12-02,20.67790579928296
2023-12-03,17.72391925652825
2023-12-04,20.67790579928296
2023-12-05,22.64723016111943
2023-12-06,20.02146434533747
2023-12-07,19.036802164419232
2023-12-08,19.036802164419232
2023-12-09,18.052139983500997
2023-12-10,16.082815621664526
2023-12-11,15.75459489469178
2023-12-12,17.395698529555506
2023-12-13,18.052139983500997
2023-12-14,18.052139983500997
2023-12-15,18.052139983500997
2023-12-16,17.72391925652825
2023-12-17,16.082815621664526
2023-12-18,18.38036071047374
2023-12-19,17.72391925652825
2023-12-20,18.052139983500997
2023-12-21,17.395698529555506
2023-12-22,16.326334225547534
2023-12-23,16.966894031413695
2023-12-24,18.08390327965965
2023-12-25,17.287173934346775
2023-12-26,17.123063570860403
2023-12-27,18.248013643146024
2023-12-28,19.044742988458896
2023-12-29,20.64614250312431
2023-12-30,19.044742988458896
2023-12-31,21.286702308990474
2024-01-01,20.96642240605739
2024-01-02,19.044742988458896
2024-01-03,19.36502289139198
2024-01-04,22.888101823655887
2024-01-05,23.52866162952205
2024-01-06,19.68530279432506
2024-01-07,17.443343473793487
2024-01-08,16.802783667927322
2024-01-09,17.287173934346775
2024-01-10,19.36502289139198
2024-01-11,19.044742988458896
2024-01-12,18.724463085525812
2024-01-13,17.927733740212943
2024-01-14,15.841943959128075
2024-01-15,16.48250376499424
2024-01-16,16.966894031413695
2024-01-17,18.724463085525812
2024-01-18,19.36502289139198
2024-01-19,19.36502289139198
2024-01-20,19.849413157811433
2024-01-21,18.74034473360514
2024-01-22,18.74034473360514
2024-01-23,19.6773619702854
2024-01-24,20.61437920696566
2024-01-25,22.488413680326172
2024-01-26,22.176074601432752
2024-01-27,21.863735522539333
2024-01-28,20.61437920696566
2024-01-29,19.6773619702854
2024-01-30,20.61437920696566
2024-01-31,20.30204012807224
2024-02-01,21.551396443645913
2024-02-02,21.863735522539333
2024-02-03,20.926718285859078
2024-02-04,20.30204012807224
2024-02-05,18.115666575818306
2024-02-06,17.803327496924886
2024-02-07,19.05268381249856
2024-02-08,19.36502289139198
2024-02-09,20.30204012807224
2024-02-10,19.36502289139198
2024-02-11,17.803327496924886
2024-02-12,15.616953944670954
2024-02-13,20.30204012807224
2024-02-14,16.866310260244628
2024-02-15,17.803327496924886
2024-02-16,19.6773619702854
2024-02-17,17.490988418031467
2024-02-18,17.803327496924886
2024-02-19,18.115666575818306
2024-02-20,17.803327496924886
2024-02-21,18.74034473360514
2024-02-22,18.74034473360514
2024-02-23,19.6773619702854
2024-02-24,18.428005654711725
2024-02-25,17.803327496924886
2024-02-26,18.115666575818306
2024-02-27,18.115666575818306
2024-02-28,17.490988418031467
2024-02-29,19.98970104917882
2024-03-01,20.926718285859078
2024-03-02,20.926718285859078
2024-03-03,19.6773619702854
2024-03-04,19.36502289139198
2024-03-05,19.05268381249856
2024-03-06,21.239057364752497
2024-03-07,25.611804469260363
2024-03-08,23.11309183811301
2024-03-09,21.863735522539333
2024-03-10,21.551396443645913
2024-03-11,19.36502289139198
2024-03-12,19.36502289139198
2024-03-13,19.05268381249856
2024-03-14,19.6773619702854
2024-03-15,31.233907889341907
2024-03-16,23.42543091700643
2024-03-17,20.61437920696566
2024-03-18,17.490988418031467
2024-03-19,21.551396443645913
2024-03-20,19.6773619702854
2024-03-21,19.36502289139198
2024-03-22,18.74034473360514
2024-03-23,17.490988418031467
2024-03-24,18.428005654711725
2024-03-25,17.178649339138047
2024-03-26,19.6773619702854
2024-03-27,19.98970104917882
2024-03-28,20.61437920696566
2024-03-29,20.30204012807224
2024-03-30,19.36502289139198
2024-03-31,19.98970104917882
2024-04-01,17.803327496924886
2024-04-02,17.803327496924886
2024-04-03,19.6773619702854
2024-04-04,19.36502289139198
2024-04-05,20.30204012807224
2024-04-06,18.74034473360514
2024-04-07,19.36502289139198
2024-04-08,17.178649339138047
2024-04-09,18.428005654711725
2024-04-10,18.115666575818306
2024-04-11,18.74034473360514
2024-04-12,19.98970104917882
2024-04-13,18.74034473360514
2024-04-14,17.490988418031467
2024-04-15,17.803327496924886
2024-04-16,18.115666575818306
2024-04-17,19.05268381249856
2024-04-18,19.36502289139198
2024-04-19,19.05268381249856
2024-04-20,18.74034473360514
2024-04-21,18.115666575818306
2024-04-22,18.115666575818306
2024-04-23,18.115666575818306
2024-04-24,18.428005654711725
2024-04-25,19.05268381249856
2024-04-26,18.428005654711725
2024-04-27,16.241632102457793
2024-04-28,17.490988418031467
2024-04-29,18.115666575818306
2024-04-30,18.74034473360514
2024-05-01,19.6773619702854
2024-05-02,20.61437920696566
2024-05-03,21.239057364752497
2024-05-04,19.05268381249856
2024-05-05,18.74034473360514
2024-05-06,19.05268381249856
2024-05-07,19.36502289139198
2024-05-08,19.6773619702854
2024-05-09,20.30204012807224
2024-05-10,20.61437920696566
2024-05-11,19.6773619702854
2024-05-12,17.490988418031467
2024-05-13,19.05268381249856
2024-05-14,19.36502289139198
2024-05-15,19.36502289139198
2024-05-16,19.6773619702854
2024-05-17,20.61437920696566
2024-05-18,18.74034473360514
2024-05-19,18.115666575818306
2024-05-20,17.803327496924886
2024-05-21,19.98970104917882
2024-05-22,19.05268381249856
2024-05-23,19.36502289139198
2024-05-24,20.61437920696566
2024-05-25,19.36502289139198
2024-05-26,17.178649339138047
2024-05-27,19.05268381249856
2024-05-28,17.803327496924886
2024-05-29,19.05268381249856
2024-05-30,19.05268381249856
2024-05-31,19.98970104917882
2024-06-01,18.74034473360514
2024-06-02,18.428005654711725
2024-06-03,18.428005654711725
2024-06-04,18.428005654711725
2024-06-05,19.36502289139198
2024-06-06,19.6773619702854
2024-06-07,19.6773619702854
2024-06-08,20.61437920696566
2024-06-09,19.6773619702854
2024-06-10,18.74034473360514
2024-06-11,17.803327496924886
2024-06-12,20.61437920696566
2024-06-13,20.61437920696566
2024-06-14,20.30204012807224
2024-06-15,19.05268381249856
2024-06-16,17.490988418031467
2024-06-17,19.05268381249856
2024-06-18,18.74034473360514
2024-06-19,18.74034473360514
2024-06-20,19.98970104917882
2024-06-21,20.30204012807224
2024-06-22,19.36502289139198
2024-06-23,19.6773619702854
2024-06-24,19.36502289139198
2024-06-25,19.98970104917882
2024-06-26,19.6773619702854
2024-06-27,20.61437920696566
2024-06-28,20.30204012807224
2024-06-29,19.98970104917882
2024-06-30,19.98970104917882
2024-07-01,19.98970104917882
2024-07-02,19.6773619702854
2024-07-03,19.98970104917882
2024-07-04,23.11309183811301
2024-07-05,18.115666575818306
2024-07-06,18.115666575818306
2024-07-07,19.98970104917882
2024-07-08,16.866310260244628
2024-07-09,18.428005654711725
2024-07-10,18.74034473360514
2024-07-11,19.36502289139198
2024-07-12,18.74034473360514
2024-07-13,18.115666575818306
2024-07-14,17.490988418031467
2024-07-15,16.866310260244628
2024-07-16,17.803327496924886
2024-07-17,18.428005654711725
2024-07-18,18.115666575818306
2024-07-19,18.74034473360514
2024-07-20,16.866310260244628
2024-07-21,17.178649339138047
2024-07-22,16.241632102457793
2024-07-23,18.428005654711725
2024-07-24,17.803327496924886
2024-07-25,18.115666575818306
2024-07-26,18.115666575818306
2024-07-27,16.241632102457793
2024-07-28,16.55397118135121
2024-07-29,16.241632102457793
2024-07-30,15.616953944670954
2024-07-31,17.490988418031467
2024-08-01,17.803327496924886
2024-08-02,18.115666575818306
2024-08-03,17.490988418031467
2024-08-04,18.115666575818306
2024-08-05,16.241632102457793
2024-08-06,15.929293023564371
2024-08-07,17.178649339138047
2024-08-08,16.866310260244628
2024-08-09,17.490988418031467
2024-08-10,15.304614865777534
2024-08-11,16.866310260244628
2024-08-12,16.55397118135121
2024-08-13,16.55397118135121
2024-08-14,17.178649339138047
2024-08-15,19.6773619702854
2024-08-16,18.428005654711725
2024-08-17,18.115666575818306
2024-08-18,17.490988418031467
2024-08-19,18.068342472955663
2024-08-20,19.066881043357352
2024-08-21,18.068342472955663
2024-08-22,18.645696527879863
2024-08-23,20.79894320812995
2024-08-24,19.800404637728263
2024-08-25,19.800404637728263
2024-08-26,19.066881043357352
2024-08-27,20.06541961375904
2024-08-28,19.223050582804063
2024-08-29,21.063958184160732
2024-08-30,21.22012772360744
2024-08-31,20.06541961375904
2024-09-01,19.066881043357352
2024-09-02,20.486604129236532
2024-09-03,17.490988418031467
2024-09-04,17.912172933508955
2024-09-05,18.645696527879863
2024-09-06,18.068342472955663
2024-09-07,17.490988418031467
2024-09-08,18.645696527879863
2024-09-09,18.068342472955663
2024-09-10,17.490988418031467
2024-09-11,17.490988418031467
2024-09-12,18.645696527879863
2024-09-13,19.066881043357352
2024-09-14,18.068342472955663
2024-09-15,15.33774173778138
2024-09-16,19.48806555883484
2024-09-17,19.081078274216143
2024-09-18,18.021018370093024
2024-09-19,17.490988418031467
2024-09-20,19.081078274216143
2024-09-21,17.490988418031467
2024-09-22,15.900898561846788
