Time,wikipedia
2024-11-29,62.52134996426111
2024-11-30,66.14577604914581
2024-12-01,77.9251608250211
2024-12-02,69.77020213403051
2024-12-03,73.39462821891522
2024-12-04,81.5495869099058
2024-12-05,77.9251608250211
2024-12-06,72.48852169769404
2024-12-07,75.20684126135757
2024-12-08,88.7984390796752
2024-12-09,73.39462821891522
2024-12-10,69.77020213403051
2024-12-11,88.7984390796752
2024-12-12,77.01905430379992
2024-12-13,67.95798909158816
2024-12-14,65.23966952792463
2024-12-15,66.14577604914581
2024-12-16,70.67630865525169
2024-12-17,70.67630865525169
2024-12-18,67.95798909158816
2024-12-19,67.95798909158816
2024-12-20,58.89692387937641
2024-12-21,67.95798909158816
2024-12-22,67.95798909158816
2024-12-23,64.33356300670346
2024-12-24,67.95798909158816
2024-12-25,71.58241517647286
2024-12-26,67.05188257036698
2024-12-27,74.30073474013639
2024-12-28,72.48852169769404
2024-12-29,72.48852169769404
2024-12-30,69.77020213403051
2024-12-31,65.23966952792463
2025-01-01,67.05188257036698
2025-01-02,66.14577604914581
2025-01-03,75.20684126135757
2025-01-04,69.77020213403051
2025-01-05,68.86409561280934
2025-01-06,67.05188257036698
2025-01-07,68.86409561280934
2025-01-08,66.14577604914581
2025-01-09,73.39462821891522
2025-01-10,67.05188257036698
2025-01-11,71.58241517647286
2025-01-12,71.58241517647286
2025-01-13,71.58241517647286
2025-01-14,74.30073474013639
2025-01-15,72.48852169769404
2025-01-16,75.20684126135757
2025-01-17,69.77020213403051
2025-01-18,65.23966952792463
2025-01-19,68.86409561280934
2025-01-20,73.39462821891522
2025-01-21,76.11294778257874
2025-01-22,76.11294778257874
2025-01-23,75.20684126135757
2025-01-24,70.67630865525169
2025-01-25,70.67630865525169
2025-01-26,67.95798909158816
2025-01-27,67.05188257036698
2025-01-28,72.48852169769404
2025-01-29,71.58241517647286
2025-01-30,72.48852169769404
2025-01-31,73.39462821891522
2025-02-01,68.86409561280934
2025-02-02,73.39462821891522
2025-02-03,76.11294778257874
2025-02-04,66.14577604914581
2025-02-05,76.11294778257874
2025-02-06,72.48852169769404
2025-02-07,75.20684126135757
2025-02-08,66.14577604914581
2025-02-09,67.95798909158816
2025-02-10,68.86409561280934
2025-02-11,69.77020213403051
2025-02-12,69.77020213403051
2025-02-13,68.86409561280934
2025-02-14,64.33356300670346
2025-02-15,68.86409561280934
2025-02-16,72.48852169769404
2025-02-17,65.23966952792463
2025-02-18,71.58241517647286
2025-02-19,69.77020213403051
2025-02-20,73.39462821891522
2025-02-21,68.86409561280934
2025-02-22,69.77020213403051
2025-02-23,76.11294778257874
2025-02-24,73.39462821891522
2025-02-25,72.48852169769404
2025-02-26,67.05188257036698
2025-02-27,75.20684126135757
2025-02-28,69.77020213403051
2025-03-01,61.61524344303994
2025-03-02,73.39462821891522
2025-03-03,69.77020213403051
2025-03-04,68.86409561280934
2025-03-05,61.61524344303994
2025-03-06,64.33356300670346
2025-03-07,65.23966952792463
2025-03-08,63.42745648548229
2025-03-09,64.33356300670346
2025-03-10,65.23966952792463
2025-03-11,63.42745648548229
2025-03-12,65.23966952792463
2025-03-13,65.23966952792463
2025-03-14,57.08471083693406
2025-03-15,60.70913692181876
2025-03-16,73.39462821891522
2025-03-17,69.77020213403051
2025-03-18,64.33356300670346
2025-03-19,65.23966952792463
2025-03-20,64.33356300670346
2025-03-21,65.23966952792463
2025-03-22,62.52134996426111
2025-03-23,69.77020213403051
2025-03-24,65.23966952792463
2025-03-25,63.42745648548229
2025-03-26,63.42745648548229
2025-03-27,63.42745648548229
2025-03-28,58.89692387937641
2025-03-29,62.52134996426111
2025-03-30,70.67630865525169
2025-03-31,61.61524344303994
2025-04-01,65.23966952792463
2025-04-02,67.05188257036698
2025-04-03,58.89692387937641
2025-04-04,60.70913692181876
2025-04-05,58.89692387937641
2025-04-06,69.77020213403051
2025-04-07,61.61524344303994
2025-04-08,62.52134996426111
2025-04-09,58.89692387937641
2025-04-10,60.70913692181876
2025-04-11,58.89692387937641
2025-04-12,60.70913692181876
2025-04-13,61.61524344303994
2025-04-14,61.61524344303994
2025-04-15,60.72475944804671
2025-04-16,59.709295243229874
2025-04-17,63.208741118290966
2025-04-18,58.69383103841304
2025-04-19,62.75568785768038
2025-04-20,65.23966952792463
2025-04-21,67.2705979375583
2025-04-22,67.72365119816888
2025-04-23,65.23966952792463
2025-04-24,64.2242053231078
2025-04-25,57.22531357298561
2025-04-26,60.72475944804671
2025-04-27,65.23966952792463
2025-04-28,67.72365119816888
2025-04-29,67.72365119816888
2025-04-30,60.72475944804671
2025-05-01,63.77115206249721
2025-05-02,58.24077777780245
2025-05-03,58.69383103841304
2025-05-04,65.23966952792463
2025-05-05,65.23966952792463
2025-05-06,59.709295243229874
2025-05-07,60.72475944804671
2025-05-08,74.72254294829108
2025-05-09,64.2242053231078
2025-05-10,59.709295243229874
2025-05-11,63.208741118290966
2025-05-12,61.74022365286355
2025-05-13,62.193276913474136
2025-05-14,58.24077777780245
2025-05-15,56.241094420624684
2025-05-16,57.365916309037175
2025-05-17,57.365916309037175
2025-05-18,62.990025751099644
2025-05-19,57.365916309037175
2025-05-20,56.241094420624684
2025-05-21,58.49073819744967
2025-05-22,58.49073819744967
2025-05-23,58.49073819744967
2025-05-24,57.365916309037175
2025-05-25,67.48931330474961
2025-05-26,64.11484763951213
2025-05-27,61.86520386268715
2025-05-28,60.740381974274655
2025-05-29,56.241094420624684
2025-05-30,56.241094420624684
2025-05-31,56.241094420624684
2025-06-01,65.23966952792463
2025-06-02,60.740381974274655
2025-06-03,58.49073819744967
2025-06-04,55.116272532212186
2025-06-05,56.241094420624684
2025-06-06,51.741806866974706
2025-06-07,56.241094420624684
2025-06-08,62.990025751099644
2025-06-09,59.615560085862164
2025-06-10,49.49216309014972
2025-06-11,58.49073819744967
2025-06-12,58.49073819744967
2025-06-13,64.11484763951213
2025-06-14,58.49073819744967
2025-06-15,59.615560085862164
2025-06-16,62.990025751099644
2025-06-17,55.116272532212186
2025-06-18,59.615560085862164
2025-06-19,64.11484763951213
2025-06-20,56.241094420624684
2025-06-21,52.866628755387204
2025-06-22,61.86520386268715
2025-06-23,53.991450643799695
2025-06-24,58.49073819744967
2025-06-25,62.990025751099644
2025-06-26,61.86520386268715
2025-06-27,65.23966952792463
2025-06-28,59.615560085862164
2025-06-29,59.615560085862164
2025-06-30,52.866628755387204
2025-07-01,58.49073819744967
2025-07-02,61.86520386268715
2025-07-03,53.991450643799695
2025-07-04,64.11484763951213
2025-07-05,68.61413519316211
2025-07-06,65.23966952792463
2025-07-07,55.116272532212186
2025-07-08,61.86520386268715
2025-07-09,64.11484763951213
2025-07-10,61.86520386268715
2025-07-11,62.990025751099644
2025-07-12,61.86520386268715
2025-07-13,64.11484763951213
2025-07-14,61.86520386268715
2025-07-15,53.991450643799695
2025-07-16,57.365916309037175
2025-07-17,68.61413519316211
2025-07-18,58.49073819744967
2025-07-19,75.36306652363707
2025-07-20,78.73753218887455
2025-07-21,82.11199785411203
2025-07-22,70.8637789699871
2025-07-23,67.48931330474961
2025-07-24,69.73895708157461
2025-07-25,67.48931330474961
2025-07-26,77.61271030046206
2025-07-27,88.860929184587
2025-07-28,82.11199785411203
2025-07-29,104.60843562236191
2025-07-30,112.48218884124937
2025-07-31,112.48218884124937
2025-08-01,87.73610729617451
2025-08-02,57.365916309037175
2025-08-03,71.9886008583996
2025-08-04,59.615560085862164
2025-08-05,66.36449141633713
2025-08-06,79.86235407728705
2025-08-07,68.61413519316211
2025-08-08,62.990025751099644
2025-08-09,66.36449141633713
2025-08-10,71.9886008583996
2025-08-11,76.48788841204957
2025-08-12,62.990025751099644
2025-08-13,56.241094420624684
2025-08-14,52.866628755387204
2025-08-15,60.740381974274655
2025-08-16,55.116272532212186
2025-08-17,61.86520386268715
2025-08-18,52.866628755387204
2025-08-19,56.241094420624684
2025-08-20,53.991450643799695
2025-08-21,52.866628755387204
2025-08-22,55.116272532212186
2025-08-23,56.241094420624684
2025-08-24,59.615560085862164
2025-08-25,53.991450643799695
2025-08-26,57.365916309037175
2025-08-27,56.241094420624684
2025-08-28,60.740381974274655
2025-08-29,57.365916309037175
2025-08-30,56.241094420624684
2025-08-31,57.365916309037175
2025-09-01,58.49073819744967
2025-09-02,62.990025751099644
2025-09-03,56.241094420624684
2025-09-04,57.365916309037175
2025-09-05,57.365916309037175
2025-09-06,55.116272532212186
2025-09-07,56.241094420624684
2025-09-08,58.49073819744967
2025-09-09,56.241094420624684
2025-09-10,77.61271030046206
2025-09-11,80.98717596569955
2025-09-12,67.48931330474961
2025-09-13,59.615560085862164
2025-09-14,58.49073819744967
2025-09-15,58.49073819744967
2025-09-16,62.990025751099644
2025-09-17,60.740381974274655
2025-09-18,62.990025751099644
2025-09-19,60.740381974274655
2025-09-20,62.990025751099644
2025-09-21,60.740381974274655
2025-09-22,57.365916309037175
2025-09-23,53.991450643799695
2025-09-24,51.741806866974706
2025-09-25,58.49073819744967
2025-09-26,52.866628755387204
2025-09-27,55.116272532212186
2025-09-28,53.991450643799695
2025-09-29,53.991450643799695
2025-09-30,57.365916309037175
2025-10-01,56.241094420624684
2025-10-02,52.866628755387204
2025-10-03,55.116272532212186
2025-10-04,52.866628755387204
2025-10-05,56.241094420624684
2025-10-06,57.365916309037175
2025-10-07,56.241094420624684
2025-10-08,57.365916309037175
2025-10-09,61.86520386268715
2025-10-10,52.866628755387204
2025-10-11,56.241094420624684
2025-10-12,55.116272532212186
2025-10-13,52.866628755387204
2025-10-14,55.116272532212186
2025-10-15,57.365916309037175
2025-10-16,56.241094420624684
2025-10-17,57.365916309037175
2025-10-18,56.241094420624684
2025-10-19,59.615560085862164
2025-10-20,53.991450643799695
2025-10-21,52.866628755387204
2025-10-22,57.365916309037175
2025-10-23,59.615560085862164
2025-10-24,56.241094420624684
2025-10-25,53.991450643799695
2025-10-26,58.49073819744967
2025-10-27,58.49073819744967
2025-10-28,58.49073819744967
2025-10-29,67.48931330474961
2025-10-30,70.8637789699871
2025-10-31,71.9886008583996
2025-11-01,64.11484763951213
2025-11-02,69.73895708157461
2025-11-03,73.11342274681209
2025-11-04,76.48788841204957
2025-11-05,78.73753218887455
2025-11-06,76.48788841204957
2025-11-07,74.23824463522458
2025-11-08,66.36449141633713
2025-11-09,73.11342274681209
2025-11-10,77.61271030046206
2025-11-11,86.61128540776201
2025-11-12,83.23681974252453
2025-11-13,80.98717596569955
2025-11-14,67.48931330474961
2025-11-15,62.990025751099644
2025-11-16,62.990025751099644
2025-11-17,68.61413519316211
2025-11-18,68.61413519316211
2025-11-19,84.36164163093703
2025-11-20,76.48788841204957
2025-11-21,91.11057296141199
2025-11-22,71.9886008583996
2025-11-23,78.73753218887455
2025-11-24,84.36164163093703
2025-11-25,89.98575107299949
2025-11-26,76.48788841204957
2025-11-27,71.9886008583996
2025-11-28,80.98717596569955
2025-11-29,83.23681974252453
2025-11-30,85.48646351934951
2025-12-01,86.61128540776201
2025-12-02,89.98575107299949
2025-12-03,88.860929184587
2025-12-04,85.48646351934951
2025-12-05,78.73753218887455
2025-12-06,79.86235407728705
2025-12-07,79.86235407728705
2025-12-08,83.23681974252453
2025-12-09,79.86235407728705
2025-12-10,79.86235407728705
2025-12-11,91.41734256734267
2025-12-12,92.54216445575517
2025-12-13,103.48361373394943
2025-12-14,103.48361373394943
2025-12-15,106.34679672263576
2025-12-16,96.58129760050912
2025-12-17,103.48361373394943
2025-12-18,105.78438577842952
2025-12-19,94.28052555602902
2025-12-20,87.37820942258872
2025-12-21,94.84293650023525
2025-12-22,82.21425438942227
2025-12-23,74.74952731177572
2025-12-24,60.94489504489511
2025-12-25,67.84721117833541
2025-12-26,87.37820942258872
2025-12-27,91.41734256734267
2025-12-28,82.21425438942227
2025-12-29,74.74952731177572
2025-12-30,68.40962212254166
2025-12-31,77.05029935625582
2026-01-01,75.31193825598197
2026-01-02,68.40962212254166
2026-01-03,80.47589328914842
2026-01-04,80.47589328914842
2026-01-05,73.01116621150186
2026-01-06,89.11657052286256
2026-01-07,89.67898146706881
2026-01-08,106.34679672263576
2026-01-09,105.78438577842952
2026-01-10,119.94691591889593
2026-01-11,110.53931467035507
2026-01-12,117.59501560676071
2026-01-13,129.35451716743677
2026-01-14,119.94691591889593
2026-01-15,122.29881623103114
2026-01-16,103.48361373394943
2026-01-17,89.37221186113814
2026-01-18,96.42791279754378
2026-01-19,96.42791279754378
2026-01-20,89.37221186113814
2026-01-21,115.2431152946255
2026-01-22,94.07601248540857
2026-01-23,91.72411217327335
2026-01-24,131.706417479572
2026-01-25,206.96722746789885
2026-01-26,131.706417479572
2026-01-27,108.18741435821985
2026-01-28,91.72411217327335
2026-01-29,117.59501560676071
2026-01-30,108.18741435821985
2026-01-31,110.53931467035507
2026-02-01,122.29881623103114
2026-02-02,98.779813109679
2026-02-03,108.18741435821985
2026-02-04,143.46591904024808
2026-02-05,181.0963240344115
2026-02-06,235.19003121352142
2026-02-07,178.74442372227628
2026-02-08,166.9849221616002
2026-02-09,127.00261685530157
2026-02-10,127.00261685530157
2026-02-11,94.07601248540857
2026-02-12,84.66841123686771
2026-02-13,115.2431152946255
2026-02-14,206.96722746789885
2026-02-15,183.4482243465467
2026-02-16,152.87352028878894
2026-02-17,152.87352028878894
2026-02-18,119.94691591889593
2026-02-19,119.94691591889593
2026-02-20,110.53931467035507
2026-02-21,129.35451716743677
2026-02-22,124.65071654316635
2026-02-23,115.2431152946255
2026-02-24,105.83551404608464
2026-02-25,105.83551404608464
2026-02-26,119.94691591889593
2026-02-27,129.35451716743677
2026-02-28,82.3165109247325
2026-03-01,84.66841123686771
2026-03-02,103.48361373394943
2026-03-03,108.18741435821985
2026-03-04,98.779813109679
2026-03-05,91.72411217327335
2026-03-06,98.779813109679
2026-03-07,101.13171342181421
2026-03-08,91.72411217327335
2026-03-09,87.02031154900293
2026-03-10,84.66841123686771
2026-03-11,89.37221186113814
2026-03-12,87.02031154900293
2026-03-13,77.61271030046207
2026-03-14,84.66841123686771
2026-03-15,91.72411217327335
2026-03-16,87.02031154900293
2026-03-17,91.72411217327335
2026-03-18,101.13171342181421
2026-03-19,117.59501560676071
2026-03-20,119.94691591889593
2026-03-21,101.13171342181421
2026-03-22,103.48361373394943
2026-03-23,98.779813109679
2026-03-24,79.96461061259728
2026-03-25,98.779813109679
2026-03-26,94.07601248540857
2026-03-27,103.48361373394943
2026-03-28,115.2431152946255
2026-03-29,136.41021810384242
2026-03-30,108.18741435821985
2026-03-31,112.89121498249028
2026-04-01,110.53931467035507
2026-04-02,103.48361373394943
2026-04-03,112.89121498249028
2026-04-04,103.48361373394943
2026-04-05,122.29881623103114
2026-04-06,112.89121498249028
2026-04-07,115.2431152946255
2026-04-08,127.00261685530157
2026-04-09,138.76211841597762
2026-04-10,112.89121498249028
2026-04-11,101.13171342181421
2026-04-12,77.61271030046207
2026-04-13,79.96461061259728
2026-04-14,89.37221186113814
2026-04-15,84.66841123686771
2026-04-16,84.66841123686771
2026-04-17,145.81781935238328
2026-04-18,115.2431152946255
2026-04-19,89.37221186113814
2026-04-20,84.66841123686771
2026-04-21,87.02031154900293
2026-04-22,89.37221186113814
2026-04-23,89.37221186113814
2026-04-24,87.02031154900293
2026-04-25,91.72411217327335
2026-04-26,96.42791279754378
2026-04-27,89.37221186113814
2026-04-28,91.72411217327335
2026-04-29,94.07601248540857
2026-04-30,129.35451716743677
2026-05-01,159.92922122519457
2026-05-02,117.59501560676071
2026-05-03,119.94691591889593
2026-05-04,87.02031154900293
2026-05-05,101.13171342181421
2026-05-06,101.13171342181421
2026-05-07,98.779813109679
2026-05-08,91.72411217327335
2026-05-09,87.02031154900293
2026-05-10,96.42791279754378
2026-05-11,89.37221186113814
2026-05-12,89.37221186113814
2026-05-13,91.72411217327335
2026-05-14,89.37221186113814
2026-05-15,79.96461061259728
2026-05-16,68.20510905192121
2026-05-17,79.96461061259728
2026-05-18,72.90890967619164
2026-05-19,77.61271030046207
2026-05-20,91.72411217327335
2026-05-21,75.26080998832686
2026-05-22,82.3165109247325
2026-05-23,91.72411217327335
2026-05-24,96.42791279754378
2026-05-25,96.42791279754378
2026-05-26,82.3165109247325
2026-05-27,77.61271030046207
2026-05-28,84.66841123686771
2026-05-29,89.37221186113814
2026-05-30,94.07601248540857
2026-05-31,105.83551404608464
