Time,papa_johns
2023-06-29,48.65041652686708
2023-06-30,54.05601836318565
2023-07-01,63.32276436830319
2023-07-02,61.006077867023805
2023-07-03,51.739331861906265
2023-07-04,60.23384903326401
2023-07-05,40.92812818926914
2023-07-06,40.92812818926914
2023-07-07,50.96710302814647
2023-07-08,61.7783067007836
2023-07-09,60.23384903326401
2023-07-10,39.38367052174954
2023-07-11,37.06698402047016
2023-07-12,37.839212854229956
2023-07-13,42.472585856788726
2023-07-14,51.739331861906265
2023-07-15,63.32276436830319
2023-07-16,63.32276436830319
2023-07-17,37.839212854229956
2023-07-18,36.29475518671037
2023-07-19,37.839212854229956
2023-07-20,38.61144168798975
2023-07-21,49.42264536062688
2023-07-22,59.46162019950422
2023-07-23,56.372704864465035
2023-07-24,38.61144168798975
2023-07-25,35.52252635295057
2023-07-26,37.839212854229956
2023-07-27,41.70035702302893
2023-07-28,54.05601836318565
2023-07-29,63.32276436830319
2023-07-30,56.372704864465035
2023-07-31,37.06698402047016
2023-08-01,41.70035702302893
2023-08-02,42.472585856788726
2023-08-03,43.24481469054852
2023-08-04,56.372704864465035
2023-08-05,63.32276436830319
2023-08-06,60.23384903326401
2023-08-07,40.92812818926914
2023-08-08,37.06698402047016
2023-08-09,37.839212854229956
2023-08-10,40.92812818926914
2023-08-11,54.05601836318565
2023-08-12,66.41167970334237
2023-08-13,58.68939136574442
2023-08-14,39.38367052174954
2023-08-15,37.06698402047016
2023-08-16,38.61144168798975
2023-08-17,40.15589935550934
2023-08-18,53.28378952942585
2023-08-19,60.23384903326401
2023-08-20,57.91716253198462
2023-08-21,37.06698402047016
2023-08-22,35.52252635295057
2023-08-23,44.78927235806811
2023-08-24,39.38367052174954
2023-08-25,52.51156069566606
2023-08-26,61.7783067007836
2023-08-27,57.91716253198462
2023-08-28,35.52252635295057
2023-08-29,36.29475518671037
2023-08-30,38.61144168798975
2023-08-31,40.15589935550934
2023-09-01,54.05601836318565
2023-09-02,66.41167970334237
2023-09-03,63.32276436830319
2023-09-04,57.91716253198462
2023-09-05,35.52252635295057
2023-09-06,33.205839851671186
2023-09-07,40.92812818926914
2023-09-08,50.19487419438668
2023-09-09,65.63945086958257
2023-09-10,61.7783067007836
2023-09-11,33.205839851671186
2023-09-12,33.205839851671186
2023-09-13,33.205839851671186
2023-09-14,39.38367052174954
2023-09-15,47.105958859347496
2023-09-16,64.86722203582278
2023-09-17,62.55053553454339
2023-09-18,33.205839851671186
2023-09-19,31.661382184151595
2023-09-20,34.750297519190774
2023-09-21,38.61144168798975
2023-09-22,50.19487419438668
2023-09-23,67.18390853710217
2023-09-24,58.68939136574442
2023-09-25,34.750297519190774
2023-09-26,31.661382184151595
2023-09-27,33.205839851671186
2023-09-28,40.15589935550934
2023-09-29,50.96710302814647
2023-09-30,64.86722203582278
2023-10-01,60.23384903326401
2023-10-02,33.205839851671186
2023-10-03,32.43361101791139
2023-10-04,33.97806868543098
2023-10-05,37.06698402047016
2023-10-06,49.42264536062688
2023-10-07,61.7783067007836
2023-10-08,60.23384903326401
2023-10-09,37.06698402047016
2023-10-10,30.8891533503918
2023-10-11,34.750297519190774
2023-10-12,37.06698402047016
2023-10-13,47.87818769310729
2023-10-14,64.09499320206298
2023-10-15,72.58951037342074
2023-10-16,33.205839851671186
2023-10-17,32.43361101791139
2023-10-18,34.750297519190774
2023-10-19,36.29475518671037
2023-10-20,51.739331861906265
2023-10-21,60.23384903326401
2023-10-22,64.86722203582278
2023-10-23,33.205839851671186
2023-10-24,33.97806868543098
2023-10-25,37.839212854229956
2023-10-26,37.839212854229956
2023-10-27,50.96710302814647
2023-10-28,67.18390853710217
2023-10-29,62.55053553454339
2023-10-30,36.29475518671037
2023-10-31,64.09499320206298
2023-11-01,45.56150119182791
2023-11-02,37.06698402047016
2023-11-03,47.105958859347496
2023-11-04,58.68939136574442
2023-11-05,54.05601836318565
2023-11-06,32.43361101791139
2023-11-07,34.750297519190774
2023-11-08,33.97806868543098
2023-11-09,36.29475518671037
2023-11-10,57.91716253198462
2023-11-11,64.86722203582278
2023-11-12,56.372704864465035
2023-11-13,33.205839851671186
2023-11-14,32.43361101791139
2023-11-15,33.97806868543098
2023-11-16,36.29475518671037
2023-11-17,48.65041652686708
2023-11-18,61.006077867023805
2023-11-19,57.14493369822483
2023-11-20,40.15589935550934
2023-11-21,43.24481469054852
2023-11-22,55.60047603070524
2023-11-23,47.105958859347496
2023-11-24,44.01704352430831
2023-11-25,57.91716253198462
2023-11-26,56.372704864465035
2023-11-27,36.29475518671037
2023-11-28,33.205839851671186
2023-11-29,37.06698402047016
2023-11-30,38.61144168798975
2023-12-01,50.96710302814647
2023-12-02,68.72836620462175
2023-12-03,57.91716253198462
2023-12-04,33.205839851671186
2023-12-05,32.43361101791139
2023-12-06,33.205839851671186
2023-12-07,37.06698402047016
2023-12-08,60.23384903326401
2023-12-09,61.006077867023805
2023-12-10,59.46162019950422
2023-12-11,32.43361101791139
2023-12-12,30.8891533503918
2023-12-13,35.52252635295057
2023-12-14,40.15589935550934
2023-12-15,47.87818769310729
2023-12-16,62.55053553454339
2023-12-17,61.006077867023805
2023-12-18,40.92812818926914
2023-12-19,37.06698402047016
2023-12-20,40.92812818926914
2023-12-21,47.105958859347496
2023-12-22,55.72801335451668
2023-12-23,64.55055265795006
2023-12-24,73.45244046682294
2023-12-25,63.31286090187086
2023-12-26,49.3808575632417
2023-12-27,47.6777028848431
2023-12-28,48.529280224042395
2023-12-29,57.81728244979517
2023-12-30,63.31286090187086
2023-12-31,77.24486424050005
2024-01-01,70.89770844922505
2024-01-02,41.79601001588751
2024-01-03,38.00358624221042
2024-01-04,36.30043156381183
2024-01-05,48.529280224042395
2024-01-06,61.223591806592374
2024-01-07,61.60970622347227
2024-01-08,34.21116246853333
2024-01-09,35.448854224612525
2024-01-10,35.062739807732626
2024-01-11,34.59727688541322
2024-01-12,54.024858676118086
2024-01-13,62.075169145791676
2024-01-14,59.52043712819378
2024-01-15,44.3507420334854
2024-01-16,35.448854224612525
2024-01-17,36.30043156381183
2024-01-18,35.448854224612525
2024-01-19,51.084012241640295
2024-01-20,65.86759291946876
2024-01-21,61.44110574616094
2024-01-22,36.306107940913286
2024-01-23,30.72055287308047
2024-01-24,33.51333040699688
2024-01-25,35.37518209627448
2024-01-26,47.47721807657891
2024-01-27,60.510179901522136
2024-01-28,62.37203159079974
2024-01-29,34.44425625163568
2024-01-30,32.58240456235807
2024-01-31,32.58240456235807
2024-02-01,37.237033785552086
2024-02-02,46.54629223194011
2024-02-03,63.30295743543854
2024-02-04,62.37203159079974
2024-02-05,31.65147871771927
2024-02-06,30.72055287308047
2024-02-07,33.51333040699688
2024-02-08,36.306107940913286
2024-02-09,59.579254056883336
2024-02-10,67.95758665863255
2024-02-11,93.09258446388021
2024-02-12,32.58240456235807
2024-02-13,34.44425625163568
2024-02-14,61.44110574616094
2024-02-15,44.6844405426625
2024-02-16,48.40814392121771
2024-02-17,57.71740236760573
2024-02-18,55.85555067832813
2024-02-19,40.02981131946849
2024-02-20,29.789627028441668
2024-02-21,32.58240456235807
2024-02-22,39.098885474829686
2024-02-23,47.47721807657891
2024-02-24,65.16480912471614
2024-02-25,58.648328212244536
2024-02-26,34.44425625163568
2024-02-27,33.51333040699688
2024-02-28,35.37518209627448
2024-02-29,37.237033785552086
2024-03-01,52.13184729977292
2024-03-02,66.09573496935495
2024-03-03,59.579254056883336
2024-03-04,34.44425625163568
2024-03-05,33.51333040699688
2024-03-06,32.58240456235807
2024-03-07,36.306107940913286
2024-03-08,48.40814392121771
2024-03-09,62.37203159079974
2024-03-10,56.78647652296693
2024-03-11,33.51333040699688
2024-03-12,34.44425625163568
2024-03-13,35.37518209627448
2024-03-14,53.06277314441172
2024-03-15,55.85555067832813
2024-03-16,62.37203159079974
2024-03-17,58.648328212244536
2024-03-18,34.44425625163568
2024-03-19,31.65147871771927
2024-03-20,32.58240456235807
2024-03-21,37.237033785552086
2024-03-22,49.339069765856514
2024-03-23,56.78647652296693
2024-03-24,58.648328212244536
2024-03-25,34.44425625163568
2024-03-26,35.37518209627448
2024-03-27,37.237033785552086
2024-03-28,41.89166300874609
2024-03-29,53.99369898905052
2024-03-30,62.37203159079974
2024-03-31,58.648328212244536
2024-04-01,37.237033785552086
2024-04-02,35.37518209627448
2024-04-03,34.44425625163568
2024-04-04,36.306107940913286
2024-04-05,48.40814392121771
2024-04-06,56.78647652296693
2024-04-07,53.99369898905052
2024-04-08,31.65147871771927
2024-04-09,31.65147871771927
2024-04-10,35.37518209627448
2024-04-11,35.37518209627448
2024-04-12,47.47721807657891
2024-04-13,57.71740236760573
2024-04-14,56.78647652296693
2024-04-15,33.51333040699688
2024-04-16,31.65147871771927
2024-04-17,33.51333040699688
2024-04-18,35.37518209627448
2024-04-19,47.47721807657891
2024-04-20,63.30295743543854
2024-04-21,58.648328212244536
2024-04-22,33.51333040699688
2024-04-23,31.65147871771927
2024-04-24,32.58240456235807
2024-04-25,37.237033785552086
2024-04-26,52.13184729977292
2024-04-27,65.16480912471614
2024-04-28,55.85555067832813
2024-04-29,31.65147871771927
2024-04-30,30.72055287308047
2024-05-01,33.51333040699688
2024-05-02,37.237033785552086
2024-05-03,48.40814392121771
2024-05-04,55.85555067832813
2024-05-05,53.06277314441172
2024-05-06,32.58240456235807
2024-05-07,30.72055287308047
2024-05-08,33.51333040699688
2024-05-09,36.306107940913286
2024-05-10,47.47721807657891
2024-05-11,61.44110574616094
2024-05-12,55.85555067832813
2024-05-13,33.51333040699688
2024-05-14,31.65147871771927
2024-05-15,33.51333040699688
2024-05-16,35.37518209627448
2024-05-17,50.269995610495315
2024-05-18,61.44110574616094
2024-05-19,58.648328212244536
2024-05-20,33.51333040699688
2024-05-21,34.44425625163568
2024-05-22,35.37518209627448
2024-05-23,39.098885474829686
2024-05-24,49.339069765856514
2024-05-25,59.579254056883336
2024-05-26,58.648328212244536
2024-05-27,53.06277314441172
2024-05-28,33.51333040699688
2024-05-29,35.37518209627448
2024-05-30,37.237033785552086
2024-05-31,52.13184729977292
2024-06-01,60.510179901522136
2024-06-02,54.92462483368933
2024-06-03,35.37518209627448
2024-06-04,35.37518209627448
2024-06-05,35.37518209627448
2024-06-06,39.098885474829686
2024-06-07,52.13184729977292
2024-06-08,60.510179901522136
2024-06-09,55.85555067832813
2024-06-10,36.306107940913286
2024-06-11,35.37518209627448
2024-06-12,36.306107940913286
2024-06-13,40.02981131946849
2024-06-14,51.200921455134115
2024-06-15,57.71740236760573
2024-06-16,53.99369898905052
2024-06-17,38.167959630190886
2024-06-18,37.237033785552086
2024-06-19,40.02981131946849
2024-06-20,39.098885474829686
2024-06-21,52.13184729977292
2024-06-22,62.37203159079974
2024-06-23,55.85555067832813
2024-06-24,37.237033785552086
2024-06-25,34.44425625163568
2024-06-26,37.237033785552086
2024-06-27,41.89166300874609
2024-06-28,49.339069765856514
2024-06-29,62.37203159079974
2024-06-30,54.92462483368933
2024-07-01,38.167959630190886
2024-07-02,39.098885474829686
2024-07-03,41.89166300874609
2024-07-04,57.71740236760573
2024-07-05,53.06277314441172
2024-07-06,55.85555067832813
2024-07-07,54.92462483368933
2024-07-08,37.237033785552086
2024-07-09,37.237033785552086
2024-07-10,37.237033785552086
2024-07-11,38.167959630190886
2024-07-12,53.06277314441172
2024-07-13,53.99369898905052
2024-07-14,52.13184729977292
2024-07-15,36.306107940913286
2024-07-16,32.58240456235807
2024-07-17,38.167959630190886
2024-07-18,38.167959630190886
2024-07-19,49.339069765856514
2024-07-20,54.92462483368933
2024-07-21,51.200921455134115
2024-07-22,33.51333040699688
2024-07-23,32.58240456235807
2024-07-24,34.44425625163568
2024-07-25,38.167959630190886
2024-07-26,47.47721807657891
2024-07-27,60.510179901522136
2024-07-28,55.85555067832813
2024-07-29,35.37518209627448
2024-07-30,34.44425625163568
2024-07-31,40.02981131946849
2024-08-01,39.098885474829686
2024-08-02,51.200921455134115
2024-08-03,59.579254056883336
2024-08-04,57.71740236760573
2024-08-05,35.37518209627448
2024-08-06,33.51333040699688
2024-08-07,36.306107940913286
2024-08-08,37.237033785552086
2024-08-09,48.40814392121771
2024-08-10,58.648328212244536
2024-08-11,52.13184729977292
2024-08-12,33.51333040699688
2024-08-13,31.65147871771927
2024-08-14,34.44425625163568
2024-08-15,37.237033785552086
2024-08-16,46.54629223194011
2024-08-17,56.78647652296693
2024-08-18,52.46107717165738
2024-08-19,32.480229774531864
2024-08-20,30.49349778902223
2024-08-21,31.662831471922186
2024-08-22,33.649563457431825
2024-08-23,46.50088121512846
2024-08-24,55.2652074597767
2024-08-25,53.278475474267054
2024-08-26,29.676099486412546
2024-08-27,31.662831471922186
2024-08-28,32.480229774531864
2024-08-29,36.101758365260864
2024-08-30,50.47434518614774
2024-08-31,60.52153265572505
2024-09-01,56.900004064996054
2024-09-02,48.487613200638094
2024-09-03,29.676099486412546
2024-09-04,28.858701183802864
2024-09-05,35.28436006265118
2024-09-06,44.866084609909095
2024-09-07,54.09587377687673
2024-09-08,57.71740236760573
2024-09-09,28.858701183802864
2024-09-10,28.858701183802864
2024-09-11,30.028034866702825
2024-09-12,34.4669617600415
2024-09-13,46.50088121512846
2024-09-14,57.71740236760573
2024-09-15,52.109141791367094
2024-09-16,28.858701183802864
2024-09-17,28.858701183802868
2024-09-18,32.378054986705656
2024-09-19,36.601279550189005
2024-09-20,45.75159943773625
2024-09-21,58.42127312818629
2024-09-22,50.67869476180016
