Time,shawn_kemp
2025-02-08,28.936415694591727
2025-02-09,22.695227995758216
2025-02-10,20.99308589607635
2025-02-11,20.425705196182395
2025-02-12,35.7449840933192
2025-02-13,25.532131495227997
2025-02-14,30.07117709437964
2025-02-15,41.41879109225875
2025-02-16,39.71664899257688
2025-02-17,40.28402969247084
2025-02-18,28.369034994697774
2025-02-19,32.90808059384942
2025-02-20,32.90808059384942
2025-02-21,23.82998939554613
2025-02-22,24.96475079533404
2025-02-23,51.064262990455994
2025-02-24,22.127847295864264
2025-02-25,41.41879109225875
2025-02-26,45.39045599151643
2025-02-27,20.425705196182395
2025-02-28,31.773319194061507
2025-03-01,52.76640509013786
2025-03-02,29.503796394485683
2025-03-03,35.7449840933192
2025-03-04,27.23427359490986
2025-03-05,22.695227995758216
2025-03-06,32.34069989395546
2025-03-07,43.120933191940615
2025-03-08,48.22735949098622
2025-03-09,52.76640509013786
2025-03-10,27.801654294803818
2025-03-11,33.47546129374337
2025-03-12,16.45404029692471
2025-03-13,19.85832449628844
2025-03-14,28.369034994697774
2025-03-15,32.34069989395546
2025-03-16,25.532131495227997
2025-03-17,30.07117709437964
2025-03-18,35.17760339342524
2025-03-19,31.773319194061507
2025-03-20,17.58880169671262
2025-03-21,30.07117709437964
2025-03-22,32.34069989395546
2025-03-23,0.0
2025-03-24,31.773319194061507
2025-03-25,0.0
2025-03-26,35.7449840933192
2025-03-27,32.90808059384942
2025-03-28,43.120933191940615
2025-03-29,22.127847295864264
2025-03-30,32.90808059384942
2025-03-31,28.936415694591727
2025-04-01,39.71664899257688
2025-04-02,28.369034994697774
2025-04-03,27.801654294803818
2025-04-04,26.666892895015906
2025-04-05,35.7449840933192
2025-04-06,29.503796394485683
2025-04-07,24.96475079533404
2025-04-08,24.96475079533404
2025-04-09,0.0
2025-04-10,24.96475079533404
2025-04-11,0.0
2025-04-12,40.85141039236479
2025-04-13,45.39045599151643
2025-04-14,19.290943796394487
2025-04-15,25.207787699494222
2025-04-16,37.21999715893136
2025-04-17,20.620134719510542
2025-04-18,30.64651172931884
2025-04-19,26.62623944922911
2025-04-20,56.98906082860097
2025-04-21,32.3486538290007
2025-04-22,36.368926109090424
2025-04-23,26.62623944922911
2025-04-24,20.052754019616586
2025-04-25,25.4914780494412
2025-04-26,0.0
2025-04-27,31.49758277915977
2025-04-28,0.0
2025-04-29,26.34254909928213
2025-04-30,32.632344178947676
2025-05-01,21.75489611929845
2025-05-02,26.90992979917609
2025-05-03,35.5178550592495
2025-05-04,41.240269439021084
2025-05-05,22.03858646924543
2025-05-06,35.80154540919647
2025-05-07,21.75489611929845
2025-05-08,45.827922419004764
2025-05-09,30.36282137937186
2025-05-10,26.058858749335155
2025-05-11,40.67288873912713
2025-05-12,35.80154540919647
2025-05-13,26.34254909928213
2025-05-14,16.316172089473838
2025-05-15,26.01820530354836
2025-05-16,20.81456424283869
2025-05-17,0.0
2025-05-18,31.221846364258035
2025-05-19,36.425487424967706
2025-05-20,20.81456424283869
2025-05-21,36.425487424967706
2025-05-22,46.83276954638705
2025-05-23,41.62912848567738
2025-05-24,26.01820530354836
2025-05-25,36.425487424967706
2025-05-26,46.83276954638705
2025-05-27,98.86918015348377
2025-05-28,520.3641060709672
2025-05-29,239.3674887926449
2025-05-30,83.25825697135475
2025-05-31,83.25825697135475
2025-06-01,78.05461591064508
2025-06-02,41.62912848567738
2025-06-03,57.24005166780639
2025-06-04,46.83276954638705
2025-06-05,57.24005166780639
2025-06-06,46.83276954638705
2025-06-07,46.83276954638705
2025-06-08,31.221846364258035
2025-06-09,36.425487424967706
2025-06-10,36.425487424967706
2025-06-11,36.425487424967706
2025-06-12,46.83276954638705
2025-06-13,57.24005166780639
2025-06-14,57.24005166780639
2025-06-15,41.62912848567738
2025-06-16,31.221846364258035
2025-06-17,31.221846364258035
2025-06-18,26.01820530354836
2025-06-19,31.221846364258035
2025-06-20,46.83276954638705
2025-06-21,31.221846364258035
2025-06-22,46.83276954638705
2025-06-23,41.62912848567738
2025-06-24,26.01820530354836
2025-06-25,36.425487424967706
2025-06-26,36.425487424967706
2025-06-27,36.425487424967706
2025-06-28,72.85097484993541
2025-06-29,57.24005166780639
2025-06-30,31.221846364258035
2025-07-01,26.01820530354836
2025-07-02,52.03641060709672
2025-07-03,57.24005166780639
2025-07-04,41.62912848567738
2025-07-05,83.25825697135475
2025-07-06,31.221846364258035
2025-07-07,0.0
2025-07-08,20.81456424283869
2025-07-09,20.81456424283869
2025-07-10,26.01820530354836
2025-07-11,26.01820530354836
2025-07-12,26.01820530354836
2025-07-13,31.221846364258035
2025-07-14,31.221846364258035
2025-07-15,20.81456424283869
2025-07-16,26.01820530354836
2025-07-17,15.610923182129017
2025-07-18,26.01820530354836
2025-07-19,26.01820530354836
2025-07-20,26.01820530354836
2025-07-21,20.81456424283869
2025-07-22,41.62912848567738
2025-07-23,41.62912848567738
2025-07-24,26.01820530354836
2025-07-25,0.0
2025-07-26,26.01820530354836
2025-07-27,26.01820530354836
2025-07-28,26.01820530354836
2025-07-29,15.610923182129017
2025-07-30,41.62912848567738
2025-07-31,20.81456424283869
2025-08-01,0.0
2025-08-02,26.01820530354836
2025-08-03,0.0
2025-08-04,26.01820530354836
2025-08-05,31.221846364258035
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,26.01820530354836
2025-08-09,31.221846364258035
2025-08-10,26.01820530354836
2025-08-11,20.81456424283869
2025-08-12,26.01820530354836
2025-08-13,20.81456424283869
2025-08-14,36.425487424967706
2025-08-15,36.425487424967706
2025-08-16,36.425487424967706
2025-08-17,31.221846364258035
2025-08-18,31.221846364258035
2025-08-19,31.221846364258035
2025-08-20,26.01820530354836
2025-08-21,20.81456424283869
2025-08-22,67.64733378922574
2025-08-23,395.4767206139351
2025-08-24,218.55292454980622
2025-08-25,104.07282121419344
2025-08-26,67.64733378922574
2025-08-27,41.62912848567738
2025-08-28,36.425487424967706
2025-08-29,31.221846364258035
2025-08-30,36.425487424967706
2025-08-31,31.221846364258035
2025-09-01,31.221846364258035
2025-09-02,31.221846364258035
2025-09-03,20.81456424283869
2025-09-04,20.81456424283869
2025-09-05,0.0
2025-09-06,31.221846364258035
2025-09-07,26.01820530354836
2025-09-08,15.610923182129017
2025-09-09,36.425487424967706
2025-09-10,20.81456424283869
2025-09-11,26.01820530354836
2025-09-12,20.81456424283869
2025-09-13,0.0
2025-09-14,0.0
2025-09-15,15.610923182129017
2025-09-16,26.01820530354836
2025-09-17,31.221846364258035
2025-09-18,26.01820530354836
2025-09-19,15.610923182129017
2025-09-20,31.221846364258035
2025-09-21,31.221846364258035
2025-09-22,20.81456424283869
2025-09-23,26.01820530354836
2025-09-24,20.81456424283869
2025-09-25,26.01820530354836
2025-09-26,26.01820530354836
2025-09-27,20.81456424283869
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,15.610923182129017
2025-10-01,20.81456424283869
2025-10-02,0.0
2025-10-03,20.81456424283869
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,20.81456424283869
2025-10-08,26.01820530354836
2025-10-09,20.81456424283869
2025-10-10,0.0
2025-10-11,26.01820530354836
2025-10-12,20.81456424283869
2025-10-13,0.0
2025-10-14,0.0
2025-10-15,20.81456424283869
2025-10-16,31.221846364258035
2025-10-17,20.81456424283869
2025-10-18,26.01820530354836
2025-10-19,20.81456424283869
2025-10-20,20.81456424283869
2025-10-21,20.81456424283869
2025-10-22,31.221846364258035
2025-10-23,26.01820530354836
2025-10-24,31.221846364258035
2025-10-25,26.01820530354836
2025-10-26,0.0
2025-10-27,0.0
2025-10-28,15.610923182129017
2025-10-29,26.01820530354836
2025-10-30,26.01820530354836
2025-10-31,20.81456424283869
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,26.01820530354836
2025-11-04,15.610923182129017
2025-11-05,20.81456424283869
2025-11-06,0.0
2025-11-07,26.01820530354836
2025-11-08,20.81456424283869
2025-11-09,20.81456424283869
2025-11-10,0.0
2025-11-11,20.81456424283869
2025-11-12,31.221846364258035
2025-11-13,20.81456424283869
2025-11-14,0.0
2025-11-15,26.01820530354836
2025-11-16,41.62912848567738
2025-11-17,26.01820530354836
2025-11-18,31.221846364258035
2025-11-19,0.0
2025-11-20,31.221846364258035
2025-11-21,31.221846364258035
2025-11-22,0.0
2025-11-23,31.221846364258035
2025-11-24,26.01820530354836
2025-11-25,0.0
2025-11-26,31.221846364258035
2025-11-27,46.83276954638705
2025-11-28,46.83276954638705
2025-11-29,31.221846364258035
2025-11-30,26.01820530354836
2025-12-01,31.221846364258035
2025-12-02,15.610923182129017
2025-12-03,20.81456424283869
2025-12-04,26.01820530354836
2025-12-05,26.01820530354836
2025-12-06,36.425487424967706
2025-12-07,36.425487424967706
2025-12-08,20.81456424283869
2025-12-09,26.01820530354836
2025-12-10,26.01820530354836
2025-12-11,25.22634688126645
2025-12-12,30.20374267846701
2025-12-13,31.56121425952171
2025-12-14,19.909583188802223
2025-12-15,25.56571477653013
2025-12-16,30.88247846899436
2025-12-17,25.905082671793803
2025-12-18,30.20374267846701
2025-12-19,26.58381846232115
2025-12-20,31.221846364258035
2025-12-21,25.905082671793803
2025-12-22,0.0
2025-12-23,62.44369272851607
2025-12-24,31.56121425952171
2025-12-25,26.58381846232115
2025-12-26,22.285158455647945
2025-12-27,27.2625542528485
2025-12-28,35.520506370931244
2025-12-29,25.56571477653013
2025-12-30,0.0
2025-12-31,20.92768687459325
2026-01-01,20.58831897932957
2026-01-02,24.88697898600278
2026-01-03,25.905082671793803
2026-01-04,37.55671374251329
2026-01-05,21.945790560384268
2026-01-06,16.62902686792004
2026-01-07,16.968394763183714
2026-01-08,0.0
2026-01-09,21.26705476985692
2026-01-10,23.07701687792985
2026-01-11,29.185638992675987
2026-01-12,31.900582154785383
2026-01-13,22.398281087402502
2026-01-14,19.68333792529311
2026-01-15,23.7557526684572
2026-01-16,22.398281087402502
2026-01-17,24.434488458984546
2026-01-18,23.7557526684572
2026-01-19,33.93678952636743
2026-01-20,17.64713055371106
2026-01-21,0.0
2026-01-22,30.543110573730686
2026-01-23,25.113224249511898
2026-01-24,42.08161901269561
2026-01-25,0.0
2026-01-26,21.719545296875154
2026-01-27,23.07701687792985
2026-01-28,27.82816741162129
2026-01-29,29.86437478320334
2026-01-30,20.362073715820458
2026-01-31,39.36667585058622
2026-02-01,31.221846364258035
2026-02-02,20.362073715820458
2026-02-03,26.470695830566594
2026-02-04,29.185638992675987
2026-02-05,18.32586634423841
2026-02-06,21.719545296875154
2026-02-07,37.33046847900417
2026-02-08,33.25805373584008
2026-02-09,27.149431621093942
2026-02-10,27.149431621093942
2026-02-11,20.362073715820458
2026-02-12,21.719545296875154
2026-02-13,22.398281087402502
2026-02-14,46.1540337558597
2026-02-15,42.08161901269561
2026-02-16,21.040809506347806
2026-02-17,18.32586634423841
2026-02-18,22.398281087402502
2026-02-19,25.113224249511898
2026-02-20,29.86437478320334
2026-02-21,34.615525316894775
2026-02-22,29.185638992675987
2026-02-23,21.719545296875154
2026-02-24,25.113224249511898
2026-02-25,26.470695830566594
2026-02-26,20.362073715820458
2026-02-27,33.25805373584008
2026-02-28,44.796562174805004
2026-03-01,30.543110573730686
2026-03-02,19.00460213476576
2026-03-03,19.68333792529311
2026-03-04,36.65173268847682
2026-03-05,51.58392008007849
2026-03-06,31.221846364258035
2026-03-07,0.0
2026-03-08,28.50690320214864
2026-03-09,23.7557526684572
2026-03-10,21.719545296875154
2026-03-11,22.398281087402502
2026-03-12,21.040809506347806
2026-03-13,29.86437478320334
2026-03-14,28.50690320214864
2026-03-15,35.97299689794947
2026-03-16,19.68333792529311
2026-03-17,47.5115053369144
2026-03-18,19.68333792529311
2026-03-19,30.543110573730686
2026-03-20,25.113224249511898
2026-03-21,27.149431621093942
2026-03-22,30.543110573730686
2026-03-23,36.65173268847682
2026-03-24,29.86437478320334
2026-03-25,44.796562174805004
2026-03-26,28.50690320214864
2026-03-27,29.86437478320334
2026-03-28,40.04541164111357
2026-03-29,40.724147431640915
2026-03-30,25.113224249511898
2026-03-31,25.791960040039246
2026-04-01,36.65173268847682
2026-04-02,21.719545296875154
2026-04-03,39.36667585058622
2026-04-04,37.33046847900417
2026-04-05,31.221846364258035
2026-04-06,29.185638992675987
2026-04-07,0.0
2026-04-08,27.82816741162129
2026-04-09,37.33046847900417
2026-04-10,46.83276954638705
2026-04-11,50.226448499023796
2026-04-12,42.08161901269561
2026-04-13,39.36667585058622
2026-04-14,48.86897691796909
2026-04-15,67.87357905273485
2026-04-16,39.36667585058622
2026-04-17,38.00920426953152
2026-04-18,52.26265587060584
2026-04-19,45.47529796533235
2026-04-20,40.724147431640915
2026-04-21,37.33046847900417
2026-04-22,33.25805373584008
2026-04-23,23.07701687792985
2026-04-24,32.57931794531273
2026-04-25,40.04541164111357
2026-04-26,24.434488458984546
2026-04-27,32.57931794531273
2026-04-28,27.149431621093942
2026-04-29,27.149431621093942
2026-04-30,33.93678952636743
2026-05-01,21.719545296875154
2026-05-02,31.900582154785383
2026-05-03,33.25805373584008
2026-05-04,0.0
2026-05-05,27.82816741162129
2026-05-06,16.968394763183714
2026-05-07,32.57931794531273
2026-05-08,27.149431621093942
2026-05-09,29.185638992675987
2026-05-10,27.149431621093942
2026-05-11,28.50690320214864
2026-05-12,35.97299689794947
2026-05-13,16.289658972656365
2026-05-14,25.113224249511898
2026-05-15,31.900582154785383
2026-05-16,35.29426110742212
2026-05-17,38.00920426953152
2026-05-18,22.398281087402502
2026-05-19,23.7557526684572
2026-05-20,24.434488458984546
2026-05-21,22.398281087402502
2026-05-22,36.65173268847682
2026-05-23,32.57931794531273
2026-05-24,56.33507061376993
2026-05-25,23.7557526684572
2026-05-26,23.07701687792985
2026-05-27,23.7557526684572
2026-05-28,0.0
2026-05-29,40.04541164111357
2026-05-30,20.362073715820458
2026-05-31,31.221846364258035
