Time,airbnb
2024-08-18,89
2024-08-19,87
2024-08-20,84
2024-08-21,77
2024-08-22,71
2024-08-23,74
2024-08-24,74
2024-08-25,91
2024-08-26,84
2024-08-27,80
2024-08-28,85
2024-08-29,74
2024-08-30,72
2024-08-31,74
2024-09-01,77
2024-09-02,90
2024-09-03,75
2024-09-04,71
2024-09-05,70
2024-09-06,63
2024-09-07,67
2024-09-08,73
2024-09-09,73
2024-09-10,70
2024-09-11,60
2024-09-12,67
2024-09-13,63
2024-09-14,64
2024-09-15,71
2024-09-16,77
2024-09-17,72
2024-09-18,72
2024-09-19,69
2024-09-20,66
2024-09-21,66
2024-09-22,73
2024-09-23,77
2024-09-24,68
2024-09-25,70
2024-09-26,65
2024-09-27,62
2024-09-28,65
2024-09-29,69
2024-09-30,71
2024-10-01,69
2024-10-02,68
2024-10-03,71
2024-10-04,68
2024-10-05,60
2024-10-06,73
2024-10-07,79
2024-10-08,70
2024-10-09,64
2024-10-10,62
2024-10-11,64
2024-10-12,59
2024-10-13,73
2024-10-14,72
2024-10-15,67
2024-10-16,64
2024-10-17,65
2024-10-18,60
2024-10-19,58
2024-10-20,62
2024-10-21,71
2024-10-22,63
2024-10-23,62
2024-10-24,62
2024-10-25,60
2024-10-26,51
2024-10-27,65
2024-10-28,64
2024-10-29,64
2024-10-30,58
2024-10-31,54
2024-11-01,57
2024-11-02,55
2024-11-03,64
2024-11-04,67
2024-11-05,58
2024-11-06,40
2024-11-07,56
2024-11-08,61
2024-11-09,58
2024-11-10,67
2024-11-11,73
2024-11-12,66
2024-11-13,64
2024-11-14,60
2024-11-15,56
2024-11-16,44
2024-11-17,63
2024-11-18,63
2024-11-19,64
2024-11-20,60
2024-11-21,58
2024-11-22,54
2024-11-23,52
2024-11-24,54
2024-11-25,62
2024-11-26,56
2024-11-27,51
2024-11-28,45
2024-11-29,53
2024-11-30,56
2024-12-01,65
2024-12-02,63
2024-12-03,66
2024-12-04,63
2024-12-05,57
2024-12-06,55
2024-12-07,51
2024-12-08,57
2024-12-09,56
2024-12-10,58
2024-12-11,59
2024-12-12,54
2024-12-13,51
2024-12-14,52
2024-12-15,56
2024-12-16,66
2024-12-17,57
2024-12-18,57
2024-12-19,59
2024-12-20,51
2024-12-21,53
2024-12-22,56
2024-12-23,60
2024-12-24,53
2024-12-25,53
2024-12-26,73
2024-12-27,89
2024-12-28,79
2024-12-29,84
2024-12-30,82
2024-12-31,75
2025-01-01,80
2025-01-02,88
2025-01-03,80
2025-01-04,78
2025-01-05,89
2025-01-06,81
2025-01-07,80
2025-01-08,80
2025-01-09,81
2025-01-10,79
2025-01-11,78
2025-01-12,88
2025-01-13,84
2025-01-14,83
2025-01-15,78
2025-01-16,76
2025-01-17,70
2025-01-18,74
2025-01-19,74
2025-01-20,77
2025-01-21,76
2025-01-22,74
2025-01-23,68
2025-01-24,66
2025-01-25,69
2025-01-26,79
2025-01-27,77
2025-01-28,75
2025-01-29,69
2025-01-30,69
2025-01-31,65
2025-02-01,64
2025-02-02,79
2025-02-03,77
2025-02-04,75
2025-02-05,71
2025-02-06,71
2025-02-07,67
2025-02-08,69
2025-02-09,71
2025-02-10,65
2025-02-11,77
2025-02-12,74
2025-02-13,71
2025-02-14,71
2025-02-15,73
2025-02-16,86
2025-02-17,86
2025-02-18,84
2025-02-19,80
2025-02-20,82
2025-02-21,73
2025-02-22,69
2025-02-23,83
2025-02-24,87
2025-02-25,76
2025-02-26,73
2025-02-27,70
2025-02-28,70
2025-03-01,75
2025-03-02,81
2025-03-03,81
2025-03-04,76
2025-03-05,76
2025-03-06,75
2025-03-07,71
2025-03-08,77
2025-03-09,88
2025-03-10,82
2025-03-11,79
2025-03-12,77
2025-03-13,77
2025-03-14,70
2025-03-15,75
2025-03-16,82
2025-03-17,82
2025-03-18,81
2025-03-19,84
2025-03-20,76
2025-03-21,73
2025-03-22,72
2025-03-23,86
2025-03-24,80
2025-03-25,80
2025-03-26,76
2025-03-27,70
2025-03-28,72
2025-03-29,71
2025-03-30,80
2025-03-31,79
2025-04-01,72
2025-04-02,72
2025-04-03,72
2025-04-04,67
2025-04-05,69
2025-04-06,83
2025-04-07,77
2025-04-08,72
2025-04-09,72
2025-04-10,70
2025-04-11,70
2025-04-12,69
2025-04-13,78
2025-04-14,76
2025-04-15,79
2025-04-16,79
2025-04-17,72
2025-04-18,67
2025-04-19,66
2025-04-20,73
2025-04-21,80
2025-04-22,78
2025-04-23,76
2025-04-24,73
2025-04-25,68
2025-04-26,65
2025-04-27,81
2025-04-28,82
2025-04-29,78
2025-04-30,77
2025-05-01,77
2025-05-02,70
2025-05-03,71
2025-05-04,82
2025-05-05,80
2025-05-06,78
2025-05-07,78
2025-05-08,71
2025-05-09,71
2025-05-10,67
2025-05-11,70
2025-05-12,87
2025-05-13,89
2025-05-14,100
