Time,airbnb
2023-04-26,70
2023-04-27,66
2023-04-28,66
2023-04-29,68
2023-04-30,78
2023-05-01,77
2023-05-02,72
2023-05-03,73
2023-05-04,76
2023-05-05,65
2023-05-06,67
2023-05-07,76
2023-05-08,76
2023-05-09,77
2023-05-10,74
2023-05-11,71
2023-05-12,68
2023-05-13,64
2023-05-14,77
2023-05-15,82
2023-05-16,80
2023-05-17,76
2023-05-18,72
2023-05-19,72
2023-05-20,74
2023-05-21,82
2023-05-22,85
2023-05-23,80
2023-05-24,78
2023-05-25,80
2023-05-26,74
2023-05-27,75
2023-05-28,79
2023-05-29,92
2023-05-30,84
2023-05-31,84
2023-06-01,81
2023-06-02,77
2023-06-03,75
2023-06-04,93
2023-06-05,88
2023-06-06,86
2023-06-07,82
2023-06-08,80
2023-06-09,76
2023-06-10,78
2023-06-11,89
2023-06-12,93
2023-06-13,84
2023-06-14,88
2023-06-15,88
2023-06-16,79
2023-06-17,79
2023-06-18,82
2023-06-19,96
2023-06-20,87
2023-06-21,82
2023-06-22,79
2023-06-23,79
2023-06-24,83
2023-06-25,91
2023-06-26,97
2023-06-27,98
2023-06-28,97
2023-06-29,100
2023-06-30,87
2023-07-01,91
2023-07-02,95
2023-07-03,89
2023-07-04,89
2023-07-05,84
2023-07-06,91
2023-07-07,87
2023-07-08,84
2023-07-09,96
2023-07-10,91
2023-07-11,87
2023-07-12,88
2023-07-13,87
2023-07-14,82
2023-07-15,80
2023-07-16,92
2023-07-17,93
2023-07-18,87
2023-07-19,86
2023-07-20,82
2023-07-21,78
2023-07-22,77
2023-07-23,90
2023-07-24,90
2023-07-25,86
2023-07-26,84
2023-07-27,78
2023-07-28,75
2023-07-29,77
2023-07-30,89
2023-07-31,86
2023-08-01,81
2023-08-02,77
2023-08-03,81
2023-08-04,80
2023-08-05,74
2023-08-06,83
2023-08-07,83
2023-08-08,80
2023-08-09,75
2023-08-10,76
2023-08-11,74
2023-08-12,68
2023-08-13,78
2023-08-14,77
2023-08-15,76
2023-08-16,73
2023-08-17,76
2023-08-18,70
2023-08-19,68
2023-08-20,76
2023-08-21,73
2023-08-22,72
2023-08-23,67
2023-08-24,66
2023-08-25,65
2023-08-26,64
2023-08-27,76
2023-08-28,71
2023-08-29,68
2023-08-30,66
2023-08-31,65
2023-09-01,63
2023-09-02,60
2023-09-03,67
2023-09-04,74
2023-09-05,71
2023-09-06,70
2023-09-07,65
2023-09-08,60
2023-09-09,61
2023-09-10,62
2023-09-11,68
2023-09-12,65
2023-09-13,63
2023-09-14,63
2023-09-15,54
2023-09-16,57
2023-09-17,65
2023-09-18,64
2023-09-19,66
2023-09-20,64
2023-09-21,63
2023-09-22,59
2023-09-23,59
2023-09-24,67
2023-09-25,66
2023-09-26,66
2023-09-27,65
2023-09-28,66
2023-09-29,57
2023-09-30,56
2023-10-01,66
2023-10-02,65
2023-10-03,65
2023-10-04,65
2023-10-05,64
2023-10-06,63
2023-10-07,68
2023-10-08,67
2023-10-09,68
2023-10-10,65
2023-10-11,61
2023-10-12,58
2023-10-13,54
2023-10-14,53
2023-10-15,58
2023-10-16,61
2023-10-17,59
2023-10-18,57
2023-10-19,58
2023-10-20,55
2023-10-21,53
2023-10-22,62
2023-10-23,59
2023-10-24,59
2023-10-25,56
2023-10-26,53
2023-10-27,51
2023-10-28,45
2023-10-29,50
2023-10-30,58
2023-10-31,51
2023-11-01,53
2023-11-02,55
2023-11-03,53
2023-11-04,53
2023-11-05,59
2023-11-06,59
2023-11-07,61
2023-11-08,61
2023-11-09,55
2023-11-10,55
2023-11-11,54
2023-11-12,58
2023-11-13,58
2023-11-14,55
2023-11-15,54
2023-11-16,51
2023-11-17,52
2023-11-18,50
2023-11-19,52
2023-11-20,54
2023-11-21,54
2023-11-22,47
2023-11-23,42
2023-11-24,50
2023-11-25,54
2023-11-26,61
2023-11-27,57
2023-11-28,57
2023-11-29,55
2023-11-30,52
2023-12-01,50
2023-12-02,51
2023-12-03,54
2023-12-04,58
2023-12-05,52
2023-12-06,53
2023-12-07,49
2023-12-08,50
2023-12-09,49
2023-12-10,56
2023-12-11,55
2023-12-12,51
2023-12-13,52
2023-12-14,50
2023-12-15,47
2023-12-16,45
2023-12-17,57
2023-12-18,55
2023-12-19,54
2023-12-20,57
2023-12-21,52
2023-12-22,50
2023-12-23,49
2023-12-24,45
2023-12-25,49
2023-12-26,69
2023-12-27,72
2023-12-28,68
2023-12-29,70
2023-12-30,65
2023-12-31,61
2024-01-01,64
2024-01-02,73
2024-01-03,75
2024-01-04,73
2024-01-05,70
2024-01-06,76
2024-01-07,77
2024-01-08,68
2024-01-09,69
2024-01-10,65
2024-01-11,65
2024-01-12,63
2024-01-13,66
2024-01-14,68
2024-01-15,70
2024-01-16,66
2024-01-17,71
2024-01-18,66
2024-01-19,63
2024-01-20,66
