Time,airbnb
2025-12-11,56
2025-12-12,53
2025-12-13,53
2025-12-14,58
2025-12-15,60
2025-12-16,57
2025-12-17,58
2025-12-18,55
2025-12-19,51
2025-12-20,52
2025-12-21,58
2025-12-22,60
2025-12-23,61
2025-12-24,52
2025-12-25,49
2025-12-26,68
2025-12-27,74
2025-12-28,78
2025-12-29,78
2025-12-30,74
2025-12-31,67
2026-01-01,67
2026-01-02,75
2026-01-03,76
2026-01-04,79
2026-01-05,77
2026-01-06,79
2026-01-07,75
2026-01-08,72
2026-01-09,70
2026-01-10,72
2026-01-11,78
2026-01-12,75
2026-01-13,76
2026-01-14,72
2026-01-15,71
2026-01-16,72
2026-01-17,70
2026-01-18,81
2026-01-19,79
2026-01-20,78
2026-01-21,76
2026-01-22,67
2026-01-23,58
2026-01-24,65
2026-01-25,73
2026-01-26,77
2026-01-27,72
2026-01-28,71
2026-01-29,69
2026-01-30,63
2026-01-31,71
2026-02-01,78
2026-02-02,73
2026-02-03,72
2026-02-04,69
2026-02-05,65
2026-02-06,62
2026-02-07,66
2026-02-08,68
2026-02-09,60
2026-02-10,68
2026-02-11,69
2026-02-12,68
2026-02-13,66
2026-02-14,64
2026-02-15,76
2026-02-16,79
2026-02-17,72
2026-02-18,74
2026-02-19,65
2026-02-20,67
2026-02-21,75
2026-02-22,80
2026-02-23,78
2026-02-24,78
2026-02-25,80
2026-02-26,72
2026-02-27,73
2026-02-28,68
2026-03-01,80
2026-03-02,80
2026-03-03,82
2026-03-04,77
2026-03-05,76
2026-03-06,74
2026-03-07,72
2026-03-08,85
2026-03-09,85
2026-03-10,81
2026-03-11,77
2026-03-12,75
2026-03-13,68
2026-03-14,79
2026-03-15,83
2026-03-16,80
2026-03-17,76
2026-03-18,83
2026-03-19,75
2026-03-20,67
2026-03-21,74
2026-03-22,84
2026-03-23,80
2026-03-24,80
2026-03-25,77
2026-03-26,74
2026-03-27,69
2026-03-28,71
2026-03-29,78
2026-03-30,100
2026-03-31,87
2026-04-01,71
2026-04-02,72
2026-04-03,72
2026-04-04,67
2026-04-05,73
2026-04-06,81
2026-04-07,75
2026-04-08,75
2026-04-09,74
2026-04-10,72
2026-04-11,70
2026-04-12,75
2026-04-13,75
2026-04-14,73
2026-04-15,72
2026-04-16,71
2026-04-17,73
2026-04-18,75
2026-04-19,80
2026-04-20,78
2026-04-21,75
2026-04-22,70
2026-04-23,68
2026-04-24,67
2026-04-25,67
2026-04-26,77
2026-04-27,74
2026-04-28,71
2026-04-29,68
2026-04-30,71
2026-05-01,70
2026-05-02,64
2026-05-03,79
2026-05-04,75
2026-05-05,69
2026-05-06,70
2026-05-07,66
2026-05-08,66
2026-05-09,72
2026-05-10,70
2026-05-11,75
2026-05-12,79
2026-05-13,73
2026-05-14,73
2026-05-15,71
2026-05-16,72
2026-05-17,79
2026-05-18,81
2026-05-19,78
2026-05-20,76
2026-05-21,76
2026-05-22,74
2026-05-23,80
2026-05-24,83
2026-05-25,84
2026-05-26,80
2026-05-27,81
2026-05-28,80
2026-05-29,78
2026-05-30,75
2026-05-31,90
