Time,airbnb
2022-08-29,83
2022-08-30,83
2022-08-31,82
2022-09-01,78
2022-09-02,79
2022-09-03,69
2022-09-04,79
2022-09-05,88
2022-09-06,77
2022-09-07,75
2022-09-08,68
2022-09-09,65
2022-09-10,66
2022-09-11,75
2022-09-12,76
2022-09-13,75
2022-09-14,76
2022-09-15,74
2022-09-16,68
2022-09-17,73
2022-09-18,76
2022-09-19,79
2022-09-20,76
2022-09-21,74
2022-09-22,71
2022-09-23,68
2022-09-24,66
2022-09-25,73
2022-09-26,76
2022-09-27,72
2022-09-28,65
2022-09-29,67
2022-09-30,68
2022-10-01,67
2022-10-02,75
2022-10-03,74
2022-10-04,75
2022-10-05,73
2022-10-06,69
2022-10-07,69
2022-10-08,66
2022-10-09,76
2022-10-10,75
2022-10-11,75
2022-10-12,70
2022-10-13,70
2022-10-14,67
2022-10-15,64
2022-10-16,74
2022-10-17,78
2022-10-18,70
2022-10-19,72
2022-10-20,66
2022-10-21,65
2022-10-22,59
2022-10-23,71
2022-10-24,73
2022-10-25,69
2022-10-26,66
2022-10-27,64
2022-10-28,59
2022-10-29,58
2022-10-30,60
2022-10-31,65
2022-11-01,67
2022-11-02,69
2022-11-03,69
2022-11-04,66
2022-11-05,65
2022-11-06,69
2022-11-07,71
2022-11-08,63
2022-11-09,65
2022-11-10,73
2022-11-11,66
2022-11-12,64
2022-11-13,72
2022-11-14,71
2022-11-15,71
2022-11-16,64
2022-11-17,60
2022-11-18,60
2022-11-19,61
2022-11-20,65
2022-11-21,60
2022-11-22,59
2022-11-23,55
2022-11-24,47
2022-11-25,57
2022-11-26,59
2022-11-27,69
2022-11-28,66
2022-11-29,64
2022-11-30,63
2022-12-01,62
2022-12-02,59
2022-12-03,58
2022-12-04,63
2022-12-05,64
2022-12-06,59
2022-12-07,64
2022-12-08,63
2022-12-09,56
2022-12-10,56
2022-12-11,64
2022-12-12,65
2022-12-13,61
2022-12-14,59
2022-12-15,60
2022-12-16,59
2022-12-17,56
2022-12-18,59
2022-12-19,65
2022-12-20,64
2022-12-21,61
2022-12-22,60
2022-12-23,56
2022-12-24,54
2022-12-25,54
2022-12-26,81
2022-12-27,91
2022-12-28,89
2022-12-29,86
2022-12-30,83
2022-12-31,73
2023-01-01,75
2023-01-02,87
2023-01-03,78
2023-01-04,87
2023-01-05,88
2023-01-06,81
2023-01-07,83
2023-01-08,94
2023-01-09,94
2023-01-10,91
2023-01-11,83
2023-01-12,81
2023-01-13,80
2023-01-14,86
2023-01-15,87
2023-01-16,94
2023-01-17,85
2023-01-18,81
2023-01-19,82
2023-01-20,78
2023-01-21,79
2023-01-22,89
2023-01-23,90
2023-01-24,85
2023-01-25,85
2023-01-26,79
2023-01-27,76
2023-01-28,76
2023-01-29,85
2023-01-30,82
2023-01-31,83
2023-02-01,85
2023-02-02,82
2023-02-03,80
2023-02-04,80
2023-02-05,95
2023-02-06,87
2023-02-07,83
2023-02-08,82
2023-02-09,82
2023-02-10,79
2023-02-11,80
2023-02-12,81
2023-02-13,71
2023-02-14,77
2023-02-15,86
2023-02-16,83
2023-02-17,85
2023-02-18,86
2023-02-19,90
2023-02-20,95
2023-02-21,86
2023-02-22,87
2023-02-23,85
2023-02-24,86
2023-02-25,88
2023-02-26,97
2023-02-27,93
2023-02-28,89
2023-03-01,83
2023-03-02,86
2023-03-03,82
2023-03-04,88
2023-03-05,96
2023-03-06,94
2023-03-07,93
2023-03-08,87
2023-03-09,87
2023-03-10,83
2023-03-11,83
2023-03-12,95
2023-03-13,89
2023-03-14,87
2023-03-15,84
2023-03-16,82
2023-03-17,78
2023-03-18,79
2023-03-19,95
2023-03-20,88
2023-03-21,87
2023-03-22,85
2023-03-23,83
2023-03-24,79
2023-03-25,78
2023-03-26,91
2023-03-27,86
2023-03-28,84
2023-03-29,81
2023-03-30,77
2023-03-31,77
2023-04-01,76
2023-04-02,87
2023-04-03,81
2023-04-04,83
2023-04-05,83
2023-04-06,80
2023-04-07,75
2023-04-08,75
2023-04-09,79
2023-04-10,87
2023-04-11,85
2023-04-12,81
2023-04-13,79
2023-04-14,79
2023-04-15,77
2023-04-16,88
2023-04-17,86
2023-04-18,79
2023-04-19,82
2023-04-20,78
2023-04-21,76
2023-04-22,78
2023-04-23,89
2023-04-24,84
2023-04-25,84
2023-04-26,82
2023-04-27,77
2023-04-28,78
2023-04-29,80
2023-04-30,92
2023-05-01,90
2023-05-02,85
2023-05-03,86
2023-05-04,89
2023-05-05,76
2023-05-06,78
2023-05-07,89
2023-05-08,88
2023-05-09,90
2023-05-10,87
2023-05-11,83
2023-05-12,80
2023-05-13,75
2023-05-14,90
2023-05-15,96
2023-05-16,93
2023-05-17,89
2023-05-18,84
2023-05-19,84
2023-05-20,87
2023-05-21,96
2023-05-22,100
2023-05-23,93
2023-05-24,91
2023-05-25,94
