Time,you tube
2025-04-15,75
2025-04-16,76
2025-04-17,73
2025-04-18,70
2025-04-19,67
2025-04-20,66
2025-04-21,67
2025-04-22,74
2025-04-23,71
2025-04-24,81
2025-04-25,69
2025-04-26,65
2025-04-27,70
2025-04-28,72
2025-04-29,76
2025-04-30,75
2025-05-01,81
2025-05-02,75
2025-05-03,65
2025-05-04,65
2025-05-05,76
2025-05-06,73
2025-05-07,70
2025-05-08,75
2025-05-09,72
2025-05-10,59
2025-05-11,62
2025-05-12,69
2025-05-13,72
2025-05-14,73
2025-05-15,78
2025-05-16,73
2025-05-17,64
2025-05-18,68
2025-05-19,73
2025-05-20,73
2025-05-21,70
2025-05-22,75
2025-05-23,67
2025-05-24,60
2025-05-25,66
2025-05-26,63
2025-05-27,71
2025-05-28,73
2025-05-29,74
2025-05-30,74
2025-05-31,63
2025-06-01,63
2025-06-02,70
2025-06-03,75
2025-06-04,67
2025-06-05,70
2025-06-06,71
2025-06-07,66
2025-06-08,61
2025-06-09,67
2025-06-10,69
2025-06-11,69
2025-06-12,69
2025-06-13,66
2025-06-14,66
2025-06-15,66
2025-06-16,73
2025-06-17,68
2025-06-18,66
2025-06-19,62
2025-06-20,66
2025-06-21,60
2025-06-22,65
2025-06-23,65
2025-06-24,65
2025-06-25,66
2025-06-26,66
2025-06-27,71
2025-06-28,60
2025-06-29,67
2025-06-30,61
2025-07-01,61
2025-07-02,64
2025-07-03,62
2025-07-04,73
2025-07-05,68
2025-07-06,67
2025-07-07,63
2025-07-08,70
2025-07-09,64
2025-07-10,66
2025-07-11,69
2025-07-12,66
2025-07-13,63
2025-07-14,67
2025-07-15,73
2025-07-16,67
2025-07-17,66
2025-07-18,68
2025-07-19,60
2025-07-20,66
2025-07-21,66
2025-07-22,70
2025-07-23,71
2025-07-24,67
2025-07-25,62
2025-07-26,60
2025-07-27,64
2025-07-28,64
2025-07-29,62
2025-07-30,63
2025-07-31,67
2025-08-01,66
2025-08-02,65
2025-08-03,66
2025-08-04,68
2025-08-05,68
2025-08-06,68
2025-08-07,67
2025-08-08,67
2025-08-09,67
2025-08-10,67
2025-08-11,67
2025-08-12,69
2025-08-13,72
2025-08-14,78
2025-08-15,72
2025-08-16,63
2025-08-17,64
2025-08-18,72
2025-08-19,71
2025-08-20,71
2025-08-21,72
2025-08-22,74
2025-08-23,67
2025-08-24,63
2025-08-25,72
2025-08-26,73
2025-08-27,83
2025-08-28,78
2025-08-29,74
2025-08-30,68
2025-08-31,64
2025-09-01,62
2025-09-02,68
2025-09-03,70
2025-09-04,77
2025-09-05,82
2025-09-06,70
2025-09-07,68
2025-09-08,76
2025-09-09,73
2025-09-10,75
2025-09-11,82
2025-09-12,79
2025-09-13,69
2025-09-14,70
2025-09-15,72
2025-09-16,74
2025-09-17,74
2025-09-18,75
2025-09-19,69
2025-09-20,65
2025-09-21,66
2025-09-22,77
2025-09-23,75
2025-09-24,81
2025-09-25,74
2025-09-26,76
2025-09-27,65
2025-09-28,65
2025-09-29,81
2025-09-30,80
2025-10-01,76
2025-10-02,70
2025-10-03,72
2025-10-04,73
2025-10-05,66
2025-10-06,67
2025-10-07,72
2025-10-08,71
2025-10-09,69
2025-10-10,69
2025-10-11,64
2025-10-12,66
2025-10-13,70
2025-10-14,74
2025-10-15,74
2025-10-16,76
2025-10-17,70
2025-10-18,65
2025-10-19,62
2025-10-20,69
2025-10-21,77
2025-10-22,75
2025-10-23,75
2025-10-24,76
2025-10-25,61
2025-10-26,69
2025-10-27,70
2025-10-28,74
2025-10-29,74
2025-10-30,73
2025-10-31,100
2025-11-01,78
2025-11-02,68
2025-11-03,78
2025-11-04,83
2025-11-05,77
2025-11-06,84
2025-11-07,74
2025-11-08,69
2025-11-09,64
2025-11-10,82
2025-11-11,78
2025-11-12,76
2025-11-13,77
2025-11-14,80
2025-11-15,68
2025-11-16,68
2025-11-17,69
2025-11-18,71
2025-11-19,71
2025-11-20,69
2025-11-21,71
2025-11-22,60
2025-11-23,63
2025-11-24,64
2025-11-25,67
2025-11-26,65
2025-11-27,59
2025-11-28,54
2025-11-29,71
2025-11-30,59
2025-12-01,58
2025-12-02,63
2025-12-03,63
2025-12-04,63
2025-12-05,64
2025-12-06,62
2025-12-07,61
2025-12-08,67
2025-12-09,65
2025-12-10,64
2025-12-11,64
2025-12-12,63
2025-12-13,60
2025-12-14,60
2025-12-15,61
2025-12-16,64
2025-12-17,64
2025-12-18,67
2025-12-19,69
2025-12-20,60
2025-12-21,59
2025-12-22,65
2025-12-23,63
2025-12-24,64
2025-12-25,58
2025-12-26,58
2025-12-27,62
2025-12-28,59
2025-12-29,63
2025-12-30,62
2025-12-31,58
2026-01-01,59
2026-01-02,59
2026-01-03,61
2026-01-04,60
2026-01-05,61
2026-01-06,66
2026-01-07,68
2026-01-08,64
2026-01-09,62
