Time,you tube
2023-12-22,77
2023-12-23,69
2023-12-24,72
2023-12-25,71
2023-12-26,67
2023-12-27,70
2023-12-28,69
2023-12-29,68
2023-12-30,67
2023-12-31,72
2024-01-01,73
2024-01-02,72
2024-01-03,80
2024-01-04,75
2024-01-05,79
2024-01-06,77
2024-01-07,69
2024-01-08,77
2024-01-09,78
2024-01-10,85
2024-01-11,90
2024-01-12,85
2024-01-13,70
2024-01-14,75
2024-01-15,75
2024-01-16,81
2024-01-17,82
2024-01-18,81
2024-01-19,81
2024-01-20,74
2024-01-21,70
2024-01-22,87
2024-01-23,85
2024-01-24,92
2024-01-25,89
2024-01-26,94
2024-01-27,74
2024-01-28,75
2024-01-29,86
2024-01-30,97
2024-01-31,96
2024-02-01,87
2024-02-02,91
2024-02-03,77
2024-02-04,79
2024-02-05,100
2024-02-06,99
2024-02-07,90
2024-02-08,94
2024-02-09,93
2024-02-10,78
2024-02-11,77
2024-02-12,86
2024-02-13,94
2024-02-14,92
2024-02-15,87
2024-02-16,91
2024-02-17,73
2024-02-18,81
2024-02-19,82
2024-02-20,82
2024-02-21,79
2024-02-22,84
2024-02-23,83
2024-02-24,75
2024-02-25,77
2024-02-26,87
2024-02-27,91
2024-02-28,86
2024-02-29,89
2024-03-01,89
2024-03-02,77
2024-03-03,81
2024-03-04,92
2024-03-05,92
2024-03-06,93
2024-03-07,94
2024-03-08,89
2024-03-09,73
2024-03-10,78
2024-03-11,85
2024-03-12,84
2024-03-13,81
2024-03-14,83
2024-03-15,75
2024-03-16,75
2024-03-17,72
2024-03-18,84
2024-03-19,79
2024-03-20,74
2024-03-21,83
2024-03-22,82
2024-03-23,76
2024-03-24,75
2024-03-25,81
2024-03-26,85
2024-03-27,75
2024-03-28,81
2024-03-29,75
2024-03-30,72
2024-03-31,74
2024-04-01,75
2024-04-02,82
2024-04-03,79
2024-04-04,81
2024-04-05,82
2024-04-06,72
2024-04-07,82
2024-04-08,84
2024-04-09,83
2024-04-10,80
2024-04-11,81
2024-04-12,83
2024-04-13,70
2024-04-14,75
2024-04-15,78
2024-04-16,84
2024-04-17,83
2024-04-18,86
2024-04-19,85
2024-04-20,74
2024-04-21,77
2024-04-22,79
2024-04-23,86
2024-04-24,83
2024-04-25,83
2024-04-26,84
2024-04-27,73
2024-04-28,74
2024-04-29,84
2024-04-30,83
2024-05-01,85
2024-05-02,80
2024-05-03,77
2024-05-04,69
2024-05-05,72
2024-05-06,81
2024-05-07,76
2024-05-08,83
2024-05-09,90
2024-05-10,82
2024-05-11,68
2024-05-12,72
2024-05-13,83
2024-05-14,87
2024-05-15,86
2024-05-16,81
2024-05-17,77
2024-05-18,75
2024-05-19,71
2024-05-20,78
2024-05-21,83
2024-05-22,81
2024-05-23,76
2024-05-24,82
2024-05-25,73
2024-05-26,74
2024-05-27,72
2024-05-28,76
2024-05-29,81
2024-05-30,76
2024-05-31,72
2024-06-01,73
2024-06-02,77
2024-06-03,74
2024-06-04,82
2024-06-05,87
2024-06-06,84
2024-06-07,87
2024-06-08,73
2024-06-09,76
2024-06-10,85
2024-06-11,79
2024-06-12,76
2024-06-13,78
2024-06-14,76
2024-06-15,73
2024-06-16,72
2024-06-17,76
2024-06-18,80
2024-06-19,74
2024-06-20,74
2024-06-21,76
2024-06-22,67
2024-06-23,78
2024-06-24,77
2024-06-25,77
2024-06-26,75
2024-06-27,77
2024-06-28,81
2024-06-29,73
2024-06-30,68
2024-07-01,72
2024-07-02,76
2024-07-03,71
2024-07-04,77
2024-07-05,77
2024-07-06,70
2024-07-07,70
2024-07-08,70
2024-07-09,72
2024-07-10,76
2024-07-11,73
2024-07-12,74
2024-07-13,69
2024-07-14,73
2024-07-15,73
2024-07-16,81
2024-07-17,78
2024-07-18,77
2024-07-19,82
2024-07-20,69
2024-07-21,72
2024-07-22,76
2024-07-23,77
2024-07-24,75
2024-07-25,79
2024-07-26,80
2024-07-27,77
2024-07-28,76
2024-07-29,76
2024-07-30,77
2024-07-31,76
2024-08-01,77
2024-08-02,75
2024-08-03,73
2024-08-04,77
2024-08-05,74
2024-08-06,74
2024-08-07,81
2024-08-08,76
2024-08-09,80
2024-08-10,76
2024-08-11,86
2024-08-12,81
2024-08-13,84
2024-08-14,82
2024-08-15,75
2024-08-16,77
2024-08-17,74
2024-08-18,75
2024-08-19,82
2024-08-20,90
2024-08-21,86
2024-08-22,91
2024-08-23,87
2024-08-24,78
2024-08-25,75
2024-08-26,86
2024-08-27,85
2024-08-28,90
2024-08-29,88
2024-08-30,81
2024-08-31,70
2024-09-01,74
2024-09-02,73
2024-09-03,80
2024-09-04,85
2024-09-05,86
2024-09-06,91
2024-09-07,68
2024-09-08,82
2024-09-09,86
2024-09-10,90
2024-09-11,97
2024-09-12,95
2024-09-13,88
2024-09-14,75
2024-09-15,74
2024-09-16,86
