Time,ashley_johnson
2025-02-06,21.265943877551017
2025-02-07,19.630102040816325
2025-02-08,17.99426020408163
2025-02-09,21.265943877551017
2025-02-10,17.99426020408163
2025-02-11,14.722576530612242
2025-02-12,16.358418367346935
2025-02-13,26.173469387755098
2025-02-14,19.630102040816325
2025-02-15,32.71683673469387
2025-02-16,26.173469387755098
2025-02-17,24.537627551020403
2025-02-18,26.173469387755098
2025-02-19,19.630102040816325
2025-02-20,16.358418367346935
2025-02-21,14.722576530612242
2025-02-22,24.537627551020403
2025-02-23,24.537627551020403
2025-02-24,19.630102040816325
2025-02-25,26.173469387755098
2025-02-26,31.08099489795918
2025-02-27,17.99426020408163
2025-02-28,17.99426020408163
2025-03-01,14.722576530612242
2025-03-02,17.99426020408163
2025-03-03,22.90178571428571
2025-03-04,22.90178571428571
2025-03-05,22.90178571428571
2025-03-06,11.450892857142856
2025-03-07,16.358418367346935
2025-03-08,22.90178571428571
2025-03-09,13.086734693877549
2025-03-10,24.537627551020403
2025-03-11,17.99426020408163
2025-03-12,24.537627551020403
2025-03-13,24.537627551020403
2025-03-14,22.90178571428571
2025-03-15,14.722576530612242
2025-03-16,19.630102040816325
2025-03-17,21.265943877551017
2025-03-18,21.265943877551017
2025-03-19,19.630102040816325
2025-03-20,26.173469387755098
2025-03-21,24.537627551020403
2025-03-22,24.537627551020403
2025-03-23,19.630102040816325
2025-03-24,21.265943877551017
2025-03-25,24.537627551020403
2025-03-26,22.90178571428571
2025-03-27,22.90178571428571
2025-03-28,17.99426020408163
2025-03-29,21.265943877551017
2025-03-30,31.08099489795918
2025-03-31,26.173469387755098
2025-04-01,19.630102040816325
2025-04-02,17.99426020408163
2025-04-03,13.086734693877549
2025-04-04,26.173469387755098
2025-04-05,17.99426020408163
2025-04-06,32.71683673469387
2025-04-07,24.537627551020403
2025-04-08,21.265943877551017
2025-04-09,26.173469387755098
2025-04-10,17.99426020408163
2025-04-11,26.173469387755098
2025-04-12,34.35267857142857
2025-04-13,53.98278061224489
2025-04-14,65.43367346938774
2025-04-15,45.80357142857142
2025-04-16,40.89604591836734
2025-04-17,37.62436224489795
2025-04-18,44.167729591836725
2025-04-19,31.08099489795918
2025-04-20,47.439413265306115
2025-04-21,163.58418367346937
2025-04-22,106.32971938775509
2025-04-23,68.70535714285714
2025-04-24,67.06951530612244
2025-04-25,49.075255102040806
2025-04-26,58.89030612244897
2025-04-27,60.52614795918367
2025-04-28,70.34119897959182
2025-04-29,40.89604591836734
2025-04-30,45.80357142857142
2025-05-01,37.62436224489795
2025-05-02,39.26020408163265
2025-05-03,42.531887755102034
2025-05-04,37.62436224489795
2025-05-05,44.167729591836725
2025-05-06,31.08099489795918
2025-05-07,42.531887755102034
2025-05-08,37.62436224489795
2025-05-09,44.167729591836725
2025-05-10,37.62436224489795
2025-05-11,47.439413265306115
2025-05-12,55.618622448979586
2025-05-13,44.167729591836725
2025-05-14,37.62436224489795
2025-05-15,27.809311224489793
2025-05-16,40.89604591836734
2025-05-17,34.35267857142857
2025-05-18,42.531887755102034
2025-05-19,39.26020408163265
2025-05-20,35.98852040816326
2025-05-21,32.71683673469387
2025-05-22,29.445153061224485
2025-05-23,29.445153061224485
2025-05-24,32.71683673469387
2025-05-25,40.89604591836734
2025-05-26,53.98278061224489
2025-05-27,42.531887755102034
2025-05-28,50.711096938775505
2025-05-29,32.71683673469387
2025-05-30,24.537627551020403
2025-05-31,40.89604591836734
2025-06-01,44.167729591836725
2025-06-02,42.531887755102034
2025-06-03,32.71683673469387
2025-06-04,39.26020408163265
2025-06-05,31.08099489795918
2025-06-06,26.173469387755098
2025-06-07,42.531887755102034
2025-06-08,45.80357142857142
2025-06-09,52.346938775510196
2025-06-10,40.89604591836734
2025-06-11,49.075255102040806
2025-06-12,45.80357142857142
2025-06-13,45.80357142857142
2025-06-14,55.618622448979586
2025-06-15,52.346938775510196
2025-06-16,42.531887755102034
2025-06-17,49.075255102040806
2025-06-18,47.439413265306115
2025-06-19,40.89604591836734
2025-06-20,40.89604591836734
2025-06-21,50.711096938775505
2025-06-22,45.80357142857142
2025-06-23,50.711096938775505
2025-06-24,40.89604591836734
2025-06-25,50.711096938775505
2025-06-26,47.439413265306115
2025-06-27,50.711096938775505
2025-06-28,47.439413265306115
2025-06-29,58.89030612244897
2025-06-30,39.26020408163265
2025-07-01,39.26020408163265
2025-07-02,40.89604591836734
2025-07-03,39.26020408163265
2025-07-04,40.89604591836734
2025-07-05,42.531887755102034
2025-07-06,45.80357142857142
2025-07-07,44.167729591836725
2025-07-08,45.80357142857142
2025-07-09,50.711096938775505
2025-07-10,52.346938775510196
2025-07-11,53.98278061224489
2025-07-12,42.531887755102034
2025-07-13,55.618622448979586
2025-07-14,60.52614795918367
2025-07-15,39.26020408163265
2025-07-16,34.35267857142857
2025-07-17,35.98852040816326
2025-07-18,27.809311224489793
2025-07-19,29.445153061224485
2025-07-20,49.075255102040806
2025-07-21,55.618622448979586
2025-07-22,40.89604591836734
2025-07-23,50.711096938775505
2025-07-24,35.98852040816326
2025-07-25,29.445153061224485
2025-07-26,37.62436224489795
2025-07-27,31.08099489795918
2025-07-28,34.35267857142857
2025-07-29,22.90178571428571
2025-07-30,32.71683673469387
2025-07-31,22.90178571428571
2025-08-01,26.173469387755098
2025-08-02,14.722576530612242
2025-08-03,42.531887755102034
2025-08-04,35.98852040816326
2025-08-05,39.26020408163265
2025-08-06,31.08099489795918
2025-08-07,37.62436224489795
2025-08-08,31.08099489795918
2025-08-09,52.346938775510196
2025-08-10,52.346938775510196
2025-08-11,106.32971938775509
2025-08-12,34.35267857142857
2025-08-13,34.35267857142857
2025-08-14,24.537627551020403
2025-08-15,35.98852040816326
2025-08-16,49.075255102040806
2025-08-17,44.167729591836725
2025-08-18,27.809311224489793
2025-08-19,32.71683673469387
2025-08-20,29.445153061224485
2025-08-21,27.809311224489793
2025-08-22,27.809311224489793
2025-08-23,29.445153061224485
2025-08-24,34.35267857142857
2025-08-25,31.08099489795918
2025-08-26,29.445153061224485
2025-08-27,32.71683673469387
2025-08-28,27.809311224489793
2025-08-29,31.08099489795918
2025-08-30,29.445153061224485
2025-08-31,67.06951530612244
2025-09-01,60.52614795918367
2025-09-02,40.89604591836734
2025-09-03,24.537627551020403
2025-09-04,27.809311224489793
2025-09-05,26.173469387755098
2025-09-06,26.173469387755098
2025-09-07,24.537627551020403
2025-09-08,27.809311224489793
2025-09-09,26.173469387755098
2025-09-10,19.630102040816325
2025-09-11,17.99426020408163
2025-09-12,21.265943877551017
2025-09-13,31.08099489795918
2025-09-14,31.08099489795918
2025-09-15,29.445153061224485
2025-09-16,17.99426020408163
2025-09-17,22.90178571428571
2025-09-18,17.99426020408163
2025-09-19,22.90178571428571
2025-09-20,11.450892857142856
2025-09-21,21.265943877551017
2025-09-22,24.537627551020403
2025-09-23,22.90178571428571
2025-09-24,26.173469387755098
2025-09-25,16.358418367346935
2025-09-26,19.630102040816325
2025-09-27,26.173469387755098
2025-09-28,37.62436224489795
2025-09-29,27.809311224489793
2025-09-30,22.90178571428571
2025-10-01,19.630102040816325
2025-10-02,27.809311224489793
2025-10-03,27.809311224489793
2025-10-04,22.90178571428571
2025-10-05,27.809311224489793
2025-10-06,31.08099489795918
2025-10-07,29.445153061224485
2025-10-08,24.537627551020403
2025-10-09,27.809311224489793
2025-10-10,27.809311224489793
2025-10-11,24.537627551020403
2025-10-12,19.630102040816325
2025-10-13,21.265943877551017
2025-10-14,22.90178571428571
2025-10-15,34.35267857142857
2025-10-16,27.809311224489793
2025-10-17,31.08099489795918
2025-10-18,26.173469387755098
2025-10-19,26.173469387755098
2025-10-20,27.809311224489793
2025-10-21,22.90178571428571
2025-10-22,22.90178571428571
2025-10-23,22.90178571428571
2025-10-24,32.71683673469387
2025-10-25,17.99426020408163
2025-10-26,29.445153061224485
2025-10-27,24.537627551020403
2025-10-28,26.173469387755098
2025-10-29,27.809311224489793
2025-10-30,24.537627551020403
2025-10-31,26.173469387755098
2025-11-01,19.630102040816325
2025-11-02,34.35267857142857
2025-11-03,24.537627551020403
2025-11-04,29.445153061224485
2025-11-05,31.08099489795918
2025-11-06,22.90178571428571
2025-11-07,22.90178571428571
2025-11-08,31.08099489795918
2025-11-09,22.90178571428571
2025-11-10,26.173469387755098
2025-11-11,31.08099489795918
2025-11-12,16.358418367346935
2025-11-13,17.99426020408163
2025-11-14,31.08099489795918
2025-11-15,29.445153061224485
2025-11-16,40.89604591836734
2025-11-17,27.809311224489793
2025-11-18,26.173469387755098
2025-11-19,35.98852040816326
2025-11-20,29.445153061224485
2025-11-21,35.98852040816326
2025-11-22,31.08099489795918
2025-11-23,31.08099489795918
2025-11-24,32.71683673469387
2025-11-25,27.809311224489793
2025-11-26,27.809311224489793
2025-11-27,37.62436224489795
2025-11-28,22.90178571428571
2025-11-29,31.08099489795918
2025-11-30,31.08099489795918
2025-12-01,24.537627551020403
2025-12-02,29.445153061224485
2025-12-03,17.99426020408163
2025-12-04,32.71683673469387
2025-12-05,22.90178571428571
2025-12-06,24.537627551020403
2025-12-07,27.809311224489793
2025-12-08,21.265943877551017
2025-12-09,22.90178571428571
2025-12-10,29.445153061224485
2025-12-11,36.066417638483955
2025-12-12,24.316918731778422
2025-12-13,35.85869169096209
2025-12-14,29.47111880466472
2025-12-15,23.083545918367342
2025-12-16,22.66809402332361
2025-12-17,33.184220116618064
2025-12-18,29.88657069970845
2025-12-19,21.0192693148688
2025-12-20,24.940096574344018
2025-12-21,26.173469387755098
2025-12-22,19.37044460641399
2025-12-23,32.3533163265306
2025-12-24,22.66809402332361
2025-12-25,24.316918731778422
2025-12-26,16.280521137026234
2025-12-27,26.173469387755098
2025-12-28,34.209866982507286
2025-12-29,19.37044460641399
2025-12-30,32.768768221574334
2025-12-31,39.15634110787171
2026-01-01,15.047148323615158
2026-01-02,24.316918731778422
2026-01-03,31.327669460641395
2026-01-04,26.58892128279883
2026-01-05,22.875819970845477
2026-01-06,26.58892128279883
2026-01-07,19.99362244897959
2026-01-08,24.732370626822153
2026-01-09,13.606049562682212
2026-01-10,17.033527696793
2026-01-11,23.680758017492707
2026-01-12,22.849854227405242
2026-01-13,19.52623906705539
2026-01-14,22.01895043731778
2026-01-15,21.188046647230316
2026-01-16,21.60349854227405
2026-01-17,24.51166180758017
2026-01-18,22.01895043731778
2026-01-19,22.01895043731778
2026-01-20,26.173469387755098
2026-01-21,22.43440233236151
2026-01-22,19.52623906705539
2026-01-23,24.096209912536438
2026-01-24,27.00437317784256
2026-01-25,23.265306122448976
2026-01-26,26.58892128279883
2026-01-27,25.758017492711364
2026-01-28,21.60349854227405
2026-01-29,29.08163265306122
2026-01-30,25.758017492711364
2026-01-31,22.01895043731778
2026-02-01,24.096209912536438
2026-02-02,20.772594752186585
2026-02-03,24.51166180758017
2026-02-04,20.357142857142854
2026-02-05,19.941690962099123
2026-02-06,22.01895043731778
2026-02-07,22.849854227405242
2026-02-08,29.91253644314868
2026-02-09,18.695335276967928
2026-02-10,17.448979591836732
2026-02-11,17.448979591836732
2026-02-12,20.357142857142854
2026-02-13,19.52623906705539
2026-02-14,19.941690962099123
2026-02-15,19.52623906705539
2026-02-16,24.096209912536438
2026-02-17,19.52623906705539
2026-02-18,18.695335276967928
2026-02-19,28.250728862973755
2026-02-20,28.250728862973755
2026-02-21,19.941690962099123
2026-02-22,34.48250728862973
2026-02-23,22.01895043731778
2026-02-24,19.52623906705539
2026-02-25,26.173469387755098
2026-02-26,34.067055393586
2026-02-27,22.43440233236151
2026-02-28,23.265306122448976
2026-03-01,29.91253644314868
2026-03-02,19.52623906705539
2026-03-03,19.11078717201166
2026-03-04,14.95626822157434
2026-03-05,20.357142857142854
2026-03-06,23.680758017492707
2026-03-07,21.188046647230316
2026-03-08,21.60349854227405
2026-03-09,24.927113702623902
2026-03-10,18.695335276967928
2026-03-11,13.294460641399414
2026-03-12,20.772594752186585
2026-03-13,19.941690962099123
2026-03-14,25.342565597667633
2026-03-15,15.371720116618073
2026-03-16,23.265306122448976
2026-03-17,14.95626822157434
2026-03-18,19.52623906705539
2026-03-19,20.357142857142854
2026-03-20,16.202623906705536
2026-03-21,19.11078717201166
2026-03-22,28.250728862973755
2026-03-23,16.618075801749267
2026-03-24,21.188046647230316
2026-03-25,28.250728862973755
2026-03-26,27.835276967930024
2026-03-27,25.342565597667633
2026-03-28,31.158892128279877
2026-03-29,20.357142857142854
2026-03-30,30.743440233236146
2026-03-31,26.58892128279883
2026-04-01,27.00437317784256
2026-04-02,34.48250728862973
2026-04-03,19.52623906705539
2026-04-04,39.46793002915451
2026-04-05,34.067055393586
2026-04-06,30.327988338192416
2026-04-07,37.390670553935855
2026-04-08,31.574344023323608
2026-04-09,30.327988338192416
2026-04-10,37.806122448979586
2026-04-11,37.390670553935855
2026-04-12,34.48250728862973
2026-04-13,29.08163265306122
2026-04-14,29.08163265306122
2026-04-15,31.574344023323608
2026-04-16,34.897959183673464
2026-04-17,41.54518950437317
2026-04-18,40.29883381924198
2026-04-19,30.743440233236146
2026-04-20,31.574344023323608
2026-04-21,24.927113702623902
2026-04-22,33.236151603498534
2026-04-23,27.00437317784256
2026-04-24,25.342565597667633
2026-04-25,34.48250728862973
2026-04-26,28.250728862973755
2026-04-27,29.49708454810495
2026-04-28,29.91253644314868
2026-04-29,20.772594752186585
2026-04-30,34.067055393586
2026-05-01,25.342565597667633
2026-05-02,32.40524781341107
2026-05-03,21.60349854227405
2026-05-04,22.01895043731778
2026-05-05,18.695335276967928
2026-05-06,26.58892128279883
2026-05-07,26.58892128279883
2026-05-08,22.43440233236151
2026-05-09,30.743440233236146
2026-05-10,36.975218658892125
2026-05-11,29.49708454810495
2026-05-12,29.91253644314868
2026-05-13,26.58892128279883
2026-05-14,31.574344023323608
2026-05-15,27.419825072886294
2026-05-16,25.758017492711364
2026-05-17,27.419825072886294
2026-05-18,19.941690962099123
2026-05-19,19.52623906705539
2026-05-20,21.60349854227405
2026-05-21,20.772594752186585
2026-05-22,17.033527696793
2026-05-23,23.265306122448976
2026-05-24,27.419825072886294
2026-05-25,29.91253644314868
2026-05-26,29.91253644314868
2026-05-27,24.096209912536438
2026-05-28,20.357142857142854
2026-05-29,25.758017492711364
2026-05-30,18.279883381924193
2026-05-31,24.927113702623902
