Time,millie_bobby_brown
2025-05-17,5.0625
2025-05-18,6.328125
2025-05-19,5.0625
2025-05-20,5.0625
2025-05-21,5.0625
2025-05-22,5.0625
2025-05-23,5.0625
2025-05-24,6.328125
2025-05-25,7.59375
2025-05-26,7.59375
2025-05-27,5.0625
2025-05-28,3.796875
2025-05-29,5.0625
2025-05-30,5.0625
2025-05-31,6.328125
2025-06-01,12.65625
2025-06-02,8.859375
2025-06-03,8.859375
2025-06-04,7.59375
2025-06-05,6.328125
2025-06-06,7.59375
2025-06-07,7.59375
2025-06-08,8.859375
2025-06-09,6.328125
2025-06-10,6.328125
2025-06-11,5.0625
2025-06-12,6.328125
2025-06-13,6.328125
2025-06-14,8.859375
2025-06-15,8.859375
2025-06-16,7.59375
2025-06-17,5.0625
2025-06-18,6.328125
2025-06-19,7.59375
2025-06-20,6.328125
2025-06-21,7.59375
2025-06-22,7.59375
2025-06-23,5.0625
2025-06-24,5.0625
2025-06-25,5.0625
2025-06-26,5.0625
2025-06-27,6.328125
2025-06-28,6.328125
2025-06-29,7.59375
2025-06-30,5.0625
2025-07-01,5.0625
2025-07-02,3.796875
2025-07-03,3.796875
2025-07-04,5.0625
2025-07-05,5.0625
2025-07-06,5.0625
2025-07-07,5.0625
2025-07-08,5.0625
2025-07-09,3.796875
2025-07-10,3.796875
2025-07-11,5.0625
2025-07-12,5.0625
2025-07-13,5.0625
2025-07-14,5.0625
2025-07-15,3.796875
2025-07-16,6.328125
2025-07-17,6.328125
2025-07-18,5.0625
2025-07-19,7.59375
2025-07-20,7.59375
2025-07-21,6.328125
2025-07-22,5.0625
2025-07-23,5.0625
2025-07-24,5.0625
2025-07-25,5.0625
2025-07-26,6.328125
2025-07-27,7.59375
2025-07-28,6.328125
2025-07-29,5.0625
2025-07-30,5.0625
2025-07-31,6.328125
2025-08-01,5.0625
2025-08-02,5.0625
2025-08-03,5.0625
2025-08-04,5.0625
2025-08-05,5.0625
2025-08-06,3.796875
2025-08-07,3.796875
2025-08-08,3.796875
2025-08-09,5.0625
2025-08-10,6.328125
2025-08-11,5.0625
2025-08-12,5.0625
2025-08-13,8.859375
2025-08-14,6.328125
2025-08-15,6.328125
2025-08-16,6.328125
2025-08-17,6.328125
2025-08-18,3.796875
2025-08-19,3.796875
2025-08-20,3.796875
2025-08-21,99.984375
2025-08-22,99.984375
2025-08-23,51.890625
2025-08-24,30.375
2025-08-25,16.453125
2025-08-26,12.65625
2025-08-27,11.390625
2025-08-28,8.859375
2025-08-29,7.59375
2025-08-30,7.59375
2025-08-31,8.859375
2025-09-01,13.921875
2025-09-02,10.125
2025-09-03,7.59375
2025-09-04,6.328125
2025-09-05,8.859375
2025-09-06,6.328125
2025-09-07,6.328125
2025-09-08,5.0625
2025-09-09,5.0625
2025-09-10,3.796875
2025-09-11,3.796875
2025-09-12,3.796875
2025-09-13,5.0625
2025-09-14,5.0625
2025-09-15,5.0625
2025-09-16,3.796875
2025-09-17,3.796875
2025-09-18,3.796875
2025-09-19,3.796875
2025-09-20,5.0625
2025-09-21,7.59375
2025-09-22,7.59375
2025-09-23,6.328125
2025-09-24,5.0625
2025-09-25,6.328125
2025-09-26,6.328125
2025-09-27,6.328125
2025-09-28,7.59375
2025-09-29,5.0625
2025-09-30,5.0625
2025-10-01,3.796875
2025-10-02,3.796875
2025-10-03,3.796875
2025-10-04,5.0625
2025-10-05,5.0625
2025-10-06,3.796875
2025-10-07,3.796875
2025-10-08,3.796875
2025-10-09,5.0625
2025-10-10,7.59375
2025-10-11,7.59375
2025-10-12,6.328125
2025-10-13,5.0625
2025-10-14,5.0625
2025-10-15,5.0625
2025-10-16,5.0625
2025-10-17,5.0625
2025-10-18,6.328125
2025-10-19,6.328125
2025-10-20,5.0625
2025-10-21,5.0625
2025-10-22,5.0625
2025-10-23,7.59375
2025-10-24,6.328125
2025-10-25,7.59375
2025-10-26,6.328125
2025-10-27,8.859375
2025-10-28,7.59375
2025-10-29,10.125
2025-10-30,7.59375
2025-10-31,7.59375
2025-11-01,10.125
2025-11-02,37.96875
2025-11-03,54.421875
2025-11-04,41.765625
2025-11-05,24.046875
2025-11-06,21.515625
2025-11-07,50.625
2025-11-08,53.15625
2025-11-09,32.90625
2025-11-10,21.515625
2025-11-11,17.71875
2025-11-12,16.453125
2025-11-13,16.453125
2025-11-14,35.4375
2025-11-15,53.15625
2025-11-16,49.359375
2025-11-17,29.109375
2025-11-18,20.25
2025-11-19,20.25
2025-11-20,17.71875
2025-11-21,16.453125
2025-11-22,20.25
2025-11-23,20.25
2025-11-24,21.515625
2025-11-25,24.046875
2025-11-26,41.765625
2025-11-27,106.3125
2025-11-28,86.0625
2025-11-29,83.53125
2025-11-30,84.796875
2025-12-01,69.609375
2025-12-02,56.953125
2025-12-03,53.15625
2025-12-04,44.296875
2025-12-05,35.4375
2025-12-06,41.765625
2025-12-07,37.96875
2025-12-08,62.015625
2025-12-09,51.890625
2025-12-10,37.96875
2025-12-11,27.84375
2025-12-12,25.3125
2025-12-13,27.84375
2025-12-14,26.578125
2025-12-15,21.515625
2025-12-16,18.984375
2025-12-17,17.71875
2025-12-18,15.1875
2025-12-19,16.453125
2025-12-20,20.25
2025-12-21,20.25
2025-12-22,20.25
2025-12-23,24.046875
2025-12-24,20.25
2025-12-25,26.578125
2025-12-26,69.609375
2025-12-27,77.203125
2025-12-28,68.34375
2025-12-29,59.484375
2025-12-30,55.6875
2025-12-31,55.6875
2026-01-01,126.5625
2026-01-02,107.578125
2026-01-03,79.734375
2026-01-04,62.015625
2026-01-05,51.890625
2026-01-06,46.828125
2026-01-07,49.359375
2026-01-08,37.96875
2026-01-09,35.4375
2026-01-10,36.703125
2026-01-11,35.4375
2026-01-12,25.3125
2026-01-13,24.046875
2026-01-14,21.515625
2026-01-15,17.71875
2026-01-16,17.71875
2026-01-17,21.515625
2026-01-18,24.046875
2026-01-19,21.515625
2026-01-20,18.984375
2026-01-21,16.453125
2026-01-22,15.1875
2026-01-23,15.1875
2026-01-24,16.453125
2026-01-25,17.71875
2026-01-26,15.1875
2026-01-27,13.921875
2026-01-28,12.65625
2026-01-29,11.390625
2026-01-30,11.390625
2026-01-31,12.65625
2026-02-01,15.1875
2026-02-02,11.390625
2026-02-03,8.859375
2026-02-04,8.859375
2026-02-05,8.859375
2026-02-06,8.859375
2026-02-07,10.125
2026-02-08,12.65625
2026-02-09,8.859375
2026-02-10,7.59375
2026-02-11,7.59375
2026-02-12,6.328125
2026-02-13,7.59375
2026-02-14,7.59375
2026-02-15,8.859375
2026-02-16,8.859375
2026-02-17,6.328125
2026-02-18,6.328125
2026-02-19,11.390625
2026-02-20,13.921875
2026-02-21,10.125
2026-02-22,8.859375
2026-02-23,8.859375
2026-02-24,7.59375
2026-02-25,6.328125
2026-02-26,6.328125
2026-02-27,6.328125
2026-02-28,6.328125
2026-03-01,7.59375
2026-03-02,6.328125
2026-03-03,6.328125
2026-03-04,6.328125
2026-03-05,6.328125
2026-03-06,7.59375
2026-03-07,7.59375
2026-03-08,7.59375
2026-03-09,6.328125
2026-03-10,5.0625
2026-03-11,6.328125
2026-03-12,6.328125
2026-03-13,5.0625
2026-03-14,6.328125
2026-03-15,6.328125
2026-03-16,5.0625
2026-03-17,3.796875
2026-03-18,5.0625
2026-03-19,5.0625
2026-03-20,5.0625
2026-03-21,6.328125
2026-03-22,6.328125
2026-03-23,5.0625
2026-03-24,5.0625
2026-03-25,5.0625
2026-03-26,3.796875
2026-03-27,3.796875
2026-03-28,5.0625
2026-03-29,6.328125
2026-03-30,6.328125
2026-03-31,6.328125
2026-04-01,6.328125
2026-04-02,5.0625
2026-04-03,5.0625
2026-04-04,5.0625
2026-04-05,5.0625
2026-04-06,5.0625
2026-04-07,3.796875
2026-04-08,3.796875
2026-04-09,3.796875
2026-04-10,6.328125
2026-04-11,8.859375
2026-04-12,6.328125
2026-04-13,3.796875
2026-04-14,3.796875
2026-04-15,3.796875
2026-04-16,3.796875
2026-04-17,5.0625
2026-04-18,5.0625
2026-04-19,5.0625
2026-04-20,3.796875
2026-04-21,3.796875
2026-04-22,3.796875
2026-04-23,3.796875
2026-04-24,2.53125
2026-04-25,5.0625
2026-04-26,5.0625
2026-04-27,3.796875
2026-04-28,3.796875
2026-04-29,3.796875
2026-04-30,5.0625
2026-05-01,3.796875
2026-05-02,5.0625
2026-05-03,3.796875
2026-05-04,5.0625
2026-05-05,3.796875
2026-05-06,6.328125
2026-05-07,3.796875
2026-05-08,3.796875
2026-05-09,5.0625
2026-05-10,6.328125
2026-05-11,5.0625
2026-05-12,3.796875
2026-05-13,3.796875
2026-05-14,3.796875
2026-05-15,3.796875
2026-05-16,5.0625
2026-05-17,5.0625
2026-05-18,3.796875
2026-05-19,5.0625
2026-05-20,3.796875
2026-05-21,3.796875
2026-05-22,5.0625
2026-05-23,3.796875
2026-05-24,5.0625
2026-05-25,5.0625
2026-05-26,5.0625
2026-05-27,3.796875
2026-05-28,5.0625
2026-05-29,5.0625
2026-05-30,6.328125
2026-05-31,5.0625
